H,sample,name,n,rmse,bias
3,origins_2024plus,A002,28,1.2350089204499954,-0.07236145698594212
3,origins_2024plus,A005,28,1.2049395739227324,-0.052541608414707834
3,origins_2024plus,A010,28,1.1712311509070295,-0.024946659110543983
3,origins_2024plus,A015,28,1.1520970495883742,-0.00354048771316594
3,origins_2024plus,A020,28,1.142069141748688,0.012345102877902164
3,origins_2024plus,A025,28,1.1372686901102929,0.02334012707167996
3,origins_2024plus,A030,28,1.135214870444516,0.030036416585731578
3,origins_2024plus,A035,28,1.1345200286164174,0.03298762044616536
3,origins_2024plus,A040,28,1.1345800708292126,0.03270920498763391
3,origins_2024plus,A050,28,1.1369219265679407,0.024334467995006707
3,origins_2024plus,A060,28,1.1442942619689869,0.00827228245595582
3,origins_2024plus,A075,28,1.1706521713991707,-0.024388237248003684
3,origins_2024plus,A090,28,1.2181032839196089,-0.06160204290806113
3,origins_2024plus,A100,28,1.2601905039587218,-0.08703171541758856
3,origins_2024plus,RAW,28,1.1395419212976536,0.014300341667494335
6,full,FOOD_NORM_SHIFT_R24,81,4.097396688686691,-0.9338281576079297
6,full,A002,81,4.038809636654604,-0.9706764583970381
6,full,A005,81,3.9706748950688096,-1.0167187695595257
6,full,A010,81,3.895785176755883,-1.0727252904699633
6,full,A015,81,3.853098597352395,-1.108205164817988
6,full,A020,81,3.8306698010129367,-1.128251357940199
6,full,A025,81,3.821386366064745,-1.136891214289302
6,full,A030,81,3.8209918264991574,-1.1372632683637287
6,full,A035,81,3.8268574401640953,-1.1317733052103087
6,full,A040,81,3.837275701419036,-1.1222309674016768
6,full,A050,81,3.8674261643196917,-1.0959408681394203
6,full,A060,81,3.9055287280973445,-1.065037257285718
6,full,A075,81,3.9714796991311334,-1.0161510184247025
6,full,A090,81,4.044860280790746,-0.9667653103025389
6,full,A100,81,4.097396688686691,-0.9338281576079297
6,full,RAW,81,3.853629327174085,-1.1106814708127257
6,origins_2019_2021,FOOD_NORM_SHIFT_R24,32,4.029751740540508,-1.318677305925996
6,origins_2019_2021,A002,32,3.9752424241217335,-1.3636940910806286
6,origins_2019_2021,A005,32,3.9118676168514157,-1.4199430031128784
6,origins_2019_2021,A010,32,3.842218535217047,-1.4883649782132564
6,origins_2019_2021,A015,32,3.8025131907830647,-1.5317099858970429
6,origins_2019_2021,A020,32,3.7816453645054247,-1.556199993567019
6,origins_2019_2021,A025,32,3.773006308786053,-1.5667551222623812
6,origins_2019_2021,A030,32,3.77263912821227,-1.5672096528099424
6,origins_2019_2021,A035,32,3.778097767110728,-1.5605026816201772
6,origins_2019_2021,A040,32,3.787792069471313,-1.5488450105253113
6,origins_2019_2021,A050,32,3.8158412779685085,-1.5167269555583698
6,origins_2019_2021,A060,32,3.851280511226696,-1.4789726716290905
6,origins_2019_2021,A075,32,3.9126161201531335,-1.419249393629936
6,origins_2019_2021,A090,32,3.9808711842757654,-1.3589159246602636
6,origins_2019_2021,A100,32,4.029751740540508,-1.318677305925996
6,origins_2019_2021,RAW,32,3.783129347989174,-1.5637501604270092
6,origins_2022_2023,FOOD_NORM_SHIFT_R24,24,5.471912984367883,-1.467420516573475
6,origins_2022_2023,A002,24,5.409769367389879,-1.564564982345076
6,origins_2022_2023,A005,24,5.337180822299853,-1.685947939631716
6,origins_2022_2023,A010,24,5.256774660215132,-1.833599892016414
6,origins_2022_2023,A015,24,5.210490255551777,-1.9271367272400646
6,origins_2022_2023,A020,24,5.185980565406426,-1.9799852081715683
6,origins_2022_2023,A025,24,5.175787990603758,-2.0027627640263304
6,origins_2022_2023,A030,24,5.175354125735213,-2.00374362321181
6,origins_2022_2023,A035,24,5.181798537001385,-1.9892702410958458
6,origins_2022_2023,A040,24,5.193215476696992,-1.9641134417650699
6,origins_2022_2023,A050,24,5.226072865709529,-1.8948039324194135
6,origins_2022_2023,A060,24,5.267285592218071,-1.813331660903336
6,origins_2022_2023,A075,24,5.338040837495952,-1.684451157432741
6,origins_2022_2023,A090,24,5.416197168920368,-1.5542538856579242
6,origins_2022_2023,A100,24,5.471912984367883,-1.467420516573475
6,origins_2022_2023,RAW,24,5.213786068529342,-1.8640540847423805
6,origins_2024plus,FOOD_NORM_SHIFT_R24,25,2.205744297827885,0.07102741684611913
6,origins_2024plus,A002,25,2.12804568178667,0.10251909442807375
6,origins_2024plus,A005,25,2.0369422744283465,0.14186825265806902
6,origins_2024plus,A010,25,1.9363430793481642,0.18973312732604392
6,origins_2024plus,A015,25,1.8791855031699598,0.2200553060883957
6,origins_2024plus,A020,25,1.8493687752193113,0.237187391884245
6,origins_2024plus,A025,25,1.837098704954676,0.24457127566378623
6,origins_2024plus,A030,25,1.8365783622237442,0.24488924438158294
6,origins_2024plus,A035,25,1.844323982056339,0.2401973550444384
6,origins_2024plus,A040,25,1.8581278905119607,0.23204218318543235
6,origins_2024plus,A050,25,1.8983262589128298,0.20957386546562884
6,origins_2024plus,A060,25,1.9494287947891475,0.1831627005467122
6,origins_2024plus,A075,25,2.038021928685278,0.14138303528571383
6,origins_2024plus,A090,25,2.136100513479583,0.09917650841651877
6,origins_2024plus,A100,25,2.205744297827885,0.07102741684611913
6,origins_2024plus,RAW,25,1.9234910866924424,0.19248416126602552
12,full,FOOD_NORM_SHIFT_R24,75,7.465822062938064,-2.0780353705350647
12,full,A002,75,7.399241259308281,-2.113917236508134
12,full,A005,75,7.318799187740915,-2.1587519779437834
12,full,A010,75,7.225206373628381,-2.2132895938959467
12,full,A015,75,7.168411735500054,-2.247838923684131
12,full,A020,75,7.137200174602943,-2.2673593574484485
12,full,A025,75,7.123946222624579,-2.2757726129013762
12,full,A030,75,7.1233781714052204,-2.2761349089678813
12,full,A035,75,7.131782855047383,-2.2707889332281717
12,full,A040,75,7.1465065187515355,-2.261496866050402
12,full,A050,75,7.187821021714368,-2.2358962875177335
12,full,A060,75,7.237771033513449,-2.2058031977689607
12,full,A075,75,7.319772143985797,-2.158199117440326
12,full,A090,75,7.406216517586761,-2.110108667626468
12,full,A100,75,7.465822062938064,-2.0780353705350647
12,full,RAW,75,7.165117334196744,-2.2528600701413417
12,origins_2019_2021,FOOD_NORM_SHIFT_R24,32,8.707323688127058,-4.242494771758849
12,origins_2019_2021,A002,32,8.650984711721946,-4.287511556913481
12,origins_2019_2021,A005,32,8.582712549894865,-4.343760468945731
12,origins_2019_2021,A010,32,8.50292281525794,-4.412182444046109
12,origins_2019_2021,A015,32,8.454269364769857,-4.455527451729894
12,origins_2019_2021,A020,32,8.4274410853075,-4.480017459399871
12,origins_2019_2021,A025,32,8.416026860536613,-4.490572588095233
12,origins_2019_2021,A030,32,8.415537355929002,-4.491027118642794
12,origins_2019_2021,A035,32,8.422777341450772,-4.48432014745303
12,origins_2019_2021,A040,32,8.435447769090334,-4.472662476358163
12,origins_2019_2021,A050,32,8.470919152898832,-4.440544421391222
12,origins_2019_2021,A060,32,8.513660477151145,-4.402790137461944
12,origins_2019_2021,A075,32,8.583539844865713,-4.343066859462788
12,origins_2019_2021,A090,32,8.656893568422376,-4.2827333904931155
12,origins_2019_2021,A100,32,8.707323688127058,-4.242494771758849
12,origins_2019_2021,RAW,32,8.430022185593954,-4.487567626259861
12,origins_2022_2023,FOOD_NORM_SHIFT_R24,24,8.005329372888214,-0.9848953565030131
12,origins_2022_2023,A002,24,7.920543319557552,-1.082039822274614
12,origins_2022_2023,A005,24,7.8174580567273795,-1.2034227795612542
12,origins_2022_2023,A010,24,7.69651256518173,-1.3510747319459515
12,origins_2022_2023,A015,24,7.622519421482295,-1.444611567169602
12,origins_2022_2023,A020,24,7.581641226074205,-1.4974600481011062
12,origins_2022_2023,A025,24,7.564233071708692,-1.5202376039558676
12,origins_2022_2023,A030,24,7.563486298850465,-1.521218463141348
12,origins_2022_2023,A035,24,7.574529587050426,-1.506745081025384
12,origins_2022_2023,A040,24,7.593846657371971,-1.4815882816946075
12,origins_2022_2023,A050,24,7.6478612443891905,-1.412278772348951
12,origins_2022_2023,A060,24,7.71281792171884,-1.3308065008328738
12,origins_2022_2023,A075,24,7.818709431545943,-1.2019259973622785
12,origins_2022_2023,A090,24,7.9294476572224495,-1.0717287255874621
12,origins_2022_2023,A100,24,8.005329372888214,-0.9848953565030131
12,origins_2022_2023,RAW,24,7.63247533802913,-1.3815289246719182
12,origins_2024plus,FOOD_NORM_SHIFT_R24,19,3.3731191554664446,0.18656149801187352
12,origins_2024plus,A002,19,3.2899569515880125,0.2434490956690574
12,origins_2024plus,A005,19,3.190804668230647,0.3145307036815669
12,origins_2024plus,A010,19,3.078011274888886,0.40099538073591245
12,origins_2024plus,A015,19,3.0114063774813027,0.45577035742722427
12,origins_2024plus,A020,19,2.9755560533161973,0.4867183182415154
12,origins_2024plus,A025,19,2.960516907618535,0.500056807704479
12,origins_2024plus,A030,19,2.959874957220069,0.5006311968089818
12,origins_2024plus,A035,19,2.9693951014928164,0.49215561426280285
12,origins_2024plus,A040,19,2.986183599194993,0.47742384475535155
12,origins_2024plus,A050,19,3.0339828595971294,0.4368363398454715
12,origins_2024plus,A060,19,3.0929546164145814,0.3891263466367958
12,origins_2024plus,A075,19,3.1919933155423665,0.3136541911304974
12,origins_2024plus,A090,19,3.2986286558621387,0.23741093883650963
12,origins_2024plus,A100,19,3.3731191554664446,0.18656149801187352
12,origins_2024plus,RAW,19,3.0626518997186007,0.41022910378110494
