model,band,n,mean,mean_abs,p05,median,p95,max_abs
STATE_FAST_R15,3,270,0.003325947779639782,0.06913971205347065,-0.12316015191326535,-0.013281294524995671,0.17726363214840693,0.2161042719232843
STATE_FAST_R15,4,270,0.003479506991902317,0.07193836534450626,-0.1277983627637525,-0.013809043942633104,0.1830059605844882,0.22294226492939662
STATE_MID_R15,1,270,0.0,0.0,0.0,0.0,0.0,0.0
STATE_MID_R15,2,270,0.0,0.0,0.0,0.0,0.0,0.0
STATE_MID_R15,3,270,0.0,0.0,0.0,0.0,0.0,0.0
STATE_MID_R15,4,270,0.0,0.0,0.0,0.0,0.0,0.0
STATE_SLOW_R15,1,270,-0.02001653733485782,0.06115862320866479,-0.17486215646292244,-0.008653992606861366,0.07195346162036553,0.22714859532126574
STATE_SLOW_R15,2,270,-0.025050621366291118,0.07567205834750731,-0.21742301974051664,-0.012364838179734716,0.08640457627984036,0.26477175093010064
STATE_SLOW_R15,3,270,-0.027628072390384957,0.08312982175258277,-0.23787889450543856,-0.014264791113045988,0.09535399416189362,0.28403480660182434
STATE_SLOW_R15,4,270,-0.028947727314721002,0.08694844207799117,-0.2485248331927479,-0.01523756701490131,0.09978966170852119,0.2938974911057466
