scope,sample,model,h,metric,n,block,draws,seed,eligible_blocks,n_origins_in_blocks,mean_loss_difference,ci_low,ci_high,bootstrap_probability_improvement,status
all_models_common,origins_2022_2023,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,24,12,2000,1509,13,24,5.8906990682185425,5.725352521126932,21.925508709441374,0.0,ok
all_models_common,origins_2024plus,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,19,12,2000,1509,8,19,-0.2744157178552504,-0.7363329696335961,-0.2771881430411956,1.0,ok
all_models_common,recent_targets,BLEND_WIDE_STATE_R15,12,headline_yy_squared_error,31,12,2000,1509,20,31,1.6648046354607096,-0.5604591493121032,3.255599128180734,0.2845,ok
all_models_common,full,ENET_BOTH_R15,3,headline_yy_squared_error,84,12,2000,1509,73,84,-0.020992171826190294,-0.23417156310672183,0.17733083528312157,0.5985,ok
all_models_common,origins_2019_2021,ENET_BOTH_R15,3,headline_yy_squared_error,32,12,2000,1509,21,32,0.10019462408517671,-0.12333203120701812,0.14120229879751425,0.6215,ok
all_models_common,origins_2022_2023,ENET_BOTH_R15,3,headline_yy_squared_error,24,12,2000,1509,13,24,-0.17273270923355696,-0.7203244893714161,0.2435785751955745,0.791,ok
all_models_common,origins_2024plus,ENET_BOTH_R15,3,headline_yy_squared_error,28,12,2000,1509,17,28,-0.029428049375724026,-0.09525297537181444,0.01622796549055282,0.911,ok
all_models_common,recent_targets,ENET_BOTH_R15,3,headline_yy_squared_error,31,12,2000,1509,20,31,-0.026460128447240508,-0.1036246300060106,0.004516956058229551,0.961,ok
all_models_common,full,ENET_BOTH_R15,6,headline_yy_squared_error,81,12,2000,1509,70,81,0.23716959174526653,-0.3650772184549286,1.1859856614934228,0.2345,ok
all_models_common,origins_2019_2021,ENET_BOTH_R15,6,headline_yy_squared_error,32,12,2000,1509,21,32,0.5273076498667364,-0.3858492181920531,0.6288354175885583,0.63,ok
all_models_common,origins_2022_2023,ENET_BOTH_R15,6,headline_yy_squared_error,24,12,2000,1509,13,24,0.22029660357179814,-0.8949949093395503,3.283765775142139,0.059,ok
all_models_common,origins_2024plus,ENET_BOTH_R15,6,headline_yy_squared_error,25,12,2000,1509,14,25,-0.11800905400368517,-0.17212581209288202,0.0034903495282655275,0.9565,ok
all_models_common,recent_targets,ENET_BOTH_R15,6,headline_yy_squared_error,31,12,2000,1509,20,31,-0.010840696544050525,-0.20158447264242324,0.028965169460669515,0.9215,ok
all_models_common,full,ENET_BOTH_R15,9,headline_yy_squared_error,78,12,2000,1509,67,78,-0.08714511841088743,-1.9321596066099829,1.849891440691111,0.525,ok
all_models_common,origins_2019_2021,ENET_BOTH_R15,9,headline_yy_squared_error,32,12,2000,1509,21,32,1.1522926372748707,-2.1938659860260192,1.4124977024489527,0.781,ok
all_models_common,origins_2022_2023,ENET_BOTH_R15,9,headline_yy_squared_error,24,12,2000,1509,13,24,-1.6295527738669986,-6.4057657141958195,2.728841915907878,0.5185,ok
all_models_common,origins_2024plus,ENET_BOTH_R15,9,headline_yy_squared_error,22,12,2000,1509,11,22,-0.20733713891077812,-0.4107823994778585,0.04947867379241743,0.944,ok
all_models_common,recent_targets,ENET_BOTH_R15,9,headline_yy_squared_error,31,12,2000,1509,20,31,0.39878563253750027,-0.38847477335852354,0.7213163420206882,0.533,ok
all_models_common,full,ENET_BOTH_R15,12,headline_yy_squared_error,75,12,2000,1509,64,75,2.0385235480511064,-2.2385365786592253,9.12207475318272,0.2275,ok
all_models_common,origins_2019_2021,ENET_BOTH_R15,12,headline_yy_squared_error,32,12,2000,1509,21,32,-0.8045707317165851,-5.7741841802595495,-0.39280041434775875,0.985,ok
all_models_common,origins_2022_2023,ENET_BOTH_R15,12,headline_yy_squared_error,24,12,2000,1509,13,24,7.651471780195674,6.707619692281145,21.705272328279182,0.0,ok
all_models_common,origins_2024plus,ENET_BOTH_R15,12,headline_yy_squared_error,19,12,2000,1509,8,19,-0.26314701083855185,-0.7369365950655586,-0.266228986131876,1.0,ok
all_models_common,recent_targets,ENET_BOTH_R15,12,headline_yy_squared_error,31,12,2000,1509,20,31,5.15012670645251,-0.5541438538582206,8.049317712921516,0.284,ok
all_models_common,full,ENET_DOMESTIC_R15,3,headline_yy_squared_error,84,12,2000,1509,73,84,-0.005879899415982215,-0.26406888912632165,0.2781312830670894,0.5225,ok
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,3,headline_yy_squared_error,32,12,2000,1509,21,32,0.18797046769848763,-0.15294221316563741,0.2592083612631833,0.635,ok
all_models_common,origins_2022_2023,ENET_DOMESTIC_R15,3,headline_yy_squared_error,24,12,2000,1509,13,24,-0.22742800595892562,-0.8297150828221534,0.23770340689855438,0.8025,ok
all_models_common,origins_2024plus,ENET_DOMESTIC_R15,3,headline_yy_squared_error,28,12,2000,1509,17,28,-0.03752479908142492,-0.09752555553585511,0.007319076572725248,0.9385,ok
all_models_common,recent_targets,ENET_DOMESTIC_R15,3,headline_yy_squared_error,31,12,2000,1509,20,31,-0.03377332172980904,-0.10536706619017373,-0.0018526704125078047,0.9815,ok
all_models_common,full,ENET_DOMESTIC_R15,6,headline_yy_squared_error,81,12,2000,1509,70,81,0.7587764673190335,-0.14252922605709797,2.4358779356397515,0.064,ok
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,6,headline_yy_squared_error,32,12,2000,1509,21,32,1.5528981387729377,-0.4420999474075873,1.7022150735718293,0.576,ok
all_models_common,origins_2022_2023,ENET_DOMESTIC_R15,6,headline_yy_squared_error,24,12,2000,1509,13,24,0.6089908234675828,-0.8482678559523968,2.321676359330193,0.1895,ok
all_models_common,origins_2024plus,ENET_DOMESTIC_R15,6,headline_yy_squared_error,25,12,2000,1509,14,25,-0.11390505404457137,-0.17445714936741571,0.01359077406331874,0.9135,ok
all_models_common,recent_targets,ENET_DOMESTIC_R15,6,headline_yy_squared_error,31,12,2000,1509,20,31,-0.0075310191576684294,-0.202211497569482,0.033447812239316935,0.909,ok
all_models_common,full,ENET_DOMESTIC_R15,9,headline_yy_squared_error,78,12,2000,1509,67,78,1.7569743887530342,-0.8242264305639946,6.4527771217125025,0.1515,ok
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,9,headline_yy_squared_error,32,12,2000,1509,21,32,3.5014959585303664,-2.004670705838947,3.7286922892346333,0.6665,ok
all_models_common,origins_2022_2023,ENET_DOMESTIC_R15,9,headline_yy_squared_error,24,12,2000,1509,13,24,1.2296135491609241,-2.0029514001090836,2.728841915907878,0.507,ok
all_models_common,origins_2024plus,ENET_DOMESTIC_R15,9,headline_yy_squared_error,22,12,2000,1509,11,22,-0.2052087968226007,-0.4197241635332608,0.05373535796877223,0.944,ok
all_models_common,recent_targets,ENET_DOMESTIC_R15,9,headline_yy_squared_error,31,12,2000,1509,20,31,0.4002960688581424,-0.3955156045838063,0.7218496267378016,0.535,ok
all_models_common,full,ENET_DOMESTIC_R15,12,headline_yy_squared_error,75,12,2000,1509,64,75,1.7448768457706623,-1.7571380591014212,6.6095105547398285,0.1665,ok
all_models_common,origins_2019_2021,ENET_DOMESTIC_R15,12,headline_yy_squared_error,32,12,2000,1509,21,32,1.8912495961759108,-5.196822035199856,2.533273815230897,0.8225,ok
all_models_common,origins_2022_2023,ENET_DOMESTIC_R15,12,headline_yy_squared_error,24,12,2000,1509,13,24,3.1374273529136274,-2.7517208447627066,11.264836724974563,0.1495,ok
all_models_common,origins_2024plus,ENET_DOMESTIC_R15,12,headline_yy_squared_error,19,12,2000,1509,8,19,-0.26065684814507994,-0.7363329696335961,-0.26894426714792685,1.0,ok
all_models_common,recent_targets,ENET_DOMESTIC_R15,12,headline_yy_squared_error,31,12,2000,1509,20,31,3.519903333083646,-0.5598211722211013,5.840826334464437,0.2425,ok
all_models_common,full,ENET_IMPORTED_R15,3,headline_yy_squared_error,84,12,2000,1509,73,84,-0.016170695055397397,-0.23121269843310263,0.19746509304746254,0.585,ok
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,3,headline_yy_squared_error,32,12,2000,1509,21,32,0.1085953904794295,-0.13783065405215164,0.1357016364388827,0.6875,ok
all_models_common,origins_2022_2023,ENET_IMPORTED_R15,3,headline_yy_squared_error,24,12,2000,1509,13,24,-0.17273270822248277,-0.7203244873492677,0.24357857606663266,0.791,ok
all_models_common,origins_2024plus,ENET_IMPORTED_R15,3,headline_yy_squared_error,28,12,2000,1509,17,28,-0.024564495809126452,-0.09365674813322332,0.01759911737572128,0.8995,ok
all_models_common,recent_targets,ENET_IMPORTED_R15,3,headline_yy_squared_error,31,12,2000,1509,20,31,-0.022067241354829795,-0.10285020932654755,0.0067737817559338906,0.9535,ok
all_models_common,full,ENET_IMPORTED_R15,6,headline_yy_squared_error,81,12,2000,1509,70,81,-0.11422261534700454,-0.9643484510094471,0.6535494353894449,0.5725,ok
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,6,headline_yy_squared_error,32,12,2000,1509,21,32,0.5147176114187718,-0.5432928016719092,0.6173456188767368,0.618,ok
all_models_common,origins_2022_2023,ENET_IMPORTED_R15,6,headline_yy_squared_error,24,12,2000,1509,13,24,-0.9492589964124392,-3.234606895950473,1.2885079004255109,0.502,ok
all_models_common,origins_2024plus,ENET_IMPORTED_R15,6,headline_yy_squared_error,25,12,2000,1509,14,25,-0.11763117978438105,-0.17017248274961108,0.006104309705922577,0.9475,ok
all_models_common,recent_targets,ENET_IMPORTED_R15,6,headline_yy_squared_error,31,12,2000,1509,20,31,-0.010535959270418175,-0.20148834818852207,0.031004409944382225,0.916,ok
all_models_common,full,ENET_IMPORTED_R15,9,headline_yy_squared_error,78,12,2000,1509,67,78,0.6689516988035812,-0.9652601091974177,3.1895564223814916,0.2225,ok
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,9,headline_yy_squared_error,32,12,2000,1509,21,32,0.6558643665714252,-2.5709325678205044,0.9444375481920364,0.8305,ok
all_models_common,origins_2022_2023,ENET_IMPORTED_R15,9,headline_yy_squared_error,24,12,2000,1509,13,24,1.4856136437122531,-0.4846876428924733,7.846348302414164,0.026,ok
all_models_common,origins_2024plus,ENET_IMPORTED_R15,9,headline_yy_squared_error,22,12,2000,1509,11,22,-0.20291612148638,-0.406841100542834,0.05832070864121364,0.9165,ok
all_models_common,recent_targets,ENET_IMPORTED_R15,9,headline_yy_squared_error,31,12,2000,1509,20,31,0.4019231287741698,-0.38827523636951683,0.7218903032357021,0.5285,ok
all_models_common,full,ENET_IMPORTED_R15,12,headline_yy_squared_error,75,12,2000,1509,64,75,4.325824651979689,-3.4162639639755095,17.88929364170284,0.206,ok
all_models_common,origins_2019_2021,ENET_IMPORTED_R15,12,headline_yy_squared_error,32,12,2000,1509,21,32,-1.7369392299430997,-6.383864780256263,-0.7117789681584648,1.0,ok
all_models_common,origins_2022_2023,ENET_IMPORTED_R15,12,headline_yy_squared_error,24,12,2000,1509,13,24,16.03824640186501,17.931120347373017,43.13137607320747,0.0,ok
all_models_common,origins_2024plus,ENET_IMPORTED_R15,12,headline_yy_squared_error,19,12,2000,1509,8,19,-0.25784259937391524,-0.736120230832686,-0.2606150245598604,1.0,ok
all_models_common,recent_targets,ENET_IMPORTED_R15,12,headline_yy_squared_error,31,12,2000,1509,20,31,6.184883284674088,-0.5518427635572264,7.997862548924422,0.282,ok
all_models_common,full,ENET_WIDE_R15,3,headline_yy_squared_error,84,12,2000,1509,73,84,-0.005380437612702009,-0.22657007390578998,0.19735771553463252,0.541,ok
all_models_common,origins_2019_2021,ENET_WIDE_R15,3,headline_yy_squared_error,32,12,2000,1509,21,32,0.11295579447487059,-0.12466040033530672,0.16501883865402558,0.5575,ok
all_models_common,origins_2022_2023,ENET_WIDE_R15,3,headline_yy_squared_error,24,12,2000,1509,13,24,-0.16378388385364784,-0.7024268386115979,0.2644151906882876,0.791,ok
all_models_common,origins_2024plus,ENET_WIDE_R15,3,headline_yy_squared_error,28,12,2000,1509,17,28,-0.004847463220545737,-0.09781352990758904,0.03787336536284438,0.84,ok
all_models_common,recent_targets,ENET_WIDE_R15,3,headline_yy_squared_error,31,12,2000,1509,20,31,-0.004258308694176244,-0.10477486488456225,0.021730112268278128,0.914,ok
all_models_common,full,ENET_WIDE_R15,6,headline_yy_squared_error,81,12,2000,1509,70,81,-0.1476593831844592,-1.7679802979805792,1.3716710590254944,0.5475,ok
all_models_common,origins_2019_2021,ENET_WIDE_R15,6,headline_yy_squared_error,32,12,2000,1509,21,32,0.08039258009150618,-0.36580463226591997,0.4336641079129901,0.626,ok
all_models_common,origins_2022_2023,ENET_WIDE_R15,6,headline_yy_squared_error,24,12,2000,1509,13,24,-0.4759825731934672,-1.0275009872637764,4.631753629296318,0.1155,ok
all_models_common,origins_2024plus,ENET_WIDE_R15,6,headline_yy_squared_error,25,12,2000,1509,14,25,-0.1243756337690476,-0.17452605428612636,-0.008957479904790804,0.9915,ok
all_models_common,recent_targets,ENET_WIDE_R15,6,headline_yy_squared_error,31,12,2000,1509,20,31,-0.015975035064504105,-0.20308726536177024,0.021736481677896744,0.9425,ok
all_models_common,full,ENET_WIDE_R15,9,headline_yy_squared_error,78,12,2000,1509,67,78,6.263165104182798,-1.5799931948145907,21.589188182159553,0.1335,ok
all_models_common,origins_2019_2021,ENET_WIDE_R15,9,headline_yy_squared_error,32,12,2000,1509,21,32,-0.030868587787055035,-1.72078055039204,0.916665507723894,0.778,ok
all_models_common,origins_2022_2023,ENET_WIDE_R15,9,headline_yy_squared_error,24,12,2000,1509,13,24,20.602803887453714,2.9376911803690082,50.215081482590335,0.0,ok
all_models_common,origins_2024plus,ENET_WIDE_R15,9,headline_yy_squared_error,22,12,2000,1509,11,22,-0.2251191074293244,-0.4197026626210787,0.013914736755324836,0.962,ok
all_models_common,recent_targets,ENET_WIDE_R15,9,headline_yy_squared_error,31,12,2000,1509,20,31,0.3861661710082093,-0.39648403076398675,0.7214181609789826,0.5465,ok
all_models_common,full,ENET_WIDE_R15,12,headline_yy_squared_error,75,12,2000,1509,64,75,14.19194542590671,-2.8523313568809523,47.54555929747123,0.1475,ok
all_models_common,origins_2019_2021,ENET_WIDE_R15,12,headline_yy_squared_error,32,12,2000,1509,21,32,-1.1055434375633242,-4.271005658407047,0.07990668641951816,0.9675,ok
all_models_common,origins_2022_2023,ENET_WIDE_R15,12,headline_yy_squared_error,24,12,2000,1509,13,24,46.04933386404171,8.384611352395744,105.06700869548031,0.0,ok
all_models_common,origins_2024plus,ENET_WIDE_R15,12,headline_yy_squared_error,19,12,2000,1509,8,19,-0.28477451536693316,-0.7363329696335961,-0.2875469405528783,1.0,ok
all_models_common,recent_targets,ENET_WIDE_R15,12,headline_yy_squared_error,31,12,2000,1509,20,31,1.7884812184790386,-0.5662649665254768,3.419777969491807,0.2865,ok
all_models_common,full,INDEPENDENT_BRIDGE,3,headline_yy_squared_error,84,12,2000,1509,73,84,0.016239468100299574,-0.1985790103689248,0.265501427318373,0.4155,ok
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,3,headline_yy_squared_error,32,12,2000,1509,21,32,-0.02389421723066474,-0.09051233107762567,0.01333426460044409,0.9265,ok
all_models_common,origins_2022_2023,INDEPENDENT_BRIDGE,3,headline_yy_squared_error,24,12,2000,1509,13,24,0.056427653842036817,-0.09413448858330553,0.9941671112228513,0.1365,ok
all_models_common,origins_2024plus,INDEPENDENT_BRIDGE,3,headline_yy_squared_error,28,12,2000,1509,17,28,0.027659520699912513,-0.052878829569460016,0.10702690075850213,0.307,ok
all_models_common,recent_targets,INDEPENDENT_BRIDGE,3,headline_yy_squared_error,31,12,2000,1509,20,31,0.02592458894026441,-0.046632978888551016,0.1113106917187581,0.218,ok
all_models_common,full,INDEPENDENT_BRIDGE,6,headline_yy_squared_error,81,12,2000,1509,70,81,-0.04443391537278435,-0.4057714553553426,0.3028163850070342,0.584,ok
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,6,headline_yy_squared_error,32,12,2000,1509,21,32,-0.29634907361798557,-0.39547336987659293,-0.07668639482214307,1.0,ok
all_models_common,origins_2022_2023,INDEPENDENT_BRIDGE,6,headline_yy_squared_error,24,12,2000,1509,13,24,0.22103080429423652,0.0650616444370687,1.2233485517117855,0.0,ok
all_models_common,origins_2024plus,INDEPENDENT_BRIDGE,6,headline_yy_squared_error,25,12,2000,1509,14,25,0.023171356300733234,0.012161396191555039,0.14291988176978102,0.007,ok
all_models_common,recent_targets,INDEPENDENT_BRIDGE,6,headline_yy_squared_error,31,12,2000,1509,20,31,0.029814413032635226,0.002844258731041077,0.121954589984659,0.0245,ok
all_models_common,full,INDEPENDENT_BRIDGE,9,headline_yy_squared_error,78,12,2000,1509,67,78,-0.21905996684898446,-1.294959911715918,0.5954244159139601,0.6915,ok
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,9,headline_yy_squared_error,32,12,2000,1509,21,32,-0.9490245454622713,-1.4700062571565324,-0.05233787923442511,1.0,ok
all_models_common,origins_2022_2023,INDEPENDENT_BRIDGE,9,headline_yy_squared_error,24,12,2000,1509,13,24,0.4198270904116383,0.3460780232703174,2.006153378970149,0.0065,ok
all_models_common,origins_2024plus,INDEPENDENT_BRIDGE,9,headline_yy_squared_error,22,12,2000,1509,11,22,0.14573899412238986,0.1321809599142756,0.28994137790351204,0.0,ok
all_models_common,recent_targets,INDEPENDENT_BRIDGE,9,headline_yy_squared_error,31,12,2000,1509,20,31,0.2684910456924892,0.04864393713519078,0.33372083968477084,0.001,ok
all_models_common,full,INDEPENDENT_BRIDGE,12,headline_yy_squared_error,75,12,2000,1509,64,75,-0.25258588380698427,-2.210933360164754,1.3650006622053066,0.604,ok
all_models_common,origins_2019_2021,INDEPENDENT_BRIDGE,12,headline_yy_squared_error,32,12,2000,1509,21,32,-1.8640692072933724,-3.211834081671906,-0.13255185885957502,1.0,ok
all_models_common,origins_2022_2023,INDEPENDENT_BRIDGE,12,headline_yy_squared_error,24,12,2000,1509,13,24,1.4181152074179426,1.4181152074179426,4.144063075509387,0.0,ok
all_models_common,origins_2024plus,INDEPENDENT_BRIDGE,12,headline_yy_squared_error,19,12,2000,1509,8,19,0.3511320194649203,0.2542877149909102,0.5888360295533831,0.0,ok
all_models_common,recent_targets,INDEPENDENT_BRIDGE,12,headline_yy_squared_error,31,12,2000,1509,20,31,0.7382798197723084,0.15337681826072866,1.042576438253202,0.0,ok
all_models_common,full,RF_RESIDUAL_R15,3,headline_yy_squared_error,84,12,2000,1509,73,84,-0.18470381824015028,-0.5475679063349137,0.0005757525310802959,0.974,ok
all_models_common,origins_2019_2021,RF_RESIDUAL_R15,3,headline_yy_squared_error,32,12,2000,1509,21,32,-0.06913825083863075,-0.1427282739417266,0.049793181536224765,0.855,ok
all_models_common,origins_2022_2023,RF_RESIDUAL_R15,3,headline_yy_squared_error,24,12,2000,1509,13,24,-0.541367072426827,-1.364951013012034,0.10400676249240204,0.878,ok
all_models_common,origins_2024plus,RF_RESIDUAL_R15,3,headline_yy_squared_error,28,12,2000,1509,17,28,-0.011067391681878092,-0.08214695399789025,0.0011029742647509402,0.9695,ok
all_models_common,recent_targets,RF_RESIDUAL_R15,3,headline_yy_squared_error,31,12,2000,1509,20,31,-0.009010077354717863,-0.07742591391005291,-0.004113986939440865,0.987,ok
all_models_common,full,RF_RESIDUAL_R15,6,headline_yy_squared_error,81,12,2000,1509,70,81,-0.7651923350522543,-2.6910854563128894,0.47555512400659816,0.8475,ok
all_models_common,origins_2019_2021,RF_RESIDUAL_R15,6,headline_yy_squared_error,32,12,2000,1509,21,32,-0.824243694613032,-1.0389369337822922,-0.054316379031133954,0.99,ok
all_models_common,origins_2022_2023,RF_RESIDUAL_R15,6,headline_yy_squared_error,24,12,2000,1509,13,24,-1.4080431367563542,-4.003986865880915,1.8333044569835184,0.4315,ok
all_models_common,origins_2024plus,RF_RESIDUAL_R15,6,headline_yy_squared_error,25,12,2000,1509,14,25,-0.0724698251785227,-0.12286425218052408,0.04250591956624932,0.6825,ok
all_models_common,recent_targets,RF_RESIDUAL_R15,6,headline_yy_squared_error,31,12,2000,1509,20,31,-0.042943383504394216,-0.1797250510862415,0.032643687059811265,0.878,ok
all_models_common,full,RF_RESIDUAL_R15,9,headline_yy_squared_error,78,12,2000,1509,67,78,-1.5830685821681334,-5.392562109963398,1.262073316172944,0.8455,ok
all_models_common,origins_2019_2021,RF_RESIDUAL_R15,9,headline_yy_squared_error,32,12,2000,1509,21,32,-2.613612313235431,-3.2985756241325803,-0.4992022956182528,1.0,ok
all_models_common,origins_2022_2023,RF_RESIDUAL_R15,9,headline_yy_squared_error,24,12,2000,1509,13,24,-1.6546318533094106,-7.2379244982885025,5.609645303869389,0.421,ok
