clock,report_date,quarter,cutoff_date,quarters_ahead,origin,as_of_utc,model,forecast,realised,error,model_cnb_deviation,realised_cnb_error,abs_error_gain_vs_cnb,squared_error_gain_vs_cnb,material_gain,material_loss,deviation_direction_correct,included,scope
report,2022-02-10,2022Q4,2022-01-21,4,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,9.787442283759098,15.699043922150208,-5.91160163839111,3.159977473759098,9.071579112150207,3.1599774737590973,47.34651365697148,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-02-10,2022Q4,2022-01-21,4,2021-12,2022-01-11 22:59:00+00:00,cnb,6.62746481,15.699043922150208,-9.071579112150207,0.0,9.071579112150207,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q1,2022-01-21,1,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,11.177362264313452,11.23658150891361,-0.059219244600157595,1.5407302763581008,1.5999495209582584,1.5407302763581008,2.5563315506835473,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q1,2022-01-21,1,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,11.099646397134174,11.23658150891361,-0.13693511177943485,1.4630144091788235,1.5999495209582584,1.4630144091788235,2.5410872447765143,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q1,2022-01-21,1,2021-12,2022-01-11 22:59:00+00:00,cnb,9.63663198795535,11.23658150891361,-1.5999495209582584,0.0,1.5999495209582584,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q2,2022-01-21,2,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,12.086840018543763,15.77230851609123,-3.6854684975474683,2.5817358585437624,6.267204356091231,2.5817358585437624,25.69517239459411,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q2,2022-01-21,2,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,11.85802063081618,15.77230851609123,-3.9142878852750513,2.3529164708161794,6.267204356091231,2.3529164708161794,23.95620079219787,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q2,2022-01-21,2,2021-12,2022-01-11 22:59:00+00:00,cnb,9.50510416,15.77230851609123,-6.267204356091231,0.0,6.267204356091231,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q3,2022-01-21,3,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,11.082037364712363,17.578003612072624,-6.495966247360261,2.9116569347123633,9.407623182072625,2.9116569347123633,46.3057964490265,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q3,2022-01-21,3,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,10.800060753416803,17.578003612072624,-6.7779428586558215,2.629680323416803,9.407623182072625,2.629680323416803,42.56286454066681,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q3,2022-01-21,3,2021-12,2022-01-11 22:59:00+00:00,cnb,8.17038043,17.578003612072624,-9.407623182072625,0.0,9.407623182072625,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q4,2022-01-21,4,2021-12,2022-01-11 22:59:00+00:00,INDEPENDENT_BRIDGE,10.124566290262727,15.699043922150208,-5.574477631887481,3.497101480262727,9.071579112150207,3.4971014802627263,51.21874671958608,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q4,2022-01-21,4,2021-12,2022-01-11 22:59:00+00:00,STABLE_PIPELINE_R14B,9.787442283759098,15.699043922150208,-5.91160163839111,3.159977473759098,9.071579112150207,3.1599774737590973,47.34651365697148,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-02-10,2022Q4,2022-01-21,4,2021-12,2022-01-11 22:59:00+00:00,cnb,6.62746481,15.699043922150208,-9.071579112150207,0.0,9.071579112150207,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q2,2022-04-22,1,2022-04,2022-05-09 21:59:00+00:00,INDEPENDENT_BRIDGE,13.642448199420956,15.77230851609123,-2.1298603166702748,-0.8942082693781437,1.235652047292131,-0.8942082693781437,-3.0094689865495683,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q2,2022-04-22,1,2022-04,2022-05-09 21:59:00+00:00,STABLE_PIPELINE_R14B,13.390134862971216,15.77230851609123,-2.382173653120015,-1.1465216058278838,1.235652047292131,-1.1465216058278838,-4.147915331641922,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q2,2022-04-22,1,2022-04,2022-05-09 21:59:00+00:00,cnb,14.5366564687991,15.77230851609123,-1.235652047292131,0.0,1.235652047292131,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q3,2022-04-22,2,2022-04,2022-05-09 21:59:00+00:00,INDEPENDENT_BRIDGE,13.715528158580973,17.578003612072624,-3.8624754534916512,-0.1494644414190276,3.7130110120726236,-0.1494644414190276,-1.132265853052969,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q3,2022-04-22,2,2022-04,2022-05-09 21:59:00+00:00,STABLE_PIPELINE_R14B,13.164099614677134,17.578003612072624,-4.41390399739549,-0.7008929853228665,3.7130110120726236,-0.7008929853228665,-5.69609772245132,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q3,2022-04-22,2,2022-04,2022-05-09 21:59:00+00:00,cnb,13.8649926,17.578003612072624,-3.7130110120726236,0.0,3.7130110120726236,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q4,2022-04-22,3,2022-04,2022-05-09 21:59:00+00:00,INDEPENDENT_BRIDGE,13.036585820345673,15.699043922150208,-2.6624581018045355,0.2866918203456734,2.949149922150209,0.2866918203456734,1.6088021194539728,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q4,2022-04-22,3,2022-04,2022-05-09 21:59:00+00:00,STABLE_PIPELINE_R14B,12.509335514434232,15.699043922150208,-3.189708407715976,-0.2405584855657672,2.949149922150209,-0.2405584855657672,-1.4767544629354035,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2022Q4,2022-04-22,3,2022-04,2022-05-09 21:59:00+00:00,cnb,12.749894,15.699043922150208,-2.949149922150209,0.0,2.949149922150209,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2023Q1,2022-04-22,4,2022-04,2022-05-09 21:59:00+00:00,INDEPENDENT_BRIDGE,8.377556386951762,16.393468660721574,-8.015912273769812,0.5203602769517612,8.536272550721574,0.5203602769517612,8.613099479429081,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2023Q1,2022-04-22,4,2022-04,2022-05-09 21:59:00+00:00,STABLE_PIPELINE_R14B,7.870436009390865,16.393468660721574,-8.523032651330709,0.013239899390864451,8.536272550721574,0.013239899390864451,0.2258634845532299,False,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-05-12,2023Q1,2022-04-22,4,2022-04,2022-05-09 21:59:00+00:00,cnb,7.85719611,16.393468660721574,-8.536272550721574,0.0,8.536272550721574,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q2,2022-04-22,1,2022-03,2022-04-10 21:59:00+00:00,INDEPENDENT_BRIDGE,12.390993357351247,15.77230851609123,-3.3813151587399837,-2.1456631114478526,1.235652047292131,-2.1456631114478526,-9.906456220747565,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q2,2022-04-22,1,2022-03,2022-04-10 21:59:00+00:00,STABLE_PIPELINE_R14B,12.024855449922148,15.77230851609123,-3.747453066169083,-2.5118010188769517,1.235652047292131,-2.5118010188769517,-12.516568501162824,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q2,2022-04-22,1,2022-03,2022-04-10 21:59:00+00:00,cnb,14.5366564687991,15.77230851609123,-1.235652047292131,0.0,1.235652047292131,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q3,2022-04-22,2,2022-03,2022-04-10 21:59:00+00:00,INDEPENDENT_BRIDGE,11.763980890753578,17.578003612072624,-5.814022721319047,-2.101011709246423,3.7130110120726236,-2.101011709246423,-20.016409428241563,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q3,2022-04-22,2,2022-03,2022-04-10 21:59:00+00:00,STABLE_PIPELINE_R14B,11.323537182355688,17.578003612072624,-6.254466429716937,-2.541455417644313,3.7130110120726236,-2.541455417644313,-25.331899544683555,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q3,2022-04-22,2,2022-03,2022-04-10 21:59:00+00:00,cnb,13.8649926,17.578003612072624,-3.7130110120726236,0.0,3.7130110120726236,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q4,2022-04-22,3,2022-03,2022-04-10 21:59:00+00:00,INDEPENDENT_BRIDGE,10.718236755776337,15.699043922150208,-4.9808071663738716,-2.0316572442236627,2.949149922150209,-2.0316572442236627,-16.11095476528273,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q4,2022-04-22,3,2022-03,2022-04-10 21:59:00+00:00,STABLE_PIPELINE_R14B,10.256425802868806,15.699043922150208,-5.442618119281402,-2.493468197131193,2.949149922150209,-2.493468197131193,-20.924606729011643,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2022Q4,2022-04-22,3,2022-03,2022-04-10 21:59:00+00:00,cnb,12.749894,15.699043922150208,-2.949149922150209,0.0,2.949149922150209,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2023Q1,2022-04-22,4,2022-03,2022-04-10 21:59:00+00:00,INDEPENDENT_BRIDGE,6.837212393311476,16.393468660721574,-9.556256267410099,-1.0199837166885244,8.536272550721574,-1.0199837166885253,-18.454084788212185,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2023Q1,2022-04-22,4,2022-03,2022-04-10 21:59:00+00:00,STABLE_PIPELINE_R14B,6.386266386238454,16.393468660721574,-10.00720227448312,-1.4709297237615466,8.536272550721574,-1.4709297237615466,-27.276148302217536,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-05-12,2023Q1,2022-04-22,4,2022-03,2022-04-10 21:59:00+00:00,cnb,7.85719611,16.393468660721574,-8.536272550721574,0.0,8.536272550721574,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2022Q3,2022-07-22,1,2022-07,2022-08-09 21:59:00+00:00,INDEPENDENT_BRIDGE,18.180564815955147,17.578003612072624,0.602561203882523,-1.3122060583791537,-1.9147672622616767,1.3122060583791537,3.303253664204721,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2022Q3,2022-07-22,1,2022-07,2022-08-09 21:59:00+00:00,STABLE_PIPELINE_R14B,17.874786962592093,17.578003612072624,0.296783350519469,-1.6179839117422077,-1.9147672622616767,1.6179839117422077,3.5782533114835147,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2022Q3,2022-07-22,1,2022-07,2022-08-09 21:59:00+00:00,cnb,19.4927708743343,17.578003612072624,1.9147672622616767,0.0,-1.9147672622616767,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2022Q4,2022-07-22,2,2022-07,2022-08-09 21:59:00+00:00,INDEPENDENT_BRIDGE,20.32595152421116,15.699043922150208,4.626907602060951,0.6701776242111599,-3.9567299778497915,-0.6701776242111599,-5.752561840394213,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2022Q4,2022-07-22,2,2022-07,2022-08-09 21:59:00+00:00,STABLE_PIPELINE_R14B,19.506356034774274,15.699043922150208,3.807312112624066,-0.14941786522572542,-3.9567299778497915,0.14941786522572542,1.1600865946812817,False,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2022Q4,2022-07-22,2,2022-07,2022-08-09 21:59:00+00:00,cnb,19.6557739,15.699043922150208,3.9567299778497915,0.0,-3.9567299778497915,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2023Q1,2022-07-22,3,2022-07,2022-08-09 21:59:00+00:00,INDEPENDENT_BRIDGE,18.192778347157727,16.393468660721574,1.7993096864361533,2.0244929471577287,0.22518326072157535,-1.574126425714578,-3.1868078467937675,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2023Q1,2022-07-22,3,2022-07,2022-08-09 21:59:00+00:00,STABLE_PIPELINE_R14B,17.49569718186916,16.393468660721574,1.1022285211475875,1.3274117818691629,0.22518326072157535,-0.8770452604260122,-1.1642002119219967,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2023Q1,2022-07-22,3,2022-07,2022-08-09 21:59:00+00:00,cnb,16.1682854,16.393468660721574,-0.22518326072157535,0.0,0.22518326072157535,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2023Q2,2022-07-22,4,2022-07,2022-08-09 21:59:00+00:00,INDEPENDENT_BRIDGE,16.85520519196354,11.15840613352934,5.696799058434202,5.3957428919635415,-0.30105616647066036,-5.3957428919635415,-32.3628846968068,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2023Q2,2022-07-22,4,2022-07,2022-08-09 21:59:00+00:00,STABLE_PIPELINE_R14B,15.96965520142443,11.15840613352934,4.8112490678950905,4.51019290142443,-0.30105616647066036,-4.51019290142443,-23.057482777951368,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-08-11,2023Q2,2022-07-22,4,2022-07,2022-08-09 21:59:00+00:00,cnb,11.4594623,11.15840613352934,0.30105616647066036,0.0,-0.30105616647066036,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2022Q3,2022-07-22,1,2022-06,2022-07-12 21:59:00+00:00,INDEPENDENT_BRIDGE,18.103605208671674,17.578003612072624,0.5256015965990493,-1.3891656656626274,-1.9147672622616767,1.3891656656626274,3.390076630281607,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2022Q3,2022-07-22,1,2022-06,2022-07-12 21:59:00+00:00,STABLE_PIPELINE_R14B,17.326030273555716,17.578003612072624,-0.2519733385169083,-2.166740600778585,-1.9147672622616767,1.6627939237447684,3.6028431053057206,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2022Q3,2022-07-22,1,2022-06,2022-07-12 21:59:00+00:00,cnb,19.4927708743343,17.578003612072624,1.9147672622616767,0.0,-1.9147672622616767,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2022Q4,2022-07-22,2,2022-06,2022-07-12 21:59:00+00:00,INDEPENDENT_BRIDGE,19.318439702521932,15.699043922150208,3.6193957803717236,-0.3373341974780679,-3.9567299778497915,0.3373341974780679,2.555686302642574,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2022Q4,2022-07-22,2,2022-06,2022-07-12 21:59:00+00:00,STABLE_PIPELINE_R14B,18.336787892159567,15.699043922150208,2.6377439700093586,-1.318986007840433,-3.9567299778497915,1.318986007840433,8.698018866294479,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2022Q4,2022-07-22,2,2022-06,2022-07-12 21:59:00+00:00,cnb,19.6557739,15.699043922150208,3.9567299778497915,0.0,-3.9567299778497915,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2023Q1,2022-07-22,3,2022-06,2022-07-12 21:59:00+00:00,INDEPENDENT_BRIDGE,15.425934231591368,16.393468660721574,-0.9675344291302057,-0.7423511684086304,0.22518326072157535,-0.7423511684086304,-0.8854153706431122,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2023Q1,2022-07-22,3,2022-06,2022-07-12 21:59:00+00:00,STABLE_PIPELINE_R14B,14.686901838814128,16.393468660721574,-1.7065668219074457,-1.4813835611858703,0.22518326072157535,-1.4813835611858703,-2.8616628167260787,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2023Q1,2022-07-22,3,2022-06,2022-07-12 21:59:00+00:00,cnb,16.1682854,16.393468660721574,-0.22518326072157535,0.0,0.22518326072157535,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2023Q2,2022-07-22,4,2022-06,2022-07-12 21:59:00+00:00,INDEPENDENT_BRIDGE,13.022296421650074,11.15840613352934,1.863890288120734,1.5628341216500736,-0.30105616647066036,-1.5628341216500736,-3.383452190780783,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2023Q2,2022-07-22,4,2022-06,2022-07-12 21:59:00+00:00,STABLE_PIPELINE_R14B,12.191787279680007,11.15840613352934,1.033381146150667,0.7323249796800066,-0.30105616647066036,-0.7323249796800066,-0.9772417778496562,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-08-11,2023Q2,2022-07-22,4,2022-06,2022-07-12 21:59:00+00:00,cnb,11.4594623,11.15840613352934,0.30105616647066036,0.0,-0.30105616647066036,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2022Q4,2022-10-21,1,2022-10,2022-11-09 22:59:00+00:00,INDEPENDENT_BRIDGE,18.771262065310815,15.699043922150208,3.0722181431606064,0.35807900823961347,-2.714139134920993,-0.35807900823961347,-2.071973075455528,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2022Q4,2022-10-21,1,2022-10,2022-11-09 22:59:00+00:00,STABLE_PIPELINE_R14B,18.697877596029056,15.699043922150208,2.9988336738788473,0.28469453895785435,-2.714139134920993,-0.28469453895785435,-1.626452159880028,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2022Q4,2022-10-21,1,2022-10,2022-11-09 22:59:00+00:00,cnb,18.4131830570712,15.699043922150208,2.714139134920993,0.0,-2.714139134920993,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q1,2022-10-21,2,2022-10,2022-11-09 22:59:00+00:00,INDEPENDENT_BRIDGE,15.571548746823744,16.393468660721574,-0.8219199138978297,0.7049933468237448,1.5269132607215745,0.7049933468237448,1.6559117609055751,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q1,2022-10-21,2,2022-10,2022-11-09 22:59:00+00:00,STABLE_PIPELINE_R14B,15.48079707792136,16.393468660721574,-0.912671582800213,0.6142416779213615,1.5269132607215745,0.6142416779213615,1.4984946877163448,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q1,2022-10-21,2,2022-10,2022-11-09 22:59:00+00:00,cnb,14.8665554,16.393468660721574,-1.5269132607215745,0.0,1.5269132607215745,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q2,2022-10-21,3,2022-10,2022-11-09 22:59:00+00:00,INDEPENDENT_BRIDGE,13.824131022268046,11.15840613352934,2.6657248887387066,3.632017222268047,0.9662923335293403,-1.6994325552093663,-6.172368308603412,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q2,2022-10-21,3,2022-10,2022-11-09 22:59:00+00:00,STABLE_PIPELINE_R14B,13.532374947091848,11.15840613352934,2.3739688135625077,3.340261147091848,0.9662923335293403,-1.4076764800331674,-4.702007053929803,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q2,2022-10-21,3,2022-10,2022-11-09 22:59:00+00:00,cnb,10.1921138,11.15840613352934,-0.9662923335293403,0.0,0.9662923335293403,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q3,2022-10-21,4,2022-10,2022-11-09 22:59:00+00:00,INDEPENDENT_BRIDGE,13.545967705113776,8.048806481176504,5.4971612239372725,6.592987755113777,1.0958265311765043,-4.401334692760768,-29.017945735529203,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q3,2022-10-21,4,2022-10,2022-11-09 22:59:00+00:00,STABLE_PIPELINE_R14B,13.191340837320725,8.048806481176504,5.142534356144221,6.2383608873207255,1.0958265311765043,-4.046707824967717,-25.24482381769333,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
report,2022-11-10,2023Q3,2022-10-21,4,2022-10,2022-11-09 22:59:00+00:00,cnb,6.95297995,8.048806481176504,-1.0958265311765043,0.0,1.0958265311765043,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2022Q4,2022-10-21,1,2022-09,2022-10-10 21:59:00+00:00,INDEPENDENT_BRIDGE,17.607669679459445,15.699043922150208,1.9086257573092364,-0.8055133776117565,-2.714139134920993,0.8055133776117565,3.7236989622454195,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2022Q4,2022-10-21,1,2022-09,2022-10-10 21:59:00+00:00,STABLE_PIPELINE_R14B,17.452902192840323,15.699043922150208,1.753858270690115,-0.960280864230878,-2.714139134920993,0.960280864230878,4.290532410041555,True,False,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2022Q4,2022-10-21,1,2022-09,2022-10-10 21:59:00+00:00,cnb,18.4131830570712,15.699043922150208,2.714139134920993,0.0,-2.714139134920993,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2023Q1,2022-10-21,2,2022-09,2022-10-10 21:59:00+00:00,INDEPENDENT_BRIDGE,14.572919095326057,16.393468660721574,-1.8205495653955168,-0.2936363046739423,1.5269132607215745,-0.2936363046739423,-0.9829366142944145,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2023Q1,2022-10-21,2,2022-09,2022-10-10 21:59:00+00:00,STABLE_PIPELINE_R14B,14.391310255726914,16.393468660721574,-2.0021584049946597,-0.4752451442730852,1.5269132607215745,-0.4752451442730852,-1.677174172923369,False,True,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2023Q1,2022-10-21,2,2022-09,2022-10-10 21:59:00+00:00,cnb,14.8665554,16.393468660721574,-1.5269132607215745,0.0,1.5269132607215745,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2023Q2,2022-10-21,3,2022-09,2022-10-10 21:59:00+00:00,INDEPENDENT_BRIDGE,12.783579338876256,11.15840613352934,1.6251732053469166,2.591465538876257,0.9662923335293403,-0.6588808718175763,-1.707467073539993,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2023Q2,2022-10-21,3,2022-09,2022-10-10 21:59:00+00:00,STABLE_PIPELINE_R14B,12.383489198731965,11.15840613352934,1.2250830652026252,2.1913753987319655,0.9662923335293403,-0.2587907316732849,-0.5671076428086818,False,True,True,True,paired_pipeline_INDEPENDENT_BRIDGE
cutoff,2022-11-10,2023Q2,2022-10-21,3,2022-09,2022-10-10 21:59:00+00:00,cnb,10.1921138,11.15840613352934,-0.9662923335293403,0.0,0.9662923335293403,0.0,0.0,False,False,False,True,paired_pipeline_INDEPENDENT_BRIDGE
