sample,model,h,metric,n_intended,n_rows_present,n_forecasts,n_actuals,n_scoreable
full,BLEND_DAMPED_TRANSMISSION_R16,9,core_cumulative_log,90,90,90,81,81
full,BLEND_DAMPED_TRANSMISSION_R16,10,headline_yy,90,90,90,80,80
full,BLEND_DAMPED_TRANSMISSION_R16,10,headline_mm,90,90,90,80,80
full,BLEND_DAMPED_TRANSMISSION_R16,10,headline_cumulative_log,90,90,90,80,80
full,BLEND_DAMPED_TRANSMISSION_R16,10,core_mm,90,90,90,80,80
full,BLEND_DAMPED_TRANSMISSION_R16,10,core_cumulative_log,90,90,90,80,80
full,BLEND_DAMPED_TRANSMISSION_R16,11,headline_yy,90,90,90,79,79
full,BLEND_DAMPED_TRANSMISSION_R16,11,headline_mm,90,90,90,79,79
full,BLEND_DAMPED_TRANSMISSION_R16,11,headline_cumulative_log,90,90,90,79,79
full,BLEND_DAMPED_TRANSMISSION_R16,11,core_mm,90,90,90,79,79
full,BLEND_DAMPED_TRANSMISSION_R16,11,core_cumulative_log,90,90,90,79,79
full,BLEND_DAMPED_TRANSMISSION_R16,12,headline_yy,90,90,90,78,78
full,BLEND_DAMPED_TRANSMISSION_R16,12,headline_mm,90,90,90,78,78
full,BLEND_DAMPED_TRANSMISSION_R16,12,headline_cumulative_log,90,90,90,78,78
full,BLEND_DAMPED_TRANSMISSION_R16,12,core_mm,90,90,90,78,78
full,BLEND_DAMPED_TRANSMISSION_R16,12,core_cumulative_log,90,90,90,78,78
full,DAMPED_ADAPT_R16,0,headline_yy,90,90,90,90,90
full,DAMPED_ADAPT_R16,0,headline_mm,90,90,90,90,90
full,DAMPED_ADAPT_R16,0,headline_cumulative_log,90,90,90,90,90
full,DAMPED_ADAPT_R16,0,core_mm,90,90,0,90,0
full,DAMPED_ADAPT_R16,0,core_cumulative_log,90,90,0,0,0
full,DAMPED_ADAPT_R16,1,headline_yy,90,90,90,89,89
full,DAMPED_ADAPT_R16,1,headline_mm,90,90,90,89,89
full,DAMPED_ADAPT_R16,1,headline_cumulative_log,90,90,90,89,89
full,DAMPED_ADAPT_R16,1,core_mm,90,90,90,89,89
full,DAMPED_ADAPT_R16,1,core_cumulative_log,90,90,90,89,89
full,DAMPED_ADAPT_R16,2,headline_yy,90,90,90,88,88
full,DAMPED_ADAPT_R16,2,headline_mm,90,90,90,88,88
full,DAMPED_ADAPT_R16,2,headline_cumulative_log,90,90,90,88,88
full,DAMPED_ADAPT_R16,2,core_mm,90,90,90,88,88
full,DAMPED_ADAPT_R16,2,core_cumulative_log,90,90,90,88,88
full,DAMPED_ADAPT_R16,3,headline_yy,90,90,90,87,87
full,DAMPED_ADAPT_R16,3,headline_mm,90,90,90,87,87
full,DAMPED_ADAPT_R16,3,headline_cumulative_log,90,90,90,87,87
full,DAMPED_ADAPT_R16,3,core_mm,90,90,90,87,87
full,DAMPED_ADAPT_R16,3,core_cumulative_log,90,90,90,87,87
full,DAMPED_ADAPT_R16,4,headline_yy,90,90,90,86,86
full,DAMPED_ADAPT_R16,4,headline_mm,90,90,90,86,86
full,DAMPED_ADAPT_R16,4,headline_cumulative_log,90,90,90,86,86
full,DAMPED_ADAPT_R16,4,core_mm,90,90,90,86,86
full,DAMPED_ADAPT_R16,4,core_cumulative_log,90,90,90,86,86
full,DAMPED_ADAPT_R16,5,headline_yy,90,90,90,85,85
full,DAMPED_ADAPT_R16,5,headline_mm,90,90,90,85,85
full,DAMPED_ADAPT_R16,5,headline_cumulative_log,90,90,90,85,85
full,DAMPED_ADAPT_R16,5,core_mm,90,90,90,85,85
full,DAMPED_ADAPT_R16,5,core_cumulative_log,90,90,90,85,85
full,DAMPED_ADAPT_R16,6,headline_yy,90,90,90,84,84
full,DAMPED_ADAPT_R16,6,headline_mm,90,90,90,84,84
full,DAMPED_ADAPT_R16,6,headline_cumulative_log,90,90,90,84,84
full,DAMPED_ADAPT_R16,6,core_mm,90,90,90,84,84
full,DAMPED_ADAPT_R16,6,core_cumulative_log,90,90,90,84,84
full,DAMPED_ADAPT_R16,7,headline_yy,90,90,90,83,83
full,DAMPED_ADAPT_R16,7,headline_mm,90,90,90,83,83
full,DAMPED_ADAPT_R16,7,headline_cumulative_log,90,90,90,83,83
full,DAMPED_ADAPT_R16,7,core_mm,90,90,90,83,83
full,DAMPED_ADAPT_R16,7,core_cumulative_log,90,90,90,83,83
full,DAMPED_ADAPT_R16,8,headline_yy,90,90,90,82,82
full,DAMPED_ADAPT_R16,8,headline_mm,90,90,90,82,82
full,DAMPED_ADAPT_R16,8,headline_cumulative_log,90,90,90,82,82
full,DAMPED_ADAPT_R16,8,core_mm,90,90,90,82,82
full,DAMPED_ADAPT_R16,8,core_cumulative_log,90,90,90,82,82
full,DAMPED_ADAPT_R16,9,headline_yy,90,90,90,81,81
full,DAMPED_ADAPT_R16,9,headline_mm,90,90,90,81,81
full,DAMPED_ADAPT_R16,9,headline_cumulative_log,90,90,90,81,81
full,DAMPED_ADAPT_R16,9,core_mm,90,90,90,81,81
full,DAMPED_ADAPT_R16,9,core_cumulative_log,90,90,90,81,81
full,DAMPED_ADAPT_R16,10,headline_yy,90,90,90,80,80
full,DAMPED_ADAPT_R16,10,headline_mm,90,90,90,80,80
full,DAMPED_ADAPT_R16,10,headline_cumulative_log,90,90,90,80,80
full,DAMPED_ADAPT_R16,10,core_mm,90,90,90,80,80
full,DAMPED_ADAPT_R16,10,core_cumulative_log,90,90,90,80,80
full,DAMPED_ADAPT_R16,11,headline_yy,90,90,90,79,79
full,DAMPED_ADAPT_R16,11,headline_mm,90,90,90,79,79
full,DAMPED_ADAPT_R16,11,headline_cumulative_log,90,90,90,79,79
full,DAMPED_ADAPT_R16,11,core_mm,90,90,90,79,79
full,DAMPED_ADAPT_R16,11,core_cumulative_log,90,90,90,79,79
full,DAMPED_ADAPT_R16,12,headline_yy,90,90,90,78,78
full,DAMPED_ADAPT_R16,12,headline_mm,90,90,90,78,78
full,DAMPED_ADAPT_R16,12,headline_cumulative_log,90,90,90,78,78
full,DAMPED_ADAPT_R16,12,core_mm,90,90,90,78,78
full,DAMPED_ADAPT_R16,12,core_cumulative_log,90,90,90,78,78
full,DAMPED_P80_Q001_R16,0,headline_yy,90,90,90,90,90
full,DAMPED_P80_Q001_R16,0,headline_mm,90,90,90,90,90
full,DAMPED_P80_Q001_R16,0,headline_cumulative_log,90,90,90,90,90
full,DAMPED_P80_Q001_R16,0,core_mm,90,90,0,90,0
full,DAMPED_P80_Q001_R16,0,core_cumulative_log,90,90,0,0,0
full,DAMPED_P80_Q001_R16,1,headline_yy,90,90,90,89,89
full,DAMPED_P80_Q001_R16,1,headline_mm,90,90,90,89,89
full,DAMPED_P80_Q001_R16,1,headline_cumulative_log,90,90,90,89,89
full,DAMPED_P80_Q001_R16,1,core_mm,90,90,90,89,89
full,DAMPED_P80_Q001_R16,1,core_cumulative_log,90,90,90,89,89
full,DAMPED_P80_Q001_R16,2,headline_yy,90,90,90,88,88
full,DAMPED_P80_Q001_R16,2,headline_mm,90,90,90,88,88
full,DAMPED_P80_Q001_R16,2,headline_cumulative_log,90,90,90,88,88
full,DAMPED_P80_Q001_R16,2,core_mm,90,90,90,88,88
full,DAMPED_P80_Q001_R16,2,core_cumulative_log,90,90,90,88,88
full,DAMPED_P80_Q001_R16,3,headline_yy,90,90,90,87,87
full,DAMPED_P80_Q001_R16,3,headline_mm,90,90,90,87,87
full,DAMPED_P80_Q001_R16,3,headline_cumulative_log,90,90,90,87,87
full,DAMPED_P80_Q001_R16,3,core_mm,90,90,90,87,87
full,DAMPED_P80_Q001_R16,3,core_cumulative_log,90,90,90,87,87
full,DAMPED_P80_Q001_R16,4,headline_yy,90,90,90,86,86
full,DAMPED_P80_Q001_R16,4,headline_mm,90,90,90,86,86
full,DAMPED_P80_Q001_R16,4,headline_cumulative_log,90,90,90,86,86
full,DAMPED_P80_Q001_R16,4,core_mm,90,90,90,86,86
full,DAMPED_P80_Q001_R16,4,core_cumulative_log,90,90,90,86,86
full,DAMPED_P80_Q001_R16,5,headline_yy,90,90,90,85,85
full,DAMPED_P80_Q001_R16,5,headline_mm,90,90,90,85,85
full,DAMPED_P80_Q001_R16,5,headline_cumulative_log,90,90,90,85,85
full,DAMPED_P80_Q001_R16,5,core_mm,90,90,90,85,85
full,DAMPED_P80_Q001_R16,5,core_cumulative_log,90,90,90,85,85
full,DAMPED_P80_Q001_R16,6,headline_yy,90,90,90,84,84
full,DAMPED_P80_Q001_R16,6,headline_mm,90,90,90,84,84
full,DAMPED_P80_Q001_R16,6,headline_cumulative_log,90,90,90,84,84
full,DAMPED_P80_Q001_R16,6,core_mm,90,90,90,84,84
full,DAMPED_P80_Q001_R16,6,core_cumulative_log,90,90,90,84,84
full,DAMPED_P80_Q001_R16,7,headline_yy,90,90,90,83,83
full,DAMPED_P80_Q001_R16,7,headline_mm,90,90,90,83,83
full,DAMPED_P80_Q001_R16,7,headline_cumulative_log,90,90,90,83,83
full,DAMPED_P80_Q001_R16,7,core_mm,90,90,90,83,83
full,DAMPED_P80_Q001_R16,7,core_cumulative_log,90,90,90,83,83
full,DAMPED_P80_Q001_R16,8,headline_yy,90,90,90,82,82
full,DAMPED_P80_Q001_R16,8,headline_mm,90,90,90,82,82
full,DAMPED_P80_Q001_R16,8,headline_cumulative_log,90,90,90,82,82
full,DAMPED_P80_Q001_R16,8,core_mm,90,90,90,82,82
full,DAMPED_P80_Q001_R16,8,core_cumulative_log,90,90,90,82,82
full,DAMPED_P80_Q001_R16,9,headline_yy,90,90,90,81,81
full,DAMPED_P80_Q001_R16,9,headline_mm,90,90,90,81,81
full,DAMPED_P80_Q001_R16,9,headline_cumulative_log,90,90,90,81,81
full,DAMPED_P80_Q001_R16,9,core_mm,90,90,90,81,81
full,DAMPED_P80_Q001_R16,9,core_cumulative_log,90,90,90,81,81
full,DAMPED_P80_Q001_R16,10,headline_yy,90,90,90,80,80
full,DAMPED_P80_Q001_R16,10,headline_mm,90,90,90,80,80
full,DAMPED_P80_Q001_R16,10,headline_cumulative_log,90,90,90,80,80
full,DAMPED_P80_Q001_R16,10,core_mm,90,90,90,80,80
full,DAMPED_P80_Q001_R16,10,core_cumulative_log,90,90,90,80,80
full,DAMPED_P80_Q001_R16,11,headline_yy,90,90,90,79,79
full,DAMPED_P80_Q001_R16,11,headline_mm,90,90,90,79,79
full,DAMPED_P80_Q001_R16,11,headline_cumulative_log,90,90,90,79,79
full,DAMPED_P80_Q001_R16,11,core_mm,90,90,90,79,79
full,DAMPED_P80_Q001_R16,11,core_cumulative_log,90,90,90,79,79
full,DAMPED_P80_Q001_R16,12,headline_yy,90,90,90,78,78
full,DAMPED_P80_Q001_R16,12,headline_mm,90,90,90,78,78
full,DAMPED_P80_Q001_R16,12,headline_cumulative_log,90,90,90,78,78
full,DAMPED_P80_Q001_R16,12,core_mm,90,90,90,78,78
full,DAMPED_P80_Q001_R16,12,core_cumulative_log,90,90,90,78,78
full,DAMPED_P80_Q010_R16,0,headline_yy,90,90,90,90,90
full,DAMPED_P80_Q010_R16,0,headline_mm,90,90,90,90,90
full,DAMPED_P80_Q010_R16,0,headline_cumulative_log,90,90,90,90,90
full,DAMPED_P80_Q010_R16,0,core_mm,90,90,0,90,0
full,DAMPED_P80_Q010_R16,0,core_cumulative_log,90,90,0,0,0
full,DAMPED_P80_Q010_R16,1,headline_yy,90,90,90,89,89
full,DAMPED_P80_Q010_R16,1,headline_mm,90,90,90,89,89
full,DAMPED_P80_Q010_R16,1,headline_cumulative_log,90,90,90,89,89
full,DAMPED_P80_Q010_R16,1,core_mm,90,90,90,89,89
full,DAMPED_P80_Q010_R16,1,core_cumulative_log,90,90,90,89,89
full,DAMPED_P80_Q010_R16,2,headline_yy,90,90,90,88,88
full,DAMPED_P80_Q010_R16,2,headline_mm,90,90,90,88,88
full,DAMPED_P80_Q010_R16,2,headline_cumulative_log,90,90,90,88,88
full,DAMPED_P80_Q010_R16,2,core_mm,90,90,90,88,88
full,DAMPED_P80_Q010_R16,2,core_cumulative_log,90,90,90,88,88
full,DAMPED_P80_Q010_R16,3,headline_yy,90,90,90,87,87
full,DAMPED_P80_Q010_R16,3,headline_mm,90,90,90,87,87
full,DAMPED_P80_Q010_R16,3,headline_cumulative_log,90,90,90,87,87
full,DAMPED_P80_Q010_R16,3,core_mm,90,90,90,87,87
full,DAMPED_P80_Q010_R16,3,core_cumulative_log,90,90,90,87,87
full,DAMPED_P80_Q010_R16,4,headline_yy,90,90,90,86,86
full,DAMPED_P80_Q010_R16,4,headline_mm,90,90,90,86,86
full,DAMPED_P80_Q010_R16,4,headline_cumulative_log,90,90,90,86,86
full,DAMPED_P80_Q010_R16,4,core_mm,90,90,90,86,86
full,DAMPED_P80_Q010_R16,4,core_cumulative_log,90,90,90,86,86
full,DAMPED_P80_Q010_R16,5,headline_yy,90,90,90,85,85
full,DAMPED_P80_Q010_R16,5,headline_mm,90,90,90,85,85
full,DAMPED_P80_Q010_R16,5,headline_cumulative_log,90,90,90,85,85
full,DAMPED_P80_Q010_R16,5,core_mm,90,90,90,85,85
full,DAMPED_P80_Q010_R16,5,core_cumulative_log,90,90,90,85,85
full,DAMPED_P80_Q010_R16,6,headline_yy,90,90,90,84,84
full,DAMPED_P80_Q010_R16,6,headline_mm,90,90,90,84,84
full,DAMPED_P80_Q010_R16,6,headline_cumulative_log,90,90,90,84,84
full,DAMPED_P80_Q010_R16,6,core_mm,90,90,90,84,84
full,DAMPED_P80_Q010_R16,6,core_cumulative_log,90,90,90,84,84
full,DAMPED_P80_Q010_R16,7,headline_yy,90,90,90,83,83
full,DAMPED_P80_Q010_R16,7,headline_mm,90,90,90,83,83
full,DAMPED_P80_Q010_R16,7,headline_cumulative_log,90,90,90,83,83
full,DAMPED_P80_Q010_R16,7,core_mm,90,90,90,83,83
full,DAMPED_P80_Q010_R16,7,core_cumulative_log,90,90,90,83,83
full,DAMPED_P80_Q010_R16,8,headline_yy,90,90,90,82,82
full,DAMPED_P80_Q010_R16,8,headline_mm,90,90,90,82,82
full,DAMPED_P80_Q010_R16,8,headline_cumulative_log,90,90,90,82,82
full,DAMPED_P80_Q010_R16,8,core_mm,90,90,90,82,82
full,DAMPED_P80_Q010_R16,8,core_cumulative_log,90,90,90,82,82
full,DAMPED_P80_Q010_R16,9,headline_yy,90,90,90,81,81
full,DAMPED_P80_Q010_R16,9,headline_mm,90,90,90,81,81
full,DAMPED_P80_Q010_R16,9,headline_cumulative_log,90,90,90,81,81
full,DAMPED_P80_Q010_R16,9,core_mm,90,90,90,81,81
full,DAMPED_P80_Q010_R16,9,core_cumulative_log,90,90,90,81,81
full,DAMPED_P80_Q010_R16,10,headline_yy,90,90,90,80,80
full,DAMPED_P80_Q010_R16,10,headline_mm,90,90,90,80,80
full,DAMPED_P80_Q010_R16,10,headline_cumulative_log,90,90,90,80,80
full,DAMPED_P80_Q010_R16,10,core_mm,90,90,90,80,80
full,DAMPED_P80_Q010_R16,10,core_cumulative_log,90,90,90,80,80
full,DAMPED_P80_Q010_R16,11,headline_yy,90,90,90,79,79
full,DAMPED_P80_Q010_R16,11,headline_mm,90,90,90,79,79
full,DAMPED_P80_Q010_R16,11,headline_cumulative_log,90,90,90,79,79
full,DAMPED_P80_Q010_R16,11,core_mm,90,90,90,79,79
full,DAMPED_P80_Q010_R16,11,core_cumulative_log,90,90,90,79,79
full,DAMPED_P80_Q010_R16,12,headline_yy,90,90,90,78,78
full,DAMPED_P80_Q010_R16,12,headline_mm,90,90,90,78,78
full,DAMPED_P80_Q010_R16,12,headline_cumulative_log,90,90,90,78,78
full,DAMPED_P80_Q010_R16,12,core_mm,90,90,90,78,78
full,DAMPED_P80_Q010_R16,12,core_cumulative_log,90,90,90,78,78
full,DAMPED_P95_Q001_R16,0,headline_yy,90,90,90,90,90
full,DAMPED_P95_Q001_R16,0,headline_mm,90,90,90,90,90
full,DAMPED_P95_Q001_R16,0,headline_cumulative_log,90,90,90,90,90
full,DAMPED_P95_Q001_R16,0,core_mm,90,90,0,90,0
full,DAMPED_P95_Q001_R16,0,core_cumulative_log,90,90,0,0,0
full,DAMPED_P95_Q001_R16,1,headline_yy,90,90,90,89,89
full,DAMPED_P95_Q001_R16,1,headline_mm,90,90,90,89,89
full,DAMPED_P95_Q001_R16,1,headline_cumulative_log,90,90,90,89,89
full,DAMPED_P95_Q001_R16,1,core_mm,90,90,90,89,89
full,DAMPED_P95_Q001_R16,1,core_cumulative_log,90,90,90,89,89
full,DAMPED_P95_Q001_R16,2,headline_yy,90,90,90,88,88
full,DAMPED_P95_Q001_R16,2,headline_mm,90,90,90,88,88
full,DAMPED_P95_Q001_R16,2,headline_cumulative_log,90,90,90,88,88
full,DAMPED_P95_Q001_R16,2,core_mm,90,90,90,88,88
full,DAMPED_P95_Q001_R16,2,core_cumulative_log,90,90,90,88,88
full,DAMPED_P95_Q001_R16,3,headline_yy,90,90,90,87,87
full,DAMPED_P95_Q001_R16,3,headline_mm,90,90,90,87,87
full,DAMPED_P95_Q001_R16,3,headline_cumulative_log,90,90,90,87,87
full,DAMPED_P95_Q001_R16,3,core_mm,90,90,90,87,87
full,DAMPED_P95_Q001_R16,3,core_cumulative_log,90,90,90,87,87
full,DAMPED_P95_Q001_R16,4,headline_yy,90,90,90,86,86
full,DAMPED_P95_Q001_R16,4,headline_mm,90,90,90,86,86
full,DAMPED_P95_Q001_R16,4,headline_cumulative_log,90,90,90,86,86
full,DAMPED_P95_Q001_R16,4,core_mm,90,90,90,86,86
full,DAMPED_P95_Q001_R16,4,core_cumulative_log,90,90,90,86,86
full,DAMPED_P95_Q001_R16,5,headline_yy,90,90,90,85,85
full,DAMPED_P95_Q001_R16,5,headline_mm,90,90,90,85,85
full,DAMPED_P95_Q001_R16,5,headline_cumulative_log,90,90,90,85,85
full,DAMPED_P95_Q001_R16,5,core_mm,90,90,90,85,85
full,DAMPED_P95_Q001_R16,5,core_cumulative_log,90,90,90,85,85
full,DAMPED_P95_Q001_R16,6,headline_yy,90,90,90,84,84
full,DAMPED_P95_Q001_R16,6,headline_mm,90,90,90,84,84
full,DAMPED_P95_Q001_R16,6,headline_cumulative_log,90,90,90,84,84
full,DAMPED_P95_Q001_R16,6,core_mm,90,90,90,84,84
full,DAMPED_P95_Q001_R16,6,core_cumulative_log,90,90,90,84,84
full,DAMPED_P95_Q001_R16,7,headline_yy,90,90,90,83,83
full,DAMPED_P95_Q001_R16,7,headline_mm,90,90,90,83,83
full,DAMPED_P95_Q001_R16,7,headline_cumulative_log,90,90,90,83,83
full,DAMPED_P95_Q001_R16,7,core_mm,90,90,90,83,83
full,DAMPED_P95_Q001_R16,7,core_cumulative_log,90,90,90,83,83
full,DAMPED_P95_Q001_R16,8,headline_yy,90,90,90,82,82
full,DAMPED_P95_Q001_R16,8,headline_mm,90,90,90,82,82
full,DAMPED_P95_Q001_R16,8,headline_cumulative_log,90,90,90,82,82
full,DAMPED_P95_Q001_R16,8,core_mm,90,90,90,82,82
full,DAMPED_P95_Q001_R16,8,core_cumulative_log,90,90,90,82,82
full,DAMPED_P95_Q001_R16,9,headline_yy,90,90,90,81,81
full,DAMPED_P95_Q001_R16,9,headline_mm,90,90,90,81,81
full,DAMPED_P95_Q001_R16,9,headline_cumulative_log,90,90,90,81,81
full,DAMPED_P95_Q001_R16,9,core_mm,90,90,90,81,81
full,DAMPED_P95_Q001_R16,9,core_cumulative_log,90,90,90,81,81
full,DAMPED_P95_Q001_R16,10,headline_yy,90,90,90,80,80
full,DAMPED_P95_Q001_R16,10,headline_mm,90,90,90,80,80
full,DAMPED_P95_Q001_R16,10,headline_cumulative_log,90,90,90,80,80
full,DAMPED_P95_Q001_R16,10,core_mm,90,90,90,80,80
full,DAMPED_P95_Q001_R16,10,core_cumulative_log,90,90,90,80,80
full,DAMPED_P95_Q001_R16,11,headline_yy,90,90,90,79,79
full,DAMPED_P95_Q001_R16,11,headline_mm,90,90,90,79,79
full,DAMPED_P95_Q001_R16,11,headline_cumulative_log,90,90,90,79,79
full,DAMPED_P95_Q001_R16,11,core_mm,90,90,90,79,79
full,DAMPED_P95_Q001_R16,11,core_cumulative_log,90,90,90,79,79
full,DAMPED_P95_Q001_R16,12,headline_yy,90,90,90,78,78
full,DAMPED_P95_Q001_R16,12,headline_mm,90,90,90,78,78
full,DAMPED_P95_Q001_R16,12,headline_cumulative_log,90,90,90,78,78
full,DAMPED_P95_Q001_R16,12,core_mm,90,90,90,78,78
full,DAMPED_P95_Q001_R16,12,core_cumulative_log,90,90,90,78,78
full,DAMPED_P95_Q010_R16,0,headline_yy,90,90,90,90,90
full,DAMPED_P95_Q010_R16,0,headline_mm,90,90,90,90,90
full,DAMPED_P95_Q010_R16,0,headline_cumulative_log,90,90,90,90,90
full,DAMPED_P95_Q010_R16,0,core_mm,90,90,0,90,0
full,DAMPED_P95_Q010_R16,0,core_cumulative_log,90,90,0,0,0
full,DAMPED_P95_Q010_R16,1,headline_yy,90,90,90,89,89
full,DAMPED_P95_Q010_R16,1,headline_mm,90,90,90,89,89
full,DAMPED_P95_Q010_R16,1,headline_cumulative_log,90,90,90,89,89
full,DAMPED_P95_Q010_R16,1,core_mm,90,90,90,89,89
full,DAMPED_P95_Q010_R16,1,core_cumulative_log,90,90,90,89,89
full,DAMPED_P95_Q010_R16,2,headline_yy,90,90,90,88,88
full,DAMPED_P95_Q010_R16,2,headline_mm,90,90,90,88,88
full,DAMPED_P95_Q010_R16,2,headline_cumulative_log,90,90,90,88,88
full,DAMPED_P95_Q010_R16,2,core_mm,90,90,90,88,88
full,DAMPED_P95_Q010_R16,2,core_cumulative_log,90,90,90,88,88
full,DAMPED_P95_Q010_R16,3,headline_yy,90,90,90,87,87
full,DAMPED_P95_Q010_R16,3,headline_mm,90,90,90,87,87
full,DAMPED_P95_Q010_R16,3,headline_cumulative_log,90,90,90,87,87
full,DAMPED_P95_Q010_R16,3,core_mm,90,90,90,87,87
full,DAMPED_P95_Q010_R16,3,core_cumulative_log,90,90,90,87,87
full,DAMPED_P95_Q010_R16,4,headline_yy,90,90,90,86,86
full,DAMPED_P95_Q010_R16,4,headline_mm,90,90,90,86,86
full,DAMPED_P95_Q010_R16,4,headline_cumulative_log,90,90,90,86,86
full,DAMPED_P95_Q010_R16,4,core_mm,90,90,90,86,86
full,DAMPED_P95_Q010_R16,4,core_cumulative_log,90,90,90,86,86
full,DAMPED_P95_Q010_R16,5,headline_yy,90,90,90,85,85
full,DAMPED_P95_Q010_R16,5,headline_mm,90,90,90,85,85
full,DAMPED_P95_Q010_R16,5,headline_cumulative_log,90,90,90,85,85
full,DAMPED_P95_Q010_R16,5,core_mm,90,90,90,85,85
full,DAMPED_P95_Q010_R16,5,core_cumulative_log,90,90,90,85,85
full,DAMPED_P95_Q010_R16,6,headline_yy,90,90,90,84,84
full,DAMPED_P95_Q010_R16,6,headline_mm,90,90,90,84,84
full,DAMPED_P95_Q010_R16,6,headline_cumulative_log,90,90,90,84,84
full,DAMPED_P95_Q010_R16,6,core_mm,90,90,90,84,84
full,DAMPED_P95_Q010_R16,6,core_cumulative_log,90,90,90,84,84
full,DAMPED_P95_Q010_R16,7,headline_yy,90,90,90,83,83
full,DAMPED_P95_Q010_R16,7,headline_mm,90,90,90,83,83
full,DAMPED_P95_Q010_R16,7,headline_cumulative_log,90,90,90,83,83
