scope,sample,model,quarter,n,actual_material_n,sign_match_rate_on_material_actual,material_direction_hit_rate,material_calls_n,wrong_way_n
all_models_common,full,DAMPED_P80_Q001_R16,2020Q4,10,10,0.5,0.0,0,0
all_models_common,full,DAMPED_P80_Q010_R16,2020Q4,10,10,0.5,0.0,1,1
all_models_common,full,DAMPED_P95_Q001_R16,2020Q4,10,10,0.5,0.0,2,2
all_models_common,full,DAMPED_P95_Q010_R16,2020Q4,10,10,0.5,0.2,7,5
all_models_common,full,INDEPENDENT_BRIDGE,2020Q4,10,10,0.4,0.2,3,1
all_models_common,full,RF_RESIDUAL_R15,2020Q4,10,10,0.4,0.0,0,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2020Q4,10,10,0.6,0.0,0,0
all_models_common,full,STABLE_PIPELINE_R14B,2020Q4,10,10,0.4,0.2,3,1
all_models_common,full,STATE_FAST_R15,2020Q4,10,10,0.5,0.0,1,1
all_models_common,full,TRANSMISSION_BOTH_R16,2020Q4,10,10,0.4,0.0,0,0
all_models_common,full,TRANSMISSION_GOODS_R16,2020Q4,10,10,0.4,0.0,0,0
all_models_common,full,TRANSMISSION_OWN_R16,2020Q4,10,10,0.4,0.0,0,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2020Q4,10,10,0.4,0.0,0,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2021Q1,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_ADAPT_R16,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P80_Q001_R16,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P80_Q010_R16,2021Q1,10,10,1.0,0.8,8,0
all_models_common,full,DAMPED_P95_Q001_R16,2021Q1,10,10,1.0,0.8,8,0
all_models_common,full,DAMPED_P95_Q010_R16,2021Q1,10,10,0.8,0.6,7,1
all_models_common,full,INDEPENDENT_BRIDGE,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,RF_RESIDUAL_R15,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2021Q1,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_PIPELINE_R14B,2021Q1,10,10,1.0,0.7,7,0
all_models_common,full,STATE_FAST_R15,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,TRANSMISSION_BOTH_R16,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,TRANSMISSION_GOODS_R16,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,TRANSMISSION_OWN_R16,2021Q1,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2021Q1,10,10,1.0,0.9,9,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_ADAPT_R16,2021Q2,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P80_Q001_R16,2021Q2,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P80_Q010_R16,2021Q2,10,10,1.0,0.8,8,0
all_models_common,full,DAMPED_P95_Q001_R16,2021Q2,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P95_Q010_R16,2021Q2,10,10,1.0,0.6,6,0
all_models_common,full,INDEPENDENT_BRIDGE,2021Q2,10,10,1.0,0.7,7,0
all_models_common,full,RF_RESIDUAL_R15,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_PIPELINE_R14B,2021Q2,10,10,1.0,0.7,7,0
all_models_common,full,STATE_FAST_R15,2021Q2,10,10,1.0,0.8,8,0
all_models_common,full,TRANSMISSION_BOTH_R16,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_GOODS_R16,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_OWN_R16,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2021Q2,10,10,1.0,1.0,10,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2021Q3,10,10,0.0,0.0,7,7
all_models_common,full,DAMPED_ADAPT_R16,2021Q3,10,10,0.0,0.0,9,9
all_models_common,full,DAMPED_P80_Q001_R16,2021Q3,10,10,0.0,0.0,9,9
all_models_common,full,DAMPED_P80_Q010_R16,2021Q3,10,10,0.0,0.0,9,9
all_models_common,full,DAMPED_P95_Q001_R16,2021Q3,10,10,0.0,0.0,8,8
all_models_common,full,DAMPED_P95_Q010_R16,2021Q3,10,10,0.0,0.0,8,8
all_models_common,full,INDEPENDENT_BRIDGE,2021Q3,10,10,0.0,0.0,8,8
all_models_common,full,RF_RESIDUAL_R15,2021Q3,10,10,0.0,0.0,5,5
all_models_common,full,STABLE_LOCAL_CORE_R14B,2021Q3,10,10,0.0,0.0,8,8
all_models_common,full,STABLE_PIPELINE_R14B,2021Q3,10,10,0.0,0.0,9,9
all_models_common,full,STATE_FAST_R15,2021Q3,10,10,0.0,0.0,9,9
all_models_common,full,TRANSMISSION_BOTH_R16,2021Q3,10,10,0.0,0.0,5,5
all_models_common,full,TRANSMISSION_GOODS_R16,2021Q3,10,10,0.0,0.0,5,5
all_models_common,full,TRANSMISSION_OWN_R16,2021Q3,10,10,0.0,0.0,5,5
all_models_common,full,TRANSMISSION_SERVICES_R16,2021Q3,10,10,0.0,0.0,5,5
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_ADAPT_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q001_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q010_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q001_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q010_R16,2021Q4,10,10,1.0,0.9,9,0
all_models_common,full,INDEPENDENT_BRIDGE,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,RF_RESIDUAL_R15,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_PIPELINE_R14B,2021Q4,10,10,1.0,0.9,9,0
all_models_common,full,STATE_FAST_R15,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_BOTH_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_GOODS_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_OWN_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2021Q4,10,10,1.0,1.0,10,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2022Q1,10,10,0.6,0.4,4,0
all_models_common,full,DAMPED_ADAPT_R16,2022Q1,10,10,0.6,0.5,6,1
all_models_common,full,DAMPED_P80_Q001_R16,2022Q1,10,10,0.6,0.5,6,1
all_models_common,full,DAMPED_P80_Q010_R16,2022Q1,10,10,0.6,0.5,7,2
all_models_common,full,DAMPED_P95_Q001_R16,2022Q1,10,10,0.6,0.5,7,2
all_models_common,full,DAMPED_P95_Q010_R16,2022Q1,10,10,0.6,0.6,9,3
all_models_common,full,INDEPENDENT_BRIDGE,2022Q1,10,10,0.6,0.5,8,3
all_models_common,full,RF_RESIDUAL_R15,2022Q1,10,10,0.5,0.4,4,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2022Q1,10,10,0.4,0.2,2,0
all_models_common,full,STABLE_PIPELINE_R14B,2022Q1,10,10,0.6,0.4,7,3
all_models_common,full,STATE_FAST_R15,2022Q1,10,10,0.6,0.5,7,2
all_models_common,full,TRANSMISSION_BOTH_R16,2022Q1,10,10,0.6,0.2,2,0
all_models_common,full,TRANSMISSION_GOODS_R16,2022Q1,10,10,0.6,0.2,2,0
all_models_common,full,TRANSMISSION_OWN_R16,2022Q1,10,10,0.6,0.2,2,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2022Q1,10,10,0.6,0.2,2,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2022Q2,10,10,0.5,0.4,4,0
all_models_common,full,DAMPED_ADAPT_R16,2022Q2,10,10,0.8,0.6,7,1
all_models_common,full,DAMPED_P80_Q001_R16,2022Q2,10,10,0.8,0.6,7,1
all_models_common,full,DAMPED_P80_Q010_R16,2022Q2,10,10,0.8,0.8,9,1
all_models_common,full,DAMPED_P95_Q001_R16,2022Q2,10,10,0.8,0.8,9,1
all_models_common,full,DAMPED_P95_Q010_R16,2022Q2,10,10,0.9,0.9,10,1
all_models_common,full,INDEPENDENT_BRIDGE,2022Q2,10,10,0.8,0.4,4,0
all_models_common,full,RF_RESIDUAL_R15,2022Q2,10,10,0.7,0.5,7,2
all_models_common,full,STABLE_LOCAL_CORE_R14B,2022Q2,10,10,0.5,0.4,7,3
all_models_common,full,STABLE_PIPELINE_R14B,2022Q2,10,10,0.5,0.4,6,2
all_models_common,full,STATE_FAST_R15,2022Q2,10,10,0.8,0.8,9,1
all_models_common,full,TRANSMISSION_BOTH_R16,2022Q2,10,10,0.4,0.4,7,3
all_models_common,full,TRANSMISSION_GOODS_R16,2022Q2,10,10,0.5,0.4,5,1
all_models_common,full,TRANSMISSION_OWN_R16,2022Q2,10,10,0.5,0.4,5,1
all_models_common,full,TRANSMISSION_SERVICES_R16,2022Q2,10,10,0.4,0.4,7,3
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2022Q3,10,10,0.3,0.2,8,6
all_models_common,full,DAMPED_ADAPT_R16,2022Q3,10,10,0.2,0.2,10,8
all_models_common,full,DAMPED_P80_Q001_R16,2022Q3,10,10,0.2,0.2,10,8
all_models_common,full,DAMPED_P80_Q010_R16,2022Q3,10,10,0.3,0.2,6,4
all_models_common,full,DAMPED_P95_Q001_R16,2022Q3,10,10,0.4,0.2,5,3
all_models_common,full,DAMPED_P95_Q010_R16,2022Q3,10,10,1.0,0.9,9,0
all_models_common,full,INDEPENDENT_BRIDGE,2022Q3,10,10,0.3,0.2,9,7
all_models_common,full,RF_RESIDUAL_R15,2022Q3,10,10,0.3,0.2,7,5
all_models_common,full,STABLE_LOCAL_CORE_R14B,2022Q3,10,10,0.2,0.2,9,7
all_models_common,full,STABLE_PIPELINE_R14B,2022Q3,10,10,0.2,0.2,9,7
all_models_common,full,STATE_FAST_R15,2022Q3,10,10,0.2,0.2,7,5
all_models_common,full,TRANSMISSION_BOTH_R16,2022Q3,10,10,0.4,0.4,10,6
all_models_common,full,TRANSMISSION_GOODS_R16,2022Q3,10,10,0.4,0.4,10,6
all_models_common,full,TRANSMISSION_OWN_R16,2022Q3,10,10,0.2,0.2,9,7
all_models_common,full,TRANSMISSION_SERVICES_R16,2022Q3,10,10,0.2,0.2,9,7
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2022Q4,10,10,0.4,0.4,9,5
all_models_common,full,DAMPED_ADAPT_R16,2022Q4,10,10,0.5,0.5,8,3
all_models_common,full,DAMPED_P80_Q001_R16,2022Q4,10,10,0.6,0.5,8,3
all_models_common,full,DAMPED_P80_Q010_R16,2022Q4,10,10,0.4,0.0,4,4
all_models_common,full,DAMPED_P95_Q001_R16,2022Q4,10,10,0.0,0.0,5,5
all_models_common,full,DAMPED_P95_Q010_R16,2022Q4,10,10,0.0,0.0,9,9
all_models_common,full,INDEPENDENT_BRIDGE,2022Q4,10,10,0.5,0.5,10,5
all_models_common,full,RF_RESIDUAL_R15,2022Q4,10,10,0.3,0.1,5,4
all_models_common,full,STABLE_LOCAL_CORE_R14B,2022Q4,10,10,0.5,0.4,7,3
all_models_common,full,STABLE_PIPELINE_R14B,2022Q4,10,10,0.5,0.5,9,4
all_models_common,full,STATE_FAST_R15,2022Q4,10,10,0.4,0.2,6,4
all_models_common,full,TRANSMISSION_BOTH_R16,2022Q4,10,10,0.4,0.4,9,5
all_models_common,full,TRANSMISSION_GOODS_R16,2022Q4,10,10,0.4,0.3,8,5
all_models_common,full,TRANSMISSION_OWN_R16,2022Q4,10,10,0.5,0.4,8,4
all_models_common,full,TRANSMISSION_SERVICES_R16,2022Q4,10,10,0.5,0.5,9,4
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_ADAPT_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P80_Q001_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P80_Q010_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P95_Q001_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P95_Q010_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,INDEPENDENT_BRIDGE,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,RF_RESIDUAL_R15,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,STABLE_LOCAL_CORE_R14B,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,STABLE_PIPELINE_R14B,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,STATE_FAST_R15,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_BOTH_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_GOODS_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_OWN_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_SERVICES_R16,2023Q1,10,10,0.0,0.0,10,10
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_ADAPT_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q001_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q010_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q001_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q010_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,INDEPENDENT_BRIDGE,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,RF_RESIDUAL_R15,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_PIPELINE_R14B,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,STATE_FAST_R15,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_BOTH_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_GOODS_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_OWN_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2023Q2,10,10,1.0,1.0,10,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_ADAPT_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q001_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q010_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q001_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q010_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,INDEPENDENT_BRIDGE,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,RF_RESIDUAL_R15,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_PIPELINE_R14B,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,STATE_FAST_R15,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_BOTH_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_GOODS_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_OWN_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2023Q3,10,10,1.0,1.0,10,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_ADAPT_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P80_Q001_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P80_Q010_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P95_Q001_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,DAMPED_P95_Q010_R16,2023Q4,10,10,0.3,0.1,8,7
all_models_common,full,INDEPENDENT_BRIDGE,2023Q4,10,10,0.1,0.0,8,8
all_models_common,full,RF_RESIDUAL_R15,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,STABLE_LOCAL_CORE_R14B,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,STABLE_PIPELINE_R14B,2023Q4,10,10,0.1,0.0,8,8
all_models_common,full,STATE_FAST_R15,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_BOTH_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_GOODS_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_OWN_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,TRANSMISSION_SERVICES_R16,2023Q4,10,10,0.0,0.0,10,10
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_ADAPT_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q001_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P80_Q010_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q001_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,DAMPED_P95_Q010_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,INDEPENDENT_BRIDGE,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,RF_RESIDUAL_R15,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,STABLE_PIPELINE_R14B,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,STATE_FAST_R15,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_BOTH_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_GOODS_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_OWN_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2024Q1,10,10,1.0,1.0,10,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2024Q2,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_ADAPT_R16,2024Q2,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P80_Q001_R16,2024Q2,10,10,1.0,0.9,9,0
all_models_common,full,DAMPED_P80_Q010_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,full,DAMPED_P95_Q001_R16,2024Q2,10,10,0.9,0.6,6,0
all_models_common,full,DAMPED_P95_Q010_R16,2024Q2,10,10,0.2,0.0,3,3
all_models_common,full,INDEPENDENT_BRIDGE,2024Q2,10,10,1.0,0.8,8,0
all_models_common,full,RF_RESIDUAL_R15,2024Q2,10,10,1.0,0.8,8,0
all_models_common,full,STABLE_LOCAL_CORE_R14B,2024Q2,10,10,1.0,0.9,9,0
all_models_common,full,STABLE_PIPELINE_R14B,2024Q2,10,10,0.9,0.6,6,0
all_models_common,full,STATE_FAST_R15,2024Q2,10,10,1.0,0.7,7,0
all_models_common,full,TRANSMISSION_BOTH_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,full,TRANSMISSION_GOODS_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,full,TRANSMISSION_OWN_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,full,TRANSMISSION_SERVICES_R16,2024Q2,10,10,1.0,0.7,7,0
all_models_common,full,BLEND_DAMPED_TRANSMISSION_R16,2024Q3,10,0,,,3,0
all_models_common,full,DAMPED_ADAPT_R16,2024Q3,10,0,,,2,0
all_models_common,full,DAMPED_P80_Q001_R16,2024Q3,10,0,,,2,0
all_models_common,full,DAMPED_P80_Q010_R16,2024Q3,10,0,,,3,0
all_models_common,full,DAMPED_P95_Q001_R16,2024Q3,10,0,,,3,0
