sample,h,model,n,rmse,mae,bias
all,4,STABLE_LONG_CORE_R14B,15,3.37060373926797,2.35350698842561,0.37909022045428153
all,4,STABLE_LONG_GAP_R14B,15,3.6190165902330267,2.7373832340297812,0.909196819906687
all,4,STABLE_PIPELINE_R14B,15,3.3945636756505233,2.1637758951849904,-0.2513195997845883
all,4,TVWQRF_QRF_MEAN_FULLM,15,4.011306224911103,2.5021252363912567,0.05481044289554456
all,4,TVWQRF_TVW3_FULLM,15,4.101446919083137,2.8843636118265508,0.06505266292617287
all,4,cnb,15,3.2446896054586456,1.4843928442432308,-1.1917068596356468
all,all,INDEPENDENT_BRIDGE,66,2.454660358717829,1.592789412772145,-0.18039253836317734
all,all,STABLE_LOCAL_CORE_R14B,66,2.544963785079964,1.539825935815866,-0.19306785567446874
all,all,STABLE_LONG_CORE_R14B,66,2.4275473587223155,1.4938743301643935,-0.1258487893610305
all,all,STABLE_LONG_GAP_R14B,66,2.503665284595954,1.5859297108633008,0.15540587586588764
all,all,STABLE_PIPELINE_R14B,66,2.4842923770821477,1.5504436492608085,-0.3836988234081785
all,all,TVWQRF_QRF_MEAN_FULLM,66,3.1339438604122036,1.8077152655225996,-0.25972528422242097
all,all,TVWQRF_TVW3_FULLM,66,3.137549116151951,1.9315918309416356,-0.2147855255396855
all,all,cnb,66,2.2954532595060195,1.060549223187778,-0.49906748985091987
reports_2024plus,1,INDEPENDENT_BRIDGE,10,0.27149431246666783,0.22632828678227349,0.06310457108081871
reports_2024plus,1,STABLE_LOCAL_CORE_R14B,10,0.16922050415607856,0.12982103808609377,0.05222637088404747
reports_2024plus,1,STABLE_LONG_CORE_R14B,10,0.23760678211896305,0.20060465877995073,0.04226248577765397
reports_2024plus,1,STABLE_LONG_GAP_R14B,10,0.22053233403975042,0.18339506250581708,0.051701992204611136
reports_2024plus,1,STABLE_PIPELINE_R14B,10,0.2532881989816575,0.22210998234403964,0.06293193056458904
reports_2024plus,1,TVWQRF_QRF_MEAN_FULLM,10,0.1485375717492198,0.12319945781009438,-0.08566430649903008
reports_2024plus,1,TVWQRF_TVW3_FULLM,10,0.24843343208752028,0.20591858089409598,-0.14599480377951213
reports_2024plus,1,cnb,10,0.27889305921377183,0.1755172891570968,0.07191491898514135
reports_2024plus,2,INDEPENDENT_BRIDGE,9,0.5503820114471251,0.4509439316905981,0.30391167170788935
reports_2024plus,2,STABLE_LOCAL_CORE_R14B,9,0.3498562170547407,0.24805742836484657,0.1255120487186712
reports_2024plus,2,STABLE_LONG_CORE_R14B,9,0.4551689059129662,0.3383528079534007,0.11464172119687406
reports_2024plus,2,STABLE_LONG_GAP_R14B,9,0.42535862644235484,0.2911705600676794,0.14345988591690473
reports_2024plus,2,STABLE_PIPELINE_R14B,9,0.5013235848232369,0.42587255235427407,0.18474038581601382
reports_2024plus,2,TVWQRF_QRF_MEAN_FULLM,9,0.3984190846612314,0.35922347692384726,-0.05920978369059436
reports_2024plus,2,TVWQRF_TVW3_FULLM,9,0.630332092572396,0.5556080235404495,-0.2064952365074559
reports_2024plus,2,cnb,9,0.3695765368701182,0.31543419066374084,-0.011783615828696902
reports_2024plus,3,INDEPENDENT_BRIDGE,8,0.9329891040631079,0.7863997821078597,0.668591606052849
reports_2024plus,3,STABLE_LOCAL_CORE_R14B,8,0.47742044922052435,0.3677474418866743,0.3357620324988232
reports_2024plus,3,STABLE_LONG_CORE_R14B,8,0.6436154817851527,0.4709742585232356,0.4058137384783852
reports_2024plus,3,STABLE_LONG_GAP_R14B,8,0.6248650920460277,0.4599772091811867,0.45649923721910923
reports_2024plus,3,STABLE_PIPELINE_R14B,8,0.7928803929023799,0.678890256431551,0.48701813001172345
reports_2024plus,3,TVWQRF_QRF_MEAN_FULLM,8,0.30244747714948494,0.23805673652818307,0.09237453161737078
reports_2024plus,3,TVWQRF_TVW3_FULLM,8,0.7603793185711909,0.690657789140492,-0.27821134482536525
reports_2024plus,3,cnb,8,0.42142624385732097,0.31877757607936197,0.04884101941444677
reports_2024plus,4,INDEPENDENT_BRIDGE,7,1.2201405630915825,0.9005885024851261,0.8592021515259908
reports_2024plus,4,STABLE_LOCAL_CORE_R14B,7,0.5484911365250573,0.4258047834132097,0.4258047834132097
reports_2024plus,4,STABLE_LONG_CORE_R14B,7,0.7541381837687401,0.5753025115294677,0.5753025115294677
reports_2024plus,4,STABLE_LONG_GAP_R14B,7,0.7816172253290914,0.6691608679179321,0.6691608679179321
reports_2024plus,4,STABLE_PIPELINE_R14B,7,1.0274176996445572,0.7899565655754294,0.5810454515868467
reports_2024plus,4,TVWQRF_QRF_MEAN_FULLM,7,0.4384792624591505,0.34179854572717755,0.26180956288080925
reports_2024plus,4,TVWQRF_TVW3_FULLM,7,1.14386419395656,1.0511754424004558,-0.4285362144896601
reports_2024plus,4,cnb,7,0.42625019999777713,0.3709979679933433,0.03430629599958409
reports_2024plus,all,INDEPENDENT_BRIDGE,34,0.7830619603246171,0.5563851772734375,0.4332176078024682
reports_2024plus,all,STABLE_LOCAL_CORE_R14B,34,0.39546287527002194,0.27803941926854175,0.21525299679975204
reports_2024plus,all,STABLE_LONG_CORE_R14B,34,0.5347945271716571,0.37782745612565505,0.2567067010906401
reports_2024plus,all,STABLE_LONG_GAP_R14B,34,0.5290069561410239,0.37701262983947953,0.29836114319048973
reports_2024plus,all,STABLE_PIPELINE_R14B,34,0.6712994771803014,0.5004344354443905,0.3016307640938744
reports_2024plus,all,TVWQRF_QRF_MEAN_FULLM,34,0.3310819279330729,0.2577073406685669,0.03476859043820532
reports_2024plus,all,TVWQRF_TVW3_FULLM,34,0.7271509542390455,0.5865631891391804,-0.251289689011552
reports_2024plus,all,cnb,34,0.371788997610397,0.2865084409450863,0.03658731984428836
