report_date,cutoff_date,origin,origin_clock,model,quarter,quarters_ahead,forecast,realised,error
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,F1b,2025Q4,2,2.88,2.2333587331890636,0.6466412668109363
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,F1b,2026Q1,3,3.052,1.6208666864394397,1.4311333135605604
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,F1b,2026Q2,4,3.776,2.0459219462608442,1.7300780537391556
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,F2,2025Q4,2,2.237,2.2333587331890636,0.003641266810936461
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,F2,2026Q1,3,2.59,1.6208666864394397,0.9691333135605602
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,F2,2026Q2,4,2.64,2.0459219462608442,0.5940780537391559
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_TVW3_FULLM,2025Q3,1,2.779,2.4988240301354065,0.28017596986459337
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_TVW3_FULLM,2025Q4,2,3.149,2.2333587331890636,0.9156412668109364
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_TVW3_FULLM,2026Q1,3,2.825,1.6208666864394397,1.2041333135605605
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_TVW3_FULLM,2026Q2,4,3.12,2.0459219462608442,1.0740780537391559
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q3,1,2.725,2.4988240301354065,0.22617596986459354
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q4,2,2.888,2.2333587331890636,0.6546412668109363
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q1,3,2.448,1.6208666864394397,0.8271333135605603
2025-08-14,2025-07-25,2025-07,2025-08-04 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q2,4,2.731,2.0459219462608442,0.6850780537391556
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,cnb,2025Q4,1,2.214,2.2333587331890636,-0.01935873318906367
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,cnb,2026Q1,2,2.176,1.6208666864394397,0.5551333135605605
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,cnb,2026Q2,3,2.201,2.0459219462608442,0.15507805373915584
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,INDEPENDENT_BRIDGE,2025Q4,1,2.166,2.2333587331890636,-0.06735873318906371
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,INDEPENDENT_BRIDGE,2026Q1,2,1.918,1.6208666864394397,0.2971333135605603
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,INDEPENDENT_BRIDGE,2026Q2,3,2.234,2.0459219462608442,0.18807805373915576
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LOCAL_CORE_R14B,2025Q4,1,2.282,2.2333587331890636,0.04864126681093639
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LOCAL_CORE_R14B,2026Q1,2,2.108,1.6208666864394397,0.48713331356056044
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LOCAL_CORE_R14B,2026Q2,3,2.345,2.0459219462608442,0.29907805373915597
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_PIPELINE_R14B,2025Q4,1,2.252,2.2333587331890636,0.01864126681093614
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_PIPELINE_R14B,2026Q1,2,1.978,1.6208666864394397,0.35713331356056033
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_PIPELINE_R14B,2026Q2,3,2.138,2.0459219462608442,0.09207805373915567
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LONG_CORE_R14B,2025Q4,1,2.282,2.2333587331890636,0.04864126681093639
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LONG_CORE_R14B,2026Q1,2,2.128,1.6208666864394397,0.5071333135605605
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LONG_CORE_R14B,2026Q2,3,2.454,2.0459219462608442,0.40807805373915595
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LONG_GAP_R14B,2025Q4,1,2.292,2.2333587331890636,0.05864126681093618
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LONG_GAP_R14B,2026Q1,2,2.169,1.6208666864394397,0.5481333135605604
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,STABLE_LONG_GAP_R14B,2026Q2,3,2.526,2.0459219462608442,0.4800780537391556
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,F1b,2026Q1,2,1.81,1.6208666864394397,0.1891333135605604
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,F1b,2026Q2,3,2.063,2.0459219462608442,0.01707805373915594
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,F2,2026Q1,2,2.624,1.6208666864394397,1.0031333135605605
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,F2,2026Q2,3,2.69,2.0459219462608442,0.6440780537391557
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,TVWQRF_TVW3_FULLM,2025Q4,1,2.322,2.2333587331890636,0.08864126681093643
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,TVWQRF_TVW3_FULLM,2026Q1,2,1.671,1.6208666864394397,0.05013331356056039
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,TVWQRF_TVW3_FULLM,2026Q2,3,1.841,2.0459219462608442,-0.20492194626084426
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,TVWQRF_QRF_MEAN_FULLM,2025Q4,1,2.335,2.2333587331890636,0.10164126681093633
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q1,2,1.667,1.6208666864394397,0.046133313560560385
2025-11-13,2025-10-24,2025-10,2025-11-04 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q2,3,1.954,2.0459219462608442,-0.09192194626084427
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,cnb,2026Q1,1,1.572,1.6208666864394397,-0.04886668643943959
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,cnb,2026Q2,2,1.511,2.0459219462608442,-0.5349219462608443
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,INDEPENDENT_BRIDGE,2026Q1,1,1.568,1.6208666864394397,-0.05286668643943959
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,INDEPENDENT_BRIDGE,2026Q2,2,1.727,2.0459219462608442,-0.31892194626084414
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_LOCAL_CORE_R14B,2026Q1,1,1.586,1.6208666864394397,-0.034866686439439576
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_LOCAL_CORE_R14B,2026Q2,2,1.722,2.0459219462608442,-0.32392194626084425
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_PIPELINE_R14B,2026Q1,1,1.564,1.6208666864394397,-0.056866686439439595
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_PIPELINE_R14B,2026Q2,2,1.69,2.0459219462608442,-0.3559219462608443
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_LONG_CORE_R14B,2026Q1,1,1.592,1.6208666864394397,-0.02886668643943957
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_LONG_CORE_R14B,2026Q2,2,1.789,2.0459219462608442,-0.2569219462608443
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_LONG_GAP_R14B,2026Q1,1,1.587,1.6208666864394397,-0.033866686439439686
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,STABLE_LONG_GAP_R14B,2026Q2,2,1.771,2.0459219462608442,-0.2749219462608443
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,F1b,2026Q2,2,1.533,2.0459219462608442,-0.5129219462608443
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,F2,2026Q2,2,1.615,2.0459219462608442,-0.43092194626084424
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,TVWQRF_TVW3_FULLM,2026Q1,1,1.671,1.6208666864394397,0.05013331356056039
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,TVWQRF_TVW3_FULLM,2026Q2,2,1.806,2.0459219462608442,-0.23992194626084418
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q1,1,1.805,1.6208666864394397,0.18413331356056029
2026-02-12,2026-01-23,2026-01,2026-02-04 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q2,2,2.183,2.0459219462608442,0.1370780537391556
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,cnb,2026Q2,1,2.179,2.0459219462608442,0.1330780537391556
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,INDEPENDENT_BRIDGE,2026Q2,1,2.459,2.0459219462608442,0.41307805373915585
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,STABLE_LOCAL_CORE_R14B,2026Q2,1,2.294,2.0459219462608442,0.2480780537391558
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,STABLE_PIPELINE_R14B,2026Q2,1,2.323,2.0459219462608442,0.2770780537391557
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,STABLE_LONG_CORE_R14B,2026Q2,1,2.382,2.0459219462608442,0.3360780537391559
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,STABLE_LONG_GAP_R14B,2026Q2,1,2.378,2.0459219462608442,0.3320780537391559
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,TVWQRF_TVW3_FULLM,2026Q2,1,2.413,2.0459219462608442,0.3670780537391556
2026-05-14,2026-04-24,2026-04,2026-05-05 23:59,TVWQRF_QRF_MEAN_FULLM,2026Q2,1,2.453,2.0459219462608442,0.4070780537391556
