mode,report_date,quarter,quarters_ahead,origin,model,forecast,realised,error
cutoff,2022-05-12,2022Q2,1,2022-03,cnb,14.5366564687991,15.772308516091234,-1.2356520472921346
report,2022-05-12,2022Q3,2,2022-04,INDEPENDENT_BRIDGE,13.715528158580973,17.578003612072628,-3.8624754534916548
report,2022-05-12,2022Q3,2,2022-04,STABLE_PIPELINE_R14B,13.164099614677134,17.578003612072628,-4.413903997395494
report,2022-05-12,2022Q3,2,2022-04,STABLE_LOCAL_CORE_R14B,13.190115395388661,17.578003612072628,-4.387888216683967
report,2022-05-12,2022Q3,2,2022-04,STABLE_LONG_CORE_R14B,13.718645303517434,17.578003612072628,-3.859358308555194
report,2022-05-12,2022Q3,2,2022-04,STABLE_LONG_GAP_R14B,14.032152934318388,17.578003612072628,-3.54585067775424
report,2022-05-12,2022Q3,2,2022-04,TVWQRF_TVW3_FULLM,14.916882241202943,17.578003612072628,-2.661121370869685
report,2022-05-12,2022Q3,2,2022-04,TVWQRF_QRF_MEAN_FULLM,14.484309332640237,17.578003612072628,-3.093694279432391
report,2022-05-12,2022Q3,2,2022-04,cnb,13.8649926,17.578003612072628,-3.713011012072627
cutoff,2022-05-12,2022Q3,2,2022-03,INDEPENDENT_BRIDGE,11.763980890753578,17.578003612072628,-5.81402272131905
cutoff,2022-05-12,2022Q3,2,2022-03,STABLE_PIPELINE_R14B,11.323537182355688,17.578003612072628,-6.25446642971694
cutoff,2022-05-12,2022Q3,2,2022-03,STABLE_LOCAL_CORE_R14B,12.029960551327198,17.578003612072628,-5.54804306074543
cutoff,2022-05-12,2022Q3,2,2022-03,STABLE_LONG_CORE_R14B,12.596462944748716,17.578003612072628,-4.981540667323912
cutoff,2022-05-12,2022Q3,2,2022-03,STABLE_LONG_GAP_R14B,12.971304330436226,17.578003612072628,-4.606699281636402
cutoff,2022-05-12,2022Q3,2,2022-03,TVWQRF_TVW3_FULLM,13.554904084040388,17.578003612072628,-4.02309952803224
cutoff,2022-05-12,2022Q3,2,2022-03,TVWQRF_QRF_MEAN_FULLM,13.239774468198219,17.578003612072628,-4.338229143874409
cutoff,2022-05-12,2022Q3,2,2022-03,cnb,13.8649926,17.578003612072628,-3.713011012072627
report,2022-05-12,2022Q4,3,2022-04,INDEPENDENT_BRIDGE,13.036585820345673,15.69904392215021,-2.6624581018045372
report,2022-05-12,2022Q4,3,2022-04,STABLE_PIPELINE_R14B,12.509335514434232,15.69904392215021,-3.189708407715978
report,2022-05-12,2022Q4,3,2022-04,STABLE_LOCAL_CORE_R14B,13.02136653593553,15.69904392215021,-2.6776773862146808
report,2022-05-12,2022Q4,3,2022-04,STABLE_LONG_CORE_R14B,13.866739651738165,15.69904392215021,-1.8323042704120454
report,2022-05-12,2022Q4,3,2022-04,STABLE_LONG_GAP_R14B,14.40485682410061,15.69904392215021,-1.2941870980495995
report,2022-05-12,2022Q4,3,2022-04,TVWQRF_TVW3_FULLM,16.087760113528272,15.69904392215021,0.38871619137806235
report,2022-05-12,2022Q4,3,2022-04,TVWQRF_QRF_MEAN_FULLM,15.516318148583784,15.69904392215021,-0.1827257735664265
report,2022-05-12,2022Q4,3,2022-04,cnb,12.749894,15.69904392215021,-2.9491499221502107
cutoff,2022-05-12,2022Q4,3,2022-03,INDEPENDENT_BRIDGE,10.718236755776333,15.69904392215021,-4.980807166373877
cutoff,2022-05-12,2022Q4,3,2022-03,STABLE_PIPELINE_R14B,10.256425802868806,15.69904392215021,-5.442618119281404
cutoff,2022-05-12,2022Q4,3,2022-03,STABLE_LOCAL_CORE_R14B,11.674000447690338,15.69904392215021,-4.025043474459872
cutoff,2022-05-12,2022Q4,3,2022-03,STABLE_LONG_CORE_R14B,12.290015181574416,15.69904392215021,-3.4090287405757937
cutoff,2022-05-12,2022Q4,3,2022-03,STABLE_LONG_GAP_R14B,12.877330774580683,15.69904392215021,-2.821713147569527
cutoff,2022-05-12,2022Q4,3,2022-03,TVWQRF_TVW3_FULLM,13.999799812386465,15.69904392215021,-1.699244109763745
cutoff,2022-05-12,2022Q4,3,2022-03,TVWQRF_QRF_MEAN_FULLM,13.501802534247501,15.69904392215021,-2.197241387902709
cutoff,2022-05-12,2022Q4,3,2022-03,cnb,12.749894,15.69904392215021,-2.9491499221502107
report,2022-05-12,2023Q1,4,2022-04,INDEPENDENT_BRIDGE,8.377556386951762,16.393468660721577,-8.015912273769816
report,2022-05-12,2023Q1,4,2022-04,STABLE_PIPELINE_R14B,7.870436009390865,16.393468660721577,-8.523032651330713
report,2022-05-12,2023Q1,4,2022-04,STABLE_LOCAL_CORE_R14B,9.04216611313534,16.393468660721577,-7.351302547586238
report,2022-05-12,2023Q1,4,2022-04,STABLE_LONG_CORE_R14B,10.039154159945518,16.393468660721577,-6.354314500776059
report,2022-05-12,2023Q1,4,2022-04,STABLE_LONG_GAP_R14B,10.764545805153354,16.393468660721577,-5.628922855568224
report,2022-05-12,2023Q1,4,2022-04,TVWQRF_TVW3_FULLM,11.658151604698299,16.393468660721577,-4.735317056023279
report,2022-05-12,2023Q1,4,2022-04,TVWQRF_QRF_MEAN_FULLM,10.929797743550743,16.393468660721577,-5.463670917170834
report,2022-05-12,2023Q1,4,2022-04,cnb,7.85719611,16.393468660721577,-8.536272550721577
cutoff,2022-05-12,2023Q1,4,2022-03,INDEPENDENT_BRIDGE,6.837212393311476,16.393468660721577,-9.556256267410102
cutoff,2022-05-12,2023Q1,4,2022-03,STABLE_PIPELINE_R14B,6.386266386238454,16.393468660721577,-10.007202274483124
cutoff,2022-05-12,2023Q1,4,2022-03,STABLE_LOCAL_CORE_R14B,7.818476773299391,16.393468660721577,-8.574991887422186
cutoff,2022-05-12,2023Q1,4,2022-03,STABLE_LONG_CORE_R14B,8.583843693659714,16.393468660721577,-7.809624967061863
cutoff,2022-05-12,2023Q1,4,2022-03,STABLE_LONG_GAP_R14B,9.362875067043015,16.393468660721577,-7.030593593678562
cutoff,2022-05-12,2023Q1,4,2022-03,TVWQRF_TVW3_FULLM,9.952194798936398,16.393468660721577,-6.441273861785179
cutoff,2022-05-12,2023Q1,4,2022-03,TVWQRF_QRF_MEAN_FULLM,9.214612466665585,16.393468660721577,-7.178856194055992
cutoff,2022-05-12,2023Q1,4,2022-03,cnb,7.85719611,16.393468660721577,-8.536272550721577
report,2022-08-11,2022Q3,1,2022-07,INDEPENDENT_BRIDGE,18.180564815955147,17.578003612072628,0.6025612038825194
report,2022-08-11,2022Q3,1,2022-07,STABLE_PIPELINE_R14B,17.874786962592093,17.578003612072628,0.29678335051946547
report,2022-08-11,2022Q3,1,2022-07,STABLE_LOCAL_CORE_R14B,17.553929176967387,17.578003612072628,-0.02407443510524132
report,2022-08-11,2022Q3,1,2022-07,STABLE_LONG_CORE_R14B,17.83907290197649,17.578003612072628,0.2610692899038618
report,2022-08-11,2022Q3,1,2022-07,STABLE_LONG_GAP_R14B,17.934844077766734,17.578003612072628,0.35684046569410555
report,2022-08-11,2022Q3,1,2022-07,TVWQRF_TVW3_FULLM,18.810038093752706,17.578003612072628,1.2320344816800777
report,2022-08-11,2022Q3,1,2022-07,TVWQRF_QRF_MEAN_FULLM,18.5454678421998,17.578003612072628,0.9674642301271703
report,2022-08-11,2022Q3,1,2022-07,cnb,19.4927708743343,17.578003612072628,1.9147672622616732
cutoff,2022-08-11,2022Q3,1,2022-06,INDEPENDENT_BRIDGE,18.103605208671677,17.578003612072628,0.5256015965990493
cutoff,2022-08-11,2022Q3,1,2022-06,STABLE_PIPELINE_R14B,17.326030273555716,17.578003612072628,-0.25197333851691184
cutoff,2022-08-11,2022Q3,1,2022-06,STABLE_LOCAL_CORE_R14B,17.088870261175735,17.578003612072628,-0.4891333508968927
cutoff,2022-08-11,2022Q3,1,2022-06,STABLE_LONG_CORE_R14B,17.562884475393275,17.578003612072628,-0.015119136679352607
cutoff,2022-08-11,2022Q3,1,2022-06,STABLE_LONG_GAP_R14B,17.76278886060718,17.578003612072628,0.1847852485345527
cutoff,2022-08-11,2022Q3,1,2022-06,TVWQRF_TVW3_FULLM,18.70155299352278,17.578003612072628,1.1235493814501538
cutoff,2022-08-11,2022Q3,1,2022-06,TVWQRF_QRF_MEAN_FULLM,18.205166213557327,17.578003612072628,0.6271626014846987
cutoff,2022-08-11,2022Q3,1,2022-06,cnb,19.4927708743343,17.578003612072628,1.9147672622616732
report,2022-08-11,2022Q4,2,2022-07,INDEPENDENT_BRIDGE,20.32595152421116,15.69904392215021,4.62690760206095
report,2022-08-11,2022Q4,2,2022-07,STABLE_PIPELINE_R14B,19.506356034774274,15.69904392215021,3.8073121126240643
report,2022-08-11,2022Q4,2,2022-07,STABLE_LOCAL_CORE_R14B,17.9823548504674,15.69904392215021,2.2833109283171886
report,2022-08-11,2022Q4,2,2022-07,STABLE_LONG_CORE_R14B,19.198327274906465,15.69904392215021,3.4992833527562546
report,2022-08-11,2022Q4,2,2022-07,STABLE_LONG_GAP_R14B,19.597449462526768,15.69904392215021,3.898405540376558
report,2022-08-11,2022Q4,2,2022-07,TVWQRF_TVW3_FULLM,21.858772912608583,15.69904392215021,6.1597289904583725
report,2022-08-11,2022Q4,2,2022-07,TVWQRF_QRF_MEAN_FULLM,20.863083434350973,15.69904392215021,5.1640395122007625
report,2022-08-11,2022Q4,2,2022-07,cnb,19.6557739,15.69904392215021,3.9567299778497897
cutoff,2022-08-11,2022Q4,2,2022-06,INDEPENDENT_BRIDGE,19.318439702521932,15.69904392215021,3.619395780371722
cutoff,2022-08-11,2022Q4,2,2022-06,STABLE_PIPELINE_R14B,18.336787892159567,15.69904392215021,2.637743970009357
cutoff,2022-08-11,2022Q4,2,2022-06,STABLE_LOCAL_CORE_R14B,17.619783855629887,15.69904392215021,1.9207399334796769
cutoff,2022-08-11,2022Q4,2,2022-06,STABLE_LONG_CORE_R14B,18.913760117961264,15.69904392215021,3.2147161958110537
cutoff,2022-08-11,2022Q4,2,2022-06,STABLE_LONG_GAP_R14B,19.424170368468765,15.69904392215021,3.725126446318555
cutoff,2022-08-11,2022Q4,2,2022-06,TVWQRF_TVW3_FULLM,21.185901896256798,15.69904392215021,5.486857974106588
cutoff,2022-08-11,2022Q4,2,2022-06,TVWQRF_QRF_MEAN_FULLM,19.954721025090915,15.69904392215021,4.255677102940705
cutoff,2022-08-11,2022Q4,2,2022-06,cnb,19.6557739,15.69904392215021,3.9567299778497897
report,2022-08-11,2023Q1,3,2022-07,INDEPENDENT_BRIDGE,18.192778347157727,16.393468660721577,1.7993096864361497
report,2022-08-11,2023Q1,3,2022-07,STABLE_PIPELINE_R14B,17.49569718186916,16.393468660721577,1.102228521147584
report,2022-08-11,2023Q1,3,2022-07,STABLE_LOCAL_CORE_R14B,14.334188075468873,16.393468660721577,-2.0592805852527043
report,2022-08-11,2023Q1,3,2022-07,STABLE_LONG_CORE_R14B,16.48743110893132,16.393468660721577,0.09396244820974431
report,2022-08-11,2023Q1,3,2022-07,STABLE_LONG_GAP_R14B,17.193899101079715,16.393468660721577,0.8004304403581379
report,2022-08-11,2023Q1,3,2022-07,TVWQRF_TVW3_FULLM,18.66676450622442,16.393468660721577,2.273295845502844
report,2022-08-11,2023Q1,3,2022-07,TVWQRF_QRF_MEAN_FULLM,17.27847129837367,16.393468660721577,0.885002637652093
report,2022-08-11,2023Q1,3,2022-07,cnb,16.1682854,16.393468660721577,-0.2251832607215789
cutoff,2022-08-11,2023Q1,3,2022-06,INDEPENDENT_BRIDGE,15.425934231591365,16.393468660721577,-0.9675344291302128
cutoff,2022-08-11,2023Q1,3,2022-06,STABLE_PIPELINE_R14B,14.686901838814128,16.393468660721577,-1.7065668219074492
cutoff,2022-08-11,2023Q1,3,2022-06,STABLE_LOCAL_CORE_R14B,13.99843182020814,16.393468660721577,-2.3950368405134377
cutoff,2022-08-11,2023Q1,3,2022-06,STABLE_LONG_CORE_R14B,15.847538549392098,16.393468660721577,-0.5459301113294792
cutoff,2022-08-11,2023Q1,3,2022-06,STABLE_LONG_GAP_R14B,16.63669182295473,16.393468660721577,0.24322316223315354
cutoff,2022-08-11,2023Q1,3,2022-06,TVWQRF_TVW3_FULLM,17.952786282093104,16.393468660721577,1.5593176213715267
cutoff,2022-08-11,2023Q1,3,2022-06,TVWQRF_QRF_MEAN_FULLM,16.327216356253402,16.393468660721577,-0.06625230446817554
cutoff,2022-08-11,2023Q1,3,2022-06,cnb,16.1682854,16.393468660721577,-0.2251832607215789
report,2022-08-11,2023Q2,4,2022-07,INDEPENDENT_BRIDGE,16.85520519196354,11.15840613352934,5.696799058434202
report,2022-08-11,2023Q2,4,2022-07,STABLE_PIPELINE_R14B,15.969655201424429,11.15840613352934,4.811249067895089
report,2022-08-11,2023Q2,4,2022-07,STABLE_LOCAL_CORE_R14B,11.32397525765029,11.15840613352934,0.1655691241209496
report,2022-08-11,2023Q2,4,2022-07,STABLE_LONG_CORE_R14B,14.344048974572027,11.15840613352934,3.1856428410426876
report,2022-08-11,2023Q2,4,2022-07,STABLE_LONG_GAP_R14B,15.337750458564978,11.15840613352934,4.179344325035638
report,2022-08-11,2023Q2,4,2022-07,TVWQRF_TVW3_FULLM,16.16718805562284,11.15840613352934,5.008781922093501
report,2022-08-11,2023Q2,4,2022-07,TVWQRF_QRF_MEAN_FULLM,14.336940839652712,11.15840613352934,3.178534706123372
report,2022-08-11,2023Q2,4,2022-07,cnb,11.4594623,11.15840613352934,0.30105616647066036
cutoff,2022-08-11,2023Q2,4,2022-06,INDEPENDENT_BRIDGE,13.02229642165007,11.15840613352934,1.8638902881207304
cutoff,2022-08-11,2023Q2,4,2022-06,STABLE_PIPELINE_R14B,12.191787279680007,11.15840613352934,1.033381146150667
cutoff,2022-08-11,2023Q2,4,2022-06,STABLE_LOCAL_CORE_R14B,11.01825716765313,11.15840613352934,-0.14014896587620918
cutoff,2022-08-11,2023Q2,4,2022-06,STABLE_LONG_CORE_R14B,13.424602891363564,11.15840613352934,2.2661967578342246
cutoff,2022-08-11,2023Q2,4,2022-06,STABLE_LONG_GAP_R14B,14.471947444457065,11.15840613352934,3.313541310927725
cutoff,2022-08-11,2023Q2,4,2022-06,TVWQRF_TVW3_FULLM,15.465313067407001,11.15840613352934,4.306906933877661
cutoff,2022-08-11,2023Q2,4,2022-06,TVWQRF_QRF_MEAN_FULLM,13.449283168349536,11.15840613352934,2.2908770348201966
cutoff,2022-08-11,2023Q2,4,2022-06,cnb,11.4594623,11.15840613352934,0.30105616647066036
report,2022-11-10,2022Q4,1,2022-10,INDEPENDENT_BRIDGE,18.771262065310815,15.69904392215021,3.0722181431606046
report,2022-11-10,2022Q4,1,2022-10,STABLE_PIPELINE_R14B,18.697877596029056,15.69904392215021,2.9988336738788455
report,2022-11-10,2022Q4,1,2022-10,STABLE_LOCAL_CORE_R14B,18.69659136514045,15.69904392215021,2.997547442990239
report,2022-11-10,2022Q4,1,2022-10,STABLE_LONG_CORE_R14B,18.75643318585022,15.69904392215021,3.05738926370001
report,2022-11-10,2022Q4,1,2022-10,STABLE_LONG_GAP_R14B,18.864195374765313,15.69904392215021,3.1651514526151026
report,2022-11-10,2022Q4,1,2022-10,TVWQRF_TVW3_FULLM,19.7052466274716,15.69904392215021,4.006202705321389
report,2022-11-10,2022Q4,1,2022-10,TVWQRF_QRF_MEAN_FULLM,19.369836892065596,15.69904392215021,3.670792969915386
report,2022-11-10,2022Q4,1,2022-10,cnb,18.4131830570712,15.69904392215021,2.714139134920991
cutoff,2022-11-10,2022Q4,1,2022-09,INDEPENDENT_BRIDGE,17.607669679459445,15.69904392215021,1.9086257573092347
cutoff,2022-11-10,2022Q4,1,2022-09,STABLE_PIPELINE_R14B,17.452902192840323,15.69904392215021,1.7538582706901131
cutoff,2022-11-10,2022Q4,1,2022-09,STABLE_LOCAL_CORE_R14B,17.441332367466703,15.69904392215021,1.7422884453164933
cutoff,2022-11-10,2022Q4,1,2022-09,STABLE_LONG_CORE_R14B,17.745914379145137,15.69904392215021,2.0468704569949274
cutoff,2022-11-10,2022Q4,1,2022-09,STABLE_LONG_GAP_R14B,17.960974615631432,15.69904392215021,2.261930693481222
cutoff,2022-11-10,2022Q4,1,2022-09,TVWQRF_TVW3_FULLM,19.296660607661476,15.69904392215021,3.597616685511266
cutoff,2022-11-10,2022Q4,1,2022-09,TVWQRF_QRF_MEAN_FULLM,18.536835475171834,15.69904392215021,2.8377915530216242
cutoff,2022-11-10,2022Q4,1,2022-09,cnb,18.4131830570712,15.69904392215021,2.714139134920991
report,2022-11-10,2023Q1,2,2022-10,INDEPENDENT_BRIDGE,15.571548746823744,16.393468660721577,-0.8219199138978333
report,2022-11-10,2023Q1,2,2022-10,STABLE_PIPELINE_R14B,15.48079707792136,16.393468660721577,-0.9126715828002165
report,2022-11-10,2023Q1,2,2022-10,STABLE_LOCAL_CORE_R14B,15.062994567419933,16.393468660721577,-1.3304740933016443
report,2022-11-10,2023Q1,2,2022-10,STABLE_LONG_CORE_R14B,15.392573130276864,16.393468660721577,-1.0008955304447138
report,2022-11-10,2023Q1,2,2022-10,STABLE_LONG_GAP_R14B,15.82814102163165,16.393468660721577,-0.5653276390899276
report,2022-11-10,2023Q1,2,2022-10,TVWQRF_TVW3_FULLM,17.376639850357858,16.393468660721577,0.9831711896362805
report,2022-11-10,2023Q1,2,2022-10,TVWQRF_QRF_MEAN_FULLM,16.433546587335325,16.393468660721577,0.04007792661374765
report,2022-11-10,2023Q1,2,2022-10,cnb,14.8665554,16.393468660721577,-1.526913260721578
