run,sample,horizon,model,n,original_rmse,corrected_rmse
realtime_full_luci_month,complete_calibration,8,QRF_MEDIAN,161,0.69962105977231,0.69962105977231
realtime_full_luci_month,complete_calibration,8,TVW1,161,0.6905976186789939,0.6902576495382112
realtime_full_luci_month,complete_calibration,8,TVW2,161,0.6924377063191318,0.6927950784103837
realtime_full_luci_month,complete_calibration,8,TVW3,161,0.6876217477668264,0.6881955575756037
realtime_full_luci_month,complete_calibration,9,QRF_MEAN,159,0.7233446686489226,0.7233446686489226
realtime_full_luci_month,complete_calibration,9,QRF_MEDIAN,159,0.72780401642065,0.72780401642065
realtime_full_luci_month,complete_calibration,9,TVW1,159,0.7195693877087505,0.7196595095728501
realtime_full_luci_month,complete_calibration,9,TVW2,159,0.719497428488904,0.7200228423434908
realtime_full_luci_month,complete_calibration,9,TVW3,159,0.7172747112439171,0.7195891589158933
realtime_full_luci_month,complete_calibration,10,QRF_MEAN,157,0.7189662569416565,0.7189662569416565
realtime_full_luci_month,complete_calibration,10,QRF_MEDIAN,157,0.7280576957311617,0.7280576957311617
realtime_full_luci_month,complete_calibration,10,TVW1,157,0.7141939759316626,0.7144819160912428
realtime_full_luci_month,complete_calibration,10,TVW2,157,0.7204950426393799,0.7208397009907698
realtime_full_luci_month,complete_calibration,10,TVW3,157,0.7099456713358913,0.7104301128245217
realtime_full_luci_month,complete_calibration,11,QRF_MEAN,155,0.7085169937940352,0.7085169937940352
realtime_full_luci_month,complete_calibration,11,QRF_MEDIAN,155,0.7085230284830372,0.7085230284830372
realtime_full_luci_month,complete_calibration,11,TVW1,155,0.6957435838853328,0.6955195321587279
realtime_full_luci_month,complete_calibration,11,TVW2,155,0.6987895393088366,0.6986855449963025
realtime_full_luci_month,complete_calibration,11,TVW3,155,0.6936321868554615,0.6945036195270725
realtime_full_luci_month,complete_calibration,12,QRF_MEAN,153,0.6615240005117224,0.6615240005117224
realtime_full_luci_month,complete_calibration,12,QRF_MEDIAN,153,0.6690714593915672,0.6690714593915672
realtime_full_luci_month,complete_calibration,12,TVW1,153,0.6637564216467251,0.6586133905329963
realtime_full_luci_month,complete_calibration,12,TVW2,153,0.6617891998767702,0.6607041789470992
realtime_full_luci_month,complete_calibration,12,TVW3,153,0.6596415541760762,0.656754942771622
realtime_full_luci_month,complete_calibration,13,QRF_MEAN,151,0.70295753926081,0.70295753926081
realtime_full_luci_month,complete_calibration,13,QRF_MEDIAN,151,0.70144623614096,0.70144623614096
realtime_full_luci_month,complete_calibration,13,TVW1,151,0.6945275368975807,0.6940046892106911
realtime_full_luci_month,complete_calibration,13,TVW2,151,0.6941175952365152,0.693954523390206
realtime_full_luci_month,complete_calibration,13,TVW3,151,0.6921336689576623,0.6912042094794273
