"Ukazatel","IndicatorType","Typ údaje","TYPUDAJEVYR","Území","Uz0","Měsíce, měsíce klouzavých průměrů, čtvrtletí, roky","CASMQRMPK","Hodnota"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2024","2024-Q2","106"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","červenec 2024","2024-07","106.4"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","srpen 2024","2024-08","105.2"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","září 2024","2024-09","104.7"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2024","2024-Q3","105.4"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","říjen 2024","2024-10","103"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","listopad 2024","2024-11","102.9"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2024","2024-12","103.2"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","4. čtvrtletí 2024","2024-Q4","103"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","2024","2024","105.1"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","leden 2025","2025-01","103.7"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","únor 2025","2025-02","103.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","březen 2025","2025-03","102.8"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2025","2025-Q1","103.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","duben 2025","2025-04","102.9"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","květen 2025","2025-05","102.9"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","červen 2025","2025-06","102.8"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2025","2025-Q2","102.8"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","červenec 2025","2025-07","102.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","srpen 2025","2025-08","102.1"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","září 2025","2025-09","102.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2025","2025-Q3","102.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","říjen 2025","2025-10","102.1"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","listopad 2025","2025-11","102.4"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2025","2025-12","102.4"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","4. čtvrtletí 2025","2025-Q4","102.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","2025","2025","102.7"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","leden 2026","2026-01","101.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","únor 2026","2026-02","101.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","březen 2026","2026-03","101.7"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2026","2026-Q1","101.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","duben 2026","2026-04","101.6"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","květen 2026","2026-05","101.6"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","červen 2026","2026-06","101.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2026","2026-Q2","101.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","červenec 2026","2026-07","101.7"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2015","2015-12M12","99.3"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2016","2016-12M12","100.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2017","2017-12M12","101"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2018","2018-12M12","101.6"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2019","2019-12M12","101.2"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2020","2020-12M12","101.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2021","2021-12M12","101.8"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2022","2022-12M12","105.5"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2023","2023-12M12","105"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2024","2024-12M12","105.1"
"Index cen tržních služeb - právní a účetnické služby","614826","   Meziroční index","IR","Česko","CZ","prosinec 2025","2025-12M12","102.7"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","leden 2019","2019-01","104.8"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","únor 2019","2019-02","107.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","březen 2019","2019-03","106.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2019","2019-Q1","106.3"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","duben 2019","2019-04","108.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","květen 2019","2019-05","108.9"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","červen 2019","2019-06","108.1"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2019","2019-Q2","108.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","červenec 2019","2019-07","105.8"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","srpen 2019","2019-08","104.4"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","září 2019","2019-09","105.6"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2019","2019-Q3","105.3"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","říjen 2019","2019-10","102.4"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","listopad 2019","2019-11","102"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","prosinec 2019","2019-12","102.9"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","4. čtvrtletí 2019","2019-Q4","102.4"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","2019","2019","105.6"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","leden 2020","2020-01","99.8"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","únor 2020","2020-02","100.4"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","březen 2020","2020-03","100.3"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","1. čtvrtletí 2020","2020-Q1","100.2"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","duben 2020","2020-04","100.6"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","květen 2020","2020-05","100.3"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","červen 2020","2020-06","101.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","2. čtvrtletí 2020","2020-Q2","100.8"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","červenec 2020","2020-07","104.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","srpen 2020","2020-08","105.8"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","září 2020","2020-09","105"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","3. čtvrtletí 2020","2020-Q3","105.1"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","říjen 2020","2020-10","106.5"
"Index cen tržních služeb - vedení podniků, poradenství v oblasti řízení","614827","   Meziroční index","IR","Česko","CZ","listopad 2020","2020-11","108.6"
