"Ukazatel","IndicatorType","Druh PHM","CENPHM","Území","Uz0","Týdny","CASTPHM","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 21. týden 2024","2024-W21","39.27","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 22. týden 2024","2024-W22","39.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 23. týden 2024","2024-W23","38.59","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 24. týden 2024","2024-W24","37.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 25. týden 2024","2024-W25","37.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 26. týden 2024","2024-W26","37.98","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 27. týden 2024","2024-W27","38.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 28. týden 2024","2024-W28","38.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 29. týden 2024","2024-W29","38.69","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2024","2024-W30","38.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2024","2024-W31","38.15","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2024","2024-W32","38.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2024","2024-W33","37.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2024","2024-W34","37.61","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2024","2024-W35","37.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2024","2024-W36","36.95","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2024","2024-W37","36.24","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2024","2024-W38","35.44","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2024","2024-W39","35.3","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2024","2024-W40","35.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2024","2024-W41","35.15","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2024","2024-W42","35.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 43. týden 2024","2024-W43","35.77","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 44. týden 2024","2024-W44","35.86","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 45. týden 2024","2024-W45","35.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 46. týden 2024","2024-W46","35.76","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 47. týden 2024","2024-W47","35.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 48. týden 2024","2024-W48","35.68","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 49. týden 2024","2024-W49","35.74","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 50. týden 2024","2024-W50","35.72","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 51. týden 2024","2024-W51","35.62","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2025","2025-W02","35.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2025","2025-W03","36.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2025","2025-W04","36.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2025","2025-W05","36.81","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2025","2025-W06","36.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2025","2025-W07","36.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2025","2025-W08","36.52","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 09. týden 2025","2025-W09","36.51","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 10. týden 2025","2025-W10","36.17","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 11. týden 2025","2025-W11","35.59","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 12. týden 2025","2025-W12","35.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 13. týden 2025","2025-W13","34.71","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 14. týden 2025","2025-W14","34.8","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 15. týden 2025","2025-W15","35.02","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 16. týden 2025","2025-W16","34.5","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 17. týden 2025","2025-W17","34.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 18. týden 2025","2025-W18","34.18","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 19. týden 2025","2025-W19","34.02","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 20. týden 2025","2025-W20","33.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 21. týden 2025","2025-W21","33.92","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 22. týden 2025","2025-W22","33.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 23. týden 2025","2025-W23","33.89","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 24. týden 2025","2025-W24","33.89","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 25. týden 2025","2025-W25","33.95","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 26. týden 2025","2025-W26","34.87","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 27. týden 2025","2025-W27","34.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 28. týden 2025","2025-W28","34.73","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 29. týden 2025","2025-W29","34.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 30. týden 2025","2025-W30","34.69","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 31. týden 2025","2025-W31","34.67","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 32. týden 2025","2025-W32","34.66","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 33. týden 2025","2025-W33","34.52","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 34. týden 2025","2025-W34","34.42","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 35. týden 2025","2025-W35","34.26","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 36. týden 2025","2025-W36","34.2","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 37. týden 2025","2025-W37","34.3","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 38. týden 2025","2025-W38","34.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 39. týden 2025","2025-W39","34.36","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 40. týden 2025","2025-W40","34.39","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 41. týden 2025","2025-W41","34.38","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 42. týden 2025","2025-W42","34.37","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 43. týden 2025","2025-W43","34.23","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 44. týden 2025","2025-W44","34.22","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 45. týden 2025","2025-W45","34.46","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 46. týden 2025","2025-W46","34.54","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 47. týden 2025","2025-W47","34.7","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 48. týden 2025","2025-W48","34.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 49. týden 2025","2025-W49","34.63","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 50. týden 2025","2025-W50","34.32","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 51. týden 2025","2025-W51","33.9","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 52. týden 2025","2025-W52","33.32","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 01. týden 2026","2026-W01","33.25","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 02. týden 2026","2026-W02","33.06","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 03. týden 2026","2026-W03","32.91","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 04. týden 2026","2026-W04","32.88","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 05. týden 2026","2026-W05","33.0","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 06. týden 2026","2026-W06","33.22","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 07. týden 2026","2026-W07","33.23","koruna česká","Kč"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Benzin automobilový bezolovnatý Natural 95 oktanu","0722201","Česko","CZ"," 08. týden 2026","2026-W08","33.14","koruna česká","Kč"
