scope,sample,h,model,n_common,mm_n,mm_rmse,mm_mae,mm_bias,cumulative_arithmetic_n,cumulative_arithmetic_rmse,cumulative_arithmetic_mae,cumulative_arithmetic_bias,cumulative_compounded_n,cumulative_compounded_rmse,cumulative_compounded_mae,cumulative_compounded_bias
labour_common,recent_targets,6,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.4446906613519161,0.38097494425516715,0.2660844064317435,31,1.5054586445325653,1.398004293477091,1.398004293477091,31,1.531179991124154,1.4222407312620013,1.4222407312620013
labour_common,recent_targets,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.3823050267982941,0.31599671701992965,0.16714555295658862,31,1.1803132635749203,1.0507934993652672,1.033906820253731,31,1.198841924670293,1.0677636974599942,1.0506221570546388
labour_common,recent_targets,6,INDEPENDENT_BRIDGE,31,31,0.2353110866783148,0.18504997579658683,0.006830432317399949,31,0.8256883106110537,0.7221981263724797,0.048215869197558915,31,0.8347359192189683,0.7294889638156197,0.051251219896081904
labour_common,recent_targets,7,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.40576769159133735,0.358658572447142,0.2912808744516191,31,1.7950951586234665,1.711312362068741,1.711312362068741,31,1.8335183106446231,1.7476576430260773,1.7476576430260773
labour_common,recent_targets,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.3386850541480236,0.2931544289608955,0.18827770330628107,31,1.3698563731281357,1.2567713769958098,1.2543849483717062,31,1.396736771933379,1.2813723959117467,1.2789971790133334
labour_common,recent_targets,7,INDEPENDENT_BRIDGE,31,31,0.22090795218487586,0.17712279678994025,-0.01887175273570763,31,0.9481637099515104,0.8050334818347394,0.02043281051670507,31,0.9600272077955683,0.814707284586736,0.02496979801524208
labour_common,recent_targets,8,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.41209095062800566,0.3401865219485139,0.31798106835505174,31,2.1514159708012355,2.05833873838289,2.05833873838289,31,2.2057892460149677,2.1100810020394527,2.1100810020394527
labour_common,recent_targets,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.3245759683642648,0.2643070473942682,0.2128207590012533,31,1.6248967832516585,1.5171249258115664,1.5153309482751713,31,1.6623920846326936,1.5521721337104186,1.5503563868904728
labour_common,recent_targets,8,INDEPENDENT_BRIDGE,31,31,0.2414701924458868,0.19871557702396195,-0.026029498642574405,31,1.080409530152556,0.8695727599235682,0.024569405799803972,31,1.0959894691228007,0.881670050708212,0.030412131822211173
labour_common,recent_targets,9,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.45726677299634116,0.39978152274624373,0.39690501144689283,31,2.6040841579807887,2.517158109305638,2.517158109305638,31,2.6812758442894724,2.5914047423138227,2.5914047423138227
labour_common,recent_targets,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.36461440147875607,0.3105151399072352,0.27627336606534486,31,1.9676878348533626,1.869387221689418,1.869387221689418,31,2.020656357796354,1.9198235937562984,1.9198235937562984
labour_common,recent_targets,9,INDEPENDENT_BRIDGE,31,31,0.2369505520409813,0.1797471774329466,0.025459785027510583,31,1.2961337204952534,1.0410785938730456,0.165424175104068,31,1.3213488166946825,1.059750838067413,0.1757039312739894
labour_common,recent_targets,10,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.3675625625816446,0.3373719572742308,0.3258270464907032,31,2.9484482540913524,2.8830477068747458,2.8830477068747458,31,3.0491507610210937,2.980443201434843,2.980443201434843
labour_common,recent_targets,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.29375961796226524,0.24599630331484285,0.22044727692767688,31,2.274432871762585,2.1849858999986167,2.1849858999986167,31,2.346123115879199,2.2530045877338036,2.2530045877338036
labour_common,recent_targets,10,INDEPENDENT_BRIDGE,31,31,0.19486275446649584,0.14752728773015603,-0.014780140591199904,31,1.501776192883795,1.152563286569832,0.29291809559778337,31,1.5395852758431066,1.1782704969760442,0.3109214980715654
labour_common,recent_targets,11,CORE_AGG_CUMULATIVE_LABOUR_R13,31,31,0.44075969633079204,0.3725546255460262,0.36581731609602713,31,3.35054297491956,3.279072070316055,3.279072070316055,31,3.4789619377781844,3.403402910702094,3.403402910702094
labour_common,recent_targets,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,31,31,0.3509667494113822,0.290982140867796,0.2519472702436546,31,2.5454218261546093,2.472872086587447,2.472872086587447,31,2.6351014712566254,2.5587591003788845,2.5587591003788845
labour_common,recent_targets,11,INDEPENDENT_BRIDGE,31,31,0.2408348448396873,0.18249903874668089,0.04409697795495505,31,1.7097164884140599,1.322677676162184,0.41650582641029443,31,1.759352339876426,1.3570249366936256,0.44304648559761217
labour_common,recent_targets,12,CORE_AGG_CUMULATIVE_LABOUR_R13,30,30,0.7125098150619056,0.6524795716676591,0.6218222932268438,30,3.9941572210217138,3.9159356648432806,3.9159356648432806,30,4.168310952198815,4.085009993304606,4.085009993304606
labour_common,recent_targets,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,30,30,0.6222231263295509,0.5358522271288066,0.5154461088825472,30,3.0831578593463345,3.0059324943333112,3.0059324943333112,30,3.2046968445245865,3.123643236770484,3.123643236770484
labour_common,recent_targets,12,INDEPENDENT_BRIDGE,30,30,0.39342733202676977,0.2749792927763359,0.15076833133291412,30,2.020560782189277,1.5345634605680731,0.5516656019383585,30,2.0874426225934166,1.5798245125738637,0.5862175131494577
labour_common,recent_origins,1,CORE_AGG_CUMULATIVE_LABOUR_R13,30,30,0.27073567596117337,0.2169576828226364,0.1488687058543495,30,0.27073567596117337,0.2169576828226364,0.1488687058543495,30,0.2707356759611734,0.2169576828226364,0.14886870585434953
labour_common,recent_origins,1,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,30,30,0.25972271965504556,0.20821113472019276,0.12536114181446034,30,0.25972271965504556,0.20821113472019276,0.12536114181446034,30,0.25972271965504556,0.20821113472019273,0.12536114181446034
labour_common,recent_origins,1,INDEPENDENT_BRIDGE,30,30,0.21888029643592544,0.1811209506523802,-0.041063650525510184,30,0.21888029643592544,0.1811209506523802,-0.041063650525510184,30,0.2188802964359255,0.18112095065238024,-0.041063650525510184
labour_common,recent_origins,2,CORE_AGG_CUMULATIVE_LABOUR_R13,29,29,0.2784513496893181,0.22695289443853545,0.1808836882724896,29,0.4690163590599619,0.37241002908526355,0.3398917783635092,29,0.4704176735503274,0.37363872456605196,0.3411086390610454
labour_common,recent_origins,2,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,29,29,0.2546228853797614,0.2053885039006887,0.14368233874188546,29,0.42868956069412234,0.3431347217645228,0.2789816826995832,29,0.42991842807107866,0.34416660775006586,0.2799572920901733
labour_common,recent_origins,2,INDEPENDENT_BRIDGE,29,29,0.20030055989268833,0.1572300284742763,-0.03160547732953312,29,0.3514433067597244,0.3002496126460586,-0.06837361509039191,29,0.3523071281182933,0.300876852492699,-0.0683761708838142
labour_common,recent_origins,3,CORE_AGG_CUMULATIVE_LABOUR_R13,28,28,0.2786849648873293,0.2200544207807519,0.19187604617752754,28,0.6458700486291117,0.5460847825920376,0.5436508932389253,28,0.6501858578963363,0.5502576311424475,0.5478047858249333
labour_common,recent_origins,3,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,28,28,0.24165346319467312,0.190071083343295,0.1391863054879421,28,0.5527369827061269,0.45803308498280193,0.4303486403765677,28,0.556155542280385,0.4614904061293156,0.43361517993231036
labour_common,recent_origins,3,INDEPENDENT_BRIDGE,28,28,0.17266550821974744,0.13781210199880947,-0.004859723962744732,28,0.4255828051134777,0.36689820420798414,-0.07491038446508977,28,0.42715289698131337,0.36814569254023716,-0.07458017898847794
labour_common,recent_origins,4,CORE_AGG_CUMULATIVE_LABOUR_R13,27,27,0.2983051438745343,0.24846103005709036,0.20603375173999716,27,0.8570434907787616,0.758531355235803,0.755828132153397,27,0.8662214025171999,0.7671281000370574,0.7643835369517364
labour_common,recent_origins,4,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,27,27,0.2585148717547663,0.20166789812256639,0.1312853739281684,27,0.7030352409655598,0.6002767545988966,0.5686141096408549,27,0.7100479031002964,0.6068961565369557,0.5749346463206341
labour_common,recent_origins,4,INDEPENDENT_BRIDGE,27,27,0.16134231972233254,0.12908457260771902,-0.020368265443839524,27,0.4813464547550784,0.4083634653154012,-0.0956214878878402,27,0.4840538109917514,0.4105071826413254,-0.09466574346577329
labour_common,recent_origins,5,CORE_AGG_CUMULATIVE_LABOUR_R13,26,26,0.39175786249294026,0.3032944355470925,0.24805565101113544,26,1.1526018879112037,1.0158733965364606,1.0158733965364606,26,1.1689159955743884,1.0308716706631065,1.0308716706631065
labour_common,recent_origins,5,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,26,26,0.34298129206056116,0.25897484764735124,0.1644172756513125,26,0.9296696057509891,0.7641751959527033,0.7475155998116852,26,0.941898220688241,0.7750458482042648,0.7581678020101845
labour_common,recent_origins,5,INDEPENDENT_BRIDGE,26,26,0.21251130574728633,0.1387457156696801,-0.03549259318832842,26,0.5823597969458815,0.508363114484863,-0.13287408428939032,26,0.5870403777782792,0.5120752674244007,-0.13172441858501838
labour_common,recent_origins,6,CORE_AGG_CUMULATIVE_LABOUR_R13,25,25,0.4015732145218948,0.3404043849544798,0.24024098535556646,25,1.3852143426045531,1.2785031762037804,1.2785031762037804,25,1.4106722790048176,1.3019810878462375,1.3019810878462375
labour_common,recent_origins,6,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,25,25,0.3436477008190503,0.27928097047749634,0.13792801081208292,25,1.0593300989346828,0.9334054512162746,0.9124659691179695,25,1.0775379768135323,0.9496299302649581,0.9283744201623175
labour_common,recent_origins,6,INDEPENDENT_BRIDGE,25,25,0.21129173311324304,0.1582223445042295,-0.06276988940996227,25,0.7274967183254016,0.6491496376318263,-0.18658836126507553,25,0.7349406901883445,0.6553689178458565,-0.18564588461437043
labour_common,recent_origins,7,CORE_AGG_CUMULATIVE_LABOUR_R13,24,24,0.3932719555890837,0.3464184111200806,0.29634708672348264,24,1.7123699752358499,1.6141108857791757,1.6141108857791757,24,1.7506433353643065,1.6496264717935472,1.6496264717935472
labour_common,recent_origins,7,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,24,24,0.31526593793456986,0.26936145394569994,0.18638397718767954,24,1.2757508083633549,1.1485307842044916,1.145448313898358,24,1.302076440710262,1.1719635473704926,1.1688955588767087
labour_common,recent_origins,7,INDEPENDENT_BRIDGE,24,24,0.20435143044695472,0.1644411891794487,-0.03669335899505266,24,0.8724861232724195,0.7488246632802941,-0.1968705727448005,24,0.8825306748738425,0.7573574890511351,-0.19477031131231456
labour_common,recent_origins,8,CORE_AGG_CUMULATIVE_LABOUR_R13,23,23,0.4255438055507457,0.34526408239548617,0.34011927777632794,23,2.103699841956157,1.9958996092709105,1.9958996092709105,23,2.1582696812753364,2.0470760142254316,2.0470760142254316
labour_common,recent_origins,8,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,23,23,0.33093034294829504,0.25853393676672665,0.22543990967334113,23,1.5478909060398858,1.4247165392760563,1.422298569553089,23,1.5844801487395994,1.4582315562282577,1.4557842452970262
labour_common,recent_origins,8,INDEPENDENT_BRIDGE,23,23,0.22152025648412974,0.1935959364619602,-0.020068346045995045,23,1.0413895581475845,0.8684282832794893,-0.18368830953077528,23,1.0552278188879338,0.8795966316986991,-0.18032234752642423
labour_common,recent_origins,9,CORE_AGG_CUMULATIVE_LABOUR_R13,22,22,0.416354694515116,0.3603557339548915,0.3563024680330789,22,2.5060630479485315,2.4113019831321023,2.4113019831321023,22,2.581883779287795,2.4834576942179747,2.4834576942179747
labour_common,recent_origins,9,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,22,22,0.3021926629557228,0.2558949440740502,0.21628406328593536,22,1.791813710033026,1.7044965065375337,1.7044965065375337,22,1.8406382211290004,1.7508526323613935,1.7508526323613935
labour_common,recent_origins,9,INDEPENDENT_BRIDGE,22,22,0.1686760545571581,0.13895764869318247,-0.020940455811605956,22,1.1367998024035357,0.9723282628701181,-0.15567573863749584,22,1.1551012126859848,0.9877626623790928,-0.15129110348134783
labour_common,recent_origins,10,CORE_AGG_CUMULATIVE_LABOUR_R13,21,21,0.3668560188637525,0.33373380233067024,0.33373380233067024,21,2.8838719514649696,2.806166942250923,2.806166942250923,21,2.9847734847889966,2.9026731684174027,2.9026731684174027
labour_common,recent_origins,10,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,21,21,0.26063808745398265,0.2141108708863698,0.20374889245525213,21,2.0370339806939546,1.9765483579536414,1.9765483579536414,21,2.1009737211558375,2.0379144986377087,2.0379144986377087
labour_common,recent_origins,10,INDEPENDENT_BRIDGE,21,21,0.1828745081692194,0.13026541337192962,-0.03611079596635757,21,1.2224059673082865,0.9927827162042258,-0.14596659176694354,21,1.2447247477289984,1.0103475741229593,-0.13826674719806656
labour_common,recent_origins,11,CORE_AGG_CUMULATIVE_LABOUR_R13,20,20,0.3956152693833951,0.338386941524696,0.338386941524696,20,3.2401662764775767,3.1555375906177323,3.1555375906177323,20,3.3667341420801455,3.2767998858840244,3.2767998858840244
labour_common,recent_origins,11,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,20,20,0.2894122184303944,0.24924062988244983,0.2048985002209617,20,2.2538133918178254,2.202589232824114,2.202589232824114,20,2.33211928796057,2.2783820153782703,2.2783820153782703
labour_common,recent_origins,11,INDEPENDENT_BRIDGE,20,20,0.15764284805466514,0.12038052984610255,-0.02495132947415507,20,1.3498529278570301,1.0838130302766917,-0.19328191340517728,20,1.3740327994518862,1.1047203250673703,-0.18341689130634523
labour_common,recent_origins,12,CORE_AGG_CUMULATIVE_LABOUR_R13,19,19,0.6551858618765825,0.6091026675817053,0.6091026675817053,19,3.8705816300186493,3.7818878665843383,3.7818878665843383,19,4.043346349731877,3.9483192877953406,3.9483192877953406
labour_common,recent_origins,12,CORE_AGG_CUMULATIVE_LABOUR_CONTROL_R13,19,19,0.48950206713851696,0.4257966548638554,0.4257966548638554,19,2.700429329263756,2.6419725251688195,2.6419725251688195,19,2.8067893305640053,2.7451202126430885,2.7451202126430885
labour_common,recent_origins,12,INDEPENDENT_BRIDGE,19,19,0.21759617404786805,0.15910159809344238,-0.02350999338366829,19,1.546492396191417,1.1956751484589412,-0.2735310864710017,19,1.5759908993751304,1.2202167937576416,-0.2649924580090226
