origin,as_of,product,a,b,lam,beta0,beta1,phi,n_longrun,n_dynamic,train_start,train_end,last_training_available,longrun_boundary,dynamic_boundary
2019-07,2019-08-11 23:59:00,petrol95,5.2426423851025765,0.8947218772174829,0.03877725283275937,0.08097094251845632,0.14871132916344795,0.5940925826208657,260,240,2014-05-12,2019-07-29,2019-08-09 00:00:00,False,False
2019-07,2019-08-11 23:59:00,diesel,5.612641786492883,1.0167980397186862,0.03564970850964943,0.10304532035925223,0.1487728606047119,0.5461862116950031,260,240,2014-05-12,2019-07-29,2019-08-09 00:00:00,False,False
2019-08,2019-09-09 23:59:00,petrol95,5.178385879761199,0.904774933961858,0.03914633161408357,0.08398633436208103,0.14444726015686135,0.5927273118987646,260,240,2014-06-09,2019-08-26,2019-09-06 00:00:00,False,False
2019-08,2019-09-09 23:59:00,diesel,5.535172590046922,1.0281100530820646,0.03601256034823604,0.10917874631138297,0.1424719089512194,0.5449512895877882,260,240,2014-06-09,2019-08-26,2019-09-06 00:00:00,False,False
2019-09,2019-10-09 23:59:00,petrol95,5.040107387971275,0.9224862091003386,0.0409686549089054,0.08628817991228788,0.13930158483170346,0.5846033414017766,260,240,2014-07-07,2019-09-23,2019-10-04 00:00:00,False,False
2019-09,2019-10-09 23:59:00,diesel,5.356559372305488,1.050747675856919,0.03780509082409035,0.11233044917885543,0.13841477102290814,0.5373094560687399,260,240,2014-07-07,2019-09-23,2019-10-04 00:00:00,False,False
2019-10,2019-11-10 23:59:00,petrol95,5.067184102147328,0.9202465114814385,0.04264559252327613,0.08204632889899138,0.13546952085231798,0.5833988597965853,260,240,2014-08-11,2019-10-28,2019-11-08 00:00:00,False,False
2019-10,2019-11-10 23:59:00,diesel,5.300278188621587,1.0594012313311822,0.04102660242223011,0.10554931256033973,0.13753776818187757,0.5205088056009961,260,240,2014-08-11,2019-10-28,2019-11-08 00:00:00,False,False
2019-11,2019-12-09 23:59:00,petrol95,5.1264832271161165,0.9131486243492111,0.04275207513041599,0.08238208203707043,0.1338488417938549,0.5849034787074938,260,240,2014-09-08,2019-11-25,2019-12-06 00:00:00,False,False
2019-11,2019-12-09 23:59:00,diesel,5.285988875134314,1.0618859369272124,0.0409679963961014,0.10690312749665848,0.1359047978623446,0.5226795893622987,260,240,2014-09-08,2019-11-25,2019-12-06 00:00:00,False,False
2019-12,2020-01-12 23:59:00,petrol95,5.2269300554557825,0.9001374004318374,0.04172477045044026,0.0822801236008543,0.13487243997763573,0.5891128242086764,260,240,2014-09-29,2019-12-16,2019-12-27 00:00:00,False,False
2019-12,2020-01-12 23:59:00,diesel,5.31835639949569,1.0576230925209982,0.040633120401500265,0.10639701888645892,0.1365978706931658,0.5240422314683749,260,240,2014-09-29,2019-12-16,2019-12-27 00:00:00,False,False
2020-01,2020-02-13 23:59:00,petrol95,5.4901148222639575,0.86670476846589,0.04212534296600308,0.08647704631507452,0.13374149567720867,0.5892577650281067,260,238,2014-10-27,2020-01-27,2020-02-07 00:00:00,False,False
2020-01,2020-02-13 23:59:00,diesel,5.510957094690246,1.0335602105925221,0.04030015983242879,0.11121586290192376,0.13643601632626406,0.5249248160432037,260,238,2014-10-27,2020-01-27,2020-02-07 00:00:00,False,False
2020-02,2020-03-09 23:59:00,petrol95,5.797506448889044,0.8284858170771119,0.04152489766307474,0.09243181448256105,0.12828756325948254,0.6014123987771484,260,238,2014-11-24,2020-02-24,2020-03-06 00:00:00,False,False
2020-02,2020-03-09 23:59:00,diesel,5.820064202707527,0.9958232287605738,0.039752312045861195,0.11597018794548641,0.13164875016918234,0.534026787783938,260,238,2014-11-24,2020-02-24,2020-03-06 00:00:00,False,False
2020-03,2020-04-13 23:59:00,petrol95,6.293614931384994,0.7679100558932457,0.029506912234265104,0.10815749843880668,0.14681108985451646,0.6436919496368928,260,239,2015-01-19,2020-03-30,2020-04-10 00:00:00,False,False
2020-03,2020-04-13 23:59:00,diesel,6.582080649528389,0.9038496120918064,0.03177311871881953,0.1218153663124511,0.14407993885439765,0.5505545277473334,260,239,2015-01-19,2020-03-30,2020-04-10 00:00:00,False,False
2020-04,2020-05-12 23:59:00,petrol95,6.33158322218911,0.7627881756317912,0.03024047505204405,0.1058013928557539,0.1491671248913626,0.6173848747927992,260,238,2015-02-02,2020-04-06,2020-04-17 00:00:00,False,False
2020-04,2020-05-12 23:59:00,diesel,6.889333427016847,0.8664645236393704,0.026623599020172695,0.12373247116231267,0.14675855795800416,0.5487866114299906,260,238,2015-02-02,2020-04-06,2020-04-17 00:00:00,False,False
2020-05,2020-06-09 23:59:00,petrol95,6.103243452804313,0.790070070769046,0.03228586869235725,0.10193501449655007,0.1366587045493545,0.6015697186875935,260,238,2015-03-02,2020-05-25,2020-06-05 00:00:00,False,False
2020-05,2020-06-09 23:59:00,diesel,6.885169553063883,0.8664086579781966,0.030723104610138243,0.11696882657979718,0.12840240341562442,0.5417425729072891,260,238,2015-03-02,2020-05-25,2020-06-05 00:00:00,False,False
2020-06,2020-07-09 23:59:00,petrol95,5.875642280949525,0.8153442966698853,0.03118979899643928,0.10582884777878049,0.136053658667258,0.6045520176847038,260,238,2015-03-30,2020-06-22,2020-07-03 00:00:00,False,False
2020-06,2020-07-09 23:59:00,diesel,6.756930746939511,0.8787417891597977,0.031521109953524216,0.1218905995338766,0.12375014182107566,0.5393983663943536,260,238,2015-03-30,2020-06-22,2020-07-03 00:00:00,False,False
2020-07,2020-08-12 23:59:00,petrol95,5.745042652986806,0.8289456323973963,0.03350360761153339,0.10486048562905098,0.13268967367069887,0.6005267217471643,260,240,2015-05-11,2020-07-27,2020-08-07 00:00:00,False,False
2020-07,2020-08-12 23:59:00,diesel,6.712908183471675,0.8809886555481374,0.03646643873724867,0.11910634916839274,0.12090439640468464,0.5274647301430845,260,240,2015-05-11,2020-07-27,2020-08-07 00:00:00,False,False
2020-08,2020-09-09 23:59:00,petrol95,5.6990681159393946,0.8328263176171476,0.03309459012112727,0.10467707439671448,0.13432810972310116,0.5980692375776182,260,240,2015-06-08,2020-08-24,2020-09-04 00:00:00,False,False
2020-08,2020-09-09 23:59:00,diesel,6.734903531666561,0.8761612120871334,0.03668298151466353,0.11886060354103622,0.1206009383792269,0.5273501178064948,260,240,2015-06-08,2020-08-24,2020-09-04 00:00:00,False,False
2020-09,2020-10-11 23:59:00,petrol95,5.676677068990777,0.8319538589883292,0.03547720710886218,0.10718651635045123,0.13039394161550563,0.5938910383144613,260,240,2015-07-13,2020-09-28,2020-10-09 00:00:00,False,False
2020-09,2020-10-11 23:59:00,diesel,6.758610869705184,0.8691028061986712,0.03946724638132643,0.12169034315389815,0.11712896883883682,0.5234390915694398,260,240,2015-07-13,2020-09-28,2020-10-09 00:00:00,False,False
2020-10,2020-11-09 23:59:00,petrol95,5.660866209830565,0.8299844958283933,0.04203492622912323,0.10829846321718994,0.1267604025646456,0.5802346263300292,260,240,2015-08-10,2020-10-26,2020-11-06 00:00:00,False,False
2020-10,2020-11-09 23:59:00,diesel,6.742021415432765,0.8674618809152026,0.03921033895385042,0.11777355093859176,0.1212491013638016,0.5219461105276111,260,240,2015-08-10,2020-10-26,2020-11-06 00:00:00,False,False
2020-11,2020-12-09 23:59:00,petrol95,5.504757850860955,0.8439838028442286,0.055461164815901735,0.11173024315248958,0.124477554685217,0.5530173635871458,260,240,2015-09-07,2020-11-23,2020-12-04 00:00:00,False,False
2020-11,2020-12-09 23:59:00,diesel,6.636274505237059,0.8768386377463847,0.04233306551711246,0.11731394638972081,0.12242328175566614,0.5175884071213163,260,240,2015-09-07,2020-11-23,2020-12-04 00:00:00,False,False
2020-12,2021-01-12 23:59:00,petrol95,5.3744734040440525,0.8553489365896967,0.05670167404576294,0.11355606630951531,0.12060750894874199,0.5500923728909225,260,240,2015-10-05,2020-12-21,2021-01-01 00:00:00,False,False
2020-12,2021-01-12 23:59:00,diesel,6.5414903167955565,0.885209851727526,0.04328659201849626,0.11841742122799959,0.12086131605424483,0.5102062742320741,260,240,2015-10-05,2020-12-21,2021-01-01 00:00:00,False,False
2021-01,2021-02-11 23:59:00,petrol95,5.317770237285962,0.8594516712698721,0.04699947441231752,0.11258909111107801,0.13256239269384423,0.5580879462290446,260,238,2015-10-26,2021-01-25,2021-02-05 00:00:00,False,False
2021-01,2021-02-11 23:59:00,diesel,6.513451780324498,0.8872594018668392,0.04180207925497162,0.11897647659978206,0.12229813623136285,0.5112841203869666,260,238,2015-10-26,2021-01-25,2021-02-05 00:00:00,False,False
2021-02,2021-03-09 23:59:00,petrol95,5.291091818098566,0.8595106795397075,0.043543506504195674,0.11560938155174816,0.13165292410041465,0.5587178419416169,260,238,2015-11-23,2021-02-22,2021-03-05 00:00:00,False,False
2021-02,2021-03-09 23:59:00,diesel,6.483885409010418,0.888600998958805,0.04196856156937003,0.1211219952268539,0.11885719949809723,0.5117561276607958,260,238,2015-11-23,2021-02-22,2021-03-05 00:00:00,False,False
2021-03,2021-04-12 23:59:00,petrol95,5.2665090009021895,0.8594744668200341,0.04857249853763106,0.12095289388094133,0.12714995155891176,0.5673405415664642,260,239,2016-01-18,2021-03-29,2021-04-09 00:00:00,False,False
2021-03,2021-04-12 23:59:00,diesel,6.416578922163895,0.8939733727977637,0.04391184795332258,0.127484058382912,0.11628592496332105,0.5187867996782213,260,239,2016-01-18,2021-03-29,2021-04-09 00:00:00,False,False
2021-04,2021-05-10 23:59:00,petrol95,5.1588071082347575,0.8722819457532767,0.05055076151188124,0.12154853239553248,0.12724848051837442,0.563348489732656,260,238,2016-02-01,2021-04-26,2021-05-07 00:00:00,False,False
2021-04,2021-05-10 23:59:00,diesel,6.325142312841877,0.9047586251089327,0.04584290968492276,0.12813299762276387,0.11265982134243904,0.5101646385970373,260,238,2016-02-01,2021-04-26,2021-05-07 00:00:00,False,False
2021-05,2021-06-09 23:59:00,petrol95,5.147317998285854,0.8745231959118088,0.05217570056575664,0.12102339375843707,0.1314428432693854,0.5405199580489394,260,238,2016-02-29,2021-05-24,2021-06-04 00:00:00,False,False
2021-05,2021-06-09 23:59:00,diesel,6.407498861759913,0.8960163771572273,0.051630382164183815,0.12863120219265106,0.11714705295083895,0.4593534830940403,260,238,2016-02-29,2021-05-24,2021-06-04 00:00:00,False,False
2021-06,2021-07-12 23:59:00,petrol95,5.2736148856893585,0.8623320566250945,0.049653642913728105,0.12477448671353014,0.13398187191441263,0.54056110639243,260,239,2016-04-18,2021-06-28,2021-07-09 00:00:00,False,False
2021-06,2021-07-12 23:59:00,diesel,6.616861872470504,0.8741692545636336,0.04624159921629958,0.1323014657166775,0.12091867156200653,0.4641556592090947,260,239,2016-04-18,2021-06-28,2021-07-09 00:00:00,False,False
2021-07,2021-08-09 23:59:00,petrol95,5.283501709701629,0.8632721402323467,0.05324140496529876,0.12274994188423399,0.13761991770647602,0.5170420008590969,260,240,2016-05-09,2021-07-26,2021-08-06 00:00:00,False,False
2021-07,2021-08-09 23:59:00,diesel,6.739982588035713,0.862816037499186,0.049117941157821324,0.129117674177254,0.12505475372123825,0.442981619053336,260,240,2016-05-09,2021-07-26,2021-08-06 00:00:00,False,False
2021-08,2021-09-09 23:59:00,petrol95,5.252693731880355,0.8705473660092461,0.04727686030294528,0.11918132155722466,0.13759288733732575,0.5280882882244469,260,240,2016-06-06,2021-08-23,2021-09-03 00:00:00,False,False
2021-08,2021-09-09 23:59:00,diesel,6.790813767109166,0.8612910361218594,0.0438389795056217,0.12908507478855435,0.12129490273727067,0.45122799609625164,260,240,2016-06-06,2021-08-23,2021-09-03 00:00:00,False,False
2021-09,2021-10-10 23:59:00,petrol95,5.1562949781498855,0.8848331697764584,0.04476809483560983,0.12325694129617654,0.1371176904809366,0.5311647418293073,260,240,2016-07-11,2021-09-27,2021-10-08 00:00:00,False,False
2021-09,2021-10-10 23:59:00,diesel,6.771944787228004,0.8674205331678357,0.04112660694101099,0.13069994069625002,0.12354668525490407,0.4567878672670705,260,240,2016-07-11,2021-09-27,2021-10-08 00:00:00,False,False
2021-10,2021-11-09 23:59:00,petrol95,4.976737429473964,0.908232869412549,0.031193739240313264,0.13578951684014795,0.14916202529627648,0.570666729819259,260,240,2016-08-08,2021-10-25,2021-11-05 00:00:00,False,False
2021-10,2021-11-09 23:59:00,diesel,6.593712181555547,0.8926492317168916,0.013992939834511865,0.15259392527999693,0.13257241086182442,0.5782099724259451,260,240,2016-08-08,2021-10-25,2021-11-05 00:00:00,False,False
2021-11,2021-12-09 23:59:00,petrol95,4.708668781572309,0.9448247049947621,0.027211919200515654,0.13222960799518935,0.15161369639316236,0.5844732292497815,260,240,2016-09-05,2021-11-22,2021-12-03 00:00:00,False,False
2021-11,2021-12-09 23:59:00,diesel,6.313619234322826,0.9330323278578523,0.018283749743945192,0.14873642162294431,0.12699709793852232,0.5807020534202143,260,240,2016-09-05,2021-11-22,2021-12-03 00:00:00,False,False
2021-12,2022-01-11 23:59:00,petrol95,4.531119730487736,0.9711346883130723,0.026678652672797766,0.13241878687395842,0.15234198938412008,0.578001464969144,260,240,2016-10-03,2021-12-20,2021-12-31 00:00:00,False,False
2021-12,2022-01-11 23:59:00,diesel,6.1492399089104,0.960091654974747,0.016537159145571023,0.14026600657357896,0.13366632335079592,0.5737181431582438,260,240,2016-10-03,2021-12-20,2021-12-31 00:00:00,False,False
2022-01,2022-02-13 23:59:00,petrol95,4.411858731147872,0.988786989520057,0.028929079276516893,0.13273305027644755,0.1484633165670884,0.5751121038155274,260,238,2016-11-07,2022-01-31,2022-02-11 00:00:00,False,False
2022-01,2022-02-13 23:59:00,diesel,5.988234107963513,0.9853034615326995,0.017635746204003856,0.13972382369058184,0.13184169912796578,0.5721310771708241,260,238,2016-11-07,2022-01-31,2022-02-11 00:00:00,False,False
2022-02,2022-03-09 23:59:00,petrol95,4.3158512046892445,1.0003054324190135,0.027631823727768016,0.13567479519109876,0.15259118149577916,0.5769460420842534,260,238,2016-11-28,2022-02-21,2022-03-04 00:00:00,False,False
2022-02,2022-03-09 23:59:00,diesel,5.852494370921181,1.0027742681386234,0.015501085458409704,0.14345819033310303,0.13753893129255973,0.5735289034114156,260,238,2016-11-28,2022-02-21,2022-03-04 00:00:00,False,False
2022-03,2022-04-10 23:59:00,petrol95,3.699873599981293,1.077086274491979,0.058022541866850026,0.5206134903822064,0.02460535408290766,0.3995795226632061,260,239,2017-01-16,2022-03-28,2022-04-08 00:00:00,False,False
2022-03,2022-04-10 23:59:00,diesel,4.411656888780899,1.1802607330565638,0.04731137478796398,0.7813180587477243,1.5288130476931661e-12,0.3301029432669406,260,239,2017-01-16,2022-03-28,2022-04-08 00:00:00,False,True
2022-04,2022-05-09 23:59:00,petrol95,3.354669037719995,1.1205692683290658,0.05701720263395619,0.48618978880300245,0.08390649713707778,0.3594462449620714,260,239,2017-01-30,2022-04-11,2022-04-22 00:00:00,False,False
2022-04,2022-05-09 23:59:00,diesel,3.762716806024043,1.2616931803641742,0.048588247260851106,0.7402454765934251,3.1156866442943e-10,0.34114847694014366,260,239,2017-01-30,2022-04-11,2022-04-22 00:00:00,False,False
2022-05,2022-06-09 23:59:00,petrol95,2.9723531609049694,1.1678859329584108,0.04590902489885586,0.5038295433806386,0.08245751057306375,0.3796092669967609,260,238,2017-02-27,2022-05-23,2022-06-03 00:00:00,False,False
2022-05,2022-06-09 23:59:00,diesel,3.1635068241513875,1.3359886651216408,0.055667840590042615,0.7449934828910588,2.119621240132699e-16,0.33161674289043247,260,238,2017-02-27,2022-05-23,2022-06-03 00:00:00,False,True
2022-06,2022-07-12 23:59:00,petrol95,2.3130128723499785,1.2470378985177069,0.03864616099969025,0.5050145922783547,0.08959533792476972,0.390817605211795,260,238,2017-04-03,2022-06-27,2022-07-08 00:00:00,False,False
2022-06,2022-07-12 23:59:00,diesel,2.620208664395564,1.4017859635814856,0.049587358790972695,0.7363885711598045,6.2518269337727204e-18,0.357118427264428,260,238,2017-04-03,2022-06-27,2022-07-08 00:00:00,False,True
2022-07,2022-08-09 23:59:00,petrol95,1.822657850652906,1.3058027419166098,0.04930235120710605,0.5039261158492662,0.08235822014362892,0.3846383106587029,260,240,2017-05-08,2022-07-25,2022-08-05 00:00:00,False,False
2022-07,2022-08-09 23:59:00,diesel,2.138904495249595,1.4601937105003389,0.057746380046876364,0.7273700462991954,8.595747348909324e-10,0.3458501093791567,260,240,2017-05-08,2022-07-25,2022-08-05 00:00:00,False,False
2022-08,2022-09-11 23:59:00,petrol95,1.6660796792003993,1.3232450491095054,0.06031611713976925,0.5041806174867983,0.08042858427734498,0.4039381703216319,260,240,2017-06-12,2022-08-29,2022-09-09 00:00:00,False,False
2022-08,2022-09-11 23:59:00,diesel,1.8166844095577928,1.4995074959846082,0.05465717329304931,0.7322638524847781,1.4510325657857036e-13,0.3355085786082486,260,240,2017-06-12,2022-08-29,2022-09-09 00:00:00,False,True
2022-09,2022-10-10 23:59:00,petrol95,1.562196912225473,1.3330762382856465,0.061770245958664594,0.5095641275429192,0.09123293996865117,0.39908543261783663,260,240,2017-07-10,2022-09-26,2022-10-07 00:00:00,False,False
2022-09,2022-10-10 23:59:00,diesel,1.4593541633955507,1.5439177673907223,0.056731159961018754,0.7289924064809477,2.894410960314688e-16,0.3431542092631624,260,240,2017-07-10,2022-09-26,2022-10-07 00:00:00,False,True
2022-10,2022-11-09 23:59:00,petrol95,1.5081218334241264,1.3378458179619732,0.06976978226146685,0.5358191850457894,0.12164867526448203,0.3586679691395984,260,240,2017-08-07,2022-10-24,2022-11-04 00:00:00,False,False
2022-10,2022-11-09 23:59:00,diesel,1.1261003725424166,1.5856413770249107,0.036855298196706,0.7385933489122869,0.019915632908424193,0.37167330123951964,260,240,2017-08-07,2022-10-24,2022-11-04 00:00:00,False,False
2022-11,2022-12-11 23:59:00,petrol95,1.4220913379606377,1.3480181081709248,0.07438768983985995,0.5287148456997492,0.12102060572765311,0.3556205868674758,260,240,2017-09-11,2022-11-28,2022-12-09 00:00:00,False,False
2022-11,2022-12-11 23:59:00,diesel,0.7982723934165931,1.6289203225268234,0.052249926582536396,0.7323808402787554,0.001771778987982047,0.3751037222474986,260,240,2017-09-11,2022-11-28,2022-12-09 00:00:00,False,False
2022-12,2023-01-10 23:59:00,petrol95,1.4103690978117627,1.3499071700616145,0.07543740806047983,0.5343905680099839,0.12038301248698577,0.3635002019896338,260,240,2017-10-09,2022-12-26,2023-01-06 00:00:00,False,False
2022-12,2023-01-10 23:59:00,diesel,0.7734472681110977,1.6375773558597326,0.05235105828778665,0.7334865184809554,0.004223433696946073,0.373076770736839,260,240,2017-10-09,2022-12-26,2023-01-06 00:00:00,False,False
2023-01,2023-02-09 23:59:00,petrol95,1.4148115241329886,1.3499629736906729,0.07516548824859255,0.5339144423945226,0.12378603701316039,0.3614975017489521,260,240,2017-11-06,2023-01-23,2023-02-03 00:00:00,False,False
2023-01,2023-02-09 23:59:00,diesel,0.770000226893658,1.6430907493578493,0.05224305011821349,0.7319696948084062,0.0038717887973329186,0.37262833029507786,260,240,2017-11-06,2023-01-23,2023-02-03 00:00:00,False,False
2023-02,2023-03-09 23:59:00,petrol95,1.428465938461148,1.3516151009878417,0.07488905983785005,0.5280585552128749,0.1306446391462474,0.36484124405603613,260,240,2017-12-04,2023-02-20,2023-03-03 00:00:00,False,False
2023-02,2023-03-09 23:59:00,diesel,0.7935147902978056,1.6464474354871206,0.052919750354384294,0.7168977785657928,0.027970397611889176,0.35937846572915405,260,240,2017-12-04,2023-02-20,2023-03-03 00:00:00,False,False
2023-03,2023-04-12 23:59:00,petrol95,1.4774240713351114,1.3515190363990335,0.07368172610087353,0.5177394140223679,0.12522332179001616,0.36721228951588425,260,242,2018-01-15,2023-03-27,2023-04-07 00:00:00,False,False
2023-03,2023-04-12 23:59:00,diesel,0.8694127443645444,1.646184198129845,0.05287036827835581,0.7074233120323392,0.02701045745039345,0.3579074557519291,260,242,2018-01-15,2023-03-27,2023-04-07 00:00:00,False,False
2023-04,2023-05-10 23:59:00,petrol95,1.5080890063608752,1.3522196293106667,0.07414714073907858,0.519973795291511,0.1255648226102726,0.36544714510820586,260,242,2018-02-12,2023-04-24,2023-05-05 00:00:00,False,False
2023-04,2023-05-10 23:59:00,diesel,0.9304062378972844,1.643610954722979,0.0563986031705648,0.6987018108655383,0.01024875100641733,0.3669486640074442,260,242,2018-02-12,2023-04-24,2023-05-05 00:00:00,False,False
2023-05,2023-06-11 23:59:00,petrol95,1.5563912519578547,1.3518133024239911,0.07104655966702718,0.518686683589257,0.12689934976394615,0.3627136556438928,260,242,2018-03-19,2023-05-29,2023-06-09 00:00:00,False,False
2023-05,2023-06-11 23:59:00,diesel,0.9885307938537181,1.6393878947715779,0.05637376738950585,0.6999067544756102,0.009612248656948158,0.37001478444500213,260,242,2018-03-19,2023-05-29,2023-06-09 00:00:00,False,False
2023-06,2023-07-12 23:59:00,petrol95,1.620425716014076,1.3504285829851892,0.06530072311499524,0.51885498506536,0.13074772488108963,0.36626811367964374,260,244,2018-04-23,2023-06-26,2023-07-07 00:00:00,False,False
2023-06,2023-07-12 23:59:00,diesel,1.0514998205039232,1.6356021719249159,0.05743376136661801,0.6995671706937947,0.006565172294137767,0.37216500674963243,260,244,2018-04-23,2023-06-26,2023-07-07 00:00:00,False,False
2023-07,2023-08-09 23:59:00,petrol95,1.6773265657176588,1.3510699138633087,0.06743931738198175,0.5205798114940583,0.13113271327381815,0.36602590190241147,260,244,2018-05-21,2023-07-24,2023-08-04 00:00:00,False,False
2023-07,2023-08-09 23:59:00,diesel,1.1104598722153098,1.6346722480555822,0.06021722650681397,0.699719831755245,0.00943404948505957,0.36986694087791677,260,244,2018-05-21,2023-07-24,2023-08-04 00:00:00,False,False
2023-08,2023-09-10 23:59:00,petrol95,1.6656695997228408,1.358334652320763,0.06183711565478679,0.5259058918884505,0.1385071082470002,0.36429485105132403,260,244,2018-06-25,2023-08-28,2023-09-08 00:00:00,False,False
2023-08,2023-09-10 23:59:00,diesel,1.1384531444469128,1.6369572504738799,0.06071022109360028,0.7024809383429036,0.011643802869719885,0.37390178240778915,260,244,2018-06-25,2023-08-28,2023-09-08 00:00:00,False,False
2023-09,2023-10-09 23:59:00,petrol95,1.6596740226171969,1.362339173596323,0.06633487131000594,0.5241182918458003,0.13348990811807915,0.36235805296673157,260,244,2018-07-23,2023-09-25,2023-10-06 00:00:00,False,False
2023-09,2023-10-09 23:59:00,diesel,1.1719419728599705,1.6373306421406668,0.0635807706175029,0.7038861666084454,0.017369519056089917,0.3674022283082875,260,244,2018-07-23,2023-09-25,2023-10-06 00:00:00,False,False
2023-10,2023-11-09 23:59:00,petrol95,1.678783051501088,1.36189189015021,0.06673787914205138,0.5200099919373228,0.1344735867885412,0.3653330876816884,260,244,2018-08-20,2023-10-23,2023-11-03 00:00:00,False,False
2023-10,2023-11-09 23:59:00,diesel,1.2142271725329423,1.6360386433045084,0.06497691713613886,0.693231927191378,0.02665559882544156,0.36127420711630687,260,244,2018-08-20,2023-10-23,2023-11-03 00:00:00,False,False
2023-11,2023-12-10 23:59:00,petrol95,1.6957404300299705,1.3636263155477528,0.07053204455355087,0.5187898520791103,0.13008703449617723,0.3634598349824086,260,244,2018-09-24,2023-11-27,2023-12-08 00:00:00,False,False
2023-11,2023-12-10 23:59:00,diesel,1.242870787491177,1.6397506717789048,0.06962649216150271,0.6906974924820506,0.02212712569636382,0.3595137943126922,260,244,2018-09-24,2023-11-27,2023-12-08 00:00:00,False,False
2023-12,2024-01-10 23:59:00,petrol95,1.6879944753471752,1.3688784275259385,0.07894264530737398,0.5235193115276483,0.13143821678301087,0.3579221455609874,260,244,2018-10-22,2023-12-25,2024-01-05 00:00:00,False,False
2023-12,2024-01-10 23:59:00,diesel,1.2348424596837833,1.6478995806038286,0.07561296586943804,0.6950347663264977,0.01994636560302508,0.3555431001719077,260,244,2018-10-22,2023-12-25,2024-01-05 00:00:00,False,False
2024-01,2024-02-14 23:59:00,petrol95,1.7003341307161846,1.3701401776271458,0.0785010204460552,0.5247505415231908,0.13381759868105433,0.35665784480639584,260,244,2018-11-26,2024-01-29,2024-02-09 00:00:00,False,False
2024-01,2024-02-14 23:59:00,diesel,1.2479151903157888,1.650397067444718,0.07394533345425945,0.6987358095027181,0.02862975458583875,0.35142740542524836,260,244,2018-11-26,2024-01-29,2024-02-09 00:00:00,False,False
2024-02,2024-03-10 23:59:00,petrol95,1.6852848143082564,1.3709219585982821,0.07722503667104184,0.5325925831052545,0.13783140327691162,0.35322882124010563,260,244,2019-01-21,2024-02-26,2024-03-08 00:00:00,False,False
2024-02,2024-03-10 23:59:00,diesel,1.209230413729659,1.6529590817279254,0.07286137093279356,0.7086572678843321,0.034432974969922286,0.3488874036517306,260,244,2019-01-21,2024-02-26,2024-03-08 00:00:00,False,False
2024-03,2024-04-09 23:59:00,petrol95,1.7039663494505102,1.3702387614517315,0.07815662754129334,0.533987869518417,0.1451648957971372,0.345781198884069,260,246,2019-02-04,2024-03-25,2024-04-05 00:00:00,False,False
2024-03,2024-04-09 23:59:00,diesel,1.2056588869554676,1.6536517298326088,0.0728374108774796,0.7091347773619152,0.042133430109726255,0.34364591625071245,260,246,2019-02-04,2024-03-25,2024-04-05 00:00:00,False,False
2024-04,2024-05-12 23:59:00,petrol95,1.7916946288510425,1.3662478048101707,0.08548090734558347,0.5347273979223829,0.14586918386971956,0.3394937342783046,260,246,2019-03-11,2024-04-29,2024-05-10 00:00:00,False,False
