origin,target,h,candidate,reference,metric,candidate_fuel_error,reference_fuel_error,shared_other_error,fuel_squared_gain,cross_term_gain,headline_squared_gain
2019-05,2020-05,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.10141637441860449,0.1790212928945401,-0.29508382017132284,0.02176334230941814,-0.04579991161592631,-0.024036569306508174
2019-06,2019-07,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.03939116100888729,0.030279296171416892,-0.25016181587547637,-0.0006348277889917004,0.004558881307506993,0.00392405351851529
2019-06,2019-07,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.03843415637393782,0.029543663454917046,-0.1833673052911741,-0.0006043563258389043,0.0032604514585422083,0.002656095132703304
2019-06,2019-08,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.053655824298447286,0.018998805118675133,-0.2747313297893541,-0.0025179928852084497,0.019042737931587908,0.01652474504637945
2019-06,2019-08,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.013910379904306297,-0.010985361865436763,-0.023957433322709387,-7.282049376753619e-05,0.0011928761469360207,0.0011200556531684846
2019-06,2019-09,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.06813746781010632,0.0497906731105644,0.16433135829375534,-0.0021636033907701945,-0.0060299073866247905,-0.008193510777394983
2019-06,2019-09,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.013977256730769189,0.02987633983212036,0.42579053431402525,0.000697231976046509,0.01353935817765481,0.014236590153701295
2019-06,2019-10,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.06516310696390404,0.07451467673019962,-0.06380612179730027,0.001306206539016955,-0.0011933747990084142,0.00011283174000854036
2019-06,2019-10,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.002808955942028596,0.024194239626404934,-0.222861712172431,0.000577470997615645,-0.012035956797016195,-0.01145848579940055
2019-06,2019-11,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.08254123265402713,0.09252320268478309,-0.34413571989895786,0.0017474879470032187,-0.0068703048850880495,-0.005122816938084834
2019-06,2019-11,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.016837467567567533,0.017440051482978326,-0.2725466050184671,2.0655081640045972e-05,-0.00032846440076789336,-0.00030780931912785525
2019-06,2019-12,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.09701572306932027,0.07225473672085059,-0.4699445350922016,-0.004191303544063607,0.02327258043591187,0.019081276891848242
2019-06,2019-12,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.014112958252427178,-0.019692499887107605,-0.12223395318895439,0.00018861896116898063,0.008264349575518103,0.008452968536687085
2019-06,2020-01,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.07369022419035787,0.0037374489276298384,-1.1485574257499906,-0.005416280616738563,0.16068955895965306,0.1552732783429145
2019-06,2020-01,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.022690883121951222,-0.06716713125398832,-0.6654416874272022,0.003996547344036444,0.059192699214827435,0.06318924655886393
2019-06,2020-02,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.11690268058287057,0.00222247859900504,-1.2436753464438537,-0.013661297316337627,0.28524987986507017,0.2715885825487325
2019-06,2020-02,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.04221591577928349,-0.001480518088451871,-0.09204166191704971,-0.0017799916112733237,0.008043784786069638,0.006263793174796314
2019-06,2020-03,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.28318748975206187,0.15385083380058306,-1.328382571217908,-0.05652507529093952,0.3436171191711027,0.2870920438801632
2019-06,2020-03,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.16278423948919443,0.14823334159129653,-0.08616026391973428,-0.004525585066753407,0.00250741840630398,-0.0020181666604494244
2019-06,2020-04,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.5950123073204434,0.51597323899108,-1.3197414208522247,-0.0878112625078516,0.20862226467966014,0.12081100217180851
2019-06,2020-04,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.3055506861602496,0.3548264387026223,0.004920316832747157,0.03254057978938643,0.0004849046293610399,0.03302548441874752
2019-06,2020-05,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.6949874432903544,0.693575318430421,-1.5767498488798903,-0.00196082399540376,0.004453135318999278,0.0024923113235955086
2019-06,2020-05,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.10141637441860449,0.1774050228213154,-0.2577670720302849,0.021187261122016864,-0.03917474281261116,-0.0179874816905943
2019-06,2020-06,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.6025444614015636,0.6628892055551545,-1.9861340325071182,0.07636227087584352,-0.23970550009276376,-0.16334322921692035
2019-06,2020-06,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.09107108963855381,-0.030438291297291475,-0.4586234642698718,-0.0073674537908547345,-0.05561524804729254,-0.06298270183814728
2019-07,2019-08,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.014313928497018402,-0.011304053903447464,0.11454088224684789,-7.710691436570963e-05,-0.005868612611067164,-0.005945719525432873
2019-07,2019-08,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.013910379904306297,-0.010985361865436777,0.044973826055475216,-7.282049376753589e-05,-0.0022393135197489073,-0.0023121340135164436
2019-07,2019-09,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.02878669191022487,0.019543490440087297,0.5877031055586301,-0.00044672561255242244,-0.010864516418607896,-0.011311242031160351
2019-07,2019-09,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.013977256730769189,0.029876339832120354,0.4581904637133542,0.0006972319760465086,0.014569616517650487,0.015266848493697
2019-07,2019-10,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.025885761995311007,0.04442433670847068,0.4634768034811505,0.001303449017909688,0.017184398698303464,0.01848784771621312
2019-07,2019-10,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.0028089559420286236,0.024194239626404934,-0.12125383930712569,0.0005774709976156448,-0.006548482272467462,-0.005971011274851817
2019-07,2019-11,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.0433292313335607,0.06252698264105572,0.2687429694184509,0.0020322012702376642,0.010318521385066316,0.012350722655303986
2019-07,2019-11,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.01683746756756753,0.017440051482978322,-0.19017969267928314,2.0655081640045972e-05,-0.00022919844769260736,-0.0002085433660525618
2019-07,2019-12,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.0579325047542989,0.04220405858501808,0.22569013042315955,-0.0015749925460592264,-0.007099510134597265,-0.00867450268065649
2019-07,2019-12,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.014112958252427171,-0.019692499887107612,-0.041913209801659246,0.00018861896116898112,0.002833790518887061,0.0030224094800560424
2019-07,2020-01,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.03462871976707049,-0.026628697282659708,-0.31876082260017125,-0.0004900607137347701,0.03905292929826751,0.03856286858453274
2019-07,2020-01,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.022690883121951222,-0.06716713125398832,-0.5327684141651813,0.003996547344036444,0.047391080370645024,0.05138762771468147
2019-07,2020-02,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.07818812664255903,-0.028160927376359446,-0.38280623181933215,-0.005320345317176258,0.08142216125306558,0.0761018159358893
2019-07,2020-02,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.042215915779283464,-0.001480518088451871,-0.06184386749506593,-0.0017799916112733213,0.0054047129322462705,0.0036247213209729496
2019-07,2020-03,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.24595754892525123,0.12480295688753484,-0.4590962959778566,-0.04491933782544548,0.11124324889044783,0.06632391106500235
2019-07,2020-03,8,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.16278423948919446,0.14823334159129656,-0.07498155217422994,-0.004525585066753407,0.0021820978198262486,-0.0023434872469271584
2019-07,2020-04,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.5606385726342538,0.49009162278800433,-0.3621138683905447,-0.07412581039839392,0.05109205782395825,-0.023033752574435653
2019-07,2020-04,9,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.30555068616024955,0.3548264387026223,0.09304456477518558,0.03254057978938647,0.009169681898549636,0.041710261687936095
2019-07,2020-05,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.6621207915801004,0.6698175208265655,-0.5528873287241574,0.010251568563587832,-0.008510848145982415,0.0017407204176053924
2019-07,2020-05,10,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.10141637441860449,0.1774050228213154,-0.18781093919549194,0.021187261122016864,-0.02854299884941831,-0.007355737727401447
2019-07,2020-06,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.5686097881583732,0.6021118518008404,-0.9939866955297014,0.03922159088952715,-0.06660121106680349,-0.027379620177276298
2019-07,2020-06,11,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.09107108963855379,-0.06596031746964812,-0.4295404529242895,-0.003943179887256732,-0.02157218490142077,-0.025515364788677497
2019-07,2020-07,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.43583420687199226,0.4601494299067972,-1.173825183632577,0.021786041963811897,-0.05708364228779394,-0.0352976003239821
2019-07,2020-07,12,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.1290610247663557,-0.13795151768537647,-0.1091501317265604,0.002373873117956858,0.0019407969464503405,0.004314670064407201
2019-08,2019-09,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.014424441452744574,0.030832195689876496,0.4141393900643435,0.0007425597798351828,0.013590194664182924,0.014332754444018103
2019-08,2019-09,1,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.013977256730769189,0.02987633983212036,0.4208847817848741,0.000697231976046509,0.013383364243383534,0.014080596219430058
2019-08,2019-10,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.011537535457831982,0.055676439781985554,0.3129548785990379,0.0029667512223563335,0.02762697088852006,0.030593722110876395
2019-08,2019-10,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.0028089559420286236,0.024194239626404934,-0.09887805381086079,0.0005774709976156448,-0.005340046848961542,-0.004762575851345898
2019-08,2019-11,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.028924974416151272,0.0737632106367152,0.09611773569623239,0.004604357098461409,0.008619499476266796,0.013223856574728205
2019-08,2019-11,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.01683746756756753,0.017440051482978322,-0.21134641679168686,2.0655081640045972e-05,-0.0002547079026767519,-0.00023405282103670932
2019-08,2019-12,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.04349645608500996,0.053480645501172486,0.05767560622566181,0.000968237751266881,0.0011516883544980202,0.0021199261057649015
2019-08,2019-12,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.014112958252427171,-0.019692499887107612,-0.03736349254043869,0.00018861896116898112,0.0025261799660452407,0.002714798927214222
2019-08,2020-01,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.020260625201366622,-0.015245763757826492,-0.4591712505357317,-0.00017805962099079654,0.0326070260408016,0.0324289664198108
2019-08,2020-01,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,-0.022690883121951222,-0.06716713125398832,-0.5059354411028651,0.003996547344036444,0.04500422043456535,0.049000767778601795
2019-08,2020-02,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,yy,0.06375548331734882,-0.016776468133170575,-0.5039937129811851,-0.0037833117700054554,0.08117519445033561,0.07739188268033015
2019-08,2020-02,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,mm,0.042215915779283464,-0.001480518088451871,-0.043149484092597556,-0.0017799916112733213,0.0037709571561581738,0.0019909655448848524
