sample,h,candidate,reference,n,metric,delta,lower,upper,block,draws,seed
full,1,FUEL_ECM_R14,INDEPENDENT_BRIDGE,88,mae,-0.019654026987517503,-0.0376197899248688,0.0008471590731901632,18,5000,42
full,1,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,88,rmse,-0.008158016563321269,-0.016677055678355916,-0.0004710411618261903,12,5000,42
full,1,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,88,mae,-0.004983893993270039,-0.013557090829770729,0.002831378007592876,12,5000,42
full,1,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,88,rmse,-0.008158016563321269,-0.017104495205333584,-0.001002672747398759,6,5000,42
full,1,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,88,mae,-0.004983893993270039,-0.013162748933678702,0.0027011441939292042,6,5000,42
full,1,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,88,rmse,-0.008158016563321269,-0.01486170505982366,-0.0007774446448484197,18,5000,42
full,1,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,88,mae,-0.004983893993270039,-0.012765581970924589,0.0029174056713713657,18,5000,42
full,1,FUEL_ECM_R14,FUEL_ZERO_R14,88,rmse,-0.01342982700080897,-0.03288080761884008,-1.891939285140362e-05,12,5000,42
full,1,FUEL_ECM_R14,FUEL_ZERO_R14,88,mae,-0.019089961903619,-0.036966255921108714,-0.0007549547875622891,12,5000,42
full,1,FUEL_ECM_R14,FUEL_ZERO_R14,88,rmse,-0.01342982700080897,-0.034484952941290566,0.0008781225896452127,6,5000,42
full,1,FUEL_ECM_R14,FUEL_ZERO_R14,88,mae,-0.019089961903619,-0.03618720714359452,-0.0021704012432250774,6,5000,42
full,1,FUEL_ECM_R14,FUEL_ZERO_R14,88,rmse,-0.01342982700080897,-0.02972514245776179,-0.0025331270133708114,18,5000,42
full,1,FUEL_ECM_R14,FUEL_ZERO_R14,88,mae,-0.019089961903619,-0.035450089430230945,0.00040632127803682887,18,5000,42
full,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,86,rmse,-0.00011553647086937069,-0.017401571923574288,0.01604803663105907,12,5000,42
full,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,86,mae,-0.003850353461202327,-0.017705260058910932,0.010182445713135053,12,5000,42
full,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,86,rmse,-0.00011553647086937069,-0.016854064207775504,0.017965448480961294,6,5000,42
full,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,86,mae,-0.003850353461202327,-0.017997833284615575,0.01066460090168108,6,5000,42
full,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,86,rmse,-0.00011553647086937069,-0.018662455894779707,0.01528934542205833,18,5000,42
full,2,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,86,mae,-0.003850353461202327,-0.018132432903516234,0.01132518046846577,18,5000,42
full,2,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,86,rmse,0.0025954511517201073,-0.024278489982901653,0.01915282779731774,12,5000,42
full,2,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,86,mae,-0.015186725583982374,-0.029235473326503787,-0.00018438243829159377,12,5000,42
full,2,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,86,rmse,0.0025954511517201073,-0.026011125984678453,0.01935970358594425,6,5000,42
full,2,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,86,mae,-0.015186725583982374,-0.032614685787412195,0.0028764445234433227,6,5000,42
full,2,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,86,rmse,0.0025954511517201073,-0.025738786315411315,0.016472950725320814,18,5000,42
full,2,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,86,mae,-0.015186725583982374,-0.029134094330329086,-0.0008996831910108845,18,5000,42
full,2,FUEL_ECM_R14,INDEPENDENT_BRIDGE,86,rmse,0.008396323178206266,-0.03220676527694397,0.033290890468285296,12,5000,42
full,2,FUEL_ECM_R14,INDEPENDENT_BRIDGE,86,mae,-0.02932713721777258,-0.05182068341537216,-0.006127433636131892,12,5000,42
full,2,FUEL_ECM_R14,INDEPENDENT_BRIDGE,86,rmse,0.008396323178206266,-0.0346217887870863,0.03637018162136425,6,5000,42
full,2,FUEL_ECM_R14,INDEPENDENT_BRIDGE,86,mae,-0.02932713721777258,-0.05365747537546459,-0.0034165147744338042,6,5000,42
full,2,FUEL_ECM_R14,INDEPENDENT_BRIDGE,86,rmse,0.008396323178206266,-0.03192958588506882,0.030269142210776638,18,5000,42
full,2,FUEL_ECM_R14,INDEPENDENT_BRIDGE,86,mae,-0.02932713721777258,-0.05031537298589629,-0.006189996529535276,18,5000,42
full,2,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,86,rmse,0.005800872026486159,-0.012150287798341805,0.019054621008640277,12,5000,42
full,2,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,86,mae,-0.014140411633790206,-0.03070080249529414,0.00018513635862811464,12,5000,42
full,2,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,86,rmse,0.005800872026486159,-0.014818085118765475,0.02049335131864147,6,5000,42
full,2,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,86,mae,-0.014140411633790206,-0.030220365332649022,7.818040053787172e-05,6,5000,42
full,2,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,86,rmse,0.005800872026486159,-0.011134645800998112,0.017226443621844025,18,5000,42
full,2,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,86,mae,-0.014140411633790206,-0.02999458839261533,-0.0009274696116674804,18,5000,42
full,2,FUEL_ECM_R14,FUEL_ZERO_R14,86,rmse,0.008511859649075637,-0.02582794245423357,0.035394944113138475,12,5000,42
full,2,FUEL_ECM_R14,FUEL_ZERO_R14,86,mae,-0.025476783756570254,-0.05110550065568105,0.0004899071049872986,12,5000,42
full,2,FUEL_ECM_R14,FUEL_ZERO_R14,86,rmse,0.008511859649075637,-0.027341914629867112,0.03838951957900347,6,5000,42
full,2,FUEL_ECM_R14,FUEL_ZERO_R14,86,mae,-0.025476783756570254,-0.04926126079664061,-0.0006019330670097505,6,5000,42
full,2,FUEL_ECM_R14,FUEL_ZERO_R14,86,rmse,0.008511859649075637,-0.024422622907732096,0.030714093459800806,18,5000,42
full,2,FUEL_ECM_R14,FUEL_ZERO_R14,86,mae,-0.025476783756570254,-0.05007240228370342,-0.001655996746096674,18,5000,42
full,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,84,rmse,0.0026441580531528786,-0.024261854241187077,0.02404901607281169,12,5000,42
full,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,84,mae,-0.006533955400281677,-0.022581649818108906,0.009124526486501909,12,5000,42
full,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,84,rmse,0.0026441580531528786,-0.023413945621382416,0.027592688836131984,6,5000,42
full,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,84,mae,-0.006533955400281677,-0.02494930511662897,0.0107091078999576,6,5000,42
full,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,84,rmse,0.0026441580531528786,-0.024336148699008252,0.022663625425376994,18,5000,42
full,3,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,84,mae,-0.006533955400281677,-0.02163226618176667,0.00891876716240274,18,5000,42
full,3,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,84,rmse,-0.004425225449590453,-0.02357144713165839,0.012441662296972883,12,5000,42
full,3,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,84,mae,-0.007197547910175128,-0.02619084283879623,0.010966385399414224,12,5000,42
full,3,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,84,rmse,-0.004425225449590453,-0.031161770994398496,0.02127352631221194,6,5000,42
full,3,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,84,mae,-0.007197547910175128,-0.03080133516811387,0.017597270080136777,6,5000,42
full,3,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,84,rmse,-0.004425225449590453,-0.02137704379869635,0.012760998688906833,18,5000,42
full,3,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,84,mae,-0.007197547910175128,-0.025106431398736424,0.010656356903223169,18,5000,42
full,3,FUEL_ECM_R14,INDEPENDENT_BRIDGE,84,rmse,0.010732908630778804,-0.022459287067264275,0.03719347486923213,12,5000,42
full,3,FUEL_ECM_R14,INDEPENDENT_BRIDGE,84,mae,-0.0022251956340320067,-0.03171914206912908,0.02641793012979949,12,5000,42
full,3,FUEL_ECM_R14,INDEPENDENT_BRIDGE,84,rmse,0.010732908630778804,-0.031467982473753445,0.04583973384629515,6,5000,42
full,3,FUEL_ECM_R14,INDEPENDENT_BRIDGE,84,mae,-0.0022251956340320067,-0.03659199668612392,0.03319590066259453,6,5000,42
full,3,FUEL_ECM_R14,INDEPENDENT_BRIDGE,84,rmse,0.010732908630778804,-0.020325185879685362,0.036029041786235165,18,5000,42
full,3,FUEL_ECM_R14,INDEPENDENT_BRIDGE,84,mae,-0.0022251956340320067,-0.02975102403323957,0.027342016027329996,18,5000,42
full,3,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,84,rmse,0.015158134080369257,-0.005816863413451567,0.0322465694137949,12,5000,42
full,3,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,84,mae,0.004972352276143122,-0.021486204447302294,0.02891603797409095,12,5000,42
full,3,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,84,rmse,0.015158134080369257,-0.010532123565395981,0.03666381919548479,6,5000,42
full,3,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,84,mae,0.004972352276143122,-0.02231484997868253,0.02972346166681762,6,5000,42
full,3,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,84,rmse,0.015158134080369257,-0.007489881164684824,0.02997871209717135,18,5000,42
full,3,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,84,mae,0.004972352276143122,-0.022120744396188583,0.028288001713858698,18,5000,42
full,3,FUEL_ECM_R14,FUEL_ZERO_R14,84,rmse,0.008088750577625925,-0.01680886352564761,0.03583958225719497,12,5000,42
full,3,FUEL_ECM_R14,FUEL_ZERO_R14,84,mae,0.00430875976624967,-0.018797481358107323,0.027691456133129545,12,5000,42
full,3,FUEL_ECM_R14,FUEL_ZERO_R14,84,rmse,0.008088750577625925,-0.026795362984354438,0.043310687734098074,6,5000,42
full,3,FUEL_ECM_R14,FUEL_ZERO_R14,84,mae,0.00430875976624967,-0.02462630956280713,0.03198644780875239,6,5000,42
full,3,FUEL_ECM_R14,FUEL_ZERO_R14,84,rmse,0.008088750577625925,-0.014224712801484149,0.03513693548088261,18,5000,42
full,3,FUEL_ECM_R14,FUEL_ZERO_R14,84,mae,0.00430875976624967,-0.01929855494397406,0.02693618069888215,18,5000,42
full,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,83,rmse,0.009594161106136978,-0.023167287453150748,0.030203375210211537,12,5000,42
full,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,83,mae,-0.0030026847665289846,-0.026259865131193445,0.020221401835697313,12,5000,42
full,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,83,rmse,0.009594161106136978,-0.02081507308373256,0.0370240005115408,6,5000,42
full,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,83,mae,-0.0030026847665289846,-0.0279492921572638,0.022522396747147424,6,5000,42
full,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,83,rmse,0.009594161106136978,-0.02200015840858721,0.02986874386142016,18,5000,42
full,4,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,83,mae,-0.0030026847665289846,-0.02501975017929248,0.021420564628161772,18,5000,42
full,4,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,83,rmse,0.004058116510389231,-0.016885313961478653,0.022476727938461234,12,5000,42
full,4,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,83,mae,0.003612484669038407,-0.018541816086863644,0.024332548834328397,12,5000,42
full,4,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,83,rmse,0.004058116510389231,-0.02469401310773247,0.030745939886668686,6,5000,42
full,4,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,83,mae,0.003612484669038407,-0.02471565423144988,0.030870371704716546,6,5000,42
full,4,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,83,rmse,0.004058116510389231,-0.016397873086259507,0.02159317819936972,18,5000,42
full,4,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,83,mae,0.003612484669038407,-0.01799806805419547,0.0257854894164541,18,5000,42
full,4,FUEL_ECM_R14,INDEPENDENT_BRIDGE,83,rmse,0.026278490081990347,-0.0162282472668779,0.056090664195589175,12,5000,42
full,4,FUEL_ECM_R14,INDEPENDENT_BRIDGE,83,mae,0.012638991935007171,-0.019893201893593285,0.04838531851402637,12,5000,42
full,4,FUEL_ECM_R14,INDEPENDENT_BRIDGE,83,rmse,0.026278490081990347,-0.020931181721960145,0.06770527503730692,6,5000,42
full,4,FUEL_ECM_R14,INDEPENDENT_BRIDGE,83,mae,0.012638991935007171,-0.028891198268140697,0.05584598876271591,6,5000,42
full,4,FUEL_ECM_R14,INDEPENDENT_BRIDGE,83,rmse,0.026278490081990347,-0.019066927755379843,0.054269234300597546,18,5000,42
full,4,FUEL_ECM_R14,INDEPENDENT_BRIDGE,83,mae,0.012638991935007171,-0.021081126478407253,0.047631165900289964,18,5000,42
full,4,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,83,rmse,0.022220373571601115,-0.0071446442994720725,0.04418047827148539,12,5000,42
full,4,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,83,mae,0.009026507265968764,-0.01656658023101922,0.03499381923769308,12,5000,42
full,4,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,83,rmse,0.022220373571601115,-0.01062041306046398,0.04969408707934039,6,5000,42
full,4,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,83,mae,0.009026507265968764,-0.021115605555434905,0.03808504800883626,6,5000,42
full,4,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,83,rmse,0.022220373571601115,-0.008537112444687482,0.04272933667535231,18,5000,42
full,4,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,83,mae,0.009026507265968764,-0.013427786303724909,0.032890169535261776,18,5000,42
full,4,FUEL_ECM_R14,FUEL_ZERO_R14,83,rmse,0.01668432897585337,-0.007287133414472346,0.0431790291582919,12,5000,42
full,4,FUEL_ECM_R14,FUEL_ZERO_R14,83,mae,0.015641676701536156,-0.0113560783113083,0.04469757288287603,12,5000,42
full,4,FUEL_ECM_R14,FUEL_ZERO_R14,83,rmse,0.01668432897585337,-0.016838583462840572,0.05200676541624862,6,5000,42
full,4,FUEL_ECM_R14,FUEL_ZERO_R14,83,mae,0.015641676701536156,-0.02044024483849712,0.05103116394457245,6,5000,42
full,4,FUEL_ECM_R14,FUEL_ZERO_R14,83,rmse,0.01668432897585337,-0.005339979996996302,0.04130865151296461,18,5000,42
full,4,FUEL_ECM_R14,FUEL_ZERO_R14,83,mae,0.015641676701536156,-0.007248679948947822,0.041331093278222555,18,5000,42
full,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,82,rmse,0.01617375731796722,-0.019220059159512613,0.036325461331240656,12,5000,42
full,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,82,mae,0.009975353418015143,-0.015978971204621654,0.03578615884349516,12,5000,42
full,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,82,rmse,0.01617375731796722,-0.0158087803175381,0.04294112296819931,6,5000,42
full,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,82,mae,0.009975353418015143,-0.019290495466002568,0.03754170459883751,6,5000,42
full,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,82,rmse,0.01617375731796722,-0.018845478417041463,0.03548469154748265,18,5000,42
full,5,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,82,mae,0.009975353418015143,-0.01328183515610589,0.037022513690157535,18,5000,42
full,5,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,82,rmse,0.00892076914189932,-0.014934940540536193,0.029052640929002102,12,5000,42
full,5,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,82,mae,0.013960705516666838,-0.011520175747670594,0.039115620754930344,12,5000,42
full,5,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,82,rmse,0.00892076914189932,-0.02094083038304976,0.038753610157989477,6,5000,42
full,5,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,82,mae,0.013960705516666838,-0.015477279392068232,0.04503872965495797,6,5000,42
full,5,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,82,rmse,0.00892076914189932,-0.0139959114783396,0.025454669581621094,18,5000,42
full,5,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,82,mae,0.013960705516666838,-0.008897479810670055,0.03936717431045449,18,5000,42
full,5,FUEL_ECM_R14,INDEPENDENT_BRIDGE,82,rmse,0.03652621691249003,-0.018181866156048575,0.07111115530036526,12,5000,42
full,5,FUEL_ECM_R14,INDEPENDENT_BRIDGE,82,mae,0.04169179921808719,0.0038420977474539547,0.08090519299012741,12,5000,42
full,5,FUEL_ECM_R14,INDEPENDENT_BRIDGE,82,rmse,0.03652621691249003,-0.019203443334182894,0.08346636941558636,6,5000,42
full,5,FUEL_ECM_R14,INDEPENDENT_BRIDGE,82,mae,0.04169179921808719,-0.00341279104503162,0.08871051961694627,6,5000,42
full,5,FUEL_ECM_R14,INDEPENDENT_BRIDGE,82,rmse,0.03652621691249003,-0.019725720368251893,0.0688804130910476,18,5000,42
full,5,FUEL_ECM_R14,INDEPENDENT_BRIDGE,82,mae,0.04169179921808719,0.0064638823280344405,0.07931293622402692,18,5000,42
full,5,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,82,rmse,0.027605447770590708,-0.0112200225141238,0.057621958490438156,12,5000,42
full,5,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,82,mae,0.02773109370142035,0.00520590842829051,0.053211024220374804,12,5000,42
full,5,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,82,rmse,0.027605447770590708,-0.015693362385598396,0.06114694853942169,6,5000,42
full,5,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,82,mae,0.02773109370142035,-0.0010502245781249745,0.057547561135662284,6,5000,42
full,5,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,82,rmse,0.027605447770590708,-0.008317693442860596,0.054247090762857,18,5000,42
full,5,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,82,mae,0.02773109370142035,0.008729706478533184,0.0498149887186662,18,5000,42
full,5,FUEL_ECM_R14,FUEL_ZERO_R14,82,rmse,0.02035245959452281,-0.011083714153640156,0.04461239563209322,12,5000,42
full,5,FUEL_ECM_R14,FUEL_ZERO_R14,82,mae,0.031716445800072046,0.00393792607701154,0.0590898294781988,12,5000,42
full,5,FUEL_ECM_R14,FUEL_ZERO_R14,82,rmse,0.02035245959452281,-0.018593225729566443,0.05345747484109673,6,5000,42
full,5,FUEL_ECM_R14,FUEL_ZERO_R14,82,mae,0.031716445800072046,-0.0027210184368897817,0.06607115620587105,6,5000,42
full,5,FUEL_ECM_R14,FUEL_ZERO_R14,82,rmse,0.02035245959452281,-0.007577235850447722,0.04188477054426118,18,5000,42
full,5,FUEL_ECM_R14,FUEL_ZERO_R14,82,mae,0.031716445800072046,0.009124236390477422,0.057469835047360515,18,5000,42
full,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,81,rmse,0.02094175103149798,-0.023439382308680104,0.04454591609471541,12,5000,42
full,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,81,mae,0.010603497690846897,-0.020592878160777837,0.041284931523059565,12,5000,42
full,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,81,rmse,0.02094175103149798,-0.015298590004778553,0.05171764819807058,6,5000,42
full,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,81,mae,0.010603497690846897,-0.01949083596886874,0.04223335567414761,6,5000,42
full,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,81,rmse,0.02094175103149798,-0.024620211507005135,0.0434314024146826,18,5000,42
full,6,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,81,mae,0.010603497690846897,-0.02124466702229262,0.04705900675576419,18,5000,42
full,6,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,81,rmse,0.014439785179674924,-0.019155853059822984,0.04126113745219915,12,5000,42
full,6,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,81,mae,0.014252281768145414,-0.01783209685122895,0.046882757391915865,12,5000,42
full,6,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,81,rmse,0.014439785179674924,-0.019629784508502123,0.047460502755892406,6,5000,42
full,6,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,81,mae,0.014252281768145414,-0.020359189902516693,0.05090311873193989,6,5000,42
full,6,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,81,rmse,0.014439785179674924,-0.02330854062548056,0.03439249658912624,18,5000,42
full,6,FUEL_CONSTANT_PUMP_R14,INDEPENDENT_BRIDGE,81,mae,0.014252281768145414,-0.01968299333375994,0.0485696714240471,18,5000,42
full,6,FUEL_ECM_R14,INDEPENDENT_BRIDGE,81,rmse,0.04581599281856974,-0.037543790632242474,0.08901409429241085,12,5000,42
full,6,FUEL_ECM_R14,INDEPENDENT_BRIDGE,81,mae,0.03356319738704072,-0.018743176483547026,0.08927307733914425,12,5000,42
full,6,FUEL_ECM_R14,INDEPENDENT_BRIDGE,81,rmse,0.04581599281856974,-0.022687808815461574,0.09582857064374797,6,5000,42
full,6,FUEL_ECM_R14,INDEPENDENT_BRIDGE,81,mae,0.03356319738704072,-0.0197529664575111,0.08944834524793205,6,5000,42
full,6,FUEL_ECM_R14,INDEPENDENT_BRIDGE,81,rmse,0.04581599281856974,-0.04193427169663078,0.08939918583719,18,5000,42
full,6,FUEL_ECM_R14,INDEPENDENT_BRIDGE,81,mae,0.03356319738704072,-0.018585112595689672,0.0855307969142276,18,5000,42
full,6,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,81,rmse,0.031376207638894815,-0.022838390263419304,0.0668053918723497,12,5000,42
full,6,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,81,mae,0.019310915618895308,-0.009158423021813428,0.05075057989189834,12,5000,42
full,6,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,81,rmse,0.031376207638894815,-0.023805991779147027,0.06734476234177496,6,5000,42
full,6,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,81,mae,0.019310915618895308,-0.012313514373321044,0.051112929976240055,6,5000,42
full,6,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,81,rmse,0.031376207638894815,-0.02357242205047362,0.0639774869592165,18,5000,42
full,6,FUEL_ECM_R14,FUEL_CONSTANT_PUMP_R14,81,mae,0.019310915618895308,-0.00616372031257865,0.04517285699613966,18,5000,42
full,6,FUEL_ECM_R14,FUEL_ZERO_R14,81,rmse,0.02487424178707176,-0.019482578135526025,0.05032605913817367,12,5000,42
full,6,FUEL_ECM_R14,FUEL_ZERO_R14,81,mae,0.022959699696193825,-0.0073820773310990205,0.05555371662481826,12,5000,42
full,6,FUEL_ECM_R14,FUEL_ZERO_R14,81,rmse,0.02487424178707176,-0.019105513353901985,0.0547171262198668,6,5000,42
full,6,FUEL_ECM_R14,FUEL_ZERO_R14,81,mae,0.022959699696193825,-0.013447804463223181,0.05895962353756554,6,5000,42
full,6,FUEL_ECM_R14,FUEL_ZERO_R14,81,rmse,0.02487424178707176,-0.017806577509760717,0.04898353622942744,18,5000,42
full,6,FUEL_ECM_R14,FUEL_ZERO_R14,81,mae,0.022959699696193825,-0.0012424319416055036,0.05242004923462411,18,5000,42
full,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,80,rmse,0.02326034819015943,-0.030299538671829374,0.04950548123672623,12,5000,42
full,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,80,mae,0.00042502283098100335,-0.03849599001506247,0.043355266241916116,12,5000,42
full,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,80,rmse,0.02326034819015943,-0.01854178811537955,0.05521198154046315,6,5000,42
full,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,80,mae,0.00042502283098100335,-0.03396624411197187,0.03653155574060764,6,5000,42
full,7,FUEL_ZERO_R14,INDEPENDENT_BRIDGE,80,rmse,0.02326034819015943,-0.033139632768749976,0.04928675415456928,18,5000,42
