origin,as_of,status,fallback_used,petrol_share,pump_observation_end,pump_available_end,oil_observation_end,oil_available_end,fx_observation_end,fx_available_end,oil_scenario,fx_scenario,effective_tax_reconciliation_petrol95,vat_petrol95,statutory_excise_petrol95,effective_tax_reconciliation_diesel,vat_diesel,statutory_excise_diesel
2020-01,2020-02-13 23:59:00,estimated,False,0.67084,2020-02-03 00:00:00,2020-02-10 00:00:00,2020-01-30 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 14:30:00,57.72,22.851,12.839943323223137,0.21,12.84,10.950126492066104,0.21,10.95
2020-02,2020-03-09 23:59:00,estimated,False,0.670837,2020-03-02 00:00:00,2020-03-09 00:00:00,2020-02-24 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 14:30:00,56.71,22.265,12.840070685950426,0.21,12.84,10.950039363636375,0.21,10.95
2020-03,2020-04-13 23:59:00,estimated,False,0.670837,2020-04-06 00:00:00,2020-04-13 00:00:00,2020-03-30 00:00:00,2020-04-13 00:00:00,2020-04-09 00:00:00,2020-04-09 14:30:00,19.19,24.758,12.839925541983462,0.21,12.84,10.949852319917351,0.21,10.95
2020-04,2020-05-12 23:59:00,estimated,False,0.670837,2020-05-04 00:00:00,2020-05-11 00:00:00,2020-04-28 00:00:00,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-05-12 14:30:00,15.6,25.254,12.840194299256202,0.21,12.84,10.949845353719015,0.21,10.95
2020-05,2020-06-09 23:59:00,estimated,False,0.670837,2020-06-01 00:00:00,2020-06-08 00:00:00,2020-05-26 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,2020-06-09 14:30:00,33.95,23.59,12.840031520330578,0.21,12.84,10.950001426115705,0.21,10.95
2020-06,2020-07-09 23:59:00,estimated,False,0.670837,2020-06-29 00:00:00,2020-07-06 00:00:00,2020-06-25 00:00:00,2020-07-09 00:00:00,2020-07-09 00:00:00,2020-07-09 14:30:00,41.18,23.474,12.840107033388437,0.21,12.84,10.949976769586783,0.21,10.95
2020-07,2020-08-12 23:59:00,estimated,False,0.670837,2020-08-03 00:00:00,2020-08-10 00:00:00,2020-07-29 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-08-12 14:30:00,43.51,22.185,12.839991690247942,0.21,12.84,10.949932945041326,0.21,10.95
2020-08,2020-09-09 23:59:00,estimated,False,0.670837,2020-08-31 00:00:00,2020-09-07 00:00:00,2020-08-26 00:00:00,2020-09-09 00:00:00,2020-09-09 00:00:00,2020-09-09 14:30:00,45.79,22.532,12.83991432991734,0.21,12.84,10.950081441322302,0.21,10.95
2020-09,2020-10-11 23:59:00,estimated,False,0.670837,2020-09-28 00:00:00,2020-10-05 00:00:00,2020-09-25 00:00:00,2020-10-09 00:00:00,2020-10-09 00:00:00,2020-10-09 14:30:00,40.91,22.983,12.840127166033048,0.21,12.84,10.950073779586772,0.21,10.95
2020-10,2020-11-09 23:59:00,estimated,False,0.670837,2020-11-02 00:00:00,2020-11-09 00:00:00,2020-10-26 00:00:00,2020-11-09 00:00:00,2020-11-09 00:00:00,2020-11-09 14:30:00,39.06,22.27,12.840023786694216,0.21,12.84,10.94996845735537,0.21,10.95
2020-11,2020-12-09 23:59:00,estimated,False,0.670837,2020-11-30 00:00:00,2020-12-07 00:00:00,2020-11-25 00:00:00,2020-12-09 00:00:00,2020-12-09 00:00:00,2020-12-09 14:30:00,47.3,21.672,12.839866050909107,0.21,12.84,10.949989867107453,0.21,10.95
2020-12,2021-01-12 23:59:00,estimated,False,0.670837,2020-12-21 00:00:00,2020-12-28 00:00:00,2020-12-29 00:00:00,2021-01-12 00:00:00,2021-01-12 00:00:00,2021-01-12 14:30:00,50.44,21.535,12.840075685950424,0.21,12.84,10.950134479338852,0.21,10.95
2021-01,2021-02-11 23:59:00,estimated,False,0.670837,2021-02-01 00:00:00,2021-02-08 00:00:00,2021-01-28 00:00:00,2021-02-11 00:00:00,2021-02-11 00:00:00,2021-02-11 14:30:00,54.87,21.219,12.839996347107435,0.21,12.84,9.950067221074377,0.21,9.95
2021-02,2021-03-09 23:59:00,estimated,False,0.670837,2021-03-01 00:00:00,2021-03-08 00:00:00,2021-02-23 00:00:00,2021-03-09 00:00:00,2021-03-09 00:00:00,2021-03-09 14:30:00,65.16,22.109,12.840042959504144,0.21,12.84,9.9500862923967,0.21,9.95
2021-03,2021-04-12 23:59:00,estimated,False,0.670837,2021-03-29 00:00:00,2021-04-05 00:00:00,2021-03-29 00:00:00,2021-04-12 00:00:00,2021-04-12 00:00:00,2021-04-12 14:30:00,64.06,21.86,12.839870643223135,0.21,12.84,9.949987683966938,0.21,9.95
2021-04,2021-05-10 23:59:00,estimated,False,0.670837,2021-05-03 00:00:00,2021-05-10 00:00:00,2021-04-26 00:00:00,2021-05-10 00:00:00,2021-05-10 00:00:00,2021-05-10 14:30:00,65.5,21.027,12.839965890000002,0.21,12.84,9.95010969,0.21,9.95
2021-05,2021-06-09 23:59:00,estimated,False,0.670837,2021-05-31 00:00:00,2021-06-07 00:00:00,2021-05-26 00:00:00,2021-06-09 00:00:00,2021-06-09 00:00:00,2021-06-09 14:30:00,68.93,20.806,12.840024174545464,0.21,12.84,9.949966496363649,0.21,9.95
2021-06,2021-07-12 23:59:00,estimated,False,0.670837,2021-07-05 00:00:00,2021-07-12 00:00:00,2021-06-28 00:00:00,2021-07-12 00:00:00,2021-07-12 00:00:00,2021-07-12 14:30:00,74.78,21.706,12.840012689090923,0.21,12.84,9.94990905454547,0.21,9.95
2021-07,2021-08-09 23:59:00,estimated,False,0.670837,2021-08-02 00:00:00,2021-08-09 00:00:00,2021-07-26 00:00:00,2021-08-09 00:00:00,2021-08-09 00:00:00,2021-08-09 14:30:00,74.79,21.59,12.840057698181804,0.21,12.84,9.949967618181805,0.21,9.95
2021-08,2021-09-09 23:59:00,estimated,False,0.670837,2021-08-30 00:00:00,2021-09-06 00:00:00,2021-08-26 00:00:00,2021-09-09 00:00:00,2021-09-09 00:00:00,2021-09-09 14:30:00,70.42,21.457,12.839969922148763,0.21,12.84,9.950078023636365,0.21,9.95
2021-09,2021-10-10 23:59:00,estimated,False,0.670837,2021-09-27 00:00:00,2021-10-04 00:00:00,2021-09-24 00:00:00,2021-10-08 00:00:00,2021-10-08 00:00:00,2021-10-08 14:30:00,77.42,21.989,12.839908778181831,0.21,12.84,9.949956160909103,0.21,9.95
2021-10,2021-11-09 23:59:00,estimated,False,0.670837,2021-11-01 00:00:00,2021-11-08 00:00:00,2021-10-26 00:00:00,2021-11-09 00:00:00,2021-11-09 00:00:00,2021-11-09 14:30:00,85.11,21.761,12.840036703801651,0.21,12.84,9.949989632892553,0.21,9.95
2021-11,2021-12-09 23:59:00,estimated,False,0.670837,2021-11-29 00:00:00,2021-12-06 00:00:00,2021-11-25 00:00:00,2021-12-09 00:00:00,2021-12-09 00:00:00,2021-12-09 14:30:00,82.05,22.49,12.840040160330563,0.21,12.84,9.949952305785118,0.21,9.95
2021-12,2022-01-11 23:59:00,estimated,False,0.670837,2022-01-03 00:00:00,2022-01-10 00:00:00,2021-12-24 00:00:00,2022-01-07 00:00:00,2022-01-11 00:00:00,2022-01-11 14:30:00,75.24,21.538,12.840119426115713,0.21,12.84,9.950126909421492,0.21,9.95
2022-01,2022-02-13 23:59:00,estimated,False,0.670837,2022-01-31 00:00:00,2022-02-07 00:00:00,2022-01-28 00:00:00,2022-02-11 00:00:00,2022-02-11 00:00:00,2022-02-11 14:30:00,91.47,21.378,12.840015570247935,0.21,12.84,9.95010063471075,0.21,9.95
2022-02,2022-03-09 23:59:00,estimated,False,0.670837,2022-02-28 00:00:00,2022-03-07 00:00:00,2022-02-23 00:00:00,2022-03-09 00:00:00,2022-03-09 00:00:00,2022-03-09 14:30:00,99.29,23.074,12.840107762479356,0.21,12.84,9.950049652396697,0.21,9.95
2022-03,2022-04-10 23:59:00,estimated,False,0.670837,2022-03-28 00:00:00,2022-04-04 00:00:00,2022-03-25 00:00:00,2022-04-08 00:00:00,2022-04-08 00:00:00,2022-04-08 14:30:00,122.67,22.546,12.840007764462815,0.21,12.84,9.950157884297525,0.21,9.95
2022-04,2022-05-09 23:59:00,estimated,False,0.670837,2022-05-02 00:00:00,2022-05-09 00:00:00,2022-04-25 00:00:00,2022-05-09 00:00:00,2022-05-09 00:00:00,2022-05-09 14:30:00,99.27,23.726,12.839981171487612,0.21,12.84,9.949924401983477,0.21,9.95
2022-05,2022-06-09 23:59:00,estimated,False,0.670837,2022-05-30 00:00:00,2022-06-06 00:00:00,2022-05-26 00:00:00,2022-06-09 00:00:00,2022-06-09 00:00:00,2022-06-09 14:30:00,119.81,22.985,12.840030472066125,0.21,12.84,9.94990488727274,0.21,9.95
2022-06,2022-07-12 23:59:00,estimated,False,0.670837,2022-07-04 00:00:00,2022-07-11 00:00:00,2022-06-28 00:00:00,2022-07-12 00:00:00,2022-07-12 00:00:00,2022-07-12 14:30:00,122.21,24.476,11.340003627272726,0.21,11.34,8.450190500413225,0.21,8.45
2022-07,2022-08-09 23:59:00,estimated,False,0.670837,2022-08-01 00:00:00,2022-08-08 00:00:00,2022-07-26 00:00:00,2022-08-09 00:00:00,2022-08-09 00:00:00,2022-08-09 14:30:00,107.32,23.969,11.340166137190078,0.21,11.34,8.449868835371895,0.21,8.45
2022-08,2022-09-11 23:59:00,estimated,False,0.670837,2022-08-29 00:00:00,2022-09-05 00:00:00,2022-08-26 00:00:00,2022-09-09 00:00:00,2022-09-09 00:00:00,2022-09-09 14:30:00,101.13,24.42,11.340013437355363,0.21,11.34,8.450034763636356,0.21,8.45
2022-09,2022-10-10 23:59:00,estimated,False,0.670837,2022-10-03 00:00:00,2022-10-10 00:00:00,2022-09-26 00:00:00,2022-10-10 00:00:00,2022-10-10 00:00:00,2022-10-10 14:30:00,82.55,25.287,12.8399513918182,0.21,12.84,8.449896094214886,0.21,8.45
2022-10,2022-11-09 23:59:00,estimated,False,0.670837,2022-10-31 00:00:00,2022-11-07 00:00:00,2022-10-26 00:00:00,2022-11-09 00:00:00,2022-11-09 00:00:00,2022-11-09 14:30:00,92.93,24.253,12.84002172958677,0.21,12.84,8.450023564958666,0.21,8.45
2022-11,2022-12-11 23:59:00,estimated,False,0.670837,2022-11-28 00:00:00,2022-12-05 00:00:00,2022-11-25 00:00:00,2022-12-09 00:00:00,2022-12-09 00:00:00,2022-12-09 14:30:00,83.4,23.007,12.839889628760329,0.21,12.84,8.449902971900833,0.21,8.45
2022-12,2023-01-10 23:59:00,estimated,False,0.670837,2023-01-02 00:00:00,2023-01-09 00:00:00,2022-12-23 00:00:00,2023-01-06 00:00:00,2023-01-10 00:00:00,2023-01-10 14:30:00,82.45,22.368,12.839983490909095,0.21,12.84,8.450113402975205,0.21,8.45
2023-01,2023-02-09 23:59:00,estimated,False,0.670837,2023-01-30 00:00:00,2023-02-06 00:00:00,2023-01-26 00:00:00,2023-02-09 00:00:00,2023-02-09 00:00:00,2023-02-09 14:30:00,86.29,21.997,12.839874261735535,0.21,12.84,8.450045800743808,0.21,8.45
2023-02,2023-03-09 23:59:00,estimated,False,0.670837,2023-02-27 00:00:00,2023-03-06 00:00:00,2023-02-23 00:00:00,2023-03-09 00:00:00,2023-03-09 00:00:00,2023-03-09 14:30:00,82.08,22.378,12.839938410495876,0.21,12.84,8.450015423305793,0.21,8.45
2023-03,2023-04-12 23:59:00,estimated,False,0.670837,2023-04-03 00:00:00,2023-04-10 00:00:00,2023-03-29 00:00:00,2023-04-12 00:00:00,2023-04-12 00:00:00,2023-04-12 14:30:00,77.51,21.439,12.840091054545464,0.21,12.84,8.450003768595042,0.21,8.45
2023-04,2023-05-10 23:59:00,estimated,False,0.670837,2023-05-01 00:00:00,2023-05-08 00:00:00,2023-04-26 00:00:00,2023-05-10 00:00:00,2023-05-10 00:00:00,2023-05-10 14:30:00,79.19,21.384,12.840022468264458,0.21,12.84,8.449901310743797,0.21,8.45
2023-05,2023-06-11 23:59:00,estimated,False,0.670837,2023-05-29 00:00:00,2023-06-05 00:00:00,2023-05-26 00:00:00,2023-06-09 00:00:00,2023-06-09 00:00:00,2023-06-09 14:30:00,76.33,21.955,12.840021897768608,0.21,12.84,8.450006628842985,0.21,8.45
2023-06,2023-07-12 23:59:00,estimated,False,0.670837,2023-07-03 00:00:00,2023-07-10 00:00:00,2023-06-28 00:00:00,2023-07-12 00:00:00,2023-07-12 00:00:00,2023-07-12 14:30:00,73.64,21.611,12.839951326198335,0.21,12.84,8.450043877355363,0.21,8.45
2023-07,2023-08-09 23:59:00,estimated,False,0.670837,2023-07-31 00:00:00,2023-08-07 00:00:00,2023-07-26 00:00:00,2023-08-09 00:00:00,2023-08-09 00:00:00,2023-08-09 14:30:00,82.98,22.159,12.839844404958686,0.21,12.84,8.449997090909093,0.21,8.45
2023-08,2023-09-10 23:59:00,estimated,False,0.670837,2023-08-28 00:00:00,2023-09-04 00:00:00,2023-08-25 00:00:00,2023-09-08 00:00:00,2023-09-08 00:00:00,2023-09-08 14:30:00,85.42,22.856,12.840027566280988,0.21,12.84,9.949948918512394,0.21,9.95
2023-09,2023-10-09 23:59:00,estimated,False,0.670837,2023-10-02 00:00:00,2023-10-09 00:00:00,2023-09-25 00:00:00,2023-10-09 00:00:00,2023-10-09 00:00:00,2023-10-09 14:30:00,94.01,23.248,12.839882809917356,0.21,12.84,9.950109679338855,0.21,9.95
2023-10,2023-11-09 23:59:00,estimated,False,0.670837,2023-10-30 00:00:00,2023-11-06 00:00:00,2023-10-26 00:00:00,2023-11-09 00:00:00,2023-11-09 00:00:00,2023-11-09 14:30:00,88.45,22.968,12.840173386611589,0.21,12.84,9.94995655190084,0.21,9.95
2023-11,2023-12-10 23:59:00,estimated,False,0.670837,2023-11-27 00:00:00,2023-12-04 00:00:00,2023-11-24 00:00:00,2023-12-08 00:00:00,2023-12-08 00:00:00,2023-12-08 14:30:00,79.82,22.601,12.840031368925604,0.21,12.84,9.94985488925619,0.21,9.95
2023-12,2024-01-10 23:59:00,estimated,False,0.670837,2024-01-01 00:00:00,2024-01-08 00:00:00,2023-12-27 00:00:00,2024-01-10 00:00:00,2024-01-10 00:00:00,2024-01-10 14:30:00,80.97,22.427,12.840033431735538,0.21,12.84,9.950096154380162,0.21,9.95
2024-01,2024-02-14 23:59:00,estimated,False,0.670837,2024-02-05 00:00:00,2024-02-12 00:00:00,2024-01-31 00:00:00,2024-02-14 00:00:00,2024-02-14 00:00:00,2024-02-14 14:30:00,82.98,23.663,12.83997341619834,0.21,12.84,9.949916332561976,0.21,9.95
2024-02,2024-03-10 23:59:00,estimated,False,0.585321,2024-02-26 00:00:00,2024-03-04 00:00:00,2024-02-23 00:00:00,2024-03-08 00:00:00,2024-03-08 00:00:00,2024-03-08 14:30:00,84.18,23.139,12.839926951239676,0.21,12.84,9.949936652479344,0.21,9.95
2024-03,2024-04-09 23:59:00,estimated,False,0.585321,2024-04-01 00:00:00,2024-04-08 00:00:00,2024-03-26 00:00:00,2024-04-09 00:00:00,2024-04-09 00:00:00,2024-04-09 14:30:00,85.91,23.353,12.840002314049592,0.21,12.84,9.949996446280988,0.21,9.95
2024-04,2024-05-12 23:59:00,estimated,False,0.585321,2024-04-29 00:00:00,2024-05-06 00:00:00,2024-04-26 00:00:00,2024-05-10 00:00:00,2024-05-10 00:00:00,2024-05-10 14:30:00,89.95,23.131,12.83999685950414,0.21,12.84,9.949998842975209,0.21,9.95
2024-05,2024-06-10 23:59:00,estimated,False,0.585321,2024-06-03 00:00:00,2024-06-10 00:00:00,2024-05-24 00:00:00,2024-06-07 00:00:00,2024-06-10 00:00:00,2024-06-10 14:30:00,78.92,22.901,12.839998429752068,0.21,12.84,9.950004462809918,0.21,9.95
2024-06,2024-07-09 23:59:00,estimated,False,0.585321,2024-07-01 00:00:00,2024-07-08 00:00:00,2024-06-25 00:00:00,2024-07-09 00:00:00,2024-07-09 00:00:00,2024-07-09 14:30:00,86.81,23.338,12.839998925619838,0.21,12.84,9.9499952892562,0.21,9.95
2024-07,2024-08-11 23:59:00,estimated,False,0.585321,2024-07-29 00:00:00,2024-08-05 00:00:00,2024-07-26 00:00:00,2024-08-09 00:00:00,2024-08-09 00:00:00,2024-08-09 14:30:00,81.35,23.12,12.840002066115705,0.21,12.84,9.949998099173555,0.21,9.95
2024-08,2024-09-09 23:59:00,estimated,False,0.585321,2024-09-02 00:00:00,2024-09-09 00:00:00,2024-08-23 00:00:00,2024-09-06 00:00:00,2024-09-09 00:00:00,2024-09-09 14:30:00,80.34,22.682,12.840002975206609,0.21,12.84,9.950002727272729,0.21,9.95
2024-09,2024-10-09 23:59:00,estimated,False,0.585321,2024-09-30 00:00:00,2024-10-07 00:00:00,2024-09-25 00:00:00,2024-10-09 00:00:00,2024-10-09 00:00:00,2024-10-09 14:30:00,75.4,23.135,12.895510834578172,0.21,12.84,10.010970983912124,0.21,9.95
2024-10,2024-11-10 23:59:00,estimated,False,0.585321,2024-10-28 00:00:00,2024-11-04 00:00:00,2024-10-25 00:00:00,2024-11-08 00:00:00,2024-11-08 00:00:00,2024-11-08 14:30:00,75.62,23.417,12.840004297520661,0.21,12.84,9.949997603305789,0.21,9.95
2024-11,2024-12-09 23:59:00,estimated,False,0.585321,2024-12-02 00:00:00,2024-12-09 00:00:00,2024-11-25 00:00:00,2024-12-09 00:00:00,2024-12-09 00:00:00,2024-12-09 14:30:00,74.27,23.756,12.840003636363633,0.21,12.84,9.95000363636364,0.21,9.95
2024-12,2025-01-12 23:59:00,estimated,False,0.585321,2024-12-30 00:00:00,2025-01-06 00:00:00,2024-12-27 00:00:00,2025-01-10 00:00:00,2025-01-10 00:00:00,2025-01-10 14:30:00,73.77,24.343,12.839997355371906,0.21,12.84,9.950000247933886,0.21,9.95
2025-01,2025-02-05 23:59:00,estimated,False,0.585321,2025-01-27 00:00:00,2025-02-03 00:00:00,2025-01-22 00:00:00,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-02-05 14:30:00,80.0,24.129,12.839997603305786,0.21,12.84,9.950004793388427,0.21,9.95
2025-02,2025-03-04 23:59:00,estimated,False,0.585321,2025-02-24 00:00:00,2025-03-03 00:00:00,2025-02-18 00:00:00,2025-03-04 00:00:00,2025-03-04 00:00:00,2025-03-04 14:30:00,76.46,23.733,12.840000165289261,0.21,12.84,9.950001735537189,0.21,9.95
2025-03,2025-04-03 23:59:00,estimated,False,0.585321,2025-03-24 00:00:00,2025-03-31 00:00:00,2025-03-20 00:00:00,2025-04-03 00:00:00,2025-04-03 00:00:00,2025-04-03 14:30:00,72.61,22.535,12.839997520661159,0.21,12.84,9.950003966942148,0.21,9.95
2025-04,2025-05-05 23:59:00,estimated,False,0.585321,2025-04-28 00:00:00,2025-05-05 00:00:00,2025-04-17 00:00:00,2025-05-01 00:00:00,2025-05-05 00:00:00,2025-05-05 14:30:00,69.33,21.955,12.84000165289256,0.21,12.84,9.950003057851244,0.21,9.95
2025-05,2025-06-03 23:59:00,estimated,False,0.585321,2025-05-26 00:00:00,2025-06-02 00:00:00,2025-05-20 00:00:00,2025-06-03 00:00:00,2025-06-03 00:00:00,2025-06-03 14:30:00,66.93,21.872,12.840003388429748,0.21,12.84,9.950004462809918,0.21,9.95
2025-06,2025-07-03 23:59:00,estimated,False,0.585321,2025-06-23 00:00:00,2025-06-30 00:00:00,2025-06-19 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 14:30:00,80.37,20.917,12.84000115702479,0.21,12.84,9.950001239669422,0.21,9.95
2025-07,2025-08-04 23:59:00,estimated,False,0.585321,2025-07-28 00:00:00,2025-08-04 00:00:00,2025-07-21 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 14:30:00,71.92,21.254,12.840002561983475,0.21,12.84,9.949997685950414,0.21,9.95
2025-08,2025-09-03 23:59:00,estimated,False,0.585321,2025-08-25 00:00:00,2025-09-01 00:00:00,2025-08-20 00:00:00,2025-09-03 00:00:00,2025-09-03 00:00:00,2025-09-03 14:30:00,67.61,20.968,12.839997355371905,0.21,12.84,9.950001652892563,0.21,9.95
2025-09,2025-10-05 23:59:00,estimated,False,0.585321,2025-09-22 00:00:00,2025-09-29 00:00:00,2025-09-19 00:00:00,2025-10-03 00:00:00,2025-10-03 00:00:00,2025-10-03 14:30:00,67.05,20.683,12.840000661157022,0.21,12.84,9.95000239669422,0.21,9.95
2025-10,2025-11-04 23:59:00,estimated,False,0.585321,2025-10-27 00:00:00,2025-11-03 00:00:00,2025-10-21 00:00:00,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-11-04 14:30:00,61.0,21.211,12.839999999999998,0.21,12.84,9.949999999999996,0.21,9.95
2025-11,2025-12-03 23:59:00,estimated,False,0.585321,2025-11-24 00:00:00,2025-12-01 00:00:00,2025-11-19 00:00:00,2025-12-03 00:00:00,2025-12-03 00:00:00,2025-12-03 14:30:00,63.78,20.66,12.84,0.21,12.84,9.95,0.21,9.95
2025-12,2026-01-06 23:59:00,estimated,False,0.585321,2025-12-29 00:00:00,2026-01-05 00:00:00,2025-12-23 00:00:00,2026-01-06 00:00:00,2026-01-06 00:00:00,2026-01-06 14:30:00,63.7,20.67,12.840000000000003,0.21,12.84,9.950000000000006,0.21,9.95
2026-01,2026-02-04 23:59:00,estimated,False,0.585321,2026-01-26 00:00:00,2026-02-02 00:00:00,2026-01-21 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 14:30:00,66.72,20.603,12.839999999999998,0.21,12.84,9.950000000000003,0.21,9.95
2026-02,2026-03-03 23:59:00,estimated,False,0.586409,2026-02-23 00:00:00,2026-03-02 00:00:00,2026-02-17 00:00:00,2026-03-03 00:00:00,2026-03-03 00:00:00,2026-03-03 14:30:00,69.77,21.01,12.839999999999996,0.21,12.84,9.95,0.21,9.95
2026-03,2026-04-06 23:59:00,estimated,False,0.586409,2026-03-30 00:00:00,2026-04-06 00:00:00,2026-03-23 00:00:00,2026-04-06 00:00:00,2026-04-02 00:00:00,2026-04-02 14:30:00,103.79,21.291,12.839999999999996,0.21,12.84,9.95,0.21,9.95
2026-04,2026-05-05 23:59:00,estimated,False,0.586409,2026-04-27 00:00:00,2026-05-04 00:00:00,2026-04-21 00:00:00,2026-05-05 00:00:00,2026-05-05 00:00:00,2026-05-05 14:30:00,106.14,20.853,12.84,0.21,12.84,8.010999999999996,0.21,8.011
2026-05,2026-06-03 23:59:00,estimated,False,0.586409,2026-05-25 00:00:00,2026-06-01 00:00:00,2026-05-20 00:00:00,2026-06-03 00:00:00,2026-06-03 00:00:00,2026-06-03 14:30:00,108.93,20.829,12.839999999999996,0.21,12.84,8.01100000000001,0.21,8.011
2026-06,2026-07-06 23:59:00,estimated,False,0.586409,2026-06-29 00:00:00,2026-07-06 00:00:00,2026-06-22 00:00:00,2026-07-06 00:00:00,2026-07-03 00:00:00,2026-07-03 14:30:00,76.49,21.13,12.84,0.21,12.84,8.011000000000003,0.21,8.011
2026-07,2026-08-04 23:59:00,estimated,False,0.586409,2026-07-27 00:00:00,2026-08-03 00:00:00,2026-07-21 00:00:00,2026-08-04 00:00:00,2026-08-04 00:00:00,2026-08-04 14:30:00,93.85,21.017,12.809005992727709,0.21,12.84,9.913020087064929,0.21,9.95
