origin,h,target,as_of_utc,model,mm_forecast,mm_actual,yy_actual,yy_exante,cumulative_log_forecast,cumulative_log_actual,original_yy
2019-02,10,2019-12,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.204904893086084,0.1831501831501825,3.207547169811327,3.01435863595297,1.576099940589394,1.9382240351228157,2.968959610131804
2019-02,11,2020-01,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULL,1.0661533106355017,1.4625228519195457,3.6414565826330487,3.0433320343967547,2.636609912475379,3.3901551675681305,2.997920239830712
2019-02,12,2020-02,2019-03-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2007666573360716,0.2702702702702675,3.7278657968313063,2.920741649484072,2.83717530289751,3.660060864484629,2.877806470320386
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0994602395416571,0.1863932898415576,2.969348659003822,2.8800008017511463,0.0,0.0,2.880000801751146
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2001425330131034,0.0930232558139509,2.769818529130847,2.779649163559258,0.19994251468220375,0.09298001599665265,2.7905323483646103
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2084011843455152,0.6505576208178487,2.9467680608364977,2.510899936533913,0.4081268449915238,0.7414306439227462,2.5151827374779625
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2432717605437024,0.1846722068328699,2.7462121212121224,2.371036522681604,0.6511031788173487,0.9259325412796757,2.3753134802747393
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1684939331375368,0.3686635944700533,2.9300567107750517,2.3735729287371785,0.8194553201787146,1.2939182371197375,2.3539574803219527
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1314541974499971,0.0918273645546419,2.9272898961284195,2.4113501700685114,0.9508231922425232,1.3857034661426335,2.391727483285927
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0596115486764802,-0.5504587155963248,2.6515151515151705,2.763513932271778,1.0104169802932308,0.8337241437828525,2.7438237686012275
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1505797432114865,0.4612546125461358,2.735849056603792,2.525746875452618,1.1608834658904836,1.293918237119758,2.5102387955236853
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1963014046617144,0.2754820936639035,3.116147308781873,2.8240101398598503,1.3569924511183882,1.5690215743087377,2.8084569445263954
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2848060653696693,0.1831501831501825,3.207547169811327,3.021138696587702,1.641393712435887,1.7520042420163535,3.0039963244233947
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4926078266899642,1.4625228519195457,3.6414565826330487,2.455310558307709,2.1327921966888597,3.2039353744616688,2.4482597539198974
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2165509710827828,0.2702702702702675,3.7278657968313063,2.4857951572723076,2.3491090341078125,3.473841071378167,2.4787422549850033
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.238126787738841,-0.0898472596585708,3.4418604651162905,2.6277674658111785,2.5869527493034337,3.3839534248764624,2.6207047932252863
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3871075486743048,0.0930232558139509,2.769818529130847,3.0717675404249056,0.0,0.0,3.0717675404249056
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2122388984675793,0.6505576208178487,2.9467680608364977,2.790517838938209,0.21201398989023687,0.6484506279260935,2.7996013716107395
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2186755623333361,0.1846722068328699,2.7462121212121224,2.6330685983564774,0.43045080520666656,0.8329525252830231,2.634155042463869
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1851753586785059,0.3686635944700533,2.9300567107750517,2.6287471241272073,0.6154549256792499,1.200938221123085,2.6298335224887164
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1973228988447448,0.0918273645546419,2.9272898961284195,2.734154917180924,0.8125833986145001,1.2927234501459808,2.7352424313589747
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.203324636004759,-0.5504587155963248,2.6515151515151705,3.2354905783885197,1.0157016098421525,0.7407441277861999,3.236583399561503
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1581260299042053,0.4612546125461358,2.735849056603792,2.9983475804082755,1.1737027521755297,1.2009382211231052,3.009639282713924
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1677301804988956,0.2754820936639035,3.116147308781873,3.227902036919665,1.3412924227036511,1.476041558312085,3.279851358650539
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2580205587166078,0.1831501831501825,3.207547169811327,3.3877209488338784,1.5989806798581525,1.6590242260197008,3.448649386839353
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1702924676235236,1.4625228519195457,3.6414565826330487,2.4957070373906194,1.7691283142624254,3.110955358465016,2.560507491390868
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.184089306868513,0.2702702702702675,3.7278657968313063,2.493705273570886,1.9530483844323674,3.3808610553815144,2.557792598773564
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2130178128446013,-0.0898472596585708,3.4418604651162905,2.520942964479957,2.165839636020862,3.2909734088798097,2.5850473208822624
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1985704067316101,-0.1798561151079125,3.159851301115256,2.3283982637929586,2.3642131523213266,3.1109553584650245,2.3923822257299063
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2254766707170906,0.6505576208178487,2.9467680608364977,2.5119894464748858,0.0,0.0,2.5119894464748853
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2106344721959589,0.1846722068328699,2.7462121212121224,2.312164303349342,0.21041294880677985,0.18450189735692968,2.3387941441012985
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1101546057371975,0.3686635944700533,2.9300567107750517,2.2282672064620948,0.32050692887537807,0.5524875931969915,2.2578548596485044
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1000439066862845,0.0918273645546419,2.9272898961284195,2.2186406626284976,0.42050082499757274,0.6442728222198874,2.263500239916156
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1100075989397847,-0.5504587155963248,2.6515151515151705,2.604903995887208,0.5304479599175165,0.0922934998601064,2.6668387641364353
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1975860171353853,0.4612546125461358,2.735849056603792,2.4196835921383384,0.7278390326284436,0.5524875931970119,2.481506556932424
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1788651716652822,0.2754820936639035,3.116147308781873,2.6840210521116123,0.9065444310363217,0.8275909303859916,2.761755331760417
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1694359271805618,0.1831501831501825,3.207547169811327,2.7339490105189443,1.0758369774859189,1.0105735980936073,2.8387613527459843
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1508007928255691,1.4625228519195457,3.6414565826330487,1.8152084735926337,1.226524180098193,2.4625047305389227,1.9360164345563036
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.255195281027204,0.2702702702702675,3.7278657968313063,1.8594073703980833,1.4813943908932474,2.7324104274554206,2.005665567729804
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.4260132425930787,-0.0898472596585708,3.4418604651162905,2.0798516080058804,1.9065027660650875,2.642522780953716,2.2496367494551897
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1578522739405313,-0.1798561151079125,3.159851301115256,2.145967470380631,2.0642305842572832,2.4625047305389303,2.3158625795744894
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.5437184929630191,0.3603603603603567,2.862419205909517,2.4311225083702803,2.6064762644473545,2.822217348623878,2.640741917978287
2019-06,0,2019-06,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1241032984628462,0.1846722068328699,2.7462121212121224,2.684094575980366,0.0,0.0,2.6840945759803656
2019-06,1,2019-07,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1644508781545744,0.3686635944700533,2.9300567107750517,2.6585304363183635,0.16431580576282542,0.36798569584006174,2.6585304363183635
2019-06,2,2019-08,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.5171919862714629,0.0918273645546419,2.9272898961284195,3.0300377048775706,0.6801749478811869,0.45977092486295773,3.09203164536229
2019-06,3,2019-09,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2084470281691775,-0.5504587155963248,2.6515151515151705,3.538109849653496,0.8884050266633238,-0.09220839749682326,3.600409500929037
2019-06,4,2019-10,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1519485098145345,0.4612546125461358,2.735849056603792,3.304130938378432,1.0402382115379218,0.36798569584008217,3.3662898028016794
2019-06,5,2019-11,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2310271040795918,0.2754820936639035,3.116147308781873,3.640565598969546,1.2709988583168943,0.643089033029062,3.7029268986319743
2019-06,6,2019-12,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2043102311957951,0.1831501831501825,3.207547169811327,3.7543399971403018,1.4751006600067536,0.8260717007366777,3.816769755704872
2019-06,7,2020-01,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.19849758905064,1.4625228519195457,3.6414565826330487,2.892241731636274,1.6734015029076534,2.2780028331819926,2.954448322261643
2019-06,8,2020-02,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2204024601324732,0.2702702702702675,3.7278657968313063,2.9213619469940526,1.8935614331138713,2.5479085300984914,2.9890393231887082
2019-06,9,2020-03,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2079298070791646,-0.0898472596585708,3.4418604651162905,2.9311425058016702,2.101275365363293,2.4580208835967863,3.0111783098098925
2019-06,10,2020-04,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1106222034139464,-0.1798561151079125,3.159851301115256,2.94924046832137,2.2118364275041937,2.278002833182001,3.029290344698226
2019-06,11,2020-05,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1973693526890879,0.3603603603603567,2.862419205909517,2.4857021721027306,2.4090112627894853,2.6377154512669483,2.5653916166479442
2019-06,12,2020-06,2019-07-10T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2098147894145693,0.6283662477558183,3.317972350230406,2.573435315721706,2.6186062483750328,3.2641157097599898,2.6531929786167483
2019-07,0,2019-07,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.435229027763851,0.3686635944700533,2.9300567107750517,2.9983208838599005,0.0,0.0,2.9983208838599
2019-07,1,2019-08,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1376968544541045,0.0918273645546419,2.9272898961284195,3.042752425972846,0.1376021392720531,0.09178522902289596,3.0427524259728456
2019-07,2,2019-09,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0640932800467697,-0.5504587155963248,2.6515151515151705,3.406380550435832,0.20167488834826694,-0.460194093336885,3.4017186214947683
2019-07,3,2019-10,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2014707262738222,0.4612546125461358,2.735849056603792,3.21765934789313,0.40294293453606767,2.0469737016526324e-14,3.219061521339659
2019-07,4,2019-11,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3273742323785808,0.2754820936639035,3.116147308781873,3.6712441802411595,0.7297824641427715,0.2751033371890002,3.6547616426471428
2019-07,5,2019-12,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2182546173865678,0.1831501831501825,3.207547169811327,3.799494937323654,0.9477992521255243,0.45808600489661594,3.782992009331686
2019-07,6,2020-01,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2418938882469412,1.4625228519195457,3.6414565826330487,2.9824906545754537,1.189401048047436,1.9100171373419308,2.9655265429361344
2019-07,7,2020-02,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.166364830418171,0.2702702702702675,3.7278657968313063,2.9684333689429248,1.3556276454744247,2.179922834258429,2.9445848454651626
2019-07,8,2020-03,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1979391517528399,-0.0898472596585708,3.4418604651162905,2.984208687142573,1.5533711558130456,2.0900351877567243,2.9564485718865874
2019-07,9,2020-04,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1405806807176035,-0.1798561151079125,3.159851301115256,3.0626915821990495,1.6938531144036886,1.9100171373419388,3.005366502547852
2019-07,10,2020-05,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1845559148191317,0.3603603603603567,2.862419205909517,2.5910603078524526,1.878238934042669,2.2697297554268863,2.5284622741774156
2019-07,11,2020-06,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2077730551872907,0.6283662477558183,3.317972350230406,2.6293765295254765,2.085796439535469,2.8961300139199277,2.5521035598834554
2019-07,12,2020-07,2019-08-11T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1156991570954277,0.4460303300624524,3.397612488521572,2.3352663034858487,2.2014287167374786,3.3411685766675134,2.225838954281711
2019-08,0,2019-08,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0721202716889229,0.0918273645546419,2.9272898961284195,2.907024528677269,0.0,0.0,2.9070245286772685
2019-08,1,2019-09,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1298315061052773,-0.5504587155963248,2.6515151515151705,3.3333593317738095,0.12974729788337772,-0.551979322359781,3.3333593317738095
2019-08,2,2019-10,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1576646973947042,0.4612546125461358,2.735849056603792,3.1027255439344663,0.28728783498156407,-0.09178522902287553,3.105727561732128
2019-08,3,2019-11,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1601076005570028,0.2754820936639035,3.116147308781873,3.3653152923006893,0.4472673999646912,0.18331810816610422,3.3683249558622603
2019-08,4,2019-12,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3071574729496717,0.1831501831501825,3.207547169811327,3.584995611354587,0.7539541080949561,0.3663007758737199,3.5880116712963144
2019-08,5,2020-01,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3110054474342626,1.4625228519195457,3.6414565826330487,2.8399436282504906,1.064476933981508,1.818231908319035,2.8429379946889495
2019-08,6,2020-02,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2396519623473075,0.2702702702702675,3.7278657968313063,2.8942554359645505,1.3038421889886784,2.0881376052355334,2.8972513837871343
2019-08,7,2020-03,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1490619065838715,-0.0898472596585708,3.4418604651162905,2.851196325223913,1.4527931085917614,1.9982499587338283,2.8589098824970574
2019-08,8,2020-04,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2180639099068115,-0.1798561151079125,3.159851301115256,2.9745086132494265,1.670619604235124,1.818231908319043,2.9874058051161088
2019-08,9,2020-05,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2249580099046134,0.3603603603603567,2.862419205909517,2.5585525686601525,1.8953249624445068,2.1779445264039903,2.5519248611878353
2019-08,10,2020-06,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2483597275359194,0.6283662477558183,3.317972350230406,2.6237491680611718,2.1433767869085645,2.8043447848970318,2.6171172473469735
2019-08,11,2020-07,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1695160804520862,0.4460303300624524,3.397612488521572,2.4300767553601244,2.3127493510189523,3.249383347644618,2.41350844093635
2019-08,12,2020-08,2019-09-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1405750949424211,0.0,3.302752293577968,2.521640276688826,2.4532257316757544,3.249383347644618,2.483564902217088
2019-09,0,2019-09,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,-0.3115374275151629,-0.5504587155963248,2.6515151515151705,2.898128981068642,0.0,0.0,2.898128981068642
2019-09,1,2019-10,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2476034239727201,0.4612546125461358,2.735849056603792,2.7636520140008307,0.24729739175497523,0.4601940933369054,2.7636520140008307
2019-09,2,2019-11,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0736678581743865,0.2754820936639035,3.116147308781873,2.9503497784077863,0.320938128481764,0.7352974305258853,2.936465668693672
2019-09,3,2019-12,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.3891011569023476,0.1831501831501825,3.207547169811327,3.2534299023358413,0.7092842447799911,0.918280098233501,3.2395049185722264
2019-09,4,2020-01,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2433078531230248,1.4625228519195457,3.6414565826330487,2.4415805996839723,0.9522965835886851,2.3702112306788163,2.427765103695909
2019-09,5,2020-02,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.277955474199491,0.2702702702702675,3.7278657968313063,2.534847608625634,1.22986647589206,2.6401169275953142,2.5210195344444157
2019-09,6,2020-03,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0625344237049752,-0.0898472596585708,3.4418604651162905,2.408085385261123,1.2923813549739487,2.5502292810936096,2.394274406511057
2019-09,7,2020-04,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2707245102146142,-0.1798561151079125,3.159851301115256,2.5871202802076887,1.5627400664422544,2.3702112306788243,2.576061212560258
2019-09,8,2020-05,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2086015722687639,0.3603603603603567,2.862419205909517,2.1315441266452555,1.7711243677325719,2.7299238487637716,2.1256502882609616
2019-09,9,2020-06,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.100019473265799,0.6283662477558183,3.317972350230406,2.039477557907788,1.8710938548510199,3.356324107256813,2.0393574924292017
2019-09,10,2020-07,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.2945193428960053,0.4460303300624524,3.397612488521572,1.9679620438138745,2.165180339223445,3.8013626700043996,1.9639790673169466
2019-09,11,2020-08,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.1942799076372197,0.0,3.302752293577968,2.0723349711487598,2.3592717675269426,3.8013626700043996,2.068347917734845
2019-09,12,2020-09,2019-10-09T21:59:00+00:00,TVWQRF_TVW3_FULL,0.0569780568604099,-0.6216696269982114,3.2287822878228734,2.4729602454466244,2.4162335980558742,3.177752631233366,2.4456610561029795
2019-10,0,2019-10,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.229406116745445,0.4612546125461358,2.735849056603792,2.498751160898179,0.0,0.0,2.498751160898179
2019-10,1,2019-11,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1547583255606233,0.2754820936639035,3.116147308781873,2.7420786774721106,0.15463869827019533,0.2751033371889798,2.7543145445044845
2019-10,2,2019-12,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1276299727771768,0.1831501831501825,3.207547169811327,2.772234125256649,0.28218729323191305,0.45808600489659546,2.788398093611253
2019-10,3,2020-01,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1840899834020251,1.4625228519195457,3.6414565826330487,1.8797566929586709,0.4661080386922275,1.9100171373419104,1.9199612632278762
2019-10,4,2020-02,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.128391421795057,0.2702702702702675,3.7278657968313063,1.8182599114854425,0.5944171091818032,2.1799228342584085,1.8606018740711667
2019-10,5,2020-03,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1577566531674778,-0.0898472596585708,3.4418604651162905,1.7685586865704435,0.7520494572570513,2.090035187756704,1.831486692343524
2019-10,6,2020-04,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2622653332567532,-0.1798561151079125,3.159851301115256,1.9264285273316095,1.0139714751224926,1.9100171373419184,2.0036682470244616
2019-10,7,2020-05,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1496723399398145,0.3603603603603567,2.862419205909517,1.4221785225004013,1.1635319176546557,2.269729755426866,1.496049240948204
2019-10,8,2020-06,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1032770165581157,0.6283662477558183,3.317972350230406,1.3304283768629936,1.2667556401925186,2.8961300139199078,1.4135886203949195
2019-10,9,2020-07,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0344344238285969,0.4460303300624524,3.397612488521572,0.9916585821660356,1.3011841367340393,3.3411685766674943,1.0758798335835351
2019-10,10,2020-08,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0401933658096413,0.0,3.302752293577968,0.9258279178518715,1.3413694271741745,3.3411685766674943,1.0237381953509888
2019-10,11,2020-09,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0588570996596983,-0.6216696269982114,3.2287822878228734,1.5417117860977496,1.4002092128363157,2.7175585378964606,1.6426989326627537
2019-10,12,2020-10,2019-11-10T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1185988421165338,0.1787310098301908,2.9384756657483617,1.4441731642708227,1.5187377820824786,2.896130013919914,1.5303292111307654
2019-11,0,2019-11,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1602788573046094,0.2754820936639035,3.116147308781873,2.997680524650361,0.0,0.0,2.9976805246503604
2019-11,1,2019-12,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2179483774345233,0.1831501831501825,3.207547169811327,3.121042918353479,0.2177112144910691,0.18298266770761573,3.124782899754552
2019-11,2,2020-01,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.117020617850867,1.4625228519195457,3.6414565826330487,2.164338130735814,0.33466341658541743,1.6349138001529306,2.185049269218384
2019-11,3,2020-02,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1692724888153573,0.2702702702702675,3.7278657968313063,2.1312879491976364,0.5037928009915966,1.904819497069429,2.1672319635888675
2019-11,4,2020-03,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2276382288435103,-0.0898472596585708,3.4418604651162905,2.161283048677535,0.731172326549617,1.814931850567724,2.2092923783015292
2019-11,5,2020-04,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2976965151254225,-0.1798561151079125,3.159851301115256,2.3564374136866455,1.0284266030680065,1.6349138001529386,2.418293049102738
2019-11,6,2020-05,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.2897903922864078,0.3603603603603567,2.862419205909517,1.9756303520101488,1.317797912443228,1.9946264182378861,2.0511896310228823
2019-11,7,2020-06,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1985563776272443,0.6283662477558183,3.317972350230406,1.9844879788621348,1.5161574274407885,2.6210266767309274,2.0653324745876245
2019-11,8,2020-07,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1822042936379211,0.4460303300624524,3.397612488521572,1.8075742438146414,1.6981959304102054,3.066065239478514,1.875721197014937
2019-11,9,2020-08,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1472015748965789,0.0,3.302752293577968,1.8560369561955818,1.8452892699915642,3.066065239478514,1.9320823182256956
2019-11,10,2020-09,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1779811331532296,-0.6216696269982114,3.2287822878228734,2.580749604418201,2.023112204407457,2.4424552007074807,2.678706080061589
2019-11,11,2020-10,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1523429289474889,0.1787310098301908,2.9384756657483617,2.2553622222327254,2.1753392092348096,2.6210266767309336,2.362975880520947
2019-11,12,2020-11,2019-12-09T22:59:00+00:00,TVWQRF_TVW3_FULL,0.1059019562011225,0.0,2.655677655677633,2.202446675751257,2.281185128873351,2.6210266767309336,2.3074031377169493
2019-12,0,2019-12,2020-01-12T22:59:00+00:00,TVWQRF_TVW3_FULL,0.0151340522998336,0.1831501831501825,3.207547169811327,3.0344588538787023,0.0,0.0,3.034458853878702
