origin,as_of,feature,reference,last_publication,units,value,status
2018-04,2018-05-09 23:59:00,ppi_gap,2018-03,2018-04-26T00:00:00,"relative price gap, log points",-1.6865645515899246,available
2018-04,2018-05-09 23:59:00,fx_news,2018-04,2018-05-01T00:00:00,FX log change since import reference,0.17757438125109887,available
2018-04,2018-05-09 23:59:00,ulc_sameq,2017Q4,2018-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.450599201684895,available
2018-04,2018-05-09 23:59:00,import_mom,2018-02,2018-04-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.9532883160635375,available
2018-04,2018-05-09 23:59:00,ppi_mom,2018-03,2018-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.8108806443272838,available
2018-05,2018-06-10 23:59:00,tightening,2018-04,2018-06-01T00:00:00,"negative unemployment change12, pp",1.0,available
2018-05,2018-06-10 23:59:00,import_gap,2018-03,2018-05-15T00:00:00,"relative price gap, log points",-5.742044397787342,available
2018-05,2018-06-10 23:59:00,ppi_gap,2018-04,2018-05-26T00:00:00,"relative price gap, log points",-1.5735120676526435,available
2018-05,2018-06-10 23:59:00,fx_news,2018-05,2018-06-01T00:00:00,FX log change since import reference,0.8419371097680791,available
2018-05,2018-06-10 23:59:00,ulc_sameq,2017Q4,2018-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.450599201684895,available
2018-05,2018-06-10 23:59:00,import_mom,2018-03,2018-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-1.8423537518029685,available
2018-05,2018-06-10 23:59:00,ppi_mom,2018-04,2018-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.46994862791370184,available
2018-06,2018-07-10 23:59:00,tightening,2018-05,2018-07-02T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2018-06,2018-07-10 23:59:00,import_gap,2018-04,2018-06-14T00:00:00,"relative price gap, log points",-5.870264969336982,available
2018-06,2018-07-10 23:59:00,ppi_gap,2018-05,2018-06-26T00:00:00,"relative price gap, log points",-0.531362979384653,available
2018-06,2018-07-10 23:59:00,fx_news,2018-06,2018-07-01T00:00:00,FX log change since import reference,1.6151775623315836,available
2018-06,2018-07-10 23:59:00,ulc_sameq,2018Q1,2018-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.271310625611875,available
2018-06,2018-07-10 23:59:00,import_mom,2018-04,2018-06-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.3207398179404508,available
2018-06,2018-07-10 23:59:00,ppi_mom,2018-05,2018-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.6834317531825411,available
2018-07,2018-08-08 23:59:00,tightening,2018-06,2018-08-01T00:00:00,"negative unemployment change12, pp",0.5,available
2018-07,2018-08-08 23:59:00,import_gap,2018-05,2018-07-15T00:00:00,"relative price gap, log points",-4.374635273253679,available
2018-07,2018-08-08 23:59:00,ppi_gap,2018-06,2018-07-26T00:00:00,"relative price gap, log points",-0.004571168740085341,available
2018-07,2018-08-08 23:59:00,fx_news,2018-07,2018-08-01T00:00:00,FX log change since import reference,0.7691449175017684,available
2018-07,2018-08-08 23:59:00,ulc_sameq,2018Q1,2018-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.271310625611875,available
2018-07,2018-08-08 23:59:00,import_mom,2018-05,2018-07-15T00:00:00,"six-month import-price change less six-month core change, log points",0.5043641415067703,available
2018-07,2018-08-08 23:59:00,ppi_mom,2018-06,2018-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.8291068277112832,available
2018-08,2018-09-09 23:59:00,tightening,2018-07,2018-09-01T00:00:00,"negative unemployment change12, pp",0.5999999999999996,available
2018-08,2018-09-09 23:59:00,import_gap,2018-06,2018-08-14T00:00:00,"relative price gap, log points",-3.2402555174517143,available
2018-08,2018-09-09 23:59:00,ppi_gap,2018-07,2018-08-26T00:00:00,"relative price gap, log points",-0.38817846210326934,available
2018-08,2018-09-09 23:59:00,fx_news,2018-08,2018-09-01T00:00:00,FX log change since import reference,-0.365332703264276,available
2018-08,2018-09-09 23:59:00,ulc_sameq,2018Q1,2018-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.271310625611875,available
2018-08,2018-09-09 23:59:00,import_mom,2018-06,2018-08-14T00:00:00,"six-month import-price change less six-month core change, log points",1.205204956391218,available
2018-08,2018-09-09 23:59:00,ppi_mom,2018-07,2018-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.3173056207295242,available
2018-09,2018-10-08 23:59:00,tightening,2018-08,2018-10-02T00:00:00,"negative unemployment change12, pp",0.30000000000000027,available
2018-09,2018-10-08 23:59:00,import_gap,2018-07,2018-09-14T00:00:00,"relative price gap, log points",-3.268824986661762,available
2018-09,2018-10-08 23:59:00,ppi_gap,2018-08,2018-09-26T00:00:00,"relative price gap, log points",-0.2863793661379077,available
2018-09,2018-10-08 23:59:00,fx_news,2018-09,2018-10-01T00:00:00,FX log change since import reference,-0.9096272632466506,available
2018-09,2018-10-08 23:59:00,ulc_sameq,2018Q2,2018-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.668127271648018,available
2018-09,2018-10-08 23:59:00,import_mom,2018-07,2018-09-14T00:00:00,"six-month import-price change less six-month core change, log points",1.8153562833571217,available
2018-09,2018-10-08 23:59:00,ppi_mom,2018-08,2018-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.2593955138876425,available
2018-10,2018-11-08 23:59:00,tightening,2018-09,2018-11-01T00:00:00,"negative unemployment change12, pp",0.5,available
2018-10,2018-11-08 23:59:00,import_gap,2018-08,2018-10-15T00:00:00,"relative price gap, log points",-3.241225402413183,available
2018-10,2018-11-08 23:59:00,ppi_gap,2018-09,2018-10-26T00:00:00,"relative price gap, log points",0.1795508002265933,available
2018-10,2018-11-08 23:59:00,fx_news,2018-10,2018-11-01T00:00:00,FX log change since import reference,0.5242628656059412,available
2018-10,2018-11-08 23:59:00,ulc_sameq,2018Q2,2018-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.668127271648018,available
2018-10,2018-11-08 23:59:00,import_mom,2018-08,2018-10-15T00:00:00,"six-month import-price change less six-month core change, log points",2.082933524134755,available
2018-10,2018-11-08 23:59:00,ppi_mom,2018-09,2018-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.511696324660677,available
2018-11,2018-12-09 23:59:00,tightening,2018-10,2018-12-02T00:00:00,"negative unemployment change12, pp",0.6000000000000001,available
2018-11,2018-12-09 23:59:00,import_gap,2018-09,2018-11-14T00:00:00,"relative price gap, log points",-2.9429652643195423,available
2018-11,2018-12-09 23:59:00,ppi_gap,2018-10,2018-11-26T00:00:00,"relative price gap, log points",0.5980396140523112,available
2018-11,2018-12-09 23:59:00,fx_news,2018-11,2018-12-01T00:00:00,FX log change since import reference,1.2650046459130564,available
2018-11,2018-12-09 23:59:00,ulc_sameq,2018Q2,2018-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.668127271648018,available
2018-11,2018-12-09 23:59:00,import_mom,2018-09,2018-11-14T00:00:00,"six-month import-price change less six-month core change, log points",1.9107078987518045,available
2018-11,2018-12-09 23:59:00,ppi_mom,2018-10,2018-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.8407655864036623,available
2018-12,2019-01-09 23:59:00,tightening,2018-11,2019-01-01T00:00:00,"negative unemployment change12, pp",0.3999999999999999,available
2018-12,2019-01-09 23:59:00,import_gap,2018-10,2018-12-15T00:00:00,"relative price gap, log points",-2.382217990311779,available
2018-12,2019-01-09 23:59:00,ppi_gap,2018-11,2018-12-26T00:00:00,"relative price gap, log points",0.3226693668902385,available
2018-12,2019-01-09 23:59:00,fx_news,2018-12,2019-01-01T00:00:00,FX log change since import reference,0.04646840232313977,available
2018-12,2019-01-09 23:59:00,ulc_sameq,2018Q3,2018-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.990605085106893,available
2018-12,2019-01-09 23:59:00,import_mom,2018-10,2018-12-15T00:00:00,"six-month import-price change less six-month core change, log points",2.6458914023104807,available
2018-12,2019-01-09 23:59:00,ppi_mom,2018-11,2018-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.6031036724021495,available
2019-01,2019-02-12 23:59:00,tightening,2018-12,2019-02-01T00:00:00,"negative unemployment change12, pp",0.0,available
2019-01,2019-02-12 23:59:00,import_gap,2018-11,2019-01-14T00:00:00,"relative price gap, log points",-2.4297604050062906,available
2019-01,2019-02-12 23:59:00,ppi_gap,2018-12,2019-01-26T00:00:00,"relative price gap, log points",-1.1758299219301307,available
2019-01,2019-02-12 23:59:00,fx_news,2019-01,2019-02-01T00:00:00,FX log change since import reference,-1.1050264624677455,available
2019-01,2019-02-12 23:59:00,ulc_sameq,2018Q3,2018-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.990605085106836,available
2019-01,2019-02-12 23:59:00,import_mom,2018-11,2019-01-14T00:00:00,"six-month import-price change less six-month core change, log points",1.033315536820421,available
2019-01,2019-02-12 23:59:00,ppi_mom,2018-12,2019-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.3695406217690658,available
2019-02,2019-03-10 23:59:00,tightening,2019-01,2019-03-04T00:00:00,"negative unemployment change12, pp",0.6000000000000001,available
2019-02,2019-03-10 23:59:00,import_gap,2018-12,2019-02-14T00:00:00,"relative price gap, log points",-3.2699036027041886,available
2019-02,2019-03-10 23:59:00,ppi_gap,2019-01,2019-02-26T00:00:00,"relative price gap, log points",-1.6922455966833354,available
2019-02,2019-03-10 23:59:00,fx_news,2019-02,2019-03-01T00:00:00,FX log change since import reference,-0.40733253876356745,available
2019-02,2019-03-10 23:59:00,ulc_sameq,2018Q3,2018-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.990605085106893,available
2019-02,2019-03-10 23:59:00,import_mom,2018-12,2019-02-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.5011895512174478,available
2019-02,2019-03-10 23:59:00,ppi_mom,2019-01,2019-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.597490875050052,available
2019-03,2019-04-09 23:59:00,tightening,2019-02,2019-04-01T00:00:00,"negative unemployment change12, pp",0.5999999999999999,available
2019-03,2019-04-09 23:59:00,import_gap,2019-01,2019-03-17T00:00:00,"relative price gap, log points",-3.253522849097023,available
2019-03,2019-04-09 23:59:00,ppi_gap,2019-02,2019-03-26T00:00:00,"relative price gap, log points",-1.3484204699008728,available
2019-03,2019-04-09 23:59:00,fx_news,2019-03,2019-04-01T00:00:00,FX log change since import reference,0.10521189475165074,available
2019-03,2019-04-09 23:59:00,ulc_sameq,2018Q4,2019-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.408235309012298,available
2019-03,2019-04-09 23:59:00,import_mom,2019-01,2019-03-17T00:00:00,"six-month import-price change less six-month core change, log points",-2.4857038042762527,available
2019-03,2019-04-09 23:59:00,ppi_mom,2019-02,2019-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.3446018993919628,available
2019-04,2019-05-12 23:59:00,tightening,2019-03,2019-05-02T00:00:00,"negative unemployment change12, pp",0.0,available
2019-04,2019-05-12 23:59:00,import_gap,2019-02,2019-04-14T00:00:00,"relative price gap, log points",-2.311284742571826,available
2019-04,2019-05-12 23:59:00,ppi_gap,2019-03,2019-04-26T00:00:00,"relative price gap, log points",-1.062992168067808,available
2019-04,2019-05-12 23:59:00,fx_news,2019-04,2019-05-01T00:00:00,FX log change since import reference,-0.18676321525310302,available
2019-04,2019-05-12 23:59:00,ulc_sameq,2018Q4,2019-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.408235309012298,available
2019-04,2019-05-12 23:59:00,import_mom,2019-02,2019-04-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.835659768424642,available
2019-04,2019-05-12 23:59:00,ppi_mom,2019-03,2019-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.4169037650566974,available
2019-05,2019-06-10 23:59:00,tightening,2019-04,2019-06-01T00:00:00,"negative unemployment change12, pp",0.19999999999999973,available
2019-05,2019-06-10 23:59:00,import_gap,2019-03,2019-05-15T00:00:00,"relative price gap, log points",-2.3855355827214932,available
2019-05,2019-06-10 23:59:00,ppi_gap,2019-04,2019-05-26T00:00:00,"relative price gap, log points",-0.37035611166845683,available
2019-05,2019-06-10 23:59:00,fx_news,2019-05,2019-06-01T00:00:00,FX log change since import reference,0.3654321214741958,available
2019-05,2019-06-10 23:59:00,ulc_sameq,2018Q4,2019-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.4082353090123547,available
2019-05,2019-06-10 23:59:00,import_mom,2019-03,2019-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-2.0355102312491615,available
2019-05,2019-06-10 23:59:00,ppi_mom,2019-04,2019-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.155554701875524,available
2019-06,2019-07-10 23:59:00,tightening,2019-05,2019-07-02T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2019-06,2019-07-10 23:59:00,import_gap,2019-04,2019-06-14T00:00:00,"relative price gap, log points",-1.894264664503356,available
2019-06,2019-07-10 23:59:00,ppi_gap,2019-05,2019-06-26T00:00:00,"relative price gap, log points",0.01148673066450101,available
2019-06,2019-07-10 23:59:00,fx_news,2019-06,2019-07-01T00:00:00,FX log change since import reference,-0.28470602878253437,available
2019-06,2019-07-10 23:59:00,ulc_sameq,2019Q1,2019-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.695379270361855,available
2019-06,2019-07-10 23:59:00,import_mom,2019-04,2019-06-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.069245051957941,available
2019-06,2019-07-10 23:59:00,ppi_mom,2019-05,2019-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.5079532541434161,available
2019-07,2019-08-11 23:59:00,tightening,2019-06,2019-08-01T00:00:00,"negative unemployment change12, pp",0.5999999999999999,available
2019-07,2019-08-11 23:59:00,import_gap,2019-05,2019-07-15T00:00:00,"relative price gap, log points",-1.7393323512787724,available
2019-07,2019-08-11 23:59:00,ppi_gap,2019-06,2019-07-26T00:00:00,"relative price gap, log points",-1.006751214715905,available
2019-07,2019-08-11 23:59:00,fx_news,2019-07,2019-08-01T00:00:00,FX log change since import reference,-0.8534569837220273,available
2019-07,2019-08-11 23:59:00,ulc_sameq,2019Q1,2019-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.6953792703619115,available
2019-07,2019-08-11 23:59:00,import_mom,2019-05,2019-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-1.761695919652978,available
2019-07,2019-08-11 23:59:00,ppi_mom,2019-06,2019-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.029739199333299826,available
2019-08,2019-09-09 23:59:00,tightening,2019-07,2019-09-01T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2019-08,2019-09-09 23:59:00,import_gap,2019-06,2019-08-14T00:00:00,"relative price gap, log points",-3.312826712483692,available
2019-08,2019-09-09 23:59:00,ppi_gap,2019-07,2019-08-26T00:00:00,"relative price gap, log points",-1.8381979492895084,available
2019-08,2019-09-09 23:59:00,fx_news,2019-08,2019-09-01T00:00:00,FX log change since import reference,0.7703419023187917,available
2019-08,2019-09-09 23:59:00,ulc_sameq,2019Q1,2019-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",5.6953792703619115,available
2019-08,2019-09-09 23:59:00,import_mom,2019-06,2019-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.0590154102507157,available
2019-08,2019-09-09 23:59:00,ppi_mom,2019-07,2019-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.3225177988780663,available
2019-09,2019-10-09 23:59:00,tightening,2019-08,2019-10-02T00:00:00,"negative unemployment change12, pp",0.2999999999999998,available
2019-09,2019-10-09 23:59:00,import_gap,2019-07,2019-09-14T00:00:00,"relative price gap, log points",-4.19382998468409,available
2019-09,2019-10-09 23:59:00,ppi_gap,2019-08,2019-09-26T00:00:00,"relative price gap, log points",-1.8488085635236757,available
2019-09,2019-10-09 23:59:00,fx_news,2019-09,2019-10-01T00:00:00,FX log change since import reference,1.22915702089166,available
2019-09,2019-10-09 23:59:00,ulc_sameq,2019Q2,2019-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.436975650142529,available
2019-09,2019-10-09 23:59:00,import_mom,2019-07,2019-09-14T00:00:00,"six-month import-price change less six-month core change, log points",-2.010206205563354,available
2019-09,2019-10-09 23:59:00,ppi_mom,2019-08,2019-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.6909776193097529,available
2019-10,2019-11-10 23:59:00,tightening,2019-09,2019-11-01T00:00:00,"negative unemployment change12, pp",0.10000000000000009,available
2019-10,2019-11-10 23:59:00,import_gap,2019-08,2019-10-15T00:00:00,"relative price gap, log points",-3.870792866893761,available
2019-10,2019-11-10 23:59:00,ppi_gap,2019-09,2019-10-26T00:00:00,"relative price gap, log points",-1.3484810720016185,available
2019-10,2019-11-10 23:59:00,fx_news,2019-10,2019-11-01T00:00:00,FX log change since import reference,-0.39999276646406035,available
2019-10,2019-11-10 23:59:00,ulc_sameq,2019Q2,2019-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.436975650142472,available
2019-10,2019-11-10 23:59:00,import_mom,2019-08,2019-10-15T00:00:00,"six-month import-price change less six-month core change, log points",-2.034680652703855,available
2019-10,2019-11-10 23:59:00,ppi_mom,2019-09,2019-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.536985193392191,available
2019-11,2019-12-09 23:59:00,tightening,2019-10,2019-12-02T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2019-11,2019-12-09 23:59:00,import_gap,2019-09,2019-11-14T00:00:00,"relative price gap, log points",-3.2433749852744826,available
2019-11,2019-12-09 23:59:00,ppi_gap,2019-10,2019-11-26T00:00:00,"relative price gap, log points",-2.01937313206696,available
2019-11,2019-12-09 23:59:00,fx_news,2019-11,2019-12-01T00:00:00,FX log change since import reference,-1.3113793782577532,available
2019-11,2019-12-09 23:59:00,ulc_sameq,2019Q2,2019-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",6.436975650142529,available
2019-11,2019-12-09 23:59:00,import_mom,2019-09,2019-11-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.3112075962628262,available
2019-11,2019-12-09 23:59:00,ppi_mom,2019-10,2019-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.9522645840658162,available
2019-12,2020-01-12 23:59:00,tightening,2019-11,2020-01-01T00:00:00,"negative unemployment change12, pp",-0.20000000000000018,available
2019-12,2020-01-12 23:59:00,import_gap,2019-10,2019-12-15T00:00:00,"relative price gap, log points",-3.6986410324799674,available
2019-12,2020-01-12 23:59:00,ppi_gap,2019-11,2019-12-26T00:00:00,"relative price gap, log points",-2.4671137372208136,available
2019-12,2020-01-12 23:59:00,fx_news,2019-12,2020-01-01T00:00:00,FX log change since import reference,-0.785206292237372,available
2019-12,2020-01-12 23:59:00,ulc_sameq,2019Q3,2019-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.009424185461853,available
2019-12,2020-01-12 23:59:00,import_mom,2019-10,2019-12-15T00:00:00,"six-month import-price change less six-month core change, log points",-2.5263741592382205,available
2019-12,2020-01-12 23:59:00,ppi_mom,2019-11,2019-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.821264932375401,available
2020-01,2020-02-13 23:59:00,tightening,2019-12,2020-02-01T00:00:00,"negative unemployment change12, pp",0.3999999999999999,available
2020-01,2020-02-13 23:59:00,import_gap,2019-11,2020-01-14T00:00:00,"relative price gap, log points",-3.7460079396227943,available
2020-01,2020-02-13 23:59:00,ppi_gap,2019-12,2020-01-26T00:00:00,"relative price gap, log points",-2.4402267904546875,available
2020-01,2020-02-13 23:59:00,fx_news,2020-01,2020-02-01T00:00:00,FX log change since import reference,-1.2415175724703857,available
2020-01,2020-02-13 23:59:00,ulc_sameq,2019Q3,2019-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.009424185461853,available
2020-01,2020-02-13 23:59:00,import_mom,2019-11,2020-01-14T00:00:00,"six-month import-price change less six-month core change, log points",-3.0482464909814837,available
2020-01,2020-02-13 23:59:00,ppi_mom,2019-12,2020-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.8022438438420376,available
2020-02,2020-03-09 23:59:00,tightening,2020-01,2020-03-03T00:00:00,"negative unemployment change12, pp",0.0,available
2020-02,2020-03-09 23:59:00,import_gap,2019-12,2020-02-14T00:00:00,"relative price gap, log points",-4.133360692192699,available
2020-02,2020-03-09 23:59:00,ppi_gap,2020-01,2020-02-26T00:00:00,"relative price gap, log points",-2.690618805452459,available
2020-02,2020-03-09 23:59:00,fx_news,2020-02,2020-03-01T00:00:00,FX log change since import reference,-1.7726190185056696,available
2020-02,2020-03-09 23:59:00,ulc_sameq,2019Q3,2019-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.009424185461853,available
2020-02,2020-03-09 23:59:00,import_mom,2019-12,2020-02-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.8216752844610618,available
2020-02,2020-03-09 23:59:00,ppi_mom,2020-01,2020-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.25550919596065,available
2020-03,2020-04-13 23:59:00,tightening,2020-02,2020-04-01T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2020-03,2020-04-13 23:59:00,import_gap,2020-01,2020-03-16T00:00:00,"relative price gap, log points",-5.37490100540017,available
2020-03,2020-04-13 23:59:00,ppi_gap,2020-02,2020-03-26T00:00:00,"relative price gap, log points",-4.054481868646064,available
2020-03,2020-04-13 23:59:00,fx_news,2020-03,2020-04-01T00:00:00,FX log change since import reference,5.253186869932298,available
2020-03,2020-04-13 23:59:00,ulc_sameq,2019Q4,2020-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.9942521706364573,available
2020-03,2020-04-13 23:59:00,import_mom,2020-01,2020-03-16T00:00:00,"six-month import-price change less six-month core change, log points",-2.1843157848336903,available
2020-03,2020-04-13 23:59:00,ppi_mom,2020-02,2020-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-2.5437753070375115,available
2020-04,2020-05-12 23:59:00,tightening,2020-03,2020-05-02T00:00:00,"negative unemployment change12, pp",0.20000000000000018,available
2020-04,2020-05-12 23:59:00,import_gap,2020-02,2020-04-14T00:00:00,"relative price gap, log points",-7.03065277630545,available
2020-04,2020-05-12 23:59:00,ppi_gap,2020-03,2020-04-26T00:00:00,"relative price gap, log points",-4.616554686648499,available
2020-04,2020-05-12 23:59:00,fx_news,2020-04,2020-05-01T00:00:00,FX log change since import reference,8.465664403960659,available
2020-04,2020-05-12 23:59:00,ulc_sameq,2019Q4,2020-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.9942521706364573,available
2020-04,2020-05-12 23:59:00,import_mom,2020-02,2020-04-14T00:00:00,"six-month import-price change less six-month core change, log points",-4.265222571354686,available
2020-04,2020-05-12 23:59:00,ppi_mom,2020-03,2020-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.5760017271838604,available
2020-05,2020-06-09 23:59:00,tightening,2020-04,2020-06-01T00:00:00,"negative unemployment change12, pp",-0.10000000000000009,available
2020-05,2020-06-09 23:59:00,import_gap,2020-03,2020-05-15T00:00:00,"relative price gap, log points",-3.944267074178187,available
2020-05,2020-06-09 23:59:00,ppi_gap,2020-04,2020-05-26T00:00:00,"relative price gap, log points",-5.035534549394242,available
2020-05,2020-06-09 23:59:00,fx_news,2020-05,2020-06-01T00:00:00,FX log change since import reference,2.5742929272527175,available
2020-05,2020-06-09 23:59:00,ulc_sameq,2019Q4,2020-03-15T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",3.994252170636514,available
2020-05,2020-06-09 23:59:00,import_mom,2020-03,2020-05-15T00:00:00,"six-month import-price change less six-month core change, log points",-1.8902612705877155,available
2020-05,2020-06-09 23:59:00,ppi_mom,2020-04,2020-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.389469129464991,available
2020-06,2020-07-09 23:59:00,tightening,2020-05,2020-07-02T00:00:00,"negative unemployment change12, pp",-0.3999999999999999,available
2020-06,2020-07-09 23:59:00,import_gap,2020-04,2020-06-14T00:00:00,"relative price gap, log points",-2.137913098627605,available
2020-06,2020-07-09 23:59:00,ppi_gap,2020-05,2020-06-26T00:00:00,"relative price gap, log points",-5.062359481152612,available
2020-06,2020-07-09 23:59:00,fx_news,2020-06,2020-07-01T00:00:00,FX log change since import reference,-2.1616250523057325,available
2020-06,2020-07-09 23:59:00,ulc_sameq,2020Q1,2020-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.6642738916654025,available
2020-06,2020-07-09 23:59:00,import_mom,2020-04,2020-06-14T00:00:00,"six-month import-price change less six-month core change, log points",0.5794148501084366,available
2020-06,2020-07-09 23:59:00,ppi_mom,2020-05,2020-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.0818240086288946,available
2020-07,2020-08-12 23:59:00,tightening,2020-06,2020-08-01T00:00:00,"negative unemployment change12, pp",-0.9000000000000001,available
2020-07,2020-08-12 23:59:00,import_gap,2020-05,2020-07-15T00:00:00,"relative price gap, log points",-3.884653983390015,available
2020-07,2020-08-12 23:59:00,ppi_gap,2020-06,2020-07-26T00:00:00,"relative price gap, log points",-5.395052674085662,available
2020-07,2020-08-12 23:59:00,fx_news,2020-07,2020-08-01T00:00:00,FX log change since import reference,-2.838045906076946,available
2020-07,2020-08-12 23:59:00,ulc_sameq,2020Q1,2020-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.6642738916654025,available
2020-07,2020-08-12 23:59:00,import_mom,2020-05,2020-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.873802741676267,available
2020-07,2020-08-12 23:59:00,ppi_mom,2020-06,2020-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-3.5499242001691913,available
2020-08,2020-09-09 23:59:00,tightening,2020-07,2020-09-01T00:00:00,"negative unemployment change12, pp",-0.8999999999999999,available
2020-08,2020-09-09 23:59:00,import_gap,2020-06,2020-08-14T00:00:00,"relative price gap, log points",-6.413570951895237,available
2020-08,2020-09-09 23:59:00,ppi_gap,2020-07,2020-08-26T00:00:00,"relative price gap, log points",-6.1972924023475,available
2020-08,2020-09-09 23:59:00,fx_news,2020-08,2020-09-01T00:00:00,FX log change since import reference,-1.9453362958738503,available
2020-08,2020-09-09 23:59:00,ulc_sameq,2020Q1,2020-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",4.6642738916654025,available
2020-08,2020-09-09 23:59:00,import_mom,2020-06,2020-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-3.182665176529512,available
2020-08,2020-09-09 23:59:00,ppi_mom,2020-07,2020-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-4.101673381252661,available
2020-09,2020-10-11 23:59:00,tightening,2020-08,2020-10-02T00:00:00,"negative unemployment change12, pp",-0.6000000000000001,available
2020-09,2020-10-11 23:59:00,import_gap,2020-07,2020-09-14T00:00:00,"relative price gap, log points",-7.366799753104179,available
2020-09,2020-10-11 23:59:00,ppi_gap,2020-08,2020-09-26T00:00:00,"relative price gap, log points",-6.575732775624317,available
