origin,as_of,feature,reference,last_publication,units,value,status
2016-07,2016-08-08 23:59:00,ppi_gap,2016-06,2016-07-26T00:00:00,"relative price gap, log points",-6.947313589935277,available
2016-07,2016-08-08 23:59:00,fx_news,2016-07,2016-08-01T00:00:00,FX log change since import reference,0.04439183263193187,available
2016-07,2016-08-08 23:59:00,ulc_sameq,2016Q1,2016-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.2236937761068134,available
2016-07,2016-08-08 23:59:00,import_mom,2016-05,2016-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-4.001888161731009,available
2016-07,2016-08-08 23:59:00,ppi_mom,2016-06,2016-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.9158596573712248,available
2016-08,2016-09-08 23:59:00,tightening,2016-07,2016-09-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2016-08,2016-09-08 23:59:00,import_gap,2016-06,2016-08-14T00:00:00,"relative price gap, log points",-6.85868312708501,available
2016-08,2016-09-08 23:59:00,ppi_gap,2016-07,2016-08-26T00:00:00,"relative price gap, log points",-6.231957788038017,available
2016-08,2016-09-08 23:59:00,fx_news,2016-08,2016-09-01T00:00:00,FX log change since import reference,-0.13312134495577194,available
2016-08,2016-09-08 23:59:00,ulc_sameq,2016Q1,2016-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.2236937761068134,available
2016-08,2016-09-08 23:59:00,import_mom,2016-06,2016-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-1.753860932074632,available
2016-08,2016-09-08 23:59:00,ppi_mom,2016-07,2016-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.07121735064595056,available
2016-09,2016-10-09 23:59:00,tightening,2016-08,2016-10-02T00:00:00,"negative unemployment change12, pp",1.0,available
2016-09,2016-10-09 23:59:00,import_gap,2016-07,2016-09-14T00:00:00,"relative price gap, log points",-6.802360911259845,available
2016-09,2016-10-09 23:59:00,ppi_gap,2016-08,2016-09-26T00:00:00,"relative price gap, log points",-6.175525904565177,available
2016-09,2016-10-09 23:59:00,fx_news,2016-09,2016-10-01T00:00:00,FX log change since import reference,-0.06289424724980856,available
2016-09,2016-10-09 23:59:00,ulc_sameq,2016Q2,2016-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.19508594628172204,available
2016-09,2016-10-09 23:59:00,import_mom,2016-07,2016-09-14T00:00:00,"six-month import-price change less six-month core change, log points",-0.20133477537901429,available
2016-09,2016-10-09 23:59:00,ppi_mom,2016-08,2016-09-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.584448846449918,available
2016-10,2016-11-08 23:59:00,tightening,2016-09,2016-11-01T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2016-10,2016-11-08 23:59:00,import_gap,2016-08,2016-10-15T00:00:00,"relative price gap, log points",-6.760012097033375,available
2016-10,2016-11-08 23:59:00,ppi_gap,2016-09,2016-10-26T00:00:00,"relative price gap, log points",-5.722185584586555,available
2016-10,2016-11-08 23:59:00,fx_news,2016-10,2016-11-01T00:00:00,FX log change since import reference,-0.014802205555645778,available
2016-10,2016-11-08 23:59:00,ulc_sameq,2016Q2,2016-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.1950859462817789,available
2016-10,2016-11-08 23:59:00,import_mom,2016-08,2016-10-15T00:00:00,"six-month import-price change less six-month core change, log points",0.8808368394488126,available
2016-10,2016-11-08 23:59:00,ppi_mom,2016-09,2016-10-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.6711430239370267,available
2016-11,2016-12-08 23:59:00,tightening,2016-10,2016-12-02T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2016-11,2016-12-08 23:59:00,import_gap,2016-09,2016-11-14T00:00:00,"relative price gap, log points",-6.9125013285432075,available
2016-11,2016-12-08 23:59:00,ppi_gap,2016-10,2016-11-26T00:00:00,"relative price gap, log points",-5.370523480225472,available
2016-11,2016-12-08 23:59:00,fx_news,2016-11,2016-12-01T00:00:00,FX log change since import reference,0.04070079422732619,available
2016-11,2016-12-08 23:59:00,ulc_sameq,2016Q2,2016-09-13T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",0.1950859462817789,available
2016-11,2016-12-08 23:59:00,import_mom,2016-09,2016-11-14T00:00:00,"six-month import-price change less six-month core change, log points",0.5283263408905741,available
2016-11,2016-12-08 23:59:00,ppi_mom,2016-10,2016-11-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.7002979397804403,available
2016-12,2017-01-09 23:59:00,tightening,2016-11,2017-01-01T00:00:00,"negative unemployment change12, pp",0.8999999999999999,available
2016-12,2017-01-09 23:59:00,import_gap,2016-10,2016-12-15T00:00:00,"relative price gap, log points",-6.407541272756789,available
2016-12,2017-01-09 23:59:00,ppi_gap,2016-11,2016-12-26T00:00:00,"relative price gap, log points",-5.03011897220847,available
2016-12,2017-01-09 23:59:00,fx_news,2016-12,2017-01-01T00:00:00,FX log change since import reference,0.03330188186407143,available
2016-12,2017-01-09 23:59:00,ulc_sameq,2016Q3,2016-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.8700154578193633,available
2016-12,2017-01-09 23:59:00,import_mom,2016-10,2016-12-15T00:00:00,"six-month import-price change less six-month core change, log points",1.3194636486230282,available
2016-12,2017-01-09 23:59:00,ppi_mom,2016-11,2016-12-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.44131653412797645,available
2017-01,2017-02-09 23:59:00,tightening,2016-12,2017-02-01T00:00:00,"negative unemployment change12, pp",0.9999999999999996,available
2017-01,2017-02-09 23:59:00,import_gap,2016-11,2017-01-14T00:00:00,"relative price gap, log points",-5.798610583056747,available
2017-01,2017-02-09 23:59:00,ppi_gap,2016-12,2017-01-26T00:00:00,"relative price gap, log points",-4.626985933903654,available
2017-01,2017-02-09 23:59:00,fx_news,2017-01,2017-02-01T00:00:00,FX log change since import reference,-0.044401687993607164,available
2017-01,2017-02-09 23:59:00,ulc_sameq,2016Q3,2016-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.8700154578193064,available
2017-01,2017-02-09 23:59:00,import_mom,2016-11,2017-01-14T00:00:00,"six-month import-price change less six-month core change, log points",1.6728522487389839,available
2017-01,2017-02-09 23:59:00,ppi_mom,2016-12,2017-01-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.020260688461077203,available
2017-02,2017-03-08 23:59:00,tightening,2017-01,2017-03-04T00:00:00,"negative unemployment change12, pp",0.8999999999999999,available
2017-02,2017-03-08 23:59:00,import_gap,2016-12,2017-02-14T00:00:00,"relative price gap, log points",-4.802067019277283,available
2017-02,2017-03-08 23:59:00,ppi_gap,2017-01,2017-02-26T00:00:00,"relative price gap, log points",-3.925354865229508,available
2017-02,2017-03-08 23:59:00,fx_news,2017-02,2017-03-01T00:00:00,FX log change since import reference,-0.03700277563035177,available
2017-02,2017-03-08 23:59:00,ulc_sameq,2016Q3,2016-12-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.8700154578193633,available
2017-02,2017-03-08 23:59:00,import_mom,2016-12,2017-02-14T00:00:00,"six-month import-price change less six-month core change, log points",1.7478471078570827,available
2017-02,2017-03-08 23:59:00,ppi_mom,2017-01,2017-02-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.7975230880610806,available
2017-03,2017-04-09 23:59:00,tightening,2017-02,2017-04-01T00:00:00,"negative unemployment change12, pp",0.9000000000000004,available
2017-03,2017-04-09 23:59:00,import_gap,2017-01,2017-03-17T00:00:00,"relative price gap, log points",-3.652218060523234,available
2017-03,2017-04-09 23:59:00,ppi_gap,2017-02,2017-03-26T00:00:00,"relative price gap, log points",-3.269062690883402,available
2017-03,2017-04-09 23:59:00,fx_news,2017-03,2017-04-01T00:00:00,FX log change since import reference,0.0,available
2017-03,2017-04-09 23:59:00,ulc_sameq,2016Q4,2017-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.307352576953406,available
2017-03,2017-04-09 23:59:00,import_mom,2017-01,2017-03-17T00:00:00,"six-month import-price change less six-month core change, log points",2.4263762617678406,available
2017-03,2017-04-09 23:59:00,ppi_mom,2017-02,2017-03-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",1.2993720612217583,available
2017-04,2017-05-09 23:59:00,tightening,2017-03,2017-05-02T00:00:00,"negative unemployment change12, pp",0.7999999999999998,available
2017-04,2017-05-09 23:59:00,import_gap,2017-02,2017-04-14T00:00:00,"relative price gap, log points",-2.616985850607324,available
2017-04,2017-05-09 23:59:00,ppi_gap,2017-03,2017-04-26T00:00:00,"relative price gap, log points",-2.641298629486755,available
2017-04,2017-05-09 23:59:00,fx_news,2017-04,2017-05-01T00:00:00,FX log change since import reference,-0.7280323368125273,available
2017-04,2017-05-09 23:59:00,ulc_sameq,2016Q4,2017-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.307352576953406,available
2017-04,2017-05-09 23:59:00,import_mom,2017-02,2017-04-14T00:00:00,"six-month import-price change less six-month core change, log points",2.6590859724218165,available
2017-04,2017-05-09 23:59:00,ppi_mom,2017-03,2017-04-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.8812699766107597,available
2017-05,2017-06-08 23:59:00,tightening,2017-04,2017-06-01T00:00:00,"negative unemployment change12, pp",0.6000000000000001,available
2017-05,2017-06-08 23:59:00,import_gap,2017-03,2017-05-15T00:00:00,"relative price gap, log points",-1.9645527638959521,available
2017-05,2017-06-08 23:59:00,ppi_gap,2017-04,2017-05-26T00:00:00,"relative price gap, log points",-1.8358651159094848,available
2017-05,2017-06-08 23:59:00,fx_news,2017-05,2017-06-01T00:00:00,FX log change since import reference,-1.7020416853585514,available
2017-05,2017-06-08 23:59:00,ulc_sameq,2016Q4,2017-03-16T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",2.307352576953406,available
2017-05,2017-06-08 23:59:00,import_mom,2017-03,2017-05-15T00:00:00,"six-month import-price change less six-month core change, log points",2.4867121099381055,available
2017-05,2017-06-08 23:59:00,ppi_mom,2017-04,2017-05-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",0.7396109074296242,available
2017-06,2017-07-11 23:59:00,tightening,2017-05,2017-07-02T00:00:00,"negative unemployment change12, pp",0.8999999999999999,available
2017-06,2017-07-11 23:59:00,import_gap,2017-04,2017-06-14T00:00:00,"relative price gap, log points",-2.0833655702220297,available
2017-06,2017-07-11 23:59:00,ppi_gap,2017-05,2017-06-26T00:00:00,"relative price gap, log points",-2.0693241176346646,available
2017-06,2017-07-11 23:59:00,fx_news,2017-06,2017-07-01T00:00:00,FX log change since import reference,-2.11359046209696,available
2017-06,2017-07-11 23:59:00,ulc_sameq,2017Q1,2017-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.1294271501643607,available
2017-06,2017-07-11 23:59:00,import_mom,2017-04,2017-06-14T00:00:00,"six-month import-price change less six-month core change, log points",1.1926775884517151,available
2017-06,2017-07-11 23:59:00,ppi_mom,2017-05,2017-06-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.012241516883862769,available
2017-07,2017-08-08 23:59:00,tightening,2017-06,2017-08-01T00:00:00,"negative unemployment change12, pp",1.4000000000000004,available
2017-07,2017-08-08 23:59:00,import_gap,2017-05,2017-07-15T00:00:00,"relative price gap, log points",-3.354988200583756,available
2017-07,2017-08-08 23:59:00,ppi_gap,2017-06,2017-07-26T00:00:00,"relative price gap, log points",-2.29868947985824,available
2017-07,2017-08-08 23:59:00,fx_news,2017-07,2017-08-01T00:00:00,FX log change since import reference,-1.861826643788017,available
2017-07,2017-08-08 23:59:00,ulc_sameq,2017Q1,2017-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.1294271501643607,available
2017-07,2017-08-08 23:59:00,import_mom,2017-05,2017-07-15T00:00:00,"six-month import-price change less six-month core change, log points",-0.9875635481998273,available
2017-07,2017-08-08 23:59:00,ppi_mom,2017-06,2017-07-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-0.9448545231512112,available
2017-08,2017-09-10 23:59:00,tightening,2017-07,2017-09-01T00:00:00,"negative unemployment change12, pp",1.2999999999999998,available
2017-08,2017-09-10 23:59:00,import_gap,2017-06,2017-08-14T00:00:00,"relative price gap, log points",-4.9975404493235285,available
2017-08,2017-09-10 23:59:00,ppi_gap,2017-07,2017-08-26T00:00:00,"relative price gap, log points",-2.2950934585125538,available
2017-08,2017-09-10 23:59:00,fx_news,2017-08,2017-09-01T00:00:00,FX log change since import reference,-0.6187476772034263,available
2017-08,2017-09-10 23:59:00,ulc_sameq,2017Q1,2017-06-14T00:00:00,"real unit labour cost against the same quarter of the three previous years, log points",1.1294271501643607,available
2017-08,2017-09-10 23:59:00,import_mom,2017-06,2017-08-14T00:00:00,"six-month import-price change less six-month core change, log points",-3.8059503513346167,available
2017-08,2017-09-10 23:59:00,ppi_mom,2017-07,2017-08-26T00:00:00,"six-month manufactured-PPI change less six-month core change, log points",-1.9408329844096555,available
2017-09,2017-10-08 23:59:00,tightening,2017-08,2017-10-02T00:00:00,"negative unemployment change12, pp",1.0,available
2017-09,2017-10-08 23:59:00,import_gap,2017-07,2017-09-14T00:00:00,"relative price gap, log points",-5.950535674100745,available
2017-09,2017-10-08 23:59:00,ppi_gap,2017-08,2017-09-26T00:00:00,"relative price gap, log points",-1.9116347177645707,available
