origin,as_of_utc,target,h,model,mm_forecast,native_h0,h0_exante,h0_actual,h0_method,mm_actual,yy_actual,yy_exante,yy_conditional,status,converged,fallback_used,unemployment_end,unemployment_adjustments,fx_end,headline_n,origin_status,contribution_core,contribution_food,contribution_administered,contribution_alcohol_tobacco,contribution_fuel,contribution_wedge,value_core,value_food,value_administered,value_alcohol_tobacco,value_fuel,value_wedge,weight_food,weight_fuel,weight_alc,weight_administered,weight_core
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,TARGET_FX_ML,0.166385964666373,0.152783458721291,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,1.881978126654076,1.7489217566474924,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,TARGET_FX_ML,0.0475082856759689,0.152783458721291,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,2.0266320475423014,1.8933867616354343,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,TARGET_FX_ML,0.0649898588542741,0.152783458721291,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,1.9966249182965037,1.8634188212605745,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,TARGET_FX_ML,1.2099046942580405,0.152783458721291,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,2.170427715628207,2.036994634686633,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,TARGET_FX_ML,0.1723101774096314,0.152783458721291,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,2.022296933092118,2.022296933092118,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-02,0,TARGET_U_FX_ML,0.3177548805881821,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,2.813699021157841,2.6794258373205744,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,TARGET_U_FX_ML,0.0167319906163816,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,2.9293988320055404,2.7949745459112805,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,TARGET_U_FX_ML,0.200678123559878,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,2.8404371206998054,2.7061290172964747,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,TARGET_U_FX_ML,0.1822156454932439,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,2.5381524961194306,2.404239172004793,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,TARGET_U_FX_ML,0.1701472076925589,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,2.323555351307294,2.18992228791813,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,TARGET_U_FX_ML,0.2457730414374133,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,2.381135399871033,2.247427137782476,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,TARGET_U_FX_ML,-0.1672724050535112,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,2.1133645449327902,1.9800059876556908,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,TARGET_U_FX_ML,-0.2859651852193591,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,2.1106210884261203,1.9772661140630028,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,TARGET_U_FX_ML,0.1665467515364941,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,1.894718169272347,1.7616451609568535,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,TARGET_U_FX_ML,0.0478021798489986,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,2.0396899241272357,1.9064275848249552,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,TARGET_U_FX_ML,0.0655689531665727,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,2.010269303001673,1.877045386599324,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,TARGET_U_FX_ML,1.2100345769332252,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,2.184226483292382,2.0507753813625067,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,TARGET_U_FX_ML,0.1718717134786773,0.1552178202473759,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,2.0356290729360405,2.0356290729360405,converged,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-02,0,BVAR_U_FX,0.3177548805881821,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,2.813699021157841,2.6794258373205744,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,BVAR_U_FX,-0.1177918130724457,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,2.7909574535811297,2.6567139698977638,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,BVAR_U_FX,0.0600411583280407,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,2.5579675318403376,2.424028329579505,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,BVAR_U_FX,0.0114198138364727,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,2.0821809842821897,1.948863152278198,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,BVAR_U_FX,0.0340886881963986,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,1.7301727202807171,1.5973146059096337,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,BVAR_U_FX,0.1061892413224097,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,1.645688445317678,1.5129406661712912,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,BVAR_U_FX,-0.267968666267254,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,1.2775843446209525,1.145317304034259,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,BVAR_U_FX,-0.4437365638445019,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,1.1146223613142527,0.982568146688996,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,BVAR_U_FX,0.0402621707076251,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,0.7736150642998011,0.6420062002058237,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,BVAR_U_FX,-0.0895939663074664,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,0.7784019496757386,0.646786833979628,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,BVAR_U_FX,-0.0321715671938551,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,0.6509365810563851,0.5194879332632533,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,BVAR_U_FX,1.0681042845084523,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,0.6811887580776208,0.5497006013847475,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,BVAR_U_FX,0.0474847354983137,0.0435124709026879,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,0.4099394709912377,0.4099394709912377,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-02,0,RF_U_FX,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,2.813699021157841,2.6794258373205744,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,RF_U_FX,0.0996640197692464,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,3.014745990773171,2.8802102425406138,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,RF_U_FX,0.1933026263210007,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,2.918134434654429,2.783724859697992,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,RF_U_FX,0.1733574323255321,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,2.606548052655266,2.472545404946361,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,RF_U_FX,0.1733376686081651,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,2.3950689878175133,2.261342528667343,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,RF_U_FX,0.3074299902744912,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,2.5157036088860294,2.381819602689054,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,RF_U_FX,0.0582526059220002,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,2.4785610340180178,2.3447255354793684,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,RF_U_FX,-0.1842773302676301,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,2.580312062527543,2.446343678637168,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,RF_U_FX,0.1750614827252093,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,2.372117505439252,2.238421020588635,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,RF_U_FX,0.091350946813895,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,2.562392377995403,2.4284473969503533,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,RF_U_FX,0.1898922115219309,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,2.660209665172657,2.5261369361843986,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,RF_U_FX,1.1322962700479082,,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,2.756288546626388,2.622090340027313,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,RF_U_FX,0.1982521579339549,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,2.633880940258181,2.633880940258181,estimated,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-02,0,NAIVE,0.3177548805881821,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,2.813699021157841,2.6794258373205744,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,NAIVE,-0.0190386552795596,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,2.892586480665694,2.7582102709626737,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,NAIVE,0.2374716247288955,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,2.841405896196016,2.7070965275860868,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,NAIVE,0.1747578119917348,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,2.531485136358309,2.397580519717787,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,NAIVE,0.1158664436139611,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,2.261457885703081,2.1279059206937467,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,NAIVE,0.2349827089433143,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,2.3079894980227835,2.174376763409839,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,NAIVE,-0.0801010110857203,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,2.1295090371351835,1.99612939538792,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,NAIVE,-0.2355223372812642,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,2.178428535028869,2.0449850051344374,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,NAIVE,0.2725189356713731,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,2.0702543496338817,1.9369520936399165,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,NAIVE,-0.0603366825583573,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2754820936639035,3.116147308781873,2.104994010327909,1.971646384846305,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,NAIVE,0.0773617802656434,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1831501831501825,3.207547169811327,2.0875842662915662,1.9542593776804749,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,NAIVE,0.6012813217794077,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,1.4625228519195457,3.6414565826330487,1.6465946898982569,1.5138457272097323,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,NAIVE,0.1584828960416606,0.1584828960416606,0.3177548805881821,0.1867413632119507,HARD_BASE,0.2702702702702675,3.7278657968313063,1.4852129396993323,1.4852129396993323,seasonal_mean_last_five,True,False,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-02,0,F1B_STORED_REF,0.3177548805881821,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1867413632119507,2.6794258373205744,2.813699021157841,2.6794258373205744,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1863932898415576,2.969348659003822,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0930232558139509,2.769818529130847,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.6505576208178487,2.9467680608364977,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.1846722068328699,2.7462121212121224,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.3686635944700533,2.9300567107750517,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.0918273645546419,2.9272898961284195,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,-0.5504587155963248,2.6515151515151705,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,F1B_STORED_REF,,,0.3177548805881821,0.1867413632119507,HARD_BASE,0.4612546125461358,2.735849056603792,,,stored_legacy_reference,,,2019-01,sa,2019-02,336,,,,,,,,,,,,,,,,,,
