model,period,n_errors,lower,upper,actual,covered,width,interval_score
HARD_BASE,2024-03,60,-0.4596273337256515,0.8161877769886619,0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-04,60,-0.10239368075970767,1.1734214299546057,0.7,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-05,60,-0.42992651188448283,0.8458885988298306,0.0,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-06,60,-0.5883411432523931,0.6874739674619204,-0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-07,60,-0.4279231063459382,0.8478920043683752,0.7,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-08,60,-0.5650920810042139,0.7107230297100995,0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-09,60,-1.1030815474295923,0.17273356328472123,-0.4,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-10,60,-0.4160670742492773,0.8597480364650361,0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-11,60,-0.506868212734237,0.7689468979800764,0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2024-12,60,-0.6336693028225547,0.6421458078917587,-0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-01,60,0.4862056236489738,1.7620207343632872,1.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-02,60,-0.3105722988068566,0.9652428119074568,0.2,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-03,60,-0.6119463460206791,0.6638687646936343,0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-04,60,-0.4491344257234454,0.826680684990868,-0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-05,60,-0.3763070710805074,0.899508039633806,0.5,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-06,60,-0.42386858592144494,0.8519465247928685,0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-07,60,-0.15520787738202768,1.1206072333322856,0.5,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-08,60,-0.515446280586114,0.7603688301281994,0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-09,60,-1.1175999430353132,0.15821516767900012,-0.6,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-10,60,-0.3977250402919849,0.8780900704223285,0.5,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-11,60,-0.6239950344554457,0.6518200762588677,-0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2025-12,60,-0.9555435397837255,0.32027157093058783,-0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-01,60,0.21354490349032473,1.4893600142046381,0.9,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-02,60,-0.5620561156420969,0.7137589950722165,-0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-03,60,-0.05475981281069764,1.2210552979036158,0.6,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-04,60,-0.1398756410268014,1.135939469687512,0.5,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-05,60,-0.2702581996905982,1.0055569110237152,0.1,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-06,60,-0.6963028529318787,0.5795122577824348,-0.3,True,1.2758151107143134,1.2758151107143134
HARD_BASE,2026-07,60,-0.1902350278676982,1.0855800828466151,0.6,True,1.2758151107143134,1.2758151107143134
HARD_HALF,2019-02,0,,,0.2,,,
HARD_HALF,2019-03,1,,,0.2,,,
HARD_HALF,2019-04,2,,,0.1,,,
HARD_HALF,2019-05,3,,,0.7,,,
HARD_HALF,2019-06,4,,,0.2,,,
HARD_HALF,2019-07,5,,,0.4,,,
HARD_HALF,2019-08,6,,,0.1,,,
HARD_HALF,2019-09,7,,,-0.6,,,
HARD_HALF,2019-10,8,,,0.5,,,
HARD_HALF,2019-11,9,,,0.3,,,
HARD_HALF,2019-12,10,,,0.2,,,
HARD_HALF,2020-01,11,,,1.5,,,
HARD_HALF,2020-02,12,,,0.3,,,
HARD_HALF,2020-03,13,,,-0.1,,,
HARD_HALF,2020-04,14,,,-0.2,,,
HARD_HALF,2020-05,15,,,0.4,,,
HARD_HALF,2020-06,16,,,0.6,,,
HARD_HALF,2020-07,17,,,0.4,,,
HARD_HALF,2020-08,18,,,0.0,,,
HARD_HALF,2020-09,19,,,-0.6,,,
HARD_HALF,2020-10,20,,,0.2,,,
HARD_HALF,2020-11,21,,,0.0,,,
HARD_HALF,2020-12,22,,,-0.2,,,
HARD_HALF,2021-01,23,,,1.3,,,
HARD_HALF,2021-02,24,0.05143041800376258,0.9682223049258087,0.2,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-03,25,-0.31029799141527825,0.6064938955067679,0.2,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-04,26,-0.1724078395205011,0.7443840474015451,0.5,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-05,27,0.1295460999812641,1.0463379869033103,0.2,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-06,28,-0.111873605581299,0.8049182813407472,0.5,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-07,29,0.2609951341516157,1.0784486224612273,1.0,True,0.8174534883096116,0.8174534883096116
HARD_HALF,2021-08,30,-0.2423026401716403,0.5751508481379713,0.7,False,0.8174534883096116,3.3144365255501835
HARD_HALF,2021-09,31,-0.5762958549130219,0.3404960320090242,0.2,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-10,32,0.3343429499616193,1.2511348368836654,1.0,True,0.9167918869220462,0.9167918869220462
HARD_HALF,2021-11,33,0.23986173212963624,1.1566536190516823,0.2,False,0.9167918869220462,1.7140265295147707
HARD_HALF,2021-12,34,0.3751839310546277,1.3716992822359464,0.4,True,0.9965153511813186,0.9965153511813186
HARD_HALF,2022-01,35,3.921850849912351,4.9183662010936695,4.4,True,0.9965153511813186,0.9965153511813186
HARD_HALF,2022-02,36,0.4489976907673821,1.4455130419487008,1.3,True,0.9965153511813186,0.9965153511813186
HARD_HALF,2022-03,37,0.4616774780348479,1.4581928292161666,1.7,False,0.9965153511813186,5.832658766857986
HARD_HALF,2022-04,38,0.2766721942238486,1.3438239862575174,1.8,False,1.0671517920336688,10.190672066883323
HARD_HALF,2022-05,39,1.3952735857910805,2.4624253778247494,1.8,True,1.0671517920336688,1.0671517920336688
HARD_HALF,2022-06,40,0.9737921567834666,2.0409439488171355,1.6,True,1.0671517920336688,1.0671517920336688
HARD_HALF,2022-07,41,0.9808384395389098,2.0479902315725784,1.3,True,1.0671517920336688,1.0671517920336688
HARD_HALF,2022-08,42,0.13850620690093352,1.2056579989346023,0.4,True,1.0671517920336688,1.0671517920336688
HARD_HALF,2022-09,43,-0.41861573412836484,0.648536057905304,0.8,False,1.0671517920336688,4.096430633927589
HARD_HALF,2022-10,44,0.5403019367863389,1.7080929334327901,-1.4,False,1.1677909966464513,39.973829732373225
HARD_HALF,2022-11,45,0.10321299494135228,1.4732926711644132,1.2,True,1.370079676223061,1.370079676223061
HARD_HALF,2022-12,46,-0.5940984159437946,0.7759812602792663,0.0,True,1.370079676223061,1.370079676223061
HARD_HALF,2023-01,47,4.170676819491416,5.540756495714477,6.0,False,1.370079676223061,10.554949761933528
HARD_HALF,2023-02,48,-0.2360944540417741,1.2440352387072116,0.6,True,1.4801296927489855,1.4801296927489855
HARD_HALF,2023-03,49,-0.4564702575200773,0.9136094187029836,0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2023-04,50,-0.18236491614275763,1.1877147600803033,-0.2,False,1.370079676223061,1.7227813533679086
HARD_HALF,2023-05,51,-0.5346507687567899,0.870699075180756,0.3,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-06,52,-0.7498051524016947,0.6555446915358512,0.3,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-07,53,-0.3403322637263614,1.0650175802111845,0.5,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-08,54,-0.23079079896946852,1.1745590449680772,0.2,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-09,55,-0.9782229997001046,0.42712684423744113,-0.7,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-10,56,-0.4200133855071104,0.9853364584304354,0.1,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-11,57,-0.6637618080311947,0.7415880359063511,0.1,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2023-12,58,-0.8503251194112302,0.5550247245263156,-0.4,True,1.4053498439375458,1.4053498439375458
HARD_HALF,2024-01,59,0.2007473365767788,1.5708270127998398,1.5,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-02,60,-0.4270017934465338,0.9430778827765272,0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-03,60,-0.5070810140523131,0.8629986621707478,0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-04,60,-0.1681012245339919,1.201978451689069,0.7,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-05,60,-0.46579341174539435,0.9042862644776666,0.0,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-06,60,-0.603779098823828,0.766300577399233,-0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-07,60,-0.43819466276899827,0.9318850134540626,0.7,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-08,60,-0.6352518013169498,0.7348278749061111,0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-09,60,-1.2278816291483974,0.14219804707466366,-0.4,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-10,60,-0.4006801614802747,0.9693995147427863,0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-11,60,-0.5724517362624442,0.7976279399606168,0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2024-12,60,-0.7149685722768166,0.6551111039462443,-0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-01,60,0.4567387279857046,1.8268184042087654,1.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-02,60,-0.34011846321432876,1.0299612130087321,0.2,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-03,60,-0.6722407666381132,0.6978389095849478,0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-04,60,-0.513768367729158,0.8563113084939029,-0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-05,60,-0.40070535554744974,0.9693743206756111,0.5,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-06,60,-0.4662654173530676,0.9038142588699933,0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-07,60,-0.12658299782046012,1.2434966784026007,0.5,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-08,60,-0.5869562988343046,0.7831233773887564,0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-09,60,-1.2072500488080804,0.16282962741498064,-0.6,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-10,60,-0.39884084906720046,0.9712388271558605,0.5,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-11,60,-0.6568606614272836,0.7132190147957773,-0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2025-12,60,-1.0042618441030229,0.36581783212003804,-0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-01,60,0.16824960216758356,1.5383292783906444,0.9,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-02,60,-0.5908826411474956,0.7791970350755654,-0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-03,60,-0.11044228489440433,1.2596373913286567,0.6,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-04,60,-0.21223633881716608,1.157843337405895,0.5,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-05,60,-0.2998015152968225,1.0702781609262384,0.1,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-06,60,-0.7678577388347585,0.6022219373883024,-0.3,True,1.370079676223061,1.370079676223061
HARD_HALF,2026-07,60,-0.17259204306485765,1.1974876331582034,0.6,True,1.370079676223061,1.370079676223061
HARD_FULL,2019-02,0,,,0.2,,,
HARD_FULL,2019-03,1,,,0.2,,,
HARD_FULL,2019-04,2,,,0.1,,,
HARD_FULL,2019-05,3,,,0.7,,,
HARD_FULL,2019-06,4,,,0.2,,,
HARD_FULL,2019-07,5,,,0.4,,,
HARD_FULL,2019-08,6,,,0.1,,,
HARD_FULL,2019-09,7,,,-0.6,,,
HARD_FULL,2019-10,8,,,0.5,,,
HARD_FULL,2019-11,9,,,0.3,,,
HARD_FULL,2019-12,10,,,0.2,,,
HARD_FULL,2020-01,11,,,1.5,,,
HARD_FULL,2020-02,12,,,0.3,,,
HARD_FULL,2020-03,13,,,-0.1,,,
HARD_FULL,2020-04,14,,,-0.2,,,
HARD_FULL,2020-05,15,,,0.4,,,
HARD_FULL,2020-06,16,,,0.6,,,
HARD_FULL,2020-07,17,,,0.4,,,
HARD_FULL,2020-08,18,,,0.0,,,
HARD_FULL,2020-09,19,,,-0.6,,,
HARD_FULL,2020-10,20,,,0.2,,,
HARD_FULL,2020-11,21,,,0.0,,,
HARD_FULL,2020-12,22,,,-0.2,,,
HARD_FULL,2021-01,23,,,1.3,,,
HARD_FULL,2021-02,24,0.14861031054638052,1.0331474258246538,0.2,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-03,25,-0.2979827279672205,0.5865543873110528,0.2,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-04,26,-0.12631881849456666,0.7582182967837066,0.5,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-05,27,0.16560169685495363,1.050138812133227,0.2,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-06,28,-0.07889179980888716,0.8056453154693861,0.5,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-07,29,0.287021534232439,1.1027620432206195,1.0,True,0.8157405089881805,0.8157405089881805
HARD_FULL,2021-08,30,-0.29952539888641355,0.5162151101017669,0.7,False,0.8157405089881805,4.491438306952841
HARD_FULL,2021-09,31,-0.5540682831134284,0.3304688321648449,0.2,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-10,32,0.4195040017643513,1.3040411170426247,1.0,True,0.8845371152782733,0.8845371152782733
HARD_FULL,2021-11,33,0.2718983421137616,1.156435457392035,0.2,False,0.8845371152782733,2.3225039575535056
HARD_FULL,2021-12,34,0.4617773461206457,1.4901111456264422,0.4,False,1.0283337995057966,2.26388072191871
HARD_FULL,2022-01,35,3.903210462787752,5.020949185281221,4.4,True,1.1177387224934696,1.1177387224934696
HARD_FULL,2022-02,36,0.4692159644409353,1.586954686934405,1.3,True,1.1177387224934696,1.1177387224934696
HARD_FULL,2022-03,37,0.3869291686147144,1.504667891108184,1.7,False,1.1177387224934696,5.024380900329787
HARD_FULL,2022-04,38,0.30269337869448065,1.4545818704415687,1.8,False,1.151888491747088,8.060251082915714
HARD_FULL,2022-05,39,1.4544117241832675,2.6063002159303554,1.8,True,1.151888491747088,1.151888491747088
HARD_FULL,2022-06,40,1.0455311665286084,2.197419658275696,1.6,True,1.151888491747088,1.151888491747088
HARD_FULL,2022-07,41,1.0510441349556818,2.20293262670277,1.3,True,1.151888491747088,1.151888491747088
HARD_FULL,2022-08,42,0.1373673034942715,1.2892557952413595,0.4,True,1.151888491747088,1.151888491747088
HARD_FULL,2022-09,43,-0.5081163667394479,0.64377212500764,0.8,False,1.151888491747088,4.276445991594288
HARD_FULL,2022-10,44,0.4837921144995818,1.6671024032842283,-1.4,False,1.1833102887846465,38.85915257877628
HARD_FULL,2022-11,45,0.08581767115093997,1.550161912882748,1.2,True,1.464344241731808,1.464344241731808
HARD_FULL,2022-12,46,-0.597764342253164,0.866579899478644,0.0,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-01,47,4.106112763096433,5.570457004828241,6.0,False,1.464344241731808,10.055204145166986
HARD_FULL,2023-02,48,-0.277575891622544,1.2308270486545576,0.6,True,1.5084029402771015,1.5084029402771015
HARD_FULL,2023-03,49,-0.5676668162976464,0.8966774254341616,0.1,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-04,50,-0.2909150658186735,1.1734291759131346,-0.2,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-05,51,-0.6251064948587116,0.8392377468730964,0.3,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-06,52,-0.8614766607724921,0.6028675809593159,0.3,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-07,53,-0.3936619477912021,1.0706822939406058,0.5,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-08,54,-0.2630182653040263,1.2013259764277817,0.2,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-09,55,-1.0343698767295235,0.4299743650022844,-0.7,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-10,56,-0.4574464753261575,1.0068977664056504,0.1,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-11,57,-0.7128383859231947,0.7515058558086133,0.1,True,1.464344241731808,1.464344241731808
HARD_FULL,2023-12,58,-0.8944022746499862,0.5699419670818218,-0.4,True,1.464344241731808,1.464344241731808
HARD_FULL,2024-01,59,0.19840075667753132,1.4809148667719922,1.5,False,1.282514110094461,1.6642167746546161
HARD_FULL,2024-02,60,-0.414886100198976,0.9057982763515003,0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-03,60,-0.48270476178830857,0.8379796147621678,0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-04,60,-0.16197883571761007,1.1587055408328664,0.7,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-05,60,-0.42983037901563986,0.8908539975348364,0.0,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-06,60,-0.5473871218045967,0.7732972547458796,-0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-07,60,-0.37663628660139215,0.9440480899490842,0.7,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-08,60,-0.6335815890390195,0.6871027875114568,0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-09,60,-1.2808517782765363,0.039832598273940034,-0.4,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-10,60,-0.31346331612060596,1.0072210604298704,0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-11,60,-0.5662053271999854,0.7544790493504909,0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2024-12,60,-0.7244379091404127,0.5962464674100636,-0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-01,60,0.49910176491310143,1.8197861414635779,1.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-02,60,-0.29783469503113486,1.0228496815193415,0.2,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-03,60,-0.6607052546648811,0.6599791218855953,0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-04,60,-0.5065723771442046,0.8141119994062718,-0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-05,60,-0.35327370742372594,0.9674106691267503,0.5,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-06,60,-0.4368323161940241,0.8838520603564523,0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-07,60,-0.02612818566822639,1.29455619088225,0.5,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-08,60,-0.586636384491829,0.7340479920586473,0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-09,60,-1.225070221990181,0.0956141545602952,-0.6,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-10,60,-0.32812672525174996,0.9925576512987264,0.5,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-11,60,-0.6178963558084556,0.7027880207420207,-0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2025-12,60,-0.9811502158316541,0.33953416071882225,-0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-01,60,0.19478423343550855,1.5154686099859849,0.9,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-02,60,-0.547879234062228,0.7728051424882483,-0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-03,60,-0.09429482438744496,1.2263895521630315,0.6,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-04,60,-0.21276710401686477,1.1079172725336115,0.5,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-05,60,-0.25751489831238067,1.0631694782380956,0.1,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-06,60,-0.7675826921469722,0.5531016844035042,-0.3,True,1.3206843765504763,1.3206843765504763
HARD_FULL,2026-07,60,-0.08311912567135116,1.237565250879125,0.6,True,1.3206843765504763,1.3206843765504763
SENTIMENT_BASE,2019-02,0,,,0.2,,,
SENTIMENT_BASE,2019-03,1,,,0.2,,,
SENTIMENT_BASE,2019-04,2,,,0.1,,,
SENTIMENT_BASE,2019-05,3,,,0.7,,,
SENTIMENT_BASE,2019-06,4,,,0.2,,,
SENTIMENT_BASE,2019-07,5,,,0.4,,,
SENTIMENT_BASE,2019-08,6,,,0.1,,,
SENTIMENT_BASE,2019-09,7,,,-0.6,,,
SENTIMENT_BASE,2019-10,8,,,0.5,,,
SENTIMENT_BASE,2019-11,9,,,0.3,,,
SENTIMENT_BASE,2019-12,10,,,0.2,,,
SENTIMENT_BASE,2020-01,11,,,1.5,,,
SENTIMENT_BASE,2020-02,12,,,0.3,,,
SENTIMENT_BASE,2020-03,13,,,-0.1,,,
SENTIMENT_BASE,2020-04,14,,,-0.2,,,
SENTIMENT_BASE,2020-05,15,,,0.4,,,
SENTIMENT_BASE,2020-06,16,,,0.6,,,
SENTIMENT_BASE,2020-07,17,,,0.4,,,
SENTIMENT_BASE,2020-08,18,,,0.0,,,
SENTIMENT_BASE,2020-09,19,,,-0.6,,,
SENTIMENT_BASE,2020-10,20,,,0.2,,,
SENTIMENT_BASE,2020-11,21,,,0.0,,,
SENTIMENT_BASE,2020-12,22,,,-0.2,,,
SENTIMENT_BASE,2021-01,23,,,1.3,,,
SENTIMENT_BASE,2021-02,24,-0.08126276463929849,0.9132510101854161,0.2,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-03,25,-0.3701271706674753,0.6243866041572392,0.2,True,0.9945137748247146,0.9945137748247146
SENTIMENT_BASE,2021-04,26,-0.2479250541304159,0.7465887206942987,0.5,True,0.9945137748247146,0.9945137748247146
