period,category,base_basket_fraction,effective_year,assumed_available_from
2021-04,actual_rent,0.036321093,2020,2020-02-14
2021-04,imputed_rent,0.106143269,2020,2020-02-14
2021-04,catering,0.054804978,2020,2020-02-14
2021-04,accommodation,0.008724414,2020,2020-02-14
2021-04,package_holidays,0.019151497,2020,2020-02-14
2021-05,actual_rent,0.036321093,2020,2020-02-14
2021-05,imputed_rent,0.106143269,2020,2020-02-14
2021-05,catering,0.054804978,2020,2020-02-14
2021-05,accommodation,0.008724414,2020,2020-02-14
2021-05,package_holidays,0.019151497,2020,2020-02-14
2021-06,actual_rent,0.036321093,2020,2020-02-14
2021-06,imputed_rent,0.106143269,2020,2020-02-14
2021-06,catering,0.054804978,2020,2020-02-14
2021-06,accommodation,0.008724414,2020,2020-02-14
2021-06,package_holidays,0.019151497,2020,2020-02-14
2021-07,actual_rent,0.036321093,2020,2020-02-14
2021-07,imputed_rent,0.106143269,2020,2020-02-14
2021-07,catering,0.054804978,2020,2020-02-14
2021-07,accommodation,0.008724414,2020,2020-02-14
2021-07,package_holidays,0.019151497,2020,2020-02-14
2021-08,actual_rent,0.036321093,2020,2020-02-14
2021-08,imputed_rent,0.106143269,2020,2020-02-14
2021-08,catering,0.054804978,2020,2020-02-14
2021-08,accommodation,0.008724414,2020,2020-02-14
2021-08,package_holidays,0.019151497,2020,2020-02-14
2021-09,actual_rent,0.036321093,2020,2020-02-14
2021-09,imputed_rent,0.106143269,2020,2020-02-14
2021-09,catering,0.054804978,2020,2020-02-14
2021-09,accommodation,0.008724414,2020,2020-02-14
2021-09,package_holidays,0.019151497,2020,2020-02-14
2021-10,actual_rent,0.036321093,2020,2020-02-14
2021-10,imputed_rent,0.106143269,2020,2020-02-14
2021-10,catering,0.054804978,2020,2020-02-14
2021-10,accommodation,0.008724414,2020,2020-02-14
2021-10,package_holidays,0.019151497,2020,2020-02-14
2021-11,actual_rent,0.036321093,2020,2020-02-14
2021-11,imputed_rent,0.106143269,2020,2020-02-14
2021-11,catering,0.054804978,2020,2020-02-14
2021-11,accommodation,0.008724414,2020,2020-02-14
2021-11,package_holidays,0.019151497,2020,2020-02-14
2021-12,actual_rent,0.036321093,2020,2020-02-14
2021-12,imputed_rent,0.106143269,2020,2020-02-14
2021-12,catering,0.054804978,2020,2020-02-14
2021-12,accommodation,0.008724414,2020,2020-02-14
2021-12,package_holidays,0.019151497,2020,2020-02-14
2022-01,actual_rent,0.036321093,2020,2020-02-14
2022-01,imputed_rent,0.106143269,2020,2020-02-14
2022-01,catering,0.054804978,2020,2020-02-14
2022-01,accommodation,0.008724414,2020,2020-02-14
2022-01,package_holidays,0.019151497,2020,2020-02-14
2022-02,actual_rent,0.033478171,2022,2022-02-14
2022-02,imputed_rent,0.122207014,2022,2022-02-14
2022-02,catering,0.051302108,2022,2022-02-14
2022-02,accommodation,0.006607458,2022,2022-02-14
2022-02,package_holidays,0.016949289,2022,2022-02-14
2022-03,actual_rent,0.033478171,2022,2022-02-14
2022-03,imputed_rent,0.122207014,2022,2022-02-14
2022-03,catering,0.051302108,2022,2022-02-14
2022-03,accommodation,0.006607458,2022,2022-02-14
2022-03,package_holidays,0.016949289,2022,2022-02-14
2022-04,actual_rent,0.033478171,2022,2022-02-14
2022-04,imputed_rent,0.122207014,2022,2022-02-14
2022-04,catering,0.051302108,2022,2022-02-14
2022-04,accommodation,0.006607458,2022,2022-02-14
2022-04,package_holidays,0.016949289,2022,2022-02-14
2022-05,actual_rent,0.033478171,2022,2022-02-14
2022-05,imputed_rent,0.122207014,2022,2022-02-14
2022-05,catering,0.051302108,2022,2022-02-14
2022-05,accommodation,0.006607458,2022,2022-02-14
2022-05,package_holidays,0.016949289,2022,2022-02-14
2022-06,actual_rent,0.033478171,2022,2022-02-14
2022-06,imputed_rent,0.122207014,2022,2022-02-14
2022-06,catering,0.051302108,2022,2022-02-14
2022-06,accommodation,0.006607458,2022,2022-02-14
2022-06,package_holidays,0.016949289,2022,2022-02-14
2022-07,actual_rent,0.033478171,2022,2022-02-14
2022-07,imputed_rent,0.122207014,2022,2022-02-14
2022-07,catering,0.051302108,2022,2022-02-14
2022-07,accommodation,0.006607458,2022,2022-02-14
2022-07,package_holidays,0.016949289,2022,2022-02-14
2022-08,actual_rent,0.033478171,2022,2022-02-14
2022-08,imputed_rent,0.122207014,2022,2022-02-14
2022-08,catering,0.051302108,2022,2022-02-14
2022-08,accommodation,0.006607458,2022,2022-02-14
2022-08,package_holidays,0.016949289,2022,2022-02-14
2022-09,actual_rent,0.033478171,2022,2022-02-14
2022-09,imputed_rent,0.122207014,2022,2022-02-14
2022-09,catering,0.051302108,2022,2022-02-14
2022-09,accommodation,0.006607458,2022,2022-02-14
2022-09,package_holidays,0.016949289,2022,2022-02-14
2022-10,actual_rent,0.033478171,2022,2022-02-14
2022-10,imputed_rent,0.122207014,2022,2022-02-14
2022-10,catering,0.051302108,2022,2022-02-14
2022-10,accommodation,0.006607458,2022,2022-02-14
2022-10,package_holidays,0.016949289,2022,2022-02-14
2022-11,actual_rent,0.033478171,2022,2022-02-14
2022-11,imputed_rent,0.122207014,2022,2022-02-14
2022-11,catering,0.051302108,2022,2022-02-14
2022-11,accommodation,0.006607458,2022,2022-02-14
2022-11,package_holidays,0.016949289,2022,2022-02-14
2022-12,actual_rent,0.033478171,2022,2022-02-14
2022-12,imputed_rent,0.122207014,2022,2022-02-14
2022-12,catering,0.051302108,2022,2022-02-14
2022-12,accommodation,0.006607458,2022,2022-02-14
2022-12,package_holidays,0.016949289,2022,2022-02-14
2023-01,actual_rent,0.033478171,2022,2022-02-14
2023-01,imputed_rent,0.122207014,2022,2022-02-14
2023-01,catering,0.051302108,2022,2022-02-14
2023-01,accommodation,0.006607458,2022,2022-02-14
2023-01,package_holidays,0.016949289,2022,2022-02-14
2023-02,actual_rent,0.033478171,2022,2022-02-14
2023-02,imputed_rent,0.122207014,2022,2022-02-14
2023-02,catering,0.051302108,2022,2022-02-14
2023-02,accommodation,0.006607458,2022,2022-02-14
2023-02,package_holidays,0.016949289,2022,2022-02-14
2023-03,actual_rent,0.033478171,2022,2022-02-14
2023-03,imputed_rent,0.122207014,2022,2022-02-14
2023-03,catering,0.051302108,2022,2022-02-14
2023-03,accommodation,0.006607458,2022,2022-02-14
2023-03,package_holidays,0.016949289,2022,2022-02-14
2023-04,actual_rent,0.033478171,2022,2022-02-14
2023-04,imputed_rent,0.122207014,2022,2022-02-14
2023-04,catering,0.051302108,2022,2022-02-14
2023-04,accommodation,0.006607458,2022,2022-02-14
2023-04,package_holidays,0.016949289,2022,2022-02-14
2023-05,actual_rent,0.033478171,2022,2022-02-14
2023-05,imputed_rent,0.122207014,2022,2022-02-14
2023-05,catering,0.051302108,2022,2022-02-14
2023-05,accommodation,0.006607458,2022,2022-02-14
2023-05,package_holidays,0.016949289,2022,2022-02-14
2023-06,actual_rent,0.033478171,2022,2022-02-14
2023-06,imputed_rent,0.122207014,2022,2022-02-14
2023-06,catering,0.051302108,2022,2022-02-14
2023-06,accommodation,0.006607458,2022,2022-02-14
2023-06,package_holidays,0.016949289,2022,2022-02-14
2023-07,actual_rent,0.033478171,2022,2022-02-14
2023-07,imputed_rent,0.122207014,2022,2022-02-14
2023-07,catering,0.051302108,2022,2022-02-14
2023-07,accommodation,0.006607458,2022,2022-02-14
2023-07,package_holidays,0.016949289,2022,2022-02-14
2023-08,actual_rent,0.033478171,2022,2022-02-14
2023-08,imputed_rent,0.122207014,2022,2022-02-14
2023-08,catering,0.051302108,2022,2022-02-14
2023-08,accommodation,0.006607458,2022,2022-02-14
2023-08,package_holidays,0.016949289,2022,2022-02-14
2023-09,actual_rent,0.033478171,2022,2022-02-14
2023-09,imputed_rent,0.122207014,2022,2022-02-14
2023-09,catering,0.051302108,2022,2022-02-14
2023-09,accommodation,0.006607458,2022,2022-02-14
2023-09,package_holidays,0.016949289,2022,2022-02-14
2023-10,actual_rent,0.033478171,2022,2022-02-14
2023-10,imputed_rent,0.122207014,2022,2022-02-14
2023-10,catering,0.051302108,2022,2022-02-14
2023-10,accommodation,0.006607458,2022,2022-02-14
2023-10,package_holidays,0.016949289,2022,2022-02-14
2023-11,actual_rent,0.033478171,2022,2022-02-14
2023-11,imputed_rent,0.122207014,2022,2022-02-14
2023-11,catering,0.051302108,2022,2022-02-14
2023-11,accommodation,0.006607458,2022,2022-02-14
2023-11,package_holidays,0.016949289,2022,2022-02-14
2023-12,actual_rent,0.033478171,2022,2022-02-14
2023-12,imputed_rent,0.122207014,2022,2022-02-14
2023-12,catering,0.051302108,2022,2022-02-14
2023-12,accommodation,0.006607458,2022,2022-02-14
2023-12,package_holidays,0.016949289,2022,2022-02-14
2024-01,actual_rent,0.033478171,2022,2022-02-14
2024-01,imputed_rent,0.122207014,2022,2022-02-14
2024-01,catering,0.051302108,2022,2022-02-14
2024-01,accommodation,0.006607458,2022,2022-02-14
2024-01,package_holidays,0.016949289,2022,2022-02-14
2024-02,actual_rent,0.033184542,2024,2024-02-15
2024-02,imputed_rent,0.103372152,2024,2024-02-15
2024-02,catering,0.056992583000000006,2024,2024-02-15
2024-02,accommodation,0.007779954,2024,2024-02-15
2024-02,package_holidays,0.01874232,2024,2024-02-15
2024-03,actual_rent,0.033184542,2024,2024-02-15
2024-03,imputed_rent,0.103372152,2024,2024-02-15
2024-03,catering,0.056992583000000006,2024,2024-02-15
2024-03,accommodation,0.007779954,2024,2024-02-15
2024-03,package_holidays,0.01874232,2024,2024-02-15
2024-04,actual_rent,0.033184542,2024,2024-02-15
2024-04,imputed_rent,0.103372152,2024,2024-02-15
2024-04,catering,0.056992583000000006,2024,2024-02-15
2024-04,accommodation,0.007779954,2024,2024-02-15
2024-04,package_holidays,0.01874232,2024,2024-02-15
2024-05,actual_rent,0.033184542,2024,2024-02-15
2024-05,imputed_rent,0.103372152,2024,2024-02-15
2024-05,catering,0.056992583000000006,2024,2024-02-15
2024-05,accommodation,0.007779954,2024,2024-02-15
2024-05,package_holidays,0.01874232,2024,2024-02-15
2024-06,actual_rent,0.033184542,2024,2024-02-15
2024-06,imputed_rent,0.103372152,2024,2024-02-15
2024-06,catering,0.056992583000000006,2024,2024-02-15
2024-06,accommodation,0.007779954,2024,2024-02-15
2024-06,package_holidays,0.01874232,2024,2024-02-15
2024-07,actual_rent,0.033184542,2024,2024-02-15
2024-07,imputed_rent,0.103372152,2024,2024-02-15
2024-07,catering,0.056992583000000006,2024,2024-02-15
2024-07,accommodation,0.007779954,2024,2024-02-15
2024-07,package_holidays,0.01874232,2024,2024-02-15
2024-08,actual_rent,0.033184542,2024,2024-02-15
2024-08,imputed_rent,0.103372152,2024,2024-02-15
2024-08,catering,0.056992583000000006,2024,2024-02-15
2024-08,accommodation,0.007779954,2024,2024-02-15
2024-08,package_holidays,0.01874232,2024,2024-02-15
2024-09,actual_rent,0.033184542,2024,2024-02-15
2024-09,imputed_rent,0.103372152,2024,2024-02-15
2024-09,catering,0.056992583000000006,2024,2024-02-15
2024-09,accommodation,0.007779954,2024,2024-02-15
2024-09,package_holidays,0.01874232,2024,2024-02-15
2024-10,actual_rent,0.033184542,2024,2024-02-15
2024-10,imputed_rent,0.103372152,2024,2024-02-15
2024-10,catering,0.056992583000000006,2024,2024-02-15
2024-10,accommodation,0.007779954,2024,2024-02-15
2024-10,package_holidays,0.01874232,2024,2024-02-15
2024-11,actual_rent,0.033184542,2024,2024-02-15
2024-11,imputed_rent,0.103372152,2024,2024-02-15
2024-11,catering,0.056992583000000006,2024,2024-02-15
2024-11,accommodation,0.007779954,2024,2024-02-15
2024-11,package_holidays,0.01874232,2024,2024-02-15
2024-12,actual_rent,0.033184542,2024,2024-02-15
2024-12,imputed_rent,0.103372152,2024,2024-02-15
2024-12,catering,0.056992583000000006,2024,2024-02-15
2024-12,accommodation,0.007779954,2024,2024-02-15
2024-12,package_holidays,0.01874232,2024,2024-02-15
2025-01,actual_rent,0.033184542,2024,2024-02-15
2025-01,imputed_rent,0.103372152,2024,2024-02-15
2025-01,catering,0.056992583000000006,2024,2024-02-15
2025-01,accommodation,0.007779954,2024,2024-02-15
2025-01,package_holidays,0.01874232,2024,2024-02-15
2025-02,actual_rent,0.033184542,2024,2024-02-15
2025-02,imputed_rent,0.103372152,2024,2024-02-15
2025-02,catering,0.056992583000000006,2024,2024-02-15
2025-02,accommodation,0.007779954,2024,2024-02-15
2025-02,package_holidays,0.01874232,2024,2024-02-15
2025-03,actual_rent,0.033184542,2024,2024-02-15
2025-03,imputed_rent,0.103372152,2024,2024-02-15
2025-03,catering,0.056992583000000006,2024,2024-02-15
2025-03,accommodation,0.007779954,2024,2024-02-15
2025-03,package_holidays,0.01874232,2024,2024-02-15
2025-04,actual_rent,0.033184542,2024,2024-02-15
2025-04,imputed_rent,0.103372152,2024,2024-02-15
2025-04,catering,0.056992583000000006,2024,2024-02-15
2025-04,accommodation,0.007779954,2024,2024-02-15
2025-04,package_holidays,0.01874232,2024,2024-02-15
2025-05,actual_rent,0.033184542,2024,2024-02-15
2025-05,imputed_rent,0.103372152,2024,2024-02-15
2025-05,catering,0.056992583000000006,2024,2024-02-15
2025-05,accommodation,0.007779954,2024,2024-02-15
2025-05,package_holidays,0.01874232,2024,2024-02-15
2025-06,actual_rent,0.033184542,2024,2024-02-15
2025-06,imputed_rent,0.103372152,2024,2024-02-15
2025-06,catering,0.056992583000000006,2024,2024-02-15
2025-06,accommodation,0.007779954,2024,2024-02-15
2025-06,package_holidays,0.01874232,2024,2024-02-15
2025-07,actual_rent,0.033184542,2024,2024-02-15
2025-07,imputed_rent,0.103372152,2024,2024-02-15
2025-07,catering,0.056992583000000006,2024,2024-02-15
2025-07,accommodation,0.007779954,2024,2024-02-15
2025-07,package_holidays,0.01874232,2024,2024-02-15
2025-08,actual_rent,0.033184542,2024,2024-02-15
2025-08,imputed_rent,0.103372152,2024,2024-02-15
2025-08,catering,0.056992583000000006,2024,2024-02-15
2025-08,accommodation,0.007779954,2024,2024-02-15
2025-08,package_holidays,0.01874232,2024,2024-02-15
2025-09,actual_rent,0.033184542,2024,2024-02-15
2025-09,imputed_rent,0.103372152,2024,2024-02-15
2025-09,catering,0.056992583000000006,2024,2024-02-15
2025-09,accommodation,0.007779954,2024,2024-02-15
2025-09,package_holidays,0.01874232,2024,2024-02-15
2025-10,actual_rent,0.033184542,2024,2024-02-15
2025-10,imputed_rent,0.103372152,2024,2024-02-15
2025-10,catering,0.056992583000000006,2024,2024-02-15
2025-10,accommodation,0.007779954,2024,2024-02-15
2025-10,package_holidays,0.01874232,2024,2024-02-15
2025-11,actual_rent,0.033184542,2024,2024-02-15
2025-11,imputed_rent,0.103372152,2024,2024-02-15
2025-11,catering,0.056992583000000006,2024,2024-02-15
2025-11,accommodation,0.007779954,2024,2024-02-15
2025-11,package_holidays,0.01874232,2024,2024-02-15
2025-12,actual_rent,0.033184542,2024,2024-02-15
2025-12,imputed_rent,0.103372152,2024,2024-02-15
2025-12,catering,0.056992583000000006,2024,2024-02-15
2025-12,accommodation,0.007779954,2024,2024-02-15
2025-12,package_holidays,0.01874232,2024,2024-02-15
2026-01,actual_rent,0.033184542,2024,2024-02-15
2026-01,imputed_rent,0.103372152,2024,2024-02-15
2026-01,catering,0.056992583000000006,2024,2024-02-15
2026-01,accommodation,0.007779954,2024,2024-02-15
2026-01,package_holidays,0.01874232,2024,2024-02-15
2026-02,actual_rent,0.034497805,2026,2026-02-13
2026-02,imputed_rent,0.119295072,2026,2026-02-13
2026-02,catering,0.060074047,2026,2026-02-13
2026-02,accommodation,0.008090192,2026,2026-02-13
2026-02,package_holidays,0.018543302,2026,2026-02-13
2026-03,actual_rent,0.034497805,2026,2026-02-13
2026-03,imputed_rent,0.119295072,2026,2026-02-13
2026-03,catering,0.060074047,2026,2026-02-13
2026-03,accommodation,0.008090192,2026,2026-02-13
2026-03,package_holidays,0.018543302,2026,2026-02-13
2026-04,actual_rent,0.034497805,2026,2026-02-13
2026-04,imputed_rent,0.119295072,2026,2026-02-13
2026-04,catering,0.060074047,2026,2026-02-13
2026-04,accommodation,0.008090192,2026,2026-02-13
2026-04,package_holidays,0.018543302,2026,2026-02-13
2026-05,actual_rent,0.034497805,2026,2026-02-13
2026-05,imputed_rent,0.119295072,2026,2026-02-13
2026-05,catering,0.060074047,2026,2026-02-13
2026-05,accommodation,0.008090192,2026,2026-02-13
2026-05,package_holidays,0.018543302,2026,2026-02-13
2026-06,actual_rent,0.034497805,2026,2026-02-13
2026-06,imputed_rent,0.119295072,2026,2026-02-13
2026-06,catering,0.060074047,2026,2026-02-13
2026-06,accommodation,0.008090192,2026,2026-02-13
2026-06,package_holidays,0.018543302,2026,2026-02-13
2026-07,actual_rent,0.034497805,2026,2026-02-13
2026-07,imputed_rent,0.119295072,2026,2026-02-13
2026-07,catering,0.060074047,2026,2026-02-13
2026-07,accommodation,0.008090192,2026,2026-02-13
2026-07,package_holidays,0.018543302,2026,2026-02-13
