origin,as_of,forest,multiplier,n_validation,selection_reason,validation_start,validation_end,validation_last_release,validation_origins,selected_inner_mse,zero_inner_mse,raw_correction,applied_correction,n_errors,error_end,last_error_release,forest_status
2021-03,2021-04-12 23:59:00,leaf3_featuresthird,0.5,31,minimum_prior_mse,2018-08,2021-02,2021-03-10 09:00:00,2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02,0.06764726882817515,0.07347612544553048,-0.08822854078745258,-0.04411427039372629,71,2021-02,2021-03-10 09:00:00,estimated
2021-04,2021-05-10 23:59:00,leaf3_featuresthird,0.5,32,minimum_prior_mse,2018-08,2021-03,2021-04-13 09:00:00,2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03,0.06553472628976927,0.07126092684488616,0.08000522215283092,0.04000261107641546,72,2021-03,2021-04-13 09:00:00,estimated
2021-05,2021-06-09 23:59:00,leaf3_featuresthird,0.5,33,minimum_prior_mse,2018-08,2021-04,2021-05-11 09:00:00,2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04,0.06354916457490159,0.0691584449441924,0.010712858731527703,0.005356429365763852,73,2021-04,2021-05-11 09:00:00,estimated
2021-06,2021-07-12 23:59:00,leaf3_featuresthird,0.5,34,minimum_prior_mse,2018-08,2021-05,2021-06-10 09:00:00,2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05,0.06264396490136984,0.06803207018003331,0.01758605814761825,0.008793029073809125,74,2021-05,2021-06-10 09:00:00,estimated
2021-07,2021-08-09 23:59:00,leaf3_featuresthird,1.0,35,minimum_prior_mse,2018-08,2021-06,2021-07-13 09:00:00,2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06,0.06742432028498822,0.07294837239769007,0.1286004377403424,0.1286004377403424,75,2021-06,2021-07-13 09:00:00,estimated
2021-08,2021-09-09 23:59:00,leaf3_featuresthird,1.0,36,minimum_prior_mse,2018-08,2021-07,2021-08-10 09:00:00,2018-08|2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07,0.06792042168279924,0.07583684798726423,-0.18311534588709616,-0.18311534588709616,76,2021-07,2021-08-10 09:00:00,estimated
2021-09,2021-10-10 23:59:00,leaf8_featuresall,0.5,36,minimum_prior_mse,2018-09,2021-08,2021-09-10 09:00:00,2018-09|2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08,0.07991852460245498,0.08397248541249422,0.06555592736970382,0.03277796368485191,77,2021-08,2021-09-10 09:00:00,estimated
2021-10,2021-11-09 23:59:00,leaf8_featuresall,1.0,36,minimum_prior_mse,2018-10,2021-09,2021-10-11 09:00:00,2018-10|2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09,0.07609603623346155,0.08184886890458427,0.31234733940844556,0.31234733940844556,78,2021-09,2021-10-11 09:00:00,estimated
2021-11,2021-12-09 23:59:00,leaf8_featuresall,1.0,36,minimum_prior_mse,2018-11,2021-10,2021-11-10 09:00:00,2018-11|2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10,0.07599696417732388,0.08678533662969082,0.03365179836382356,0.03365179836382356,79,2021-10,2021-11-10 09:00:00,estimated
2021-12,2022-01-11 23:59:00,leaf8_featuresall,1.0,36,minimum_prior_mse,2018-12,2021-11,2021-12-10 09:00:00,2018-12|2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11,0.08025508046434333,0.09128504328250225,0.23240552270063422,0.23240552270063422,80,2021-11,2021-12-10 09:00:00,estimated
2022-01,2022-02-13 23:59:00,leaf8_featuresall,0.5,36,minimum_prior_mse,2019-01,2021-12,2022-01-12 09:00:00,2019-01|2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12,0.09263813729869047,0.09744671270084654,0.19034208729172422,0.09517104364586211,81,2021-12,2022-01-12 09:00:00,estimated
2022-02,2022-03-09 23:59:00,leaf8_featuresall,1.0,36,minimum_prior_mse,2019-02,2022-01,2022-02-14 09:00:00,2019-02|2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01,0.09408608613277715,0.10128979299930989,0.22521217574037197,0.22521217574037197,82,2022-01,2022-02-14 09:00:00,estimated
2022-03,2022-04-10 23:59:00,leaf8_featuresall,0.5,36,minimum_prior_mse,2019-03,2022-02,2022-03-10 09:00:00,2019-03|2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02,0.09615838040336641,0.10210061092836813,0.053597188862663625,0.026798594431331813,83,2022-02,2022-03-10 09:00:00,estimated
2022-04,2022-05-09 23:59:00,leaf8_featuresthird,1.0,36,minimum_prior_mse,2019-04,2022-03,2022-04-11 09:00:00,2019-04|2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03,0.10427014046388107,0.11166079892218855,0.21552107088310288,0.21552107088310288,84,2022-03,2022-04-11 09:00:00,estimated
2022-05,2022-06-09 23:59:00,leaf8_featuresthird,1.0,36,minimum_prior_mse,2019-05,2022-04,2022-05-10 09:00:00,2019-05|2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04,0.10613599125324574,0.11840910452343649,0.2479738537202433,0.2479738537202433,85,2022-04,2022-05-10 09:00:00,estimated
2022-06,2022-07-12 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2019-06,2022-05,2022-06-10 09:00:00,2019-06|2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05,0.11883661641137756,0.1243469482730126,0.27040919750864373,0.13520459875432186,86,2022-05,2022-06-10 09:00:00,estimated
2022-07,2022-08-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2019-07,2022-06,2022-07-13 09:00:00,2019-07|2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06,0.11844396502826554,0.1240529258158562,0.339060488960276,0.169530244480138,87,2022-06,2022-07-13 09:00:00,estimated
2022-08,2022-09-11 23:59:00,leaf3_featuresall,0.0,36,tie_zero,2019-08,2022-07,2022-08-10 09:00:00,2019-08|2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07,0.12945682322716995,0.12945682322716995,0.1452708383262517,0.0,88,2022-07,2022-08-10 09:00:00,estimated
2022-09,2022-10-10 23:59:00,leaf3_featuresall,0.0,36,tie_zero,2019-09,2022-08,2022-09-12 09:00:00,2019-09|2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08,0.13828011204851187,0.13828011204851187,-0.1684613172663739,-0.0,89,2022-08,2022-09-12 09:00:00,estimated
2022-10,2022-11-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2019-10,2022-09,2022-10-11 09:00:00,2019-10|2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09,0.13580760125920188,0.13587825407378856,-0.09951294247215109,-0.049756471236075545,90,2022-09,2022-10-11 09:00:00,estimated
2022-11,2022-12-11 23:59:00,leaf3_featuresall,0.0,36,tie_zero,2019-11,2022-10,2022-11-10 09:00:00,2019-11|2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10,0.1347239517809634,0.1347239517809634,0.1087714568881589,0.0,91,2022-10,2022-11-10 09:00:00,estimated
2022-12,2023-01-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2019-12,2022-11,2022-12-12 09:00:00,2019-12|2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11,0.14226818084931347,0.14388910109740227,0.0001251551958499478,6.25775979249739e-05,92,2022-11,2022-12-12 09:00:00,estimated
2023-01,2023-02-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-01,2022-12,2023-01-11 09:00:00,2020-01|2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12,0.14321925469716532,0.14484636667042164,-0.0353271216571941,-0.01766356082859705,93,2022-12,2023-01-11 09:00:00,estimated
2023-02,2023-03-09 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-02,2023-01,2023-02-10 09:00:00,2020-02|2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01,0.1394615356525695,0.14052492546259343,-0.08178720893923493,-0.04089360446961746,94,2023-01,2023-02-10 09:00:00,estimated
2023-03,2023-04-12 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-03,2023-02,2023-03-10 09:00:00,2020-03|2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02,0.13737202693128722,0.13766453493806077,-0.14625000036543145,-0.07312500018271573,95,2023-02,2023-03-10 09:00:00,estimated
2023-04,2023-05-10 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-04,2023-03,2023-04-13 09:00:00,2020-04|2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03,0.13407673982683493,0.13547629022591484,-0.11417790348699211,-0.057088951743496055,96,2023-03,2023-04-13 09:00:00,estimated
2023-05,2023-06-11 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-05,2023-04,2023-05-11 09:00:00,2020-05|2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04,0.14437616426653901,0.14777270182173416,-0.052964448181153784,-0.026482224090576892,97,2023-04,2023-05-11 09:00:00,estimated
2023-06,2023-07-12 23:59:00,leaf8_featuresthird,0.5,36,minimum_prior_mse,2020-06,2023-05,2023-06-12 09:00:00,2020-06|2020-07|2020-08|2020-09|2020-10|2020-11|2020-12|2021-01|2021-02|2021-03|2021-04|2021-05|2021-06|2021-07|2021-08|2021-09|2021-10|2021-11|2021-12|2022-01|2022-02|2022-03|2022-04|2022-05|2022-06|2022-07|2022-08|2022-09|2022-10|2022-11|2022-12|2023-01|2023-02|2023-03|2023-04|2023-05,0.14134741765264028,0.14455889301790922,-0.10822343385816542,-0.05411171692908271,98,2023-05,2023-06-12 09:00:00,estimated
