origin,as_of,config,alpha,window,prediction,n_train,train_start,train_end,training_last_release,dropped_columns,fit_status,actual,target_available_from,error,core_actual,headline_actual,core_weight,fixed_noncore_reference,model,core_forecast,headline_forecast
2019-04,2019-05-12 23:59:00,a300_wexpanding,300.0,expanding,0.2395034049714333,147,2007-01,2019-03,2019-04-10 09:00:00,[],estimated,0.4,2019-05-13 09:00:00,0.16049659502856672,0.4,0.1,0.5506152285898372,0.18824369612448322,a300_wexpanding,0.2395034049714333,0.3201179182008733
2019-05,2019-06-10 23:59:00,a0.3_w60,0.3,60,0.11744323829687109,60,2014-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.017443238296871083,0.1,0.7,0.5509025905852826,0.16906469094695867,a0.3_w60,0.11744323829687109,0.23376447517142962
2019-05,2019-06-10 23:59:00,a0.3_w120,0.3,120,0.08041747380722472,120,2009-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,0.019582526192775285,0.1,0.7,0.5509025905852826,0.16906469094695867,a0.3_w120,0.08041747380722472,0.21336688559568287
2019-05,2019-06-10 23:59:00,a0.3_wexpanding,0.3,expanding,0.09745548411407401,148,2007-01,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,0.0025445158859259964,0.1,0.7,0.5509025905852826,0.16906469094695867,a0.3_wexpanding,0.09745548411407401,0.2227531696121449
2019-05,2019-06-10 23:59:00,a3_w60,3.0,60,0.14658534954412278,60,2014-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.04658534954412277,0.1,0.7,0.5509025905852826,0.16906469094695867,a3_w60,0.14658534954412278,0.24981893975266506
2019-05,2019-06-10 23:59:00,a3_w120,3.0,120,0.08792368107081544,120,2009-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,0.012076318929184565,0.1,0.7,0.5509025905852826,0.16906469094695867,a3_w120,0.08792368107081544,0.21750207462266508
2019-05,2019-06-10 23:59:00,a3_wexpanding,3.0,expanding,0.10239919131656199,148,2007-01,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.00239919131656198,0.1,0.7,0.5509025905852826,0.16906469094695867,a3_wexpanding,0.10239919131656199,0.22547667071709063
2019-05,2019-06-10 23:59:00,a30_w60,30.0,60,0.18855089713711745,60,2014-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.08855089713711745,0.1,0.7,0.5509025905852826,0.16906469094695867,a30_w60,0.18855089713711745,0.2729378686369758
2019-05,2019-06-10 23:59:00,a30_w120,30.0,120,0.11126042158961516,120,2009-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.011260421589615155,0.1,0.7,0.5509025905852826,0.16906469094695867,a30_w120,0.11126042158961516,0.23035834543028835
2019-05,2019-06-10 23:59:00,a30_wexpanding,30.0,expanding,0.12024432793239512,148,2007-01,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.020244327932395112,0.1,0.7,0.5509025905852826,0.16906469094695867,a30_wexpanding,0.12024432793239512,0.2353076027081014
2019-05,2019-06-10 23:59:00,a300_w60,300.0,60,0.1723317869208653,60,2014-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.07233178692086528,0.1,0.7,0.5509025905852826,0.16906469094695867,a300_w60,0.1723317869208653,0.2640027188018543
2019-05,2019-06-10 23:59:00,a300_w120,300.0,120,0.09633169780028444,120,2009-05,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,0.003668302199715562,0.1,0.7,0.5509025905852826,0.16906469094695867,a300_w120,0.09633169780028444,0.22213407282061393
2019-05,2019-06-10 23:59:00,a300_wexpanding,300.0,expanding,0.1094035977045208,148,2007-01,2019-04,2019-05-13 09:00:00,[],estimated,0.1,2019-06-11 09:00:00,-0.009403597704520789,0.1,0.7,0.5509025905852826,0.16906469094695867,a300_wexpanding,0.1094035977045208,0.22933541634172924
2019-06,2019-07-10 23:59:00,a0.3_w60,0.3,60,0.1826431681964399,60,2014-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.1173568318035601,0.3,0.2,0.5513522221960248,0.028733742053736328,a0.3_w60,0.1826431681964399,0.12943445870776576
2019-06,2019-07-10 23:59:00,a0.3_w120,0.3,120,0.18127468302478117,120,2009-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.11872531697521882,0.3,0.2,0.5513522221960248,0.028733742053736328,a0.3_w120,0.18127468302478117,0.12867994136732944
2019-06,2019-07-10 23:59:00,a0.3_wexpanding,0.3,expanding,0.17106060132253934,149,2007-01,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.12893939867746065,0.3,0.2,0.5513522221960248,0.028733742053736328,a0.3_wexpanding,0.17106060132253934,0.12304838472310664
2019-06,2019-07-10 23:59:00,a3_w60,3.0,60,0.2007858810037138,60,2014-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.09921411899628618,0.3,0.2,0.5513522221960248,0.028733742053736328,a3_w60,0.2007858810037138,0.1394374837307205
2019-06,2019-07-10 23:59:00,a3_w120,3.0,120,0.1832139993475324,120,2009-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.11678600065246758,0.3,0.2,0.5513522221960248,0.028733742053736328,a3_w120,0.1832139993475324,0.12974918773141936
2019-06,2019-07-10 23:59:00,a3_wexpanding,3.0,expanding,0.17297392224022415,149,2007-01,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.12702607775977584,0.3,0.2,0.5513522221960248,0.028733742053736328,a3_wexpanding,0.17297392224022415,0.1241032984628463
2019-06,2019-07-10 23:59:00,a30_w60,30.0,60,0.2157483120694672,60,2014-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.08425168793053278,0.3,0.2,0.5513522221960248,0.028733742053736328,a30_w60,0.2157483120694672,0.1476870533482785
2019-06,2019-07-10 23:59:00,a30_w120,30.0,120,0.17930414660306143,120,2009-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.12069585339693856,0.3,0.2,0.5513522221960248,0.028733742053736328,a30_w120,0.17930414660306143,0.12759348173229607
2019-06,2019-07-10 23:59:00,a30_wexpanding,30.0,expanding,0.17406624525201644,149,2007-01,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.12593375474798355,0.3,0.2,0.5513522221960248,0.028733742053736328,a30_wexpanding,0.17406624525201644,0.12470555318275384
2019-06,2019-07-10 23:59:00,a300_w60,300.0,60,0.17961790591537238,60,2014-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.1203820940846276,0.3,0.2,0.5513522221960248,0.028733742053736328,a300_w60,0.17961790591537238,0.1277664736263734
2019-06,2019-07-10 23:59:00,a300_w120,300.0,120,0.11959543762529357,120,2009-06,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.18040456237470642,0.3,0.2,0.5513522221960248,0.028733742053736328,a300_w120,0.11959543762529357,0.09467295235294801
2019-06,2019-07-10 23:59:00,a300_wexpanding,300.0,expanding,0.12811657782035354,149,2007-01,2019-05,2019-06-11 09:00:00,[],estimated,0.3,2019-07-11 09:00:00,0.17188342217964644,0.3,0.2,0.5513522221960248,0.028733742053736328,a300_wexpanding,0.12811657782035354,0.09937110193513819
2019-07,2019-08-11 23:59:00,a0.3_w60,0.3,60,0.6055585473287629,60,2014-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.3944414526712371,1.0,0.4,0.5511366843062552,0.06956254325012196,a0.3_w60,0.6055585473287629,0.4033080731782088
2019-07,2019-08-11 23:59:00,a0.3_w120,0.3,120,0.7014335867357073,120,2009-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.2985664132642927,1.0,0.4,0.5511366843062552,0.06956254325012196,a0.3_w120,0.7014335867357073,0.45614832450468373
2019-07,2019-08-11 23:59:00,a0.3_wexpanding,0.3,expanding,0.6578707287237292,150,2007-01,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.3421292712762708,1.0,0.4,0.5511366843062552,0.06956254325012196,a0.3_wexpanding,0.6578707287237292,0.4321392353810579
2019-07,2019-08-11 23:59:00,a3_w60,3.0,60,0.6618783282396089,60,2014-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.3381216717603911,1.0,0.4,0.5511366843062552,0.06956254325012196,a3_w60,0.6618783282396089,0.43434797049026724
2019-07,2019-08-11 23:59:00,a3_w120,3.0,120,0.7021746668127102,120,2009-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.29782533318728976,1.0,0.4,0.5511366843062552,0.06956254325012196,a3_w120,0.7021746668127102,0.45655676092112857
2019-07,2019-08-11 23:59:00,a3_wexpanding,3.0,expanding,0.6634769466924749,150,2007-01,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.3365230533075251,1.0,0.4,0.5511366843062552,0.06956254325012196,a3_wexpanding,0.6634769466924749,0.4352290277638506
2019-07,2019-08-11 23:59:00,a30_w60,30.0,60,0.6206198110882593,60,2014-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.37938018891174075,1.0,0.4,0.5511366843062552,0.06956254325012196,a30_w60,0.6206198110882593,0.4116088881480796
2019-07,2019-08-11 23:59:00,a30_w120,30.0,120,0.6357139348025767,120,2009-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.36428606519742335,1.0,0.4,0.5511366843062552,0.06956254325012196,a30_w120,0.6357139348025767,0.4199278134444969
2019-07,2019-08-11 23:59:00,a30_wexpanding,30.0,expanding,0.6305866142449992,150,2007-01,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.3694133857550008,1.0,0.4,0.5511366843062552,0.06956254325012196,a30_wexpanding,0.6305866142449992,0.4171019589930184
2019-07,2019-08-11 23:59:00,a300_w60,300.0,60,0.3177191378884562,60,2014-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.6822808621115438,1.0,0.4,0.5511366843062552,0.06956254325012196,a300_w60,0.3177191378884562,0.24466921544660758
2019-07,2019-08-11 23:59:00,a300_w120,300.0,120,0.3216173378076955,120,2009-07,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.6783826621923045,1.0,0.4,0.5511366843062552,0.06956254325012196,a300_w120,0.3216173378076955,0.24681765642486006
2019-07,2019-08-11 23:59:00,a300_wexpanding,300.0,expanding,0.35730050335421204,150,2007-01,2019-06,2019-07-11 09:00:00,[],estimated,1.0,2019-08-12 09:00:00,0.642699496645788,1.0,0.4,0.5511366843062552,0.06956254325012196,a300_wexpanding,0.35730050335421204,0.26648395796971835
2019-08,2019-09-09 23:59:00,a0.3_w60,0.3,60,0.14324549609504017,60,2014-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.05675450390495984,0.2,0.1,0.550495125585692,-0.06877707584773331,a0.3_w60,0.14324549609504017,0.010078871514690585
2019-08,2019-09-09 23:59:00,a0.3_w120,0.3,120,0.24725041069722725,120,2009-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,-0.04725041069722724,0.2,0.1,0.550495125585692,-0.06877707584773331,a0.3_w120,0.24725041069722725,0.06733307004015075
2019-08,2019-09-09 23:59:00,a0.3_wexpanding,0.3,expanding,0.27089102129378984,151,2007-01,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,-0.07089102129378982,0.2,0.1,0.550495125585692,-0.06877707584773331,a0.3_wexpanding,0.27089102129378984,0.08034711093942791
2019-08,2019-09-09 23:59:00,a3_w60,3.0,60,0.11747540529364126,60,2014-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.08252459470635876,0.2,0.1,0.550495125585692,-0.06877707584773331,a3_w60,0.11747540529364126,-0.0041074378573802
2019-08,2019-09-09 23:59:00,a3_w120,3.0,120,0.227876011400723,120,2009-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,-0.02787601140072299,0.2,0.1,0.550495125585692,-0.06877707584773331,a3_w120,0.227876011400723,0.05666755766627428
2019-08,2019-09-09 23:59:00,a3_wexpanding,3.0,expanding,0.2559465851523217,151,2007-01,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,-0.055946585152321704,0.2,0.1,0.550495125585692,-0.06877707584773331,a3_wexpanding,0.2559465851523217,0.07212027168892306
2019-08,2019-09-09 23:59:00,a30_w60,30.0,60,0.10063118665594804,60,2014-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.09936881334405197,0.2,0.1,0.550495125585692,-0.06877707584773331,a30_w60,0.10063118665594804,-0.013380098111729972
2019-08,2019-09-09 23:59:00,a30_w120,30.0,120,0.14916164743448088,120,2009-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.050838352565519135,0.2,0.1,0.550495125585692,-0.06877707584773331,a30_w120,0.14916164743448088,0.013335683989279964
2019-08,2019-09-09 23:59:00,a30_wexpanding,30.0,expanding,0.18200996862732632,151,2007-01,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.017990031372673687,0.2,0.1,0.550495125585692,-0.06877707584773331,a30_wexpanding,0.18200996862732632,0.03141852468961456
2019-08,2019-09-09 23:59:00,a300_w60,300.0,60,0.1394299024858425,60,2014-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.06057009751415751,0.2,0.1,0.550495125585692,-0.06877707584773331,a300_w60,0.1394299024858425,0.007978405831611357
2019-08,2019-09-09 23:59:00,a300_w120,300.0,120,0.08015384563689518,120,2009-08,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.11984615436310483,0.2,0.1,0.550495125585692,-0.06877707584773331,a300_w120,0.08015384563689518,-0.024652774527674524
2019-08,2019-09-09 23:59:00,a300_wexpanding,300.0,expanding,0.09662159807471693,151,2007-01,2019-07,2019-08-12 09:00:00,[],estimated,0.2,2019-09-10 09:00:00,0.10337840192528308,0.2,0.1,0.550495125585692,-0.06877707584773331,a300_wexpanding,0.09662159807471693,-0.015587357081301753
2019-09,2019-10-09 23:59:00,a0.3_w60,0.3,60,-0.5614710141075875,60,2014-09,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.33852898589241254,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a0.3_w60,-0.5614710141075875,-0.338119334719289
2019-09,2019-10-09 23:59:00,a0.3_w120,0.3,120,-0.5071463303182185,120,2009-09,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.3928536696817815,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a0.3_w120,-0.5071463303182185,-0.30823152287138533
2019-09,2019-10-09 23:59:00,a0.3_wexpanding,0.3,expanding,-0.5094015310994906,152,2007-01,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.3905984689005094,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a0.3_wexpanding,-0.5094015310994906,-0.30947226670877687
2019-09,2019-10-09 23:59:00,a3_w60,3.0,60,-0.5604486475613573,60,2014-09,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.33955135243864276,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a3_w60,-0.5604486475613573,-0.33755685930586926
2019-09,2019-10-09 23:59:00,a3_w120,3.0,120,-0.507039397987624,120,2009-09,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.39296060201237604,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a3_w120,-0.507039397987624,-0.30817269190994506
2019-09,2019-10-09 23:59:00,a3_wexpanding,3.0,expanding,-0.5131552086303866,152,2007-01,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.38684479136961347,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a3_wexpanding,-0.5131552086303866,-0.31153742751516295
2019-09,2019-10-09 23:59:00,a30_w60,30.0,60,-0.4437655148449099,60,2014-09,2019-08,2019-09-10 09:00:00,[],estimated,-0.9,2019-10-10 09:00:00,-0.45623448515509013,-0.9,-0.6,0.5501700104465688,-0.02921482102227202,a30_w60,-0.4437655148449099,-0.2733612989603231
