target_month,release_dt,actual,median,mean,tilt,LateInfo,SurpriseRF
2023-09,1970-01-01 00:00:00.020231010,-0.7,-0.2,-0.2,-0.02127176143902036,-0.22127176143902036,-0.1774057516557516
2023-10,1970-01-01 00:00:00.020231110,0.1,0.0,0.1,-0.25998855327447895,-0.25998855327447895,-0.0016408304658304335
2023-11,1970-01-01 00:00:00.020231211,0.1,-0.1,-0.1,0.015569572681657987,-0.08443042731834202,0.020544240019240004
2023-12,1970-01-01 00:00:00.020240111,-0.4,0.0,0.0,0.017460301213482996,0.017460301213482996,0.22124739242239233
2024-01,1970-01-01 00:00:00.020240215,1.5,2.0,2.1,-0.2445502341165229,1.7554497658834771,2.1512117983867984
2024-02,1970-01-01 00:00:00.020240311,0.3,0.4,0.4,-0.02604529389306347,0.37395470610693654,0.3098106009731012
2024-03,1970-01-01 00:00:00.020240410,0.1,0.1,0.1,-0.001074971200579485,0.09892502879942051,0.269736099086099
2024-04,1970-01-01 00:00:00.020240513,0.7,0.2,0.2,-0.004593799213801311,0.1954062007861987,0.11654256647491955
2024-05,1970-01-01 00:00:00.020240611,0.0,0.1,0.1,0.01704658628790342,0.11704658628790343,0.23931834831834833
2024-06,1970-01-01 00:00:00.020240710,-0.3,0.2,0.2,-0.007530815739483997,0.192469184260516,0.37047625641186016
2024-07,1970-01-01 00:00:00.020240812,0.7,0.5,0.4,0.2672891987320578,0.7672891987320578,0.5940968938468939
2024-08,1970-01-01 00:00:00.020240910,0.3,0.0,0.0,0.006739763193288364,0.006739763193288364,0.0385033892033892
2024-09,1970-01-01 00:00:00.020241010,-0.4,-0.5,-0.5,-0.0013156692689846126,-0.5013156692689846,-0.5453432206682206
2024-10,1970-01-01 00:00:00.020241111,0.3,0.3,0.3,-0.020186226196712252,0.27981377380328776,0.3761307925734397
2024-11,1970-01-01 00:00:00.020241210,0.1,0.2,0.2,-0.015938746650401035,0.18406125334959897,0.3158915715820128
2024-12,1970-01-01 00:00:00.020250113,-0.3,0.1,0.1,-0.0009159684141071562,0.09908403158589285,0.1814030170809583
2025-01,2025-02-06 00:00:00.000000000,1.3,1.1,1.1,-0.03477964588642336,1.0652203541135767,1.206037684428861
2025-02,2025-03-05 00:00:00.000000000,0.2,0.2,0.2,-0.008457654122867605,0.1915423458771324,0.18668137140637142
2025-03,2025-04-04 00:00:00.000000000,0.1,0.0,0.0,-0.0005481981651457429,-0.0005481981651457429,0.14905952598599642
2025-04,2025-05-06 00:00:00.000000000,-0.1,0.1,0.1,0.003071343617691469,0.10307134361769148,0.28914383856883863
2025-05,2025-06-04 00:00:00.000000000,0.5,0.2,0.2,-0.005892079188189454,0.19410792081181055,0.29034195026106796
2025-06,2025-07-04 00:00:00.000000000,0.3,0.2,0.2,-0.033869549833036694,0.16613045016696332,0.3305168118918119
2025-07,2025-08-05 00:00:00.000000000,0.5,0.5,0.4,0.24457832240977415,0.7445783224097742,0.6936184593184594
2025-08,2025-09-04 00:00:00.000000000,0.1,0.1,0.1,-0.00045277316616240736,0.0995472268338376,0.17458612482288952
2025-09,2025-10-06 00:00:00.000000000,-0.6,-0.3,-0.3,-0.010892141683677527,-0.3108921416836775,-0.1665324980574981
2025-10,2025-11-05 00:00:00.000000000,0.5,0.3,0.3,-0.00556445410538225,0.29443554589461773,0.3337906645097821
2025-11,2025-12-04 00:00:00.000000000,-0.3,0.1,0.1,-0.023290423163630933,0.07670957683636907,0.2039254736004736
2025-12,2026-01-07 00:00:00.000000000,-0.3,-0.1,-0.1,0.012415694186052728,-0.08758430581394727,-0.01571848875525346
2026-01,2026-02-05 00:00:00.000000000,0.9,0.8,0.7,0.22392601750165436,1.0239260175016545,0.8411591847966848
2026-02,2026-03-04 00:00:00.000000000,-0.1,0.1,0.1,-0.01347770367624009,0.08652229632375992,0.11428146853146853
2026-03,2026-04-07 00:00:00.000000000,0.6,0.7,0.7,-0.10625247193212564,0.5937475280678743,0.6375770474623416
2026-04,2026-05-06 00:00:00.000000000,0.5,0.4,0.4,0.024055272614367545,0.4240552726143676,0.3361517366892367
2026-05,2026-06-04 00:00:00.000000000,0.1,0.3,0.3,-0.003076955435087633,0.29692304456491236,0.4678245022277917
2026-06,2026-07-07 00:00:00.000000000,-0.3,0.0,0.0,0.029148644485650247,0.029148644485650247,0.011902997955203833
2026-07,2026-08-05 00:00:00.000000000,0.6,0.6,0.6,-0.07044839011925662,0.5295516098807433,0.5331283550327668
