period,target,h,cell,pred,actual
2019-05,2019-08,3,A2,0.18148326388056998,0.2
2019-05,2019-11,6,A2,-0.0011732137142111201,0.0
2019-05,2020-05,12,A2,0.14613998533157957,0.7
2019-05,2019-06,1,A3,0.1105368588764733,0.3
2019-05,2019-08,3,A3,0.17071280692379234,0.2
2019-05,2019-11,6,A3,-0.02269802847550661,0.0
2019-05,2020-05,12,A3,0.14464556869465034,0.7
2019-05,2019-06,1,A4,0.07257328851067989,0.3
2019-05,2019-08,3,A4,0.14239117446229518,0.2
2019-05,2019-11,6,A4,-0.05829047938468173,0.0
2019-05,2020-05,12,A4,0.10158185908513445,0.7
2019-06,2019-07,1,A0,0.41731416688882705,1.0
2019-06,2019-09,3,A0,-0.4041473521095337,-0.9
2019-06,2019-12,6,A0,0.13965380838108699,0.1
2019-06,2020-06,12,A0,0.15531987312566004,0.5
2019-06,2019-07,1,A1,0.39843553187385145,1.0
2019-06,2019-09,3,A1,-0.41969973387628257,-0.9
2019-06,2019-12,6,A1,0.12038226947709113,0.1
2019-06,2020-06,12,A1,0.121550565930808,0.5
2019-06,2019-07,1,A2,0.4203822343546394,1.0
2019-06,2019-09,3,A2,-0.3932009515624195,-0.9
2019-06,2019-12,6,A2,0.1538760694158554,0.1
2019-06,2020-06,12,A2,0.15391540575987586,0.5
2019-06,2019-07,1,A3,0.4252046660485966,1.0
2019-06,2019-09,3,A3,-0.3952883047129815,-0.9
2019-06,2019-12,6,A3,0.14931487692850598,0.1
2019-06,2020-06,12,A3,0.16431234873415387,0.5
2019-06,2019-07,1,A4,0.4013057104840419,1.0
2019-06,2019-09,3,A4,-0.4168892467079104,-0.9
2019-06,2019-12,6,A4,0.12714063468645156,0.1
2019-06,2020-06,12,A4,0.1410620296537522,0.5
2019-07,2019-08,1,A0,0.20678353834636135,0.2
2019-07,2019-10,3,A0,0.39368362447780436,0.6
2019-07,2020-01,6,A0,0.3791025433379,0.8
2019-07,2020-07,12,A0,0.41784141256082924,1.2
2019-07,2019-08,1,A1,0.23051012899772816,0.2
2019-07,2019-10,3,A1,0.42896806518962977,0.6
2019-07,2020-01,6,A1,0.4189496768681247,0.8
2019-07,2020-07,12,A1,0.4071071239071817,1.2
2019-07,2019-08,1,A2,0.2120074455082063,0.2
2019-07,2019-10,3,A2,0.4200055252030821,0.6
2019-07,2020-01,6,A2,0.41598927374933314,0.8
2019-07,2020-07,12,A2,0.4143690239913919,1.2
2019-07,2019-08,1,A3,0.23961263068283567,0.2
2019-07,2019-10,3,A3,0.43172494164611114,0.6
2019-07,2020-01,6,A3,0.4235089332229535,0.8
2019-07,2020-07,12,A3,0.4577832555743371,1.2
2019-07,2019-08,1,A4,0.2596092223088313,0.2
2019-07,2019-10,3,A4,0.46755908687288855,0.6
2019-07,2020-01,6,A4,0.4722378256231543,0.8
2019-07,2020-07,12,A4,0.4737599743740963,1.2
2019-08,2019-09,1,A0,-0.4642610986946213,-0.9
2019-08,2019-11,3,A0,-0.11995381184938061,0.0
2019-08,2020-02,6,A0,0.11502553343888666,0.7
2019-08,2020-08,12,A0,0.1590870876396296,0.0
2019-08,2019-09,1,A1,-0.41526288362688274,-0.9
2019-08,2019-11,3,A1,-0.05727888976358697,0.0
2019-08,2020-02,6,A1,0.1896062342548741,0.7
2019-08,2020-08,12,A1,0.17303053518400163,0.0
2019-08,2019-09,1,A2,-0.46547896398054145,-0.9
2019-08,2019-11,3,A2,-0.10062857977334874,0.0
2019-08,2020-02,6,A2,0.1435494290532566,0.7
2019-08,2020-08,12,A2,0.1550966609083354,0.0
2019-08,2019-09,1,A3,-0.3946380134892321,-0.9
2019-08,2019-11,3,A3,-0.028272258881778006,0.0
2019-08,2020-02,6,A3,0.2315665456755874,0.7
2019-08,2020-08,12,A3,0.2713688865940572,0.0
2019-08,2019-09,1,A4,-0.3342832684363321,-0.9
2019-08,2019-11,3,A4,0.0613772166991043,0.0
2019-08,2020-02,6,A4,0.3388351707739379,0.7
2019-08,2020-08,12,A4,0.3171605821049893,0.0
2019-09,2019-10,1,A0,0.26652086714934536,0.6
2019-09,2019-12,3,A0,-0.006661002327144713,0.1
2019-09,2020-03,6,A0,-0.13957324095172605,-0.3
2019-09,2020-09,12,A0,-0.4244834502049586,-0.8
2019-09,2019-10,1,A1,0.27859757767579235,0.6
2019-09,2019-12,3,A1,0.010571278633850857,0.1
2019-09,2020-03,6,A1,-0.11671923833259251,-0.3
2019-09,2020-09,12,A1,-0.42348212208267233,-0.8
2019-09,2019-10,1,A2,0.2662835422659809,0.6
2019-09,2019-12,3,A2,0.0010791279160820844,0.1
2019-09,2020-03,6,A2,-0.13095217360966654,-0.3
2019-09,2020-09,12,A2,-0.42643920081288833,-0.8
2019-09,2019-10,1,A3,0.31117627372867773,0.6
2019-09,2019-12,3,A3,0.050571601773972005,0.1
2019-09,2020-03,6,A3,-0.07165573758137417,-0.3
2019-09,2020-09,12,A3,-0.34992363355586675,-0.8
2019-09,2019-10,1,A4,0.33299927902685506,0.6
2019-09,2019-12,3,A4,0.0868651101320851,0.1
2019-09,2020-03,6,A4,-0.02720252700039716,-0.3
2019-09,2020-09,12,A4,-0.3338045740786014,-0.8
2019-10,2019-11,1,A0,-0.030447078893489937,0.0
2019-10,2020-01,3,A0,0.4228905379182394,0.8
2019-10,2020-04,6,A0,0.3544597807184189,0.2
2019-10,2020-10,12,A0,0.31465158086684025,0.5
2019-10,2019-11,1,A1,-0.0882122345537935,0.0
2019-10,2020-01,3,A1,0.3674329760207975,0.8
2019-10,2020-04,6,A1,0.285190024166021,0.2
2019-10,2020-10,12,A1,0.23625551008395923,0.5
2019-10,2019-11,1,A2,-0.03128944965340187,0.0
2019-10,2020-01,3,A2,0.41883270347639023,0.8
2019-10,2020-04,6,A2,0.35358957774588284,0.2
2019-10,2020-10,12,A2,0.31536035016246716,0.5
2019-10,2019-11,1,A3,-0.07499456421847749,0.0
2019-10,2020-01,3,A3,0.3634189326495705,0.8
2019-10,2020-04,6,A3,0.28730124585680133,0.2
2019-10,2020-10,12,A3,0.22727568803150694,0.5
2019-10,2019-11,1,A4,-0.14313180161982747,0.0
2019-10,2020-01,3,A4,0.29260735524423576,0.8
2019-10,2020-04,6,A4,0.19879417978915973,0.2
2019-10,2020-10,12,A4,0.154926737763892,0.5
2019-11,2019-12,1,A0,0.08191501291705011,0.1
2019-11,2020-02,3,A0,0.36049148901548494,0.7
2019-11,2020-05,6,A0,0.21566646550421453,0.7
2019-11,2020-11,12,A0,0.04541169621051161,0.0
2019-11,2019-12,1,A1,0.07734847316151011,0.1
2019-11,2020-02,3,A1,0.35398015109394765,0.7
2019-11,2020-05,6,A1,0.19776059963703418,0.7
2019-11,2020-11,12,A1,0.02366693014711667,0.0
2019-11,2019-12,1,A2,0.08364366873341486,0.1
2019-11,2020-02,3,A2,0.3666355162572522,0.7
2019-11,2020-05,6,A2,0.22519351190729447,0.7
2019-11,2020-11,12,A2,0.04833013949739724,0.0
2019-11,2019-12,1,A3,0.08521276701346961,0.1
2019-11,2020-02,3,A3,0.36228571023893047,0.7
2019-11,2020-05,6,A3,0.22095517672122872,0.7
2019-11,2020-11,12,A3,0.032845302999811817,0.0
2019-11,2019-12,1,A4,0.061002144651200726,0.1
2019-11,2020-02,3,A4,0.3293429366063392,0.7
2019-11,2020-05,6,A4,0.17600302961340097,0.7
2019-11,2020-11,12,A4,0.015425933729904286,0.0
2019-12,2020-01,1,A0,0.3594686920012433,0.8
2019-12,2020-03,3,A0,-0.04680151447887421,-0.3
2019-12,2020-06,6,A0,0.1387785925614648,0.5
2019-12,2020-12,12,A0,0.07273633397910123,0.0
2019-12,2020-01,1,A1,0.37349533117767,0.8
2019-12,2020-03,3,A1,-0.037671029002479095,-0.3
2019-12,2020-06,6,A1,0.149787476590345,0.5
2019-12,2020-12,12,A1,0.10341714166980048,0.0
2019-12,2020-01,1,A2,0.3597384972773696,0.8
2019-12,2020-03,3,A2,-0.04529314536466558,-0.3
2019-12,2020-06,6,A2,0.14215556519825348,0.5
2019-12,2020-12,12,A2,0.07371025718075608,0.0
2019-12,2020-01,1,A3,0.41262076664307556,0.8
2019-12,2020-03,3,A3,0.025630118945878216,-0.3
2019-12,2020-06,6,A3,0.22848042107398425,0.5
2019-12,2020-12,12,A3,0.1597365647304273,0.0
2019-12,2020-01,1,A4,0.41394168493555983,0.8
2019-12,2020-03,3,A4,0.023989550397773132,-0.3
2019-12,2020-06,6,A4,0.22632876213752767,0.5
2019-12,2020-12,12,A4,0.1778803918361313,0.0
2020-01,2020-02,1,A0,0.3425587455175353,0.7
2020-01,2020-04,3,A0,0.3846216664225228,0.2
2020-01,2020-07,6,A0,0.5282962699461256,1.2
2020-01,2021-01,12,A0,0.2524321388229227,0.7
2020-01,2020-02,1,A1,0.3354317250271705,0.7
2020-01,2020-04,3,A1,0.3755164230109824,0.2
2020-01,2020-07,6,A1,0.517394552856094,1.2
2020-01,2021-01,12,A1,0.2439003012045026,0.7
2020-01,2020-02,1,A2,0.3444952809138253,0.7
2020-01,2020-04,3,A2,0.3913206513453217,0.2
2020-01,2020-07,6,A2,0.5405114565376055,1.2
2020-01,2021-01,12,A2,0.25631790208869787,0.7
2020-01,2020-02,1,A3,0.38603643772930596,0.7
2020-01,2020-04,3,A3,0.4390312707054992,0.2
2020-01,2020-07,6,A3,0.5990730191774832,1.2
2020-01,2021-01,12,A3,0.316403827266774,0.7
2020-01,2020-02,1,A4,0.3588248714139776,0.7
2020-01,2020-04,3,A4,0.4063852553520577,0.2
2020-01,2020-07,6,A4,0.5625546178480898,1.2
2020-01,2021-01,12,A4,0.3041178201969367,0.7
2020-02,2020-03,1,A0,-0.15691753544860065,-0.3
2020-02,2020-05,3,A0,0.13347287125211976,0.7
2020-02,2020-08,6,A0,0.009970763334286259,0.0
2020-02,2021-02,12,A0,0.3245180064784648,0.3
2020-02,2020-03,1,A1,-0.1558757327820509,-0.3
2020-02,2020-05,3,A1,0.12874363489769325,0.7
2020-02,2020-08,6,A1,0.0075286751730919005,0.0
2020-02,2021-02,12,A1,0.3288543248747501,0.3
2020-02,2020-03,1,A2,-0.15605267118125532,-0.3
2020-02,2020-05,3,A2,0.13692230606226402,0.7
2020-02,2020-08,6,A2,0.014590931912618281,0.0
2020-02,2021-02,12,A2,0.32411166180436124,0.3
2020-02,2020-03,1,A3,-0.0900540893606759,-0.3
2020-02,2020-05,3,A3,0.21669510820849164,0.7
2020-02,2020-08,6,A3,0.11731866636632035,0.0
2020-02,2021-02,12,A3,0.45176097117237657,0.3
2020-02,2020-03,1,A4,-0.08691368710348991,-0.3
2020-02,2020-05,3,A4,0.21765824342180906,0.7
2020-02,2020-08,6,A4,0.1183534278830374,0.0
2020-02,2021-02,12,A4,0.45713375501932885,0.3
2020-03,2020-04,1,A0,0.23864025957246215,0.2
2020-03,2020-06,3,A0,0.018954517088288513,0.5
2020-03,2020-09,6,A0,-0.605044529068868,-0.8
2020-03,2021-03,12,A0,-0.12282378159245243,-0.2
2020-03,2020-04,1,A1,0.26540946661545156,0.2
2020-03,2020-06,3,A1,0.052289203663962655,0.5
2020-03,2020-09,6,A1,-0.5697500548596434,-0.8
2020-03,2021-03,12,A1,-0.11527566580239478,-0.2
2020-03,2020-04,1,A2,0.23999459267509976,0.2
2020-03,2020-06,3,A2,0.02923839813555274,0.5
2020-03,2020-09,6,A2,-0.603298397589888,-0.8
2020-03,2021-03,12,A2,-0.129365193572001,-0.2
2020-03,2020-04,1,A3,0.29161080020871255,0.2
2020-03,2020-06,3,A3,0.08706299958980603,0.5
2020-03,2020-09,6,A3,-0.5252002827399027,-0.8
2020-03,2021-03,12,A3,-0.006032906065493823,-0.2
2020-03,2020-04,1,A4,0.33790495463657866,0.2
2020-03,2020-06,3,A4,0.15439964529195446,0.5
2020-03,2020-09,6,A4,-0.45726422697413094,-0.8
2020-03,2021-03,12,A4,0.0294010005305474,-0.2
2020-04,2020-05,1,A0,-0.12548922813694952,0.7
2020-04,2020-07,3,A0,0.11115552874988083,1.2
2020-04,2020-10,6,A0,-0.1459336169628435,0.5
2020-04,2021-04,12,A0,-0.024931693670822958,0.3
2020-04,2020-05,1,A1,-0.14346982622024,0.7
2020-04,2020-07,3,A1,0.09773477108039885,1.2
2020-04,2020-10,6,A1,-0.15683554875826075,0.5
2020-04,2021-04,12,A1,-0.053911635017250284,0.3
2020-04,2020-05,1,A2,-0.12318240861957261,0.7
2020-04,2020-07,3,A2,0.12657284728562396,1.2
2020-04,2020-10,6,A2,-0.1419745352747342,0.5
2020-04,2021-04,12,A2,-0.02756156544626287,0.3
2020-04,2020-05,1,A3,0.06652724897762667,0.7
2020-04,2020-07,3,A3,0.3805410431852291,1.2
2020-04,2020-10,6,A3,0.13456345692320598,0.5
2020-04,2021-04,12,A3,0.3084420944818888,0.3
2020-04,2020-05,1,A4,0.08509916857657034,0.7
2020-04,2020-07,3,A4,0.42855168962162926,1.2
2020-04,2020-10,6,A4,0.1743883052033099,0.5
2020-04,2021-04,12,A4,0.29801192511888236,0.3
2020-05,2020-06,1,A0,0.09681433806768419,0.5
2020-05,2020-08,3,A0,-0.028762486088594982,0.0
2020-05,2020-11,6,A0,-0.11291786692742471,0.0
2020-05,2021-05,12,A0,-0.28226074962015796,0.4
2020-05,2020-06,1,A1,0.019890108162703923,0.5
2020-05,2020-08,3,A1,-0.10589654212783108,0.0
2020-05,2020-11,6,A1,-0.1939320851528587,0.0
2020-05,2021-05,12,A1,-0.3909392527747658,0.4
2020-05,2020-06,1,A2,0.09984250805169864,0.5
2020-05,2020-08,3,A2,-0.010687203240984502,0.0
2020-05,2020-11,6,A2,-0.10873277939544286,0.0
2020-05,2021-05,12,A2,-0.28212211970158063,0.4
2020-05,2020-06,1,A3,0.25473566469108694,0.5
2020-05,2020-08,3,A3,0.18093792984871074,0.0
2020-05,2020-11,6,A3,0.10700827062433228,0.0
2020-05,2021-05,12,A3,-0.04776254456625263,0.4
2020-05,2020-06,1,A4,0.18706500671305487,0.5
2020-05,2020-08,3,A4,0.12527366352986832,0.0
2020-05,2020-11,6,A4,0.02908613133097538,0.0
2020-05,2021-05,12,A4,-0.15107876695699063,0.4
2020-06,2020-07,1,A0,0.3278410028829563,1.2
2020-06,2020-09,3,A0,-0.5605521569808416,-0.8
2020-06,2020-12,6,A0,0.04775640066745354,0.0
2020-06,2021-06,12,A0,-0.009904764597961899,0.9
2020-06,2020-07,1,A1,0.32113444795757046,1.2
2020-06,2020-09,3,A1,-0.5610264656018104,-0.8
2020-06,2020-12,6,A1,0.04332878413956143,0.0
2020-06,2021-06,12,A1,-0.04309385580760326,0.9
2020-06,2020-07,1,A2,0.30962691003138787,1.2
2020-06,2020-09,3,A2,-0.542076322764594,-0.8
2020-06,2020-12,6,A2,0.047991505043887765,0.0
2020-06,2021-06,12,A2,-0.021845404267384405,0.9
2020-06,2020-07,1,A3,0.44990927706385714,1.2
2020-06,2020-09,3,A3,-0.2896397883742707,-0.8
2020-06,2020-12,6,A3,0.3557768874132824,0.0
2020-06,2021-06,12,A3,0.35604251386138513,0.9
2020-06,2020-07,1,A4,0.4591713286216466,1.2
2020-06,2020-09,3,A4,-0.22494543133484324,-0.8
2020-06,2020-12,6,A4,0.4016031393690641,0.0
2020-06,2021-06,12,A4,0.3371670590079363,0.9
2020-07,2020-08,1,A0,0.22245844056495323,0.0
2020-07,2020-10,3,A0,0.3695199519167461,0.5
2020-07,2021-01,6,A0,0.17337171456930878,0.7
2020-07,2021-07,12,A0,0.5121940318388711,1.5
2020-07,2020-08,1,A1,0.2872636713330784,0.0
2020-07,2020-10,3,A1,0.4341942397987017,0.5
2020-07,2021-01,6,A1,0.25026685160501566,0.7
2020-07,2021-07,12,A1,0.5509431144373973,1.5
2020-07,2020-08,1,A2,0.1963157049927148,0.0
2020-07,2020-10,3,A2,0.3786789548752223,0.5
2020-07,2021-01,6,A2,0.1732021617812704,0.7
2020-07,2021-07,12,A2,0.49335670549784727,1.5
2020-07,2020-08,1,A3,0.2705410071620697,0.0
2020-07,2020-10,3,A3,0.5369456059106041,0.5
2020-07,2021-01,6,A3,0.38116766797377255,0.7
2020-07,2021-07,12,A3,0.7914522665596246,1.5
2020-07,2020-08,1,A4,0.33768951789249946,0.0
2020-07,2020-10,3,A4,0.6709930462685024,0.5
2020-07,2021-01,6,A4,0.5247295529427242,0.7
2020-07,2021-07,12,A4,0.8666340372658914,1.5
2020-08,2020-09,1,A0,-0.43434755639849404,-0.8
2020-08,2020-11,3,A0,-0.03360350244394883,0.0
2020-08,2021-02,6,A0,0.13077761261855103,0.3
2020-08,2021-08,12,A0,0.20619779233034863,1.0
2020-08,2020-09,1,A1,-0.37559757778646213,-0.8
2020-08,2020-11,3,A1,0.031290231880260984,0.0
2020-08,2021-02,6,A1,0.2018301969168732,0.3
2020-08,2021-08,12,A1,0.2479043626307268,1.0
2020-08,2020-09,1,A2,-0.4688212628498298,-0.8
2020-08,2020-11,3,A2,-0.04458433076589663,0.0
2020-08,2021-02,6,A2,0.12484312263434015,0.3
2020-08,2021-08,12,A2,0.16450953347317096,1.0
2020-08,2020-09,1,A3,-0.4311127137398593,-0.8
2020-08,2020-11,3,A3,0.061467394673342834,0.0
2020-08,2021-02,6,A3,0.34801096975581247,0.3
2020-08,2021-08,12,A3,0.511694182674717,1.0
2020-08,2020-09,1,A4,-0.3932915698106344,-0.8
2020-08,2020-11,3,A4,0.17359126013386084,0.0
2020-08,2021-02,6,A4,0.4929360351914319,0.3
2020-08,2021-08,12,A4,0.5700655791990309,1.0
2020-09,2020-10,1,A0,0.3254726572599407,0.5
2020-09,2020-12,3,A0,-0.0037680614357016584,0.0
2020-09,2021-03,6,A0,-0.4143843136219361,-0.2
2020-09,2021-09,12,A0,-0.7664077600730099,0.2
2020-09,2020-10,1,A1,0.3119384509899952,0.5
2020-09,2020-12,3,A1,-0.013642574099600221,0.0
2020-09,2021-03,6,A1,-0.4109766545888359,-0.2
2020-09,2021-09,12,A1,-0.7741353643261887,0.2
2020-09,2020-10,1,A2,0.3259763810144294,0.5
2020-09,2020-12,3,A2,-0.003487172786573303,0.0
2020-09,2021-03,6,A2,-0.4152347650446207,-0.2
2020-09,2021-09,12,A2,-0.7707215704493755,0.2
2020-09,2020-10,1,A3,0.32976384883085125,0.5
2020-09,2020-12,3,A3,0.021348724964529844,0.0
2020-09,2021-03,6,A3,-0.34007147109405683,-0.2
2020-09,2021-09,12,A3,-0.6641406724685222,0.2
2020-09,2020-10,1,A4,0.32932588916933014,0.5
2020-09,2020-12,3,A4,0.03412517212889422,0.0
2020-09,2021-03,6,A4,-0.2994245424885213,-0.2
2020-09,2021-09,12,A4,-0.6556905980257068,0.2
2020-10,2020-11,1,A0,-0.22335167831965094,0.0
2020-10,2021-01,3,A0,0.5555847598811227,0.7
2020-10,2021-04,6,A0,0.1590173563210398,0.3
2020-10,2021-10,12,A0,0.3128645609550678,1.3
2020-10,2020-11,1,A1,-0.26801185453878684,0.0
2020-10,2021-01,3,A1,0.5281831164937456,0.7
2020-10,2021-04,6,A1,0.13520572377935322,0.3
2020-10,2021-10,12,A1,0.24356168097701003,1.3
2020-10,2020-11,1,A2,-0.23474232081677573,0.0
2020-10,2021-01,3,A2,0.5523687830604648,0.7
2020-10,2021-04,6,A2,0.15734362366859855,0.3
2020-10,2021-10,12,A2,0.30359185191359267,1.3
2020-10,2020-11,1,A3,-0.22374563573158426,0.0
2020-10,2021-01,3,A3,0.5628573983417553,0.7
2020-10,2021-04,6,A3,0.17551170575262476,0.3
2020-10,2021-10,12,A3,0.3247418645596277,1.3
2020-10,2020-11,1,A4,-0.27810225103392483,0.0
2020-10,2021-01,3,A4,0.5431938735441869,0.7
2020-10,2021-04,6,A4,0.1582528301021926,0.3
2020-10,2021-10,12,A4,0.2702167143116844,1.3
2020-11,2020-12,1,A0,0.26222462486018505,0.0
2020-11,2021-02,3,A0,0.11605308244738144,0.3
2020-11,2021-05,6,A0,0.2358059549865535,0.4
2020-11,2021-11,12,A0,-0.0636047433335738,1.1
2020-11,2020-12,1,A1,0.24158802134498453,0.0
2020-11,2021-02,3,A1,0.09276454123666997,0.3
2020-11,2021-05,6,A1,0.19539615182156062,0.4
2020-11,2021-11,12,A1,-0.09358437941338907,1.1
2020-11,2020-12,1,A2,0.2623575389768397,0.0
2020-11,2021-02,3,A2,0.11604069216744693,0.3
2020-11,2021-05,6,A2,0.2289350067257868,0.4
2020-11,2021-11,12,A2,-0.07094247874811499,1.1
2020-11,2020-12,1,A3,0.27850171924905576,0.0
2020-11,2021-02,3,A3,0.1976116293782611,0.3
2020-11,2021-05,6,A3,0.37685240800409725,0.4
2020-11,2021-11,12,A3,0.13403202639811768,1.1
2020-11,2020-12,1,A4,0.2543397640345888,0.0
2020-11,2021-02,3,A4,0.18210526353467635,0.3
2020-11,2021-05,6,A4,0.33820375014541165,0.4
2020-11,2021-11,12,A4,0.07683679210775494,1.1
2020-12,2021-01,1,A0,0.515343332318566,0.7
2020-12,2021-03,3,A0,-0.1138720220214831,-0.2
2020-12,2021-06,6,A0,0.20521663356266934,0.9
2020-12,2021-12,12,A0,-0.0027162048409923034,0.8
2020-12,2021-01,1,A1,0.5178066923569549,0.7
2020-12,2021-03,3,A1,-0.11408511581879179,-0.2
2020-12,2021-06,6,A1,0.1994022626040755,0.9
2020-12,2021-12,12,A1,-0.005694972763730266,0.8
2020-12,2021-01,1,A2,0.5164557406878085,0.7
2020-12,2021-03,3,A2,-0.1134660188847464,-0.2
2020-12,2021-06,6,A2,0.20486685366465845,0.9
2020-12,2021-12,12,A2,-0.00624239346816112,0.8
2020-12,2021-01,1,A3,0.5242279943759839,0.7
2020-12,2021-03,3,A3,-0.06386835333192835,-0.2
2020-12,2021-06,6,A3,0.26758291918996446,0.9
2020-12,2021-12,12,A3,0.13086254415081267,0.8
2020-12,2021-01,1,A4,0.5276646276845568,0.7
2020-12,2021-03,3,A4,-0.05206452244752639,-0.2
2020-12,2021-06,6,A4,0.26792969065350863,0.9
2020-12,2021-12,12,A4,0.11532801451822869,0.8
2021-01,2021-02,1,A0,0.30049213595639357,0.3
2021-01,2021-04,3,A0,0.38122460000096736,0.3
2021-01,2021-07,6,A0,0.6102996523990347,1.5
2021-01,2022-01,12,A0,0.31972016847506735,1.7
2021-01,2021-02,1,A1,0.2954699215724087,0.3
2021-01,2021-04,3,A1,0.3704317675714233,0.3
2021-01,2021-07,6,A1,0.6122600393044548,1.5
2021-01,2022-01,12,A1,0.3245671566326698,1.7
2021-01,2021-02,1,A2,0.28957195348276116,0.3
2021-01,2021-04,3,A2,0.3785878107568421,0.3
2021-01,2021-07,6,A2,0.6015586696230941,1.5
2021-01,2022-01,12,A2,0.3061510642597248,1.7
2021-01,2021-02,1,A3,0.3168150405981581,0.3
2021-01,2021-04,3,A3,0.4406183127855949,0.3
2021-01,2021-07,6,A3,0.7056725168391363,1.5
2021-01,2022-01,12,A3,0.4842597242761665,1.7
2021-01,2021-02,1,A4,0.2834713638563503,0.3
2021-01,2021-04,3,A4,0.4228819425660121,0.3
2021-01,2021-07,6,A4,0.695938938065486,1.5
2021-01,2022-01,12,A4,0.4757750987134688,1.7
2021-02,2021-03,1,A0,-0.08636033623103372,-0.2
2021-02,2021-05,3,A0,0.38059865388256364,0.4
2021-02,2021-08,6,A0,0.214718417957676,1.0
2021-02,2022-02,12,A0,0.48068981861498106,0.9
2021-02,2021-03,1,A1,-0.07820275256728605,-0.2
2021-02,2021-05,3,A1,0.3861630573773437,0.4
2021-02,2021-08,6,A1,0.2167285381053905,1.0
2021-02,2022-02,12,A1,0.4822562668728937,0.9
2021-02,2021-03,1,A2,-0.10037648981067064,-0.2
2021-02,2021-05,3,A2,0.3767081654926934,0.4
2021-02,2021-08,6,A2,0.20205581349601054,1.0
2021-02,2022-02,12,A2,0.46082991076040025,0.9
