period,as_of,model,block,prediction,n_train,train_start,train_end,training_last_release,dropped_columns,fit_status
2019-07,2019-08-11 23:59:00,TARGET_SHARED,accommodation,1.4420799866637768,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_SHARED,package_holidays,18.02794033371059,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,-0.03829816483082898,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_OWN,actual_rent,0.4132559442375471,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_OWN,imputed_rent,0.31702279274468437,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_OWN,catering,0.3193948784321191,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_OWN,accommodation,1.1245197673644636,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_OWN,package_holidays,20.18932093308936,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,-0.027219035965133698,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_CHANNEL,actual_rent,0.4132559442375471,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_CHANNEL,imputed_rent,0.31702279274468437,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_CHANNEL,catering,0.3939488721831089,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_CHANNEL,accommodation,1.1122297340262146,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_CHANNEL,package_holidays,20.199753987466565,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-07,2019-08-11 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,-0.017972473578873396,53,2015-02,2019-06,2019-07-11 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,NO_PROXY,core,0.26662843629452204,151,2007-01,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,OFFICIAL_PREDICTORS,core,0.18003067172468493,151,2007-01,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,BROAD_SPLIT,goods,-0.048799986171452314,139,2008-01,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,BROAD_SPLIT,services,-0.056902149897763515,139,2008-01,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,BROAD_SPLIT,reconciliation,-0.04698167608208487,139,2008-01,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,-0.062211209128959916,139,2008-01,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,AGG_COMMON,core,0.09799986484135197,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_SHARED,actual_rent,0.3839514041499401,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_SHARED,imputed_rent,0.6132903053313843,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_SHARED,catering,0.21944838870630567,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_SHARED,accommodation,0.6108798512330054,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_SHARED,package_holidays,1.1891571179982612,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_SHARED,remaining_core_tax_reconciliation,-0.061501543283307675,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_OWN,actual_rent,0.41398143032833423,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_OWN,imputed_rent,0.6027930586458536,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_OWN,catering,0.30295782715846514,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_OWN,accommodation,0.17050577145898738,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_OWN,package_holidays,1.9703322074703604,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_OWN,remaining_core_tax_reconciliation,-0.058539085121047565,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_CHANNEL,actual_rent,0.41398143032833423,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_CHANNEL,imputed_rent,0.6027930586458536,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_CHANNEL,catering,0.22404414726985722,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_CHANNEL,accommodation,0.30098539155916704,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_CHANNEL,package_holidays,1.9891584363412391,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-08,2019-09-09 23:59:00,TARGET_CHANNEL,remaining_core_tax_reconciliation,-0.05192399285222281,54,2015-02,2019-07,2019-08-12 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,NO_PROXY,core,-0.5150303432762523,152,2007-01,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,OFFICIAL_PREDICTORS,core,-0.5311019135340094,152,2007-01,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,BROAD_SPLIT,goods,0.06928885453379305,140,2008-01,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,BROAD_SPLIT,services,0.17373547530464428,140,2008-01,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,BROAD_SPLIT,reconciliation,-0.003311024012325763,140,2008-01,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,BROAD_AGG_CONTROL,core_annual_delta,0.09796459119825549,140,2008-01,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,AGG_COMMON,core,-0.5576092416150429,55,2015-02,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,TARGET_SHARED,actual_rent,0.11003807283162605,55,2015-02,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,TARGET_SHARED,imputed_rent,0.5144383995822162,55,2015-02,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,TARGET_SHARED,catering,0.45802007910097464,55,2015-02,2019-08,2019-09-10 09:00:00,[],estimated
2019-09,2019-10-09 23:59:00,TARGET_SHARED,accommodation,-0.671185589284109,55,2015-02,2019-08,2019-09-10 09:00:00,[],estimated
