origin,band,family,feature,log_core_pp
2019-02,0,wide,a6_46,-0.0
2019-02,0,wide,a6_47,0.0
2019-02,0,wide,a6_48,-0.0
2019-02,0,wide,a6_49,-0.005093841393644543
2019-02,0,wide,a6_50,0.00533753008191561
2019-02,0,wide,a6_51,-0.0015514767695846607
2019-02,0,wide,a6_52,-0.0
2019-02,0,wide,a6_53,0.0002312345738246219
2019-02,0,wide,a6_54,0.0
2019-02,0,wide,a6_55,0.014026326987927025
2019-02,0,wide,a6_56,0.0
2019-02,0,wide,a6_57,0.0
2019-02,0,wide,a6_58,0.00969567899844444
2019-02,0,wide,a6_59,-0.006276207948704705
2019-02,0,wide,a6_60,-0.0
2019-02,0,wide,a6_61,-0.02700197882745811
2019-02,0,wide,a6_62,0.007708446604546475
2019-02,0,wide,a6_63,0.0
2019-02,0,wide,a6_64,0.0004487045439899883
2019-02,0,wide,a6_65,0.0
2019-02,0,wide,a6_66,-0.007438792855253758
2019-02,0,wide,destination_season,-0.0037376820441073796
2019-03,0,domestic,intercept,0.0045216103698637
2019-03,0,domestic,core1,-0.0
2019-03,0,domestic,core3,-0.0
2019-03,0,domestic,core12,-0.0
2019-03,0,domestic,core_acceleration,1.6914741809626873e-05
2019-03,0,domestic,midtrend,-0.0
2019-03,0,domestic,midcycle,-0.0029363781353227885
2019-03,0,domestic,services_yoy,-0.0
2019-03,0,domestic,services_change3,-0.0
2019-03,0,domestic,unemployment,0.0
2019-03,0,domestic,unemployment_change3,0.0
2019-03,0,domestic,ip_growth3,-0.0
2019-03,0,domestic,ulc_growth12,-0.0
2019-03,0,domestic,destination_season,-0.0032915754407026143
2019-03,0,imported,intercept,0.02831500595040463
2019-03,0,imported,core1,0.018363336306729455
2019-03,0,imported,core3,-0.0035518664120101993
2019-03,0,imported,core12,-0.10163104588184926
2019-03,0,imported,core_acceleration,-0.0011033008953682624
2019-03,0,imported,midtrend,-0.06817731083155536
2019-03,0,imported,midcycle,-0.026028844143100482
2019-03,0,imported,goods_yoy,0.08851352060783146
2019-03,0,imported,goods_change3,-0.04385173318045947
2019-03,0,imported,fx1,-0.0030027608498048065
2019-03,0,imported,fx3,-0.007919292355109254
2019-03,0,imported,cost_23_now,0.002836597343277619
2019-03,0,imported,cost_23_mean3,0.001658929742223169
2019-03,0,imported,cost_26_now,-0.0028814715783931945
2019-03,0,imported,cost_26_mean3,-0.03823573754380559
2019-03,0,imported,cost_45_now,0.0030692520245779774
2019-03,0,imported,cost_45_mean3,-3.1625811755127414e-05
2019-03,0,imported,cost_47_now,0.010089353672323647
2019-03,0,imported,cost_47_mean3,0.023293831597151322
2019-03,0,imported,cost_56_now,0.005555405056786482
2019-03,0,imported,cost_56_mean3,0.0023050001943783474
2019-03,0,imported,cost_62_now,0.003342130866499853
2019-03,0,imported,cost_62_mean3,-0.002338039013177068
2019-03,0,imported,destination_season,-0.016331594739369563
2019-03,0,both,intercept,0.020102085639185033
2019-03,0,both,core1,-0.0
2019-03,0,both,core3,-0.0
2019-03,0,both,core12,-0.0
2019-03,0,both,core_acceleration,0.0
2019-03,0,both,midtrend,-0.0
2019-03,0,both,midcycle,-0.01037217399408413
2019-03,0,both,services_yoy,-0.09407392620643681
2019-03,0,both,services_change3,-0.0009142629419196954
2019-03,0,both,unemployment,0.04568089447168901
2019-03,0,both,unemployment_change3,0.0
2019-03,0,both,ip_growth3,-0.0
2019-03,0,both,ulc_growth12,-0.0
2019-03,0,both,goods_yoy,0.0043355203532326764
2019-03,0,both,goods_change3,-0.02015616850484584
2019-03,0,both,fx1,-0.0
2019-03,0,both,fx3,0.0
2019-03,0,both,cost_23_now,0.0
2019-03,0,both,cost_23_mean3,-0.0
2019-03,0,both,cost_26_now,-0.0
2019-03,0,both,cost_26_mean3,-0.007653791540822572
2019-03,0,both,cost_45_now,0.0
2019-03,0,both,cost_45_mean3,-0.0
2019-03,0,both,cost_47_now,0.0
2019-03,0,both,cost_47_mean3,-0.0
2019-03,0,both,cost_56_now,-0.0
2019-03,0,both,cost_56_mean3,0.0
2019-03,0,both,cost_62_now,0.0007411368100950752
2019-03,0,both,cost_62_mean3,0.0
2019-03,0,both,destination_season,-0.011988679121567352
2019-03,0,wide,intercept,0.024709946013959025
2019-03,0,wide,core1,-0.008494667590267757
2019-03,0,wide,core3,-0.0
2019-03,0,wide,core12,-0.0
2019-03,0,wide,core_acceleration,0.0
2019-03,0,wide,midtrend,-0.0
2019-03,0,wide,midcycle,-0.011575632740267544
2019-03,0,wide,services_yoy,-0.14714978686145638
2019-03,0,wide,services_change3,-0.005396070156352996
2019-03,0,wide,goods_yoy,0.002715945851409282
2019-03,0,wide,goods_change3,-0.038838365198245454
2019-03,0,wide,fx1,-0.0008546137791382493
2019-03,0,wide,fx3,0.0006306942562098531
2019-03,0,wide,a6_11,0.04167580121901145
2019-03,0,wide,a6_12,0.026350241762514267
2019-03,0,wide,a6_13,0.004929944672934552
2019-03,0,wide,a6_17,-0.0
2019-03,0,wide,a6_23,0.0018882372095884647
2019-03,0,wide,a6_24,0.027130616632260025
2019-03,0,wide,a6_25,0.00016286309463882194
2019-03,0,wide,a6_26,-0.00740149983385275
2019-03,0,wide,a6_43,-0.0
2019-03,0,wide,a6_44,-0.0025054622777659318
2019-03,0,wide,a6_45,-0.0
2019-03,0,wide,a6_46,-0.0
2019-03,0,wide,a6_47,-0.0
2019-03,0,wide,a6_48,-0.0
2019-03,0,wide,a6_49,0.0005912681660750776
2019-03,0,wide,a6_50,-0.002962933340609479
2019-03,0,wide,a6_51,-0.0028935922973220576
2019-03,0,wide,a6_52,-0.0
2019-03,0,wide,a6_53,0.0002794613461329414
2019-03,0,wide,a6_54,0.0
2019-03,0,wide,a6_55,0.016390784178877845
2019-03,0,wide,a6_56,-0.0
2019-03,0,wide,a6_57,-0.0
2019-03,0,wide,a6_58,-0.008100263192572397
2019-03,0,wide,a6_59,-0.007491064850651677
2019-03,0,wide,a6_60,-0.0
2019-03,0,wide,a6_61,-0.0206870938375473
2019-03,0,wide,a6_62,0.002681809653504562
2019-03,0,wide,a6_63,-0.0
2019-03,0,wide,a6_64,9.510654630573067e-07
2019-03,0,wide,a6_65,0.0
2019-03,0,wide,a6_66,-0.005564726633624982
2019-03,0,wide,destination_season,-0.011899081779889324
2019-04,0,domestic,intercept,0.0
2019-04,0,domestic,core1,0.0
2019-04,0,domestic,core3,0.0
2019-04,0,domestic,core12,0.0
2019-04,0,domestic,core_acceleration,-0.0
2019-04,0,domestic,midtrend,0.0
2019-04,0,domestic,midcycle,-0.0
2019-04,0,domestic,services_yoy,0.0
2019-04,0,domestic,services_change3,0.0
2019-04,0,domestic,unemployment,-0.0
2019-04,0,domestic,unemployment_change3,-0.0
2019-04,0,domestic,ip_growth3,-0.0
2019-04,0,domestic,ulc_growth12,0.0
2019-04,0,domestic,destination_season,0.0
2019-04,0,imported,intercept,0.02821685152405369
2019-04,0,imported,core1,0.0004429702097690138
2019-04,0,imported,core3,-0.008104601599210224
2019-04,0,imported,core12,-0.09108351984009219
2019-04,0,imported,core_acceleration,-0.0009609149934850253
2019-04,0,imported,midtrend,-0.04116254216400564
2019-04,0,imported,midcycle,0.043712447826587196
2019-04,0,imported,goods_yoy,0.08952905335828393
2019-04,0,imported,goods_change3,-0.013438911727919629
2019-04,0,imported,fx1,0.001468719481481119
2019-04,0,imported,fx3,-0.0063412806982629764
2019-04,0,imported,cost_23_now,0.0018053883319515767
2019-04,0,imported,cost_23_mean3,0.0021270469616053397
2019-04,0,imported,cost_26_now,0.001943027682654124
2019-04,0,imported,cost_26_mean3,-0.030466453746994908
2019-04,0,imported,cost_45_now,0.0032496275485873454
2019-04,0,imported,cost_45_mean3,0.009263340791518115
2019-04,0,imported,cost_47_now,0.007123779965911403
2019-04,0,imported,cost_47_mean3,-0.006058346555715538
2019-04,0,imported,cost_56_now,-0.0013512769795616113
2019-04,0,imported,cost_56_mean3,0.0061003359181472745
2019-04,0,imported,cost_62_now,-0.00020315612358700838
2019-04,0,imported,cost_62_mean3,-0.002131371152583185
2019-04,0,imported,destination_season,-0.021070581461986943
2019-04,0,both,intercept,0.02004053780631509
2019-04,0,both,core1,-0.0
2019-04,0,both,core3,-0.0
2019-04,0,both,core12,-0.0
2019-04,0,both,core_acceleration,0.0
2019-04,0,both,midtrend,-0.0
2019-04,0,both,midcycle,0.01844702628558634
2019-04,0,both,services_yoy,-0.07429465431925082
2019-04,0,both,services_change3,-0.00010788398677983492
2019-04,0,both,unemployment,0.03677253801032312
2019-04,0,both,unemployment_change3,0.0
2019-04,0,both,ip_growth3,0.0
2019-04,0,both,ulc_growth12,-0.0
2019-04,0,both,goods_yoy,0.0052230853599324585
2019-04,0,both,goods_change3,-0.006283901565874835
2019-04,0,both,fx1,0.0
2019-04,0,both,fx3,0.0
2019-04,0,both,cost_23_now,0.0
2019-04,0,both,cost_23_mean3,-0.0
2019-04,0,both,cost_26_now,0.0
2019-04,0,both,cost_26_mean3,-0.006380588687325158
2019-04,0,both,cost_45_now,0.0
2019-04,0,both,cost_45_mean3,0.0
2019-04,0,both,cost_47_now,0.0
2019-04,0,both,cost_47_mean3,0.0
2019-04,0,both,cost_56_now,0.0
2019-04,0,both,cost_56_mean3,0.0
2019-04,0,both,cost_62_now,-4.793326586847962e-05
2019-04,0,both,cost_62_mean3,0.0
2019-04,0,both,destination_season,-0.01550349365241787
2019-04,0,wide,intercept,0.024626061898132823
2019-04,0,wide,core1,-0.00021559322534172605
2019-04,0,wide,core3,-0.0
2019-04,0,wide,core12,-0.0
2019-04,0,wide,core_acceleration,0.0
2019-04,0,wide,midtrend,-0.0
2019-04,0,wide,midcycle,0.020984570762597046
2019-04,0,wide,services_yoy,-0.12248486056696899
2019-04,0,wide,services_change3,-0.00040824984226117233
2019-04,0,wide,goods_yoy,0.0029342494311313167
2019-04,0,wide,goods_change3,-0.012208397154950224
2019-04,0,wide,fx1,0.0005510630174224606
2019-04,0,wide,fx3,0.0003525746814862813
2019-04,0,wide,a6_11,0.03557642165920104
2019-04,0,wide,a6_12,0.026699156738504103
2019-04,0,wide,a6_13,0.0010523038574397974
2019-04,0,wide,a6_17,-0.0
2019-04,0,wide,a6_23,0.0011122322219827227
2019-04,0,wide,a6_24,0.026657064882284094
2019-04,0,wide,a6_25,0.0014875933714087956
2019-04,0,wide,a6_26,0.0044051093943998235
2019-04,0,wide,a6_43,-0.0
2019-04,0,wide,a6_44,-0.002203691934643532
2019-04,0,wide,a6_45,-0.0
2019-04,0,wide,a6_46,-0.0
2019-04,0,wide,a6_47,-0.0
2019-04,0,wide,a6_48,-0.0
2019-04,0,wide,a6_49,0.0006268794576218544
2019-04,0,wide,a6_50,-0.005518024650431834
2019-04,0,wide,a6_51,3.092563573298598e-05
2019-04,0,wide,a6_52,-0.0
2019-04,0,wide,a6_53,0.00031470611401661765
2019-04,0,wide,a6_54,0.0
2019-04,0,wide,a6_55,0.016963729759734425
2019-04,0,wide,a6_56,0.0
2019-04,0,wide,a6_57,0.0
2019-04,0,wide,a6_58,0.0014339963347848946
2019-04,0,wide,a6_59,0.0001781656410359286
2019-04,0,wide,a6_60,-0.0
2019-04,0,wide,a6_61,-0.005903329469742138
2019-04,0,wide,a6_62,-0.00017547020386273718
2019-04,0,wide,a6_63,-0.0
2019-04,0,wide,a6_64,-0.0005932479357203655
2019-04,0,wide,a6_65,0.0
2019-04,0,wide,a6_66,-0.00262667035067574
2019-04,0,wide,destination_season,-0.015420763478075106
2019-05,0,domestic,intercept,0.0
2019-05,0,domestic,core1,0.0
2019-05,0,domestic,core3,0.0
2019-05,0,domestic,core12,0.0
2019-05,0,domestic,core_acceleration,-0.0
2019-05,0,domestic,midtrend,0.0
2019-05,0,domestic,midcycle,-0.0
2019-05,0,domestic,services_yoy,0.0
2019-05,0,domestic,services_change3,-0.0
2019-05,0,domestic,unemployment,-0.0
2019-05,0,domestic,unemployment_change3,0.0
2019-05,0,domestic,ip_growth3,-0.0
2019-05,0,domestic,ulc_growth12,0.0
2019-05,0,domestic,destination_season,0.0
2019-05,0,imported,intercept,0.023857100091503596
2019-05,0,imported,core1,-0.0
2019-05,0,imported,core3,-0.0034864599389795095
2019-05,0,imported,core12,-0.02969945424850765
2019-05,0,imported,core_acceleration,-0.0
2019-05,0,imported,midtrend,-0.01839112614817221
2019-05,0,imported,midcycle,0.018076559875805972
2019-05,0,imported,goods_yoy,0.03327796570804139
2019-05,0,imported,goods_change3,0.017080959115526224
2019-05,0,imported,fx1,0.0
2019-05,0,imported,fx3,0.0
2019-05,0,imported,cost_23_now,0.0
2019-05,0,imported,cost_23_mean3,-0.0
2019-05,0,imported,cost_26_now,0.0
2019-05,0,imported,cost_26_mean3,-0.004182643354641257
2019-05,0,imported,cost_45_now,0.0
2019-05,0,imported,cost_45_mean3,-0.0
2019-05,0,imported,cost_47_now,0.009271643613713618
2019-05,0,imported,cost_47_mean3,-0.0
2019-05,0,imported,cost_56_now,-0.0
2019-05,0,imported,cost_56_mean3,0.0002147164294446738
2019-05,0,imported,cost_62_now,-0.00848245396936412
2019-05,0,imported,cost_62_mean3,-0.0
2019-05,0,imported,destination_season,-0.02008892362599901
2019-05,0,both,intercept,0.0
2019-05,0,both,core1,0.0
2019-05,0,both,core3,0.0
2019-05,0,both,core12,0.0
2019-05,0,both,core_acceleration,-0.0
2019-05,0,both,midtrend,0.0
2019-05,0,both,midcycle,-0.0
2019-05,0,both,services_yoy,0.0
2019-05,0,both,services_change3,-0.0
2019-05,0,both,unemployment,-0.0
2019-05,0,both,unemployment_change3,0.0
2019-05,0,both,ip_growth3,-0.0
2019-05,0,both,ulc_growth12,0.0
2019-05,0,both,goods_yoy,0.0
2019-05,0,both,goods_change3,-0.0
2019-05,0,both,fx1,0.0
2019-05,0,both,fx3,0.0
2019-05,0,both,cost_23_now,0.0
2019-05,0,both,cost_23_mean3,0.0
2019-05,0,both,cost_26_now,-0.0
2019-05,0,both,cost_26_mean3,-0.0
2019-05,0,both,cost_45_now,0.0
2019-05,0,both,cost_45_mean3,0.0
2019-05,0,both,cost_47_now,0.0
2019-05,0,both,cost_47_mean3,0.0
2019-05,0,both,cost_56_now,0.0
2019-05,0,both,cost_56_mean3,0.0
2019-05,0,both,cost_62_now,-0.0
2019-05,0,both,cost_62_mean3,-0.0
2019-05,0,both,destination_season,0.0
2019-05,0,wide,intercept,0.023857100091503623
2019-05,0,wide,core1,-0.006304733454231122
2019-05,0,wide,core3,-0.0
2019-05,0,wide,core12,-0.0
2019-05,0,wide,core_acceleration,0.0
2019-05,0,wide,midtrend,-0.0
2019-05,0,wide,midcycle,0.02125195542252298
2019-05,0,wide,services_yoy,-0.11372342170591306
2019-05,0,wide,services_change3,0.008668614674503588
2019-05,0,wide,goods_yoy,0.002320740598710623
2019-05,0,wide,goods_change3,0.02505245750468981
2019-05,0,wide,fx1,-1.1090328170897262e-05
2019-05,0,wide,fx3,-4.251693677567464e-05
2019-05,0,wide,a6_11,0.03458242349442264
2019-05,0,wide,a6_12,0.02896243166429251
2019-05,0,wide,a6_13,0.0005138089383332794
2019-05,0,wide,a6_17,-0.0
2019-05,0,wide,a6_23,0.003036735420724175
2019-05,0,wide,a6_24,0.027610339570751874
2019-05,0,wide,a6_25,0.0015189497669381355
2019-05,0,wide,a6_26,-0.0020449901756637353
2019-05,0,wide,a6_43,-0.0
2019-05,0,wide,a6_44,-0.0025918143167233836
2019-05,0,wide,a6_45,-0.0
2019-05,0,wide,a6_46,-0.0
2019-05,0,wide,a6_47,-0.0
2019-05,0,wide,a6_48,0.0
2019-05,0,wide,a6_49,0.0006276981203850375
2019-05,0,wide,a6_50,0.006000822206078046
2019-05,0,wide,a6_51,0.0033617561458727904
2019-05,0,wide,a6_52,0.0
2019-05,0,wide,a6_53,0.0002536961742279503
2019-05,0,wide,a6_54,0.0
2019-05,0,wide,a6_55,0.019065795107248023
2019-05,0,wide,a6_56,0.0
2019-05,0,wide,a6_57,-0.0
2019-05,0,wide,a6_58,0.003751388290472403
2019-05,0,wide,a6_59,0.0003430062825411807
2019-05,0,wide,a6_60,-0.0
2019-05,0,wide,a6_61,-0.018553451554923377
2019-05,0,wide,a6_62,-0.007824880164780761
2019-05,0,wide,a6_63,-0.0
2019-05,0,wide,a6_64,-0.0003948496962240276
2019-05,0,wide,a6_65,0.0
2019-05,0,wide,a6_66,-0.005019199345096746
2019-05,0,wide,destination_season,-0.016565656575477657
2019-06,0,domestic,intercept,0.0
2019-06,0,domestic,core1,0.0
2019-06,0,domestic,core3,0.0
2019-06,0,domestic,core12,0.0
2019-06,0,domestic,core_acceleration,-0.0
2019-06,0,domestic,midtrend,0.0
2019-06,0,domestic,midcycle,-0.0
2019-06,0,domestic,services_yoy,0.0
2019-06,0,domestic,services_change3,-0.0
2019-06,0,domestic,unemployment,-0.0
2019-06,0,domestic,unemployment_change3,0.0
2019-06,0,domestic,ip_growth3,0.0
2019-06,0,domestic,ulc_growth12,0.0
2019-06,0,domestic,destination_season,-0.0
2019-06,0,imported,intercept,0.025699367994290293
2019-06,0,imported,core1,0.010201376524241365
2019-06,0,imported,core3,-0.003892530371375319
2019-06,0,imported,core12,-0.08210301735090704
2019-06,0,imported,core_acceleration,-0.024475810749631843
2019-06,0,imported,midtrend,-0.03603474270921976
2019-06,0,imported,midcycle,0.04259083627491953
2019-06,0,imported,goods_yoy,0.07032365282201442
2019-06,0,imported,goods_change3,0.017917269753966607
2019-06,0,imported,fx1,-0.0027170397647952767
2019-06,0,imported,fx3,0.001624111511556781
2019-06,0,imported,cost_23_now,0.0008845582169289217
2019-06,0,imported,cost_23_mean3,-0.005460401724875272
2019-06,0,imported,cost_26_now,0.0033384915840747936
2019-06,0,imported,cost_26_mean3,0.0126772662219826
2019-06,0,imported,cost_45_now,0.0006115544797250741
2019-06,0,imported,cost_45_mean3,0.00788713388151265
2019-06,0,imported,cost_47_now,0.014951546204290378
2019-06,0,imported,cost_47_mean3,-0.02178321134439338
2019-06,0,imported,cost_56_now,-0.005769501209846989
2019-06,0,imported,cost_56_mean3,0.01745624157234532
2019-06,0,imported,cost_62_now,-0.0032123301500109986
2019-06,0,imported,cost_62_mean3,0.0023178287882928954
2019-06,0,imported,destination_season,0.021897040161511536
2019-06,0,both,intercept,0.017524861411909218
2019-06,0,both,core1,-0.0
2019-06,0,both,core3,-0.0
2019-06,0,both,core12,-0.0
2019-06,0,both,core_acceleration,0.0
2019-06,0,both,midtrend,-0.0
2019-06,0,both,midcycle,0.017981920780298307
2019-06,0,both,services_yoy,-0.06944283760758269
2019-06,0,both,services_change3,0.0045197800008638074
2019-06,0,both,unemployment,0.030130450269791366
2019-06,0,both,unemployment_change3,-0.0
2019-06,0,both,ip_growth3,-0.0
2019-06,0,both,ulc_growth12,-0.0
2019-06,0,both,goods_yoy,0.0052340843271524206
2019-06,0,both,goods_change3,0.010143179591234975
2019-06,0,both,fx1,-0.0
2019-06,0,both,fx3,-0.0
2019-06,0,both,cost_23_now,0.0
2019-06,0,both,cost_23_mean3,0.0
2019-06,0,both,cost_26_now,0.0
2019-06,0,both,cost_26_mean3,0.002727170079005916
2019-06,0,both,cost_45_now,0.0
2019-06,0,both,cost_45_mean3,0.0
2019-06,0,both,cost_47_now,0.0
2019-06,0,both,cost_47_mean3,0.0
2019-06,0,both,cost_56_now,0.0
2019-06,0,both,cost_56_mean3,0.0
2019-06,0,both,cost_62_now,-0.0001818871607526311
2019-06,0,both,cost_62_mean3,-0.0
2019-06,0,both,destination_season,0.016797307895001286
2019-06,0,wide,intercept,0.022270349380547536
2019-06,0,wide,core1,-0.005630583236703076
2019-06,0,wide,core3,-0.0
2019-06,0,wide,core12,-0.0
2019-06,0,wide,core_acceleration,0.0
2019-06,0,wide,midtrend,-0.0
2019-06,0,wide,midcycle,0.021534361546968715
2019-06,0,wide,services_yoy,-0.10380599493157178
2019-06,0,wide,services_change3,0.012658947467690652
2019-06,0,wide,goods_yoy,0.002157229505460042
2019-06,0,wide,goods_change3,0.014490819894537746
2019-06,0,wide,fx1,-0.0011433605146196231
2019-06,0,wide,fx3,-5.4475039802455015e-05
2019-06,0,wide,a6_11,0.032948308818318346
2019-06,0,wide,a6_12,0.02784580753752249
2019-06,0,wide,a6_13,0.00047573469782136364
2019-06,0,wide,a6_17,-0.0
2019-06,0,wide,a6_23,0.0003828492924681477
2019-06,0,wide,a6_24,0.026751483480623433
2019-06,0,wide,a6_25,0.008426700862126102
2019-06,0,wide,a6_26,0.005402845871170953
2019-06,0,wide,a6_43,-0.0
2019-06,0,wide,a6_44,-0.0022909174655227657
2019-06,0,wide,a6_45,-0.0
2019-06,0,wide,a6_46,0.0
2019-06,0,wide,a6_47,-0.0
2019-06,0,wide,a6_48,-0.0
2019-06,0,wide,a6_49,0.0006457240139582299
2019-06,0,wide,a6_50,0.005053301994839814
2019-06,0,wide,a6_51,0.0009705092629003004
2019-06,0,wide,a6_52,0.0
2019-06,0,wide,a6_53,0.0006988442020237412
2019-06,0,wide,a6_54,0.0
2019-06,0,wide,a6_55,0.01746613241447657
2019-06,0,wide,a6_56,0.0
2019-06,0,wide,a6_57,0.0
2019-06,0,wide,a6_58,0.0006930724758953045
2019-06,0,wide,a6_59,0.004183166918303044
2019-06,0,wide,a6_60,-0.0
2019-06,0,wide,a6_61,-0.03273753539352948
2019-06,0,wide,a6_62,-0.002927185959019045
2019-06,0,wide,a6_63,0.0
2019-06,0,wide,a6_64,3.46257224387468e-05
2019-06,0,wide,a6_65,0.0
2019-06,0,wide,a6_66,-0.010580950681805847
2019-06,0,wide,destination_season,0.01630953432002406
2019-07,0,domestic,intercept,0.01694248046168968
2019-07,0,domestic,core1,-0.0
2019-07,0,domestic,core3,-0.0
2019-07,0,domestic,core12,-0.0
2019-07,0,domestic,core_acceleration,0.0
2019-07,0,domestic,midtrend,-0.0
2019-07,0,domestic,midcycle,0.0037475918111418414
2019-07,0,domestic,services_yoy,-0.07340966526494769
2019-07,0,domestic,services_change3,-9.249444202596725e-06
2019-07,0,domestic,unemployment,0.04307527927329093
2019-07,0,domestic,unemployment_change3,0.0
2019-07,0,domestic,ip_growth3,-0.0
2019-07,0,domestic,ulc_growth12,-0.0
2019-07,0,domestic,destination_season,0.02404042483944297
2019-07,0,imported,intercept,0.02508044272511834
2019-07,0,imported,core1,0.018501501743696178
2019-07,0,imported,core3,-0.009356444922952917
2019-07,0,imported,core12,-0.08380409373956875
2019-07,0,imported,core_acceleration,-0.009290648986475539
2019-07,0,imported,midtrend,-0.03224004842469575
2019-07,0,imported,midcycle,0.007364314704965334
2019-07,0,imported,goods_yoy,0.06782225332815338
2019-07,0,imported,goods_change3,0.022875871538825126
2019-07,0,imported,fx1,0.00348918381013855
2019-07,0,imported,fx3,-0.002734811093173081
2019-07,0,imported,cost_23_now,0.0018475987541903315
2019-07,0,imported,cost_23_mean3,-0.006822774648705772
2019-07,0,imported,cost_26_now,0.0014815067550535694
2019-07,0,imported,cost_26_mean3,0.00951896418259255
2019-07,0,imported,cost_45_now,0.0
2019-07,0,imported,cost_45_mean3,0.002904148175518591
2019-07,0,imported,cost_47_now,-0.029880219364725145
2019-07,0,imported,cost_47_mean3,-0.007513444693211125
2019-07,0,imported,cost_56_now,-0.007832218265236087
2019-07,0,imported,cost_56_mean3,0.026881076840055147
2019-07,0,imported,cost_62_now,0.003765852799133481
2019-07,0,imported,cost_62_mean3,0.0009501064889880431
2019-07,0,imported,destination_season,0.03054029216317211
