"Ukazatel","IndicatorType","Klasifikace API","APIZZ","Typ indexu","TYPUDAJEZEM4","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","Území","Uz0","Hodnota"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2. čtvrtletí 2021","2021-Q2","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červenec 2021","2021-07K","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - srpen 2021","2021-08K","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - září 2021","2021-09K","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","3. čtvrtletí 2021","2021-Q3","Česko","CZ","99.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - říjen 2021","2021-10K","Česko","CZ","101.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - listopad 2021","2021-11K","Česko","CZ","101.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - prosinec 2021","2021-12K","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","4. čtvrtletí 2021","2021-Q4","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2021","2021","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2022","2022-01","Česko","CZ","103.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2022","2022-01K","Česko","CZ","103.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - únor 2022","2022-02K","Česko","CZ","102.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - březen 2022","2022-03K","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","1. čtvrtletí 2022","2022-Q1","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - duben 2022","2022-04K","Česko","CZ","104.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - květen 2022","2022-05K","Česko","CZ","104.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červen 2022","2022-06K","Česko","CZ","104.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2. čtvrtletí 2022","2022-Q2","Česko","CZ","106.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červenec 2022","2022-07K","Česko","CZ","103.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - srpen 2022","2022-08K","Česko","CZ","102.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - září 2022","2022-09K","Česko","CZ","102.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","3. čtvrtletí 2022","2022-Q3","Česko","CZ","97.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - říjen 2022","2022-10K","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - listopad 2022","2022-11K","Česko","CZ","102.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - prosinec 2022","2022-12K","Česko","CZ","102.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","4. čtvrtletí 2022","2022-Q4","Česko","CZ","101.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2022","2022","Česko","CZ","102.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2023","2023-01","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2023","2023-01K","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - únor 2023","2023-02K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - březen 2023","2023-03K","Česko","CZ","98.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","1. čtvrtletí 2023","2023-Q1","Česko","CZ","98.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - duben 2023","2023-04K","Česko","CZ","98.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - květen 2023","2023-05K","Česko","CZ","97.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červen 2023","2023-06K","Česko","CZ","97.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2. čtvrtletí 2023","2023-Q2","Česko","CZ","96.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červenec 2023","2023-07K","Česko","CZ","97.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - srpen 2023","2023-08K","Česko","CZ","97.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - září 2023","2023-09K","Česko","CZ","97.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","3. čtvrtletí 2023","2023-Q3","Česko","CZ","97.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - říjen 2023","2023-10K","Česko","CZ","97.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - listopad 2023","2023-11K","Česko","CZ","97.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - prosinec 2023","2023-12K","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","4. čtvrtletí 2023","2023-Q4","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2023","2023","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2024","2024-01","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2024","2024-01K","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - únor 2024","2024-02K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - březen 2024","2024-03K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","1. čtvrtletí 2024","2024-Q1","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - duben 2024","2024-04K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - květen 2024","2024-05K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červen 2024","2024-06K","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2. čtvrtletí 2024","2024-Q2","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červenec 2024","2024-07K","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - srpen 2024","2024-08K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - září 2024","2024-09K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","3. čtvrtletí 2024","2024-Q3","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - říjen 2024","2024-10K","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - listopad 2024","2024-11K","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - prosinec 2024","2024-12K","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","4. čtvrtletí 2024","2024-Q4","Česko","CZ","102.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2024","2024","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2025","2025-01","Česko","CZ","101.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2025","2025-01K","Česko","CZ","101.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - únor 2025","2025-02K","Česko","CZ","101.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - březen 2025","2025-03K","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","1. čtvrtletí 2025","2025-Q1","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - duben 2025","2025-04K","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - květen 2025","2025-05K","Česko","CZ","101.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červen 2025","2025-06K","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2. čtvrtletí 2025","2025-Q2","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - červenec 2025","2025-07K","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - srpen 2025","2025-08K","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - září 2025","2025-09K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","3. čtvrtletí 2025","2025-Q3","Česko","CZ","98.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - říjen 2025","2025-10K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - listopad 2025","2025-11K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - prosinec 2025","2025-12K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","4. čtvrtletí 2025","2025-Q4","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","2025","2025","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2026","2026-01","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden 2026","2026-01K","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba (bez ovoce a zeleniny)","141000","Průměrné tempo růstu","TR","leden - únor 2026","2026-02K","Česko","CZ","98.2"
