sample,h,model,n,mse_difference,ci_low,ci_high,block_length,replicates,seed
full,11,FOOD_COST_R12,76,2.5905145693104528,0.10683576928167961,6.3564253310132885,12,2000,1209
full,11,DIRECT_MONTHLY_R12,76,10.966119508693346,-2.2060963932621043,31.80495590435506,12,2000,1209
full,11,DIRECT_CUMULATIVE_R12,76,10.902280672887827,-1.7529609271605409,31.115933130147045,12,2000,1209
full,12,FOOD_TREND_R12,75,3.28716057813107,0.28176355938637854,7.435433613080909,12,2000,1209
full,12,FOOD_COST_R12,75,3.554118649910491,0.30029530336020027,8.402657118643988,12,2000,1209
full,12,DIRECT_MONTHLY_R12,75,14.302794919832765,-0.9819275474541019,38.808637158394276,12,2000,1209
full,12,DIRECT_CUMULATIVE_R12,75,13.972422743998889,-0.8980139860959832,38.694318748338645,12,2000,1209
recent_targets,1,FOOD_TREND_R12,31,0.0,0.0,0.0,12,2000,1209
recent_targets,1,FOOD_COST_R12,31,0.0,0.0,0.0,12,2000,1209
recent_targets,1,DIRECT_MONTHLY_R12,31,0.04083369112471531,-0.002410553130355303,0.08509139334222693,12,2000,1209
recent_targets,1,DIRECT_CUMULATIVE_R12,31,0.04083369112471531,-0.0014337108125543287,0.08272930361228771,12,2000,1209
recent_targets,2,FOOD_TREND_R12,31,0.0,0.0,0.0,12,2000,1209
recent_targets,2,FOOD_COST_R12,31,0.0,0.0,0.0,12,2000,1209
recent_targets,2,DIRECT_MONTHLY_R12,31,0.09046744503749148,-0.06226427557001684,0.25581314241725406,12,2000,1209
recent_targets,2,DIRECT_CUMULATIVE_R12,31,0.09032549036251979,-0.06031742610417773,0.2612236111158109,12,2000,1209
recent_targets,3,FOOD_TREND_R12,31,0.0,0.0,0.0,12,2000,1209
recent_targets,3,FOOD_COST_R12,31,0.0,0.0,0.0,12,2000,1209
recent_targets,3,DIRECT_MONTHLY_R12,31,0.23003846267466577,-0.0034183317330066434,0.5025829425622699,12,2000,1209
recent_targets,3,DIRECT_CUMULATIVE_R12,31,0.2309717270682502,-0.005375851041264429,0.5140546343560517,12,2000,1209
recent_targets,4,FOOD_TREND_R12,31,0.002089021318932496,-0.02262341101691014,0.025641905389821612,12,2000,1209
recent_targets,4,FOOD_COST_R12,31,0.004100922667859867,-0.02220046059399885,0.029347114688831222,12,2000,1209
recent_targets,4,DIRECT_MONTHLY_R12,31,0.5447786778218182,0.07395982200066441,1.2552415053702457,12,2000,1209
recent_targets,4,DIRECT_CUMULATIVE_R12,31,0.5516137967315551,0.07484678610904393,1.2810503228328176,12,2000,1209
recent_targets,5,FOOD_TREND_R12,31,-0.00417871827897936,-0.04826345328849132,0.045084096742630954,12,2000,1209
recent_targets,5,FOOD_COST_R12,31,-0.0018035346448466232,-0.04603983524756716,0.047916084835642456,12,2000,1209
recent_targets,5,DIRECT_MONTHLY_R12,31,1.0651849037597259,0.1020343459737377,2.586405203910798,12,2000,1209
recent_targets,5,DIRECT_CUMULATIVE_R12,31,1.0711518166612086,0.09822924070320671,2.5271804943988614,12,2000,1209
recent_targets,6,FOOD_TREND_R12,31,0.0016691305573707002,-0.07704611675954577,0.08977841303823746,12,2000,1209
recent_targets,6,FOOD_COST_R12,31,0.0025568677406452903,-0.07654318173149735,0.09568343733850468,12,2000,1209
recent_targets,6,DIRECT_MONTHLY_R12,31,1.8353477257215176,0.013266260745245255,4.696843966388981,12,2000,1209
recent_targets,6,DIRECT_CUMULATIVE_R12,31,1.802470375693045,0.0138249080787107,4.400822511162925,12,2000,1209
recent_targets,7,FOOD_TREND_R12,31,-0.02273426266193795,-0.1351693040696651,0.1148665825881824,12,2000,1209
recent_targets,7,FOOD_COST_R12,31,-0.022202850227412,-0.13687209661014302,0.11272152177137225,12,2000,1209
recent_targets,7,DIRECT_MONTHLY_R12,31,3.1321715565408836,-0.1157850680472226,7.5786699303241365,12,2000,1209
recent_targets,7,DIRECT_CUMULATIVE_R12,31,3.072500880592297,-0.09754034701634122,7.746017795818374,12,2000,1209
recent_targets,8,FOOD_TREND_R12,31,-0.05247873607119001,-0.21198026680433177,0.14886206153334094,12,2000,1209
recent_targets,8,FOOD_COST_R12,31,-0.05246996178544366,-0.21807492028689582,0.14539862750232405,12,2000,1209
recent_targets,8,DIRECT_MONTHLY_R12,31,5.511083623333851,-0.24857243949807573,13.529657796049978,12,2000,1209
recent_targets,8,DIRECT_CUMULATIVE_R12,31,5.381455862942084,-0.24950047159391403,13.527371572873745,12,2000,1209
recent_targets,9,FOOD_TREND_R12,31,0.12560107398576925,-0.15903397081265674,0.4588469719450343,12,2000,1209
recent_targets,9,FOOD_COST_R12,31,0.13006479509202895,-0.18096151793322995,0.4591489013659613,12,2000,1209
recent_targets,9,DIRECT_MONTHLY_R12,31,9.060233172603136,-0.2718666308372988,20.71727226392028,12,2000,1209
recent_targets,9,DIRECT_CUMULATIVE_R12,31,8.943615594609394,-0.2672485204202187,21.25034389537152,12,2000,1209
recent_targets,10,FOOD_TREND_R12,31,0.487186286409421,-0.18178250764909137,1.3353975273603471,12,2000,1209
recent_targets,10,FOOD_COST_R12,31,0.5025299372476377,-0.2086332310173483,1.3751386003863617,12,2000,1209
recent_targets,10,DIRECT_MONTHLY_R12,31,15.14699847637362,-0.32115919490430284,36.23113301454871,12,2000,1209
recent_targets,10,DIRECT_CUMULATIVE_R12,31,15.062578115719424,-0.26011429568820216,34.69712896296359,12,2000,1209
recent_targets,11,FOOD_TREND_R12,31,1.0734200960529332,-0.21967597770781733,2.762887117246444,12,2000,1209
recent_targets,11,FOOD_COST_R12,31,1.1040042464230213,-0.20417966168938267,2.757918993806423,12,2000,1209
recent_targets,11,DIRECT_MONTHLY_R12,31,23.92644286621678,-0.18828135742448715,56.17316917184075,12,2000,1209
recent_targets,11,DIRECT_CUMULATIVE_R12,31,23.76709948737298,-0.1473574296517367,55.40881139646689,12,2000,1209
recent_targets,12,FOOD_TREND_R12,31,1.9063702447457354,-0.2360910411829401,4.898980793195684,12,2000,1209
recent_targets,12,FOOD_COST_R12,31,1.9591717379807512,-0.2286357937043855,5.005673989618105,12,2000,1209
recent_targets,12,DIRECT_MONTHLY_R12,31,30.059827532698492,-0.25719544561872226,70.73248603790816,12,2000,1209
recent_targets,12,DIRECT_CUMULATIVE_R12,31,29.28576716337592,-0.11165276727124075,66.54403845706892,12,2000,1209
recent_origins,1,FOOD_TREND_R12,30,0.0,0.0,0.0,12,2000,1209
recent_origins,1,FOOD_COST_R12,30,0.0,0.0,0.0,12,2000,1209
recent_origins,1,DIRECT_MONTHLY_R12,30,0.03229073575799168,-0.01743734076667345,0.08303290900495996,12,2000,1209
recent_origins,1,DIRECT_CUMULATIVE_R12,30,0.03229073575799168,-0.02088430181179005,0.08178534383146929,12,2000,1209
recent_origins,2,FOOD_TREND_R12,29,0.0,0.0,0.0,12,2000,1209
recent_origins,2,FOOD_COST_R12,29,0.0,0.0,0.0,12,2000,1209
recent_origins,2,DIRECT_MONTHLY_R12,29,0.035681629680353225,-0.15420886358761177,0.2326881196218846,12,2000,1209
recent_origins,2,DIRECT_CUMULATIVE_R12,29,0.03543516439167662,-0.1603955694667868,0.2211710265094318,12,2000,1209
recent_origins,3,FOOD_TREND_R12,28,0.0,0.0,0.0,12,2000,1209
recent_origins,3,FOOD_COST_R12,28,0.0,0.0,0.0,12,2000,1209
recent_origins,3,DIRECT_MONTHLY_R12,28,0.06792275852945998,-0.1444479681461187,0.27823077147229514,12,2000,1209
recent_origins,3,DIRECT_CUMULATIVE_R12,28,0.0671763596466631,-0.1570714989386378,0.27761844911599465,12,2000,1209
recent_origins,4,FOOD_TREND_R12,27,0.0035693399136924623,-0.028725643168528076,0.03754226108975325,12,2000,1209
recent_origins,4,FOOD_COST_R12,27,0.0055406115247550744,-0.028957835150364448,0.043589164110780204,12,2000,1209
recent_origins,4,DIRECT_MONTHLY_R12,27,0.14084903226381448,0.02013274483350157,0.2818163315620877,12,2000,1209
recent_origins,4,DIRECT_CUMULATIVE_R12,27,0.13982021691441668,0.01142187094052459,0.28024552599886937,12,2000,1209
recent_origins,5,FOOD_TREND_R12,26,-0.0014494208054526313,-0.05469116393841439,0.06140772337640124,12,2000,1209
recent_origins,5,FOOD_COST_R12,26,0.0027056788812399204,-0.05259627065367047,0.06336539558390288,12,2000,1209
recent_origins,5,DIRECT_MONTHLY_R12,26,0.15947948613720353,0.05062453407513197,0.2600187584808664,12,2000,1209
recent_origins,5,DIRECT_CUMULATIVE_R12,26,0.15908951837060561,0.04738014492500371,0.2670269534357499,12,2000,1209
recent_origins,6,FOOD_TREND_R12,25,0.019371597392368208,-0.0808260308148316,0.12557202635717804,12,2000,1209
recent_origins,6,FOOD_COST_R12,25,0.025869638056650567,-0.07886073539675596,0.13638959508452064,12,2000,1209
recent_origins,6,DIRECT_MONTHLY_R12,25,0.053777048502345964,-0.06274235775518122,0.15390912359616157,12,2000,1209
recent_origins,6,DIRECT_CUMULATIVE_R12,25,0.053718083649786384,-0.06429301742589423,0.15401067126610074,12,2000,1209
recent_origins,7,FOOD_TREND_R12,24,0.007416158996407389,-0.1286823824190789,0.1470658343450909,12,2000,1209
recent_origins,7,FOOD_COST_R12,24,0.014932340673345165,-0.1285429957140101,0.15719599465850298,12,2000,1209
recent_origins,7,DIRECT_MONTHLY_R12,24,-0.023027867632203863,-0.16415014808870013,0.11809441282429235,12,2000,1209
recent_origins,7,DIRECT_CUMULATIVE_R12,24,-0.022041626028255268,-0.15441426506136624,0.11862495772635147,12,2000,1209
recent_origins,8,FOOD_TREND_R12,23,-0.03287876243382715,-0.2066743421711415,0.1346591912987948,12,2000,1209
recent_origins,8,FOOD_COST_R12,23,-0.024975166409686014,-0.20319762652888052,0.15085422090720663,12,2000,1209
recent_origins,8,DIRECT_MONTHLY_R12,23,-0.15925096778254916,-0.3077133815096169,-0.013125420744176209,12,2000,1209
recent_origins,8,DIRECT_CUMULATIVE_R12,23,-0.153965130752335,-0.3011008912760679,-0.0067753134990863285,12,2000,1209
recent_origins,9,FOOD_TREND_R12,22,-0.047002268975158155,-0.2540573861588889,0.17145016783993874,12,2000,1209
recent_origins,9,FOOD_COST_R12,22,-0.03519378461528492,-0.24459380888737525,0.1822523487321923,12,2000,1209
recent_origins,9,DIRECT_MONTHLY_R12,22,-0.29784687641263036,-0.6329403015367778,0.03724654871151702,12,2000,1209
recent_origins,9,DIRECT_CUMULATIVE_R12,22,-0.2848467229963917,-0.5978440004351128,0.025666965980253996,12,2000,1209
recent_origins,10,FOOD_TREND_R12,21,-0.07033944602030283,-0.34032507328615524,0.20989189410219986,12,2000,1209
recent_origins,10,FOOD_COST_R12,21,-0.05429011484509197,-0.3304729385808753,0.22945488103262987,12,2000,1209
recent_origins,10,DIRECT_MONTHLY_R12,21,-0.3798864752422493,-0.9199382108418729,0.16293265964505455,12,2000,1209
recent_origins,10,DIRECT_CUMULATIVE_R12,21,-0.3548787849504932,-0.9020248460370148,0.23320002945766974,12,2000,1209
recent_origins,11,FOOD_TREND_R12,20,-0.05402767738459894,-0.4572043125760182,0.34914895780682026,12,2000,1209
recent_origins,11,FOOD_COST_R12,20,-0.03310955591285671,-0.45064647722678786,0.42162277002769405,12,2000,1209
recent_origins,11,DIRECT_MONTHLY_R12,20,-0.39233233144333457,-1.0520845290961351,0.2626764477270796,12,2000,1209
recent_origins,11,DIRECT_CUMULATIVE_R12,20,-0.3765849349330034,-1.0387899540870287,0.2856200842210219,12,2000,1209
recent_origins,12,FOOD_TREND_R12,19,-0.09073769832183003,-0.6135148777820791,0.42960435322346646,12,2000,1209
recent_origins,12,FOOD_COST_R12,19,-0.07206694710843857,-0.604236816568271,0.47043160017870733,12,2000,1209
recent_origins,12,DIRECT_MONTHLY_R12,19,-0.24686831537382825,-0.8226032097275059,0.3677847955281951,12,2000,1209
recent_origins,12,DIRECT_CUMULATIVE_R12,19,-0.24291685256339765,-0.8730482828946657,0.34794021512780693,12,2000,1209
