origin,h,target,as_of_utc,mm_forecast,model,value_food,contribution_food,weight_food
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.34301094895950196,FOOD_TREND_R12,0.11497550720452754,0.020422832486588008,0.177627679
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,,FOOD_TREND_R12,,,0.177627679
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,,FOOD_TREND_R12,,,0.177627679
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.29458517808774465,FOOD_TREND_R12,-0.26075738807618326,-0.04631772962607471,0.177627679
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.05033552322704059,FOOD_TREND_R12,-0.5948022646633787,-0.10565334573609968,0.177627679
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.18307713089798672,FOOD_TREND_R12,0.20830118815223148,0.03700005658442318,0.177627679
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.3111523048381825,FOOD_TREND_R12,0.46640081133084405,0.08284569360041473,0.177627679
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.0732929726440397,FOOD_TREND_R12,0.24097467699090766,0.04280377257166963,0.177627679
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.11756106989542181,FOOD_TREND_R12,0.6582101585957896,0.11691634276559201,0.177627679
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.864621911602179,FOOD_TREND_R12,1.0344304512383464,0.18374348014039016,0.177627679
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.24900418535619046,FOOD_TREND_R12,0.32591523667815614,0.05789156704187655,0.177627679
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.00529170907882541,FOOD_TREND_R12,-0.3345679577432018,-0.05942852980169502,0.177627679
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.0994602395416571,FOOD_COST_R12,,,
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.34301094895950196,FOOD_COST_R12,0.11497550720452754,0.020422832486588008,0.177627679
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,,FOOD_COST_R12,,,0.177627679
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,,FOOD_COST_R12,,,0.177627679
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.28685155690277586,FOOD_COST_R12,-0.30429576693981064,-0.0540513508110435,0.177627679
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.0564534200573041,FOOD_COST_R12,-0.6292445141185636,-0.1117712425663632,0.177627679
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.1879723140631645,FOOD_COST_R12,0.18074251490526652,0.0321048734192454,0.177627679
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.30725687774805466,FOOD_COST_R12,0.44447051807892457,0.07895026651028692,0.177627679
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.07020803802362717,FOOD_COST_R12,0.22360725634014,0.03971883795125711,0.177627679
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.11510232020985771,FOOD_COST_R12,0.6443680046060158,0.11445759308002791,0.177627679
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.8626630789262962,FOOD_COST_R12,1.0234027066497184,0.18178464746450737,0.177627679
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.24746034414212517,FOOD_COST_R12,0.3172237916130811,0.056347725827811265,0.177627679
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.004074417540621444,FOOD_COST_R12,-0.3414210087150831,-0.06064582133989898,0.177627679
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.09946023954165717,DIRECT_MONTHLY_R12,,,
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.24718117927680516,DIRECT_MONTHLY_R12,,,
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,0.22971413467620813,DIRECT_MONTHLY_R12,,,
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,0.18468155759434354,DIRECT_MONTHLY_R12,,,
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.18633614622799546,DIRECT_MONTHLY_R12,,,
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.06839245607517246,DIRECT_MONTHLY_R12,,,
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.17164751213100943,DIRECT_MONTHLY_R12,,,
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.24324588992991997,DIRECT_MONTHLY_R12,,,
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.06960800917863655,DIRECT_MONTHLY_R12,,,
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.2712350659197797,DIRECT_MONTHLY_R12,,,
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.871672441439235,DIRECT_MONTHLY_R12,,,
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.21575157604758177,DIRECT_MONTHLY_R12,,,
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.1379161605137915,DIRECT_MONTHLY_R12,,,
2019-03,0,2019-03,2019-04-09T21:59:00+00:00,0.09946023954165717,DIRECT_CUMULATIVE_R12,,,
2019-03,1,2019-04,2019-04-09T21:59:00+00:00,0.24718117927680516,DIRECT_CUMULATIVE_R12,,,
2019-03,2,2019-05,2019-04-09T21:59:00+00:00,0.2297003709243689,DIRECT_CUMULATIVE_R12,,,
2019-03,3,2019-06,2019-04-09T21:59:00+00:00,0.1846830025410759,DIRECT_CUMULATIVE_R12,,,
2019-03,4,2019-07,2019-04-09T21:59:00+00:00,0.1862449260701763,DIRECT_CUMULATIVE_R12,,,
2019-03,5,2019-08,2019-04-09T21:59:00+00:00,-0.06845531885354597,DIRECT_CUMULATIVE_R12,,,
2019-03,6,2019-09,2019-04-09T21:59:00+00:00,-0.17189412141229732,DIRECT_CUMULATIVE_R12,,,
2019-03,7,2019-10,2019-04-09T21:59:00+00:00,0.24283055700243789,DIRECT_CUMULATIVE_R12,,,
2019-03,8,2019-11,2019-04-09T21:59:00+00:00,0.06895646452078989,DIRECT_CUMULATIVE_R12,,,
2019-03,9,2019-12,2019-04-09T21:59:00+00:00,0.27090035913434346,DIRECT_CUMULATIVE_R12,,,
2019-03,10,2020-01,2019-04-09T21:59:00+00:00,0.87165953001468,DIRECT_CUMULATIVE_R12,,,
2019-03,11,2020-02,2019-04-09T21:59:00+00:00,0.2165117902928569,DIRECT_CUMULATIVE_R12,,,
2019-03,12,2020-03,2019-04-09T21:59:00+00:00,0.13881642731025465,DIRECT_CUMULATIVE_R12,,,
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.3871075486743048,FOOD_TREND_R12,,,
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.22612644035728488,FOOD_TREND_R12,0.382570594740914,0.06795512679747816,0.177627679
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.1491157529835127,FOOD_TREND_R12,0.024592297653960205,0.004368272753550097,0.177627679
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,,FOOD_TREND_R12,,,0.177627679
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.0277062005833981,FOOD_TREND_R12,-0.5535281013109558,-0.09832191189714193,0.177627679
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.1908124110424242,FOOD_TREND_R12,0.24990880914928046,0.04439072173084065,0.177627679
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.2614307299782419,FOOD_TREND_R12,0.5081155982130878,0.09025539437428734,0.177627679
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.01604166055913002,FOOD_TREND_R12,0.2825958643903816,0.050196847486662234,0.177627679
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.0718517000415893,FOOD_TREND_R12,0.7000045868902722,0.12434019005867289,0.177627679
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.7242324159660303,FOOD_TREND_R12,1.0763810904570947,0.1911950748173828,0.177627679
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.13823245033597925,FOOD_TREND_R12,0.3675716923595274,0.0652909065799249,0.177627679
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,-0.10096545511419004,FOOD_TREND_R12,-0.23683150659205118,-0.042067830830019255,0.177627679
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.20855003638814223,FOOD_TREND_R12,-0.26657605929954736,-0.04735128669034497,0.177627679
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.3871075486743048,FOOD_COST_R12,,,
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.22612644035728488,FOOD_COST_R12,0.382570594740914,0.06795512679747816,0.177627679
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.1491157529835127,FOOD_COST_R12,0.024592297653960205,0.004368272753550097,0.177627679
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,,FOOD_COST_R12,,,0.177627679
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.030857953723657634,FOOD_COST_R12,-0.571271693739811,-0.10147366503740146,0.177627679
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.1933342158125285,FOOD_COST_R12,0.23571167059350218,0.041868916960736344,0.177627679
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.25942398761586866,FOOD_COST_R12,0.49681813391208063,0.08824865201191408,0.177627679
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.014452463476238055,FOOD_COST_R12,0.2736490769761748,0.04860765040377027,0.177627679
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.07058509169072444,FOOD_COST_R12,0.6928738944329055,0.12307358170780804,0.177627679
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.7232233434413743,FOOD_COST_R12,1.0707002611497662,0.19018600229272686,0.177627679
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.1374371607421151,FOOD_COST_R12,0.36309440819783917,0.06449561698606075,0.177627679
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,-0.10159287861760746,FOOD_COST_R12,-0.24036374608844982,-0.042695254333436676,0.177627679
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.20805219668071628,FOOD_COST_R12,-0.26937877400160654,-0.04784912639777091,0.177627679
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.38710754867430486,DIRECT_MONTHLY_R12,,,
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.23903223958878952,DIRECT_MONTHLY_R12,,,
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.19362369679512864,DIRECT_MONTHLY_R12,,,
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,0.1895560524124437,DIRECT_MONTHLY_R12,,,
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.06802418640739163,DIRECT_MONTHLY_R12,,,
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.16521539971157062,DIRECT_MONTHLY_R12,,,
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.242574574088938,DIRECT_MONTHLY_R12,,,
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.05994809830675396,DIRECT_MONTHLY_R12,,,
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.2649186108456966,DIRECT_MONTHLY_R12,,,
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.8731831812744201,DIRECT_MONTHLY_R12,,,
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.21907839866975864,DIRECT_MONTHLY_R12,,,
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,0.13797348732302456,DIRECT_MONTHLY_R12,,,
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.25001663417836323,DIRECT_MONTHLY_R12,,,
2019-04,0,2019-04,2019-05-12T21:59:00+00:00,0.38710754867430486,DIRECT_CUMULATIVE_R12,,,
2019-04,1,2019-05,2019-05-12T21:59:00+00:00,0.23903223958878952,DIRECT_CUMULATIVE_R12,,,
2019-04,2,2019-06,2019-05-12T21:59:00+00:00,0.19365817216568396,DIRECT_CUMULATIVE_R12,,,
2019-04,3,2019-07,2019-05-12T21:59:00+00:00,0.18959432952033048,DIRECT_CUMULATIVE_R12,,,
2019-04,4,2019-08,2019-05-12T21:59:00+00:00,-0.06785744176148227,DIRECT_CUMULATIVE_R12,,,
2019-04,5,2019-09,2019-05-12T21:59:00+00:00,-0.16532109569792308,DIRECT_CUMULATIVE_R12,,,
2019-04,6,2019-10,2019-05-12T21:59:00+00:00,0.24253540320262326,DIRECT_CUMULATIVE_R12,,,
2019-04,7,2019-11,2019-05-12T21:59:00+00:00,0.0595341977876214,DIRECT_CUMULATIVE_R12,,,
2019-04,8,2019-12,2019-05-12T21:59:00+00:00,0.26411666558591274,DIRECT_CUMULATIVE_R12,,,
2019-04,9,2020-01,2019-05-12T21:59:00+00:00,0.8717341909270262,DIRECT_CUMULATIVE_R12,,,
2019-04,10,2020-02,2019-05-12T21:59:00+00:00,0.21815924698267408,DIRECT_CUMULATIVE_R12,,,
2019-04,11,2020-03,2019-05-12T21:59:00+00:00,0.13758200548647803,DIRECT_CUMULATIVE_R12,,,
2019-04,12,2020-04,2019-05-12T21:59:00+00:00,0.25133015432424793,DIRECT_CUMULATIVE_R12,,,
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,0.2254766707170906,FOOD_TREND_R12,,,
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,0.14039028474726456,FOOD_TREND_R12,0.23391889411758915,0.041550470236354116,0.177627679
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,0.4136681843623348,FOOD_TREND_R12,0.5760808987600439,0.10232791296298058,0.177627679
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,-0.014452807704184195,FOOD_TREND_R12,-0.4196786373245209,-0.07454654227383742,0.177627679
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,-0.20200657199513744,FOOD_TREND_R12,0.2103148261031674,0.037357734419994244,0.177627679
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,0.2737493571173588,FOOD_TREND_R12,0.4684196356704342,0.08320429268216484,0.177627679
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,0.0173599851500297,FOOD_TREND_R12,0.24298897149999626,0.043161567030141484,0.177627679
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,0.088185519008692,FOOD_TREND_R12,0.6602328372526013,0.11727562648076431,0.177627679
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,0.7669017204067805,FOOD_TREND_R12,1.0364606898622486,0.18410410671497004,0.177627679
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,0.22168568489262702,FOOD_TREND_R12,0.3279312380272224,0.05824966468237206,0.177627679
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,-0.08685768083209675,FOOD_TREND_R12,-0.27623325018340317,-0.04906667109270423,0.177627679
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,0.17575549484901906,FOOD_TREND_R12,-0.41717366354985197,-0.07410158959628711,0.177627679
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,0.22612535004716514,FOOD_TREND_R12,0.20606568110162643,0.036602968655636066,0.177627679
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,0.2254766707170906,FOOD_COST_R12,,,
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,0.14039028474726456,FOOD_COST_R12,0.23391889411758915,0.041550470236354116,0.177627679
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,0.4136681843623348,FOOD_COST_R12,0.5760808987600439,0.10232791296298058,0.177627679
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,-0.014452807704184195,FOOD_COST_R12,-0.4196786373245209,-0.07454654227383742,0.177627679
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,-0.2005022904188389,FOOD_COST_R12,0.21878356016965567,0.038862015996292784,0.177627679
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,0.27494637093386903,FOOD_COST_R12,0.47515852807306574,0.08440130649867501,0.177627679
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,0.0183079173228137,FOOD_COST_R12,0.24832559571374846,0.04410949920292549,0.177627679
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,0.08894102075011294,FOOD_COST_R12,0.6644861256233903,0.11803112822218524,0.177627679
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,0.7675036011364907,FOOD_COST_R12,1.0398491298458072,0.1847059874446804,0.177627679
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,0.22216004628736266,FOOD_COST_R12,0.33060177562252385,0.058724026077107694,0.177627679
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,-0.08648344822073793,FOOD_COST_R12,-0.27412641292996587,-0.048692438481345426,0.177627679
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,0.1760521030301522,FOOD_COST_R12,-0.4155038326833847,-0.07380498141515397,0.177627679
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,0.22636224107132868,FOOD_COST_R12,0.20739931911061904,0.03683985967979961,0.177627679
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,0.2254766707170906,DIRECT_MONTHLY_R12,,,
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,0.16350823685825955,DIRECT_MONTHLY_R12,,,
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,0.1775314670311996,DIRECT_MONTHLY_R12,,,
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,-0.07546621126891988,DIRECT_MONTHLY_R12,,,
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,-0.1725993467147982,DIRECT_MONTHLY_R12,,,
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,0.24599568498460492,DIRECT_MONTHLY_R12,,,
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,0.05712289875050454,DIRECT_MONTHLY_R12,,,
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,0.2548966505675288,DIRECT_MONTHLY_R12,,,
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,0.8639824964847321,DIRECT_MONTHLY_R12,,,
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,0.21280556069788845,DIRECT_MONTHLY_R12,,,
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,0.11508389771024044,DIRECT_MONTHLY_R12,,,
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,0.23858298016220733,DIRECT_MONTHLY_R12,,,
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,0.21166445316188437,DIRECT_MONTHLY_R12,,,
2019-05,0,2019-05,2019-06-10T21:59:00+00:00,0.2254766707170906,DIRECT_CUMULATIVE_R12,,,
2019-05,1,2019-06,2019-06-10T21:59:00+00:00,0.16350823685825955,DIRECT_CUMULATIVE_R12,,,
2019-05,2,2019-07,2019-06-10T21:59:00+00:00,0.17758207648039556,DIRECT_CUMULATIVE_R12,,,
2019-05,3,2019-08,2019-06-10T21:59:00+00:00,-0.07540401674169162,DIRECT_CUMULATIVE_R12,,,
2019-05,4,2019-09,2019-06-10T21:59:00+00:00,-0.17261016152165584,DIRECT_CUMULATIVE_R12,,,
2019-05,5,2019-10,2019-06-10T21:59:00+00:00,0.24601619834016247,DIRECT_CUMULATIVE_R12,,,
2019-05,6,2019-11,2019-06-10T21:59:00+00:00,0.056935206223190024,DIRECT_CUMULATIVE_R12,,,
2019-05,7,2019-12,2019-06-10T21:59:00+00:00,0.254837257817482,DIRECT_CUMULATIVE_R12,,,
2019-05,8,2020-01,2019-06-10T21:59:00+00:00,0.8636188863537727,DIRECT_CUMULATIVE_R12,,,
2019-05,9,2020-02,2019-06-10T21:59:00+00:00,0.21212537801064157,DIRECT_CUMULATIVE_R12,,,
2019-05,10,2020-03,2019-06-10T21:59:00+00:00,0.11419978369387729,DIRECT_CUMULATIVE_R12,,,
2019-05,11,2020-04,2019-06-10T21:59:00+00:00,0.23824604928591814,DIRECT_CUMULATIVE_R12,,,
2019-05,12,2020-05,2019-06-10T21:59:00+00:00,0.21153618936359259,DIRECT_CUMULATIVE_R12,,,
2019-06,0,2019-06,2019-07-10T21:59:00+00:00,0.1241032984628462,FOOD_TREND_R12,,,
2019-06,1,2019-07,2019-07-10T21:59:00+00:00,0.21483995263379627,FOOD_TREND_R12,-0.27922758866048886,-0.04959854848652936,0.177627679
2019-06,2,2019-08,2019-07-10T21:59:00+00:00,0.056884569366495746,FOOD_TREND_R12,0.038337944223704845,0.006809880050088149,0.177627679
2019-06,3,2019-09,2019-07-10T21:59:00+00:00,-0.09479184145017915,FOOD_TREND_R12,0.7152645815577303,0.12705078749300586,0.177627679
2019-06,4,2019-10,2019-07-10T21:59:00+00:00,0.31444003882885574,FOOD_TREND_R12,0.6680007032901104,0.11865541449578998,0.177627679
2019-06,5,2019-11,2019-07-10T21:59:00+00:00,0.08124039340450243,FOOD_TREND_R12,0.4421222198666923,0.07853314374924825,0.177627679
2019-06,6,2019-12,2019-07-10T21:59:00+00:00,0.12311265533129163,FOOD_TREND_R12,0.8601949428511186,0.15279443118618186,0.177627679
2019-06,7,2020-01,2019-07-10T21:59:00+00:00,0.7530199544121188,FOOD_TREND_R12,1.2371701741571206,0.21975566656355514,0.177627679
