origin,as_of,model,variable,h,target,forecast,actual,persistence,n_distinct_ulc_quarters
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,core,7,2019-09,-0.40159565855637436,-0.9040744652149064,-0.16899436886863572,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,core,8,2019-10,0.5254420935493371,0.5982071677547464,0.7589471956473937,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,core,9,2019-11,0.05374117517826449,0.0,0.28778816183613176,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,core,10,2019-12,0.3373731055517745,0.09995003330835331,0.5717262850630469,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,core,11,2020-01,0.3636336424470551,0.7968169649176874,0.5982071677547464,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,core,12,2020-02,0.4244856205675118,0.6975613736425241,0.6592349170118664,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,1,2019-03,-0.802595566651777,-1.3528713125193257,-0.13082051061317768,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,2,2019-04,-0.11335626626883988,0.06298098424938903,0.5314671045480043,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,3,2019-05,0.2644829525016958,-0.042265483544316286,0.8923648397529937,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,4,2019-06,0.569574029451464,1.1776874542972628,1.2146482694217964,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,5,2019-07,2.7284241111266527,3.932226464014771,3.375202339309204,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,6,2019-08,0.35284947785582677,0.6903689369070206,0.9932532002494399,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,7,2019-09,-2.6981410109186124,-3.798429016335328,-2.05988750162223,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,8,2019-10,0.18410789190176605,0.22242649195401162,0.8222440024810247,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,9,2019-11,-0.3018185850865844,-0.5812876834545307,0.3357889312556327,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,10,2019-12,0.5913201257753414,0.34886333807479947,1.2284848664655947,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,11,2020-01,1.5303336977505098,2.280674804083394,2.1673617202710864,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,services,12,2020-02,1.0954139582510338,1.39484728315652,1.7323787077788801,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,1,2019-03,0.37725587800228844,0.04585053049407032,0.34588038551485756,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,2,2019-04,0.49990125224809223,0.3529617492746827,0.47508890863569,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,3,2019-05,0.5647492053874018,0.48809343827977564,0.5479146265809185,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,4,2019-06,0.2975139747118417,0.5372492519914579,0.2848565784395363,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,5,2019-07,0.408297504061824,0.3575834816808504,0.3998821952556226,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,6,2019-08,0.5554553974074643,0.35074947173668564,0.5506662625047498,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,7,2019-09,0.3859597830222873,0.17582517197236935,0.3839906416705105,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,8,2019-10,0.4204164072379496,0.3448667160087161,0.42063067372422636,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,9,2019-11,0.272221858858057,0.3005378397357509,0.2741897398190603,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,10,2019-12,0.39739897016369374,0.21452218234910173,0.40074711416089165,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,11,2020-01,0.4532786467420817,0.6645851892867825,0.45771564299855755,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,housing,12,2020-02,0.28232639529590486,0.09318915007887857,0.2876287028265182,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,1,2019-03,2.0111101843270953,2.1,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,2,2019-04,2.0017978846413587,2.1,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,3,2019-05,1.996982164294813,2.1,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,4,2019-06,1.9881605140396674,1.7,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,5,2019-07,1.9802028602046828,2.1,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,6,2019-08,1.9738926603030933,2.1,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,7,2019-09,1.968277283664634,2.1,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,8,2019-10,1.9631052225124404,2.2,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,9,2019-11,1.9583545493506398,2.2,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,10,2019-12,1.9539940356836045,1.9,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,11,2020-01,1.9499403951639755,2.0,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,unemployment,12,2020-02,1.9461599682825081,1.8,2.0,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,1,2019-03,6.756586594075545,4.6071350406398865,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,2,2019-04,6.676434562323038,4.6071350406398865,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,3,2019-05,6.613979163805574,4.6071350406398865,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,4,2019-06,6.556285341154809,4.415728404109843,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,5,2019-07,6.519096514851123,4.415728404109843,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,6,2019-08,6.485293565099999,4.415728404109843,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,7,2019-09,6.453365763607891,2.59169435352289,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,8,2019-10,6.424714467240132,2.59169435352289,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,9,2019-11,6.398885216531496,2.59169435352289,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,10,2019-12,6.375349752622838,3.5392433935797647,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,11,2020-01,6.353923729596027,3.5392433935797647,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ulc,12,2020-02,6.3344738131208125,3.5392433935797647,6.728200708332179,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,1,2019-03,0.7559402984192456,-0.9413606781315533,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,2,2019-04,0.6106321550828635,2.1621937407287026,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,3,2019-05,0.6583620032181973,3.7477017287150116,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,4,2019-06,0.6396093542346245,-1.2466456603078881,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,5,2019-07,0.636006726264768,-2.7239000082272558,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,6,2019-08,0.6304277102474553,-4.14001522094598,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,7,2019-09,0.6275557960012424,0.6285163369097494,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,8,2019-10,0.6215452830566739,0.7170764782026184,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,9,2019-11,0.6183215427674473,-1.31103170949749,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,10,2019-12,0.615854464076764,-1.57021937079139,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,11,2020-01,0.6140499964787641,-0.7493887563402316,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_DOMESTIC_R22,ip,12,2020-02,0.612391119302963,2.160064412951132,0.02508404516714655,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,1,2019-03,0.09191982180569372,-0.10005003335835334,0.3181292352598326,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,2,2019-04,0.45863972640615946,0.39920212695374535,0.6813160827139809,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,3,2019-05,0.21135492006564355,0.09995003330835331,0.44585706131813907,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,4,2019-06,0.1621915912164812,0.2995508979798479,0.41254038354868794,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,5,2019-07,0.6706024851559379,0.9950330853168083,0.9243011218333731,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,6,2019-08,0.10260097225879694,0.19980026626730563,0.3571311385487948,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,7,2019-09,-0.42556671537162616,-0.9040744652149064,-0.16899436886863572,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,8,2019-10,0.4999595986810931,0.5982071677547464,0.7589471956473937,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,9,2019-11,0.026884288377060583,0.0,0.28778816183613176,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,10,2019-12,0.30948265453592627,0.09995003330835331,0.5717262850630469,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,11,2020-01,0.3350123815109961,0.7968169649176874,0.5982071677547464,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,core,12,2020-02,0.39535413232902344,0.6975613736425241,0.6592349170118664,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,1,2019-03,0.08658365635351761,0.16120258491509215,0.04213445566576696,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,2,2019-04,-0.012570027035902515,-0.10363695164025208,-0.08156439030377331,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,3,2019-05,0.10565734336191121,0.1411600429064864,0.04143302919285485,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,4,2019-06,-0.07330751306018166,-0.17242476749917018,-0.12343418203633338,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,5,2019-07,-0.20960379375696564,-0.21873545807986225,-0.2578098747663383,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,6,2019-08,-0.3877291686989172,-0.5657477214436157,-0.4372529093448049,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,7,2019-09,0.042456604635537104,0.013854310253109643,-0.009043636137773398,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,8,2019-10,0.16932615586238137,0.9850870068147518,0.1162205963351686,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,9,2019-11,-0.15240472424818183,-0.3275115074989824,-0.2068336440792669,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,10,2019-12,-0.4850019723302077,-0.24564891851341536,-0.5404740509201819,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,11,2020-01,0.04041404938969201,0.45485888323201334,-0.01590827867520961,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,goods,12,2020-02,0.01357631412501037,0.5080515109728511,-0.043410105543256666,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,1,2019-03,0.4952193258655584,-0.10005003335834764,-1.9422331006940103,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,2,2019-04,0.05839955591211038,0.5982071677547407,-2.3482800463485147,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,3,2019-05,0.44715279813323794,0.29955089797984497,-1.8804789208932844,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,4,2019-06,0.14830537606186714,-1.4098924379501692,-2.1260763284765605,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,5,2019-07,-0.057078160229057956,-0.40080213975388745,-2.2913345358088795,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,6,2019-08,-0.20727148164514114,0.49875415110390736,-2.414077935992033,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,7,2019-09,0.02334724694682702,0.29955089797984497,-2.164010563970731,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,8,2019-10,0.31064355256309883,-0.40080213975388745,-1.863811541911845,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,9,2019-11,0.10168232097409569,-0.20020026706731053,-2.0649948728973957,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,10,2019-12,0.8538296205292322,-0.3004509020298693,-1.308523954865544,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,11,2020-01,-0.24923985016674136,-0.8032171697264232,-2.409337188579545,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,imports,12,2020-02,-0.24915574568102197,-1.308523954865544,-2.408180223391076,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,1,2019-03,0.46883503737059634,0.32240758717526846,0.037674853935159666,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,2,2019-04,0.49839384394416186,0.8547060578458348,0.1499261597414332,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,3,2019-05,0.5572814349388656,0.5305052229693098,0.2826501425920985,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,4,2019-06,0.21311196573064628,-0.743497848751809,-0.001574598621199269,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,5,2019-07,0.03582320745830095,-0.2134472528632681,-0.14196755501172498,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,6,2019-08,0.051817517047581765,0.1067805760830137,-0.1008552984709398,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,7,2019-09,0.2657882290632185,0.10666667678024463,0.13068581629561127,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,8,2019-10,0.32844253937845336,-0.32034197175377005,0.20518587759276924,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,9,2019-11,-0.0877104355090993,-0.3213714603095783,-0.2032383690765603,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,10,2019-12,0.37835417033258034,0.10723861617524968,0.26772409459249075,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,11,2020-01,-0.00047589595912503335,0.32102756302481894,-0.10804971337541407,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,ppi,12,2020-02,-0.28057237827797754,-0.8583743691391442,-0.38624367351735295,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,1,2019-03,0.5100496111137243,-0.1906578270581754,0.5785966700267828,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,2,2019-04,-0.12244232552315429,0.003894611805065367,0.08025150746530677,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,3,2019-05,0.14499332512038832,0.3615375096691467,0.43276171809839337,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,4,2019-06,-0.09842273959065054,-0.6462435384516728,0.20984180061712626,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,5,2019-07,-0.14377914665786445,-0.2072134452703466,0.16003173572187565,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,6,2019-08,-0.1345286815594382,0.9775553475891324,0.16992980533169502,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,7,2019-09,-0.07330522209398023,0.2516016733025339,0.23388131720305555,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,8,2019-10,-0.08585524150487138,-0.6515944397665788,0.22255605614287383,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,9,2019-11,-0.11247044629004051,-0.6597849384911771,0.19547485670691916,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,10,2019-12,0.3383352760627157,-0.1254213537462003,0.6454520009533405,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,11,2020-01,-0.10460380357324067,-1.1160962187241923,0.20191084293858852,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,fx,12,2020-02,-0.010220846819894672,-0.656522799781479,0.29586972180983895,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,1,2019-03,7.108640412579993,3.9502115081287545,10.372406380793297,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,2,2019-04,6.310363177205648,6.638927762779905,12.36531007169173,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,3,2019-05,3.1042496015618797,-1.8678946068724782,10.25617510868355,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,4,2019-06,-2.8029146716982916,-10.907737144213272,4.752588636459784,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,5,2019-07,-3.59499219135933,1.849572373485175,4.275675962294396,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,6,2019-08,-0.7273194529691881,-7.6226573130549635,7.289638349583146,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,7,2019-09,1.9463494807693174,4.574816004819261,9.992084353598782,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,8,2019-10,2.0470029392729083,-4.355977063965476,10.060801767615096,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,9,2019-11,-8.975491504385685,5.03180718218894,-1.0048855853982097,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,10,2019-12,5.384816444646368,3.8544362818941074,13.316032272659974,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,11,2020-01,-5.85160434615081,-2.3301366198366273,2.048322535199744,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,brent,12,2020-02,-1.151749174817917,-13.777879446533086,6.725096943147581,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,1,2019-03,1.1145612224297863,1.9066079681460826,2.9728520728294847,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,2,2019-04,-0.1628295679326801,-0.26573996753167595,3.2673851559702785,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,3,2019-05,-2.0304966682626304,-5.961200559716441,2.042558292826321,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,4,2019-06,-0.2948170189010356,-2.235889535775702,3.8506342344903164,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,5,2019-07,-1.272205165454979,2.5577676262221942,2.8798420843465626,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,6,2019-08,0.5651334452308221,-0.6921945015699619,4.816949731686214,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,7,2019-09,-1.5674118326652806,3.4441202861714726,2.7379105873015246,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,8,2019-10,0.46696687668208847,-0.5766430422879713,4.77370208323752,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,9,2019-11,0.6133555676904723,-1.3721641607529345,4.902231304739087,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,10,2019-12,-1.7580057322808549,-0.9240124819592435,2.5164713845944693,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,11,2020-01,-0.07297815352962161,-0.2514958589171419,4.191878899471615,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_IMPORTED_R22,metals,12,2020-02,1.3854489160181793,-6.449918914813833,5.641925393941814,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,1,2019-03,0.09328679427826245,-0.10005003335835334,0.3181292352598326,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,2,2019-04,0.4738984447083636,0.39920212695374535,0.6813160827139809,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,3,2019-05,0.23305191801356734,0.09995003330835331,0.44585706131813907,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,4,2019-06,0.18611141221249697,0.2995508979798479,0.41254038354868794,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,5,2019-07,0.6957604273604867,0.9950330853168083,0.9243011218333731,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,6,2019-08,0.12946455781502303,0.19980026626730563,0.3571311385487948,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,7,2019-09,-0.3975004347444791,-0.9040744652149064,-0.16899436886863572,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,8,2019-10,0.52889388604576,0.5982071677547464,0.7589471956473937,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,9,2019-11,0.05659707797919278,0.0,0.28778816183613176,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,10,2019-12,0.33981726632218134,0.09995003330835331,0.5717262850630469,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,11,2020-01,0.36573913888156606,0.7968169649176874,0.5982071677547464,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,core,12,2020-02,0.4263179176121721,0.6975613736425241,0.6592349170118664,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,services,1,2019-03,-0.8148406115829421,-1.3528713125193257,-0.13082051061317768,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,services,2,2019-04,-0.09170955435398148,0.06298098424938903,0.5314671045480043,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,services,3,2019-05,0.27420705990362465,-0.042265483544316286,0.8923648397529937,14
2019-02,2019-03-10T22:59:00+00:00,JOINT_LINEAR_R22,services,4,2019-06,0.5684230026860548,1.1776874542972628,1.2146482694217964,14
