sample,clock,model,omitted_report,n,mae,rmse,cnb_mae,cnb_rmse
full,cutoff,DAMPED_P80_Q010_R16,2026-05-14,65,1.3087223117150824,2.0778614965150735,1.074816815601965,2.3129842313782722
full,cutoff,DAMPED_P95_Q001_R16,2022-02-10,62,1.1343538916346112,1.8276240258505358,0.7040305251471131,1.4762985730425087
full,cutoff,DAMPED_P95_Q001_R16,2022-05-12,62,1.0686003536622881,1.695770156751527,0.8639058580347869,2.011588414712717
full,cutoff,DAMPED_P95_Q001_R16,2022-08-11,62,1.2691491928188796,2.046831867984477,1.025782452630478,2.3011132855836207
full,cutoff,DAMPED_P95_Q001_R16,2022-11-10,62,1.2560909107119138,2.033864779573559,1.0273077011297567,2.3277027370360734
full,cutoff,DAMPED_P95_Q001_R16,2023-02-09,62,1.202022880229054,1.9569311572757224,1.1198213144271685,2.3679762558638635
full,cutoff,DAMPED_P95_Q001_R16,2023-05-11,62,1.154761059025825,1.8984718803218696,1.0977174807353174,2.364701449100045
full,cutoff,DAMPED_P95_Q001_R16,2023-08-10,62,1.3216065454527746,2.081119868906029,1.1073596899799842,2.3661721828347044
full,cutoff,DAMPED_P95_Q001_R16,2023-11-09,62,1.2842357620376692,2.0660936099253533,1.1139947860587205,2.366849088210777
full,cutoff,DAMPED_P95_Q001_R16,2024-02-15,62,1.3335640118182066,2.084217827702128,1.1097687047272502,2.366056213976598
full,cutoff,DAMPED_P95_Q001_R16,2024-05-09,62,1.3492186460764388,2.086045859649815,1.113370885039828,2.367256203681473
full,cutoff,DAMPED_P95_Q001_R16,2024-08-08,62,1.3284527035649611,2.082611717476974,1.0964902903161784,2.364628764398905
full,cutoff,DAMPED_P95_Q001_R16,2024-11-14,62,1.3502245029444189,2.0861687149255808,1.1182254788429142,2.3679521920645064
full,cutoff,DAMPED_P95_Q001_R16,2025-02-13,62,1.3536890170711775,2.0864190294325984,1.119703276802938,2.3680554601341135
full,cutoff,DAMPED_P95_Q001_R16,2025-05-15,62,1.3284436946385378,2.081540236784141,1.1143983776256081,2.366627053457412
full,cutoff,DAMPED_P95_Q001_R16,2025-08-14,62,1.3269973812942106,2.08159787239726,1.0970690968318144,2.3639882587009775
full,cutoff,DAMPED_P95_Q001_R16,2025-11-13,63,1.304645745028,2.064113252250863,1.0994653920351358,2.3483463711487516
full,cutoff,DAMPED_P95_Q001_R16,2026-02-12,64,1.305183513494896,2.052485452979148,1.0845651369983424,2.3300770237781605
full,cutoff,DAMPED_P95_Q001_R16,2026-05-14,65,1.2904642940692785,2.0373930074611524,1.074816815601965,2.3129842313782722
full,cutoff,DAMPED_P95_Q010_R16,2022-02-10,62,1.1823436379512178,1.7173663826735792,0.7040305251471131,1.4762985730425087
full,cutoff,DAMPED_P95_Q010_R16,2022-05-12,62,1.0558897864509431,1.4978743758005248,0.8639058580347869,2.011588414712717
full,cutoff,DAMPED_P95_Q010_R16,2022-08-11,62,1.1969515332879286,1.7319572006027926,1.025782452630478,2.3011132855836207
full,cutoff,DAMPED_P95_Q010_R16,2022-11-10,62,1.199686222035533,1.7601891653677033,1.0273077011297567,2.3277027370360734
full,cutoff,DAMPED_P95_Q010_R16,2023-02-09,62,1.122814501298653,1.6322908306836301,1.1198213144271685,2.3679762558638635
full,cutoff,DAMPED_P95_Q010_R16,2023-05-11,62,1.1761479955915544,1.74550773462316,1.0977174807353174,2.364701449100045
full,cutoff,DAMPED_P95_Q010_R16,2023-08-10,62,1.2264838547666777,1.787700418389704,1.1073596899799842,2.3661721828347044
full,cutoff,DAMPED_P95_Q010_R16,2023-11-09,62,1.2715040533259858,1.8152404757812224,1.1139947860587205,2.366849088210777
full,cutoff,DAMPED_P95_Q010_R16,2024-02-15,62,1.2380312696694968,1.8001203832695893,1.1097687047272502,2.366056213976598
full,cutoff,DAMPED_P95_Q010_R16,2024-05-09,62,1.2771669923319562,1.817238556515141,1.113370885039828,2.367256203681473
full,cutoff,DAMPED_P95_Q010_R16,2024-08-08,62,1.2619641318848733,1.8124546723775683,1.0964902903161784,2.364628764398905
full,cutoff,DAMPED_P95_Q010_R16,2024-11-14,62,1.2773111037775107,1.8172467682849698,1.1182254788429142,2.3679521920645064
full,cutoff,DAMPED_P95_Q010_R16,2025-02-13,62,1.2948519442874482,1.8205584674750284,1.119703276802938,2.3680554601341135
full,cutoff,DAMPED_P95_Q010_R16,2025-05-15,62,1.2504837582895236,1.8040864132947114,1.1143983776256081,2.366627053457412
full,cutoff,DAMPED_P95_Q010_R16,2025-08-14,62,1.2601963328798693,1.8108071540571076,1.0970690968318144,2.3639882587009775
full,cutoff,DAMPED_P95_Q010_R16,2025-11-13,63,1.2402743406194572,1.7951076319063937,1.0994653920351358,2.3483463711487516
full,cutoff,DAMPED_P95_Q010_R16,2026-02-12,64,1.2501681948495236,1.7906950999571356,1.0845651369983424,2.3300770237781605
full,cutoff,DAMPED_P95_Q010_R16,2026-05-14,65,1.2367189902709925,1.7778837096728286,1.074816815601965,2.3129842313782722
full,cutoff,INDEPENDENT_BRIDGE,2022-02-10,62,1.440467251960745,2.2390055041029506,0.7040305251471131,1.4762985730425087
full,cutoff,INDEPENDENT_BRIDGE,2022-05-12,62,1.3127693536954603,1.9522814080927813,0.8639058580347869,2.011588414712717
full,cutoff,INDEPENDENT_BRIDGE,2022-08-11,62,1.583027083044191,2.4753204443210897,1.025782452630478,2.3011132855836207
full,cutoff,INDEPENDENT_BRIDGE,2022-11-10,62,1.5404535925201726,2.4426111835746935,1.0273077011297567,2.3277027370360734
full,cutoff,INDEPENDENT_BRIDGE,2023-02-09,62,1.515842202065973,2.4001428325983625,1.1198213144271685,2.3679762558638635
full,cutoff,INDEPENDENT_BRIDGE,2023-05-11,62,1.5225963553434523,2.425593519801285,1.0977174807353174,2.364701449100045
full,cutoff,INDEPENDENT_BRIDGE,2023-08-10,62,1.6480717287280282,2.5246603154758036,1.1073596899799842,2.3661721828347044
full,cutoff,INDEPENDENT_BRIDGE,2023-11-09,62,1.6107370250295219,2.509718418416835,1.1139947860587205,2.366849088210777
full,cutoff,INDEPENDENT_BRIDGE,2024-02-15,62,1.6894229250327437,2.5324672773872843,1.1097687047272502,2.366056213976598
full,cutoff,INDEPENDENT_BRIDGE,2024-05-09,62,1.6798213198111986,2.5317289680337907,1.113370885039828,2.367256203681473
full,cutoff,INDEPENDENT_BRIDGE,2024-08-08,62,1.6728448851480804,2.530830823923969,1.0964902903161784,2.364628764398905
full,cutoff,INDEPENDENT_BRIDGE,2024-11-14,62,1.613984264829169,2.5060840289483832,1.1182254788429142,2.3679521920645064
full,cutoff,INDEPENDENT_BRIDGE,2025-02-13,62,1.6440337247014922,2.5219420755133517,1.119703276802938,2.3680554601341135
full,cutoff,INDEPENDENT_BRIDGE,2025-05-15,62,1.624682281263193,2.5134960747373123,1.1143983776256081,2.366627053457412
full,cutoff,INDEPENDENT_BRIDGE,2025-08-14,62,1.6795270066848302,2.5315412246793376,1.0970690968318144,2.3639882587009775
full,cutoff,INDEPENDENT_BRIDGE,2025-11-13,63,1.6337485177854196,2.506145608585181,1.0994653920351358,2.3483463711487516
full,cutoff,INDEPENDENT_BRIDGE,2026-02-12,64,1.6388721697917221,2.492590851483559,1.0845651369983424,2.3300770237781605
full,cutoff,INDEPENDENT_BRIDGE,2026-05-14,65,1.6160357484920485,2.4734494937706306,1.074816815601965,2.3129842313782722
full,cutoff,RF_RESIDUAL_R15,2022-02-10,62,1.359091273475893,2.003609042959421,0.7040305251471131,1.4762985730425087
full,cutoff,RF_RESIDUAL_R15,2022-05-12,62,1.3383853492643696,1.9990403787331943,0.8639058580347869,2.011588414712717
full,cutoff,RF_RESIDUAL_R15,2022-08-11,62,1.536349660927157,2.2943448482177833,1.025782452630478,2.3011132855836207
full,cutoff,RF_RESIDUAL_R15,2022-11-10,62,1.5188483317924573,2.283622224533222,1.0273077011297567,2.3277027370360734
full,cutoff,RF_RESIDUAL_R15,2023-02-09,62,1.4557856900153872,2.2050032638516712,1.1198213144271685,2.3679762558638635
full,cutoff,RF_RESIDUAL_R15,2023-05-11,62,1.386695019083893,2.089004060781453,1.0977174807353174,2.364701449100045
full,cutoff,RF_RESIDUAL_R15,2023-08-10,62,1.5494272130183402,2.304287666540448,1.1073596899799842,2.3661721828347044
full,cutoff,RF_RESIDUAL_R15,2023-11-09,62,1.5210113328364958,2.290977796105718,1.1139947860587205,2.366849088210777
full,cutoff,RF_RESIDUAL_R15,2024-02-15,62,1.6008236142220795,2.327654260293066,1.1097687047272502,2.366056213976598
full,cutoff,RF_RESIDUAL_R15,2024-05-09,62,1.575649184632004,2.3191560926768253,1.113370885039828,2.367256203681473
full,cutoff,RF_RESIDUAL_R15,2024-08-08,62,1.6064811245275574,2.3283958190103324,1.0964902903161784,2.364628764398905
full,cutoff,RF_RESIDUAL_R15,2024-11-14,62,1.5944474258242818,2.3255685696110766,1.1182254788429142,2.3679521920645064
full,cutoff,RF_RESIDUAL_R15,2025-02-13,62,1.5913385279693846,2.324807374221018,1.119703276802938,2.3680554601341135
full,cutoff,RF_RESIDUAL_R15,2025-05-15,62,1.5711108066820687,2.3156292867751334,1.1143983776256081,2.366627053457412
full,cutoff,RF_RESIDUAL_R15,2025-08-14,62,1.5755733308941746,2.319580419869219,1.0970690968318144,2.3639882587009775
full,cutoff,RF_RESIDUAL_R15,2025-11-13,63,1.5661641582579346,2.3062695448418467,1.0994653920351358,2.3483463711487516
full,cutoff,RF_RESIDUAL_R15,2026-02-12,64,1.5684919325629498,2.2932803243498503,1.0845651369983424,2.3300770237781605
full,cutoff,RF_RESIDUAL_R15,2026-05-14,65,1.5449134790342192,2.2755543024664413,1.074816815601965,2.3129842313782722
full,cutoff,STABLE_LOCAL_CORE_R14B,2022-02-10,62,1.304731327233855,2.1704991496832386,0.7040305251471131,1.4762985730425087
full,cutoff,STABLE_LOCAL_CORE_R14B,2022-05-12,62,1.293267690443889,2.1853010259856815,0.8639058580347869,2.011588414712717
full,cutoff,STABLE_LOCAL_CORE_R14B,2022-08-11,62,1.5594105269851761,2.5958625501637593,1.025782452630478,2.3011132855836207
full,cutoff,STABLE_LOCAL_CORE_R14B,2022-11-10,62,1.5389818208502668,2.588219175099741,1.0273077011297567,2.3277027370360734
full,cutoff,STABLE_LOCAL_CORE_R14B,2023-02-09,62,1.4889629737135714,2.532458007535519,1.1198213144271685,2.3679762558638635
full,cutoff,STABLE_LOCAL_CORE_R14B,2023-05-11,62,1.3795583970639922,2.379210391457307,1.0977174807353174,2.364701449100045
full,cutoff,STABLE_LOCAL_CORE_R14B,2023-08-10,62,1.530977479995219,2.577897910152818,1.1073596899799842,2.3661721828347044
full,cutoff,STABLE_LOCAL_CORE_R14B,2023-11-09,62,1.5307698256827464,2.58942868994597,1.1139947860587205,2.366849088210777
full,cutoff,STABLE_LOCAL_CORE_R14B,2024-02-15,62,1.626872347157764,2.6252316303180807,1.1097687047272502,2.366056213976598
full,cutoff,STABLE_LOCAL_CORE_R14B,2024-05-09,62,1.6321835903928488,2.6255451666491876,1.113370885039828,2.367256203681473
full,cutoff,STABLE_LOCAL_CORE_R14B,2024-08-08,62,1.6341729331750934,2.62567330819209,1.0964902903161784,2.364628764398905
full,cutoff,STABLE_LOCAL_CORE_R14B,2024-11-14,62,1.6319624448941787,2.6255289582637578,1.1182254788429142,2.3679521920645064
full,cutoff,STABLE_LOCAL_CORE_R14B,2025-02-13,62,1.6274985630284882,2.6251373318824838,1.119703276802938,2.3680554601341135
full,cutoff,STABLE_LOCAL_CORE_R14B,2025-05-15,62,1.6089084396087538,2.6214916545288713,1.1143983776256081,2.366627053457412
full,cutoff,STABLE_LOCAL_CORE_R14B,2025-08-14,62,1.600536500851277,2.619841453899491,1.0970690968318144,2.3639882587009775
full,cutoff,STABLE_LOCAL_CORE_R14B,2025-11-13,63,1.5846562767422303,2.6011855181729233,1.0994653920351358,2.3483463711487516
full,cutoff,STABLE_LOCAL_CORE_R14B,2026-02-12,64,1.5816665153633087,2.584060507645419,1.0845651369983424,2.3300770237781605
full,cutoff,STABLE_LOCAL_CORE_R14B,2026-05-14,65,1.5587602489324233,2.564179112808874,1.074816815601965,2.3129842313782722
full,cutoff,STABLE_PIPELINE_R14B,2022-02-10,62,1.3804598928566438,2.240049050365889,0.7040305251471131,1.4762985730425087
full,cutoff,STABLE_PIPELINE_R14B,2022-05-12,62,1.2399603380897224,1.902480657441972,0.8639058580347869,2.011588414712717
full,cutoff,STABLE_PIPELINE_R14B,2022-08-11,62,1.5596712189456285,2.528327694962779,1.025782452630478,2.3011132855836207
full,cutoff,STABLE_PIPELINE_R14B,2022-11-10,62,1.509102085443026,2.4900762665091793,1.0273077011297567,2.3277027370360734
full,cutoff,STABLE_PIPELINE_R14B,2023-02-09,62,1.4572027747700529,2.419401013721905,1.1198213144271685,2.3679762558638635
full,cutoff,STABLE_PIPELINE_R14B,2023-05-11,62,1.4933310911542113,2.4747398582851448,1.0977174807353174,2.364701449100045
full,cutoff,STABLE_PIPELINE_R14B,2023-08-10,62,1.6131960714634939,2.558769984176077,1.1073596899799842,2.3661721828347044
full,cutoff,STABLE_PIPELINE_R14B,2023-11-09,62,1.5748142170127482,2.5457797900982437,1.1139947860587205,2.366849088210777
full,cutoff,STABLE_PIPELINE_R14B,2024-02-15,62,1.6298051886998262,2.5618494761063406,1.1097687047272502,2.366056213976598
full,cutoff,STABLE_PIPELINE_R14B,2024-05-09,62,1.6473083531897703,2.563115392263938,1.113370885039828,2.367256203681473
full,cutoff,STABLE_PIPELINE_R14B,2024-08-08,62,1.6289588180047683,2.561701264089007,1.0964902903161784,2.364628764398905
full,cutoff,STABLE_PIPELINE_R14B,2024-11-14,62,1.5817158286150879,2.544482217534651,1.1182254788429142,2.3679521920645064
full,cutoff,STABLE_PIPELINE_R14B,2025-02-13,62,1.615212081994576,2.5575667069624095,1.119703276802938,2.3680554601341135
full,cutoff,STABLE_PIPELINE_R14B,2025-05-15,62,1.5956290418410919,2.550863218096035,1.1143983776256081,2.366627053457412
full,cutoff,STABLE_PIPELINE_R14B,2025-08-14,62,1.6338747981131265,2.5621055763372396,1.0970690968318144,2.3639882587009775
full,cutoff,STABLE_PIPELINE_R14B,2025-11-13,63,1.5874704956950674,2.53626537385615,1.0994653920351358,2.3483463711487516
full,cutoff,STABLE_PIPELINE_R14B,2026-02-12,64,1.5892350444078374,2.52208194459585,1.0845651369983424,2.3300770237781605
full,cutoff,STABLE_PIPELINE_R14B,2026-05-14,65,1.568324596734183,2.5028663053641336,1.074816815601965,2.3129842313782722
full,cutoff,STATE_FAST_R15,2022-02-10,62,1.1794909097757469,1.9104682298520703,0.7040305251471131,1.4762985730425087
full,cutoff,STATE_FAST_R15,2022-05-12,62,1.1030609727418605,1.7411639744450937,0.8639058580347869,2.011588414712717
full,cutoff,STATE_FAST_R15,2022-08-11,62,1.3408898527978537,2.163379984805699,1.025782452630478,2.3011132855836207
full,cutoff,STATE_FAST_R15,2022-11-10,62,1.3210831257856823,2.1520000365123675,1.0273077011297567,2.3277027370360734
full,cutoff,STATE_FAST_R15,2023-02-09,62,1.2627031557630763,2.0614389455720383,1.1198213144271685,2.3679762558638635
full,cutoff,STATE_FAST_R15,2023-05-11,62,1.2299116477857461,2.04117117428338,1.0977174807353174,2.364701449100045
full,cutoff,STATE_FAST_R15,2023-08-10,62,1.384076640483586,2.19176550724222,1.1073596899799842,2.3661721828347044
full,cutoff,STATE_FAST_R15,2023-11-09,62,1.337417793523061,2.1717804259581377,1.1139947860587205,2.366849088210777
full,cutoff,STATE_FAST_R15,2024-02-15,62,1.409646027203236,2.1965063184610263,1.1097687047272502,2.366056213976598
full,cutoff,STATE_FAST_R15,2024-05-09,62,1.4089410689446782,2.19629609799759,1.113370885039828,2.367256203681473
full,cutoff,STATE_FAST_R15,2024-08-08,62,1.409214814411621,2.196539422427303,1.0964902903161784,2.364628764398905
full,cutoff,STATE_FAST_R15,2024-11-14,62,1.3957328530777369,2.193995581405776,1.1182254788429142,2.3679521920645064
full,cutoff,STATE_FAST_R15,2025-02-13,62,1.4067088713676723,2.1959072699486195,1.119703276802938,2.3680554601341135
full,cutoff,STATE_FAST_R15,2025-05-15,62,1.377945214399833,2.1874706679815104,1.1143983776256081,2.366627053457412
full,cutoff,STATE_FAST_R15,2025-08-14,62,1.3810556464755066,2.1894547002900406,1.0970690968318144,2.3639882587009775
full,cutoff,STATE_FAST_R15,2025-11-13,63,1.3626676485069749,2.1725889704912924,1.0994653920351358,2.3483463711487516
full,cutoff,STATE_FAST_R15,2026-02-12,64,1.367250450294727,2.1615682293728273,1.0845651369983424,2.3300770237781605
full,cutoff,STATE_FAST_R15,2026-05-14,65,1.3502968364723518,2.14535549377504,1.074816815601965,2.3129842313782722
full,cutoff,TRANSMISSION_BOTH_R16,2022-02-10,62,1.2030066307927065,1.9608403098895788,0.7040305251471131,1.4762985730425087
full,cutoff,TRANSMISSION_BOTH_R16,2022-05-12,62,1.201716883930727,2.013459641232771,0.8639058580347869,2.011588414712717
full,cutoff,TRANSMISSION_BOTH_R16,2022-08-11,62,1.4520234988403038,2.4177624570057525,1.025782452630478,2.3011132855836207
full,cutoff,TRANSMISSION_BOTH_R16,2022-11-10,62,1.4420823209103975,2.4193497261092896,1.0273077011297567,2.3277027370360734
full,cutoff,TRANSMISSION_BOTH_R16,2023-02-09,62,1.373943350650316,2.3335683813265113,1.1198213144271685,2.3679762558638635
full,cutoff,TRANSMISSION_BOTH_R16,2023-05-11,62,1.343887127149656,2.3229279314319857,1.0977174807353174,2.364701449100045
full,cutoff,TRANSMISSION_BOTH_R16,2023-08-10,62,1.4793783491531154,2.442459191245199,1.1073596899799842,2.3661721828347044
full,cutoff,TRANSMISSION_BOTH_R16,2023-11-09,62,1.4386997775483064,2.4252067047582613,1.1139947860587205,2.366849088210777
full,cutoff,TRANSMISSION_BOTH_R16,2024-02-15,62,1.5178905979801027,2.452735193719132,1.1097687047272502,2.366056213976598
full,cutoff,TRANSMISSION_BOTH_R16,2024-05-09,62,1.5215202291136032,2.452910119900542,1.113370885039828,2.367256203681473
