"Ukazatel","IndicatorType","Týdny","CasT2","Území","Uz0","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index cen (%)","7401TI"," 46. týden 2018","2018-W46","Česko","CZ","99.7","procento","%"
"Index cen (%)","7401TI"," 47. týden 2018","2018-W47","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 48. týden 2018","2018-W48","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 49. týden 2018","2018-W49","Česko","CZ","97.3","procento","%"
"Index cen (%)","7401TI"," 50. týden 2018","2018-W50","Česko","CZ","94.6","procento","%"
"Index cen (%)","7401TI"," 51. týden 2018","2018-W51","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 02. týden 2019","2019-W02","Česko","CZ","88.2","procento","%"
"Index cen (%)","7401TI"," 03. týden 2019","2019-W03","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 04. týden 2019","2019-W04","Česko","CZ","101.3","procento","%"
"Index cen (%)","7401TI"," 05. týden 2019","2019-W05","Česko","CZ","98.5","procento","%"
"Index cen (%)","7401TI"," 06. týden 2019","2019-W06","Česko","CZ","101.3","procento","%"
"Index cen (%)","7401TI"," 07. týden 2019","2019-W07","Česko","CZ","101.2","procento","%"
"Index cen (%)","7401TI"," 08. týden 2019","2019-W08","Česko","CZ","102.7","procento","%"
"Index cen (%)","7401TI"," 09. týden 2019","2019-W09","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 10. týden 2019","2019-W10","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 11. týden 2019","2019-W11","Česko","CZ","101.3","procento","%"
"Index cen (%)","7401TI"," 12. týden 2019","2019-W12","Česko","CZ","98.9","procento","%"
"Index cen (%)","7401TI"," 13. týden 2019","2019-W13","Česko","CZ","99.0","procento","%"
"Index cen (%)","7401TI"," 14. týden 2019","2019-W14","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 15. týden 2019","2019-W15","Česko","CZ","101.2","procento","%"
"Index cen (%)","7401TI"," 16. týden 2019","2019-W16","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 18. týden 2019","2019-W18","Česko","CZ","103.6","procento","%"
"Index cen (%)","7401TI"," 19. týden 2019","2019-W19","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 20. týden 2019","2019-W20","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 21. týden 2019","2019-W21","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 22. týden 2019","2019-W22","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 23. týden 2019","2019-W23","Česko","CZ","97.5","procento","%"
"Index cen (%)","7401TI"," 24. týden 2019","2019-W24","Česko","CZ","94.3","procento","%"
"Index cen (%)","7401TI"," 25. týden 2019","2019-W25","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 26. týden 2019","2019-W26","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 27. týden 2019","2019-W27","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 28. týden 2019","2019-W28","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 29. týden 2019","2019-W29","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 30. týden 2019","2019-W30","Česko","CZ","99.3","procento","%"
"Index cen (%)","7401TI"," 31. týden 2019","2019-W31","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 32. týden 2019","2019-W32","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 33. týden 2019","2019-W33","Česko","CZ","96.6","procento","%"
"Index cen (%)","7401TI"," 34. týden 2019","2019-W34","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 35. týden 2019","2019-W35","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 36. týden 2019","2019-W36","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 37. týden 2019","2019-W37","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 38. týden 2019","2019-W38","Česko","CZ","102.0","procento","%"
"Index cen (%)","7401TI"," 39. týden 2019","2019-W39","Česko","CZ","104.0","procento","%"
"Index cen (%)","7401TI"," 40. týden 2019","2019-W40","Česko","CZ","99.0","procento","%"
"Index cen (%)","7401TI"," 41. týden 2019","2019-W41","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 42. týden 2019","2019-W42","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 43. týden 2019","2019-W43","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 44. týden 2019","2019-W44","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 45. týden 2019","2019-W45","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 46. týden 2019","2019-W46","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 47. týden 2019","2019-W47","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 48. týden 2019","2019-W48","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 49. týden 2019","2019-W49","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 50. týden 2019","2019-W50","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 51. týden 2019","2019-W51","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 02. týden 2020","2020-W02","Česko","CZ","106.5","procento","%"
"Index cen (%)","7401TI"," 03. týden 2020","2020-W03","Česko","CZ","97.0","procento","%"
"Index cen (%)","7401TI"," 04. týden 2020","2020-W04","Česko","CZ","97.1","procento","%"
"Index cen (%)","7401TI"," 05. týden 2020","2020-W05","Česko","CZ","98.1","procento","%"
"Index cen (%)","7401TI"," 06. týden 2020","2020-W06","Česko","CZ","96.5","procento","%"
"Index cen (%)","7401TI"," 07. týden 2020","2020-W07","Česko","CZ","94.3","procento","%"
"Index cen (%)","7401TI"," 08. týden 2020","2020-W08","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 09. týden 2020","2020-W09","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 10. týden 2020","2020-W10","Česko","CZ","96.6","procento","%"
"Index cen (%)","7401TI"," 11. týden 2020","2020-W11","Česko","CZ","93.8","procento","%"
"Index cen (%)","7401TI"," 12. týden 2020","2020-W12","Česko","CZ","91.0","procento","%"
"Index cen (%)","7401TI"," 13. týden 2020","2020-W13","Česko","CZ","93.8","procento","%"
"Index cen (%)","7401TI"," 14. týden 2020","2020-W14","Česko","CZ","97.4","procento","%"
"Index cen (%)","7401TI"," 15. týden 2020","2020-W15","Česko","CZ","95.1","procento","%"
"Index cen (%)","7401TI"," 17. týden 2020","2020-W17","Česko","CZ","96.6","procento","%"
"Index cen (%)","7401TI"," 18. týden 2020","2020-W18","Česko","CZ","92.7","procento","%"
"Index cen (%)","7401TI"," 19. týden 2020","2020-W19","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 20. týden 2020","2020-W20","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 21. týden 2020","2020-W21","Česko","CZ","103.3","procento","%"
"Index cen (%)","7401TI"," 22. týden 2020","2020-W22","Česko","CZ","109.1","procento","%"
"Index cen (%)","7401TI"," 23. týden 2020","2020-W23","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 24. týden 2020","2020-W24","Česko","CZ","104.5","procento","%"
"Index cen (%)","7401TI"," 25. týden 2020","2020-W25","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 26. týden 2020","2020-W26","Česko","CZ","104.0","procento","%"
"Index cen (%)","7401TI"," 27. týden 2020","2020-W27","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 28. týden 2020","2020-W28","Česko","CZ","104.8","procento","%"
"Index cen (%)","7401TI"," 29. týden 2020","2020-W29","Česko","CZ","100.8","procento","%"
"Index cen (%)","7401TI"," 30. týden 2020","2020-W30","Česko","CZ","99.2","procento","%"
"Index cen (%)","7401TI"," 31. týden 2020","2020-W31","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 32. týden 2020","2020-W32","Česko","CZ","98.1","procento","%"
"Index cen (%)","7401TI"," 33. týden 2020","2020-W33","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 34. týden 2020","2020-W34","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 35. týden 2020","2020-W35","Česko","CZ","99.0","procento","%"
"Index cen (%)","7401TI"," 36. týden 2020","2020-W36","Česko","CZ","99.4","procento","%"
"Index cen (%)","7401TI"," 37. týden 2020","2020-W37","Česko","CZ","97.6","procento","%"
"Index cen (%)","7401TI"," 38. týden 2020","2020-W38","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 39. týden 2020","2020-W39","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 40. týden 2020","2020-W40","Česko","CZ","100.7","procento","%"
"Index cen (%)","7401TI"," 41. týden 2020","2020-W41","Česko","CZ","99.7","procento","%"
"Index cen (%)","7401TI"," 42. týden 2020","2020-W42","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 43. týden 2020","2020-W43","Česko","CZ","102.6","procento","%"
"Index cen (%)","7401TI"," 44. týden 2020","2020-W44","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 45. týden 2020","2020-W45","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 46. týden 2020","2020-W46","Česko","CZ","97.8","procento","%"
"Index cen (%)","7401TI"," 47. týden 2020","2020-W47","Česko","CZ","104.0","procento","%"
"Index cen (%)","7401TI"," 48. týden 2020","2020-W48","Česko","CZ","100.6","procento","%"
"Index cen (%)","7401TI"," 49. týden 2020","2020-W49","Česko","CZ","104.2","procento","%"
"Index cen (%)","7401TI"," 50. týden 2020","2020-W50","Česko","CZ","102.4","procento","%"
"Index cen (%)","7401TI"," 51. týden 2020","2020-W51","Česko","CZ","101.2","procento","%"
"Index cen (%)","7401TI"," 01. týden 2021","2021-W01","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 02. týden 2021","2021-W02","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 03. týden 2021","2021-W03","Česko","CZ","103.8","procento","%"
"Index cen (%)","7401TI"," 04. týden 2021","2021-W04","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 05. týden 2021","2021-W05","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 06. týden 2021","2021-W06","Česko","CZ","103.8","procento","%"
"Index cen (%)","7401TI"," 07. týden 2021","2021-W07","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 08. týden 2021","2021-W08","Česko","CZ","102.0","procento","%"
"Index cen (%)","7401TI"," 09. týden 2021","2021-W09","Česko","CZ","104.1","procento","%"
"Index cen (%)","7401TI"," 10. týden 2021","2021-W10","Česko","CZ","103.8","procento","%"
"Index cen (%)","7401TI"," 11. týden 2021","2021-W11","Česko","CZ","104.0","procento","%"
"Index cen (%)","7401TI"," 12. týden 2021","2021-W12","Česko","CZ","97.2","procento","%"
"Index cen (%)","7401TI"," 13. týden 2021","2021-W13","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 15. týden 2021","2021-W15","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 16. týden 2021","2021-W16","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 17. týden 2021","2021-W17","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 18. týden 2021","2021-W18","Česko","CZ","100.9","procento","%"
"Index cen (%)","7401TI"," 19. týden 2021","2021-W19","Česko","CZ","103.7","procento","%"
"Index cen (%)","7401TI"," 20. týden 2021","2021-W20","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 21. týden 2021","2021-W21","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 22. týden 2021","2021-W22","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 23. týden 2021","2021-W23","Česko","CZ","102.6","procento","%"
"Index cen (%)","7401TI"," 24. týden 2021","2021-W24","Česko","CZ","102.2","procento","%"
"Index cen (%)","7401TI"," 25. týden 2021","2021-W25","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 26. týden 2021","2021-W26","Česko","CZ","101.9","procento","%"
"Index cen (%)","7401TI"," 28. týden 2021","2021-W28","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 29. týden 2021","2021-W29","Česko","CZ","101.0","procento","%"
"Index cen (%)","7401TI"," 30. týden 2021","2021-W30","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 31. týden 2021","2021-W31","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 32. týden 2021","2021-W32","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 33. týden 2021","2021-W33","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 34. týden 2021","2021-W34","Česko","CZ","99.7","procento","%"
"Index cen (%)","7401TI"," 35. týden 2021","2021-W35","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 36. týden 2021","2021-W36","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 37. týden 2021","2021-W37","Česko","CZ","99.9","procento","%"
"Index cen (%)","7401TI"," 38. týden 2021","2021-W38","Česko","CZ","101.2","procento","%"
"Index cen (%)","7401TI"," 39. týden 2021","2021-W39","Česko","CZ","103.2","procento","%"
"Index cen (%)","7401TI"," 40. týden 2021","2021-W40","Česko","CZ","106.0","procento","%"
"Index cen (%)","7401TI"," 41. týden 2021","2021-W41","Česko","CZ","107.5","procento","%"
"Index cen (%)","7401TI"," 42. týden 2021","2021-W42","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 43. týden 2021","2021-W43","Česko","CZ","101.4","procento","%"
"Index cen (%)","7401TI"," 44. týden 2021","2021-W44","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 45. týden 2021","2021-W45","Česko","CZ","99.4","procento","%"
"Index cen (%)","7401TI"," 46. týden 2021","2021-W46","Česko","CZ","101.7","procento","%"
"Index cen (%)","7401TI"," 47. týden 2021","2021-W47","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 48. týden 2021","2021-W48","Česko","CZ","89.1","procento","%"
"Index cen (%)","7401TI"," 49. týden 2021","2021-W49","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 50. týden 2021","2021-W50","Česko","CZ","100.7","procento","%"
"Index cen (%)","7401TI"," 01. týden 2022","2022-W01","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 02. týden 2022","2022-W02","Česko","CZ","104.7","procento","%"
"Index cen (%)","7401TI"," 03. týden 2022","2022-W03","Česko","CZ","100.7","procento","%"
"Index cen (%)","7401TI"," 04. týden 2022","2022-W04","Česko","CZ","102.4","procento","%"
"Index cen (%)","7401TI"," 05. týden 2022","2022-W05","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 06. týden 2022","2022-W06","Česko","CZ","106.6","procento","%"
"Index cen (%)","7401TI"," 07. týden 2022","2022-W07","Česko","CZ","100.7","procento","%"
"Index cen (%)","7401TI"," 08. týden 2022","2022-W08","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 09. týden 2022","2022-W09","Česko","CZ","113.3","procento","%"
"Index cen (%)","7401TI"," 10. týden 2022","2022-W10","Česko","CZ","127.9","procento","%"
"Index cen (%)","7401TI"," 11. týden 2022","2022-W11","Česko","CZ","108.0","procento","%"
"Index cen (%)","7401TI"," 12. týden 2022","2022-W12","Česko","CZ","91.2","procento","%"
"Index cen (%)","7401TI"," 13. týden 2022","2022-W13","Česko","CZ","108.3","procento","%"
"Index cen (%)","7401TI"," 14. týden 2022","2022-W14","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 15. týden 2022","2022-W15","Česko","CZ","95.3","procento","%"
"Index cen (%)","7401TI"," 17. týden 2022","2022-W17","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 18. týden 2022","2022-W18","Česko","CZ","103.5","procento","%"
"Index cen (%)","7401TI"," 19. týden 2022","2022-W19","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 20. týden 2022","2022-W20","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 21. týden 2022","2022-W21","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 22. týden 2022","2022-W22","Česko","CZ","101.9","procento","%"
"Index cen (%)","7401TI"," 23. týden 2022","2022-W23","Česko","CZ","106.9","procento","%"
"Index cen (%)","7401TI"," 24. týden 2022","2022-W24","Česko","CZ","109.0","procento","%"
"Index cen (%)","7401TI"," 25. týden 2022","2022-W25","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 26. týden 2022","2022-W26","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 27. týden 2022","2022-W27","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 28. týden 2022","2022-W28","Česko","CZ","93.7","procento","%"
"Index cen (%)","7401TI"," 29. týden 2022","2022-W29","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 30. týden 2022","2022-W30","Česko","CZ","95.7","procento","%"
"Index cen (%)","7401TI"," 31. týden 2022","2022-W31","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 32. týden 2022","2022-W32","Česko","CZ","90.9","procento","%"
"Index cen (%)","7401TI"," 33. týden 2022","2022-W33","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 34. týden 2022","2022-W34","Česko","CZ","105.7","procento","%"
"Index cen (%)","7401TI"," 35. týden 2022","2022-W35","Česko","CZ","107.1","procento","%"
"Index cen (%)","7401TI"," 36. týden 2022","2022-W36","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 37. týden 2022","2022-W37","Česko","CZ","96.3","procento","%"
"Index cen (%)","7401TI"," 38. týden 2022","2022-W38","Česko","CZ","95.2","procento","%"
"Index cen (%)","7401TI"," 39. týden 2022","2022-W39","Česko","CZ","97.5","procento","%"
"Index cen (%)","7401TI"," 40. týden 2022","2022-W40","Česko","CZ","102.5","procento","%"
"Index cen (%)","7401TI"," 41. týden 2022","2022-W41","Česko","CZ","113.1","procento","%"
"Index cen (%)","7401TI"," 42. týden 2022","2022-W42","Česko","CZ","101.1","procento","%"
"Index cen (%)","7401TI"," 43. týden 2022","2022-W43","Česko","CZ","100.1","procento","%"
"Index cen (%)","7401TI"," 44. týden 2022","2022-W44","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 45. týden 2022","2022-W45","Česko","CZ","94.4","procento","%"
"Index cen (%)","7401TI"," 46. týden 2022","2022-W46","Česko","CZ","95.5","procento","%"
"Index cen (%)","7401TI"," 47. týden 2022","2022-W47","Česko","CZ","94.1","procento","%"
"Index cen (%)","7401TI"," 48. týden 2022","2022-W48","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 49. týden 2022","2022-W49","Česko","CZ","91.1","procento","%"
"Index cen (%)","7401TI"," 50. týden 2022","2022-W50","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 51. týden 2022","2022-W51","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 01. týden 2023","2023-W01","Česko","CZ","102.4","procento","%"
"Index cen (%)","7401TI"," 02. týden 2023","2023-W02","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 03. týden 2023","2023-W03","Česko","CZ","99.6","procento","%"
"Index cen (%)","7401TI"," 04. týden 2023","2023-W04","Česko","CZ","102.2","procento","%"
"Index cen (%)","7401TI"," 05. týden 2023","2023-W05","Česko","CZ","98.5","procento","%"
"Index cen (%)","7401TI"," 06. týden 2023","2023-W06","Česko","CZ","92.8","procento","%"
"Index cen (%)","7401TI"," 07. týden 2023","2023-W07","Česko","CZ","97.2","procento","%"
"Index cen (%)","7401TI"," 08. týden 2023","2023-W08","Česko","CZ","98.3","procento","%"
"Index cen (%)","7401TI"," 09. týden 2023","2023-W09","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 10. týden 2023","2023-W10","Česko","CZ","102.2","procento","%"
"Index cen (%)","7401TI"," 11. týden 2023","2023-W11","Česko","CZ","97.5","procento","%"
"Index cen (%)","7401TI"," 12. týden 2023","2023-W12","Česko","CZ","98.0","procento","%"
"Index cen (%)","7401TI"," 13. týden 2023","2023-W13","Česko","CZ","98.3","procento","%"
"Index cen (%)","7401TI"," 14. týden 2023","2023-W14","Česko","CZ","98.3","procento","%"
"Index cen (%)","7401TI"," 15. týden 2023","2023-W15","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 16. týden 2023","2023-W16","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 17. týden 2023","2023-W17","Česko","CZ","97.8","procento","%"
"Index cen (%)","7401TI"," 18. týden 2023","2023-W18","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 19. týden 2023","2023-W19","Česko","CZ","94.6","procento","%"
"Index cen (%)","7401TI"," 20. týden 2023","2023-W20","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 21. týden 2023","2023-W21","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 22. týden 2023","2023-W22","Česko","CZ","101.8","procento","%"
"Index cen (%)","7401TI"," 23. týden 2023","2023-W23","Česko","CZ","99.3","procento","%"
"Index cen (%)","7401TI"," 24. týden 2023","2023-W24","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 25. týden 2023","2023-W25","Česko","CZ","103.2","procento","%"
"Index cen (%)","7401TI"," 26. týden 2023","2023-W26","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 27. týden 2023","2023-W27","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 28. týden 2023","2023-W28","Česko","CZ","101.5","procento","%"
"Index cen (%)","7401TI"," 29. týden 2023","2023-W29","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 30. týden 2023","2023-W30","Česko","CZ","102.1","procento","%"
"Index cen (%)","7401TI"," 31. týden 2023","2023-W31","Česko","CZ","105.5","procento","%"
"Index cen (%)","7401TI"," 32. týden 2023","2023-W32","Česko","CZ","106.8","procento","%"
"Index cen (%)","7401TI"," 33. týden 2023","2023-W33","Česko","CZ","103.8","procento","%"
"Index cen (%)","7401TI"," 34. týden 2023","2023-W34","Česko","CZ","96.9","procento","%"
"Index cen (%)","7401TI"," 35. týden 2023","2023-W35","Česko","CZ","102.2","procento","%"
"Index cen (%)","7401TI"," 36. týden 2023","2023-W36","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 37. týden 2023","2023-W37","Česko","CZ","105.5","procento","%"
"Index cen (%)","7401TI"," 38. týden 2023","2023-W38","Česko","CZ","104.4","procento","%"
"Index cen (%)","7401TI"," 39. týden 2023","2023-W39","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 40. týden 2023","2023-W40","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 41. týden 2023","2023-W41","Česko","CZ","96.5","procento","%"
"Index cen (%)","7401TI"," 42. týden 2023","2023-W42","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 43. týden 2023","2023-W43","Česko","CZ","101.4","procento","%"
"Index cen (%)","7401TI"," 44. týden 2023","2023-W44","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 45. týden 2023","2023-W45","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 46. týden 2023","2023-W46","Česko","CZ","97.0","procento","%"
"Index cen (%)","7401TI"," 47. týden 2023","2023-W47","Česko","CZ","98.1","procento","%"
"Index cen (%)","7401TI"," 48. týden 2023","2023-W48","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 49. týden 2023","2023-W49","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 50. týden 2023","2023-W50","Česko","CZ","97.0","procento","%"
"Index cen (%)","7401TI"," 51. týden 2023","2023-W51","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 01. týden 2024","2024-W01","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 02. týden 2024","2024-W02","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 03. týden 2024","2024-W03","Česko","CZ","99.8","procento","%"
"Index cen (%)","7401TI"," 04. týden 2024","2024-W04","Česko","CZ","103.5","procento","%"
"Index cen (%)","7401TI"," 05. týden 2024","2024-W05","Česko","CZ","100.5","procento","%"
"Index cen (%)","7401TI"," 06. týden 2024","2024-W06","Česko","CZ","101.6","procento","%"
"Index cen (%)","7401TI"," 07. týden 2024","2024-W07","Česko","CZ","103.4","procento","%"
"Index cen (%)","7401TI"," 08. týden 2024","2024-W08","Česko","CZ","103.5","procento","%"
"Index cen (%)","7401TI"," 09. týden 2024","2024-W09","Česko","CZ","97.7","procento","%"
"Index cen (%)","7401TI"," 10. týden 2024","2024-W10","Česko","CZ","100.4","procento","%"
"Index cen (%)","7401TI"," 11. týden 2024","2024-W11","Česko","CZ","97.2","procento","%"
"Index cen (%)","7401TI"," 12. týden 2024","2024-W12","Česko","CZ","100.0","procento","%"
"Index cen (%)","7401TI"," 13. týden 2024","2024-W13","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 14. týden 2024","2024-W14","Česko","CZ","100.3","procento","%"
"Index cen (%)","7401TI"," 15. týden 2024","2024-W15","Česko","CZ","103.5","procento","%"
"Index cen (%)","7401TI"," 16. týden 2024","2024-W16","Česko","CZ","98.4","procento","%"
"Index cen (%)","7401TI"," 17. týden 2024","2024-W17","Česko","CZ","97.3","procento","%"
"Index cen (%)","7401TI"," 18. týden 2024","2024-W18","Česko","CZ","99.3","procento","%"
"Index cen (%)","7401TI"," 19. týden 2024","2024-W19","Česko","CZ","96.8","procento","%"
"Index cen (%)","7401TI"," 20. týden 2024","2024-W20","Česko","CZ","98.8","procento","%"
"Index cen (%)","7401TI"," 21. týden 2024","2024-W21","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 22. týden 2024","2024-W22","Česko","CZ","99.7","procento","%"
"Index cen (%)","7401TI"," 23. týden 2024","2024-W23","Česko","CZ","98.2","procento","%"
"Index cen (%)","7401TI"," 24. týden 2024","2024-W24","Česko","CZ","97.6","procento","%"
"Index cen (%)","7401TI"," 25. týden 2024","2024-W25","Česko","CZ","101.9","procento","%"
"Index cen (%)","7401TI"," 26. týden 2024","2024-W26","Česko","CZ","103.8","procento","%"
"Index cen (%)","7401TI"," 27. týden 2024","2024-W27","Česko","CZ","100.7","procento","%"
"Index cen (%)","7401TI"," 28. týden 2024","2024-W28","Česko","CZ","98.7","procento","%"
"Index cen (%)","7401TI"," 29. týden 2024","2024-W29","Česko","CZ","99.3","procento","%"
"Index cen (%)","7401TI"," 30. týden 2024","2024-W30","Česko","CZ","98.1","procento","%"
"Index cen (%)","7401TI"," 31. týden 2024","2024-W31","Česko","CZ","98.6","procento","%"
"Index cen (%)","7401TI"," 32. týden 2024","2024-W32","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 33. týden 2024","2024-W33","Česko","CZ","96.7","procento","%"
"Index cen (%)","7401TI"," 34. týden 2024","2024-W34","Česko","CZ","100.2","procento","%"
"Index cen (%)","7401TI"," 35. týden 2024","2024-W35","Česko","CZ","99.1","procento","%"
"Index cen (%)","7401TI"," 36. týden 2024","2024-W36","Česko","CZ","97.9","procento","%"
"Index cen (%)","7401TI"," 37. týden 2024","2024-W37","Česko","CZ","96.4","procento","%"
