scenario,group,status,month,as_of,headline_gross_pp,assumption,evidence_status,previous_month,baseline_energy_pp,headline_incremental_pp,electricity_mm_pct,gas_mm_pct,repricing_household_share,electricity_commodity_share,monthly_fixed_ex_vat,credit_czk_per_household_month,q4_annual_quantity_share,september_paid_czk,october_paid_czk,january_paid_czk,october_item_mm_pct,january_item_mm_pct,january_headline_gross_pp,visible_policy_intervals,headline_lower_pp,headline_upper_pp,paid_bill_czk,price_index
repricing_1_commodity_0.477_fixed_0,january_2022_exposure,ok,2022-01,2021-12-31T23:59:59+00:00,3.107365854318491,Hypothetical 2% normal energy rise already in headline baseline; hypothetical early CPI treatment and unresolved bill split,scenario_only,2021-12,0.1207794020000001,2.986586452318491,41.82056795238094,68.4562,1.0,0.477,0.0,,,,,,,,,,,,,
repricing_1_commodity_0.477_fixed_100,january_2022_exposure,ok,2022-01,2021-12-31T23:59:59+00:00,3.0866619521585426,Hypothetical 2% normal energy rise already in headline baseline; hypothetical early CPI treatment and unresolved bill split,scenario_only,2021-12,0.1207794020000001,2.9658825501585424,41.42259595170141,68.21064863731658,1.0,0.477,100.0,,,,,,,,,,,,,
repricing_1_commodity_0.594_fixed_0,january_2022_exposure,ok,2022-01,2021-12-31T23:59:59+00:00,3.2672526019759864,Hypothetical 2% normal energy rise already in headline baseline; hypothetical early CPI treatment and unresolved bill split,scenario_only,2021-12,0.1207794020000001,3.1464731999759863,45.96856895238097,68.4562,1.0,0.594,0.0,,,,,,,,,,,,,
repricing_1_commodity_0.594_fixed_100,january_2022_exposure,ok,2022-01,2021-12-31T23:59:59+00:00,3.246548699816037,Hypothetical 2% normal energy rise already in headline baseline; hypothetical early CPI treatment and unresolved bill split,scenario_only,2021-12,0.1207794020000001,3.1257692978160367,45.570596951701425,68.21064863731658,1.0,0.594,100.0,,,,,,,,,,,,,
national_allocation_per_connection_q4_0.25,credit_mapping,ok,2022-10,2022-12-01T23:59:59+00:00,-2.862788328049902,2022 H1 Eurostat proxy held flat; no Jan repricing; POZE stays waived; Q4 quantity held fixed across comparison months,scenario_only,2022-09,0.0,-2.862788328049902,-72.2164990260622,,,,,1081.3110486312187,0.25,1736.2494416666666,482.3908805354481,1563.7019291666668,-72.2164990260622,224.15661080304346,8.885960102144937,,,,,
national_allocation_per_connection_q4_0.28,credit_mapping,ok,2022-10,2022-12-01T23:59:59+00:00,-2.5982707411009907,2022 H1 Eurostat proxy held flat; no Jan repricing; POZE stays waived; Q4 quantity held fixed across comparison months,scenario_only,2022-09,0.0,-2.5982707411009907,-65.54379679617543,,,,,1081.3110486312187,0.28,1944.5993746666672,670.0351120354485,1751.3461606666672,-65.54379679617543,161.3812514013462,6.397435061358063,,,,,
decree_3500_per_connection_q4_0.25,credit_mapping,ok,2022-10,2022-12-01T23:59:59+00:00,-3.057670808913542,2022 H1 Eurostat proxy held flat; no Jan repricing; POZE stays waived; Q4 quantity held fixed across comparison months,scenario_only,2022-09,0.0,-3.057670808913542,-77.13259091856774,,,,,1166.6666666666667,0.25,1736.2494416666666,397.03526250000004,1563.7019291666668,-77.13259091856774,293.8445969057135,11.64851375554247,,,,,
decree_3500_per_connection_q4_0.28,credit_mapping,ok,2022-10,2022-12-01T23:59:59+00:00,-2.7722729561578126,2022 H1 Eurostat proxy held flat; no Jan repricing; POZE stays waived; Q4 quantity held fixed across comparison months,scenario_only,2022-09,0.0,-2.7722729561578126,-69.93316455734112,,,,,1166.6666666666667,0.28,1944.5993746666672,584.6794940000004,1751.3461606666672,-69.93316455734112,199.5395218472748,7.910095640649684,,,,,
decree_2000_per_connection_q4_0.25,credit_mapping,ok,2022-10,2022-12-01T23:59:59+00:00,-1.9160793978906256,2022 H1 Eurostat proxy held flat; no Jan repricing; POZE stays waived; Q4 quantity held fixed across comparison months,scenario_only,2022-09,0.0,-1.9160793978906256,-48.33488547366126,,,,,666.6666666666666,0.25,1736.2494416666666,897.0352625000002,1563.7019291666668,-48.33488547366126,74.31889185812987,2.946130856998128,,,,,
decree_2000_per_connection_q4_0.28,credit_mapping,ok,2022-10,2022-12-01T23:59:59+00:00,-1.752994910601638,2022 H1 Eurostat proxy held flat; no Jan repricing; POZE stays waived; Q4 quantity held fixed across comparison months,scenario_only,2022-09,0.0,-1.752994910601638,-44.22092755296034,,,,,666.6666666666666,0.28,1944.5993746666672,1084.6794940000004,1751.3461606666672,-44.22092755296034,61.462088142570394,2.4364646711636513,,,,,
D01d_literal_quarterly_credit,credit_mapping,rejected_negative_bill,2022-10,,,"ERU D01d 557279 MWh / 719625 points; 3500 CZK/3 exceeds this proxy bill. Requires actual CPI expenditure mapping, not clipping.",scenario_only,,,,,,,,,,,,,,,,,,,,,
october_before_treatment_publication,availability,mapping_unavailable,2022-10,2022-10-31T23:59:59+00:00,,"Economic announcement known, but official CPI treatment not published until 10 November.",scenario_only,,,,,,,,,,,,,,,,,0,,,,
october_after_treatment_publication,availability,ok,2022-10,2022-11-10T23:59:59+00:00,-2.862788328049902,Explicit flat energy counterfactual,scenario_only,2022-09,0.0,-2.862788328049902,-72.2164990260622,,,,,,,,,,,,,,,,,
half_households_unobserved,missing_exposure,bounded_no_point,2022-10,,,"Illustrative unknown-household CZK/month bill envelope, not a confidence interval.",scenario_only,,,,,,,,,,,,,,,,,,-2.9748145130834156,-0.8827620907831394,,
flat_proxy_policy_level_path,monthly_path,ok,2021-01,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2020-12,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-02,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-01,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-03,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-02,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-04,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-03,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-05,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-04,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-06,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-05,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-07,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-06,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-08,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-07,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-09,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-08,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-10,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-09,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-11,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-10,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2021-12,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-01,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2021-12,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-02,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-01,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-03,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-02,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-04,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-03,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-05,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-04,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-06,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-05,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-07,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-06,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-08,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-07,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-09,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-08,0.0,0.0,0.0,,,,,,,,,,,,,,,,1736.2494416666666,100.0
flat_proxy_policy_level_path,monthly_path,ok,2022-10,2023-12-31T23:59:59+00:00,-2.862788328049902,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-09,0.0,-2.862788328049902,-72.2164990260622,,,,,,,,,,,,,,,,482.3908805354481,27.78350097393781
flat_proxy_policy_level_path,monthly_path,ok,2022-11,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-10,0.0,0.0,0.0,,,,,,,,,,,,,,,,482.3908805354481,27.78350097393781
flat_proxy_policy_level_path,monthly_path,ok,2022-12,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,482.3908805354481,27.78350097393781
flat_proxy_policy_level_path,monthly_path,ok,2023-01,2023-12-31T23:59:59+00:00,8.885960102144937,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2022-12,0.0,8.885960102144937,224.15661080304346,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-02,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-01,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-03,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-02,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-04,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-03,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-05,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-04,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-06,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-05,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-07,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-06,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-08,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-07,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-09,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-08,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-10,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-09,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-11,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-10,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
flat_proxy_policy_level_path,monthly_path,ok,2023-12,2023-12-31T23:59:59+00:00,0.0,"Retrospective constant 2022 proxy bill, no underlying repricing; isolates credit/POZE over 2021-23.",scenario_only,2023-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,1563.7019291666668,90.06205511954738
