origin,status_frozen,status_bbg,max_abs_recorded_minus_reproduced,max_abs_bbg_minus_frozen,rms_bbg_minus_frozen,cum12_bbg_minus_frozen
2024-11,estimated,estimated,0.0,0.03015955430740036,0.016657402744043422,-0.023856711671518482
2024-12,estimated,estimated,0.0,0.029446401750301193,0.015113250896050602,-0.005856564569392653
2025-01,estimated,estimated,0.0,0.029895493122371802,0.015952121745839754,0.008589548704474481
2025-02,estimated,estimated,0.0,0.029445385381523095,0.016124070351968525,-0.009641208059505857
2025-03,estimated,estimated,0.0,0.030821614451241763,0.015999454525843216,-0.0018600620353996788
2025-04,estimated,estimated,0.0,0.029950492161197995,0.01769443543299999,-9.327595307695447e-06
2025-05,estimated,estimated,0.0,0.03348109482423001,0.01792374013660526,0.019051968129110364
2025-06,estimated,estimated,0.0,0.031817675711204946,0.01817936877925692,-0.009129045845636341
2025-07,estimated,estimated,0.0,0.030283710485981122,0.018230447634625037,0.0012653509071638425
2025-08,estimated,estimated,0.0,0.029680022895456737,0.018764569421092968,-0.012043975878743396
2025-09,estimated,estimated,0.0,0.0369805120402712,0.019194626729541114,0.00800873676023528
2025-10,estimated,estimated,0.0,0.03690148650138338,0.019117540041408528,-0.0017083078197486223
2025-11,estimated,estimated,0.0,0.036529869035253446,0.019891676178252826,-0.022922624956712045
2025-12,estimated,estimated,0.0,0.036960935745067314,0.019558496721121612,0.013228906761444392
2026-01,estimated,estimated,0.0,0.03594005150813068,0.019488122850557697,-0.026007412330038004
2026-02,estimated,estimated,0.0,0.03506559200967824,0.01964081753000905,-0.026078118094950753
2026-03,estimated,estimated,0.0,0.03882373439695114,0.018740689202057327,0.028337688969999775
2026-04,estimated,estimated,0.0,0.03493285179377764,0.016574180639541063,-0.023536018396109082
2026-05,estimated,estimated,0.0,0.03546521039037476,0.01611505372305763,-0.017832770942106002
2026-06,estimated,estimated,0.0,0.036705102253202226,0.015761563286399886,0.0013555079331331044
2026-07,estimated,estimated,0.0,0.030195321807556408,0.015275944786029831,-0.019221065871724896
