Měsíc,Zóna,Délka fixace,Dolní hranice InPásma (bez DPH),Horní hranice InPásma (bez DPH),Dolní hranice InPásma (s DPH),Horní hranice InPásma (s DPH)
2026-01-01 00:00:00,Rodinný dům,36,973.8830744506938,1067.2164077840273,1178.3985200853394,1291.331853418673
2026-01-01 00:00:00,Vaření,12,1053.435347380566,1140.0186807138994,1274.656770330485,1379.422603663818
2026-01-01 00:00:00,Vaření,24,965.6061829096913,1043.2728495763579,1168.3834813207263,1262.360147987393
2026-01-01 00:00:00,Vaření,36,968.9664077840272,1067.2164077840273,1172.449353418673,1291.331853418673
2026-02-01 00:00:00,Ohřev,12,1108.4366723244807,1158.8116723244807,1341.2083735126216,1402.1621235126215
2026-02-01 00:00:00,Ohřev,24,1002.4110667772236,1037.4110667772236,1212.9173908004404,1255.2673908004406
2026-02-01 00:00:00,Ohřev,36,988.887569812614,1074.137569812614,1196.553959473263,1299.7064594732628
2026-02-01 00:00:00,Rodinný dům,12,1108.4366723244807,1158.8116723244807,1341.2083735126216,1402.1621235126215
2026-02-01 00:00:00,Rodinný dům,24,1002.4110667772236,1037.4110667772236,1212.9173908004404,1255.2673908004406
2026-02-01 00:00:00,Rodinný dům,36,988.887569812614,1074.137569812614,1196.553959473263,1299.7064594732628
2026-02-01 00:00:00,Vaření,12,1116.8741723244807,1202.0616723244807,1351.4177485126215,1454.4946235126215
2026-02-01 00:00:00,Vaření,24,1005.0985667772236,1074.5360667772236,1216.1692658004406,1300.1886408004405
2026-02-01 00:00:00,Vaření,36,978.700069812614,1074.137569812614,1184.227084473263,1299.7064594732628
2026-03-01 00:00:00,Ohřev,12,1143.6036857288416,1198.2036857288417,1383.7604597318982,1449.8264597318985
2026-03-01 00:00:00,Ohřev,24,1021.8040530285883,1067.0040530285883,1236.3829041645918,1291.0749041645918
2026-03-01 00:00:00,Ohřev,36,994.9109699693395,1078.3109699693396,1203.8422736629007,1304.7562736629009
2026-03-01 00:00:00,Rodinný dům,12,1143.6036857288416,1198.2036857288417,1383.7604597318982,1449.8264597318985
2026-03-01 00:00:00,Rodinný dům,24,1021.8040530285883,1067.0040530285883,1236.3829041645918,1291.0749041645918
2026-03-01 00:00:00,Rodinný dům,36,994.9109699693395,1078.3109699693396,1203.8422736629007,1304.7562736629009
2026-03-01 00:00:00,Vaření,12,1150.1536857288415,1239.0036857288417,1391.6859597318983,1499.1944597318984
2026-03-01 00:00:00,Vaření,24,1030.3040530285884,1098.6040530285882,1246.667904164592,1329.3109041645916
2026-03-01 00:00:00,Vaření,36,987.1609699693395,1078.7109699693397,1194.4647736629008,1305.240273662901
2026-04-01 00:00:00,Ohřev,12,1551.1600235841775,1608.576690250844,1876.9036285368547,1946.3777952035211
2026-04-01 00:00:00,Ohřev,24,1291.2745868659651,1343.1079201992984,1562.4422501078177,1625.160583441151
2026-04-01 00:00:00,Ohřev,36,1193.0498610535406,1277.2998610535406,1443.590331874784,1545.532831874784
2026-04-01 00:00:00,Rodinný dům,12,1551.1600235841775,1608.576690250844,1876.9036285368547,1946.3777952035211
2026-04-01 00:00:00,Rodinný dům,24,1291.2745868659651,1343.1079201992984,1562.4422501078177,1625.160583441151
2026-04-01 00:00:00,Rodinný dům,36,1193.0498610535406,1277.2998610535406,1443.590331874784,1545.532831874784
2026-04-01 00:00:00,Vaření,12,1556.451690250844,1647.7433569175107,1883.3065452035212,1993.7694618701878
2026-04-01 00:00:00,Vaření,24,1300.5245868659651,1370.7745868659651,1573.6347501078178,1658.6372501078179
2026-04-01 00:00:00,Vaření,36,1188.3415277202073,1279.4665277202073,1437.8932485414507,1548.1544985414507
2026-05-01 00:00:00,Ohřev,12,1387.2173353183261,1446.0030496040404,1678.5329757351747,1749.663690020889
2026-05-01 00:00:00,Ohřev,24,1195.3904526167166,1255.6761669024309,1446.422447666227,1519.3681619519414
2026-05-01 00:00:00,Ohřev,36,1145.7400478587795,1233.4543335730652,1386.345457909123,1492.479743623409
2026-05-01 00:00:00,Rodinný dům,12,1387.2173353183261,1446.0030496040404,1678.5329757351747,1749.663690020889
2026-05-01 00:00:00,Rodinný dům,24,1195.3904526167166,1255.6761669024309,1446.422447666227,1519.3681619519414
2026-05-01 00:00:00,Rodinný dům,36,1145.7400478587795,1233.4543335730652,1386.345457909123,1492.479743623409
2026-05-01 00:00:00,Vaření,12,1397.8601924611835,1486.6459067468977,1691.410832878032,1798.841547163746
2026-05-01 00:00:00,Vaření,24,1211.3904526167166,1281.3904526167166,1465.782447666227,1550.482447666227
2026-05-01 00:00:00,Vaření,36,1142.4900478587795,1235.3114764302081,1382.4129579091232,1494.7268864805517
2026-06-01 00:00:00,Ohřev,12,1387.191394394502,1449.128894394502,1678.5015872173474,1753.4459622173472
2026-06-01 00:00:00,Ohřev,24,1188.4891273571066,1253.7078773571066,1438.0718441020988,1516.986531602099
2026-06-01 00:00:00,Ohřev,36,1146.887081839347,1240.949581839347,1387.7333690256098,1501.5489940256098
2026-06-01 00:00:00,Rodinný dům,12,1387.191394394502,1449.128894394502,1678.5015872173474,1753.4459622173472
2026-06-01 00:00:00,Rodinný dům,24,1188.4891273571066,1253.7078773571066,1438.0718441020988,1516.986531602099
2026-06-01 00:00:00,Rodinný dům,36,1146.887081839347,1240.949581839347,1387.7333690256098,1501.5489940256098
2026-06-01 00:00:00,Vaření,12,1395.535144394502,1490.378894394502,1688.5975247173474,1803.3584622173473
2026-06-01 00:00:00,Vaření,24,1207.8016273571066,1277.5203773571066,1461.439969102099,1545.7996566020988
2026-06-01 00:00:00,Vaření,36,1144.730831839347,1242.574581839347,1385.1243065256099,1503.51524402561
2026-07-01 00:00:00,Ohřev,12,1328.9478174828027,1393.3367063716914,1608.0268591541912,1685.9374147097467
2026-07-01 00:00:00,Ohřev,24,1144.584578599748,1214.8068008219702,1384.947340105695,1469.916228994584
2026-07-01 00:00:00,Ohřev,36,1116.1287823297564,1221.9621156630897,1350.515826619005,1478.5741599523385
2026-07-01 00:00:00,Rodinný dům,12,1328.9478174828027,1393.3367063716914,1608.0268591541912,1685.9374147097467
2026-07-01 00:00:00,Rodinný dům,24,1144.584578599748,1214.8068008219702,1384.947340105695,1469.916228994584
2026-07-01 00:00:00,Rodinný dům,36,1116.1287823297564,1221.9621156630897,1350.515826619005,1478.5741599523385
2026-07-01 00:00:00,Vaření,12,1335.5033730383582,1435.0589285939136,1615.9590813764135,1736.4213035986354
2026-07-01 00:00:00,Vaření,24,1166.723467488637,1236.7512452664146,1411.7353956612508,1496.4690067723616
2026-07-01 00:00:00,Vaření,36,1121.2121156630897,1223.4065601075342,1356.6666599523385,1480.3219377301164
2026-08-01 00:00:00,Ohřev,12,1398.8111739141295,1465.1611739141294,1692.5615204360968,1772.8450204360965
2026-08-01 00:00:00,Ohřev,24,1179.8647110997194,1254.0647110997195,1427.6363004306604,1517.4183004306606
2026-08-01 00:00:00,Ohřev,36,1139.747602599702,1251.097602599702,1379.0945991456394,1513.8280991456393
2026-08-01 00:00:00,Rodinný dům,12,1398.8111739141295,1465.1611739141294,1692.5615204360968,1772.8450204360965
2026-08-01 00:00:00,Rodinný dům,24,1179.8647110997194,1254.0647110997195,1427.6363004306604,1517.4183004306606
2026-08-01 00:00:00,Rodinný dům,36,1139.747602599702,1251.097602599702,1379.0945991456394,1513.8280991456393
2026-08-01 00:00:00,Vaření,12,1403.9361739141295,1507.2611739141296,1698.7627704360966,1823.7860204360968
2026-08-01 00:00:00,Vaření,24,1203.7897110997194,1273.9147110997194,1456.5855504306605,1541.4368004306605
2026-08-01 00:00:00,Vaření,36,1144.3226025997021,1252.3976025997022,1384.6303491456395,1515.4010991456396
2026-09-01 00:00:00,Ohřev,12,1582.4932285739756,1650.0159558467028,1914.8168065745103,1996.5193065745104
2026-09-01 00:00:00,Ohřev,24,1292.2406576095896,1368.1497485186806,1563.6111957076034,1655.4611957076033
2026-09-01 00:00:00,Ohřev,36,1222.7601563319083,1344.4419745137266,1479.539789161609,1626.774789161609
2026-09-01 00:00:00,Rodinný dům,12,1582.4932285739756,1650.0159558467028,1914.8168065745103,1996.5193065745104
2026-09-01 00:00:00,Rodinný dům,24,1292.2406576095896,1368.1497485186806,1563.6111957076034,1655.4611957076033
2026-09-01 00:00:00,Rodinný dům,36,1222.7601563319083,1344.4419745137266,1479.539789161609,1626.774789161609
2026-09-01 00:00:00,Vaření,12,1585.78868311943,1690.970501301248,1918.8043065745103,2046.07430657451
2026-09-01 00:00:00,Vaření,24,1313.9906576095896,1389.0588394277713,1589.9286957076033,1680.7611957076033
2026-09-01 00:00:00,Vaření,36,1229.1919745137266,1342.0783381500903,1487.3222891616092,1623.9147891616092
