clock,report_date,cutoff_date,quarter,quarters_ahead,origin,as_of_utc,included,actual_complete,missing_models,n_models_available,reason
cutoff,2025-11-13,2025-10-24,2026Q1,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2025-11-13,2025-10-24,2026Q2,3,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2025-11-13,2025-10-24,2026Q3,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2026Q4,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q1,6,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q2,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q3,8,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2025-11-13,2025-10-24,2027Q4,9,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-02-12,2026-01-23,2026Q1,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2026-02-12,2026-01-23,2026Q2,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2026-02-12,2026-01-23,2026Q3,3,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-02-12,2026-01-23,2026Q4,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q1,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q2,6,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q3,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-02-12,2026-01-23,2027Q4,8,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2026Q1,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2026-02-12,2026-01-23,2026Q2,2,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2026-02-12,2026-01-23,2026Q3,3,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2026Q4,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q1,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q2,6,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q3,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-02-12,2026-01-23,2027Q4,8,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-05-14,2026-04-24,2026Q2,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
report,2026-05-14,2026-04-24,2026Q3,2,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-05-14,2026-04-24,2026Q4,3,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-05-14,2026-04-24,2027Q1,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-05-14,2026-04-24,2027Q2,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-05-14,2026-04-24,2027Q3,6,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-05-14,2026-04-24,2027Q4,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2026Q2,1,2019-03,2019-04-09 21:59:00+00:00,False,True,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_model_quarter
cutoff,2026-05-14,2026-04-24,2026Q3,2,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2026Q4,3,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q1,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q2,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q3,6,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-05-14,2026-04-24,2027Q4,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2026Q3,1,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2026Q4,2,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2027Q1,3,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2027Q2,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2027Q3,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2027Q4,6,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q1,7,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q2,8,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q3,9,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
report,2026-08-13,2026-07-24,2028Q4,10,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-08-13,2026-07-24,2026Q3,1,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-08-13,2026-07-24,2026Q4,2,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-08-13,2026-07-24,2027Q1,3,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-08-13,2026-07-24,2027Q2,4,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
cutoff,2026-08-13,2026-07-24,2027Q3,5,2019-03,2019-04-09 21:59:00+00:00,False,False,INDEPENDENT_BRIDGE|STABLE_PIPELINE_R14B|STABLE_LOCAL_CORE_R14B|STATE_SLOW_R15|STATE_MID_R15|STATE_FAST_R15|STATE_ADAPT_R15|ENET_DOMESTIC_R15|ENET_IMPORTED_R15|ENET_BOTH_R15|ENET_WIDE_R15|RF_RESIDUAL_R15|BLEND_LINEAR_RF_R15|BLEND_WIDE_STATE_R15,0,incomplete_actual
