"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Středočeský kraj","CZ020","4495.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Jihočeský kraj","CZ031","4539.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Ústecký kraj","CZ042","4645.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Královéhradecký kraj","CZ052","4429.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Pardubický kraj","CZ053","4379.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Kraj Vysočina","CZ063","4372.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Jihomoravský kraj","CZ064","4524.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Olomoucký kraj","CZ071","4349.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","březen 2015","2015-03","Česko","CZ","Zlínský kraj","CZ072","4417.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - březen 2015","2015-03K","Česko","CZ","","","4366.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","","","4454.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Středočeský kraj","CZ020","4458.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Jihočeský kraj","CZ031","4363.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Ústecký kraj","CZ042","4677.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Královéhradecký kraj","CZ052","4489.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Pardubický kraj","CZ053","4325.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Kraj Vysočina","CZ063","4524.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Jihomoravský kraj","CZ064","4514.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Olomoucký kraj","CZ071","4367.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","duben 2015","2015-04","Česko","CZ","Zlínský kraj","CZ072","4489.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - duben 2015","2015-04K","Česko","CZ","","","4388.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","","","4423.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Středočeský kraj","CZ020","4403.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Jihočeský kraj","CZ031","4221.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Plzeňský kraj","CZ032","4590.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Ústecký kraj","CZ042","4479.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Královéhradecký kraj","CZ052","4389.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Pardubický kraj","CZ053","4527.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Kraj Vysočina","CZ063","4480.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Jihomoravský kraj","CZ064","4513.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Olomoucký kraj","CZ071","4328.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","květen 2015","2015-05","Česko","CZ","Zlínský kraj","CZ072","4490.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - květen 2015","2015-05K","Česko","CZ","","","4395.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","","","4382.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Středočeský kraj","CZ020","4343.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Královéhradecký kraj","CZ052","4470.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Pardubický kraj","CZ053","4422.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Jihomoravský kraj","CZ064","4422.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Olomoucký kraj","CZ071","4332.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červen 2015","2015-06","Česko","CZ","Zlínský kraj","CZ072","4400.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - červen 2015","2015-06K","Česko","CZ","","","4393.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","","","4330.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Středočeský kraj","CZ020","4397.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Královéhradecký kraj","CZ052","4359.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Pardubický kraj","CZ053","4288.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Kraj Vysočina","CZ063","4397.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Jihomoravský kraj","CZ064","4426.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Olomoucký kraj","CZ071","4193.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","červenec 2015","2015-07","Česko","CZ","Zlínský kraj","CZ072","4325.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - červenec 2015","2015-07K","Česko","CZ","","","4384.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","","","4286.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Středočeský kraj","CZ020","4369.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Jihočeský kraj","CZ031","4149.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Ústecký kraj","CZ042","4233.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Královéhradecký kraj","CZ052","4376.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Pardubický kraj","CZ053","4267.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Kraj Vysočina","CZ063","4255.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Jihomoravský kraj","CZ064","4337.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Olomoucký kraj","CZ071","4135.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Zlínský kraj","CZ072","4328.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","srpen 2015","2015-08","Česko","CZ","Moravskoslezský kraj","CZ080","3934.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - srpen 2015","2015-08K","Česko","CZ","","","4372.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","","","4258.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Středočeský kraj","CZ020","4299.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Jihočeský kraj","CZ031","4233.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Plzeňský kraj","CZ032","4352.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Karlovarský kraj","CZ041","0.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Ústecký kraj","CZ042","0.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Liberecký kraj","CZ051","0.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Královéhradecký kraj","CZ052","4255.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Pardubický kraj","CZ053","4403.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Kraj Vysočina","CZ063","4256.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Jihomoravský kraj","CZ064","4348.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Olomoucký kraj","CZ071","4105.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Zlínský kraj","CZ072","4297.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","září 2015","2015-09","Česko","CZ","Moravskoslezský kraj","CZ080","0.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","leden - září 2015","2015-09K","Česko","CZ","","","4359.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","","","4213.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Středočeský kraj","CZ020","4270.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice potravinářská [t]","1011","říjen 2015","2015-10","Česko","CZ","Jihočeský kraj","CZ031","4218.0","koruna česká","Kč"
