origin,as_of,status,czech_phase,cz_status,cz_last_month,cz_momentum,cz_momentum_before,cz_change,mu_own
2021-09,2021-10-10T21:59:00+00:00,estimated,building,estimated,2021-08,8.248949137526381,2.5807883955872057,5.668160741939175,0.09965838098494008
2021-10,2021-11-09T22:59:00+00:00,estimated,building,estimated,2021-09,7.23934091335218,4.043103862813155,3.1962370505390254,0.09965838098494008
2021-11,2021-12-09T22:59:00+00:00,estimated,building,estimated,2021-10,8.139411294300317,4.440475794086808,3.6989355002135085,0.09965838098494008
2021-12,2022-01-11T22:59:00+00:00,estimated,building,estimated,2021-11,8.043549608347234,6.215797248742433,1.8277523596048013,0.09966672266829846
2022-01,2022-02-13T22:59:00+00:00,estimated,fading,estimated,2021-12,6.744128079553263,7.0149108066118515,-0.2707827270585881,0.09967506435165684
2022-02,2022-03-09T22:59:00+00:00,estimated,fading,estimated,2022-01,6.614773111533395,7.830981950626494,-1.216208839093099,0.09967506435165684
2022-03,2022-04-10T21:59:00+00:00,estimated,fading,estimated,2022-02,7.166118845199492,8.248949137526381,-1.0828302923268893,0.09967506435165684
2022-04,2022-05-09T21:59:00+00:00,estimated,building,estimated,2022-03,11.183803625209862,7.23934091335218,3.944462711857682,0.09967526420575466
2022-05,2022-06-09T21:59:00+00:00,estimated,building,estimated,2022-04,12.021625558208996,8.139411294300317,3.882214263908679,0.09967546405985249
2022-06,2022-07-12T21:59:00+00:00,estimated,building,estimated,2022-05,13.963899911331964,8.043549608347234,5.92035030298473,0.09971278978809006
2022-07,2022-08-09T21:59:00+00:00,estimated,building,estimated,2022-06,16.195166088088,6.744128079553263,9.451038008534738,0.09975011551632766
2022-08,2022-09-11T21:59:00+00:00,estimated,building,estimated,2022-07,13.838970177559872,6.614773111533395,7.224197066026477,0.09975011551632766
2022-09,2022-10-10T21:59:00+00:00,estimated,building,estimated,2022-08,11.017149030728945,7.166118845199492,3.851030185529453,0.09975011551632768
2022-10,2022-11-09T22:59:00+00:00,estimated,fading,estimated,2022-09,6.1389596227098195,11.183803625209862,-5.044844002500042,0.10388154117802147
2022-11,2022-12-11T22:59:00+00:00,estimated,fading,estimated,2022-10,4.86693985150373,12.021625558208996,-7.154685706705266,0.10801296683971527
2022-12,2023-01-10T22:59:00+00:00,estimated,fading,estimated,2022-11,0.6535970979784906,13.963899911331964,-13.310302813353474,0.10801702563541667
2023-01,2023-02-09T22:59:00+00:00,estimated,fading,estimated,2022-12,-3.1852427374369654,16.195166088088,-19.380408825524967,0.10802108443111809
2023-02,2023-03-09T22:59:00+00:00,estimated,fading,estimated,2023-01,-1.1372990172270079,13.838970177559872,-14.97626919478688,0.10802108443111809
2023-03,2023-04-12T21:59:00+00:00,estimated,fading,estimated,2023-02,-0.0815328214754345,11.017149030728945,-11.098681852204379,0.10802108443111812
2023-04,2023-05-10T21:59:00+00:00,estimated,fading,estimated,2023-03,-0.4086642385452137,6.1389596227098195,-6.547623861255033,0.10802523448305186
2023-05,2023-06-11T21:59:00+00:00,estimated,fading,estimated,2023-04,-2.52765189403317,4.86693985150373,-7.3945917455369,0.1080293845349856
2023-06,2023-07-12T21:59:00+00:00,estimated,fading,estimated,2023-05,-2.1399993611934747,0.6535970979784906,-2.7935964591719653,0.1121314836919728
2023-07,2023-08-09T21:59:00+00:00,estimated,building,estimated,2023-06,-0.49916908972409146,-3.1852427374369654,2.686073647712874,0.11623358284896002
2023-08,2023-09-10T21:59:00+00:00,estimated,fading,estimated,2023-07,-2.397799870666006,-1.1372990172270079,-1.260500853438998,0.11628776001332874
2023-09,2023-10-09T21:59:00+00:00,estimated,fading,estimated,2023-08,-2.143528072006518,-0.0815328214754345,-2.0619952505310835,0.11634193717769747
2023-10,2023-11-09T22:59:00+00:00,estimated,fading,estimated,2023-09,-1.3190628185949436,-0.4086642385452137,-0.9103985800497298,0.11634193717769747
2023-11,2023-12-10T22:59:00+00:00,estimated,building,estimated,2023-10,-0.4966897628337392,-2.52765189403317,2.0309621311994306,0.11634193717769747
2023-12,2024-01-10T22:59:00+00:00,estimated,building,estimated,2023-11,-0.3333336419757984,-2.1399993611934747,1.8066657192176763,0.11635443720894756
2024-01,2024-02-14T22:59:00+00:00,estimated,fading,estimated,2023-12,-0.837525833673169,-0.49916908972409146,-0.33835674394907755,0.11636693724019764
2024-02,2024-03-10T22:59:00+00:00,estimated,building,estimated,2024-01,0.0,-2.397799870666006,2.397799870666006,0.12034850960705279
2024-03,2024-04-09T21:59:00+00:00,estimated,building,estimated,2024-02,0.4158010148663607,-2.143528072006518,2.5593290868728786,0.12433008197390794
2024-04,2024-05-12T21:59:00+00:00,estimated,building,estimated,2024-03,0.4140792666032098,-1.3190628185949436,1.7331420851981534,0.1244716599536474
2024-05,2024-06-10T21:59:00+00:00,estimated,building,estimated,2024-04,0.7441125694688253,-0.4966897628337392,1.2408023323025645,0.12461323793338687
2024-06,2024-07-09T21:59:00+00:00,estimated,building,estimated,2024-05,0.41649372992844746,-0.3333336419757984,0.7498273719042459,0.12463386387689808
2024-07,2024-08-11T21:59:00+00:00,estimated,building,estimated,2024-06,0.837525833673169,-0.837525833673169,1.675051667346338,0.12465448982040932
2024-08,2024-09-09T21:59:00+00:00,estimated,building,estimated,2024-07,0.999175673191985,0.0,0.999175673191985,0.13283396369162978
2024-09,2024-10-09T21:59:00+00:00,estimated,fading,estimated,2024-08,-0.1661129950076088,0.4158010148663607,-0.5819140098739695,0.14101343756285026
2024-10,2024-11-10T22:59:00+00:00,estimated,fading,estimated,2024-09,-1.0801933032813622,0.4140792666032098,-1.494272569884572,0.14115504917563054
2024-11,2024-12-09T22:59:00+00:00,estimated,fading,estimated,2024-10,-1.0766149539459775,0.7441125694688253,-1.8207275234148028,0.14129666078841083
2024-12,2025-01-12T22:59:00+00:00,estimated,fading,estimated,2024-11,0.0,0.41649372992844746,-0.41649372992844746,0.14129666078841083
2025-01,2025-02-05T22:59:00+00:00,estimated,fading,estimated,2024-12,0.16666670524693927,0.837525833673169,-0.6708591284262297,0.14129666078841083
2025-02,2025-03-04T22:59:00+00:00,estimated,fading,estimated,2025-01,0.24824174932558662,0.999175673191985,-0.7509339238663983,0.14536540938066211
2025-03,2025-04-03T21:59:00+00:00,estimated,building,estimated,2025-02,0.5801922616108186,-0.1661129950076088,0.7463052566184274,0.1494341579729134
2025-04,2025-05-05T21:59:00+00:00,estimated,building,estimated,2025-03,0.6661140366781524,-1.0801933032813622,1.7463073399595146,0.1495299941018435
2025-05,2025-06-03T21:59:00+00:00,estimated,building,estimated,2025-04,0.24948037887821783,-1.0766149539459775,1.3260953328241953,0.1496258302307736
2025-06,2025-07-03T21:59:00+00:00,estimated,fading,estimated,2025-05,0.0,0.0,0.0,0.1536945788230249
2025-07,2025-08-04T21:59:00+00:00,estimated,fading,estimated,2025-06,0.1663893894695434,0.16666670524693927,-0.0002773157773958701,0.15776332741527618
2025-08,2025-09-03T21:59:00+00:00,estimated,fading,estimated,2025-07,-0.5801922616108186,0.24824174932558662,-0.8284340109364052,0.15780512091581295
2025-09,2025-10-05T21:59:00+00:00,estimated,fading,estimated,2025-08,-0.9966859915392661,0.5801922616108186,-1.5768782531500847,0.1578469144163497
2025-10,2025-11-04T22:59:00+00:00,estimated,fading,estimated,2025-09,-0.7496911414177703,0.6661140366781524,-1.4158051780959227,0.15788437332981842
2025-11,2025-12-03T22:59:00+00:00,estimated,fading,estimated,2025-10,-1.0016778243470412,0.24948037887821783,-1.251158203225259,0.15792183224328712
2025-12,2026-01-06T22:59:00+00:00,estimated,fading,estimated,2025-11,-0.7509422022131389,0.0,-0.7509422022131389,0.16200300620257133
2026-01,2026-02-04T22:59:00+00:00,estimated,fading,estimated,2025-12,-1.2547216052088856,0.1663893894695434,-1.421110994678429,0.16608418016185553
2026-02,2026-03-03T22:59:00+00:00,estimated,fading,estimated,2026-01,-1.2547216052088856,-0.5801922616108186,-0.674529343598067,0.16608418016185555
2026-03,2026-04-06T21:59:00+00:00,estimated,building,estimated,2026-02,-0.7540881984612042,-0.9966859915392661,0.24259779307806184,0.16608418016185555
2026-04,2026-05-05T21:59:00+00:00,estimated,building,estimated,2026-03,1.9868203216724964,-0.7496911414177703,2.7365114630902667,0.16608418016185555
2026-05,2026-06-03T21:59:00+00:00,estimated,building,estimated,2026-04,4.028493757931187,-1.0016778243470412,5.0301715822782285,0.16608418016185555
2026-06,2026-07-06T21:59:00+00:00,estimated,building,estimated,2026-05,4.262940539485044,-0.7509422022131389,5.013882741698183,0.16614683234332492
2026-07,2026-08-04T21:59:00+00:00,estimated,building,estimated,2026-06,4.041787246989827,-1.2547216052088856,5.296508852198713,0.1662094845247943
