sample,model,h,metric,policy,n_intended,n,rmse,mae,bias
recent_targets,CORE_GAP_ADAPT_R14,9,yy,extended,40,31,1.6158879756773066,1.1620679849919404,1.1250302813029958
recent_targets,CORE_GAP_ADAPT_R14,9,core_mm,short,40,31,0.28650003314375655,0.1976559796972345,0.1602416735561087
recent_targets,CORE_GAP_ADAPT_R14,9,core_mm,extended,40,31,0.311200699732593,0.204333686580966,0.14116334524302737
recent_targets,CORE_GAP_ADAPT_R14,9,core_log,short,40,31,2.179385703663331,1.3700080662778842,1.2829350855548365
recent_targets,CORE_GAP_ADAPT_R14,9,core_log,extended,40,31,2.0927235706965113,1.294110676756291,1.0521170789662444
recent_targets,CORE_GAP_ADAPT_R14,10,yy,short,41,31,2.2094567767808786,1.6388138818042284,1.6134160555095611
recent_targets,CORE_GAP_ADAPT_R14,10,yy,extended,41,31,2.1390620294889087,1.5150566502510057,1.4716259406643843
recent_targets,CORE_GAP_ADAPT_R14,10,core_mm,short,41,31,0.38165725535930517,0.25621348273767613,0.22338820930364361
recent_targets,CORE_GAP_ADAPT_R14,10,core_mm,extended,41,31,0.3784447132836015,0.24818635547198686,0.19693831921029875
recent_targets,CORE_GAP_ADAPT_R14,10,core_log,short,41,31,2.8497510672897746,1.7736630446203296,1.7300800591066032
recent_targets,CORE_GAP_ADAPT_R14,10,core_log,extended,41,31,2.7745358180189084,1.6815666547105534,1.4738767812728597
recent_targets,CORE_GAP_ADAPT_R14,11,yy,short,42,31,2.75551224692319,2.032831878777875,2.0120746289279317
recent_targets,CORE_GAP_ADAPT_R14,11,yy,extended,42,31,2.667380681848612,1.891611497602492,1.8489197028065956
recent_targets,CORE_GAP_ADAPT_R14,11,core_mm,short,42,31,0.4591246219468504,0.29851992749574374,0.2653063111604959
recent_targets,CORE_GAP_ADAPT_R14,11,core_mm,extended,42,31,0.42144352617249464,0.27974014451943185,0.2274596779740408
recent_targets,CORE_GAP_ADAPT_R14,11,core_log,short,42,31,3.6150914278570423,2.261958682000288,2.250088362876673
recent_targets,CORE_GAP_ADAPT_R14,11,core_log,extended,42,31,3.5216073187379857,2.14119097795221,1.9557408397575613
recent_targets,CORE_GAP_ADAPT_R14,12,yy,short,43,31,3.392012116451125,2.4738355872235243,2.4738355872235243
recent_targets,CORE_GAP_ADAPT_R14,12,yy,extended,43,31,3.1962941927201114,2.275191114316853,2.257773170941642
recent_targets,CORE_GAP_ADAPT_R14,12,core_mm,short,43,31,0.5881087532866703,0.3665618793296238,0.3346232083736828
recent_targets,CORE_GAP_ADAPT_R14,12,core_mm,extended,43,31,0.5070926811235006,0.3389567456649746,0.2796803485864118
recent_targets,CORE_GAP_ADAPT_R14,12,core_log,short,43,31,4.726625361342322,2.956894764480305,2.950137097686252
recent_targets,CORE_GAP_ADAPT_R14,12,core_log,extended,43,31,4.461622289803597,2.7500010819552174,2.567171033112395
recent_targets,CORE_GAP_RF_R14,1,yy,short,32,31,0.3510234210432112,0.2623552822135849,0.03774297241568743
recent_targets,CORE_GAP_RF_R14,1,yy,extended,32,31,0.3526427194486786,0.26498805735732006,0.030807562285428605
recent_targets,CORE_GAP_RF_R14,1,core_mm,short,32,31,0.15959100522383274,0.1297194765762715,0.024740321731001002
recent_targets,CORE_GAP_RF_R14,1,core_mm,extended,32,31,0.16221506091223303,0.13098044167666842,0.011943336683353616
recent_targets,CORE_GAP_RF_R14,1,core_log,short,32,31,0.15911971856685134,0.12938924750395395,0.0248326153187721
recent_targets,CORE_GAP_RF_R14,1,core_log,extended,32,31,0.16171532813676595,0.1306472440875736,0.012063061856419964
recent_targets,CORE_GAP_RF_R14,2,yy,short,33,31,0.4771427524804915,0.3638818142972212,0.06593089169551732
recent_targets,CORE_GAP_RF_R14,2,yy,extended,33,31,0.480242783468378,0.36520854219107096,0.052246350769996536
recent_targets,CORE_GAP_RF_R14,2,core_mm,short,33,31,0.15270665202404085,0.12090611658166478,0.02393713918590361
recent_targets,CORE_GAP_RF_R14,2,core_mm,extended,33,31,0.15529370781876217,0.11907788198527686,0.011323048777977055
recent_targets,CORE_GAP_RF_R14,2,core_log,short,33,31,0.23221396532093466,0.18225083122092242,0.05678574754647526
recent_targets,CORE_GAP_RF_R14,2,core_log,extended,33,31,0.24070968260361117,0.17808665192785178,0.03159281236255931
recent_targets,CORE_GAP_RF_R14,3,yy,short,34,31,0.501773403865841,0.40218024338495983,0.08833676306984474
recent_targets,CORE_GAP_RF_R14,3,yy,extended,34,31,0.5028137908204363,0.39834052563624806,0.06766083392455856
recent_targets,CORE_GAP_RF_R14,3,core_mm,short,34,31,0.16830976807535425,0.1281758741356547,0.02684140174931596
recent_targets,CORE_GAP_RF_R14,3,core_mm,extended,34,31,0.16186160847389364,0.1190232864563396,0.014131659835512244
recent_targets,CORE_GAP_RF_R14,3,core_log,short,34,31,0.3042869812785417,0.21309932695664574,0.09577189399069454
recent_targets,CORE_GAP_RF_R14,3,core_log,extended,34,31,0.30362869728090214,0.20338410592150713,0.0577376435908689
recent_targets,CORE_GAP_RF_R14,4,yy,short,35,31,0.5055465919657031,0.4208495201812837,0.22141460134576937
recent_targets,CORE_GAP_RF_R14,4,yy,extended,35,31,0.5024960625808622,0.4163744063415418,0.19071152162430113
recent_targets,CORE_GAP_RF_R14,4,core_mm,short,35,31,0.2143805711288029,0.16420872774173934,0.08421205802345237
recent_targets,CORE_GAP_RF_R14,4,core_mm,extended,35,31,0.20960158129781098,0.155849336165342,0.06404542468232326
recent_targets,CORE_GAP_RF_R14,4,core_log,short,35,31,0.43753131166892756,0.30913606702979757,0.20500227100546495
recent_targets,CORE_GAP_RF_R14,4,core_log,extended,35,31,0.43099862445860476,0.2935423367174109,0.14844281479342727
recent_targets,CORE_GAP_RF_R14,5,yy,short,36,31,0.6350899270134372,0.48906115335263867,0.39625608430928694
recent_targets,CORE_GAP_RF_R14,5,yy,extended,36,31,0.6249013895241946,0.473446355526814,0.3582867257231736
recent_targets,CORE_GAP_RF_R14,5,core_mm,short,36,31,0.220640315825268,0.16217419922616375,0.09570065450537076
recent_targets,CORE_GAP_RF_R14,5,core_mm,extended,36,31,0.20922367023962368,0.147925677104829,0.07652561546126486
recent_targets,CORE_GAP_RF_R14,5,core_log,short,36,31,0.6472126740298114,0.43335678760343055,0.34609140236527236
recent_targets,CORE_GAP_RF_R14,5,core_log,extended,36,31,0.6441672858478051,0.42295274214318856,0.27591129578514434
recent_targets,CORE_GAP_RF_R14,6,yy,short,37,31,0.8219033128761103,0.6364885049503096,0.5977903964094401
recent_targets,CORE_GAP_RF_R14,6,yy,extended,37,31,0.7989756479344786,0.6027548442787549,0.5535624556808869
recent_targets,CORE_GAP_RF_R14,6,core_mm,short,37,31,0.24175263572498193,0.16673278519636828,0.10962670903533274
recent_targets,CORE_GAP_RF_R14,6,core_mm,extended,37,31,0.23827082274398365,0.16464837338369956,0.0924831804954651
recent_targets,CORE_GAP_RF_R14,6,core_log,short,37,31,0.9774197685644714,0.617651663043537,0.5386154808364758
recent_targets,CORE_GAP_RF_R14,6,core_log,extended,37,31,0.969308515241254,0.6020971050801175,0.4566863324845166
recent_targets,CORE_GAP_RF_R14,7,yy,short,38,31,1.0935235125594183,0.8913708727486812,0.864780263616511
recent_targets,CORE_GAP_RF_R14,7,yy,extended,38,31,1.0693682548636287,0.8443292007791835,0.8023396974625174
recent_targets,CORE_GAP_RF_R14,7,core_mm,short,38,31,0.3753838388338044,0.26024766325598025,0.2358566332612771
recent_targets,CORE_GAP_RF_R14,7,core_mm,extended,38,31,0.38829656578573946,0.2519379169928403,0.19981045569337255
recent_targets,CORE_GAP_RF_R14,7,core_log,short,38,31,1.5284237742923048,0.9369582336457503,0.902912056332127
recent_targets,CORE_GAP_RF_R14,7,core_log,extended,38,31,1.5255077977556286,0.8969651551203583,0.7871241323393818
recent_targets,CORE_GAP_RF_R14,8,yy,short,39,31,1.465556644678706,1.197672020482406,1.1765075495728385
recent_targets,CORE_GAP_RF_R14,8,yy,extended,39,31,1.442933525534822,1.1380158032388856,1.0965705524173115
recent_targets,CORE_GAP_RF_R14,8,core_mm,short,39,31,0.3941518830140623,0.2793304161144694,0.25688424629987133
recent_targets,CORE_GAP_RF_R14,8,core_mm,extended,39,31,0.4140273968100099,0.27597729676648514,0.22346493800665174
recent_targets,CORE_GAP_RF_R14,8,core_log,short,39,31,2.1257141611917674,1.323736868214131,1.3192509593901967
recent_targets,CORE_GAP_RF_R14,8,core_log,extended,39,31,2.134053085736289,1.2735324710117555,1.1707877373709121
recent_targets,CORE_GAP_RF_R14,9,yy,short,40,31,2.0402788959344265,1.5619501370369695,1.5619501370369695
recent_targets,CORE_GAP_RF_R14,9,yy,extended,40,31,2.0257310262233803,1.4773837106278254,1.471238519160622
recent_targets,CORE_GAP_RF_R14,9,core_mm,short,40,31,0.43782153335418167,0.3163081757399986,0.28048481515166496
recent_targets,CORE_GAP_RF_R14,9,core_mm,extended,40,31,0.4553279311964244,0.3167303378086984,0.2507652156287058
recent_targets,CORE_GAP_RF_R14,9,core_log,short,40,31,2.876815102286732,1.8251959755192813,1.824036320004066
recent_targets,CORE_GAP_RF_R14,9,core_log,extended,40,31,2.8995285795972987,1.7341207581351124,1.6547827903283694
recent_targets,CORE_GAP_RF_R14,10,yy,short,41,31,2.636081589123503,2.0092571386826537,2.0092571386826537
recent_targets,CORE_GAP_RF_R14,10,yy,extended,41,31,2.627067530333063,1.9241130023246762,1.9075692175360073
recent_targets,CORE_GAP_RF_R14,10,core_mm,short,41,31,0.5045830307391562,0.37212892712206946,0.35132709540906837
recent_targets,CORE_GAP_RF_R14,10,core_mm,extended,41,31,0.5281974562810722,0.36855170052026587,0.32204136595219723
recent_targets,CORE_GAP_RF_R14,10,core_log,short,41,31,3.671782758030186,2.4223368652112343,2.4197501046544003
recent_targets,CORE_GAP_RF_R14,10,core_log,extended,41,31,3.7122673683575433,2.299190283299623,2.228630498632321
recent_targets,CORE_GAP_RF_R14,11,yy,short,42,31,3.2456988139679877,2.49481573472807,2.49481573472807
recent_targets,CORE_GAP_RF_R14,11,yy,extended,42,31,3.2448147964683454,2.396101443578224,2.3817653781608543
recent_targets,CORE_GAP_RF_R14,11,core_mm,short,42,31,0.5471404194312346,0.40366758618727305,0.38674323437402197
recent_targets,CORE_GAP_RF_R14,11,core_mm,extended,42,31,0.5713680234505367,0.39810548332104184,0.35785724964995186
recent_targets,CORE_GAP_RF_R14,11,core_log,short,42,31,4.521837057496717,3.0936299004112007,3.0878407160081083
recent_targets,CORE_GAP_RF_R14,11,core_log,extended,42,31,4.579890706279485,2.9497165038978053,2.874004513043161
recent_targets,CORE_GAP_RF_R14,12,yy,short,43,31,3.85143567793053,3.004777586409362,3.004777586409362
recent_targets,CORE_GAP_RF_R14,12,yy,extended,43,31,3.870326977186414,2.8912071281054104,2.8912071281054104
recent_targets,CORE_GAP_RF_R14,12,core_mm,short,43,31,0.6178406449716977,0.4543262168387299,0.4385290195298412
recent_targets,CORE_GAP_RF_R14,12,core_mm,extended,43,31,0.6441398671140968,0.44962179894771576,0.4120761862201046
recent_targets,CORE_GAP_RF_R14,12,core_log,short,43,31,5.541944745143326,3.871609399386561,3.8709687660116767
recent_targets,CORE_GAP_RF_R14,12,core_log,extended,43,31,5.640871945033709,3.709226832943312,3.652977526062029
recent_targets,CORE_GAP_RIDGE_R14,1,yy,short,32,31,0.3641644683152937,0.27245520454519945,0.04050871160771072
recent_targets,CORE_GAP_RIDGE_R14,1,yy,extended,32,31,0.36122197651602655,0.268608855509221,0.02853398154848587
recent_targets,CORE_GAP_RIDGE_R14,1,core_mm,short,32,31,0.1766188045522109,0.15065057494555006,0.029568315497510277
recent_targets,CORE_GAP_RIDGE_R14,1,core_mm,extended,32,31,0.1734288645487844,0.1479330527326248,0.0076525338069065784
recent_targets,CORE_GAP_RIDGE_R14,1,core_log,short,32,31,0.176007573613596,0.1502147040347103,0.02955636738974218
recent_targets,CORE_GAP_RIDGE_R14,1,core_log,extended,32,31,0.17290096444935096,0.1475525471858434,0.007725807763087898
recent_targets,CORE_GAP_RIDGE_R14,2,yy,short,33,31,0.498713645724637,0.3726700251382574,0.06773600353538135
recent_targets,CORE_GAP_RIDGE_R14,2,yy,extended,33,31,0.49356822523538324,0.36890959369909454,0.045409814842571714
recent_targets,CORE_GAP_RIDGE_R14,2,core_mm,short,33,31,0.16605431227494558,0.1430494963533923,0.025387218882761665
recent_targets,CORE_GAP_RIDGE_R14,2,core_mm,extended,33,31,0.16156737125808124,0.13003184918829813,0.0049444261499511965
recent_targets,CORE_GAP_RIDGE_R14,2,core_log,short,33,31,0.2726659208198835,0.22128702275318168,0.05946961833475855
recent_targets,CORE_GAP_RIDGE_R14,2,core_log,extended,33,31,0.26442871196614265,0.2187420531950495,0.01874533709296119
recent_targets,CORE_GAP_RIDGE_R14,3,yy,short,34,31,0.5190102799133289,0.42570496131700597,0.08295296898635843
recent_targets,CORE_GAP_RIDGE_R14,3,yy,extended,34,31,0.511909738781693,0.4122977910982133,0.05257179803751299
recent_targets,CORE_GAP_RIDGE_R14,3,core_mm,short,34,31,0.17151888469735788,0.13571970815477513,0.02345307864991234
recent_targets,CORE_GAP_RIDGE_R14,3,core_mm,extended,34,31,0.16876122548262026,0.12484826638711345,0.004868197209865592
recent_targets,CORE_GAP_RIDGE_R14,3,core_log,short,34,31,0.3439578122557557,0.268214270326803,0.08537987889107933
recent_targets,CORE_GAP_RIDGE_R14,3,core_log,extended,34,31,0.33639224176293675,0.25710177601908213,0.02985629495731763
recent_targets,CORE_GAP_RIDGE_R14,4,yy,short,35,31,0.5211044824816173,0.4375261392387653,0.2084722202720391
recent_targets,CORE_GAP_RIDGE_R14,4,yy,extended,35,31,0.508167179338166,0.4228406834081506,0.1620427440134485
recent_targets,CORE_GAP_RIDGE_R14,4,core_mm,short,35,31,0.19186069880617082,0.15060408028953215,0.08226121280357393
recent_targets,CORE_GAP_RIDGE_R14,4,core_mm,extended,35,31,0.1847116961498322,0.14055109992551895,0.045689602976719576
recent_targets,CORE_GAP_RIDGE_R14,4,core_log,short,35,31,0.4529642594757821,0.35283871336966305,0.18112793294871302
recent_targets,CORE_GAP_RIDGE_R14,4,core_log,extended,35,31,0.45472555922292773,0.33960960935153894,0.09578214524725973
recent_targets,CORE_GAP_RIDGE_R14,5,yy,short,36,31,0.6317129184856813,0.5030299550254262,0.3611191953365647
recent_targets,CORE_GAP_RIDGE_R14,5,yy,extended,36,31,0.6093441286184512,0.4658583402708152,0.30206707322574683
recent_targets,CORE_GAP_RIDGE_R14,5,core_mm,short,36,31,0.19126086497834846,0.14434445606677163,0.08095167277300315
recent_targets,CORE_GAP_RIDGE_R14,5,core_mm,extended,36,31,0.1875118696704286,0.13557777210331273,0.04733817700051022
recent_targets,CORE_GAP_RIDGE_R14,5,core_log,short,36,31,0.5977933576028635,0.44523456929641614,0.28289516477739135
recent_targets,CORE_GAP_RIDGE_R14,5,core_log,extended,36,31,0.6103054632677166,0.4487365070375789,0.17389140138207812
recent_targets,CORE_GAP_RIDGE_R14,6,yy,short,37,31,0.7485534589920965,0.5951564079716105,0.5189402827274873
recent_targets,CORE_GAP_RIDGE_R14,6,yy,extended,37,31,0.708746478118244,0.5296966129712417,0.44801802534699353
recent_targets,CORE_GAP_RIDGE_R14,6,core_mm,short,37,31,0.19218886545105998,0.14523257080707924,0.08173664542973332
recent_targets,CORE_GAP_RIDGE_R14,6,core_mm,extended,37,31,0.1903078839811784,0.1469366465178643,0.05050361290207396
recent_targets,CORE_GAP_RIDGE_R14,6,core_log,short,37,31,0.751655694164321,0.5643458788316335,0.3988001286653472
recent_targets,CORE_GAP_RIDGE_R14,6,core_log,extended,37,31,0.7586442782724668,0.568747498428794,0.2676484745361033
recent_targets,CORE_GAP_RIDGE_R14,7,yy,short,38,31,0.8884172859321655,0.7706633374067968,0.7022055219150386
recent_targets,CORE_GAP_RIDGE_R14,7,yy,extended,38,31,0.831009196377013,0.6909492702783535,0.597358500737107
recent_targets,CORE_GAP_RIDGE_R14,7,core_mm,short,38,31,0.2574135591872456,0.20296110209831822,0.17354442360046732
recent_targets,CORE_GAP_RIDGE_R14,7,core_mm,extended,38,31,0.2505300782883076,0.1862386406428929,0.10563188387618026
recent_targets,CORE_GAP_RIDGE_R14,7,core_log,short,38,31,0.9830409971932572,0.7456970758605256,0.6180998623976526
recent_targets,CORE_GAP_RIDGE_R14,7,core_log,extended,38,31,0.9827101237740472,0.723840435991566,0.42453616235615604
recent_targets,CORE_GAP_RIDGE_R14,8,yy,short,39,31,1.1194244553252264,0.9845829307266756,0.9285657208037821
recent_targets,CORE_GAP_RIDGE_R14,8,yy,extended,39,31,1.0429371856021543,0.8717803464893157,0.7929276221898106
recent_targets,CORE_GAP_RIDGE_R14,8,core_mm,short,39,31,0.27603945606458286,0.2130632477353787,0.18552937528387736
recent_targets,CORE_GAP_RIDGE_R14,8,core_mm,extended,39,31,0.27062471080175693,0.19434887381885915,0.12118548260301945
recent_targets,CORE_GAP_RIDGE_R14,8,core_log,short,39,31,1.3000097618065738,0.9617237138194101,0.88908080083089
recent_targets,CORE_GAP_RIDGE_R14,8,core_log,extended,39,31,1.2790331182912968,0.9212664029285067,0.6391702993063214
recent_targets,CORE_GAP_RIDGE_R14,9,yy,short,40,31,1.534092110758035,1.2356211163813964,1.2159546363621891
recent_targets,CORE_GAP_RIDGE_R14,9,yy,extended,40,31,1.4458136786087603,1.0918893878694527,1.0502850028482076
recent_targets,CORE_GAP_RIDGE_R14,9,core_mm,short,40,31,0.2945047046136987,0.2181437828386908,0.20047728117656646
recent_targets,CORE_GAP_RIDGE_R14,9,core_mm,extended,40,31,0.2931845999638716,0.19642273673032046,0.14007092398673396
recent_targets,CORE_GAP_RIDGE_R14,9,core_log,short,40,31,1.7789269867492268,1.2686234902856242,1.2296689094172795
recent_targets,CORE_GAP_RIDGE_R14,9,core_log,extended,40,31,1.7393410498287256,1.1985654631400828,0.9248660813318623
recent_targets,CORE_GAP_RIDGE_R14,10,yy,short,41,31,2.0258833802964413,1.6052888066235722,1.5851706023203764
recent_targets,CORE_GAP_RIDGE_R14,10,yy,extended,41,31,1.9330082043373524,1.4369691323609968,1.3836910343671505
recent_targets,CORE_GAP_RIDGE_R14,10,core_mm,short,41,31,0.41131482375547895,0.3103737295344444,0.3004090820896533
recent_targets,CORE_GAP_RIDGE_R14,10,core_mm,extended,41,31,0.39909209958817493,0.2646108776234379,0.22580669271291431
recent_targets,CORE_GAP_RIDGE_R14,10,core_log,short,41,31,2.4005138467985048,1.6978482597356044,1.6978482597356044
recent_targets,CORE_GAP_RIDGE_R14,10,core_log,extended,41,31,2.3588782688740477,1.561151505122758,1.3267083049129043
recent_targets,CORE_GAP_RIDGE_R14,11,yy,short,42,31,2.5611924380277165,2.0062798122833954,1.9984331651267855
recent_targets,CORE_GAP_RIDGE_R14,11,yy,extended,42,31,2.4428710235018354,1.8075231039550579,1.755092268666688
recent_targets,CORE_GAP_RIDGE_R14,11,core_mm,short,42,31,0.4825262912190931,0.34926682047616053,0.33841229283727453
recent_targets,CORE_GAP_RIDGE_R14,11,core_mm,extended,42,31,0.45350057531540083,0.29785050852287,0.2604071293668986
recent_targets,CORE_GAP_RIDGE_R14,11,core_log,short,42,31,3.1701807493237864,2.2481766270027257,2.2481766270027257
recent_targets,CORE_GAP_RIDGE_R14,11,core_log,extended,42,31,3.0876679319508127,2.012416999027076,1.8011866023025498
recent_targets,CORE_GAP_RIDGE_R14,12,yy,short,43,31,3.2014008864291643,2.4771147637827577,2.4771147637827577
recent_targets,CORE_GAP_RIDGE_R14,12,yy,extended,43,31,2.9919094632403254,2.200967490487405,2.1739560046414628
recent_targets,CORE_GAP_RIDGE_R14,12,core_mm,short,43,31,0.6056064137356373,0.4151112868673723,0.40402494700678165
recent_targets,CORE_GAP_RIDGE_R14,12,core_mm,extended,43,31,0.5503627429253521,0.3639574684255648,0.31676068734002544
recent_targets,CORE_GAP_RIDGE_R14,12,core_log,short,43,31,4.310250501993268,2.9821883051336453,2.9821883051336453
recent_targets,CORE_GAP_RIDGE_R14,12,core_log,extended,43,31,4.087221956694959,2.625719373244297,2.4313542868286757
recent_targets,CORE_LEVEL_RF_R14,1,yy,short,32,31,0.34571962928965977,0.25987834152307776,0.0383043785352925
recent_targets,CORE_LEVEL_RF_R14,1,yy,extended,32,31,0.34741491209756115,0.2600740525720219,0.023368445945109267
recent_targets,CORE_LEVEL_RF_R14,1,core_mm,short,32,31,0.1587147901265615,0.12663665168757984,0.025872659515061694
recent_targets,CORE_LEVEL_RF_R14,1,core_mm,extended,32,31,0.15885513798144374,0.12728478744083105,-0.0017015956566725822
recent_targets,CORE_LEVEL_RF_R14,1,core_log,short,32,31,0.15825513565808877,0.12631864307529808,0.025966512615668107
recent_targets,CORE_LEVEL_RF_R14,1,core_log,extended,32,31,0.158342861197059,0.12694569082751575,-0.0015383440364376143
recent_targets,CORE_LEVEL_RF_R14,2,yy,short,33,31,0.4693850988973398,0.35951619292611164,0.0675111510697197
recent_targets,CORE_LEVEL_RF_R14,2,yy,extended,33,31,0.4706959130823711,0.35584299559377636,0.03851468433456503
recent_targets,CORE_LEVEL_RF_R14,2,core_mm,short,33,31,0.15239203339923368,0.11930510505887504,0.025460826713140296
recent_targets,CORE_LEVEL_RF_R14,2,core_mm,extended,33,31,0.15560334726748093,0.12064742073464871,-0.001313484830946471
recent_targets,CORE_LEVEL_RF_R14,2,core_log,short,33,31,0.2303565059064053,0.17800629225394904,0.05987503350525186
recent_targets,CORE_LEVEL_RF_R14,2,core_log,extended,33,31,0.23548500775365966,0.17365215139183282,0.006415379997116064
recent_targets,CORE_LEVEL_RF_R14,3,yy,short,34,31,0.48426877542380475,0.38558737543654975,0.08592319607071469
recent_targets,CORE_LEVEL_RF_R14,3,yy,extended,34,31,0.4872156227559286,0.38001095021903086,0.04364244077143067
recent_targets,CORE_LEVEL_RF_R14,3,core_mm,short,34,31,0.1573402899343829,0.120811157412151,0.025546730902217405
recent_targets,CORE_LEVEL_RF_R14,3,core_mm,extended,34,31,0.15800912195640215,0.12004388680150933,-0.0005144743395970704
recent_targets,CORE_LEVEL_RF_R14,3,core_log,short,34,31,0.26864691018520637,0.20391825671425035,0.09193194693764106
recent_targets,CORE_LEVEL_RF_R14,3,core_log,extended,34,31,0.2789973651359818,0.20185239202132468,0.01392809635334205
recent_targets,CORE_LEVEL_RF_R14,4,yy,short,35,31,0.4636557571671223,0.3952692000629073,0.20326496255666926
recent_targets,CORE_LEVEL_RF_R14,4,yy,extended,35,31,0.45855222287208613,0.3820803324406581,0.1437477461411518
recent_targets,CORE_LEVEL_RF_R14,4,core_mm,short,35,31,0.19162886588090952,0.1544518512996833,0.06803507824131452
recent_targets,CORE_LEVEL_RF_R14,4,core_mm,extended,35,31,0.17831754957883214,0.138941858276307,0.033518117099804
recent_targets,CORE_LEVEL_RF_R14,4,core_log,short,35,31,0.3393843745413474,0.2656076285267197,0.17364450440817641
recent_targets,CORE_LEVEL_RF_R14,4,core_log,extended,35,31,0.3361424989748874,0.2551139811629212,0.06368042999510075
recent_targets,CORE_LEVEL_RF_R14,5,yy,short,36,31,0.5500381103724412,0.4412333931723565,0.3554512900017781
recent_targets,CORE_LEVEL_RF_R14,5,yy,extended,36,31,0.5252296617911467,0.41314743284612554,0.2791562698047089
recent_targets,CORE_LEVEL_RF_R14,5,core_mm,short,36,31,0.1855164108547366,0.14554448854575083,0.07209998278458593
recent_targets,CORE_LEVEL_RF_R14,5,core_mm,extended,36,31,0.17428527753643086,0.13314213367452463,0.03766140217698396
recent_targets,CORE_LEVEL_RF_R14,5,core_log,short,36,31,0.4659894642769278,0.34788264780395267,0.2752955316018759
recent_targets,CORE_LEVEL_RF_R14,5,core_log,extended,36,31,0.4441554051622529,0.334646142224207,0.13429098691157643
recent_targets,CORE_LEVEL_RF_R14,6,yy,short,37,31,0.6648055758258568,0.5579599533512322,0.5216441094986121
recent_targets,CORE_LEVEL_RF_R14,6,yy,extended,37,31,0.6252857760724466,0.48331522362286905,0.4280535684402727
recent_targets,CORE_LEVEL_RF_R14,6,core_mm,short,37,31,0.18280998430466092,0.1407176311201974,0.0770619094336512
recent_targets,CORE_LEVEL_RF_R14,6,core_mm,extended,37,31,0.17585172612799685,0.13239093904939003,0.042642239561885946
recent_targets,CORE_LEVEL_RF_R14,6,core_log,short,37,31,0.6299335532856808,0.45275141782873796,0.40681107385269655
recent_targets,CORE_LEVEL_RF_R14,6,core_log,extended,37,31,0.6021446343345979,0.42890497709644176,0.23379082504408197
recent_targets,CORE_LEVEL_RF_R14,7,yy,short,38,31,0.8130088980309115,0.7287603735180205,0.7172977606987496
recent_targets,CORE_LEVEL_RF_R14,7,yy,extended,38,31,0.7675081558997053,0.6482004650966283,0.6048157966678039
recent_targets,CORE_LEVEL_RF_R14,7,core_mm,short,38,31,0.27084207061857024,0.2009516213253318,0.17370346253039062
recent_targets,CORE_LEVEL_RF_R14,7,core_mm,extended,38,31,0.2825120416920937,0.19706765319483177,0.13419029018439943
recent_targets,CORE_LEVEL_RF_R14,7,core_log,short,38,31,0.9078404314242738,0.6620055280483728,0.6479942385258588
recent_targets,CORE_LEVEL_RF_R14,7,core_log,extended,38,31,0.8997115488280987,0.6041204620969002,0.43941321933896843
recent_targets,CORE_LEVEL_RF_R14,8,yy,short,39,31,1.0236985337367444,0.9440623671207592,0.9392835790594046
recent_targets,CORE_LEVEL_RF_R14,8,yy,extended,39,31,0.9640154638746781,0.849192580181408,0.8044053053161297
recent_targets,CORE_LEVEL_RF_R14,8,core_mm,short,39,31,0.28025201222214213,0.2109752576861616,0.18541282464575187
recent_targets,CORE_LEVEL_RF_R14,8,core_mm,extended,39,31,0.284156676300459,0.20075322174299054,0.14540027132966887
recent_targets,CORE_LEVEL_RF_R14,8,core_log,short,39,31,1.2309281451454175,0.9167416588678869,0.9105083592768501
recent_targets,CORE_LEVEL_RF_R14,8,core_log,extended,39,31,1.2106241276778105,0.8106370854567102,0.6606181490754206
recent_targets,CORE_LEVEL_RF_R14,9,yy,short,40,31,1.3864641163078937,1.2112735051677537,1.2112735051677537
recent_targets,CORE_LEVEL_RF_R14,9,yy,extended,40,31,1.3258482638297937,1.0703743932407557,1.0588360488962314
recent_targets,CORE_LEVEL_RF_R14,9,core_mm,short,40,31,0.30078306682882633,0.23552821085011819,0.1965989825829079
recent_targets,CORE_LEVEL_RF_R14,9,core_mm,extended,40,31,0.31233372068344534,0.22353265082211576,0.1573564413530436
recent_targets,CORE_LEVEL_RF_R14,9,core_log,short,40,31,1.6470229867745805,1.2316140689930732,1.2247607735046768
recent_targets,CORE_LEVEL_RF_R14,9,core_log,extended,40,31,1.6434189066074905,1.078665922747353,0.941524949639068
recent_targets,CORE_LEVEL_RF_R14,10,yy,short,41,31,1.7808346226800096,1.5395426285566023,1.5395426285566023
recent_targets,CORE_LEVEL_RF_R14,10,yy,extended,41,31,1.7085494122594906,1.3763626825231499,1.3506305163882117
recent_targets,CORE_LEVEL_RF_R14,10,core_mm,short,41,31,0.3596261873650887,0.2911979134644717,0.26819189880730504
recent_targets,CORE_LEVEL_RF_R14,10,core_mm,extended,41,31,0.3474195045797807,0.2585199892493958,0.1995169950995181
recent_targets,CORE_LEVEL_RF_R14,10,core_log,short,41,31,2.107391193248053,1.6240419068525127,1.6240419068525127
recent_targets,CORE_LEVEL_RF_R14,10,core_log,extended,41,31,2.0947026710573398,1.4118396096817114,1.2731297930592695
recent_targets,CORE_LEVEL_RF_R14,11,yy,short,42,31,2.1359440288937526,1.870493996548711,1.870493996548711
recent_targets,CORE_LEVEL_RF_R14,11,yy,extended,42,31,2.0547592025720474,1.6735037253143048,1.6461268708405075
