date,base,hh_group_code,stored_value,weight_sum,n,arithmetic_mean,geometric_mean,difference_to_arithmetic,difference_to_geometric
2016-12-31,yoy_pct,0,101.75,6.0,6,101.75,101.73079596116321,0.0,0.019204038836790005
2016-12-31,yoy_pct,14,101.96666666666665,6.0,6,101.96666666666665,101.94777569095179,0.0,0.018890975714867864
2017-01-31,base_2015_eq_100,0,102.36666666666667,6.0,6,102.36666666666667,102.34097034717924,0.0,0.025696319487437336
2017-01-31,base_2015_eq_100,14,102.71666666666665,6.0,6,102.71666666666665,102.69073456412386,0.0,0.025932102542796542
2017-01-31,base_2025_eq_100,0,71.3,6.0,6,71.3,70.05508624933124,0.0,1.2449137506687578
2017-01-31,base_2025_eq_100,14,69.96666666666667,6.0,6,69.96666666666665,68.57211645857966,1.4210854715202004e-14,1.3945502080870114
2017-01-31,yoy_pct,0,101.91666666666667,6.0,6,101.91666666666667,101.89662099378289,0.0,0.020045672883782117
2017-01-31,yoy_pct,14,102.18333333333334,6.0,6,102.18333333333334,102.16248574799965,0.0,0.020847585333683583
2017-02-28,base_2015_eq_100,0,102.60000000000001,6.0,6,102.60000000000001,102.57298931693332,0.0,0.027010683066691854
2017-02-28,base_2015_eq_100,14,102.93333333333334,6.0,6,102.93333333333334,102.90531934289977,0.0,0.028013990433564118
2017-02-28,base_2025_eq_100,0,71.43333333333334,6.0,6,71.43333333333334,70.18829185097768,0.0,1.24504148235566
2017-02-28,base_2025_eq_100,14,70.10000000000001,6.0,6,70.10000000000001,68.7181825083735,0.0,1.3818174916265065
2017-02-28,yoy_pct,0,102.16666666666667,6.0,6,102.16666666666667,102.14441438724083,0.0,0.022252279425842403
2017-02-28,yoy_pct,14,102.45,6.0,6,102.45,102.42665304135022,0.0,0.023346958649781868
2017-03-31,base_2015_eq_100,0,102.64999999999999,6.0,6,102.64999999999999,102.61597623568247,0.0,0.034023764317524297
2017-03-31,base_2015_eq_100,14,103.06666666666666,6.0,6,103.06666666666666,103.03115058695674,0.0,0.035516079709921655
2017-03-31,base_2025_eq_100,0,71.46666666666667,6.0,6,71.46666666666667,70.24140585522171,0.0,1.2252608114449544
2017-03-31,base_2025_eq_100,14,70.16666666666667,6.0,6,70.16666666666667,68.8044095305503,0.0,1.3622571361163693
2017-03-31,yoy_pct,0,102.01666666666667,6.0,6,102.01666666666667,101.99565913988269,0.0,0.02100752678397555
2017-03-31,yoy_pct,14,102.35000000000001,6.0,6,102.35000000000001,102.32737524386268,0.0,0.022624756137332724
2017-04-30,base_2015_eq_100,0,102.96666666666665,6.0,6,102.96666666666668,102.9276757465992,-2.842170943040401e-14,0.03899092006744809
2017-04-30,base_2015_eq_100,14,103.33333333333333,6.0,6,103.33333333333333,103.29092349712043,0.0,0.04240983621289729
2017-04-30,base_2025_eq_100,0,71.63333333333334,6.0,6,71.63333333333334,70.42983240246564,0.0,1.2035009308677047
2017-04-30,base_2025_eq_100,14,70.33333333333333,6.0,6,70.33333333333333,68.99235510053738,0.0,1.3409782327959476
2017-04-30,yoy_pct,0,102.05,6.0,6,102.05,102.02665114257825,0.0,0.023348857421751745
2017-04-30,yoy_pct,14,102.28333333333335,6.0,6,102.28333333333332,102.2578116022644,2.842170943040401e-14,0.02552173106894884
2017-05-31,base_2015_eq_100,0,102.89999999999999,6.0,6,102.89999999999999,102.852528229826,0.0,0.04747177017398485
2017-05-31,base_2015_eq_100,14,103.35000000000001,6.0,6,103.35000000000001,103.29884162749188,0.0,0.051158372508126604
2017-05-31,base_2025_eq_100,0,71.58333333333333,6.0,6,71.58333333333333,70.39498668842788,0.0,1.188346644905451
2017-05-31,base_2025_eq_100,14,70.35,6.0,6,70.35000000000001,69.02715002927505,-1.4210854715202004e-14,1.3228499707249455
2017-05-31,yoy_pct,0,101.78333333333335,6.0,6,101.78333333333332,101.75555394994412,2.842170943040401e-14,0.02777938338923036
2017-05-31,yoy_pct,14,102.08333333333333,6.0,6,102.08333333333333,102.05388090912028,0.0,0.029452424213047834
2017-06-30,base_2015_eq_100,0,103.0,6.0,6,103.0,102.94658701315295,0.0,0.05341298684705009
2017-06-30,base_2015_eq_100,14,103.43333333333334,6.0,6,103.43333333333335,103.37564079499154,-1.4210854715202004e-14,0.05769253834179722
2017-06-30,base_2025_eq_100,0,71.64999999999999,6.0,6,71.65,70.48347948083354,-1.4210854715202004e-14,1.166520519166454
2017-06-30,base_2025_eq_100,14,70.36666666666666,6.0,6,70.36666666666666,69.05830012792222,0.0,1.308366538744437
2017-06-30,yoy_pct,0,101.76666666666667,6.0,6,101.76666666666667,101.73367032676136,0.0,0.032996339905309924
2017-06-30,yoy_pct,14,102.08333333333333,6.0,6,102.08333333333333,102.05009267932031,0.0,0.03324065401301368
2017-07-31,base_2015_eq_100,0,103.13333333333333,6.0,6,103.13333333333333,103.07074311876468,0.0,0.06259021456864389
2017-07-31,base_2015_eq_100,14,103.55,6.0,6,103.55000000000001,103.48506172089448,-1.4210854715202004e-14,0.06493827910551886
2017-07-31,base_2025_eq_100,0,71.7,6.0,6,71.7,70.5622476902536,0.0,1.1377523097464035
2017-07-31,base_2025_eq_100,14,70.41666666666667,6.0,6,70.41666666666667,69.13720966115409,0.0,1.2794570055125831
2017-07-31,yoy_pct,0,101.75,6.0,6,101.75,101.71147476964595,0.0,0.038525230354053974
2017-07-31,yoy_pct,14,102.03333333333335,6.0,6,102.03333333333335,101.99533293616098,0.0,0.03800039717236814
2017-08-31,base_2015_eq_100,0,103.03333333333335,6.0,6,103.03333333333335,102.9651156005294,0.0,0.06821773280394439
2017-08-31,base_2015_eq_100,14,103.5,6.0,6,103.5,103.42827080270656,0.0,0.07172919729343619
2017-08-31,base_2025_eq_100,0,71.63333333333334,6.0,6,71.63333333333333,70.50685606919787,1.4210854715202004e-14,1.1264772641354739
2017-08-31,base_2025_eq_100,14,70.36666666666666,6.0,6,70.36666666666666,69.09585436027668,0.0,1.2708123063899848
2017-08-31,yoy_pct,0,101.7,6.0,6,101.7,101.65801492409202,0.0,0.041985075907987834
2017-08-31,yoy_pct,14,102.03333333333335,6.0,6,102.03333333333335,101.99107327543545,0.0,0.042260057897891556
2017-09-30,base_2015_eq_100,0,103.36666666666667,6.0,6,103.36666666666667,103.28643143721669,0.0,0.08023522944998263
2017-09-30,base_2015_eq_100,14,103.89999999999999,6.0,6,103.90000000000002,103.81460134371058,-2.842170943040401e-14,0.08539865628941357
2017-09-30,base_2025_eq_100,0,71.8,6.0,6,71.8,70.70258710268105,0.0,1.0974128973189465
2017-09-30,base_2025_eq_100,14,70.58333333333333,6.0,6,70.58333333333333,69.32886937217037,0.0,1.2544639611629549
2017-09-30,yoy_pct,0,101.73333333333333,6.0,6,101.73333333333333,101.68154116937563,0.0,0.0517921639576997
2017-09-30,yoy_pct,14,101.95,6.0,6,101.95,101.89750038775499,0.0,0.05249961224501476
2017-10-31,base_2015_eq_100,0,103.5,6.0,6,103.5,103.41977237572453,0.0,0.08022762427546581
2017-10-31,base_2015_eq_100,14,103.96666666666665,6.0,6,103.96666666666668,103.8817097667388,-2.842170943040401e-14,0.08495689992786026
2017-10-31,base_2025_eq_100,0,71.86666666666666,6.0,6,71.86666666666666,70.79075227239737,0.0,1.0759143942692901
2017-10-31,base_2025_eq_100,14,70.61666666666666,6.0,6,70.61666666666667,69.39348680294445,-1.4210854715202004e-14,1.2231798637222084
2017-10-31,yoy_pct,0,101.75,6.0,6,101.75,101.69962784961382,0.0,0.05037215038618115
2017-10-31,yoy_pct,14,101.89999999999999,6.0,6,101.90000000000002,101.84999064790317,-2.842170943040401e-14,0.05000935209682211
2017-11-30,base_2015_eq_100,0,103.43333333333334,6.0,6,103.43333333333332,103.34916901860757,1.4210854715202004e-14,0.08416431472576846
2017-11-30,base_2015_eq_100,14,103.91666666666667,6.0,6,103.91666666666667,103.82763155234883,0.0,0.08903511431783784
2017-11-30,base_2025_eq_100,0,71.83333333333333,6.0,6,71.83333333333333,70.77953596247293,0.0,1.0537973708603943
2017-11-30,base_2025_eq_100,14,70.56666666666666,6.0,6,70.56666666666668,69.36693305006871,-1.4210854715202004e-14,1.1997336165979533
2017-11-30,yoy_pct,0,101.78333333333332,6.0,6,101.78333333333335,101.73983258733637,-2.842170943040401e-14,0.043500745996951196
2017-11-30,yoy_pct,14,101.95,6.0,6,101.94999999999999,101.90255180267334,1.4210854715202004e-14,0.04744819732665917
2017-12-31,base_2015_eq_100,0,103.33333333333333,6.0,6,103.33333333333331,103.2440357332142,1.4210854715202004e-14,0.08929760011912435
2017-12-31,base_2015_eq_100,14,103.8,6.0,6,103.8,103.70635013432536,0.0,0.09364986567463518
2017-12-31,base_2025_eq_100,0,71.71666666666667,6.0,6,71.71666666666667,70.67823312128179,0.0,1.0384335453848763
2017-12-31,base_2025_eq_100,14,70.46666666666667,6.0,6,70.46666666666668,69.28011866937517,-1.4210854715202004e-14,1.1865479972914983
2017-12-31,yoy_pct,0,101.46666666666665,6.0,6,101.46666666666668,101.43716558092686,-2.842170943040401e-14,0.029501085739795485
2017-12-31,yoy_pct,14,101.55,6.0,6,101.55000000000001,101.51806998037776,-1.4210854715202004e-14,0.03193001962223718
2018-01-31,base_2015_eq_100,0,103.68333333333334,6.0,6,103.68333333333332,103.58256536289409,1.4210854715202004e-14,0.10076797043925012
2018-01-31,base_2015_eq_100,14,104.23333333333333,6.0,6,104.23333333333335,104.12877482118004,-1.4210854715202004e-14,0.10455851215328948
2018-01-31,base_2025_eq_100,0,71.91666666666667,6.0,6,71.91666666666667,70.90750217015993,0.0,1.0091644965067417
2018-01-31,base_2025_eq_100,14,70.71666666666667,6.0,6,70.71666666666667,69.56692192366214,0.0,1.1497447430045327
2018-01-31,yoy_pct,0,101.25,6.0,6,101.25,101.22226200960108,0.0,0.027737990398918555
2018-01-31,yoy_pct,14,101.43333333333334,6.0,6,101.43333333333334,101.40251093491854,0.0,0.030822398414798613
2018-02-28,base_2015_eq_100,0,103.96666666666665,6.0,6,103.96666666666665,103.86249605862541,0.0,0.1041706080412439
2018-02-28,base_2015_eq_100,14,104.46666666666665,6.0,6,104.46666666666668,104.35938568459513,-2.842170943040401e-14,0.10728098207152925
2018-02-28,base_2025_eq_100,0,72.11666666666666,6.0,6,72.11666666666666,71.11962261108839,0.0,0.9970440555782716
