"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2021","2021-05","Česko","CZ","Královéhradecký kraj","CZ052","4979"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2021","2021-05","Česko","CZ","Pardubický kraj","CZ053","4763"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2021","2021-05","Česko","CZ","Kraj Vysočina","CZ063","4680"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2021","2021-05","Česko","CZ","Jihomoravský kraj","CZ064","4518"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2021","2021-05","Česko","CZ","Olomoucký kraj","CZ071","4517"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2021","2021-05","Česko","CZ","Moravskoslezský kraj","CZ080","4925"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - květen 2021","2021-05K","Česko","CZ","","","4467"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","","","4699"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Středočeský kraj","CZ020","4595"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Jihočeský kraj","CZ031","4787"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Plzeňský kraj","CZ032","5061"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Královéhradecký kraj","CZ052","4490"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Pardubický kraj","CZ053","4475"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Kraj Vysočina","CZ063","4411"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Jihomoravský kraj","CZ064","4829"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2021","2021-06","Česko","CZ","Olomoucký kraj","CZ071","4520"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - červen 2021","2021-06K","Česko","CZ","","","4506"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","","","4710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Středočeský kraj","CZ020","4622"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Jihočeský kraj","CZ031","4919"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Královéhradecký kraj","CZ052","4204"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Pardubický kraj","CZ053","4883"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Kraj Vysočina","CZ063","4749"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Jihomoravský kraj","CZ064","4962"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2021","2021-07","Česko","CZ","Olomoucký kraj","CZ071","4423"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - červenec 2021","2021-07K","Česko","CZ","","","4535"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","","","4518"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Středočeský kraj","CZ020","4441"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Jihočeský kraj","CZ031","4642"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Plzeňský kraj","CZ032","4625"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Královéhradecký kraj","CZ052","4599"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Pardubický kraj","CZ053","4694"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Kraj Vysočina","CZ063","4268"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Jihomoravský kraj","CZ064","4275"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","srpen 2021","2021-08","Česko","CZ","Zlínský kraj","CZ072","4499"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - srpen 2021","2021-08K","Česko","CZ","","","4533"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","","","4658"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Středočeský kraj","CZ020","4760"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Jihočeský kraj","CZ031","4610"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Plzeňský kraj","CZ032","4434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Ústecký kraj","CZ042","4600"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Liberecký kraj","CZ051","4877"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Královéhradecký kraj","CZ052","4804"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Pardubický kraj","CZ053","4502"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Kraj Vysočina","CZ063","4547"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Jihomoravský kraj","CZ064","4635"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Olomoucký kraj","CZ071","4904"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Zlínský kraj","CZ072","4636"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","září 2021","2021-09","Česko","CZ","Moravskoslezský kraj","CZ080","4643"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - září 2021","2021-09K","Česko","CZ","","","4547"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","","","4870"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Středočeský kraj","CZ020","4700"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Jihočeský kraj","CZ031","4943"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Plzeňský kraj","CZ032","4792"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Ústecký kraj","CZ042","4808"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Královéhradecký kraj","CZ052","5025"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Pardubický kraj","CZ053","4789"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Kraj Vysočina","CZ063","5025"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Jihomoravský kraj","CZ064","4562"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Olomoucký kraj","CZ071","4986"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Zlínský kraj","CZ072","4948"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","říjen 2021","2021-10","Česko","CZ","Moravskoslezský kraj","CZ080","5130"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - říjen 2021","2021-10K","Česko","CZ","","","4579"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","","","5224"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Středočeský kraj","CZ020","5162"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Jihočeský kraj","CZ031","5314"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Plzeňský kraj","CZ032","5140"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Ústecký kraj","CZ042","4811"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Liberecký kraj","CZ051","5152"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Královéhradecký kraj","CZ052","5256"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Pardubický kraj","CZ053","4974"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Kraj Vysočina","CZ063","5535"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Olomoucký kraj","CZ071","5460"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Zlínský kraj","CZ072","5091"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","listopad 2021","2021-11","Česko","CZ","Moravskoslezský kraj","CZ080","5666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - listopad 2021","2021-11K","Česko","CZ","","","4638"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","","","5452"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Středočeský kraj","CZ020","5199"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Jihočeský kraj","CZ031","5632"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Plzeňský kraj","CZ032","6096"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Ústecký kraj","CZ042","4953"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Liberecký kraj","CZ051","5132"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Královéhradecký kraj","CZ052","5178"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Pardubický kraj","CZ053","5484"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Kraj Vysočina","CZ063","5564"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Jihomoravský kraj","CZ064","5182"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Olomoucký kraj","CZ071","5584"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Zlínský kraj","CZ072","5531"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","prosinec 2021","2021-12","Česko","CZ","Moravskoslezský kraj","CZ080","6047"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - prosinec 2021","2021-12K","Česko","CZ","","","4706"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","2021","2021","Česko","CZ","","","4706"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","","","5607"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Středočeský kraj","CZ020","5416"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Jihočeský kraj","CZ031","6056"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Plzeňský kraj","CZ032","5584"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Ústecký kraj","CZ042","4828"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Liberecký kraj","CZ051","5064"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Královéhradecký kraj","CZ052","5745"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Pardubický kraj","CZ053","5825"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Kraj Vysočina","CZ063","6279"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Jihomoravský kraj","CZ064","5058"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Olomoucký kraj","CZ071","5715"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Zlínský kraj","CZ072","5452"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01","Česko","CZ","Moravskoslezský kraj","CZ080","6233"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","","","5607"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Středočeský kraj","CZ020","5416"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Jihočeský kraj","CZ031","6056"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Plzeňský kraj","CZ032","5584"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Ústecký kraj","CZ042","4828"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Liberecký kraj","CZ051","5064"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Královéhradecký kraj","CZ052","5745"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Pardubický kraj","CZ053","5825"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Kraj Vysočina","CZ063","6279"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Jihomoravský kraj","CZ064","5058"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Olomoucký kraj","CZ071","5715"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Zlínský kraj","CZ072","5452"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden 2022","2022-01K","Česko","CZ","Moravskoslezský kraj","CZ080","6233"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","","","5794"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Středočeský kraj","CZ020","5571"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Jihočeský kraj","CZ031","6097"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Plzeňský kraj","CZ032","6082"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Ústecký kraj","CZ042","5140"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Liberecký kraj","CZ051","6050"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Královéhradecký kraj","CZ052","5866"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Pardubický kraj","CZ053","5894"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Kraj Vysočina","CZ063","6014"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Jihomoravský kraj","CZ064","5343"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Olomoucký kraj","CZ071","5683"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Zlínský kraj","CZ072","5810"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","únor 2022","2022-02","Česko","CZ","Moravskoslezský kraj","CZ080","6233"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - únor 2022","2022-02K","Česko","CZ","","","5701"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","","","6114"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Středočeský kraj","CZ020","5664"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Jihočeský kraj","CZ031","6764"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Plzeňský kraj","CZ032","5470"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Ústecký kraj","CZ042","6451"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Liberecký kraj","CZ051","6349"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Královéhradecký kraj","CZ052","5596"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Pardubický kraj","CZ053","5645"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Kraj Vysočina","CZ063","6687"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Jihomoravský kraj","CZ064","5589"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Olomoucký kraj","CZ071","6305"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Zlínský kraj","CZ072","6077"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","březen 2022","2022-03","Česko","CZ","Moravskoslezský kraj","CZ080","6567"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - březen 2022","2022-03K","Česko","CZ","","","5838"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","","","7100"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Středočeský kraj","CZ020","6617"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Jihočeský kraj","CZ031","7286"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Ústecký kraj","CZ042","7220"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Liberecký kraj","CZ051","7366"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Královéhradecký kraj","CZ052","6687"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Pardubický kraj","CZ053","6465"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Kraj Vysočina","CZ063","7412"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Olomoucký kraj","CZ071","8084"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","duben 2022","2022-04","Česko","CZ","Zlínský kraj","CZ072","6919"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - duben 2022","2022-04K","Česko","CZ","","","6154"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","","","7597"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Středočeský kraj","CZ020","7309"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Jihočeský kraj","CZ031","7967"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Plzeňský kraj","CZ032","8167"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Královéhradecký kraj","CZ052","7023"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Pardubický kraj","CZ053","8188"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Kraj Vysočina","CZ063","7536"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Jihomoravský kraj","CZ064","7472"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Olomoucký kraj","CZ071","7658"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Zlínský kraj","CZ072","7500"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","květen 2022","2022-05","Česko","CZ","Moravskoslezský kraj","CZ080","7214"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - květen 2022","2022-05K","Česko","CZ","","","6442"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","","","8073"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Středočeský kraj","CZ020","7092"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Jihočeský kraj","CZ031","8600"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Plzeňský kraj","CZ032","9075"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Ústecký kraj","CZ042","8733"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Královéhradecký kraj","CZ052","7520"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Kraj Vysočina","CZ063","7400"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Jihomoravský kraj","CZ064","8724"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červen 2022","2022-06","Česko","CZ","Olomoucký kraj","CZ071","7939"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","leden - červen 2022","2022-06K","Česko","CZ","","","6714"
"Průměrná cena zemědělských výrobků (Kč)","6277","Pšenice krmná [t]","1012","červenec 2022","2022-07","Česko","CZ","","","7840"
