"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2021","2021-09K","Česko","CZ","","","8710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2021","2021-10K","Česko","CZ","","","8710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2021","2021-11K","Česko","CZ","","","8710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2021","2021-12K","Česko","CZ","","","8710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2021","2021","Česko","CZ","","","8710"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2022","2022-07","Česko","CZ","","","12000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2022","2022-07K","Česko","CZ","","","12000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2022","2022-08","Česko","CZ","","","15547"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2022","2022-08","Česko","CZ","Olomoucký kraj","CZ071","10039"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2022","2022-08K","Česko","CZ","","","12312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2022","2022-09K","Česko","CZ","","","12312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2022","2022-10K","Česko","CZ","","","12312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2022","2022-11K","Česko","CZ","","","12312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2022","2022-12K","Česko","CZ","","","12312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2022","2022","Česko","CZ","","","12312"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2023","2023-08","Česko","CZ","","","10932"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2023","2023-08K","Česko","CZ","","","10509"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","září 2023","2023-09","Česko","CZ","","","7865"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2023","2023-09K","Česko","CZ","","","10509"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2023","2023-10K","Česko","CZ","","","10509"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2023","2023-11K","Česko","CZ","","","10509"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2023","2023-12K","Česko","CZ","","","10509"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2023","2023","Česko","CZ","","","10509"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2024","2024-07","Česko","CZ","","","18690"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2024","2024-07K","Česko","CZ","","","18690"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2024","2024-08","Česko","CZ","","","19659"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2024","2024-08K","Česko","CZ","","","19057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2024","2024-09K","Česko","CZ","","","19057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2024","2024-10K","Česko","CZ","","","19057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2024","2024-11K","Česko","CZ","","","19057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2024","2024-12K","Česko","CZ","","","19057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2024","2024","Česko","CZ","","","19057"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2025","2025-07","Česko","CZ","","","33000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2025","2025-07K","Česko","CZ","","","33000"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","srpen 2025","2025-08","Česko","CZ","","","32118"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - srpen 2025","2025-08K","Česko","CZ","","","32666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - září 2025","2025-09K","Česko","CZ","","","32666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - říjen 2025","2025-10K","Česko","CZ","","","32666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - listopad 2025","2025-11K","Česko","CZ","","","32666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - prosinec 2025","2025-12K","Česko","CZ","","","32666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","2025","2025","Česko","CZ","","","32666"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","červenec 2026","2026-07","Česko","CZ","","","39932"
"Průměrná cena zemědělských výrobků (Kč)","6277","Višně [t]","2070","leden - červenec 2026","2026-07K","Česko","CZ","","","39932"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","červenec 2010","2010-07","Česko","CZ","","","4900"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","srpen 2010","2010-08","Česko","CZ","","","8474"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","září 2010","2010-09","Česko","CZ","","","5050"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2010","2010-09K","Česko","CZ","","","7017"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2010","2010-10K","Česko","CZ","","","7017"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2010","2010-11K","Česko","CZ","","","7017"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2010","2010-12K","Česko","CZ","","","7017"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2010","2010","Česko","CZ","","","7017"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - srpen 2011","2011-08K","Česko","CZ","","","8602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2011","2011-09K","Česko","CZ","","","8602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2011","2011-10K","Česko","CZ","","","8602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2011","2011-11K","Česko","CZ","","","8602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2011","2011-12K","Česko","CZ","","","8602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2011","2011","Česko","CZ","","","8602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - srpen 2012","2012-08K","Česko","CZ","","","7855"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2012","2012-09K","Česko","CZ","","","7855"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2012","2012-10K","Česko","CZ","","","7855"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2012","2012-11K","Česko","CZ","","","7855"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2012","2012-12K","Česko","CZ","","","7855"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2012","2012","Česko","CZ","","","7855"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2013","2013-09K","Česko","CZ","","","8693"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2013","2013-10K","Česko","CZ","","","8693"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2013","2013-11K","Česko","CZ","","","8693"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2013","2013-12K","Česko","CZ","","","8693"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2013","2013","Česko","CZ","","","8693"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2014","2014-09K","Česko","CZ","","","7434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2014","2014-10K","Česko","CZ","","","7434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2014","2014-11K","Česko","CZ","","","7434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2014","2014-12K","Česko","CZ","","","7434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2014","2014","Česko","CZ","","","7434"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","srpen 2015","2015-08","Česko","CZ","","","7809"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - srpen 2015","2015-08K","Česko","CZ","","","7918"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2015","2015-09K","Česko","CZ","","","7918"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2015","2015-10K","Česko","CZ","","","7918"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2015","2015-11K","Česko","CZ","","","7918"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2015","2015-12K","Česko","CZ","","","7918"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2015","2015","Česko","CZ","","","7918"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","srpen 2016","2016-08","Česko","CZ","","","12244"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - srpen 2016","2016-08K","Česko","CZ","","","10958"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","září 2016","2016-09","Česko","CZ","","","15545"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2016","2016-09K","Česko","CZ","","","10958"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2016","2016-10K","Česko","CZ","","","10958"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2016","2016-11K","Česko","CZ","","","10958"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2016","2016-12K","Česko","CZ","","","10958"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2016","2016","Česko","CZ","","","10958"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","červenec 2017","2017-07","Česko","CZ","","","16333"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - červenec 2017","2017-07K","Česko","CZ","","","16333"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","srpen 2017","2017-08","Česko","CZ","","","15657"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - srpen 2017","2017-08K","Česko","CZ","","","16044"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2017","2017-09K","Česko","CZ","","","16044"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2017","2017-10K","Česko","CZ","","","16044"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - listopad 2017","2017-11K","Česko","CZ","","","16044"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - prosinec 2017","2017-12K","Česko","CZ","","","16044"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","2017","2017","Česko","CZ","","","16044"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - červenec 2018","2018-07K","Česko","CZ","","","16750"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","srpen 2018","2018-08","Česko","CZ","","","10306"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - srpen 2018","2018-08K","Česko","CZ","","","14602"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - září 2018","2018-09K","Česko","CZ","","","14702"
"Průměrná cena zemědělských výrobků (Kč)","6277","Rybíz červený a bílý [t]","2091","leden - říjen 2018","2018-10K","Česko","CZ","","","14702"
