sample,model,h,n,n_common,n_intended,n_estimated,n_missing_distributions,n_noncommon_distributions,crps,coverage80,coverage90,width80,width90,point_mae,median_mae
full,FOOD_H0_FAST_R18,1,50,50,89,53,36,3,0.44792063991791736,0.82,0.84,1.530089286454568,2.255376972501158,0.5117525808109105,0.5345026701432117
full,FOOD_H0_FAST_R18,2,49,49,88,52,36,3,0.6830534069689889,0.7755102040816326,0.7959183673469388,2.500832138259132,3.637821055248545,0.7570620627312216,0.8059546947805482
full,FOOD_H0_FAST_R18,3,48,48,87,51,36,3,0.7764665086915722,0.75,0.7916666666666666,3.9554827809180075,4.807452026551134,0.8277501867028781,0.9250671584784026
full,FOOD_H0_FAST_R18,4,47,47,86,50,36,3,0.912065527402665,0.7659574468085106,0.8085106382978723,4.605021335362123,5.696323498743683,0.8923159903421788,1.0777961063779777
full,FOOD_H0_FAST_R18,5,46,46,85,49,36,3,0.9868631541608132,0.7608695652173914,0.8695652173913043,5.338005898309954,6.417806931862699,0.9011330425108461,1.1008246860806958
full,FOOD_H0_FAST_R18,6,45,45,84,48,36,3,1.0532282739813132,0.7777777777777778,0.8888888888888888,6.11179548663302,7.514801320423352,0.8879098193546112,1.205804288339111
full,FOOD_H0_FAST_R18,7,44,44,83,47,36,3,1.1565106538979792,0.8181818181818182,0.8636363636363636,7.08277165490166,8.753527240435004,0.9456036004479269,1.4482341574714743
full,FOOD_H0_FAST_R18,8,43,43,82,46,36,3,1.3355844709737372,0.7674418604651163,0.8372093023255814,8.33768575421686,10.27783743394545,1.0379431465130478,1.6086447203741459
full,FOOD_H0_FAST_R18,9,42,42,81,45,36,3,1.5144009944176444,0.8095238095238095,0.8095238095238095,9.938308610870886,11.85627605225873,1.055070197742761,1.7136923267448803
full,FOOD_H0_FAST_R18,10,41,41,80,44,36,3,1.7235819458095292,0.7804878048780488,0.8292682926829268,11.126641437294799,13.402083680820835,1.0702506551033157,1.7723416636418714
full,FOOD_H0_FAST_R18,11,40,40,79,43,36,3,1.982696116866041,0.725,0.75,12.544176545806579,14.386087042172994,1.1928069727080797,1.9374660572673335
full,FOOD_H0_FAST_R18,12,39,39,78,42,36,3,2.195526270483164,0.5641025641025641,0.6666666666666666,12.763697647170195,15.964935236320617,1.3101045871893031,2.037591668286573
full,FOOD_H0_SELECT_R18,1,50,50,89,53,36,3,0.4480587405526456,0.82,0.84,1.525362701439617,2.265854730282182,0.5106869689553535,0.5342798245350526
full,FOOD_H0_SELECT_R18,2,49,49,88,52,36,3,0.6847995036801643,0.7551020408163265,0.7959183673469388,2.4922211877185747,3.6735265430692046,0.7586948925790806,0.8092303827437364
full,FOOD_H0_SELECT_R18,3,48,48,87,51,36,3,0.7764474302776779,0.75,0.7916666666666666,3.926421460094023,4.84183455742909,0.8289934986419788,0.9221353573884882
full,FOOD_H0_SELECT_R18,4,47,47,86,50,36,3,0.9085002613482486,0.7659574468085106,0.8085106382978723,4.617756977261034,5.644743941423271,0.8884394077209329,1.0734777037523262
full,FOOD_H0_SELECT_R18,5,46,46,85,49,36,3,0.985221631233913,0.782608695652174,0.8695652173913043,5.372146781451137,6.420544269732832,0.8980909147681743,1.1007613592848116
full,FOOD_H0_SELECT_R18,6,45,45,84,48,36,3,1.052379965396041,0.8,0.8888888888888888,6.140467988185638,7.518104024815378,0.8865776671016808,1.2015526695445513
full,FOOD_H0_SELECT_R18,7,44,44,83,47,36,3,1.1533040554025897,0.8181818181818182,0.8636363636363636,7.0761652678306515,8.731009095801705,0.945081563675616,1.4403352375223613
full,FOOD_H0_SELECT_R18,8,43,43,82,46,36,3,1.3297012013568585,0.7674418604651163,0.8837209302325582,8.322558009822963,10.268176796767154,1.0319625456678723,1.5945902807889496
full,FOOD_H0_SELECT_R18,9,42,42,81,45,36,3,1.505384956427705,0.7857142857142857,0.8095238095238095,9.943974987973476,11.85507391027416,1.0425778503380998,1.6881755477671103
full,FOOD_H0_SELECT_R18,10,41,41,80,44,36,3,1.7154070712754683,0.7317073170731707,0.8536585365853658,11.117769853438855,13.435010907725475,1.0685084224689998,1.761893323484447
full,FOOD_H0_SELECT_R18,11,40,40,79,43,36,3,1.9769578589536334,0.7,0.725,12.516987623049387,14.425590157711394,1.191061499521604,1.9338552741366464
full,FOOD_H0_SELECT_R18,12,39,39,78,42,36,3,2.190270154499105,0.5897435897435898,0.6666666666666666,12.75969106982464,15.909412207821207,1.311731232176703,2.03940689280745
full,FOOD_H0_SLOW_R18,1,50,50,89,53,36,3,0.4489127804462339,0.82,0.84,1.5342631845244432,2.260686605223619,0.511790170099031,0.5355832541010759
full,FOOD_H0_SLOW_R18,2,49,49,88,52,36,3,0.6844772073328819,0.7346938775510204,0.7959183673469388,2.50629354784535,3.6449967195149617,0.7584624129902379,0.806542211372357
full,FOOD_H0_SLOW_R18,3,48,48,87,51,36,3,0.775652446936992,0.75,0.7916666666666666,3.9533786914281244,4.806920671931349,0.8289186690856368,0.9224361822627598
full,FOOD_H0_SLOW_R18,4,47,47,86,50,36,3,0.9094164146466137,0.7659574468085106,0.8085106382978723,4.606538236760333,5.701225045223674,0.8901984826535684,1.0746404721090763
full,FOOD_H0_SLOW_R18,5,46,46,85,49,36,3,0.986504906858387,0.7608695652173914,0.8695652173913043,5.3193513970399815,6.426925273990188,0.9001922692111599,1.1028699508985473
full,FOOD_H0_SLOW_R18,6,45,45,84,48,36,3,1.050953397059983,0.8222222222222222,0.8888888888888888,6.104178542314604,7.570513093007851,0.8874166888974601,1.2023938690459104
full,FOOD_H0_SLOW_R18,7,44,44,83,47,36,3,1.152467296573931,0.8181818181818182,0.8636363636363636,7.100244488288677,8.764273035688179,0.9466167549832473,1.4438374017044475
full,FOOD_H0_SLOW_R18,8,43,43,82,46,36,3,1.3233202272656135,0.7674418604651163,0.8837209302325582,8.379840692469752,10.251718368638269,1.0279868286237945,1.593711987985673
full,FOOD_H0_SLOW_R18,9,42,42,81,45,36,3,1.499082885411484,0.7857142857142857,0.8095238095238095,9.92456268287523,11.930594082834263,1.0423180979739266,1.6799743250222225
full,FOOD_H0_SLOW_R18,10,41,41,80,44,36,3,1.7102090194124884,0.7317073170731707,0.8536585365853658,11.127325368693716,13.414312518148208,1.062323303873222,1.7587889312297176
full,FOOD_H0_SLOW_R18,11,40,40,79,43,36,3,1.9715439194789557,0.7,0.725,12.524901389205167,14.391757633160202,1.187482351875468,1.9208357542369257
full,FOOD_H0_SLOW_R18,12,39,39,78,42,36,3,2.18357470380573,0.5897435897435898,0.6666666666666666,12.772613844800608,15.93352651945931,1.3076672811557624,2.0247980992283536
full,FUEL_ANNUAL_R17,1,50,50,89,53,36,3,0.4368637741976745,0.82,0.84,1.5591844815789588,2.154404747587761,0.4918480411027622,0.5190730365629911
full,FUEL_ANNUAL_R17,2,49,49,88,52,36,3,0.6755602577039214,0.7755102040816326,0.7755102040816326,2.4546956318224704,3.641900088271167,0.7479416904950483,0.7967807143384238
full,FUEL_ANNUAL_R17,3,48,48,87,51,36,3,0.76730842255167,0.75,0.7916666666666666,3.9459487874308663,4.905708815898396,0.8172260158497756,0.9578919243101088
full,FUEL_ANNUAL_R17,4,47,47,86,50,36,3,0.8877887158699306,0.7446808510638298,0.8085106382978723,4.757292419139304,5.691968138067096,0.8569014170918408,1.0202829121412755
full,FUEL_ANNUAL_R17,5,46,46,85,49,36,3,0.9450464788236298,0.7391304347826086,0.8913043478260869,5.50219520591436,6.40219013843926,0.8647725853818671,1.0504622604857026
full,FUEL_ANNUAL_R17,6,45,45,84,48,36,3,1.019800856669176,0.8222222222222222,0.8888888888888888,6.349527256703234,7.3942338555313905,0.8725943550677381,1.1660575932064425
full,FUEL_ANNUAL_R17,7,44,44,83,47,36,3,1.132428947668476,0.8181818181818182,0.8863636363636364,7.097238790643022,8.743954239002331,0.9030755881361053,1.4168950258975905
full,FUEL_ANNUAL_R17,8,43,43,82,46,36,3,1.3210482729760635,0.7906976744186046,0.8604651162790697,8.416649277221632,10.425379687583595,1.0110942391181936,1.5829144913773714
full,FUEL_ANNUAL_R17,9,42,42,81,45,36,3,1.4785429859031078,0.8333333333333334,0.8571428571428571,10.035433571770382,11.883188814563365,1.0062266944516218,1.7172020657227294
full,FUEL_ANNUAL_R17,10,41,41,80,44,36,3,1.6515096965068636,0.7804878048780488,0.8536585365853658,11.248965737056457,13.414366096577876,1.006457831970716,1.6776581502764845
full,FUEL_ANNUAL_R17,11,40,40,79,43,36,3,1.8804486523939274,0.8,0.8,12.615408592015585,14.428748540657745,1.0639350872550402,1.7674700436326538
full,FUEL_ANNUAL_R17,12,39,39,78,42,36,3,2.067489606443746,0.6153846153846154,0.717948717948718,12.808898404767142,15.926725951716994,1.147854271607206,1.8978793396264284
full,INDEPENDENT_BRIDGE,1,50,50,89,50,39,0,0.4932526215186586,0.8,0.82,1.6720824341564322,2.5232020839966385,0.556956469416008,0.5837800903760144
full,INDEPENDENT_BRIDGE,2,49,49,88,49,39,0,0.7747623901915085,0.6938775510204082,0.7142857142857143,2.6468283167432496,3.6784433022640517,0.8725965151170116,0.9544895876346154
full,INDEPENDENT_BRIDGE,3,48,48,87,48,39,0,0.9002298162731339,0.75,0.7916666666666666,4.01919304283503,5.13172077271957,0.9707716082708812,1.1201668497895978
full,INDEPENDENT_BRIDGE,4,47,47,86,47,39,0,1.0426185997060928,0.7446808510638298,0.8297872340425532,4.66960679340213,6.802814771124619,1.0289605526509968,1.2498839768997254
full,INDEPENDENT_BRIDGE,5,46,46,85,46,39,0,1.1318101071882667,0.8478260869565217,0.8695652173913043,5.458208343418942,7.384109310505965,1.0074213533589242,1.2577983726447577
full,INDEPENDENT_BRIDGE,6,45,45,84,45,39,0,1.2270039480251327,0.7555555555555555,0.8666666666666667,6.532625234727391,8.252982980078176,0.972675397980126,1.3762090621093235
full,INDEPENDENT_BRIDGE,7,44,44,83,44,39,0,1.4851576221187899,0.7272727272727273,0.8181818181818182,7.5101610097955955,9.444079159829773,1.1567787397725586,1.7123598445159403
full,INDEPENDENT_BRIDGE,8,43,43,82,43,39,0,1.676109269649862,0.7441860465116279,0.7906976744186046,9.120410643249205,11.176604716531438,1.2817539337681305,2.0196047014425673
full,INDEPENDENT_BRIDGE,9,42,42,81,42,39,0,2.0418011281620885,0.7380952380952381,0.7857142857142857,10.818490231036963,13.402470911949969,1.4628883911134642,2.2987270718890236
full,INDEPENDENT_BRIDGE,10,41,41,80,41,39,0,2.3806434211145375,0.7317073170731707,0.7804878048780488,12.717660198995224,14.85670278830316,1.626521290487847,2.6136740529240696
full,INDEPENDENT_BRIDGE,11,40,40,79,40,39,0,2.8041677567032854,0.675,0.725,14.299973218677962,16.247167686891693,1.8736365538289756,2.936553554822786
full,INDEPENDENT_BRIDGE,12,39,39,78,39,39,0,3.1817115333023724,0.6153846153846154,0.6923076923076923,15.238111949035588,17.06620592463239,2.035480108982471,3.255953160977635
full,MCT_FAST_R18,1,50,50,89,53,36,3,0.4538240429152392,0.8,0.84,1.5199867463068122,2.31653358152446,0.5038734639974798,0.5262031970925838
full,MCT_FAST_R18,2,49,49,88,52,36,3,0.7025405362680538,0.7551020408163265,0.7755102040816326,2.4342021329735783,3.716391947539631,0.7654922325290242,0.8446411703911314
full,MCT_FAST_R18,3,48,48,87,51,36,3,0.8081416005148708,0.75,0.7708333333333334,4.063811706102738,4.831345182646301,0.8293047613965032,1.0144723733017165
full,MCT_FAST_R18,4,47,47,86,50,36,3,0.9639523479244513,0.6808510638297872,0.7872340425531915,4.576623445089781,5.725175459931372,0.9158403755896327,1.1709576020837302
full,MCT_FAST_R18,5,46,46,85,49,36,3,1.0533529621890347,0.6739130434782609,0.782608695652174,5.382252831941114,6.57035730008738,0.9280563531829158,1.207648244625873
full,MCT_FAST_R18,6,45,45,84,48,36,3,1.1678387666644767,0.7333333333333333,0.8,6.1523718317667315,7.564410817970256,0.9695274835231874,1.2857050593518384
full,MCT_FAST_R18,7,44,44,83,47,36,3,1.3130983771034344,0.75,0.8409090909090909,7.084559682460579,8.86202555786717,1.0484501816548106,1.5654550106320235
full,MCT_FAST_R18,8,43,43,82,46,36,3,1.5167564478058468,0.6744186046511628,0.7441860465116279,8.215915381335675,10.49800824306713,1.1827610809150477,1.8530262743832613
full,MCT_FAST_R18,9,42,42,81,45,36,3,1.694078745850946,0.7142857142857143,0.7380952380952381,9.540166636984807,12.175527925447106,1.1824619688812386,1.865704647156382
full,MCT_FAST_R18,10,41,41,80,44,36,3,1.9091796655954372,0.7317073170731707,0.7560975609756098,10.846640970915061,13.538183650926324,1.1825384286170129,1.8845349196542582
full,MCT_FAST_R18,11,40,40,79,43,36,3,2.185724990636062,0.625,0.725,12.328034158823495,14.525096716499027,1.2472628599858027,2.0951791778150524
full,MCT_FAST_R18,12,39,39,78,42,36,3,2.4253677203552932,0.5384615384615384,0.5897435897435898,12.913014106959961,15.522896444330058,1.3589925806534982,2.2211390105918047
full,MCT_SIGNALS_R18,1,50,50,89,53,36,3,0.44531376452140464,0.8,0.84,1.483704887580031,2.07240476144541,0.5008054544045717,0.528840118426237
full,MCT_SIGNALS_R18,2,49,49,88,52,36,3,0.6812781625103574,0.7755102040816326,0.7959183673469388,2.3877407336832412,3.260319570448145,0.7581730920227494,0.8284511517071498
full,MCT_SIGNALS_R18,3,48,48,87,51,36,3,0.7759154715736477,0.75,0.7916666666666666,3.2748200335876256,4.513773674961929,0.8134481426639398,0.9483936230076416
full,MCT_SIGNALS_R18,4,47,47,86,50,36,3,0.9308198516868139,0.7446808510638298,0.8297872340425532,3.9300671059009327,5.541012600648414,0.8995071422886312,1.1256068066549922
full,MCT_SIGNALS_R18,5,46,46,85,49,36,3,1.0635759367466355,0.7608695652173914,0.8695652173913043,4.587630490441437,6.945979747533666,0.971233383893954,1.2352189777667306
full,MCT_SIGNALS_R18,6,45,45,84,48,36,3,1.1138510337011975,0.7777777777777778,0.8444444444444444,5.927983897946777,7.877323106359128,0.9677743814019731,1.2651931953299151
full,MCT_SIGNALS_R18,7,44,44,83,47,36,3,1.1537330175374094,0.7272727272727273,0.8409090909090909,7.054628846584782,8.925176374289732,0.9440648204818873,1.2905437242421625
full,MCT_SIGNALS_R18,8,43,43,82,46,36,3,1.2419389138888752,0.7441860465116279,0.813953488372093,8.302734424012941,10.500537049257382,0.9495218223589613,1.3519049973657244
full,MCT_SIGNALS_R18,9,42,42,81,45,36,3,1.5536242513945213,0.6666666666666666,0.7380952380952381,9.623291885350392,12.168712623087643,1.1211141278142316,1.6864249634851447
full,MCT_SIGNALS_R18,10,41,41,80,44,36,3,1.943341697925993,0.6097560975609756,0.7317073170731707,11.43873376309328,13.662926103849308,1.3494571483450688,2.030668319611977
full,MCT_SIGNALS_R18,11,40,40,79,43,36,3,2.4137133787958374,0.6,0.65,13.248550661444847,15.101584885179033,1.6396605152935404,2.4806610743678137
full,MCT_SIGNALS_R18,12,39,39,78,42,36,3,2.7442155737269527,0.5641025641025641,0.6153846153846154,13.818382347871179,16.3337218316426,1.8819496152429376,2.659029130623893
full,MCT_SLOW_R18,1,50,50,89,53,36,3,0.45864139892470057,0.8,0.82,1.5388968693020966,2.3770329939862056,0.5033050525404736,0.5292393911258201
full,MCT_SLOW_R18,2,49,49,88,52,36,3,0.7180996731795621,0.7346938775510204,0.7551020408163265,2.4980135078627117,3.8265699436495706,0.7722143947276968,0.8614668966547527
full,MCT_SLOW_R18,3,48,48,87,51,36,3,0.8370353321412322,0.7291666666666666,0.7708333333333334,4.226708436409241,5.0097370000673775,0.8474100833727416,1.0598226927433727
full,MCT_SLOW_R18,4,47,47,86,50,36,3,1.0005426004745492,0.6595744680851063,0.7872340425531915,4.778602328021282,5.891329908546114,0.9456815040587319,1.1963399382815685
full,MCT_SLOW_R18,5,46,46,85,49,36,3,1.093673402186169,0.6739130434782609,0.7608695652173914,5.668102388698686,6.859905321190814,0.9517353995997695,1.2517096474283333
full,MCT_SLOW_R18,6,45,45,84,48,36,3,1.2426636826239448,0.7555555555555555,0.7777777777777778,6.6010877467113325,7.875935517813018,1.0182680221775822,1.3492172166519698
full,MCT_SLOW_R18,7,44,44,83,47,36,3,1.4210061571671806,0.7045454545454546,0.7954545454545454,7.484825994740969,9.30886665914165,1.1459967670222018,1.6323295365061616
full,MCT_SLOW_R18,8,43,43,82,46,36,3,1.6751614230712475,0.7209302325581395,0.7441860465116279,8.537691543844538,11.090175705937424,1.3287597103987416,1.99740319222035
full,MCT_SLOW_R18,9,42,42,81,45,36,3,1.8664066219178408,0.6666666666666666,0.7142857142857143,9.822142789481305,12.80941173282979,1.3565607726749795,2.019430961248918
full,MCT_SLOW_R18,10,41,41,80,44,36,3,2.0900137514119144,0.6341463414634146,0.7317073170731707,11.24970142955719,14.12063286448198,1.3912668799930397,2.0613924517123947
full,MCT_SLOW_R18,11,40,40,79,43,36,3,2.378638602604821,0.55,0.65,12.819158045883807,15.209233601730551,1.4556515733457442,2.221868111889985
full,MCT_SLOW_R18,12,39,39,78,42,36,3,2.630678327772995,0.5641025641025641,0.6153846153846154,13.635401430025235,15.969494421084997,1.5569350265719737,2.407219787538982
full,STABLE_LOCAL_CORE_R14B,1,50,50,89,53,36,3,0.46212198564758017,0.8,0.84,1.571377367965228,2.4350039746839816,0.5106983677229143,0.5369859070432131
full,STABLE_LOCAL_CORE_R14B,2,49,49,88,52,36,3,0.7265900032113284,0.7346938775510204,0.7346938775510204,2.6642567263939343,3.967198867915306,0.7736232274605304,0.8538200000802832
full,STABLE_LOCAL_CORE_R14B,3,48,48,87,51,36,3,0.8569906025773478,0.7083333333333334,0.7708333333333334,4.368575385514344,5.047837598381926,0.8752952765409322,1.0683107688051843
full,STABLE_LOCAL_CORE_R14B,4,47,47,86,50,36,3,1.0175441867252315,0.6595744680851063,0.723404255319149,4.863961041918395,6.213215882562539,0.9562167480287527,1.1182012175580232
full,STABLE_LOCAL_CORE_R14B,5,46,46,85,49,36,3,1.0973683981791742,0.717391304347826,0.7391304347826086,5.963020062040642,7.384941903634645,0.9605506873833941,1.2005377968406001
full,STABLE_LOCAL_CORE_R14B,6,45,45,84,48,36,3,1.227680812023364,0.7777777777777778,0.7777777777777778,7.045952246439029,8.455797274015042,0.9938796596513442,1.3012885828394942
full,STABLE_LOCAL_CORE_R14B,7,44,44,83,47,36,3,1.3988946245930884,0.7045454545454546,0.75,7.8152839098794145,10.106740569195956,1.115260643058412,1.5078513547940575
full,STABLE_LOCAL_CORE_R14B,8,43,43,82,46,36,3,1.6454934121021407,0.7209302325581395,0.7209302325581395,8.822259752075643,11.936724394648719,1.2372685416686293,1.7303541152749273
full,STABLE_LOCAL_CORE_R14B,9,42,42,81,45,36,3,1.8562416352765823,0.7142857142857143,0.7380952380952381,10.005683389848338,13.695832735296165,1.2569655291731705,1.834219690605902
full,STABLE_LOCAL_CORE_R14B,10,41,41,80,44,36,3,2.133489310394941,0.6341463414634146,0.7317073170731707,11.584598443371183,15.054542522410413,1.3746125844471058,1.994466862159941
full,STABLE_LOCAL_CORE_R14B,11,40,40,79,43,36,3,2.4837399294563927,0.6,0.6,13.333789547303786,16.179712247577278,1.5324878739140966,2.223850281163539
full,STABLE_LOCAL_CORE_R14B,12,39,39,78,42,36,3,2.7879672436114626,0.5641025641025641,0.5641025641025641,14.29589289440848,17.321160088031718,1.6903370623318859,2.428523775797918
full,STATE_FAST_R15,1,50,50,89,53,36,3,0.44926121931029483,0.82,0.84,1.5484829014615236,2.257480959001669,0.5080418892844457,0.5369418923676377
full,STATE_FAST_R15,2,49,49,88,52,36,3,0.6895035947934446,0.7755102040816326,0.7755102040816326,2.494470680549627,3.665244617891082,0.7665746122069395,0.8135209634694441
full,STATE_FAST_R15,3,48,48,87,51,36,3,0.7859421185698224,0.75,0.7916666666666666,3.943121515076987,4.842133965707142,0.8343248458816838,0.9474237214751385
full,STATE_FAST_R15,4,47,47,86,50,36,3,0.9192629517682589,0.7659574468085106,0.8085106382978723,4.622425508358064,5.659646523319169,0.8986918905049684,1.083135871669654
full,STATE_FAST_R15,5,46,46,85,49,36,3,0.9835019895560064,0.7608695652173914,0.8478260869565217,5.3583531254189305,6.402701313428963,0.897958459676311,1.0884012234131692
full,STATE_FAST_R15,6,45,45,84,48,36,3,1.05540616032815,0.7777777777777778,0.8888888888888888,6.12186780316193,7.436079909804175,0.8891228593542485,1.2048727148296852
full,STATE_FAST_R15,7,44,44,83,47,36,3,1.162330238439962,0.7954545454545454,0.8863636363636364,7.0655223957255515,8.722540376451361,0.9486809601693099,1.4449835277054734
full,STATE_FAST_R15,8,43,43,82,46,36,3,1.351718485917959,0.7441860465116279,0.8372093023255814,8.323038339908523,10.301057635481628,1.0517361204124647,1.6210509987913686
full,STATE_FAST_R15,9,42,42,81,45,36,3,1.5303758407027432,0.8095238095238095,0.8095238095238095,9.990441922436395,11.819617435044487,1.0643723460368715,1.7358785988008842
full,STATE_FAST_R15,10,41,41,80,44,36,3,1.734934049380269,0.7804878048780488,0.8292682926829268,11.126490839878533,13.399089484222886,1.0818421874368733,1.7774177303830665
full,STATE_FAST_R15,11,40,40,79,43,36,3,1.9900767945353244,0.725,0.75,12.544603923725559,14.387937081232801,1.1986672853306266,1.9547248418984136
full,STATE_FAST_R15,12,39,39,78,42,36,3,2.2024353606343134,0.5897435897435898,0.6666666666666666,12.76071314829061,15.94117580187055,1.3111719322404276,2.052416761138803
origins_2024plus,DAMPED_P95_Q001_R16,1,30,30,30,30,0,0,0.2187280881673207,0.9666666666666667,1.0,1.693224844166364,2.5339699350051963,0.24642664216031726,0.2505766755662183
origins_2024plus,DAMPED_P95_Q001_R16,2,29,29,29,29,0,0,0.3223726272672946,1.0,1.0,2.8870459586205905,4.254919972306848,0.35090259362247717,0.38811144642401724
origins_2024plus,DAMPED_P95_Q001_R16,3,28,28,28,28,0,0,0.41907157127718736,1.0,1.0,4.464573504369933,5.430852836631476,0.4172012202972862,0.475381702581911
origins_2024plus,DAMPED_P95_Q001_R16,4,27,27,27,27,0,0,0.4937589832484711,1.0,1.0,5.147314962127591,6.07352207445676,0.33995142047391047,0.5060666039590468
origins_2024plus,DAMPED_P95_Q001_R16,5,26,26,26,26,0,0,0.5669296732574369,1.0,1.0,5.6623980966027005,6.6117904261527,0.3587245051632622,0.4808203488958008
origins_2024plus,DAMPED_P95_Q001_R16,6,25,25,25,25,0,0,0.6320748850021131,1.0,1.0,6.275815267251171,8.044473304547704,0.36829647459987824,0.5810748342259283
origins_2024plus,DAMPED_P95_Q001_R16,7,24,24,24,24,0,0,0.7092218207037503,1.0,1.0,7.079305327180594,9.45226505971224,0.4763177464077337,0.7887643856520773
origins_2024plus,DAMPED_P95_Q001_R16,8,23,23,23,23,0,0,0.793320999636345,1.0,1.0,8.286740611882966,11.31654732184768,0.5177097498281712,0.8316651580312593
origins_2024plus,DAMPED_P95_Q001_R16,9,22,22,22,22,0,0,0.871085371432324,1.0,1.0,9.79919454159849,12.894819029073949,0.5352341154146512,0.749927545677043
origins_2024plus,DAMPED_P95_Q001_R16,10,21,21,21,21,0,0,0.9568383871361432,1.0,1.0,11.437293369528215,14.14781615996631,0.5580197557913097,0.7140266449225048
origins_2024plus,DAMPED_P95_Q001_R16,11,20,20,20,20,0,0,1.0478252070789535,1.0,1.0,12.626947417046887,15.57092055280865,0.5634436795844271,0.8166709184808566
origins_2024plus,DAMPED_P95_Q001_R16,12,19,19,19,19,0,0,1.1239187301397984,1.0,1.0,13.324686357956985,17.16770209394093,0.6074881598966505,0.7856881291659675
origins_2024plus,FOOD_H0_FAST_R18,1,30,30,30,30,0,0,0.22592962144555503,0.9666666666666667,1.0,1.6541606168211078,2.531533844391579,0.25520460888657587,0.26587023278915445
origins_2024plus,FOOD_H0_FAST_R18,2,29,29,29,29,0,0,0.33259903699379023,0.9655172413793104,1.0,2.8335429889197257,4.234320200838614,0.35145447225455667,0.39898569672177026
origins_2024plus,FOOD_H0_FAST_R18,3,28,28,28,28,0,0,0.44204034806969145,1.0,1.0,4.482146126406646,5.36537036163637,0.4323727508324381,0.516197399895234
origins_2024plus,FOOD_H0_FAST_R18,4,27,27,27,27,0,0,0.5307614310256324,1.0,1.0,5.215260580564858,6.065725455274117,0.37118353852255914,0.5735001520121915
origins_2024plus,FOOD_H0_FAST_R18,5,26,26,26,26,0,0,0.6338407461189277,1.0,1.0,5.826383446150124,6.61290062656253,0.3714257066651459,0.6214744693830004
origins_2024plus,FOOD_H0_FAST_R18,6,25,25,25,25,0,0,0.7237430448148581,1.0,1.0,6.5018259189056975,7.996212243248417,0.408936901468069,0.7570717033785103
origins_2024plus,FOOD_H0_FAST_R18,7,24,24,24,24,0,0,0.8293682685644029,1.0,1.0,7.318786045834693,9.172592383503053,0.5277923068643364,1.0594109477382785
origins_2024plus,FOOD_H0_FAST_R18,8,23,23,23,23,0,0,0.9526138217180911,1.0,1.0,8.379126173986702,10.970869982150468,0.5935369386729665,1.191682043742459
origins_2024plus,FOOD_H0_FAST_R18,9,22,22,22,22,0,0,1.0414304004022945,1.0,1.0,9.679322657977231,12.731205348778387,0.6304861231634015,1.1762237606062573
origins_2024plus,FOOD_H0_FAST_R18,10,21,21,21,21,0,0,1.139425841776947,1.0,1.0,11.137021956666253,14.097442773019349,0.6655265638701421,1.0519474394018977
origins_2024plus,FOOD_H0_FAST_R18,11,20,20,20,20,0,0,1.2310772900777827,1.0,1.0,12.74995769161998,15.184938826015847,0.730204044170702,1.1935915726350967
