period,horizon,policy,model,actual,forecast,status,fallback_used,n_train,n_features,fallback_reason,selected_columns,engine,error
2020-10,1,independent,TVW_QRF,0.17873100983019086,0.33837716806883134,estimated,False,67.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2020-11,1,common,AR3,0.0,0.3189471482553354,benchmark,False,,,,,,
2020-11,1,common,RW,0.0,0.17873100983019086,benchmark,False,,,,,,
2020-11,1,independent,BBIM,0.0,0.15366739355809764,estimated,False,68.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2020-11,1,independent,TVW_QRF,0.0,0.21326212397600575,estimated,False,68.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2020-12,1,common,AR3,-0.1784121320249632,0.09835216236641928,benchmark,False,,,,,,
2020-12,1,common,RW,-0.1784121320249632,0.0,benchmark,False,,,,,,
2020-12,1,independent,BBIM,-0.1784121320249632,0.10961476012368596,estimated,False,69.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2020-12,1,independent,TVW_QRF,-0.1784121320249632,0.20007185040377407,estimated,False,69.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-01,1,common,AR3,1.3404825737265424,0.16271775353159293,benchmark,False,,,,,,
2021-01,1,common,RW,1.3404825737265424,-0.1784121320249632,benchmark,False,,,,,,
2021-01,1,independent,BBIM,1.3404825737265424,0.1487845643872606,estimated,False,70.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2021-01,1,independent,TVW_QRF,1.3404825737265424,0.8860893599900314,estimated,False,70.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-02,1,common,AR3,0.17636684303350414,0.2776821411781356,benchmark,False,,,,,,
2021-02,1,common,RW,0.17636684303350414,1.3404825737265424,benchmark,False,,,,,,
2021-02,1,independent,BBIM,0.17636684303350414,0.17666792108822327,estimated,False,71.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2021-02,1,independent,TVW_QRF,0.17636684303350414,0.09690859533491025,estimated,False,71.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-03,1,common,AR3,0.17605633802817433,-0.06794567753039345,benchmark,False,,,,,,
2021-03,1,common,RW,0.17605633802817433,0.17636684303350414,benchmark,False,,,,,,
2021-03,1,independent,BBIM,0.17605633802817433,0.16877420916135058,estimated,False,72.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2021-03,1,independent,TVW_QRF,0.17605633802817433,0.09565089396077198,estimated,False,72.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-04,1,common,AR3,0.5272407732864748,0.27913428053001743,benchmark,False,,,,,,
2021-04,1,common,RW,0.5272407732864748,0.17605633802817433,benchmark,False,,,,,,
2021-04,1,independent,BBIM,0.5272407732864748,0.16382336477477358,estimated,False,73.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2021-04,1,independent,TVW_QRF,0.5272407732864748,0.23814000734113044,estimated,False,73.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-05,1,common,AR3,0.17482517482516613,0.19666560156895285,benchmark,False,,,,,,
2021-05,1,common,RW,0.17482517482516613,0.5272407732864748,benchmark,False,,,,,,
2021-05,1,independent,BBIM,0.17482517482516613,0.1364311880206565,estimated,False,74.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2021-05,1,independent,TVW_QRF,0.17482517482516613,0.1658766519237187,estimated,False,74.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-06,1,common,AR3,0.523560209424101,0.1316386909085072,benchmark,False,,,,,,
2021-06,1,common,RW,0.523560209424101,0.17482517482516613,benchmark,False,,,,,,
2021-06,1,independent,BBIM,0.523560209424101,0.16615661309713015,estimated,False,75.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
2021-06,1,independent,TVW_QRF,0.523560209424101,0.10092307952247576,estimated,False,75.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,_SklearnQuantileForest,
2021-07,1,common,AR3,1.041666666666674,0.24075909093012093,benchmark,False,,,,,,
2021-07,1,common,RW,1.041666666666674,0.523560209424101,benchmark,False,,,,,,
2021-07,1,independent,BBIM,1.041666666666674,0.21591107217630007,estimated,False,76.0,34.0,,agri_ppi_yoy;ppi_c_yoy;ppi_constr_yoy;ppi_d_yoy;ppi_e_yoy;ppi_yoy;ppi_services_yoy;eurczk_mm;usdczk_mm;ip_yoy;constr_yoy;unemployment_rate;pribor_3m;czgb_10y;reer_ppi_mm;reer_cpi_mm;hh_loans_mm;nfc_loans_mm;trade_balance;cpi_breadth;median_cpi_mm;services_cpi_mm;agri_price_mm;hpi_yoy;constr_ppi_yoy;m3_yoy;wage_lci_yoy;import_prices_mm;de_food_processed_mm;de_food_unprocessed_mm;de_energy_mm;de_services_mm;de_industrial_goods_ex_energy_mm;de_food_hicp_mm_proxy,BBIM-lite,
