origin,as_of,band,model,level_prediction,current_trend,n_train,last_training_origin,last_training_target,training_last_release
2019-02,2019-03-10 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.23773809326285128,0.2655616739386371,100,2018-04,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,2,CORE_GAP_RIDGE_R14,0.27217449368198077,0.2655616739386371,100,2018-04,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,2,CORE_GAP_ADAPT_R14,0.2759187617870175,0.2655616739386371,100,2018-04,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,2,CORE_LEVEL_RF_R14,0.1527822688885234,0.2655616739386371,100,2018-04,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,2,CORE_GAP_RF_R14,0.2807421332355788,0.2655616739386371,100,2018-04,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,3,CORE_LOCAL_R14,0.2655616739386371,0.2655616739386371,97,2018-01,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.26566029309859435,0.2655616739386371,97,2018-01,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,3,CORE_GAP_RIDGE_R14,0.30138081483864304,0.2655616739386371,97,2018-01,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,3,CORE_GAP_ADAPT_R14,0.31075248842232794,0.2655616739386371,97,2018-01,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,3,CORE_LEVEL_RF_R14,0.17581886174906597,0.2655616739386371,97,2018-01,2019-01,2019-02-13 09:00:00
2019-02,2019-03-10 23:59:00,3,CORE_GAP_RF_R14,0.29262498074050375,0.2655616739386371,97,2018-01,2019-01,2019-02-13 09:00:00
2019-03,2019-04-09 23:59:00,0,CORE_LOCAL_R14,0.257257404857479,0.257257404857479,107,2018-11,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.14724953879729313,0.257257404857479,107,2018-11,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.19245130496133747,0.257257404857479,107,2018-11,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,0,CORE_GAP_ADAPT_R14,0.10311362476064007,0.257257404857479,107,2018-11,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,0,CORE_LEVEL_RF_R14,0.15028373121488248,0.257257404857479,107,2018-11,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,0,CORE_GAP_RF_R14,0.24312615357167783,0.257257404857479,107,2018-11,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,1,CORE_LOCAL_R14,0.257257404857479,0.257257404857479,104,2018-08,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.1915627135033826,0.257257404857479,104,2018-08,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,1,CORE_GAP_RIDGE_R14,0.23867730125948852,0.257257404857479,104,2018-08,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,1,CORE_GAP_ADAPT_R14,0.22437338890945202,0.257257404857479,104,2018-08,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,1,CORE_LEVEL_RF_R14,0.14685708183529567,0.257257404857479,104,2018-08,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,1,CORE_GAP_RF_R14,0.2500706515419545,0.257257404857479,104,2018-08,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,2,CORE_LOCAL_R14,0.257257404857479,0.257257404857479,101,2018-05,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.2491992431062089,0.257257404857479,101,2018-05,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,2,CORE_GAP_RIDGE_R14,0.29521028509389524,0.257257404857479,101,2018-05,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,2,CORE_GAP_ADAPT_R14,0.2926093991287172,0.257257404857479,101,2018-05,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,2,CORE_LEVEL_RF_R14,0.16575402338778342,0.257257404857479,101,2018-05,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,2,CORE_GAP_RF_R14,0.29686537561097626,0.257257404857479,101,2018-05,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,3,CORE_LOCAL_R14,0.257257404857479,0.257257404857479,98,2018-02,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.2442816392488547,0.257257404857479,98,2018-02,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,3,CORE_GAP_RIDGE_R14,0.2902520319937645,0.257257404857479,98,2018-02,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,3,CORE_GAP_ADAPT_R14,0.3071398324019814,0.257257404857479,98,2018-02,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,3,CORE_LEVEL_RF_R14,0.18136301352102635,0.257257404857479,98,2018-02,2019-02,2019-03-11 09:00:00
2019-03,2019-04-09 23:59:00,3,CORE_GAP_RF_R14,0.2841521185553856,0.257257404857479,98,2018-02,2019-02,2019-03-11 09:00:00
2019-04,2019-05-12 23:59:00,0,CORE_LOCAL_R14,0.24059073263525343,0.24059073263525343,108,2018-12,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.11966232984546685,0.24059073263525343,108,2018-12,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,0,CORE_GAP_RIDGE_R14,0.16505251398682938,0.24059073263525343,108,2018-12,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,0,CORE_GAP_ADAPT_R14,0.05523003877220978,0.24059073263525343,108,2018-12,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,0,CORE_LEVEL_RF_R14,0.12509251034292856,0.24059073263525343,108,2018-12,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,0,CORE_GAP_RF_R14,0.2162970141634623,0.24059073263525343,108,2018-12,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,1,CORE_LOCAL_R14,0.24059073263525343,0.24059073263525343,105,2018-09,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.1871091875361891,0.24059073263525343,105,2018-09,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,1,CORE_GAP_RIDGE_R14,0.23434217226885784,0.24059073263525343,105,2018-09,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,1,CORE_GAP_ADAPT_R14,0.21808643457132934,0.24059073263525343,105,2018-09,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,1,CORE_LEVEL_RF_R14,0.12756092794737608,0.24059073263525343,105,2018-09,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,1,CORE_GAP_RF_R14,0.23036806708129523,0.24059073263525343,105,2018-09,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,2,CORE_LOCAL_R14,0.24059073263525343,0.24059073263525343,102,2018-06,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.248722000444344,0.24059073263525343,102,2018-06,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,2,CORE_GAP_RIDGE_R14,0.29493261620822814,0.24059073263525343,102,2018-06,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,2,CORE_GAP_ADAPT_R14,0.2906727663750556,0.24059073263525343,102,2018-06,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,2,CORE_LEVEL_RF_R14,0.17593701105474654,0.24059073263525343,102,2018-06,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,2,CORE_GAP_RF_R14,0.29571560289249915,0.24059073263525343,102,2018-06,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,3,CORE_LOCAL_R14,0.24059073263525343,0.24059073263525343,99,2018-03,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.2239261672787911,0.24059073263525343,99,2018-03,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,3,CORE_GAP_RIDGE_R14,0.2698699429359748,0.24059073263525343,99,2018-03,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,3,CORE_GAP_ADAPT_R14,0.2922656653953468,0.24059073263525343,99,2018-03,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,3,CORE_LEVEL_RF_R14,0.1848484685487511,0.24059073263525343,99,2018-03,2019-03,2019-04-10 09:00:00
2019-04,2019-05-12 23:59:00,3,CORE_GAP_RF_R14,0.28197365193899526,0.24059073263525343,99,2018-03,2019-03,2019-04-10 09:00:00
2019-05,2019-06-10 23:59:00,0,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,109,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.11716557339171162,0.23229473062273995,109,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,0,CORE_GAP_RIDGE_R14,0.15945174545971635,0.23229473062273995,109,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,0,CORE_GAP_ADAPT_R14,0.06147827094158928,0.23229473062273995,109,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,0,CORE_LEVEL_RF_R14,0.11640831224155873,0.23229473062273995,109,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,0,CORE_GAP_RF_R14,0.20822768954877982,0.23229473062273995,109,2019-01,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,106,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.19646618518501907,0.23229473062273995,106,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_GAP_RIDGE_R14,0.24373241252740976,0.23229473062273995,106,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_GAP_ADAPT_R14,0.24891472539375387,0.23229473062273995,106,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_LEVEL_RF_R14,0.14966202375251128,0.23229473062273995,106,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,1,CORE_GAP_RF_R14,0.24002704250903634,0.23229473062273995,106,2018-10,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,103,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.23051314510084053,0.23229473062273995,103,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_GAP_RIDGE_R14,0.27524418345219503,0.23229473062273995,103,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_GAP_ADAPT_R14,0.2933384218588456,0.23229473062273995,103,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_LEVEL_RF_R14,0.1658607463125041,0.23229473062273995,103,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,2,CORE_GAP_RF_R14,0.28293794423960006,0.23229473062273995,103,2018-07,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_LOCAL_R14,0.23229473062273995,0.23229473062273995,100,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.19268729687006783,0.23229473062273995,100,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_GAP_RIDGE_R14,0.23746946966744334,0.23229473062273995,100,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_GAP_ADAPT_R14,0.282386420053517,0.23229473062273995,100,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_LEVEL_RF_R14,0.1725982891723263,0.23229473062273995,100,2018-04,2019-04,2019-05-13 09:00:00
2019-05,2019-06-10 23:59:00,3,CORE_GAP_RF_R14,0.2745287222259706,0.23229473062273995,100,2018-04,2019-04,2019-05-13 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,110,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.14460902443293727,0.22397387787616055,110,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_GAP_RIDGE_R14,0.18497184969770736,0.22397387787616055,110,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_GAP_ADAPT_R14,0.12109299266269921,0.22397387787616055,110,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_LEVEL_RF_R14,0.14464641648948293,0.22397387787616055,110,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,0,CORE_GAP_RF_R14,0.2019655175911491,0.22397387787616055,110,2019-02,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,107,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.19504126438364416,0.22397387787616055,107,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_GAP_RIDGE_R14,0.2391801921749358,0.22397387787616055,107,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_GAP_ADAPT_R14,0.24377571329096648,0.22397387787616055,107,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_LEVEL_RF_R14,0.15318530740518654,0.22397387787616055,107,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,1,CORE_GAP_RF_R14,0.22117180372929432,0.22397387787616055,107,2018-11,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,104,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.1910398054345678,0.22397387787616055,104,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_GAP_RIDGE_R14,0.2369040652733507,0.22397387787616055,104,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_GAP_ADAPT_R14,0.251039829551968,0.22397387787616055,104,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_LEVEL_RF_R14,0.1559593264084511,0.22397387787616055,104,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,2,CORE_GAP_RF_R14,0.25075752375158605,0.22397387787616055,104,2018-08,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_LOCAL_R14,0.22397387787616055,0.22397387787616055,101,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.16912829857566397,0.22397387787616055,101,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_GAP_RIDGE_R14,0.21465600708609717,0.22397387787616055,101,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_GAP_ADAPT_R14,0.27105996705256,0.22397387787616055,101,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_LEVEL_RF_R14,0.16372316146399782,0.22397387787616055,101,2018-05,2019-05,2019-06-11 09:00:00
2019-06,2019-07-10 23:59:00,3,CORE_GAP_RF_R14,0.26029855821337544,0.22397387787616055,101,2018-05,2019-05,2019-06-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,111,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.19517225815100664,0.2322864305188724,111,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_GAP_RIDGE_R14,0.22787716096680183,0.2322864305188724,111,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_GAP_ADAPT_R14,0.18604644872704906,0.2322864305188724,111,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_LEVEL_RF_R14,0.1659246824981092,0.2322864305188724,111,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,0,CORE_GAP_RF_R14,0.21564507984115727,0.2322864305188724,111,2019-03,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,108,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.1988645140011644,0.2322864305188724,108,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_GAP_RIDGE_R14,0.2342320990126777,0.2322864305188724,108,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_GAP_ADAPT_R14,0.22146794936277658,0.2322864305188724,108,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_LEVEL_RF_R14,0.16988802765360492,0.2322864305188724,108,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,1,CORE_GAP_RF_R14,0.22140950774307194,0.2322864305188724,108,2018-12,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,105,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.16289968489674816,0.2322864305188724,105,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_GAP_RIDGE_R14,0.20288220277763214,0.2322864305188724,105,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_GAP_ADAPT_R14,0.21062257411883362,0.2322864305188724,105,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_LEVEL_RF_R14,0.1458020070684491,0.2322864305188724,105,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,2,CORE_GAP_RF_R14,0.21847879116139485,0.2322864305188724,105,2018-09,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_LOCAL_R14,0.2322864305188724,0.2322864305188724,102,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.1821558918345193,0.2322864305188724,102,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_GAP_RIDGE_R14,0.22326534736356635,0.2322864305188724,102,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_GAP_ADAPT_R14,0.27303651470963874,0.2322864305188724,102,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_LEVEL_RF_R14,0.19451296469982038,0.2322864305188724,102,2018-06,2019-06,2019-07-11 09:00:00
2019-07,2019-08-11 23:59:00,3,CORE_GAP_RF_R14,0.2529064351800337,0.2322864305188724,102,2018-06,2019-06,2019-07-11 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,112,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.2651993313886493,0.23228643051887246,112,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.26601386539501276,0.23228643051887246,112,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_GAP_ADAPT_R14,0.21847052273407616,0.23228643051887246,112,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_LEVEL_RF_R14,0.20402110632845094,0.23228643051887246,112,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,0,CORE_GAP_RF_R14,0.24873171487619522,0.23228643051887246,112,2019-04,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,109,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.23494113238168557,0.23228643051887246,109,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_GAP_RIDGE_R14,0.2376905942658169,0.23228643051887246,109,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_GAP_ADAPT_R14,0.1763282230076713,0.23228643051887246,109,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_LEVEL_RF_R14,0.17800916111115242,0.23228643051887246,109,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,1,CORE_GAP_RF_R14,0.24313143649739877,0.23228643051887246,109,2019-01,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,106,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_LEVEL_RIDGE_R14,0.1733931327078514,0.23228643051887246,106,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_GAP_RIDGE_R14,0.1796447873412875,0.23228643051887246,106,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_GAP_ADAPT_R14,0.23801671659928098,0.23228643051887246,106,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_LEVEL_RF_R14,0.1712632231962273,0.23228643051887246,106,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,2,CORE_GAP_RF_R14,0.2235952763220614,0.23228643051887246,106,2018-10,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,103,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_LEVEL_RIDGE_R14,0.2566978395121396,0.23228643051887246,103,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_GAP_RIDGE_R14,0.2650732756613756,0.23228643051887246,103,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_GAP_ADAPT_R14,0.26706825564170067,0.23228643051887246,103,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_LEVEL_RF_R14,0.18464378647066787,0.23228643051887246,103,2018-07,2019-07,2019-08-12 09:00:00
2019-08,2019-09-09 23:59:00,3,CORE_GAP_RF_R14,0.26396008458515424,0.23228643051887246,103,2018-07,2019-07,2019-08-12 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,113,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_LEVEL_RIDGE_R14,0.26126554718051526,0.23228643051887246,113,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_GAP_RIDGE_R14,0.28422443337506675,0.23228643051887246,113,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_GAP_ADAPT_R14,0.23137640721064653,0.23228643051887246,113,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_LEVEL_RF_R14,0.21078351652928393,0.23228643051887246,113,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,0,CORE_GAP_RF_R14,0.2633239673835971,0.23228643051887246,113,2019-05,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_LOCAL_R14,0.23228643051887246,0.23228643051887246,110,2019-02,2019-08,2019-09-10 09:00:00
2019-09,2019-10-09 23:59:00,1,CORE_LEVEL_RIDGE_R14,0.2146423545776666,0.23228643051887246,110,2019-02,2019-08,2019-09-10 09:00:00
