sample,scope,model,block,h,metric,n,bias,rmse,mae
full,own_coverage,INDEPENDENT_BRIDGE,fuel,3,monthly_error,87,-0.03039351739822949,4.7976226545345835,3.0531779163317863
full,own_coverage,INDEPENDENT_BRIDGE,fuel,4,monthly_error,86,-0.03139337334078305,4.825431468921466,3.088033542176792
full,own_coverage,INDEPENDENT_BRIDGE,fuel,5,monthly_error,85,-0.057408565085011534,4.8479709365090375,3.098717490615123
full,own_coverage,INDEPENDENT_BRIDGE,fuel,6,monthly_error,84,-0.07018961607846615,4.875481936175132,3.123509368856193
full,own_coverage,INDEPENDENT_BRIDGE,fuel,7,monthly_error,83,-0.06648276316610047,4.904589009544405,3.1565895009170526
full,own_coverage,INDEPENDENT_BRIDGE,fuel,8,monthly_error,82,-0.07982575581131492,4.933099256958599,3.1825522675899265
full,own_coverage,INDEPENDENT_BRIDGE,fuel,9,monthly_error,81,-0.09108530912717608,4.9625957032943075,3.211568986167907
full,own_coverage,INDEPENDENT_BRIDGE,fuel,10,monthly_error,80,-0.09972234273125488,4.993065181319851,3.244215131255017
full,own_coverage,INDEPENDENT_BRIDGE,fuel,11,monthly_error,79,-0.09241055207632742,5.023989518926346,3.2767070467839345
full,own_coverage,INDEPENDENT_BRIDGE,fuel,12,monthly_error,78,-0.08507521811111797,5.03957078676122,3.342959151323684
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,1,monthly_error,88,-0.2914990734429442,3.9399791932645605,1.1835009265570557
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,2,monthly_error,86,-0.31715133757934716,3.955376798194042,1.1874998252113502
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,3,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,4,monthly_error,86,-0.5604651162790698,4.2938368487543785,1.3209302325581396
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,5,monthly_error,85,-0.5647058823529412,4.318966379613911,1.3341176470588234
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,6,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,7,monthly_error,83,-0.5789156626506023,4.370688925872784,1.3656626506024097
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,8,monthly_error,82,-0.5847560975609757,4.397244841388975,1.3810975609756098
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,9,monthly_error,81,-0.5919753086419755,4.424305065051683,1.3981481481481484
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,10,monthly_error,80,-0.5943750000000001,4.4516464650733445,1.410625
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,11,monthly_error,79,-0.599367088607595,4.479676327593323,1.4259493670886074
full,model_all_blocks_common,INDEPENDENT_BRIDGE,administered,12,monthly_error,78,-0.6,4.486796870134211,1.441025641025641
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,1,monthly_error,88,-0.09243359631060977,0.9200199895222763,0.7120780245875649
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,2,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,3,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,4,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,5,monthly_error,85,-0.11239077560440047,0.8881102968193634,0.6871484913594961
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,6,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,7,monthly_error,83,-0.11492496473882036,0.886401982547673,0.680663137397422
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,8,monthly_error,82,-0.11431251284274753,0.8916039957478902,0.6869499315093809
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,9,monthly_error,81,-0.11715847006295475,0.8969979108660565,0.6939961032317925
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,10,monthly_error,80,-0.11758777124922368,0.9025392456786179,0.7016358748326719
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,11,monthly_error,79,-0.11818696508155217,0.908199163540445,0.7096280826344111
full,model_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,12,monthly_error,78,-0.10938875499241263,0.9029625159335822,0.7087103520562026
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,1,monthly_error,88,-0.059492067040992594,0.36334844906440134,0.28686280323765695
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,2,monthly_error,86,-0.05027236349317153,0.3927495832327835,0.3044926785751571
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,3,monthly_error,84,0.01410357943726034,0.433548550947569,0.32448485237293806
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,4,monthly_error,86,0.009622054192300196,0.4823040799767893,0.3404982386740755
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,5,monthly_error,85,-0.04844454986724789,0.4740511816151393,0.35509594661065025
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,6,monthly_error,84,-0.04575543531360288,0.6110169479304078,0.43945576685721366
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,7,monthly_error,83,-0.04763599539042982,0.6471518356352757,0.44603475635117557
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,8,monthly_error,82,-0.036480358039479605,0.5853894124416356,0.4319238973677317
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,9,monthly_error,81,-0.03276411617084293,0.6350834459691449,0.4593463415308803
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,10,monthly_error,80,-0.08951980279803094,0.5430614144766608,0.38596064442963646
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,11,monthly_error,79,-0.011420177617425638,0.5659205638396094,0.41665382874613416
full,model_all_blocks_common,INDEPENDENT_BRIDGE,core,12,monthly_error,78,-0.012275044059911058,0.6067474217625907,0.4669533995484287
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,1,monthly_error,88,-0.04581971123278508,1.0185886702563334,0.7906835850918607
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,2,monthly_error,86,0.055415478457449235,1.0664908610910522,0.8282837474376263
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,3,monthly_error,84,0.003839660469049106,1.111524169009489,0.8388656890689904
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,4,monthly_error,86,0.005049840987770899,1.1716164049310231,0.9159407221643373
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,5,monthly_error,85,0.009253414664492124,1.177868599486901,0.9225723315835233
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,6,monthly_error,84,0.009899446257296197,1.1848487999236734,0.933019463636529
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,7,monthly_error,83,0.013535154097631718,1.1915344780966923,0.9407442245900948
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,8,monthly_error,82,0.0018743277137334173,1.1939851987687071,0.940390825895129
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,9,monthly_error,81,0.007552084535866088,1.2002544367011965,0.9463459722039701
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,10,monthly_error,80,0.021338795914759446,1.2015073856512182,0.9444829865343248
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,11,monthly_error,79,0.025753611933435373,1.2085266075100627,0.9522937626985485
full,model_all_blocks_common,INDEPENDENT_BRIDGE,food,12,monthly_error,78,-0.016226486420288653,1.1909817233705209,0.9162675239265763
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,1,monthly_error,88,-0.05742009664373617,4.777191221390897,3.0458546728621387
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,2,monthly_error,86,-0.03139337334078305,4.825431468921466,3.088033542176792
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,3,monthly_error,84,-0.07018961607846615,4.875481936175132,3.123509368856193
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,4,monthly_error,86,-0.03139337334078305,4.825431468921466,3.088033542176792
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,5,monthly_error,85,-0.057408565085011534,4.8479709365090375,3.098717490615123
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,6,monthly_error,84,-0.07018961607846615,4.875481936175132,3.123509368856193
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,7,monthly_error,83,-0.06648276316610047,4.904589009544405,3.1565895009170526
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,8,monthly_error,82,-0.07982575581131492,4.933099256958599,3.1825522675899265
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,9,monthly_error,81,-0.09108530912717608,4.9625957032943075,3.211568986167907
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,10,monthly_error,80,-0.09972234273125488,4.993065181319851,3.244215131255017
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,11,monthly_error,79,-0.09241055207632742,5.023989518926346,3.2767070467839345
full,model_all_blocks_common,INDEPENDENT_BRIDGE,fuel,12,monthly_error,78,-0.08507521811111797,5.03957078676122,3.342959151323684
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,1,monthly_error,88,-0.2914990734429442,3.9399791932645605,1.1835009265570557
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,2,monthly_error,86,-0.31715133757934716,3.955376798194042,1.1874998252113502
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,3,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,4,monthly_error,86,-0.5604651162790698,4.2938368487543785,1.3209302325581396
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,5,monthly_error,85,-0.5647058823529412,4.318966379613911,1.3341176470588234
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,6,monthly_error,84,-0.5720238095238096,4.34459502743132,1.3494047619047618
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,7,monthly_error,83,-0.5789156626506023,4.370688925872784,1.3656626506024097
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,8,monthly_error,82,-0.5847560975609757,4.397244841388975,1.3810975609756098
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,9,monthly_error,81,-0.5919753086419755,4.424305065051683,1.3981481481481484
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,10,monthly_error,80,-0.5943750000000001,4.4516464650733445,1.410625
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,11,monthly_error,79,-0.599367088607595,4.479676327593323,1.4259493670886074
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,administered,12,monthly_error,78,-0.6,4.486796870134211,1.441025641025641
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,1,monthly_error,88,-0.09243359631060977,0.9200199895222763,0.7120780245875649
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,2,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,3,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,4,monthly_error,86,-0.10434465598226232,0.8851408980988508,0.685897642761124
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,5,monthly_error,85,-0.11239077560440047,0.8881102968193634,0.6871484913594961
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,6,monthly_error,84,-0.12502719857897188,0.8873593781390918,0.6840303929916378
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,7,monthly_error,83,-0.11492496473882036,0.886401982547673,0.680663137397422
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,8,monthly_error,82,-0.11431251284274753,0.8916039957478902,0.6869499315093809
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,9,monthly_error,81,-0.11715847006295475,0.8969979108660565,0.6939961032317925
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,10,monthly_error,80,-0.11758777124922368,0.9025392456786179,0.7016358748326719
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,11,monthly_error,79,-0.11818696508155217,0.908199163540445,0.7096280826344111
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,alcohol_tobacco,12,monthly_error,78,-0.10938875499241263,0.9029625159335822,0.7087103520562026
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,1,monthly_error,88,-0.059492067040992594,0.36334844906440134,0.28686280323765695
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,2,monthly_error,86,-0.05027236349317153,0.3927495832327835,0.3044926785751571
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,3,monthly_error,84,0.01410357943726034,0.433548550947569,0.32448485237293806
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,4,monthly_error,86,0.009622054192300196,0.4823040799767893,0.3404982386740755
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,5,monthly_error,85,-0.04844454986724789,0.4740511816151393,0.35509594661065025
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,6,monthly_error,84,-0.04575543531360288,0.6110169479304078,0.43945576685721366
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,7,monthly_error,83,-0.04763599539042982,0.6471518356352757,0.44603475635117557
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,8,monthly_error,82,-0.036480358039479605,0.5853894124416356,0.4319238973677317
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,9,monthly_error,81,-0.03276411617084293,0.6350834459691449,0.4593463415308803
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,10,monthly_error,80,-0.08951980279803094,0.5430614144766608,0.38596064442963646
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,11,monthly_error,79,-0.011420177617425638,0.5659205638396094,0.41665382874613416
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,core,12,monthly_error,78,-0.012275044059911058,0.6067474217625907,0.4669533995484287
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,1,monthly_error,88,-0.04581971123278508,1.0185886702563334,0.7906835850918607
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,2,monthly_error,86,0.055415478457449235,1.0664908610910522,0.8282837474376263
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,3,monthly_error,84,0.003839660469049106,1.111524169009489,0.8388656890689904
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,4,monthly_error,86,0.005049840987770899,1.1716164049310231,0.9159407221643373
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,5,monthly_error,85,0.009253414664492124,1.177868599486901,0.9225723315835233
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,6,monthly_error,84,0.009899446257296197,1.1848487999236734,0.933019463636529
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,7,monthly_error,83,0.013535154097631718,1.1915344780966923,0.9407442245900948
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,8,monthly_error,82,0.0018743277137334173,1.1939851987687071,0.940390825895129
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,9,monthly_error,81,0.007552084535866088,1.2002544367011965,0.9463459722039701
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,10,monthly_error,80,0.021338795914759446,1.2015073856512182,0.9444829865343248
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,11,monthly_error,79,0.025753611933435373,1.2085266075100627,0.9522937626985485
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,food,12,monthly_error,78,-0.016226486420288653,1.1909817233705209,0.9162675239265763
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,1,monthly_error,88,-0.05742009664373617,4.777191221390897,3.0458546728621387
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,2,monthly_error,86,-0.03139337334078305,4.825431468921466,3.088033542176792
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,3,monthly_error,84,-0.07018961607846615,4.875481936175132,3.123509368856193
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,4,monthly_error,86,-0.03139337334078305,4.825431468921466,3.088033542176792
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,5,monthly_error,85,-0.057408565085011534,4.8479709365090375,3.098717490615123
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,6,monthly_error,84,-0.07018961607846615,4.875481936175132,3.123509368856193
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,7,monthly_error,83,-0.06648276316610047,4.904589009544405,3.1565895009170526
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,8,monthly_error,82,-0.07982575581131492,4.933099256958599,3.1825522675899265
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,9,monthly_error,81,-0.09108530912717608,4.9625957032943075,3.211568986167907
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,10,monthly_error,80,-0.09972234273125488,4.993065181319851,3.244215131255017
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,11,monthly_error,79,-0.09241055207632742,5.023989518926346,3.2767070467839345
full,all_models_all_blocks_common,INDEPENDENT_BRIDGE,fuel,12,monthly_error,78,-0.08507521811111797,5.03957078676122,3.342959151323684
full,own_coverage,INDEPENDENT_BRIDGE,administered,1,monthly_weighted_error,89,-0.04504754356997058,0.5956298221409528,0.17739638071916414
full,own_coverage,INDEPENDENT_BRIDGE,administered,2,monthly_weighted_error,88,-0.046339578019167965,0.597612139542975,0.1756814553268632
full,own_coverage,INDEPENDENT_BRIDGE,administered,3,monthly_weighted_error,87,-0.07970018033690798,0.6197184751651028,0.19274201509966032
full,own_coverage,INDEPENDENT_BRIDGE,administered,4,monthly_weighted_error,86,-0.07904476766936036,0.6229729101867815,0.19530547894830197
full,own_coverage,INDEPENDENT_BRIDGE,administered,5,monthly_weighted_error,85,-0.08080569233460361,0.6250650624410408,0.1958587702710455
full,own_coverage,INDEPENDENT_BRIDGE,administered,6,monthly_weighted_error,84,-0.08407428105366782,0.6299909279723355,0.1987481513974576
full,own_coverage,INDEPENDENT_BRIDGE,administered,7,monthly_weighted_error,83,-0.084863772020867,0.6334919049278659,0.2012258705273896
full,own_coverage,INDEPENDENT_BRIDGE,administered,8,monthly_weighted_error,82,-0.08664506135971423,0.6370334804549188,0.20278633962790515
full,own_coverage,INDEPENDENT_BRIDGE,administered,9,monthly_weighted_error,81,-0.0850133198764665,0.625557025536285,0.2039386370284752
full,own_coverage,INDEPENDENT_BRIDGE,administered,10,monthly_weighted_error,80,-0.08606856402642896,0.6301017467159856,0.20648967415516434
full,own_coverage,INDEPENDENT_BRIDGE,administered,11,monthly_weighted_error,79,-0.08467032807023071,0.6430198815853713,0.21093557426528506
full,own_coverage,INDEPENDENT_BRIDGE,administered,12,monthly_weighted_error,78,-0.08645927763725775,0.6453277030567418,0.21461901988518184
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,1,monthly_weighted_error,89,-0.008225949397368018,0.07997555934009735,0.06144273012340459
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,2,monthly_weighted_error,88,-0.00812174794763005,0.0804733040469075,0.061997198489083714
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,3,monthly_weighted_error,87,-0.010604882530322863,0.07808243934029517,0.060474934109085075
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,4,monthly_weighted_error,86,-0.009322515137328551,0.07774734132827789,0.05985131122567206
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,5,monthly_weighted_error,85,-0.010225912214381593,0.0786885261502914,0.06014496426227003
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,6,monthly_weighted_error,84,-0.011375905762581046,0.07858884947545537,0.059844827982816456
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,7,monthly_weighted_error,83,-0.010484531498684028,0.07849048328737136,0.05953741663723552
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,8,monthly_weighted_error,82,-0.01044675675598987,0.07897265216606261,0.060120929426875955
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,9,monthly_weighted_error,81,-0.010646094467141511,0.079519104458949,0.060794458526285934
full,own_coverage,INDEPENDENT_BRIDGE,alcohol_tobacco,10,monthly_weighted_error,80,-0.010701264387640626,0.0800235520599812,0.06149248293378755
