date,eurczk
2018-06-22,25.79
2018-06-25,25.935
2018-06-26,25.9
2018-06-27,25.77
2018-06-28,26.0
2018-06-29,26.02
2018-07-02,26.0
2018-07-03,26.075
2018-07-04,26.03
2018-07-09,25.86
2018-07-10,25.9
2018-07-11,25.93
2018-07-12,25.94
2018-07-13,25.92
2018-07-16,25.88
2018-07-17,25.875
2018-07-18,25.855
2018-07-19,25.92
2018-07-20,25.875
2018-07-23,25.85
2018-07-24,25.76
2018-07-25,25.675
2018-07-26,25.645
2018-07-27,25.62
2018-07-30,25.625
2018-07-31,25.6
2018-08-01,25.59
2018-08-02,25.6
2018-08-03,25.66
2018-08-06,25.65
2018-08-07,25.605
2018-08-08,25.58
2018-08-09,25.57
2018-08-10,25.635
2018-08-13,25.66
2018-08-14,25.69
2018-08-15,25.71
2018-08-16,25.7
2018-08-17,25.73
2018-08-20,25.705
2018-08-21,25.74
2018-08-22,25.725
2018-08-23,25.71
2018-08-24,25.745
2018-08-27,25.745
2018-08-28,25.72
2018-08-29,25.745
2018-08-30,25.75
2018-08-31,25.735
2018-09-03,25.75
2018-09-04,25.73
2018-09-05,25.745
2018-09-06,25.715
2018-09-07,25.695
2018-09-10,25.65
2018-09-11,25.65
2018-09-12,25.59
2018-09-13,25.52
2018-09-14,25.475
2018-09-17,25.455
2018-09-18,25.45
2018-09-19,25.43
2018-09-20,25.56
2018-09-21,25.585
2018-09-24,25.615
2018-09-25,25.615
2018-09-26,25.605
2018-09-27,25.715
2018-10-01,25.765
2018-10-02,25.79
2018-10-03,25.78
2018-10-04,25.78
2018-10-05,25.74
2018-10-08,25.735
2018-10-09,25.805
2018-10-10,25.805
2018-10-11,25.85
2018-10-12,25.775
2018-10-15,25.8
2018-10-16,25.815
2018-10-17,25.845
2018-10-18,25.86
2018-10-19,25.865
2018-10-22,25.84
2018-10-23,25.815
2018-10-24,25.83
2018-10-25,25.83
2018-10-26,25.86
2018-10-29,25.85
2018-10-30,25.87
2018-10-31,25.92
2018-11-01,25.875
2018-11-02,25.78
2018-11-05,25.845
2018-11-06,25.835
2018-11-07,25.88
2018-11-08,25.885
2018-11-09,25.935
2018-11-12,25.94
2018-11-13,25.94
2018-11-14,25.995
2018-11-15,25.985
2018-11-16,25.985
2018-11-19,26.01
2018-11-20,26.03
2018-11-21,26.0
2018-11-22,25.99
2018-11-23,25.955
2018-11-26,25.92
2018-11-27,25.915
2018-11-28,25.93
2018-11-29,25.965
2018-11-30,25.955
2018-12-03,25.92
2018-12-04,25.9
2018-12-05,25.885
2018-12-06,25.89
2018-12-07,25.85
2018-12-10,25.865
2018-12-11,25.845
2018-12-12,25.865
2018-12-13,25.83
2018-12-14,25.795
2018-12-17,25.8
2018-12-18,25.755
2018-12-19,25.76
2018-12-20,25.76
2018-12-21,25.855
2018-12-27,25.86
2018-12-28,25.78
2018-12-31,25.725
2019-01-02,25.75
2019-01-03,25.68
2019-01-04,25.65
2019-01-07,25.575
2019-01-08,25.64
2019-01-09,25.63
2019-01-10,25.625
2019-01-11,25.605
2019-01-14,25.56
2019-01-15,25.57
2019-01-16,25.565
2019-01-17,25.535
2019-01-18,25.58
2019-01-21,25.595
2019-01-22,25.61
2019-01-23,25.695
2019-01-24,25.695
2019-01-25,25.695
2019-01-28,25.725
2019-01-29,25.745
2019-01-30,25.8
2019-01-31,25.76
2019-02-01,25.695
2019-02-04,25.73
2019-02-05,25.7
2019-02-06,25.785
2019-02-07,25.805
2019-02-08,25.805
2019-02-11,25.835
2019-02-12,25.87
2019-02-13,25.795
2019-02-14,25.79
2019-02-15,25.7
2019-02-18,25.715
2019-02-19,25.715
2019-02-20,25.68
2019-02-21,25.645
2019-02-22,25.665
2019-02-25,25.65
2019-02-26,25.665
2019-02-27,25.655
2019-02-28,25.6
2019-03-01,25.635
2019-03-04,25.625
2019-03-05,25.62
2019-03-06,25.595
2019-03-07,25.61
2019-03-08,25.64
2019-03-11,25.655
2019-03-12,25.67
2019-03-13,25.67
2019-03-14,25.67
2019-03-15,25.67
2019-03-18,25.615
2019-03-19,25.6
2019-03-20,25.645
2019-03-21,25.65
2019-03-22,25.725
2019-03-25,25.76
2019-03-26,25.77
2019-03-27,25.8
2019-03-28,25.78
2019-03-29,25.8
2019-04-01,25.79
2019-04-02,25.75
2019-04-03,25.725
2019-04-04,25.695
2019-04-05,25.61
2019-04-08,25.635
2019-04-09,25.62
2019-04-10,25.61
2019-04-11,25.605
2019-04-12,25.62
2019-04-15,25.625
2019-04-16,25.665
2019-04-17,25.655
2019-04-18,25.68
2019-04-23,25.745
2019-04-24,25.73
2019-04-25,25.735
2019-04-26,25.705
2019-04-29,25.68
2019-04-30,25.66
2019-05-02,25.645
2019-05-03,25.715
2019-05-06,25.715
2019-05-07,25.73
2019-05-09,25.72
2019-05-10,25.73
2019-05-13,25.775
2019-05-14,25.75
2019-05-15,25.76
2019-05-16,25.695
2019-05-17,25.75
2019-05-20,25.765
2019-05-21,25.775
2019-05-22,25.79
2019-05-23,25.82
2019-05-24,25.83
2019-05-27,25.835
2019-05-28,25.845
2019-05-29,25.86
2019-05-30,25.84
2019-05-31,25.817
2019-06-03,25.83
2019-06-04,25.745
2019-06-05,25.65
2019-06-06,25.66
2019-06-07,25.64
2019-06-10,25.625
2019-06-11,25.64
2019-06-12,25.615
2019-06-13,25.58
2019-06-14,25.54
2019-06-17,25.56
2019-06-18,25.61
2019-06-19,25.635
2019-06-20,25.62
2019-06-21,25.61
2019-06-24,25.6
2019-06-25,25.555
2019-06-26,25.485
2019-06-27,25.435
2019-06-28,25.445
2019-07-01,25.48
2019-07-02,25.46
2019-07-03,25.455
2019-07-04,25.435
2019-07-08,25.51
2019-07-09,25.545
2019-07-10,25.565
2019-07-11,25.605
2019-07-12,25.59
2019-07-15,25.575
2019-07-16,25.575
2019-07-17,25.605
2019-07-18,25.585
2019-07-19,25.545
2019-07-22,25.535
2019-07-23,25.545
2019-07-24,25.54
2019-07-25,25.52
2019-07-26,25.54
2019-07-29,25.61
2019-07-30,25.65
2019-07-31,25.66
2019-08-01,25.74
2019-08-02,25.765
2019-08-05,25.775
2019-08-06,25.725
2019-08-07,25.72
2019-08-08,25.79
2019-08-09,25.83
2019-08-12,25.83
2019-08-13,25.83
2019-08-14,25.885
2019-08-15,25.88
2019-08-16,25.735
2019-08-19,25.78
2019-08-20,25.795
2019-08-21,25.795
2019-08-22,25.785
2019-08-23,25.765
2019-08-26,25.79
2019-08-27,25.815
2019-08-28,25.845
2019-08-29,25.85
2019-08-30,25.915
2019-09-02,25.92
2019-09-03,25.885
2019-09-04,25.835
2019-09-05,25.85
2019-09-06,25.835
2019-09-09,25.855
2019-09-10,25.865
2019-09-11,25.865
2019-09-12,25.83
2019-09-13,25.845
2019-09-16,25.88
2019-09-17,25.915
2019-09-18,25.89
2019-09-19,25.895
2019-09-20,25.91
2019-09-23,25.89
2019-09-24,25.87
2019-09-25,25.86
2019-09-26,25.85
2019-09-27,25.84
2019-09-30,25.815
2019-10-01,25.74
2019-10-02,25.74
2019-10-03,25.74
2019-10-04,25.74
2019-10-07,25.78
2019-10-08,25.805
2019-10-09,25.825
2019-10-10,25.89
2019-10-11,25.81
2019-10-14,25.825
2019-10-15,25.82
2019-10-16,25.76
2019-10-17,25.67
2019-10-18,25.66
2019-10-21,25.63
2019-10-22,25.575
2019-10-23,25.635
2019-10-24,25.595
2019-10-25,25.57
2019-10-29,25.545
2019-10-30,25.51
2019-10-31,25.51
2019-11-01,25.515
2019-11-04,25.515
2019-11-05,25.535
2019-11-06,25.5
2019-11-07,25.53
2019-11-08,25.485
2019-11-11,25.51
2019-11-12,25.5
2019-11-13,25.59
2019-11-14,25.56
2019-11-15,25.58
2019-11-18,25.59
2019-11-19,25.565
2019-11-20,25.535
2019-11-21,25.52
2019-11-22,25.51
2019-11-25,25.485
2019-11-26,25.505
2019-11-27,25.515
2019-11-28,25.575
2019-11-29,25.515
2019-12-02,25.535
2019-12-03,25.525
2019-12-04,25.52
2019-12-05,25.525
2019-12-06,25.535
2019-12-09,25.525
2019-12-10,25.525
2019-12-11,25.52
2019-12-12,25.52
2019-12-13,25.51
2019-12-16,25.485
2019-12-17,25.45
2019-12-18,25.49
2019-12-19,25.475
2019-12-20,25.445
2019-12-23,25.5
2019-12-27,25.51
2019-12-30,25.46
2019-12-31,25.41
2020-01-02,25.41
2020-01-03,25.36
2020-01-06,25.3
2020-01-07,25.275
2020-01-08,25.265
2020-01-09,25.255
2020-01-10,25.265
2020-01-13,25.23
2020-01-14,25.155
2020-01-15,25.145
2020-01-16,25.17
2020-01-17,25.145
2020-01-20,25.125
2020-01-21,25.065
2020-01-22,25.135
2020-01-23,25.16
2020-01-24,25.16
2020-01-27,25.23
2020-01-28,25.22
2020-01-29,25.205
2020-01-30,25.25
2020-01-31,25.21
2020-02-03,25.175
2020-02-04,25.145
2020-02-05,25.05
2020-02-06,24.895
2020-02-07,25.03
2020-02-10,25.025
2020-02-11,24.965
2020-02-12,24.875
2020-02-13,24.835
2020-02-14,24.825
2020-02-17,24.795
2020-02-18,24.9
2020-02-19,24.96
2020-02-20,25.035
2020-02-21,25.06
2020-02-24,25.19
2020-02-25,25.225
2020-02-26,25.345
2020-02-27,25.285
2020-02-28,25.39
2020-03-02,25.525
2020-03-03,25.475
2020-03-04,25.34
2020-03-05,25.355
2020-03-06,25.46
2020-03-09,25.505
2020-03-10,25.715
2020-03-11,25.77
2020-03-12,26.2
2020-03-13,26.04
2020-03-16,26.96
2020-03-17,26.98
2020-03-18,27.16
2020-03-19,27.605
2020-03-20,27.19
2020-03-23,27.635
2020-03-24,27.81
2020-03-25,27.44
2020-03-26,27.55
2020-03-27,27.3
2020-03-30,27.315
2020-03-31,27.325
2020-04-01,27.38
2020-04-02,27.555
2020-04-03,27.54
2020-04-06,27.595
2020-04-07,27.215
2020-04-08,27.2
2020-04-09,26.905
2020-04-14,26.855
2020-04-15,26.99
2020-04-16,27.055
2020-04-17,27.165
2020-04-20,27.325
2020-04-21,27.45
2020-04-22,27.53
2020-04-23,27.55
2020-04-24,27.31
2020-04-27,27.185
2020-04-28,27.225
2020-04-29,27.125
2020-04-30,27.095
2020-05-04,27.12
2020-05-05,26.985
2020-05-06,26.985
2020-05-07,27.145
2020-05-11,27.595
2020-05-12,27.42
2020-05-13,27.41
2020-05-14,27.57
2020-05-15,27.59
2020-05-18,27.61
2020-05-19,27.49
2020-05-20,27.43
2020-05-21,27.215
2020-05-22,27.21
2020-05-25,27.275
2020-05-26,27.07
2020-05-27,27.05
2020-05-28,27.015
2020-05-29,26.915
2020-06-01,26.86
2020-06-02,26.65
2020-06-03,26.66
2020-06-04,26.62
2020-06-05,26.59
2020-06-08,26.585
2020-06-09,26.635
2020-06-10,26.61
2020-06-11,26.675
2020-06-12,26.68
2020-06-15,26.68
2020-06-16,26.57
2020-06-17,26.56
2020-06-18,26.69
2020-06-19,26.685
2020-06-22,26.665
2020-06-23,26.61
2020-06-24,26.735
2020-06-25,26.795
2020-06-26,26.805
2020-06-29,26.85
2020-06-30,26.74
2020-07-01,26.67
2020-07-02,26.625
2020-07-03,26.665
2020-07-07,26.68
2020-07-08,26.745
2020-07-09,26.62
2020-07-10,26.69
2020-07-13,26.645
2020-07-14,26.635
2020-07-15,26.59
2020-07-16,26.69
2020-07-17,26.685
2020-07-20,26.6
2020-07-21,26.43
2020-07-22,26.365
2020-07-23,26.34
2020-07-24,26.265
2020-07-27,26.195
2020-07-28,26.255
2020-07-29,26.29
2020-07-30,26.25
2020-07-31,26.175
2020-08-03,26.32
2020-08-04,26.22
2020-08-05,26.09
2020-08-06,26.2
2020-08-07,26.28
2020-08-10,26.185
2020-08-11,26.155
2020-08-12,26.115
2020-08-13,26.125
2020-08-14,26.115
2020-08-17,26.14
2020-08-18,26.135
2020-08-19,26.115
2020-08-20,26.06
2020-08-21,26.085
2020-08-24,26.09
2020-08-25,26.12
2020-08-26,26.26
2020-08-27,26.27
2020-08-28,26.2
2020-08-31,26.21
2020-09-01,26.225
2020-09-02,26.34
2020-09-03,26.37
2020-09-04,26.435
2020-09-07,26.47
2020-09-08,26.52
2020-09-09,26.52
2020-09-10,26.585
2020-09-11,26.57
2020-09-14,26.66
2020-09-15,26.83
2020-09-16,26.715
2020-09-17,26.74
2020-09-18,26.725
2020-09-21,26.99
2020-09-22,27.01
2020-09-23,26.96
2020-09-24,27.015
2020-09-25,27.105
2020-09-29,27.15
2020-09-30,27.21
2020-10-01,26.905
2020-10-02,27.03
2020-10-05,27.095
2020-10-06,27.03
2020-10-07,27.065
2020-10-08,27.09
2020-10-09,27.11
2020-10-12,27.175
2020-10-13,27.36
2020-10-14,27.31
2020-10-15,27.34
2020-10-16,27.275
2020-10-19,27.345
2020-10-20,27.235
2020-10-21,27.185
2020-10-22,27.23
2020-10-23,27.22
2020-10-26,27.295
2020-10-27,27.34
2020-10-29,27.365
2020-10-30,27.25
2020-11-02,27.13
2020-11-03,26.92
2020-11-04,26.78
2020-11-05,26.77
2020-11-06,26.665
2020-11-09,26.46
2020-11-10,26.431
2020-11-11,26.445
2020-11-12,26.465
2020-11-13,26.465
2020-11-16,26.35
2020-11-18,26.4
2020-11-19,26.36
2020-11-20,26.34
2020-11-23,26.305
2020-11-24,26.26
2020-11-25,26.175
2020-11-26,26.135
2020-11-27,26.22
2020-11-30,26.19
2020-12-01,26.24
2020-12-02,26.41
2020-12-03,26.42
2020-12-04,26.52
2020-12-07,26.48
2020-12-08,26.395
2020-12-09,26.24
2020-12-10,26.305
2020-12-11,26.33
2020-12-14,26.315
2020-12-15,26.36
2020-12-16,26.2
2020-12-17,26.205
2020-12-18,26.14
2020-12-21,26.28
2020-12-22,26.3
2020-12-23,26.37
2020-12-28,26.245
2020-12-29,26.31
2020-12-30,26.25
2020-12-31,26.245
2021-01-04,26.14
2021-01-05,26.225
2021-01-06,26.145
2021-01-07,26.145
2021-01-08,26.165
2021-01-11,26.24
2021-01-12,26.19
2021-01-13,26.175
2021-01-14,26.19
2021-01-15,26.16
2021-01-18,26.185
2021-01-19,26.16
2021-01-20,26.125
2021-01-21,26.095
2021-01-22,26.15
2021-01-25,26.08
2021-01-26,26.08
2021-01-27,26.025
2021-01-28,26.115
2021-01-29,26.02
2021-02-01,25.97
2021-02-02,25.9
2021-02-03,25.925
2021-02-04,25.895
2021-02-05,25.805
2021-02-08,25.735
2021-02-09,25.74
2021-02-10,25.83
2021-02-11,25.77
2021-02-12,25.755
2021-02-15,25.68
2021-02-16,25.755
2021-02-17,25.885
2021-02-18,25.86
2021-02-19,25.845
2021-02-22,25.955
2021-02-23,25.905
2021-02-24,25.975
2021-02-25,26.11
2021-02-26,26.195
2021-03-01,26.08
2021-03-02,26.14
2021-03-03,26.14
2021-03-04,26.205
2021-03-05,26.305
2021-03-08,26.42
2021-03-09,26.285
2021-03-10,26.225
2021-03-11,26.17
2021-03-12,26.15
2021-03-15,26.195
2021-03-16,26.2
2021-03-17,26.16
2021-03-18,26.17
2021-03-19,26.13
2021-03-22,26.075
2021-03-23,26.195
2021-03-24,26.205
2021-03-25,26.235
2021-03-26,26.085
2021-03-29,26.08
2021-03-30,26.125
2021-03-31,26.145
2021-04-01,26.085
2021-04-06,26.05
2021-04-07,25.915
2021-04-08,25.88
2021-04-09,25.94
2021-04-12,26.025
2021-04-13,26.015
2021-04-14,25.935
2021-04-15,25.94
2021-04-16,25.925
2021-04-19,25.9
2021-04-20,25.905
2021-04-21,25.89
2021-04-22,25.86
2021-04-23,25.845
2021-04-26,25.805
2021-04-27,25.895
2021-04-28,25.96
2021-04-29,25.815
2021-04-30,25.885
2021-05-03,25.785
2021-05-04,25.845
2021-05-05,25.8
2021-05-06,25.845
2021-05-07,25.68
2021-05-10,25.59
2021-05-11,25.575
2021-05-12,25.52
2021-05-13,25.575
2021-05-14,25.49
2021-05-17,25.495
2021-05-18,25.43
2021-05-19,25.445
2021-05-20,25.515
2021-05-21,25.45
2021-05-24,25.43
2021-05-25,25.45
2021-05-26,25.45
2021-05-27,25.44
2021-05-28,25.45
2021-05-31,25.45
2021-06-01,25.46
2021-06-02,25.465
2021-06-03,25.45
2021-06-04,25.445
2021-06-07,25.395
2021-06-08,25.4
2021-06-09,25.375
2021-06-10,25.39
2021-06-11,25.335
2021-06-14,25.42
2021-06-15,25.45
2021-06-16,25.475
2021-06-17,25.51
2021-06-18,25.52
2021-06-21,25.57
2021-06-22,25.535
2021-06-23,25.41
2021-06-24,25.43
2021-06-25,25.485
2021-06-28,25.5
2021-06-29,25.48
2021-06-30,25.485
2021-07-01,25.505
2021-07-02,25.605
2021-07-07,25.69
2021-07-08,25.895
2021-07-09,25.8
2021-07-12,25.725
2021-07-13,25.645
2021-07-14,25.645
2021-07-15,25.585
2021-07-16,25.535
2021-07-19,25.605
2021-07-20,25.655
2021-07-21,25.695
2021-07-22,25.64
2021-07-23,25.65
2021-07-26,25.63
2021-07-27,25.685
2021-07-28,25.625
2021-07-29,25.505
2021-07-30,25.5
2021-08-02,25.475
2021-08-03,25.485
2021-08-04,25.435
2021-08-05,25.415
2021-08-06,25.41
2021-08-09,25.39
2021-08-10,25.38
2021-08-11,25.405
2021-08-12,25.4
2021-08-13,25.385
2021-08-16,25.425
2021-08-17,25.44
2021-08-18,25.44
2021-08-19,25.5
2021-08-20,25.555
2021-08-23,25.515
2021-08-24,25.525
2021-08-25,25.53
2021-08-26,25.545
2021-08-27,25.56
2021-08-30,25.565
2021-08-31,25.525
2021-09-01,25.41
2021-09-02,25.38
2021-09-03,25.42
2021-09-06,25.4
2021-09-07,25.42
2021-09-08,25.395
2021-09-09,25.4
2021-09-10,25.29
2021-09-13,25.35
2021-09-14,25.39
2021-09-15,25.32
2021-09-16,25.28
2021-09-17,25.295
2021-09-20,25.43
2021-09-21,25.405
2021-09-22,25.38
2021-09-23,25.355
2021-09-24,25.41
2021-09-27,25.445
2021-09-29,25.455
2021-09-30,25.495
2021-10-01,25.31
2021-10-04,25.32
2021-10-05,25.31
2021-10-06,25.415
2021-10-07,25.41
2021-10-08,25.435
2021-10-11,25.4
2021-10-12,25.375
2021-10-13,25.37
2021-10-14,25.385
2021-10-15,25.405
2021-10-18,25.45
2021-10-19,25.505
2021-10-20,25.52
2021-10-21,25.615
2021-10-22,25.655
2021-10-25,25.735
2021-10-26,25.7
2021-10-27,25.685
2021-10-29,25.695
2021-11-01,25.635
2021-11-02,25.57
2021-11-03,25.545
2021-11-04,25.48
2021-11-05,25.275
2021-11-08,25.25
2021-11-09,25.195
2021-11-10,25.21
2021-11-11,25.255
2021-11-12,25.24
2021-11-15,25.215
2021-11-16,25.23
2021-11-18,25.23
2021-11-19,25.415
2021-11-22,25.375
2021-11-23,25.445
2021-11-24,25.5
2021-11-25,25.475
2021-11-26,25.665
2021-11-29,25.67
2021-11-30,25.525
2021-12-01,25.445
2021-12-02,25.42
2021-12-03,25.415
2021-12-06,25.42
2021-12-07,25.465
2021-12-08,25.475
2021-12-09,25.435
2021-12-10,25.365
2021-12-13,25.405
2021-12-14,25.335
2021-12-15,25.27
2021-12-16,25.28
2021-12-17,25.26
2021-12-20,25.235
2021-12-21,25.24
2021-12-22,25.245
2021-12-23,25.085
2021-12-27,25.14
2021-12-28,24.98
2021-12-29,24.96
2021-12-30,24.915
2021-12-31,24.86
2022-01-03,24.82
2022-01-04,24.75
2022-01-05,24.58
2022-01-06,24.53
2022-01-07,24.44
2022-01-10,24.36
2022-01-11,24.415
2022-01-12,24.42
2022-01-13,24.46
2022-01-14,24.495
2022-01-17,24.47
2022-01-18,24.425
2022-01-19,24.31
2022-01-20,24.26
2022-01-21,24.345
2022-01-24,24.525
2022-01-25,24.495
2022-01-26,24.52
2022-01-27,24.43
2022-01-28,24.435
2022-01-31,24.365
2022-02-01,24.335
2022-02-02,24.3
2022-02-03,24.15
2022-02-04,24.36
2022-02-07,24.24
2022-02-08,24.26
2022-02-09,24.29
2022-02-10,24.35
2022-02-11,24.405
2022-02-14,24.535
2022-02-15,24.42
2022-02-16,24.365
2022-02-17,24.38
2022-02-18,24.34
2022-02-21,24.35
2022-02-22,24.5
2022-02-23,24.475
2022-02-24,25.065
2022-02-25,24.66
2022-02-28,24.995
2022-03-01,25.465
2022-03-02,25.865
2022-03-03,25.645
2022-03-04,25.735
2022-03-07,25.585
2022-03-08,25.64
2022-03-09,25.365
2022-03-10,25.315
2022-03-11,25.21
2022-03-14,24.89
2022-03-15,24.865
2022-03-16,24.685
2022-03-17,24.775
2022-03-18,24.84
2022-03-21,24.685
2022-03-22,24.68
2022-03-23,24.605
2022-03-24,24.72
2022-03-25,24.645
2022-03-28,24.65
2022-03-29,24.475
2022-03-30,24.46
2022-03-31,24.385
2022-04-01,24.375
2022-04-04,24.32
2022-04-05,24.34
2022-04-06,24.44
2022-04-07,24.515
2022-04-08,24.485
2022-04-11,24.43
2022-04-12,24.45
2022-04-13,24.45
2022-04-14,24.42
2022-04-19,24.425
2022-04-20,24.415
2022-04-21,24.38
2022-04-22,24.32
2022-04-25,24.42
2022-04-26,24.425
2022-04-27,24.55
2022-04-28,24.53
2022-04-29,24.605
2022-05-02,24.67
2022-05-03,24.66
2022-05-04,24.64
2022-05-05,24.605
2022-05-06,24.665
2022-05-09,25.05
2022-05-10,25.01
2022-05-11,25.365
2022-05-12,24.925
2022-05-13,24.74
2022-05-16,24.71
2022-05-17,24.71
2022-05-18,24.645
2022-05-19,24.695
2022-05-20,24.66
2022-05-23,24.595
2022-05-24,24.66
2022-05-25,24.65
2022-05-26,24.67
2022-05-27,24.7
2022-05-30,24.71
2022-05-31,24.71
2022-06-01,24.745
2022-06-02,24.7
2022-06-03,24.705
2022-06-06,24.715
2022-06-07,24.74
2022-06-08,24.635
2022-06-09,24.69
2022-06-10,24.705
2022-06-13,24.725
2022-06-14,24.75
2022-06-15,24.7
2022-06-16,24.74
2022-06-17,24.746
2022-06-20,24.725
2022-06-21,24.685
2022-06-22,24.71
2022-06-23,24.75
2022-06-24,24.73
2022-06-27,24.725
2022-06-28,24.725
2022-06-29,24.74
2022-06-30,24.74
2022-07-01,24.755
2022-07-04,24.745
2022-07-07,24.78
2022-07-08,24.625
2022-07-11,24.59
2022-07-12,24.58
2022-07-13,24.4
2022-07-14,24.415
2022-07-15,24.565
2022-07-18,24.51
2022-07-19,24.555
2022-07-20,24.49
2022-07-21,24.5
2022-07-22,24.52
2022-07-25,24.535
2022-07-26,24.605
2022-07-27,24.575
2022-07-28,24.605
2022-07-29,24.61
2022-08-01,24.63
2022-08-02,24.645
2022-08-03,24.65
2022-08-04,24.66
2022-08-05,24.58
2022-08-08,24.515
2022-08-09,24.53
2022-08-10,24.395
2022-08-11,24.345
2022-08-12,24.38
2022-08-15,24.46
2022-08-16,24.54
2022-08-17,24.565
2022-08-18,24.61
2022-08-19,24.625
2022-08-22,24.65
2022-08-23,24.655
2022-08-24,24.635
2022-08-25,24.65
2022-08-26,24.635
2022-08-29,24.595
2022-08-30,24.58
2022-08-31,24.545
2022-09-01,24.49
2022-09-02,24.485
2022-09-05,24.625
2022-09-06,24.55
2022-09-07,24.63
2022-09-08,24.545
2022-09-09,24.54
2022-09-12,24.55
2022-09-13,24.55
2022-09-14,24.525
2022-09-15,24.52
2022-09-16,24.495
2022-09-19,24.495
2022-09-20,24.555
2022-09-21,24.635
2022-09-22,24.655
2022-09-23,24.66
2022-09-26,24.635
2022-09-27,24.66
2022-09-29,24.69
2022-09-30,24.55
2022-10-03,24.53
2022-10-04,24.545
2022-10-05,24.525
2022-10-06,24.48
2022-10-07,24.515
2022-10-10,24.52
2022-10-11,24.535
2022-10-12,24.56
2022-10-13,24.57
2022-10-14,24.585
2022-10-17,24.565
2022-10-18,24.595
2022-10-19,24.565
2022-10-20,24.53
2022-10-21,24.51
2022-10-24,24.48
2022-10-25,24.47
2022-10-26,24.535
2022-10-27,24.53
2022-10-31,24.485
2022-11-01,24.485
2022-11-02,24.505
2022-11-03,24.535
2022-11-04,24.42
2022-11-07,24.3
2022-11-08,24.325
2022-11-09,24.335
2022-11-10,24.36
2022-11-11,24.28
2022-11-14,24.295
2022-11-15,24.32
2022-11-16,24.355
2022-11-18,24.35
2022-11-21,24.355
2022-11-22,24.35
2022-11-23,24.355
2022-11-24,24.395
2022-11-25,24.365
2022-11-28,24.345
2022-11-29,24.335
2022-11-30,24.34
2022-12-01,24.36
2022-12-02,24.375
2022-12-05,24.35
2022-12-06,24.315
2022-12-07,24.325
2022-12-08,24.325
2022-12-09,24.295
2022-12-12,24.31
2022-12-13,24.285
2022-12-14,24.275
2022-12-15,24.27
2022-12-16,24.26
2022-12-19,24.235
2022-12-20,24.18
2022-12-21,24.215
2022-12-22,24.215
2022-12-23,24.245
2022-12-27,24.26
2022-12-28,24.25
2022-12-29,24.19
2022-12-30,24.115
2023-01-02,24.175
2023-01-03,24.125
2023-01-04,24.025
2023-01-05,24.03
2023-01-06,24.055
2023-01-09,23.99
2023-01-10,23.985
2023-01-11,24.025
2023-01-12,24.035
2023-01-13,24.015
2023-01-16,23.995
2023-01-17,23.965
2023-01-18,23.955
2023-01-19,23.925
2023-01-20,23.92
