origin,e_fast,e_cand,delta,d,drift_gap_annual_pct,year,era
2021-06,-14.45850611858031,-14.38228349863546,0.07622261994485102,-2.198320545902419,0.4186432180445765,2021,origins_2019_2021
2021-07,-13.449663775657772,-13.366072493821484,0.08359128183628783,-2.2415617681496087,0.4536750269317227,2021,origins_2019_2021
2021-08,-11.825305183971142,-11.769548180212727,0.055757003758415635,-1.3155783277060777,0.29914926721678015,2021,origins_2019_2021
2021-09,-11.753085241621555,-11.719779143316941,0.03330609830461384,-0.7817895286956116,0.17747476326156653,2021,origins_2019_2021
2021-10,-8.68218408062651,-8.625571132256237,0.05661294837027153,-0.9798430522722441,0.30116580096722334,2021,origins_2019_2021
2021-11,-6.21546964280024,-6.135764532615886,0.07970511018435467,-0.9844564808643099,0.41112332823785547,2021,origins_2019_2021
2021-12,-4.603597286057742,-4.55204748727906,0.05154979877868193,-0.4719716457546035,0.2633845000714836,2021,origins_2019_2021
2022-01,-10.126843419207521,-10.084940739768953,0.041902679438568846,-0.8469279124951186,0.22097684915987426,2022,origins_2022_2023
2022-02,-7.838312577667436,-7.8682217133834005,-0.029909135715964652,0.4697688657384944,-0.15490528740901244,2022,origins_2022_2023
2022-03,-7.0918447430580045,-7.150297978252589,-0.058453235194584785,0.8324993181636131,-0.30525327832361526,2022,origins_2022_2023
2022-04,-4.636968066889558,-4.713059477515724,-0.07609141062616587,0.7114567852473037,-0.396502108736267,2022,origins_2022_2023
2022-05,-1.3244307063808112,-1.4976755006564293,-0.17324479427561812,0.4889152092621116,-0.8879802359506401,2022,origins_2022_2023
2022-06,1.1093256488394623,0.8550526307356154,-0.25427301810384684,-0.49948839384519716,-1.2906820280891171,2022,origins_2022_2023
2022-07,1.746939568202933,1.432361442645501,-0.31457812555743203,-1.000138552575549,-1.6048991728629947,2022,origins_2022_2023
2022-08,1.5035486240016471,1.1393367499659117,-0.3642118740357354,-0.9625702349143599,-1.8676780477325874,2022,origins_2022_2023
2022-09,2.3499359001598927,1.9664880712844761,-0.3834478288754166,-1.6551234003561461,-1.981419396535376,2022,origins_2022_2023
2022-10,0.7539518540383909,0.3622704734442497,-0.39168138059414126,-0.4372035022784063,-2.023133779349523,2022,origins_2022_2023
2022-11,1.527682459682076,1.0760218839316025,-0.45166057575047347,-1.1759906029205627,-2.3385827708102838,2022,origins_2022_2023
2022-12,0.9202594961716848,0.43875693030591556,-0.4815025658657692,-0.6543698964026932,-2.5168677039818608,2022,origins_2022_2023
2023-01,4.563991432461096,4.086671455267938,-0.477319977193158,-4.129134212276519,-2.5162571416356423,2023,origins_2022_2023
2023-02,4.5843032613862515,4.066574909087761,-0.5177283522984908,-4.478804901134492,-2.736691464026543,2023,origins_2022_2023
2023-03,4.449382336491005,3.9276191637992897,-0.5217631726917151,-4.370810880434721,-2.761999155572478,2023,origins_2022_2023
2023-04,2.9166455493804437,2.393669838116636,-0.5229757112638076,-2.7771659668114275,-2.7880670935833063,2023,origins_2022_2023
2023-05,1.6074658629596574,1.1436116758972958,-0.4638541870623616,-1.2760988353320144,-2.509852763941499,2023,origins_2022_2023
2023-06,1.6130381868312345,1.1599659602000951,-0.45307222663113933,-1.2563711633528678,-2.465512909664482,2023,origins_2022_2023
2023-07,1.8432827758849601,1.4038089718503213,-0.43947380403463887,-1.4270117624267082,-2.3808954982970354,2023,origins_2022_2023
2023-08,2.0858493649595946,1.661702504035524,-0.4241468609240706,-1.589512361384414,-2.291556106136804,2023,origins_2022_2023
2023-09,1.359531041533923,0.9403968190355818,-0.4191342224983412,-0.9639784756420727,-2.2722323515877223,2023,origins_2022_2023
2023-10,0.37018505726706863,0.009887560273941443,-0.3602974969931272,-0.13693921277565207,-1.965775827073207,2023,origins_2022_2023
2023-11,-0.16606308864755182,-0.5475924192335291,-0.38152933058597727,0.2722805081908644,-2.09186092475934,2023,origins_2022_2023
2023-12,0.21332295847801097,-0.17979125578912436,-0.39311421426713533,-0.01318178895558085,-2.143374301312673,2023,origins_2022_2023
2024-01,0.05415443091156824,-0.32822597430531264,-0.3823804052168809,0.10479958782131593,-2.0916306547454013,2024,origins_2024plus
2024-02,-0.5236775413773334,-0.8745524951135395,-0.35087495373620614,0.4906038993663088,-1.937494692139743,2024,origins_2024plus
2024-03,0.3123419434326653,-0.02834044586489437,-0.3406823892975597,-0.09675430875547329,-1.8675622543569999,2024,origins_2024plus
2024-04,1.614168024984069,1.2799306205683074,-0.33423740441576166,-0.9673160194125978,-1.8238537352885373,2024,origins_2024plus
2024-05,0.11337935845862779,-0.2581946825421868,-0.3715740410008146,0.05380961516857061,-2.046446096306007,2024,origins_2024plus
2024-06,-0.4452909929639497,-0.8281555409103198,-0.38286454794637015,0.4875575315256442,-2.108999980931454,2024,origins_2024plus
2024-07,-0.6798194018743975,-1.0638339837287651,-0.38401458185436765,0.669588325771351,-2.1241144193068626,2024,origins_2024plus
2024-08,0.5775582196089757,0.1927367322333775,-0.3848214873755982,-0.29642604908588915,-2.106931207674913,2024,origins_2024plus
2024-09,0.9466041344401304,0.5354399302332054,-0.411164204206925,-0.6093634684510085,-2.246201866218496,2024,origins_2024plus
2024-10,0.2805492589873184,-0.14653553410125442,-0.42708479308857283,-0.05723522396399357,-2.344327900912882,2024,origins_2024plus
2024-11,0.6716806523887118,0.230662551517832,-0.4410181008708798,-0.397949686120609,-2.420615705040446,2024,origins_2024plus
2024-12,0.6409442742768734,0.2380563794560735,-0.4028878948207999,-0.3541387229285739,-2.2117409850256218,2024,origins_2024plus
2025-01,0.9975293643278769,0.6253951112597678,-0.3721342530681091,-0.6039457875087608,-2.0449846652129127,2025,origins_2024plus
2025-02,1.4070268465029214,1.0009028379064115,-0.4061240085965099,-0.9779180558508471,-2.2287960471849146,2025,origins_2024plus
2025-03,1.1200379310920614,0.7587055391143587,-0.3613323919777027,-0.6788508720021758,-1.9792068531295834,2025,origins_2024plus
2025-04,0.6023640498430751,0.21914571678687977,-0.38321833305619535,-0.31481760335731535,-2.0986089682512947,2025,origins_2024plus
2025-05,0.6275108526958739,0.24109160933739382,-0.3864192433584801,-0.33564470615820824,-2.1220139176316613,2025,origins_2024plus
2025-06,1.3591240106411329,0.9529997515147857,-0.4061242591263472,-0.939009549913995,-2.2267446984279617,2025,origins_2024plus
2025-07,1.1528088948114183,0.7471321235156825,-0.40567677129573587,-0.7707619379672709,-2.224118810521312,2025,origins_2024plus
