model,origin,H,forecast,actual
FOOD_NORM_REFIT_R24,2019-12,3,1.4605578790592828,3.1945928637973084
FOOD_NORM_REFIT_R24,2019-12,6,2.003647790103715,3.890853291869202
FOOD_NORM_REFIT_R24,2019-12,12,2.735009701361175,-0.09021200431379217
FOOD_NORM_REFIT_R24,2020-01,3,0.17811724161296594,1.4866911340333604
FOOD_NORM_REFIT_R24,2020-01,6,0.820758474724735,0.08806693655936271
FOOD_NORM_REFIT_R24,2020-01,12,2.970216755691447,0.6148460300452441
FOOD_NORM_REFIT_R24,2020-02,3,0.34402528709505475,2.0924913424248714
FOOD_NORM_REFIT_R24,2020-02,6,-0.28251588361581015,-0.44150182091167167
FOOD_NORM_REFIT_R24,2020-02,12,2.9151971695293044,0.6148460300452436
FOOD_NORM_REFIT_R24,2020-03,3,0.4313637600752337,0.6962604280718937
FOOD_NORM_REFIT_R24,2020-03,6,-0.15699270249798136,-2.5653773047083805
FOOD_NORM_REFIT_R24,2020-03,12,2.567295422063376,-0.2623525772384605
FOOD_NORM_REFIT_R24,2020-04,3,0.6018965960907764,-1.3986241974739975
FOOD_NORM_REFIT_R24,2020-04,6,0.7768866566642525,-2.5495886517393513
FOOD_NORM_REFIT_R24,2020-04,12,2.81651251254553,-0.08684325339540877
FOOD_NORM_REFIT_R24,2020-05,3,-0.6862347447230628,-2.533993163336543
FOOD_NORM_REFIT_R24,2020-05,6,0.23250957011875267,-3.2444757257110086
FOOD_NORM_REFIT_R24,2020-05,12,2.746570827396824,-1.302667140000855
FOOD_NORM_REFIT_R24,2020-06,3,-0.7737679885733935,-3.261637732780274
FOOD_NORM_REFIT_R24,2020-06,6,0.317879846005464,-3.9810652961829947
FOOD_NORM_REFIT_R24,2020-06,12,2.4512474536164763,-1.0462170406983478
FOOD_NORM_REFIT_R24,2020-07,3,-0.11462726092461378,-1.1509644542653539
FOOD_NORM_REFIT_R24,2020-07,6,1.868559334557637,0.5267790934858807
FOOD_NORM_REFIT_R24,2020-07,12,2.3247534267280296,0.7891316707243206
FOOD_NORM_REFIT_R24,2020-08,3,0.7478512621568933,-0.7104825623744654
FOOD_NORM_REFIT_R24,2020-08,6,2.8209954053900423,1.0563478509569153
FOOD_NORM_REFIT_R24,2020-08,12,2.317591247106922,1.580366517312524
FOOD_NORM_REFIT_R24,2020-09,3,1.020070237771858,-0.7194275634027202
FOOD_NORM_REFIT_R24,2020-09,6,2.694748316951012,2.30302472746992
FOOD_NORM_REFIT_R24,2020-09,12,2.3959486851314797,1.864235080927962
FOOD_NORM_REFIT_R24,2020-10,3,1.9492007922930599,1.6777435477512346
FOOD_NORM_REFIT_R24,2020-10,6,2.150098426968338,2.4627453983439427
FOOD_NORM_REFIT_R24,2020-10,12,2.349430438981262,0.8865306289562991
FOOD_NORM_REFIT_R24,2020-11,3,2.00480473621796,1.7668304133313806
FOOD_NORM_REFIT_R24,2020-11,6,2.5914277322880013,1.941808585710153
FOOD_NORM_REFIT_R24,2020-11,12,2.4471722578978135,2.0291829905698258
FOOD_NORM_REFIT_R24,2020-12,3,1.7307514813085108,3.02245229087264
FOOD_NORM_REFIT_R24,2020-12,6,2.2934653489901144,2.934848255484647
FOOD_NORM_REFIT_R24,2020-12,12,2.5965537531907943,3.9810652961829742
FOOD_NORM_REFIT_R24,2021-01,3,0.224112543392064,0.785001850592708
FOOD_NORM_REFIT_R24,2021-01,6,0.4957115358106067,0.2623525772384397
FOOD_NORM_REFIT_R24,2021-01,12,2.507518038350458,5.286823565281073
FOOD_NORM_REFIT_R24,2021-02,3,0.5831302251403003,0.17497817237877256
FOOD_NORM_REFIT_R24,2021-02,6,-0.3462185704760901,0.5240186663556086
FOOD_NORM_REFIT_R24,2021-02,12,2.65789401696699,6.688908389474896
FOOD_NORM_REFIT_R24,2021-03,3,0.6333643056436122,-0.08760403538799355
FOOD_NORM_REFIT_R24,2021-03,6,-0.35020979665429447,-0.43878964654195785
FOOD_NORM_REFIT_R24,2021-03,12,2.662130826087421,7.423305815050747
FOOD_NORM_REFIT_R24,2021-04,3,0.4126217334761337,-0.5226492733542683
FOOD_NORM_REFIT_R24,2021-04,6,0.5300724794679353,-1.5762147693876432
FOOD_NORM_REFIT_R24,2021-04,12,2.904147979129902,10.153042741022595
FOOD_NORM_REFIT_R24,2021-05,3,-0.7950583675886949,0.349040493976836
FOOD_NORM_REFIT_R24,2021-05,6,0.020429204245018984,0.08737440485967263
FOOD_NORM_REFIT_R24,2021-05,12,2.9005636450653713,14.082552980353764
FOOD_NORM_REFIT_R24,2021-06,3,-0.7309607393404498,-0.3511856111539643
FOOD_NORM_REFIT_R24,2021-06,6,0.31596726292615784,1.0462170406983273
FOOD_NORM_REFIT_R24,2021-06,12,2.891691464273092,16.523216034259733
FOOD_NORM_REFIT_R24,2021-07,3,0.2217116325059041,-1.053565496033375
FOOD_NORM_REFIT_R24,2021-07,6,2.4275655381394037,5.024470988042633
FOOD_NORM_REFIT_R24,2021-07,12,2.846514487551772,17.64821241423952
FOOD_NORM_REFIT_R24,2021-08,3,0.8571954130537426,-0.2616660891171634
FOOD_NORM_REFIT_R24,2021-08,6,3.0246778822481315,6.164889723119288
FOOD_NORM_REFIT_R24,2021-08,12,2.7119684579492978,17.89768288884593
FOOD_NORM_REFIT_R24,2021-09,3,0.9349299620873451,1.3974026518522917
FOOD_NORM_REFIT_R24,2021-09,6,2.88613162256434,7.862095461592705
FOOD_NORM_REFIT_R24,2021-09,12,2.577022954283084,19.078752474275287
FOOD_NORM_REFIT_R24,2021-10,3,2.100219264569746,6.078036484076008
FOOD_NORM_REFIT_R24,2021-10,6,2.430791776389282,11.72925751041024
FOOD_NORM_REFIT_R24,2021-10,12,2.5395916001845427,22.367297866267396
FOOD_NORM_REFIT_R24,2021-11,3,2.25626780224584,6.426555812236451
FOOD_NORM_REFIT_R24,2021-11,6,2.8735946862279533,13.995178575494094
FOOD_NORM_REFIT_R24,2021-11,12,2.709235300022464,23.131964278553074
FOOD_NORM_REFIT_R24,2021-12,3,2.284979437171837,6.464692809740412
FOOD_NORM_REFIT_R24,2021-12,6,2.8617149008947496,15.476998993561404
FOOD_NORM_REFIT_R24,2021-12,12,2.9892096789708655,22.71252063624247
FOOD_NORM_REFIT_R24,2022-01,3,0.7894674970340794,5.651221026334232
FOOD_NORM_REFIT_R24,2022-01,6,0.9983066650173701,12.623741426196887
FOOD_NORM_REFIT_R24,2022-01,12,3.176916979749719,22.1813763884208
FOOD_NORM_REFIT_R24,2022-02,3,1.1083294647953417,7.5686227632576415
FOOD_NORM_REFIT_R24,2022-02,6,0.4582342692638007,11.732793165726646
FOOD_NORM_REFIT_R24,2022-02,12,3.5392008630448513,21.442423967765116
FOOD_NORM_REFIT_R24,2022-03,3,1.2674671371268869,9.012306183820993
FOOD_NORM_REFIT_R24,2022-03,6,0.5353009679009911,11.216657012682584
FOOD_NORM_REFIT_R24,2022-03,12,3.9148262264045663,21.103805422930964
FOOD_NORM_REFIT_R24,2022-04,3,1.1216993431607887,6.972520399862655
FOOD_NORM_REFIT_R24,2022-04,6,1.3039479180494762,10.63804035585716
FOOD_NORM_REFIT_R24,2022-04,12,4.505771132829702,15.92955295606538
FOOD_NORM_REFIT_R24,2022-05,3,1.4880857294576941,4.164170402469005
FOOD_NORM_REFIT_R24,2022-05,6,3.251325198872774,9.136785703058983
FOOD_NORM_REFIT_R24,2022-05,12,7.68349194055127,13.542784682462035
FOOD_NORM_REFIT_R24,2022-06,3,1.8007373660802473,2.2043508288615903
FOOD_NORM_REFIT_R24,2022-06,6,4.141986211056864,7.235521642681064
FOOD_NORM_REFIT_R24,2022-06,12,8.816905283225424,11.364703836322832
FOOD_NORM_REFIT_R24,2022-07,3,1.276077552708819,3.6655199559945055
FOOD_NORM_REFIT_R24,2022-07,6,4.317997085350706,9.557634962223915
FOOD_NORM_REFIT_R24,2022-07,12,5.885478564080073,9.090811840368715
FOOD_NORM_REFIT_R24,2022-08,3,1.492449681298767,4.972615300589977
FOOD_NORM_REFIT_R24,2022-08,6,4.27204937774665,9.70963080203847
FOOD_NORM_REFIT_R24,2022-08,12,4.906883587934201,7.639440008806092
FOOD_NORM_REFIT_R24,2022-09,3,1.3359639521411601,5.031170813819475
FOOD_NORM_REFIT_R24,2022-09,6,3.692154330004632,9.887148410248383
FOOD_NORM_REFIT_R24,2022-09,12,3.925937701083185,5.78848940753145
FOOD_NORM_REFIT_R24,2022-10,3,2.9288478881568705,5.89211500622941
FOOD_NORM_REFIT_R24,2022-10,6,3.8164828474900063,5.291512600208217
FOOD_NORM_REFIT_R24,2022-10,12,4.003717940911548,3.672044008210163
FOOD_NORM_REFIT_R24,2022-11,3,3.649543795574611,4.737015501448493
FOOD_NORM_REFIT_R24,2022-11,6,5.362182278221826,4.40599897940305
FOOD_NORM_REFIT_R24,2022-11,12,5.568065804322242,1.4448135747386015
FOOD_NORM_REFIT_R24,2022-12,3,3.1789877864089418,4.8559775964289065
FOOD_NORM_REFIT_R24,2022-12,6,4.757913020527875,4.129182193641766
FOOD_NORM_REFIT_R24,2022-12,12,4.869968310758446,-0.2768167857612751
FOOD_NORM_REFIT_R24,2023-01,3,1.1983064483282686,-0.6006024060211925
FOOD_NORM_REFIT_R24,2023-01,6,1.9055949165466488,-0.4668231218552019
FOOD_NORM_REFIT_R24,2023-01,12,3.9659757067832775,-4.0046070300202885
FOOD_NORM_REFIT_R24,2023-02,3,1.758260852289805,-0.33101652204544263
FOOD_NORM_REFIT_R24,2023-02,6,1.3902928036889561,-2.0701907932323795
FOOD_NORM_REFIT_R24,2023-02,12,4.368955289057909,-4.945132121830959
FOOD_NORM_REFIT_R24,2023-03,3,1.7279606604443531,-0.7267954027871399
FOOD_NORM_REFIT_R24,2023-03,6,0.8673246921719953,-4.098659002716932
FOOD_NORM_REFIT_R24,2023-03,12,4.017587472361571,-6.1077324665905435
FOOD_NORM_REFIT_R24,2023-04,3,0.17020772174691706,0.1337792841659906
FOOD_NORM_REFIT_R24,2023-04,6,-0.42422564249015493,-1.619468591998055
FOOD_NORM_REFIT_R24,2023-04,12,2.161560416483379,-2.782670212247961
FOOD_NORM_REFIT_R24,2023-05,3,-1.777160491733086,-1.739174271186937
FOOD_NORM_REFIT_R24,2023-05,6,-1.8957271387311614,-2.9611854046644486
FOOD_NORM_REFIT_R24,2023-05,12,0.6531609510946409,-3.784235318316017
FOOD_NORM_REFIT_R24,2023-06,3,-2.4001809007030386,-3.3718635999297923
FOOD_NORM_REFIT_R24,2023-06,6,-2.2199574919405123,-4.405998979403042
FOOD_NORM_REFIT_R24,2023-06,12,0.28732528712621563,-4.336722911512985
FOOD_NORM_REFIT_R24,2023-07,3,-1.1763166332839206,-1.7532478761640453
FOOD_NORM_REFIT_R24,2023-07,6,0.7954417847137776,-3.5377839081650864
FOOD_NORM_REFIT_R24,2023-07,12,1.134449102987586,-3.192121621374013
FOOD_NORM_REFIT_R24,2023-08,3,-0.3184612364805003,-1.222011133477512
FOOD_NORM_REFIT_R24,2023-08,6,1.6032312520666254,-2.874941328598579
FOOD_NORM_REFIT_R24,2023-08,12,1.1535139703577926,-1.769957709940081
FOOD_NORM_REFIT_R24,2023-09,3,-0.046279457366165566,-1.0341353794732493
FOOD_NORM_REFIT_R24,2023-09,6,1.71728308520144,-2.009073463873611
FOOD_NORM_REFIT_R24,2023-09,12,0.9503296540575287,0.6153865574378152
FOOD_NORM_REFIT_R24,2023-10,3,1.4609734389187925,-1.7845360320010408
FOOD_NORM_REFIT_R24,2023-10,6,1.2540265796492878,-1.1632016202499056
FOOD_NORM_REFIT_R24,2023-10,12,0.7798274916218009,0.0680040828655546
FOOD_NORM_REFIT_R24,2023-11,3,1.331026460892511,-1.6529301951210673
FOOD_NORM_REFIT_R24,2023-11,6,1.4939828405644104,-0.8230499136515674
FOOD_NORM_REFIT_R24,2023-11,12,0.7261813440242748,0.8840588010122773
FOOD_NORM_REFIT_R24,2023-12,3,1.7633066968057403,-0.9749380844003616
FOOD_NORM_REFIT_R24,2023-12,6,2.306638925662459,0.06927606789005603
FOOD_NORM_REFIT_R24,2023-12,12,1.8351705156000149,1.6495219369110614
FOOD_NORM_REFIT_R24,2024-01,3,-0.44749959406173495,0.621334411751135
FOOD_NORM_REFIT_R24,2024-01,6,-0.4160512094321503,0.3456622867910737
FOOD_NORM_REFIT_R24,2024-01,12,1.4499891346442217,4.667739433558431
FOOD_NORM_REFIT_R24,2024-02,3,-0.09739775311437637,0.8298802814694997
FOOD_NORM_REFIT_R24,2024-02,6,-1.2162618702306203,1.1049836186584978
FOOD_NORM_REFIT_R24,2024-02,12,1.3534470041118898,4.348511193973878
FOOD_NORM_REFIT_R24,2024-03,3,0.2611463635058501,1.0442141522904178
FOOD_NORM_REFIT_R24,2024-03,6,-1.293609702689106,2.6244600213114264
FOOD_NORM_REFIT_R24,2024-03,12,1.893360515348696,5.910038827244938
FOOD_NORM_REFIT_R24,2024-04,3,0.023262552694544636,-0.27567212496006144
FOOD_NORM_REFIT_R24,2024-04,6,-0.43460587185210076,1.2312057031154602
FOOD_NORM_REFIT_R24,2024-04,12,2.1357906969827827,3.9802893169195137
FOOD_NORM_REFIT_R24,2024-05,3,-1.3457251266761512,0.27510333718899815
FOOD_NORM_REFIT_R24,2024-05,6,-1.1304545882403831,1.7071087146638453
FOOD_NORM_REFIT_R24,2024-05,12,1.6236911754356966,5.297920027294236
FOOD_NORM_REFIT_R24,2024-06,3,-1.9361643775967607,1.5802458690210086
FOOD_NORM_REFIT_R24,2024-06,6,-1.1806408774237314,1.5802458690210053
FOOD_NORM_REFIT_R24,2024-06,12,1.653021238080514,6.046166247442991
FOOD_NORM_REFIT_R24,2024-07,3,-1.0131391927885487,1.5068778280755217
FOOD_NORM_REFIT_R24,2024-07,6,0.9831941874827282,4.322077146767357
FOOD_NORM_REFIT_R24,2024-07,12,1.5383842590156696,5.046479392590927
FOOD_NORM_REFIT_R24,2024-08,3,0.40373838467233736,1.4320053774748471
FOOD_NORM_REFIT_R24,2024-08,6,2.513198779677392,3.243527575315381
FOOD_NORM_REFIT_R24,2024-08,12,2.5433576852820763,4.5645507489960355
FOOD_NORM_REFIT_R24,2024-09,3,1.4114878070263746,-3.219646771412954e-15
FOOD_NORM_REFIT_R24,2024-09,6,3.5873115556595314,3.285578805933512
FOOD_NORM_REFIT_R24,2024-09,12,3.3737370547039367,2.690142048351368
FOOD_NORM_REFIT_R24,2024-10,3,2.4272458185540584,2.8151993186918354
FOOD_NORM_REFIT_R24,2024-10,6,2.702490335906647,2.749083613804054
FOOD_NORM_REFIT_R24,2024-10,12,2.807946196471785,3.539601564515411
FOOD_NORM_REFIT_R24,2024-11,3,2.26750703419219,1.8115221978405338
FOOD_NORM_REFIT_R24,2024-11,6,3.1064963182445036,3.5908113126303913
FOOD_NORM_REFIT_R24,2024-11,12,2.951441650836557,2.1434176236469256
FOOD_NORM_REFIT_R24,2024-12,3,2.1280679549783676,3.285578805933515
FOOD_NORM_REFIT_R24,2024-12,6,3.196973243197126,4.465920378421986
FOOD_NORM_REFIT_R24,2024-12,12,2.88517970510506,1.6898002620724475
FOOD_NORM_REFIT_R24,2025-01,3,0.46226803283148765,-0.06611570488778157
FOOD_NORM_REFIT_R24,2025-01,6,0.9727545476149282,0.7244022458235705
FOOD_NORM_REFIT_R24,2025-01,12,2.889717531186303,1.3132165083458243
FOOD_NORM_REFIT_R24,2025-02,3,1.0521669933645366,1.7792891147898573
FOOD_NORM_REFIT_R24,2025-02,6,0.47253817622463434,1.3210231736806546
FOOD_NORM_REFIT_R24,2025-02,12,3.0585734458668807,0.3318954258063853
FOOD_NORM_REFIT_R24,2025-03,3,1.1095648522636188,1.1803415724884703
FOOD_NORM_REFIT_R24,2025-03,6,-0.07523518762440157,-0.595436757582143
FOOD_NORM_REFIT_R24,2025-03,12,2.701931466686888,-1.1277068099719034
FOOD_NORM_REFIT_R24,2025-04,3,0.3021019957998452,0.7905179507113521
FOOD_NORM_REFIT_R24,2025-04,6,0.10355891085775282,0.7905179507113568
FOOD_NORM_REFIT_R24,2025-04,12,2.3398681110409445,-1.2645759200287587
FOOD_NORM_REFIT_R24,2025-05,3,-0.8360226807182162,-0.4582659411092028
FOOD_NORM_REFIT_R24,2025-05,6,-0.5248393541224293,-1.4473936889834649
FOOD_NORM_REFIT_R24,2025-05,12,2.3071975955485162,-1.9123563333603535
FOOD_NORM_REFIT_R24,2025-06,3,-1.2308111260964334,-1.7757783300706134
FOOD_NORM_REFIT_R24,2025-06,6,-0.49134330641567314,-2.7761201163495386
FOOD_NORM_REFIT_R24,2025-06,12,2.691706241927729,-3.3811639789269217
FOOD_NORM_REFIT_R24,2025-07,3,0.050219616303538994,4.6629367034256575e-15
FOOD_NORM_REFIT_R24,2025-07,6,2.238822939699356,0.5888142625222534
FOOD_NORM_REFIT_R24,2025-07,12,3.0114757259155307,-3.1325453715211835
FOOD_NORM_REFIT_R24,2025-08,3,0.5406044899558892,-0.989127747874262
FOOD_NORM_REFIT_R24,2025-08,6,2.50573790634203,-0.9891277478742693
FOOD_NORM_REFIT_R24,2025-09,3,0.7112246925325206,-1.0003417862789248
FOOD_NORM_REFIT_R24,2025-09,6,2.7342807006677465,-0.5322700523897603
FOOD_NORM_REFIT_R24,2025-10,3,1.7253711037878436,0.588814262522249
FOOD_NORM_REFIT_R24,2025-10,6,1.7233983347016633,-2.0550938707401154
FOOD_NORM_REFIT_R24,2025-11,3,1.335112618757284,-7.105427357601002e-15
FOOD_NORM_REFIT_R24,2025-11,6,2.136782733127607,-0.4649626443768887
FOOD_NORM_REFIT_R24,2025-12,3,1.2536726341829278,0.46807173388916445
FOOD_NORM_REFIT_R24,2025-12,6,1.9980083085641294,-0.6050438625773837
FOOD_NORM_REFIT_R24,2026-01,3,-0.6605913554109261,-2.643908133262365
FOOD_NORM_REFIT_R24,2026-01,6,-0.7305772062641224,-3.721359634043437
FOOD_NORM_REFIT_R24,2026-02,3,-0.3056209794711326,-0.4649626443768816
FOOD_NORM_REFIT_R24,2026-03,3,-0.02618682505670289,-1.0731155964665482
FOOD_NORM_REFIT_R24,2026-04,3,-0.657087760103215,-1.077451500781072
FOOD_NORM_SHIFT_R24,2019-02,3,0.11389178349318446,1.2927234501459584
FOOD_NORM_SHIFT_R24,2019-02,6,-0.3768557669272115,0.8329525252830221
FOOD_NORM_SHIFT_R24,2019-02,12,2.7251696808691888,5.338218919377343
FOOD_NORM_SHIFT_R24,2019-03,3,0.41783890943208013,1.6590242260196826
FOOD_NORM_SHIFT_R24,2019-03,6,0.3250094799145318,0.27842245364049567
FOOD_NORM_SHIFT_R24,2019-03,12,2.8079678314809264,6.215417526661047
FOOD_NORM_SHIFT_R24,2019-04,3,0.4121792286047906,1.7617516390842605
FOOD_NORM_SHIFT_R24,2019-04,6,0.8139423398264833,1.7617516390842605
FOOD_NORM_SHIFT_R24,2019-04,12,2.6933478010778846,7.477593023079146
FOOD_NORM_SHIFT_R24,2019-05,3,-0.3545754771857288,-0.45977092486293625
FOOD_NORM_SHIFT_R24,2019-05,6,0.7641149575424282,1.0041161499490623
FOOD_NORM_SHIFT_R24,2019-05,12,2.7849687807889514,6.137986811656255
FOOD_NORM_SHIFT_R24,2019-06,3,-0.029666794138083485,-1.3806017723791868
FOOD_NORM_SHIFT_R24,2019-06,6,0.9878210700781029,1.361800436844056
FOOD_NORM_SHIFT_R24,2019-06,12,2.8548974022975155,5.252653728713258
FOOD_NORM_SHIFT_R24,2019-07,3,0.4682760525786983,1.1102230246251565e-16
FOOD_NORM_SHIFT_R24,2019-07,6,2.1576430058184908,4.229150249961526
FOOD_NORM_SHIFT_R24,2019-07,12,2.786403328733457,4.317217186520889
FOOD_NORM_SHIFT_R24,2019-08,3,0.9873674605411713,1.4638870748119985
FOOD_NORM_SHIFT_R24,2019-08,6,2.9624871554027483,4.5052663940943205
FOOD_NORM_SHIFT_R24,2019-08,12,2.5525523965298014,4.063764573182649
FOOD_NORM_SHIFT_R24,2019-09,3,0.7988545460383332,2.7424022092232425
FOOD_NORM_SHIFT_R24,2019-09,6,2.152769704935572,5.936995073020551
FOOD_NORM_SHIFT_R24,2019-09,12,2.384921607433421,3.3716177683121704
FOOD_NORM_SHIFT_R24,2019-10,3,1.7397761495342905,4.229150249961526
FOOD_NORM_SHIFT_R24,2019-10,6,1.7465885901147178,5.715841383994886
FOOD_NORM_SHIFT_R24,2019-10,12,2.6048025457221367,3.166252732255534
FOOD_NORM_SHIFT_R24,2019-11,3,1.9537554685235445,3.041379319282322
FOOD_NORM_SHIFT_R24,2019-11,6,2.1999839773741723,5.133870661707194
FOOD_NORM_SHIFT_R24,2019-11,12,2.5117235260200337,1.8893949359961855
FOOD_NORM_SHIFT_R24,2019-12,3,1.4597075110369038,3.1945928637973084
FOOD_NORM_SHIFT_R24,2019-12,6,2.002252363755163,3.890853291869202
FOOD_NORM_SHIFT_R24,2019-12,12,2.7335062074862817,-0.09021200431379217
FOOD_NORM_SHIFT_R24,2020-01,3,0.17645215590811147,1.4866911340333604
FOOD_NORM_SHIFT_R24,2020-01,6,0.8183157612163173,0.08806693655936271
FOOD_NORM_SHIFT_R24,2020-01,12,2.967536462273782,0.6148460300452441
FOOD_NORM_SHIFT_R24,2020-02,3,0.3449154122199656,2.0924913424248714
FOOD_NORM_SHIFT_R24,2020-02,6,-0.28131401822833935,-0.44150182091167167
FOOD_NORM_SHIFT_R24,2020-02,12,2.9164846184681514,0.6148460300452436
FOOD_NORM_SHIFT_R24,2020-03,3,0.43128975097245675,0.6962604280718937
FOOD_NORM_SHIFT_R24,2020-03,6,-0.1570364644079518,-2.5653773047083805
FOOD_NORM_SHIFT_R24,2020-03,12,2.5672643794251484,-0.2623525772384605
FOOD_NORM_SHIFT_R24,2020-04,3,0.6025047528322376,-1.3986241974739975
FOOD_NORM_SHIFT_R24,2020-04,6,0.7779841460333052,-2.5495886517393513
FOOD_NORM_SHIFT_R24,2020-04,12,2.8177304356952684,-0.08684325339540877
FOOD_NORM_SHIFT_R24,2020-05,3,-0.6859453183825499,-2.533993163336543
FOOD_NORM_SHIFT_R24,2020-05,6,0.23341693097754468,-3.2444757257110086
FOOD_NORM_SHIFT_R24,2020-05,12,2.7475350812260335,-1.302667140000855
FOOD_NORM_SHIFT_R24,2020-06,3,-0.7740551149871853,-3.261637732780274
FOOD_NORM_SHIFT_R24,2020-06,6,0.317380297643109,-3.9810652961829947
FOOD_NORM_SHIFT_R24,2020-06,12,2.450578034415331,-1.0462170406983478
FOOD_NORM_SHIFT_R24,2020-07,3,-0.1145688276814516,-1.1509644542653539
FOOD_NORM_SHIFT_R24,2020-07,6,1.8685712446488816,0.5267790934858807
FOOD_NORM_SHIFT_R24,2020-07,12,2.3246953593950463,0.7891316707243206
FOOD_NORM_SHIFT_R24,2020-08,3,0.7478086091832146,-0.7104825623744654
FOOD_NORM_SHIFT_R24,2020-08,6,2.8209453684819854,1.0563478509569153
FOOD_NORM_SHIFT_R24,2020-08,12,2.317542070846283,1.580366517312524
FOOD_NORM_SHIFT_R24,2020-09,3,1.0200488231838951,-0.7194275634027202
FOOD_NORM_SHIFT_R24,2020-09,6,2.694708272415913,2.30302472746992
FOOD_NORM_SHIFT_R24,2020-09,12,2.3959083740114786,1.864235080927962
FOOD_NORM_SHIFT_R24,2020-10,3,1.949636672563686,1.6777435477512346
FOOD_NORM_SHIFT_R24,2020-10,6,2.150142905610762,2.4627453983439427
FOOD_NORM_SHIFT_R24,2020-10,12,2.3493998316567986,0.8865306289562991
FOOD_NORM_SHIFT_R24,2020-11,3,2.005023090089452,1.7668304133313806
FOOD_NORM_SHIFT_R24,2020-11,6,2.591352892720177,1.941808585710153
FOOD_NORM_SHIFT_R24,2020-11,12,2.4470527197801046,2.0291829905698258
FOOD_NORM_SHIFT_R24,2020-12,3,1.7317033459102573,3.02245229087264
FOOD_NORM_SHIFT_R24,2020-12,6,2.2941385418185596,2.934848255484647
FOOD_NORM_SHIFT_R24,2020-12,12,2.597177848866385,3.9810652961829742
FOOD_NORM_SHIFT_R24,2021-01,3,0.23051736679774795,0.785001850592708
FOOD_NORM_SHIFT_R24,2021-01,6,0.5025157506077282,0.2623525772384397
FOOD_NORM_SHIFT_R24,2021-01,12,2.5142858443451983,5.286823565281073
FOOD_NORM_SHIFT_R24,2021-02,3,0.5828841457574636,0.17497817237877256
FOOD_NORM_SHIFT_R24,2021-02,6,-0.3468585978482783,0.5240186663556086
FOOD_NORM_SHIFT_R24,2021-02,12,2.657184747884769,6.688908389474896
FOOD_NORM_SHIFT_R24,2021-03,3,0.6346180427940632,-0.08760403538799355
FOOD_NORM_SHIFT_R24,2021-03,6,-0.3491101844277799,-0.43878964654195785
FOOD_NORM_SHIFT_R24,2021-03,12,2.6631891074677214,7.423305815050747
FOOD_NORM_SHIFT_R24,2021-04,3,0.4121027285849307,-0.5226492733542683
FOOD_NORM_SHIFT_R24,2021-04,6,0.5284702757646711,-1.5762147693876432
FOOD_NORM_SHIFT_R24,2021-04,12,2.902209802525417,10.153042741022595
FOOD_NORM_SHIFT_R24,2021-05,3,-0.7963281280451351,0.349040493976836
FOOD_NORM_SHIFT_R24,2021-05,6,0.01839224002194112,0.08737440485967263
