origin,as_of_utc,target,h,family,model,log_forecast,mm_forecast,status,reason,outer_origin,component,mm_actual,log_actual,cumulative_fallback,cumulative_log_forecast,cumulative_pct_forecast,cumulative_log_actual,cumulative_pct_actual
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,ar,MONTHLY_AR_CORE_R17,0.5910879320790623,0.5928383038423005,estimated,,True,core,1.0,0.9950330853168083,False,1.838268424292103,1.855268588066846,1.6936861102004015,1.7081102917880002
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,ar,MONTHLY_AR_CORE_R17,0.22376216306514343,0.224012697425426,estimated,,True,core,0.2,0.19980026626730563,False,2.0620305873572464,2.0834373227008864,1.8934863764677072,1.911526512371576
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,ar,MONTHLY_AR_CORE_R17,-0.3413976099991788,-0.34081551097108503,estimated,,True,core,-0.9,-0.9040744652149064,False,1.7206329773580678,1.735521134172677,0.9894119112528008,0.9943227737602317
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,ar,MONTHLY_AR_CORE_R17,0.5194700490757554,0.5208216340814804,estimated,,True,core,0.6,0.5982071677547464,False,2.240103026433823,2.2653817377849848,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,ar,MONTHLY_AR_CORE_R17,0.11462644453201469,0.11469216574984452,estimated,,True,core,0.0,0.0,False,2.3547294709658377,2.3826721189123963,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,ar,MONTHLY_AR_CORE_R17,0.1896689439528204,0.18984892926841582,estimated,,True,core,0.1,0.09995003330835331,False,2.5443984149186583,2.5770445256865444,1.6875691123159005,1.7018889991131965
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,ar,MONTHLY_AR_CORE_R17,0.38509931344350545,0.38584177361331706,estimated,,True,core,0.8,0.7968169649176874,False,2.9294977283621635,2.972829613604575,2.4843860772335877,2.515504111106101
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,ar,MONTHLY_AR_CORE_R17,0.35231087512356934,0.35293221936071306,estimated,,True,core,0.7,0.6975613736425241,False,3.2818086034857332,3.336253906498396,3.181947450876112,3.2331126398838443
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,domestic,MONTHLY_DOMESTIC_CORE_R17,0.14908768341947765,0.14919887435667956,estimated,,True,core,-0.1,-0.10005003335835334,False,0.14908768341947765,0.14919887435667956,-0.10005003335835334,-0.1
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,domestic,MONTHLY_DOMESTIC_CORE_R17,0.5569621128792405,0.5585160304263374,estimated,,True,core,0.4,0.39920212695374535,False,0.7060497962987181,0.7085482044135146,0.299152093595392,0.29960000000000014
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,domestic,MONTHLY_DOMESTIC_CORE_R17,0.21227409057729854,0.21249955152845412,estimated,,True,core,0.1,0.09995003330835331,False,0.9183238868760166,0.9225534176987105,0.3991021269037453,0.39989960000000013
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,domestic,MONTHLY_DOMESTIC_CORE_R17,0.3092095712920424,0.3096881171963945,estimated,,True,core,0.3,0.2995508979798479,False,1.227533458168059,1.2350985732045068,0.6986530248835933,0.7010992988
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,domestic,MONTHLY_DOMESTIC_CORE_R17,0.5657347754166077,0.5673380766487851,estimated,,True,core,1.0,0.9950330853168083,False,1.7932682335846668,1.8094438343432269,1.6936861102004015,1.7081102917880002
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,domestic,MONTHLY_DOMESTIC_CORE_R17,0.22376216306514343,0.224012697425426,estimated,,True,core,0.2,0.19980026626730563,False,2.01703039664981,2.037509915710363,1.8934863764677072,1.911526512371576
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,domestic,MONTHLY_DOMESTIC_CORE_R17,-0.3413976099991788,-0.34081551097108503,estimated,,True,core,-0.9,-0.9040744652149064,False,1.6756327866506313,1.6897502549089634,0.9894119112528008,0.9943227737602317
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,domestic,MONTHLY_DOMESTIC_CORE_R17,0.5194700490757554,0.5208216340814804,estimated,,True,core,0.6,0.5982071677547464,False,2.1951028357263866,2.2193724738799565,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,domestic,MONTHLY_DOMESTIC_CORE_R17,0.11462644453201469,0.11469216574984452,estimated,,True,core,0.0,0.0,False,2.3097292802584013,2.33661008598615,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,domestic,MONTHLY_DOMESTIC_CORE_R17,0.1896689439528204,0.18984892926841582,estimated,,True,core,0.1,0.09995003330835331,False,2.499398224211222,2.530895044483988,1.6875691123159005,1.7018889991131965
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,domestic,MONTHLY_DOMESTIC_CORE_R17,0.38509931344350545,0.38584177361331706,estimated,,True,core,0.8,0.7968169649176874,False,2.8844975376547275,2.9265020684252345,2.4843860772335877,2.515504111106101
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,domestic,MONTHLY_DOMESTIC_CORE_R17,0.35231087512356934,0.35293221936071306,estimated,,True,core,0.7,0.6975613736425241,False,3.236808412778297,3.2897628564856776,3.181947450876112,3.2331126398838443
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,imported,MONTHLY_IMPORTED_CORE_R17,0.1518064790408819,0.15192176340527339,estimated,,True,core,-0.1,-0.10005003335835334,False,0.1518064790408819,0.15192176340527339,-0.10005003335835334,-0.1
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,imported,MONTHLY_IMPORTED_CORE_R17,0.5597109363989292,0.5612802445575417,estimated,,True,core,0.4,0.39920212695374535,False,0.7115174154398112,0.7140547148079924,0.299152093595392,0.29960000000000014
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,imported,MONTHLY_IMPORTED_CORE_R17,0.21816107615020894,0.21839922057393443,estimated,,True,core,0.1,0.09995003330835331,False,0.92967849159002,0.9340134253135389,0.3991021269037453,0.39989960000000013
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,imported,MONTHLY_IMPORTED_CORE_R17,0.31084950766050873,0.3113331457415973,estimated,,True,core,0.3,0.2995508979798479,False,1.2405279992505287,1.2482544644338136,0.6986530248835933,0.7010992988
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,imported,MONTHLY_IMPORTED_CORE_R17,0.5909498044678785,0.5926993574536912,estimated,,True,core,1.0,0.9950330853168083,False,1.8314778037184072,1.848352218077591,1.6936861102004015,1.7081102917880002
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,imported,MONTHLY_IMPORTED_CORE_R17,0.22376216306514343,0.224012697425426,estimated,,True,core,0.2,0.19980026626730563,False,2.055239966783551,2.0765054591646552,1.8934863764677072,1.911526512371576
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,imported,MONTHLY_IMPORTED_CORE_R17,-0.3413976099991788,-0.34081551097108503,estimated,,True,core,-0.9,-0.9040744652149064,False,1.713842356784372,1.7286128955025757,0.9894119112528008,0.9943227737602317
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,imported,MONTHLY_IMPORTED_CORE_R17,0.5194700490757554,0.5208216340814804,estimated,,True,core,0.6,0.5982071677547464,False,2.2333124058601275,2.258437519513356,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,imported,MONTHLY_IMPORTED_CORE_R17,0.11462644453201469,0.11469216574984452,estimated,,True,core,0.0,0.0,False,2.347938850392142,2.3757199361664374,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,imported,MONTHLY_IMPORTED_CORE_R17,0.1896689439528204,0.18984892926841582,estimated,,True,core,0.1,0.09995003330835331,False,2.5376077943449626,2.5700791442960815,1.6875691123159005,1.7018889991131965
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,imported,MONTHLY_IMPORTED_CORE_R17,0.38509931344350545,0.38584177361331706,estimated,,True,core,0.8,0.7968169649176874,False,2.922707107788468,2.9658373568630165,2.4843860772335877,2.515504111106101
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,imported,MONTHLY_IMPORTED_CORE_R17,0.35231087512356934,0.35293221936071306,estimated,,True,core,0.7,0.6975613736425241,False,3.275017982912037,3.3292369718299355,3.181947450876112,3.2331126398838443
2019-02,2019-03-10T22:59:00+00:00,2019-03,1,both,MONTHLY_BOTH_CORE_R17,0.14865206798239725,0.14876260993648877,estimated,,True,core,-0.1,-0.10005003335835334,False,0.14865206798239725,0.14876260993648877,-0.10005003335835334,-0.1
2019-02,2019-03-10T22:59:00+00:00,2019-04,2,both,MONTHLY_BOTH_CORE_R17,0.5598903861617557,0.5614607016983507,estimated,,True,core,0.4,0.39920212695374535,False,0.708542454144153,0.7110585552284536,0.299152093595392,0.29960000000000014
2019-02,2019-03-10T22:59:00+00:00,2019-05,3,both,MONTHLY_BOTH_CORE_R17,0.21490578840555466,0.2151368764058514,estimated,,True,core,0.1,0.09995003330835331,False,0.9234482425497076,0.9277251807994402,0.3991021269037453,0.39989960000000013
2019-02,2019-03-10T22:59:00+00:00,2019-06,4,both,MONTHLY_BOTH_CORE_R17,0.3081542616297914,0.3086295449511373,estimated,,True,core,0.3,0.2995508979798479,False,1.2316025041794991,1.239217959754476,0.6986530248835933,0.7010992988
2019-02,2019-03-10T22:59:00+00:00,2019-07,5,both,MONTHLY_BOTH_CORE_R17,0.5699540110206649,0.5715813390989583,estimated,,True,core,1.0,0.9950330853168083,False,1.801556515200164,1.8178824374621543,1.6936861102004015,1.7081102917880002
2019-02,2019-03-10T22:59:00+00:00,2019-08,6,both,MONTHLY_BOTH_CORE_R17,0.22376216306514343,0.224012697425426,estimated,,True,core,0.2,0.19980026626730563,False,2.0253186782653074,2.0459674223717617,1.8934863764677072,1.911526512371576
2019-02,2019-03-10T22:59:00+00:00,2019-09,7,both,MONTHLY_BOTH_CORE_R17,-0.3413976099991788,-0.34081551097108503,estimated,,True,core,-0.9,-0.9040744652149064,False,1.6839210682661285,1.6981789370758185,0.9894119112528008,0.9943227737602317
2019-02,2019-03-10T22:59:00+00:00,2019-10,8,both,MONTHLY_BOTH_CORE_R17,0.5194700490757554,0.5208216340814804,estimated,,True,core,0.6,0.5982071677547464,False,2.203391117341884,2.2278450544470045,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-11,9,both,MONTHLY_BOTH_CORE_R17,0.11462644453201469,0.11469216574984452,estimated,,True,core,0.0,0.0,False,2.3180175618738987,2.3450923839393454,1.587619079007547,1.6002887104027932
2019-02,2019-03-10T22:59:00+00:00,2019-12,10,both,MONTHLY_BOTH_CORE_R17,0.1896689439528204,0.18984892926841582,estimated,,True,core,0.1,0.09995003330835331,False,2.5076865058267193,2.5393934459890253,1.6875691123159005,1.7018889991131965
2019-02,2019-03-10T22:59:00+00:00,2020-01,11,both,MONTHLY_BOTH_CORE_R17,0.38509931344350545,0.38584177361331706,estimated,,True,core,0.8,0.7968169649176874,False,2.8927858192702245,2.9350332603133666,2.4843860772335877,2.515504111106101
2019-02,2019-03-10T22:59:00+00:00,2020-02,12,both,MONTHLY_BOTH_CORE_R17,0.35231087512356934,0.35293221936071306,estimated,,True,core,0.7,0.6975613736425241,False,3.245096694393794,3.298324157698678,3.181947450876112,3.2331126398838443
2019-03,2019-04-09T21:59:00+00:00,2019-04,1,own,MONTHLY_OWN_CORE_R17,0.49797461163643997,0.4992165658887883,estimated,,True,core,0.4,0.39920212695374535,False,0.49797461163643997,0.4992165658887883,0.39920212695374535,0.4
2019-03,2019-04-09T21:59:00+00:00,2019-05,2,own,MONTHLY_OWN_CORE_R17,0.19741693647528163,0.197611932006273,estimated,,True,core,0.1,0.09995003330835331,False,0.6953915481117217,0.6978150093958095,0.49915216026209863,0.5004000000000001
2019-03,2019-04-09T21:59:00+00:00,2019-06,3,own,MONTHLY_OWN_CORE_R17,0.2858200187934624,0.2862288736460529,estimated,,True,core,0.3,0.2995508979798479,False,0.981211566905184,0.9860412310833893,0.7987030582419465,0.8019012000000001
2019-03,2019-04-09T21:59:00+00:00,2019-07,4,own,MONTHLY_OWN_CORE_R17,0.5395908161212656,0.541049229340125,estimated,,True,core,1.0,0.9950330853168083,False,1.5208023830264497,1.532425428905267,1.7937361435587549,1.8099202120000002
2019-03,2019-04-09T21:59:00+00:00,2019-08,5,own,MONTHLY_OWN_CORE_R17,0.21683970431561467,0.2170749716226981,estimated,,True,core,0.2,0.19980026626730563,False,1.7376420873420644,1.7528269125929001,1.9935364098260606,2.013540052424
2019-03,2019-04-09T21:59:00+00:00,2019-09,6,own,MONTHLY_OWN_CORE_R17,-0.2967518790673246,-0.29631200589688617,estimated,,True,core,-0.9,-0.9040744652149064,False,1.4408902082747397,1.4513210701114092,1.0894619446111542,1.0954181919521842
2019-03,2019-04-09T21:59:00+00:00,2019-10,7,own,MONTHLY_OWN_CORE_R17,0.4565528987738084,0.45759668940161813,estimated,,True,core,0.6,0.5982071677547464,False,1.897443107048548,1.9155589566824454,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-11,8,own,MONTHLY_OWN_CORE_R17,0.05292657971693185,0.05294058830244724,estimated,,True,core,0.0,0.0,False,1.9503696867654798,1.9695136531658406,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-12,9,own,MONTHLY_OWN_CORE_R17,0.24316985561349957,0.243465753302946,estimated,,True,core,0.1,0.09995003330835331,False,2.1935395423789794,2.217774497720871,1.7876191456742538,1.8036926918050014
2019-03,2019-04-09T21:59:00+00:00,2020-01,10,own,MONTHLY_OWN_CORE_R17,0.3821369748025037,0.3828680490784754,estimated,,True,core,0.8,0.7968169649176874,False,2.575676517181483,2.60913369675173,2.584436110591941,2.618122233339441
2019-03,2019-04-09T21:59:00+00:00,2020-02,11,own,MONTHLY_OWN_CORE_R17,0.35773936657520383,0.3583800175729979,estimated,,True,core,0.7,0.6975613736425241,False,2.933415883756687,2.9768643281256506,3.2819974842344655,3.336449088972817
2019-03,2019-04-09T21:59:00+00:00,2020-03,12,own,MONTHLY_OWN_CORE_R17,0.1402938578278348,0.14039231569862076,estimated,,True,core,-0.3,-0.3004509020298722,False,3.073709741584522,3.1214359325897325,2.9815465822045932,3.026439741705899
2019-03,2019-04-09T21:59:00+00:00,2019-04,1,ar,MONTHLY_AR_CORE_R17,0.500659051219152,0.5019144428498751,estimated,,True,core,0.4,0.39920212695374535,False,0.500659051219152,0.5019144428498751,0.39920212695374535,0.4
2019-03,2019-04-09T21:59:00+00:00,2019-05,2,ar,MONTHLY_AR_CORE_R17,0.1986353013697767,0.19883271197193714,estimated,,True,core,0.1,0.09995003330835331,False,0.6992943525889287,0.7017451249203093,0.49915216026209863,0.5004000000000001
2019-03,2019-04-09T21:59:00+00:00,2019-06,3,ar,MONTHLY_AR_CORE_R17,0.28773436529217694,0.2881487179333657,estimated,,True,core,0.3,0.2995508979798479,False,0.9870287178811057,0.9919159124342929,0.7987030582419465,0.8019012000000001
2019-03,2019-04-09T21:59:00+00:00,2019-07,4,ar,MONTHLY_AR_CORE_R17,0.5425143340974097,0.5439886079541706,estimated,,True,core,1.0,0.9950330853168083,False,1.5295430519785154,1.5413004299525905,1.7937361435587549,1.8099202120000002
2019-03,2019-04-09T21:59:00+00:00,2019-08,5,ar,MONTHLY_AR_CORE_R17,0.21766140738253636,0.21789846178463654,estimated,,True,core,0.2,0.19980026626730563,False,1.7472044593610516,1.7625573616655736,1.9935364098260606,2.013540052424
2019-03,2019-04-09T21:59:00+00:00,2019-09,6,ar,MONTHLY_AR_CORE_R17,-0.30889405100957484,-0.3084174641782427,estimated,,True,core,-0.9,-0.9040744652149064,False,1.4383104083514768,1.4487038627677953,1.0894619446111542,1.0954181919521842
2019-03,2019-04-09T21:59:00+00:00,2019-10,7,ar,MONTHLY_AR_CORE_R17,0.4565528987738084,0.45759668940161813,estimated,,True,core,0.6,0.5982071677547464,False,1.8948633071252852,1.912929773084672,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-11,8,ar,MONTHLY_AR_CORE_R17,0.05292657971693185,0.05294058830244724,estimated,,True,core,0.0,0.0,False,1.947789886842217,1.966883077662803,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-12,9,ar,MONTHLY_AR_CORE_R17,0.24316985561349957,0.243465753302946,estimated,,True,core,0.1,0.09995003330835331,False,2.190959742455717,2.215137517667369,1.7876191456742538,1.8036926918050014
2019-03,2019-04-09T21:59:00+00:00,2020-01,10,ar,MONTHLY_AR_CORE_R17,0.3821369748025037,0.3828680490784754,estimated,,True,core,0.8,0.7968169649176874,False,2.5730967172582204,2.6064866205441435,2.584436110591941,2.618122233339441
2019-03,2019-04-09T21:59:00+00:00,2020-02,11,ar,MONTHLY_AR_CORE_R17,0.35773936657520383,0.3583800175729979,estimated,,True,core,0.7,0.6975613736425241,False,2.930836083833424,2.9742077653258843,3.2819974842344655,3.336449088972817
2019-03,2019-04-09T21:59:00+00:00,2020-03,12,ar,MONTHLY_AR_CORE_R17,0.1402938578278348,0.14039231569862076,estimated,,True,core,-0.3,-0.3004509020298722,False,3.071129941661259,3.1187756401799347,2.9815465822045932,3.026439741705899
2019-03,2019-04-09T21:59:00+00:00,2019-04,1,domestic,MONTHLY_DOMESTIC_CORE_R17,0.4983949535324089,0.4996390070889833,estimated,,True,core,0.4,0.39920212695374535,False,0.4983949535324089,0.4996390070889833,0.39920212695374535,0.4
2019-03,2019-04-09T21:59:00+00:00,2019-05,2,domestic,MONTHLY_DOMESTIC_CORE_R17,0.19443242825382898,0.19462157066447505,estimated,,True,core,0.1,0.09995003330835331,False,0.6928273817862379,0.6952329830367074,0.49915216026209863,0.5004000000000001
2019-03,2019-04-09T21:59:00+00:00,2019-06,3,domestic,MONTHLY_DOMESTIC_CORE_R17,0.28285216503997057,0.28325256920459096,estimated,,True,core,0.3,0.2995508979798479,False,0.9756795468262085,0.9804548175277077,0.7987030582419465,0.8019012000000001
2019-03,2019-04-09T21:59:00+00:00,2019-07,4,domestic,MONTHLY_DOMESTIC_CORE_R17,0.5396457975822108,0.5411045082930377,estimated,,True,core,1.0,0.9950330853168083,False,1.5153253444084192,1.5268646110401636,1.7937361435587549,1.8099202120000002
2019-03,2019-04-09T21:59:00+00:00,2019-08,5,domestic,MONTHLY_DOMESTIC_CORE_R17,0.2053089277688628,0.20551983085756323,estimated,,True,core,0.2,0.19980026626730563,False,1.720634272177282,1.7355224514637608,1.9935364098260606,2.013540052424
2019-03,2019-04-09T21:59:00+00:00,2019-09,6,domestic,MONTHLY_DOMESTIC_CORE_R17,-0.340964132673764,-0.3403835100673195,estimated,,True,core,-0.9,-0.9040744652149064,False,1.379670139503518,1.3892315091581426,1.0894619446111542,1.0954181919521842
2019-03,2019-04-09T21:59:00+00:00,2019-10,7,domestic,MONTHLY_DOMESTIC_CORE_R17,0.4565528987738084,0.45759668940161813,estimated,,True,core,0.6,0.5982071677547464,False,1.8362230382773264,1.8531852759537928,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-11,8,domestic,MONTHLY_DOMESTIC_CORE_R17,0.05292657971693185,0.05294058830244724,estimated,,True,core,0.0,0.0,False,1.8891496179942582,1.9071069514436638,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-12,9,domestic,MONTHLY_DOMESTIC_CORE_R17,0.24316985561349957,0.243465753302946,estimated,,True,core,0.1,0.09995003330835331,False,2.1323194736077578,2.155215857052235,1.7876191456742538,1.8036926918050014
2019-03,2019-04-09T21:59:00+00:00,2020-01,10,domestic,MONTHLY_DOMESTIC_CORE_R17,0.3821369748025037,0.3828680490784754,estimated,,True,core,0.8,0.7968169649176874,False,2.5144564484102614,2.546335539036036,2.584436110591941,2.618122233339441
2019-03,2019-04-09T21:59:00+00:00,2020-02,11,domestic,MONTHLY_DOMESTIC_CORE_R17,0.35773936657520383,0.3583800175729979,estimated,,True,core,0.7,0.6975613736425241,False,2.8721958149854654,2.9138411143612997,3.2819974842344655,3.336449088972817
2019-03,2019-04-09T21:59:00+00:00,2020-03,12,domestic,MONTHLY_DOMESTIC_CORE_R17,0.1402938578278348,0.14039231569862076,estimated,,True,core,-0.3,-0.3004509020298722,False,3.0124896728133,3.0583242390761503,2.9815465822045932,3.026439741705899
2019-03,2019-04-09T21:59:00+00:00,2019-04,1,imported,MONTHLY_IMPORTED_CORE_R17,0.498138505248348,0.4993812778197335,estimated,,True,core,0.4,0.39920212695374535,False,0.498138505248348,0.4993812778197335,0.39920212695374535,0.4
2019-03,2019-04-09T21:59:00+00:00,2019-05,2,imported,MONTHLY_IMPORTED_CORE_R17,0.19733729884826526,0.19753213703757674,estimated,,True,core,0.1,0.09995003330835331,False,0.6954758040966132,0.697899853367353,0.49915216026209863,0.5004000000000001
2019-03,2019-04-09T21:59:00+00:00,2019-06,3,imported,MONTHLY_IMPORTED_CORE_R17,0.28729963803043185,0.2877127389582498,estimated,,True,core,0.3,0.2995508979798479,False,0.9827754421270452,0.9876205391089117,0.7987030582419465,0.8019012000000001
2019-03,2019-04-09T21:59:00+00:00,2019-07,4,imported,MONTHLY_IMPORTED_CORE_R17,0.5401952365341093,0.5416569218014613,estimated,,True,core,1.0,0.9950330853168083,False,1.5229706786611543,1.5346269759215891,1.7937361435587549,1.8099202120000002
2019-03,2019-04-09T21:59:00+00:00,2019-08,5,imported,MONTHLY_IMPORTED_CORE_R17,0.2172191440462703,0.21745523574347758,estimated,,True,core,0.2,0.19980026626730563,False,1.7401898227074246,1.7554193383733403,1.9935364098260606,2.013540052424
2019-03,2019-04-09T21:59:00+00:00,2019-09,6,imported,MONTHLY_IMPORTED_CORE_R17,-0.32934632899370364,-0.328804578879495,estimated,,True,core,-0.9,-0.9040744652149064,False,1.410843493713721,1.4208428603307375,1.0894619446111542,1.0954181919521842
2019-03,2019-04-09T21:59:00+00:00,2019-10,7,imported,MONTHLY_IMPORTED_CORE_R17,0.4565528987738084,0.45759668940161813,estimated,,True,core,0.6,0.5982071677547464,False,1.8673963924875294,1.884941279622828,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-11,8,imported,MONTHLY_IMPORTED_CORE_R17,0.05292657971693185,0.05294058830244724,estimated,,True,core,0.0,0.0,False,1.9203229722044612,1.9388797669278635,1.6876691123659004,1.7019907011038968
2019-03,2019-04-09T21:59:00+00:00,2019-12,9,imported,MONTHLY_IMPORTED_CORE_R17,0.24316985561349957,0.243465753302946,estimated,,True,core,0.1,0.09995003330835331,False,2.163492827817961,2.187066028460999,1.7876191456742538,1.8036926918050014
2019-03,2019-04-09T21:59:00+00:00,2020-01,10,imported,MONTHLY_IMPORTED_CORE_R17,0.3821369748025037,0.3828680490784754,estimated,,True,core,0.8,0.7968169649176874,False,2.5456298026204647,2.5783076545747017,2.584436110591941,2.618122233339441
2019-03,2019-04-09T21:59:00+00:00,2020-02,11,imported,MONTHLY_IMPORTED_CORE_R17,0.35773936657520383,0.3583800175729979,estimated,,True,core,0.7,0.6975613736425241,False,2.9033691691956682,2.9459278115732497,3.2819974842344655,3.336449088972817
