dataset,freq,indic_bt,nace_r2,s_adj,unit,geo,time,value,status
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1991-09,45.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1991-10,44.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1991-11,45.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1991-12,45.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-01,45.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-02,46.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-03,46.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-04,47.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-05,47.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-06,47.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-07,48.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-08,48.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-09,48.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-10,48.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-11,49.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1992-12,49.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-01,50.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-02,51.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-03,51.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-04,51.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-05,51.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-06,51.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-07,52.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-08,52.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-09,52.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-10,53.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-11,53.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1993-12,53.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-01,53.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-02,54.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-03,54.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-04,54.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-05,54.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-06,55.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-07,55.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-08,55.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-09,55.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-10,55.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-11,55.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1994-12,56.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-01,57.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-02,58.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-03,58.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-04,58.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-05,58.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-06,59.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-07,59.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-08,59.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-09,59.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-10,60.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-11,60.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1995-12,60.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-01,61.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-02,61.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-03,61.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-04,61.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-05,61.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-06,61.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-07,62.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-08,62.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-09,62.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-10,62.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-11,62.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1996-12,62.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-01,63.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-02,64.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-03,64.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-04,64.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-05,64.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-06,64.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-07,65.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-08,65.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-09,65.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-10,66.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-11,66.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1997-12,66.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-01,67.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-02,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-03,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-04,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-05,68.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-06,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-07,68.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-08,68.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-09,68.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-10,68.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-11,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1998-12,67.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-01,68.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-02,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-03,68.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-04,68.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-05,68.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-06,68.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-07,68.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-08,69.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-09,69.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-10,69.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-11,69.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,1999-12,70.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-01,71.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-02,71.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-03,71.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-04,71.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-05,71.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-06,72.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-07,72.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-08,72.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-09,72.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-10,73.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-11,73.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2000-12,73.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-01,73.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-02,74.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-03,74.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-04,74.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-05,74.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-06,74.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-07,74.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-08,74.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-09,74.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-10,74.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-11,74.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2001-12,74.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-01,74.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-02,74.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-03,74.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-04,74.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-05,73.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-06,73.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-07,73.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-08,73.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-09,73.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-10,74.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-11,73.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2002-12,73.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-01,73.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-02,73.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-03,74.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-04,73.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-05,73.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-06,73.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-07,73.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-08,73.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-09,73.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-10,73.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-11,74.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2003-12,74.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-01,74.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-02,75.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-03,75.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-04,76.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-05,76.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-06,77.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-07,78.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-08,78.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-09,79.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-10,79.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-11,79.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2004-12,79.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-01,80.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-02,80.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-03,80.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-04,80.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-05,79.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-06,79.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-07,79.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-08,79.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-09,79.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-10,80.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-11,80.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2005-12,79.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-01,80.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-02,80.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-03,80.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-04,80.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-05,80.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-06,81.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-07,81.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-08,81.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-09,81.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-10,81.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-11,81.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2006-12,81.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-01,82.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-02,83.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-03,83.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-04,83.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-05,84.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-06,84.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-07,85.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-08,85.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-09,85.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-10,85.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-11,86.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2007-12,85.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-01,87.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-02,87.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-03,87.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-04,88.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-05,88.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-06,89.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-07,89.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-08,89.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-09,89.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-10,88.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-11,87.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2008-12,85.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-01,86.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-02,87.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-03,86.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-04,85.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-05,85.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-06,85.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-07,85.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-08,85.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-09,84.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-10,84.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-11,85.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2009-12,85.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-01,85.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-02,85.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-03,85.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-04,86.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-05,86.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-06,87.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-07,87.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-08,86.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-09,87.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-10,87.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-11,87.3,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2010-12,88.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-01,89.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-02,90.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-03,90.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-04,91.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-05,92.0,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-06,91.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-07,91.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-08,91.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-09,91.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-10,91.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-11,92.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2011-12,92.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-01,93.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-02,93.2,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-03,93.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-04,93.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-05,93.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-06,93.1,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-07,92.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-08,93.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-09,93.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-10,93.5,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-11,93.6,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2012-12,93.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-01,94.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-02,94.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-03,94.4,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-04,93.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-05,93.7,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-06,93.8,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-07,93.9,
sts_inppd_m,M,PRC_PRR_DOM,B-E36,NSA,I21,CZ,2013-08,93.9,
