origin,model,feature,band,monthly_log_core_correction,coefficient
2019-02,GAP_IMPORTED_R23,import_gap,2,-6.9087075357970675e-18,9.232054326797127e-18
2019-02,GAP_IMPORTED_R23,import_gap,3,-5e-324,5e-324
2019-02,GAP_IMPORTED_R23,import_gap,4,-1.1483068713957384e-19,1.5344739034950072e-19
2019-02,GAP_IMPORTED_R23,ppi_gap,1,-1.7287115035425195e-05,4.481521875446046e-05
2019-02,GAP_IMPORTED_R23,ppi_gap,2,-3.116826372488778e-16,8.080079030915087e-16
2019-02,GAP_IMPORTED_R23,ppi_gap,3,-2.6699189293233246e-22,6.921513545152195e-22
2019-02,GAP_IMPORTED_R23,ppi_gap,4,-2.0448217962118467e-17,5.3010080585067795e-17
2019-02,GAP_IMPORTED_R23,fx_news,1,-1.5204803949334807e-35,5.426004554344347e-35
2019-02,GAP_IMPORTED_R23,fx_news,2,-0.002215525917251964,0.00790635233268037
2019-02,GAP_IMPORTED_R23,fx_news,3,-2.9328971817170927e-18,1.046637202192723e-17
2019-02,GAP_IMPORTED_R23,fx_news,4,-0.0009393661209494759,0.003352233193833208
2019-02,GAP_JOINT_R23,intercept,1,0.026876723632499308,0.026876723632499308
2019-02,GAP_JOINT_R23,intercept,2,0.03503753192509993,0.03503753192509993
2019-02,GAP_JOINT_R23,intercept,3,0.04317030614357473,0.04317030614357473
2019-02,GAP_JOINT_R23,intercept,4,0.04817010322364217,0.04817010322364217
2019-02,GAP_JOINT_R23,ulc_gap,1,-3.230525193241709e-30,1.140469900002686e-29
2019-02,GAP_JOINT_R23,ulc_gap,2,-0.005141855514258323,0.018152254179729883
2019-02,GAP_JOINT_R23,ulc_gap,3,-0.00674559125000948,0.023813910488769564
2019-02,GAP_JOINT_R23,ulc_gap,4,-4.830598461234137e-19,1.7053425726448524e-18
2019-02,GAP_JOINT_R23,tightening,1,-1.66885300172382e-21,2.6357547762261488e-20
2019-02,GAP_JOINT_R23,tightening,2,-0.00043147614101699444,0.006814652329105362
2019-02,GAP_JOINT_R23,tightening,3,-0.001074978106334738,0.016978000310294703
2019-02,GAP_JOINT_R23,tightening,4,-0.0004171777282384802,0.006588825909795251
2019-02,GAP_JOINT_R23,import_gap,1,-9.680030883677238e-24,1.293535303674885e-23
2019-02,GAP_JOINT_R23,import_gap,2,-2.6200410111660505e-15,3.5011412522806715e-15
2019-02,GAP_JOINT_R23,import_gap,3,-1.3209014175688385e-21,1.765110707632805e-21
2019-02,GAP_JOINT_R23,import_gap,4,-1.6214048390922048e-34,2.1666711874356403e-34
2019-02,GAP_JOINT_R23,ppi_gap,1,-1.7287403597455294e-05,4.4815966824365505e-05
2019-02,GAP_JOINT_R23,ppi_gap,2,-7.951521872115008e-14,2.0613572096875116e-13
2019-02,GAP_JOINT_R23,ppi_gap,3,-1.88388450014614e-17,4.88379326505188e-17
2019-02,GAP_JOINT_R23,ppi_gap,4,-8.98070928611245e-18,2.328164360580624e-17
2019-02,GAP_JOINT_R23,fx_news,1,-4.327455862600818e-31,1.5443010838836525e-30
2019-02,GAP_JOINT_R23,fx_news,2,-0.0030607716536272997,0.01092270639445922
2019-02,GAP_JOINT_R23,fx_news,3,-2.661969335136377e-11,9.499535662613314e-11
2019-02,GAP_JOINT_R23,fx_news,4,-0.0009614211107592297,0.003430938894710711
2019-02,GAP_FREE_R23,intercept,1,0.014782197997874618,0.014782197997874618
2019-02,GAP_FREE_R23,intercept,2,0.019270642558804958,0.019270642558804958
2019-02,GAP_FREE_R23,intercept,3,0.0237436683789661,0.0237436683789661
2019-02,GAP_FREE_R23,intercept,4,0.026493556773003198,0.026493556773003198
2019-02,GAP_FREE_R23,ulc_gap,1,0.0028672923151056733,-0.010122380678931205
2019-02,GAP_FREE_R23,ulc_gap,2,-0.00307161915837743,0.010843714210090482
2019-02,GAP_FREE_R23,ulc_gap,3,-0.003948494467651371,0.013939340575656647
2019-02,GAP_FREE_R23,ulc_gap,4,0.002425256945696674,-0.008561866510516197
2019-02,GAP_FREE_R23,tightening,1,0.0001895631945777609,-0.002993925138936271
2019-02,GAP_FREE_R23,tightening,2,0.00016879983457989187,-0.002665992569510704
2019-02,GAP_FREE_R23,tightening,3,-6.245788431542574e-05,0.000986447977906489
2019-02,GAP_FREE_R23,tightening,4,0.00019350717772358876,-0.0030562156606492885
2019-02,GAP_FREE_R23,import_gap,1,0.0029152376744824814,-0.0038956103506910026
2019-02,GAP_FREE_R23,import_gap,2,0.00948866176005484,-0.012679627904862845
2019-02,GAP_FREE_R23,import_gap,3,0.008758743255681418,-0.011704243254174707
2019-02,GAP_FREE_R23,import_gap,4,0.005317542499475735,-0.007105792362152551
2019-02,GAP_FREE_R23,ppi_gap,1,-0.001248940840595615,0.00323776158531796
2019-02,GAP_FREE_R23,ppi_gap,2,0.0008500557914415898,-0.0022036896364075052
2019-02,GAP_FREE_R23,ppi_gap,3,0.0030269726995991912,-0.007847141840517111
2019-02,GAP_FREE_R23,ppi_gap,4,0.0031992615000561715,-0.008293784340760833
2019-02,GAP_FREE_R23,fx_news,1,0.001960651183264139,-0.006996803303298938
2019-02,GAP_FREE_R23,fx_news,2,-0.001491150358495303,0.005321337034905795
2019-02,GAP_FREE_R23,fx_news,3,0.0006788964303560701,-0.0024227179352755246
2019-02,GAP_FREE_R23,fx_news,4,-0.00043850557741878044,0.0015648562573434522
2019-02,GAP_ENET_R23,intercept,1,0.0,0.0
2019-02,GAP_ENET_R23,intercept,2,0.0,0.0
2019-02,GAP_ENET_R23,intercept,3,0.0,0.0
2019-02,GAP_ENET_R23,intercept,4,0.0028448700438155894,0.0028448700438155894
2019-02,GAP_ENET_R23,ulc_gap,1,-0.0,0.0
2019-02,GAP_ENET_R23,ulc_gap,2,-0.0,0.0
2019-02,GAP_ENET_R23,ulc_gap,3,-0.0,0.0
2019-02,GAP_ENET_R23,ulc_gap,4,-0.0,0.0
2019-02,GAP_ENET_R23,tightening,1,-0.0,0.0
2019-02,GAP_ENET_R23,tightening,2,-0.0,0.0
2019-02,GAP_ENET_R23,tightening,3,-0.0,0.0
2019-02,GAP_ENET_R23,tightening,4,-0.0,0.0
2019-02,GAP_ENET_R23,import_gap,1,-0.0,0.0
2019-02,GAP_ENET_R23,import_gap,2,-0.0,0.0
2019-02,GAP_ENET_R23,import_gap,3,-0.0,0.0
2019-02,GAP_ENET_R23,import_gap,4,-0.0,0.0
2019-02,GAP_ENET_R23,ppi_gap,1,-0.0,0.0
2019-02,GAP_ENET_R23,ppi_gap,2,-0.0,0.0
2019-02,GAP_ENET_R23,ppi_gap,3,-0.0,0.0
2019-02,GAP_ENET_R23,ppi_gap,4,-0.0,0.0
2019-02,GAP_ENET_R23,fx_news,1,-0.0,0.0
2019-02,GAP_ENET_R23,fx_news,2,-0.0,0.0
2019-02,GAP_ENET_R23,fx_news,3,-0.0,0.0
2019-02,GAP_ENET_R23,fx_news,4,-0.0,0.0
2019-03,GAP_CALIBRATION_R23,intercept,1,0.014782197997874618,0.014782197997874618
2019-03,GAP_CALIBRATION_R23,intercept,2,0.019270642558804958,0.019270642558804958
2019-03,GAP_CALIBRATION_R23,intercept,3,0.023743668378966104,0.023743668378966104
2019-03,GAP_CALIBRATION_R23,intercept,4,0.026493556773003194,0.026493556773003194
2019-03,GAP_DOMESTIC_R23,intercept,1,0.026876723632499305,0.026876723632499305
2019-03,GAP_DOMESTIC_R23,intercept,2,0.03503753192509993,0.03503753192509993
2019-03,GAP_DOMESTIC_R23,intercept,3,0.04317030614357474,0.04317030614357474
2019-03,GAP_DOMESTIC_R23,intercept,4,0.048170103223642166,0.048170103223642166
2019-03,GAP_DOMESTIC_R23,ulc_gap,1,6.682986312919337e-24,1.0360750338758613e-23
2019-03,GAP_DOMESTIC_R23,ulc_gap,2,0.010401793011149341,0.016126081278308807
2019-03,GAP_DOMESTIC_R23,ulc_gap,3,0.015360667184538683,0.02381391047114784
2019-03,GAP_DOMESTIC_R23,ulc_gap,4,1.0522929188970138e-22,1.6313880809330815e-22
2019-03,GAP_DOMESTIC_R23,tightening,1,-4.724547575426262e-13,7.461860825713511e-12
2019-03,GAP_DOMESTIC_R23,tightening,2,-0.00038119302392669666,0.006020490315450491
2019-03,GAP_DOMESTIC_R23,tightening,3,-0.001074978105897427,0.016978000303387808
2019-03,GAP_DOMESTIC_R23,tightening,4,-0.0004145828024454732,0.006547842144024321
2019-03,GAP_IMPORTED_R23,intercept,1,0.02687672363249931,0.02687672363249931
2019-03,GAP_IMPORTED_R23,intercept,2,0.03503753192509993,0.03503753192509993
2019-03,GAP_IMPORTED_R23,intercept,3,0.043170306143574734,0.043170306143574734
2019-03,GAP_IMPORTED_R23,intercept,4,0.04817010322364217,0.04817010322364217
2019-03,GAP_IMPORTED_R23,import_gap,1,-8.75568283714098e-25,1.1752971084463886e-24
2019-03,GAP_IMPORTED_R23,import_gap,2,-6.8776600435563766e-18,9.232054326797127e-18
2019-03,GAP_IMPORTED_R23,import_gap,3,-5e-324,5e-324
2019-03,GAP_IMPORTED_R23,import_gap,4,-1.1431464201109124e-19,1.5344739034950072e-19
2019-03,GAP_IMPORTED_R23,ppi_gap,1,-1.413655738599605e-05,4.481521875446046e-05
2019-03,GAP_IMPORTED_R23,ppi_gap,2,-2.5487882036176764e-16,8.080079030915087e-16
2019-03,GAP_IMPORTED_R23,ppi_gap,3,-2.1833291490796155e-22,6.921513545152195e-22
2019-03,GAP_IMPORTED_R23,ppi_gap,4,-1.6721552790646597e-17,5.3010080585067795e-17
2019-03,GAP_IMPORTED_R23,fx_news,1,-3.2644491183809156e-37,5.426004554344347e-35
2019-03,GAP_IMPORTED_R23,fx_news,2,-4.7567016657519325e-05,0.00790635233268037
2019-03,GAP_IMPORTED_R23,fx_news,3,-6.296887254226715e-20,1.046637202192723e-17
2019-03,GAP_IMPORTED_R23,fx_news,4,-2.0168052910044748e-05,0.003352233193833208
2019-03,GAP_JOINT_R23,intercept,1,0.026876723632499308,0.026876723632499308
2019-03,GAP_JOINT_R23,intercept,2,0.03503753192509993,0.03503753192509993
2019-03,GAP_JOINT_R23,intercept,3,0.04317030614357473,0.04317030614357473
2019-03,GAP_JOINT_R23,intercept,4,0.04817010322364217,0.04817010322364217
2019-03,GAP_JOINT_R23,ulc_gap,1,7.356363663645276e-30,1.140469900002686e-29
2019-03,GAP_JOINT_R23,ulc_gap,2,0.01170873365975757,0.018152254179729883
2019-03,GAP_JOINT_R23,ulc_gap,3,0.015360667195905208,0.023813910488769564
2019-03,GAP_JOINT_R23,ulc_gap,4,1.0999957241696954e-18,1.7053425726448524e-18
2019-03,GAP_JOINT_R23,tightening,1,-1.6688530017238288e-21,2.6357547762261488e-20
2019-03,GAP_JOINT_R23,tightening,2,-0.0004314761410169967,0.006814652329105362
2019-03,GAP_JOINT_R23,tightening,3,-0.0010749781063347436,0.016978000310294703
2019-03,GAP_JOINT_R23,tightening,4,-0.00041717772823848234,0.006588825909795251
2019-03,GAP_JOINT_R23,import_gap,1,-9.636529160352959e-24,1.293535303674885e-23
2019-03,GAP_JOINT_R23,import_gap,2,-2.608266637660879e-15,3.5011412522806715e-15
2019-03,GAP_JOINT_R23,import_gap,3,-1.3149653323748727e-21,1.765110707632805e-21
2019-03,GAP_JOINT_R23,import_gap,4,-1.6141183019360294e-34,2.1666711874356403e-34
2019-03,GAP_JOINT_R23,ppi_gap,1,-1.4136793357914415e-05,4.4815966824365505e-05
2019-03,GAP_JOINT_R23,ppi_gap,2,-6.502365780571773e-14,2.0613572096875116e-13
2019-03,GAP_JOINT_R23,ppi_gap,3,-1.5405486277108792e-17,4.88379326505188e-17
2019-03,GAP_JOINT_R23,ppi_gap,4,-7.34398492344814e-18,2.328164360580624e-17
2019-03,GAP_JOINT_R23,fx_news,1,-9.29098429849705e-33,1.5443010838836525e-30
2019-03,GAP_JOINT_R23,fx_news,2,-6.571431870837153e-05,0.01092270639445922
2019-03,GAP_JOINT_R23,fx_news,3,-5.715209139295182e-13,9.499535662613314e-11
2019-03,GAP_JOINT_R23,fx_news,4,-2.0641570308100385e-05,0.003430938894710711
2019-03,GAP_FREE_R23,intercept,1,0.014782197997874618,0.014782197997874618
2019-03,GAP_FREE_R23,intercept,2,0.019270642558804958,0.019270642558804958
2019-03,GAP_FREE_R23,intercept,3,0.0237436683789661,0.0237436683789661
2019-03,GAP_FREE_R23,intercept,4,0.026493556773003198,0.026493556773003198
2019-03,GAP_FREE_R23,ulc_gap,1,-0.006529230926296182,-0.010122380678931205
2019-03,GAP_FREE_R23,ulc_gap,2,0.00699451210364041,0.010843714210090482
2019-03,GAP_FREE_R23,ulc_gap,3,0.008991281445103924,0.013939340575656647
2019-03,GAP_FREE_R23,ulc_gap,4,-0.0055226537491953435,-0.008561866510516197
2019-03,GAP_FREE_R23,tightening,1,0.0001895631945777619,-0.002993925138936271
2019-03,GAP_FREE_R23,tightening,2,0.00016879983457989276,-0.002665992569510704
2019-03,GAP_FREE_R23,tightening,3,-6.245788431542606e-05,0.000986447977906489
2019-03,GAP_FREE_R23,tightening,4,0.00019350717772358977,-0.0030562156606492885
2019-03,GAP_FREE_R23,import_gap,1,0.0029021366974025737,-0.0038956103506910026
2019-03,GAP_FREE_R23,import_gap,2,0.009446020042940113,-0.012679627904862845
2019-03,GAP_FREE_R23,import_gap,3,0.008719381767029605,-0.011704243254174707
2019-03,GAP_FREE_R23,import_gap,4,0.005293645647765546,-0.007105792362152551
2019-03,GAP_FREE_R23,ppi_gap,1,-0.001021322749840763,0.00323776158531796
2019-03,GAP_FREE_R23,ppi_gap,2,0.0006951340609689393,-0.0022036896364075052
2019-03,GAP_FREE_R23,ppi_gap,3,0.002475310263513548,-0.007847141840517111
2019-03,GAP_FREE_R23,ppi_gap,4,0.0026161996201027465,-0.008293784340760833
2019-03,GAP_FREE_R23,fx_news,1,4.209489348226111e-05,-0.006996803303298938
2019-03,GAP_FREE_R23,fx_news,2,-3.201477960112954e-05,0.005321337034905795
2019-03,GAP_FREE_R23,fx_news,3,1.4575806836659548e-05,-0.0024227179352755246
2019-03,GAP_FREE_R23,fx_news,4,-9.414650464286177e-06,0.0015648562573434522
2019-03,GAP_ENET_R23,intercept,1,0.0,0.0
2019-03,GAP_ENET_R23,intercept,2,0.0,0.0
2019-03,GAP_ENET_R23,intercept,3,0.0,0.0
2019-03,GAP_ENET_R23,intercept,4,0.0028448700438155894,0.0028448700438155894
2019-03,GAP_ENET_R23,ulc_gap,1,0.0,0.0
2019-03,GAP_ENET_R23,ulc_gap,2,0.0,0.0
2019-03,GAP_ENET_R23,ulc_gap,3,0.0,0.0
2019-03,GAP_ENET_R23,ulc_gap,4,0.0,0.0
2019-03,GAP_ENET_R23,tightening,1,-0.0,0.0
2019-03,GAP_ENET_R23,tightening,2,-0.0,0.0
2019-03,GAP_ENET_R23,tightening,3,-0.0,0.0
2019-03,GAP_ENET_R23,tightening,4,-0.0,0.0
2019-03,GAP_ENET_R23,import_gap,1,-0.0,0.0
2019-03,GAP_ENET_R23,import_gap,2,-0.0,0.0
2019-03,GAP_ENET_R23,import_gap,3,-0.0,0.0
2019-03,GAP_ENET_R23,import_gap,4,-0.0,0.0
2019-03,GAP_ENET_R23,ppi_gap,1,-0.0,0.0
2019-03,GAP_ENET_R23,ppi_gap,2,-0.0,0.0
2019-03,GAP_ENET_R23,ppi_gap,3,-0.0,0.0
2019-03,GAP_ENET_R23,ppi_gap,4,-0.0,0.0
2019-03,GAP_ENET_R23,fx_news,1,-0.0,0.0
2019-03,GAP_ENET_R23,fx_news,2,-0.0,0.0
2019-03,GAP_ENET_R23,fx_news,3,-0.0,0.0
2019-03,GAP_ENET_R23,fx_news,4,-0.0,0.0
2019-04,GAP_CALIBRATION_R23,intercept,1,0.015325295208798377,0.015325295208798377
2019-04,GAP_CALIBRATION_R23,intercept,2,0.020139092746512155,0.020139092746512155
2019-04,GAP_CALIBRATION_R23,intercept,3,0.024305645501259462,0.024305645501259462
2019-04,GAP_CALIBRATION_R23,intercept,4,0.02657954941004665,0.02657954941004665
2019-04,GAP_DOMESTIC_R23,intercept,1,0.027864173106906136,0.027864173106906136
2019-04,GAP_DOMESTIC_R23,intercept,2,0.03661653226638573,0.03661653226638573
2019-04,GAP_DOMESTIC_R23,intercept,3,0.044192082729562654,0.044192082729562654
2019-04,GAP_DOMESTIC_R23,intercept,4,0.048326453472812086,0.048326453472812086
2019-04,GAP_DOMESTIC_R23,ulc_gap,1,3.0754072938401236e-26,4.8258471698921117e-26
2019-04,GAP_DOMESTIC_R23,ulc_gap,2,0.01070919554514891,0.01680458426332416
2019-04,GAP_DOMESTIC_R23,ulc_gap,3,0.015131520737068707,0.023743979105273892
2019-04,GAP_DOMESTIC_R23,ulc_gap,4,1.301666230604467e-20,2.042539961353572e-20
2019-04,GAP_DOMESTIC_R23,tightening,1,-2.4396965355969214e-14,2.4885421458357234e-14
2019-04,GAP_DOMESTIC_R23,tightening,2,-0.0067138637833377,0.006848283277226551
2019-04,GAP_DOMESTIC_R23,tightening,3,-0.016673341700913894,0.017007161722469133
2019-04,GAP_DOMESTIC_R23,tightening,4,-0.006356701654684786,0.006483970340317899
2019-04,GAP_IMPORTED_R23,intercept,1,0.027864173106906132,0.027864173106906132
2019-04,GAP_IMPORTED_R23,intercept,2,0.03661653226638574,0.03661653226638574
2019-04,GAP_IMPORTED_R23,intercept,3,0.04419208272956267,0.04419208272956267
2019-04,GAP_IMPORTED_R23,intercept,4,0.048326453472812086,0.048326453472812086
2019-04,GAP_IMPORTED_R23,import_gap,1,-2.3426523701986947e-22,4.660376996477866e-22
2019-04,GAP_IMPORTED_R23,import_gap,2,-9.97919643815366e-19,1.985220603591332e-18
2019-04,GAP_IMPORTED_R23,import_gap,3,-6.620113782461092e-39,1.3169784120906927e-38
2019-04,GAP_IMPORTED_R23,import_gap,4,-9.258023189337653e-20,1.841753341354201e-19
2019-04,GAP_IMPORTED_R23,ppi_gap,1,-7.126614924416656e-14,2.892926290675841e-13
2019-04,GAP_IMPORTED_R23,ppi_gap,2,-5.159355787759062e-17,2.0943514080186507e-16
2019-04,GAP_IMPORTED_R23,ppi_gap,3,-1.7510410559333458e-23,7.108048856978204e-23
2019-04,GAP_IMPORTED_R23,ppi_gap,4,-2.1345053547544205e-17,8.66465597460757e-17
2019-04,GAP_IMPORTED_R23,fx_news,1,-1.5913432751472987e-30,9.873521647334185e-30
2019-04,GAP_IMPORTED_R23,fx_news,2,-0.0012241925905246,0.00759552777318391
2019-04,GAP_IMPORTED_R23,fx_news,3,-9.472442606605338e-19,5.877196239811389e-18
2019-04,GAP_IMPORTED_R23,fx_news,4,-0.0005280400236016549,0.0032762350431318524
2019-04,GAP_JOINT_R23,intercept,1,0.027864173106906136,0.027864173106906136
2019-04,GAP_JOINT_R23,intercept,2,0.03661653226638574,0.03661653226638574
2019-04,GAP_JOINT_R23,intercept,3,0.04419208272956266,0.04419208272956266
2019-04,GAP_JOINT_R23,intercept,4,0.048326453472812086,0.048326453472812086
2019-04,GAP_JOINT_R23,ulc_gap,1,1.8364455152252108e-26,2.881701363608511e-26
2019-04,GAP_JOINT_R23,ulc_gap,2,0.011981518695061671,0.018801079844411216
2019-04,GAP_JOINT_R23,ulc_gap,3,0.015131520752634102,0.023743979129698695
2019-04,GAP_JOINT_R23,ulc_gap,4,1.5414425505779735e-18,2.4187905729291343e-18
2019-04,GAP_JOINT_R23,tightening,1,-7.314796015298706e-18,7.461246883235115e-18
2019-04,GAP_JOINT_R23,tightening,2,-0.007477106407239446,0.007626806921198125
2019-04,GAP_JOINT_R23,tightening,3,-0.01667334171025132,0.017007161731993504
2019-04,GAP_JOINT_R23,tightening,4,-0.006401931402122911,0.006530105640796055
2019-04,GAP_JOINT_R23,import_gap,1,-6.963144278615007e-22,1.3852194987197988e-21
2019-04,GAP_JOINT_R23,import_gap,2,-1.1761377003615478e-15,2.3397603302919573e-15
2019-04,GAP_JOINT_R23,import_gap,3,-9.679969267271141e-22,1.9256935716833172e-21
2019-04,GAP_JOINT_R23,import_gap,4,-2.9043472357270014e-34,5.7777898331617076e-34
2019-04,GAP_JOINT_R23,ppi_gap,1,-7.618750171806072e-14,3.0927000978536767e-13
2019-04,GAP_JOINT_R23,ppi_gap,2,-3.955244027891091e-14,1.6055630275633762e-13
2019-04,GAP_JOINT_R23,ppi_gap,3,-1.6716286534503915e-17,6.785687919302769e-17
2019-04,GAP_JOINT_R23,ppi_gap,4,-8.037932512350318e-18,3.26285993199776e-17
2019-04,GAP_JOINT_R23,fx_news,1,-1.8505729703653855e-27,1.1481917552441905e-26
2019-04,GAP_JOINT_R23,fx_news,2,-0.0017340442724852688,0.01075891288146763
2019-04,GAP_JOINT_R23,fx_news,3,-2.1214022840775748e-11,1.3162283525913244e-10
2019-04,GAP_JOINT_R23,fx_news,4,-0.0005424665975445395,0.0033657450139511613
2019-04,GAP_FREE_R23,intercept,1,0.015325295208798377,0.015325295208798377
2019-04,GAP_FREE_R23,intercept,2,0.020139092746512155,0.020139092746512155
2019-04,GAP_FREE_R23,intercept,3,0.02430564550125946,0.02430564550125946
2019-04,GAP_FREE_R23,intercept,4,0.026579549410046654,0.026579549410046654
2019-04,GAP_FREE_R23,ulc_gap,1,-0.006055038386329029,-0.009501404876935007
2019-04,GAP_FREE_R23,ulc_gap,2,0.007015752949731139,0.011008932568032832
2019-04,GAP_FREE_R23,ulc_gap,3,0.00875610532629084,0.013739847139204505
2019-04,GAP_FREE_R23,ulc_gap,4,-0.0053853686433422455,-0.008450576962067238
2019-04,GAP_FREE_R23,tightening,1,0.0027177034984196043,-0.002772115136871988
2019-04,GAP_FREE_R23,tightening,2,0.0023602339310655495,-0.0024074886059757697
2019-04,GAP_FREE_R23,tightening,3,-0.0010593642476030664,0.0010805739728227159
2019-04,GAP_FREE_R23,tightening,4,0.0028845179736600272,-0.0029422694352096265
2019-04,GAP_FREE_R23,import_gap,1,0.002301526547128527,-0.004578562962848466
2019-04,GAP_FREE_R23,import_gap,2,0.006551550869731481,-0.013033387861111244
2019-04,GAP_FREE_R23,import_gap,3,0.0058079110308609395,-0.011554021121588197
2019-04,GAP_FREE_R23,import_gap,4,0.0034693210596143764,-0.006901725695755584
2019-04,GAP_FREE_R23,ppi_gap,1,-0.0007894611474657827,0.0032046812311215525
2019-04,GAP_FREE_R23,ppi_gap,2,0.0005547170218539759,-0.0022517779807474697
2019-04,GAP_FREE_R23,ppi_gap,3,0.001930448190089711,-0.007836321144228577
2019-04,GAP_FREE_R23,ppi_gap,4,0.0020298187288996664,-0.008239698690638488
2019-04,GAP_FREE_R23,fx_news,1,0.001111943280845695,-0.006899074653155235
2019-04,GAP_FREE_R23,fx_news,2,-0.0008390653209136593,0.005205997812635104
2019-04,GAP_FREE_R23,fx_news,3,0.00038431983750011477,-0.002384520231630163
2019-04,GAP_FREE_R23,fx_news,4,-0.0002493896121985155,0.0015473429103060109
2019-04,GAP_ENET_R23,intercept,1,0.0,0.0
2019-04,GAP_ENET_R23,intercept,2,0.0,0.0
2019-04,GAP_ENET_R23,intercept,3,0.0,0.0
2019-04,GAP_ENET_R23,intercept,4,0.003008665542946,0.003008665542946
2019-04,GAP_ENET_R23,ulc_gap,1,0.0,0.0
2019-04,GAP_ENET_R23,ulc_gap,2,0.0,0.0
2019-04,GAP_ENET_R23,ulc_gap,3,0.0,0.0
2019-04,GAP_ENET_R23,ulc_gap,4,0.0,0.0
2019-04,GAP_ENET_R23,tightening,1,-0.0,0.0
2019-04,GAP_ENET_R23,tightening,2,-0.0,0.0
2019-04,GAP_ENET_R23,tightening,3,-0.0,0.0
2019-04,GAP_ENET_R23,tightening,4,-0.0,0.0
2019-04,GAP_ENET_R23,import_gap,1,-0.0,0.0
2019-04,GAP_ENET_R23,import_gap,2,-0.0,0.0
2019-04,GAP_ENET_R23,import_gap,3,-0.0,0.0
2019-04,GAP_ENET_R23,import_gap,4,-0.0,0.0
2019-04,GAP_ENET_R23,ppi_gap,1,-0.0,0.0
2019-04,GAP_ENET_R23,ppi_gap,2,-0.0,0.0
2019-04,GAP_ENET_R23,ppi_gap,3,-0.0,0.0
2019-04,GAP_ENET_R23,ppi_gap,4,-0.0,0.0
2019-04,GAP_ENET_R23,fx_news,1,-0.0,0.0
2019-04,GAP_ENET_R23,fx_news,2,-0.0,0.0
2019-04,GAP_ENET_R23,fx_news,3,-0.0,0.0
2019-04,GAP_ENET_R23,fx_news,4,-0.0,0.0
2019-05,GAP_CALIBRATION_R23,intercept,1,0.015325295208798377,0.015325295208798377
2019-05,GAP_CALIBRATION_R23,intercept,2,0.020139092746512155,0.020139092746512155
2019-05,GAP_CALIBRATION_R23,intercept,3,0.024305645501259462,0.024305645501259462
2019-05,GAP_CALIBRATION_R23,intercept,4,0.02657954941004665,0.02657954941004665
2019-05,GAP_DOMESTIC_R23,intercept,1,0.027864173106906136,0.027864173106906136
2019-05,GAP_DOMESTIC_R23,intercept,2,0.03661653226638573,0.03661653226638573
2019-05,GAP_DOMESTIC_R23,intercept,3,0.044192082729562654,0.044192082729562654
2019-05,GAP_DOMESTIC_R23,intercept,4,0.048326453472812086,0.048326453472812086
2019-05,GAP_DOMESTIC_R23,ulc_gap,1,3.0754072938402154e-26,4.8258471698921117e-26
2019-05,GAP_DOMESTIC_R23,ulc_gap,2,0.010709195545149229,0.01680458426332416
2019-05,GAP_DOMESTIC_R23,ulc_gap,3,0.015131520737069158,0.023743979105273892
2019-05,GAP_DOMESTIC_R23,ulc_gap,4,1.3016662306045057e-20,2.042539961353572e-20
2019-05,GAP_DOMESTIC_R23,tightening,1,-1.6949470668357568e-14,2.4885421458357234e-14
2019-05,GAP_DOMESTIC_R23,tightening,2,-0.004664368523160931,0.006848283277226551
2019-05,GAP_DOMESTIC_R23,tightening,3,-0.011583584760634922,0.017007161722469133
