sample,model,benchmark,h,n,unit,mean_total_squared_loss_difference,mean_core_effect_squared_loss_difference,mean_retained_squared_loss_difference,mean_cross_moment_difference,mean_core_cumulative_squared_loss_difference,mean_identity_residual,total_rmse_log,total_fast_rmse_log,core_cumulative_rmse_log,core_cumulative_fast_rmse_log
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,0.007152273030706449,0.002174854803206605,3.469446951953614e-18,0.004977418227499838,0.007442900875675772,1.9371078815074346e-18,0.33625848855157187,0.32544968596125756,0.19107133706653598,0.17048564447694134
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,0.027766250781576927,0.008230070661132087,1.809496039596497e-18,0.019536180120444828,0.028555225427965673,7.144518453861376e-18,0.4634897324067852,0.4325002673582254,0.30755445090310535,0.2569718172141548
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,0.05255858220912043,0.015695036242293476,1.8214596497756474e-17,0.03686354596682693,0.05497340983943346,8.751060392204428e-19,0.5561590581939362,0.5067093010810495,0.37598561172987993,0.2939247699471049
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,0.06533990367559432,0.028598482028041123,4.754427304529027e-18,0.036741421647553216,0.09993376558155759,-7.978924876772953e-18,0.5254780173395508,0.4591157185628814,0.4440301154592894,0.31181561515298145
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.1005118098537878,0.056441660353721224,-7.636119300982522e-17,0.04407014950006663,0.19514971338624174,5.471050962696084e-18,0.5711585673606957,0.47508978016342834,0.5745906949785015,0.3674299298772971
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.17100788157190458,0.10230128850321243,-5.1764148523147923e-17,0.06870659306869217,0.351422787672814,1.512678871051776e-17,0.6674542167736713,0.523915307962127,0.7117301120647672,0.3938743006936503
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.26143877532495347,0.15877307128106885,1.734723475976807e-18,0.1026657040438846,0.5474717423269806,1.0552901145525576e-17,0.7940736940683326,0.6075477399236824,0.8669066104954049,0.4517248376984056
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,0.36615314362422113,0.22171404073432793,5.4907769152657196e-17,0.1444391028898931,0.7665883057957393,-1.206764157201257e-17,0.8987716455651589,0.6645579938934469,1.0079915405388613,0.4994583466137765
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.4788167880237046,0.3119930842709944,1.7962026673484282e-17,0.16682370375271013,1.0791244184993039,-3.349199074641586e-17,0.9841248938600369,0.6997749771828973,1.1647773200747493,0.5268603105769225
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.5958701898667866,0.427910681165374,-7.038020959677331e-17,0.16795950870141288,1.4784895916650325,-6.401955685152502e-17,1.0936705798516395,0.7747548950256683,1.3237429689644933,0.5232646139554046
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.7028015524945981,0.5702545361636611,-1.2405712308122262e-16,0.1325470163309371,1.9645535367041174,-3.345847904290267e-17,1.1641038461664042,0.8076733325824355,1.4936733428283697,0.5162426932867519
origins_2024plus,DAMPED_P95_Q010_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.7952897652078346,0.7959407852559649,-1.920521490377481e-16,-0.0006510200481301278,2.7368359333974976,6.792811926982865e-17,1.223615418061288,0.837821535954684,1.7552141951728695,0.586464779452992
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,1,30,annual_log_pp_squared,-0.006179579138858889,-0.0028287826747913033,4.422641361930453e-18,-0.0033507964640675887,-0.009744120546034527,-1.8214596497756475e-18,0.31581310763396486,0.32544968596125756,0.13900084325889359,0.17048564447694134
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,2,29,annual_log_pp_squared,-0.027844563695491095,-0.007871893735663237,-2.6110579215995733e-17,-0.01997266995982784,-0.027144377240630162,4.6957169953165295e-18,0.3990136809301723,0.4325002673582254,0.19720582547611215,0.2569718172141548
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,3,28,annual_log_pp_squared,-0.04368485115152233,-0.009341230501433167,-3.6367238585656636e-17,-0.03434362065008912,-0.03300778658400408,-3.7869633024672264e-18,0.46159448074096743,0.5067093010810495,0.23104974313868973,0.2939247699471049
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,4,27,annual_log_pp_squared,-0.040014054781386886,-0.009227844531620169,9.974659986866641e-18,-0.03078621024976672,-0.03378115746564703,1.931486092464917e-18,0.41324712733438823,0.4591157185628814,0.2518885078513612,0.31181561515298145
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,5,26,annual_log_pp_squared,-0.05181769185471348,-0.016549083863689355,1.968243943896762e-18,-0.03526860799102413,-0.05841482490825946,4.4535689239019955e-18,0.4170043253504946,0.47508978016342834,0.27674885448972686,0.3674299298772971
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,6,25,annual_log_pp_squared,-0.06604123056154582,-0.022511408152249914,2.838007606698056e-17,-0.04352982240929593,-0.07798093804065824,8.257283745649601e-18,0.45655888925253074,0.523915307962127,0.2777697368437638,0.3938743006936503
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,7,24,annual_log_pp_squared,-0.09602920986583235,-0.03147747818950932,-4.784945587902693e-17,-0.06455173167632298,-0.11001773188661738,-3.614007241618348e-18,0.5225753978332142,0.6075477399236824,0.30665550232636224,0.4517248376984056
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,8,23,annual_log_pp_squared,-0.1528235945952064,-0.03621873585934273,-4.64604200522484e-17,-0.11660485873586351,-0.12680583816162452,-1.5046840585103176e-17,0.53741393046001,0.6645579938934469,0.3502182203149099,0.4994583466137765
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,9,22,annual_log_pp_squared,-0.19304867810932505,-0.038277690687811616,-1.0126078676637628e-16,-0.15477098742151332,-0.1339284144647896,6.781191769727519e-18,0.54464331500717,0.6997749771828973,0.37901632207125546,0.5268603105769225
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,10,21,annual_log_pp_squared,-0.21156671051472203,-0.02983767244139799,-8.392757388535409e-17,-0.18172903807332397,-0.10522252922514844,-2.5112187461759493e-17,0.6234408046089959,0.7747548950256683,0.41058900008737464,0.5232646139554046
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,11,20,annual_log_pp_squared,-0.20154742646032697,-0.01904201154560489,1.689024354406543e-16,-0.1825054149147223,-0.06723313388705524,2.6020852139652106e-18,0.6714080619894957,0.8076733325824355,0.44640047545326844,0.5162426932867519
origins_2024plus,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,12,19,annual_log_pp_squared,-0.2230331998313226,-0.03587258562921927,-1.679942734630171e-16,-0.18716061420210317,-0.12358085335388307,1.9675416267000103e-17,0.6920344834458347,0.837821535954684,0.46942527007497525,0.586464779452992
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,0.0005691574980051882,0.00010501453532401883,-2.0328790734103208e-19,0.00046414296268117085,0.00036602999283905736,-1.2350869748230706e-18,0.32632293145025276,0.32544968596125756,0.17155577800108365,0.17048564447694134
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,0.0016287344042920054,0.0003176145076963233,8.673617379884035e-19,0.001311119896595679,0.0011056609163329178,2.342250555386788e-18,0.4343791151393313,0.4325002673582254,0.2591142137333996,0.2569718172141548
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,0.002161694028522169,0.0004011147263025581,-4.956352788505163e-18,0.0017605793022196139,0.0014384366595622147,2.052239826490419e-18,0.5088379013306378,0.5067093010810495,0.29636161534183336,0.2939247699471049
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,0.001953601406245072,0.000231515398466136,-4.535961821636823e-17,0.001722086007778974,0.000918276825076767,7.45991328124054e-18,0.4612383813580089,0.4591157185628814,0.3132846224734132,0.31181561515298145
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.002915483718101454,0.00022052652569686939,-7.362566752847718e-17,0.0026949571924046603,0.0008821913876340756,-2.8189256484623115e-18,0.47814828550757776,0.47508978016342834,0.368628464388291,0.3674299298772971
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.0038244212793798393,-0.0003682078108790454,-2.886579864025407e-17,0.00419262909025891,-0.0010516500888173663,2.5673907444456745e-18,0.5275525293242658,0.523915307962127,0.3925370232960131,0.3938743006936503
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.0060797032126476275,-0.00018502739016203296,-2.117808243588352e-17,0.006264730602809687,-0.0004664936549968069,-5.999252021086458e-18,0.612530782490988,0.6075477399236824,0.45120819511468774,0.4517248376984056
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,0.012485384392431109,0.0009140676296399383,-5.973482578146222e-17,0.011571316762791247,0.003125719740847019,-1.7271811999942994e-17,0.6738862750049995,0.6645579938934469,0.5025777151277345,0.4994583466137765
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.018963881431916244,0.0023624691058541135,-8.598708866148674e-17,0.016601412326062215,0.007781868053473437,2.2472554120608637e-18,0.7131962563861652,0.6997749771828973,0.5341943980562551,0.5268603105769225
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.061506809258411316,-0.0008759705909187308,-8.029291517378364e-17,0.06238277984933012,-0.0029072718605006897,1.2390881971262908e-17,0.8134813806256697,0.7747548950256683,0.5204791872470963,0.5232646139554046
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.10232110434511417,-0.003657059348863913,1.0573681687164883e-17,0.1059781636939781,-0.012339029579883302,-1.4224732503009817e-17,0.8687101452785801,0.8076733325824355,0.5041502640999764,0.5162426932867519
origins_2024plus,TRANSMISSION_BOTH_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.16992298375017365,-0.0013193275429869645,-2.1834690488413337e-16,0.1712423112931608,-0.00384750687763789,3.469446951953614e-18,0.9337386732162481,0.837821535954684,0.5831753001124178,0.586464779452992
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,0.0006396987713014094,0.00011320496865905432,4.075696666735092e-18,0.0005264938026423534,0.0003911984783873234,-2.3739510068380523e-18,0.3264309986254102,0.32544968596125756,0.17162911597717145,0.17048564447694134
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,0.0017952815555728847,0.00032697273442434076,1.9111867261192755e-17,0.001468308821148524,0.0011229922921741822,8.187595716356051e-19,0.4345707799893009,0.4325002673582254,0.2591476550820384,0.2569718172141548
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,0.0024962132201703327,0.00035860441653730324,-3.96508223080413e-18,0.002137608803633041,0.0012737137923321095,-7.968885967768458e-18,0.5091665042225539,0.5067093010810495,0.29608357634423205,0.2939247699471049
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,0.002747502032302171,0.00038586913990708787,-2.047937436917064e-17,0.002361632892395094,0.0013885394430210019,9.840389578931515e-18,0.462098198507431,0.4591157185628814,0.3140342613414232,0.31181561515298145
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.0037395428368889494,0.0005697538677764132,-9.284106603160488e-17,0.003169788969112623,0.002004754012494994,5.687891397193185e-18,0.47900922961110426,0.47508978016342834,0.370147953367475,0.3674299298772971
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.006225166649028467,0.0009637269784791842,-2.997602166487923e-17,0.005261439670549309,0.0033395289439840025,3.2959746043559333e-18,0.529823004942291,0.523915307962127,0.3980910620585396,0.3938743006936503
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.009639529255495757,0.0011509064650827832,-3.758567531283082e-17,0.00848862279041301,0.004014881365408121,1.6263032587282567e-18,0.6154297567894083,0.6075477399236824,0.45614713674324325,0.4517248376984056
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,0.014190317668576974,0.0011137337541844274,-6.637202864606914e-18,0.01307658391439255,0.003857065344054307,5.091036288192804e-19,0.6751500906585585,0.6645579938934469,0.5033047837505835,0.4994583466137765
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.017706053246062118,0.0012073300631412953,-5.866519391485203e-17,0.01649872318292088,0.004155104520441081,3.2328937506840494e-18,0.7123138858237894,0.6997749771828973,0.5307889329871642,0.5268603105769225
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.027732543366228452,-0.008582203520736882,-1.8008081798235426e-16,0.03631474688696553,-0.027366170163467277,-1.8297202377564894e-17,0.7924504342433428,0.7747548950256683,0.49642691914765386,0.5232646139554046
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.03233792711122344,-0.00943643984149249,-1.3365502281315057e-17,0.041774366952715955,-0.028985499708390827,-1.8637435345025822e-17,0.8274503847820973,0.8076733325824355,0.48736128145716345,0.5162426932867519
origins_2024plus,TRANSMISSION_GOODS_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.05064124886483503,0.0020619509238451973,-1.9794107873251147e-16,0.04857929794098998,0.011816339547989645,3.432926457722524e-17,0.8675172476523455,0.837821535954684,0.5964539186616483,0.586464779452992
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,0.0003404039244390471,7.710652965226625e-05,3.816391647148976e-18,0.00026329739478677625,0.00027188180254642354,6.988586503479481e-19,0.32597224117510404,0.32544968596125756,0.17128116293178436,0.17048564447694134
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,0.001181221801752739,0.00026012524030709377,8.464254201748904e-18,0.000921096561445635,0.0009020300556459375,1.6529409845177713e-18,0.433863691805029,0.4325002673582254,0.25872097885171763,0.2569718172141548
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,0.001811082724644704,0.00034344841018219826,-1.734723475976807e-17,0.0014676343144625222,0.0012211596394536457,6.834345837274698e-19,0.5084932630101312,0.5067093010810495,0.2959948141909115,0.2939247699471049
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,0.0021044190615722197,0.00044278675217826246,5.742255950571376e-19,0.0016616323093939542,0.0015960805993777674,3.042040401087222e-18,0.4614018444838329,0.4591157185628814,0.3143645311618504,0.31181561515298145
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.002561383664356601,0.0007233474906540225,-7.305854639210014e-17,0.00183803617370264,0.0025630423891349835,1.1713553471199161e-17,0.47777785934479133,0.47508978016342834,0.3709013288716696,0.3674299298772971
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.004010676268703266,0.001151476520951928,8.187894806610529e-18,0.002859199747751322,0.0040576394341924026,7.0082828429463e-18,0.5277290272343883,0.523915307962127,0.3989919851088546,0.3938743006936503
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.005748502453059533,0.0016174356562021401,-1.0191500421363742e-17,0.004131066796857406,0.00573021080040418,-2.023844055306275e-18,0.6122603684213391,0.6075477399236824,0.45802351445537715,0.4517248376984056
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,0.0076697174430575745,0.0017590739246888232,3.80130709518396e-17,0.005910643518368718,0.006214582110879506,-5.204170427930421e-18,0.6703036958653446,0.6645579938934469,0.5056413967556918,0.4994583466137765
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.009004040441438562,0.0018938354914224199,-6.76936410966404e-17,0.007110204950016206,0.006649761905962559,5.55653613398821e-18,0.7061791976069268,0.6997749771828973,0.5331337062756151,0.5268603105769225
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.006136789421666952,0.002575647898267702,-8.029291517378364e-17,0.003561141523399349,0.008842847387060922,-1.7760264158810166e-17,0.7787052952098766,0.7747548950256683,0.5316471608171716,0.5232646139554046
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.005449718099468442,0.004967540581102239,7.16359480415485e-17,0.00048217751836615656,0.016613531924181732,-2.5665775928163103e-17,0.8110400300011622,0.8076733325824355,0.5320902651770102,0.5162426932867519
origins_2024plus,TRANSMISSION_OWN_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.01243372933456544,0.007791423566491324,-5.783933273848986e-17,0.0046423057680741765,0.026064855930399727,-2.1912296538654404e-18,0.8452092376707862,0.837821535954684,0.6082810152135658,0.586464779452992
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,1,30,annual_log_pp_squared,0.0003179090379108363,8.588293911155591e-05,0.0,0.00023202609879928045,0.0003027872194881538,-3.0267310648553666e-20,0.32593773505102475,0.32544968596125756,0.17137135756072597,0.17048564447694134
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,2,29,annual_log_pp_squared,0.0010018391912692086,0.0002465367470715572,2.6798486801296883e-17,0.0007553024441976229,0.000868904821017999,1.6562122841761327e-18,0.4336569156098006,0.4325002673582254,0.25865695363427404,0.2569718172141548
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,3,28,annual_log_pp_squared,0.0014664461469320264,0.00037911874780059116,0.0,0.0010873273991314366,0.0013598813406470766,-1.2177913687381827e-18,0.5081542698324768,0.5067093010810495,0.2962290528106682,0.2939247699471049
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,4,27,annual_log_pp_squared,0.0013042900013462242,0.0002862327862616753,-1.4616651510545318e-18,0.001018057215084549,0.0011178808673992272,1.168529008123266e-18,0.46053396512402556,0.4591157185628814,0.31360302728231354,0.31181561515298145
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,5,26,annual_log_pp_squared,0.001762857090601388,0.0003968341745090003,5.104090227393298e-18,0.0013660229160923757,0.0015198126977254412,6.772093569678689e-18,0.4769414600413095,0.47508978016342834,0.369492308536133,0.3674299298772971
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,6,25,annual_log_pp_squared,0.0016752692790723406,-0.00012440892700387203,-1.1261824806041432e-16,0.0017996782060763176,-0.0001371818303762812,7.24247051220317e-18,0.5255116737010919,0.523915307962127,0.3937001180042187,0.3938743006936503
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,7,24,annual_log_pp_squared,0.002228667615581829,0.0002874425533990422,-8.023096076392733e-18,0.0019412250621828,0.0012633669503558816,-4.6439993054795776e-18,0.6093791298542774,0.6075477399236824,0.4531210610245421,0.4517248376984056
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,8,23,annual_log_pp_squared,0.0060518251110325515,0.0015430094244369503,3.680630679463834e-17,0.004508815686595568,0.005402379512923649,-3.205467292565839e-18,0.6690957721871476,0.6645579938934469,0.5048376169770741,0.4994583466137765
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,9,22,annual_log_pp_squared,0.010411756862958723,0.0030118169544909564,-5.255423621538827e-17,0.007399939908467818,0.010096541064405414,3.154042683594195e-19,0.7071752085263475,0.6997749771828973,0.536356530607782,0.5268603105769225
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,10,21,annual_log_pp_squared,0.049646648499924784,0.02626351657405323,-1.918069807645338e-16,0.023383131925871766,0.08677060215377208,-2.2468799307890073e-17,0.8061586666817886,0.7747548950256683,0.6004801898245026,0.5232646139554046
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,11,20,annual_log_pp_squared,0.12520597523040117,0.06972664970576514,-8.552999888195023e-17,0.05547932552463612,0.2321013067518105,2.688821387764051e-18,0.88178352638004,0.8076733325824355,0.7061216786955135,0.5162426932867519
origins_2024plus,TRANSMISSION_SERVICES_R16,STATE_FAST_R15,12,19,annual_log_pp_squared,0.2635234931254056,0.1364883945896258,-2.5139795216327046e-16,0.12703509853578,0.45691127140170845,2.2642706423276218e-17,0.9825825254068341,0.837821535954684,0.894903463475561,0.586464779452992
