sample,model,benchmark,h,n,unit,mean_total_squared_loss_difference,mean_core_effect_squared_loss_difference,mean_retained_squared_loss_difference,mean_cross_moment_difference,mean_core_cumulative_squared_loss_difference,mean_identity_residual,total_rmse_log,total_fast_rmse_log,core_cumulative_rmse_log,core_cumulative_fast_rmse_log
full,BLEND_DAMPED_TRANSMISSION_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,2.3083366523730007,0.3772272484481666,2.8951378331735595e-16,1.9311094039248349,1.2086587924805567,-8.18112938505422e-16,4.702919890363916,4.450743628070207,4.417475514417217,4.278484676610996
full,DAMPED_ADAPT_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,0.0058146550979683515,0.0022479843882576957,1.0589698310167509e-16,0.0035666707097105495,0.007156042381884025,-1.7006111491010203e-19,0.7691489499947113,0.7653596881074928,0.32872745519658486,0.31765657150158044
full,DAMPED_ADAPT_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,0.014154644690876565,0.012165540269709481,-1.0400776654657456e-18,0.0019891044211670585,0.03926357812304976,2.3612441993998624e-17,1.099972390661596,1.0935193713542115,0.6045382331943783,0.5711417488423787
full,DAMPED_ADAPT_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,0.04213660180132071,0.03238931867502094,-4.615603534295433e-17,0.00974728312629981,0.1039694433983372,-5.1912632592103556e-18,1.3250524312679868,1.3090558978927835,0.8824051223680485,0.8213825884343018
full,DAMPED_ADAPT_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,0.09123881686234113,0.06385146661984006,-2.2872224529339984e-16,0.027387350242501253,0.2047523992434788,4.3846017585996244e-17,1.5690155184279038,1.5396658339410023,1.18313912263492,1.09319064406253
full,DAMPED_ADAPT_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,0.21920978041312913,0.10662074977570826,-3.0544884034013575e-16,0.11258903063742123,0.34324801758459633,-6.878601685534864e-17,1.8580138013660348,1.7980560351817554,1.5207687999127948,1.4033850951195135
full,DAMPED_ADAPT_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,0.4024969238998273,0.15738342151525467,3.2569968669944793e-16,0.2451135023845722,0.5068771881753255,1.5159957265868612e-16,2.1709856121224886,2.0762181012945216,1.896519173795472,1.7578133542553755
full,DAMPED_ADAPT_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,0.6315297101434719,0.21433427926157006,-1.3660947373317355e-18,0.4171954308819016,0.6889564098381389,2.9447473105792545e-16,2.5365751731872854,2.408876065530694,2.298853931126448,2.1437754049380695
full,DAMPED_ADAPT_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,0.8420046797927463,0.27689252190041236,7.465418161469334e-17,0.5651121578923343,0.8906239289556293,-1.110552402500342e-16,2.939632303125095,2.7927465688429023,2.71400479485814,2.5446410547574967
full,DAMPED_ADAPT_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,1.0689093484000594,0.34470910953258976,-4.328003022297536e-16,0.7242002388674701,1.111330096306,-7.007282040940929e-16,3.3934052088871396,3.232072023223231,3.140647939527694,2.958435293149666
full,DAMPED_ADAPT_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,1.3111404232907853,0.4241870393099708,-1.3572671139614416e-16,0.8869533839808141,1.3735604423376624,2.383949369080205e-16,3.8512227878457863,3.6770608559462117,3.572069546326592,3.374332586076275
full,DAMPED_ADAPT_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,1.6366071528159423,0.5128613459978194,-5.657024556395946e-16,1.1237458068181239,1.6693074177013247,-9.933574430856664e-17,4.297474792531595,4.102643347846426,4.014806187350334,3.801231550995703
full,DAMPED_ADAPT_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,1.8647506511565515,0.5924614273002136,7.989764765229644e-17,1.2722892238563368,1.937161901359519,5.925613009531242e-16,4.655520324728922,4.450743628070207,4.4991769279896765,4.278484676610996
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,0.0041727674641120404,0.0011619108874422494,1.506055381416228e-17,0.0030108565766697845,0.003611524495353812,-8.137099010793642e-18,0.7680808679065705,0.7653596881074928,0.3232912338952179,0.31765657150158044
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,0.02095266402686249,0.006475523385664214,-1.0400776654657456e-18,0.014477140641198243,0.020775235143726367,3.473733332635534e-17,1.1030581487635964,1.0935193713542115,0.5890484975063235,0.5711417488423787
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,0.07136181883205986,0.017779653153426236,-8.580685765099564e-17,0.05358216567863372,0.05656269647301338,-2.1271014050667993e-17,1.336034865802514,1.3090558978927835,0.8551210750858892,0.8213825884343018
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,0.16632251720460114,0.03596864564773591,-5.596050731238434e-17,0.13035387155686523,0.11424013077074567,9.966887694184365e-17,1.5927628189438134,1.5396658339410023,1.1442490616280159,1.09319064406253
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,0.3087937725530505,0.057642427960618185,-2.598383060205504e-16,0.2511513445924327,0.18417203096141285,-9.755704035935421e-17,1.8819668642690244,1.7980560351817554,1.4675359471457654,1.4033850951195135
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,0.4996359878462612,0.07754024358009778,1.109152207664677e-16,0.4220957442661631,0.24781434568326727,1.6240010022632256e-16,2.1932436234922212,2.0762181012945216,1.8269433855710475,1.7578133542553755
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,0.7180297453220083,0.09383921329826216,6.823968473623765e-17,0.6241905320237457,0.2989794434673253,3.78690134805737e-16,2.5535688054972483,2.408876065530694,2.212408739425134,2.1437754049380695
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,0.9132898230067812,0.10637220148116512,9.432902002577207e-17,0.8069176215256161,0.33931896133660205,-9.530548818491566e-17,2.9517322407004642,2.7927465688429023,2.6104629970359556,2.5446410547574967
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,1.111235750732503,0.11144654577123383,-3.708840181641199e-16,0.9997892049612701,0.3570563984694936,-7.803253235879519e-16,3.399636056114656,3.232072023223231,3.0181775597573846,2.958435293149666
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,1.2991392870711584,0.1143940044593886,-1.5879628073900457e-16,1.18474528261177,0.37144268475360653,1.7972974299316848e-16,3.8496643782806634,3.6770608559462117,3.4289303122416777,3.374332586076275
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,1.5555104754009295,0.10952228505316061,-5.686240951780818e-16,1.4459881903477696,0.3646638109191546,-8.559490835411878e-17,4.2880290245087505,4.102643347846426,3.848899208241799,3.801231550995703
full,DAMPED_P80_Q001_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,1.7484345649177995,0.07864195262302953,1.557628876683488e-16,1.669792612294769,0.275379010728007,5.222471760601977e-16,4.643011243549314,4.450743628070207,4.31054638517243,4.278484676610996
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,-0.0023775581914111115,-0.00025819056927856113,1.7110681558498506e-17,-0.0021193676221325356,-0.0008312235616871385,-3.10997386943841e-17,0.7638048795265631,0.7653596881074928,0.31634549760736524,0.31765657150158044
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,-0.009687997329407661,-0.0009191404924696155,-1.543097045490997e-18,-0.008768856836938123,-0.0028179301152503086,7.963417680648509e-17,1.0890806297962985,1.0935193713542115,0.5686694709191626,0.5711417488423787
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,-0.026986860293178348,-0.0017983769567947278,-4.239746781167125e-17,-0.0251884833363836,-0.005494218464427045,2.1315543782752218e-17,1.2987072354902407,1.3090558978927835,0.8180312574215036,0.8213825884343018
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,-0.053065920854033305,-0.0021579531358906535,-2.834464110697123e-17,-0.0509079677181427,-0.006492819987430189,7.796834186270268e-17,1.5223353636276105,1.5396658339410023,1.0902169345035966,1.09319064406253
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,-0.08771223084629523,-0.001567686094628133,-1.3483243992851438e-16,-0.08614454475166687,-0.0041376944875885615,-6.218296118535765e-17,1.7734974696365482,1.7980560351817554,1.401910136462397,1.4033850951195135
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,-0.1272038499400983,0.00015589165328595318,6.022274585736768e-17,-0.1273597415933843,0.0019303489469103781,5.253695712352599e-18,2.045355165784889,2.0762181012945216,1.7583623452933257,1.7578133542553755
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,-0.16800373918085065,0.0037905724703551106,1.1800456445332231e-16,-0.1717943116512059,0.013837383041635894,3.561062035528639e-17,2.3737481247819416,2.408876065530694,2.147000319016982,2.1437754049380695
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,-0.2139804759397727,0.010219507602967345,4.075512535353478e-16,-0.22419998354274046,0.034258483602108404,-8.242681326516379e-18,2.754170096752202,2.7927465688429023,2.551363670894342,2.5446410547574967
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,-0.26303184857896794,0.020332446215280613,-1.0092775473542225e-16,-0.2833642947942478,0.06561210842490492,-6.972809971867032e-16,3.191121701647141,3.232072023223231,2.9695035767243074,2.958435293149666
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,-0.317660814891403,0.03662479721373457,-2.6655436023221567e-16,-0.35428561210513754,0.11588963576143337,2.7367374915688325e-16,3.6336091869435383,3.6770608559462117,3.3914613424330278,3.374332586076275
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,-0.36721383723440065,0.06209178563516875,3.878162639344531e-18,-0.42930562286956975,0.1950256527541578,3.044268510522588e-16,4.057643232517385,4.102643347846426,3.826798525796642,3.801231550995703
full,DAMPED_P80_Q010_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,-0.41051331293730364,0.09508088080074345,4.60752056105665e-16,-0.505594193738048,0.2979060408928773,5.264039168393261e-16,4.404384807197282,4.450743628070207,4.313158606970996,4.278484676610996
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,-0.004774845100658991,0.0009346731853005462,1.386990270110547e-16,-0.005709518285959675,0.003103435506713224,-2.524254436561821e-21,0.7622339582302402,0.7653596881074928,0.3225044696199603,0.31765657150158044
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,-0.019486613972262538,0.005400856127010387,8.031164557676345e-17,-0.02488747009927306,0.018175494048423165,4.808310564953156e-17,1.0845727276465362,1.0935193713542115,0.5868376192092272,0.5711417488423787
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,-0.0477838332464572,0.01642956688440921,5.0162420513662674e-17,-0.06421340013086645,0.05474871484911081,1.1771337872699763e-18,1.2906756023732007,1.3090558978927835,0.8540597587008443,0.8213825884343018
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,-0.08566522964838275,0.037522184732687154,1.859811668792725e-16,-0.12318741438107006,0.12422672971216547,2.1123328049060207e-17,1.5115904374389446,1.5396658339410023,1.1486045942699405,1.09319064406253
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,-0.13220974876662533,0.07123801652859317,-3.1602642251072603e-16,-0.20344776529521816,0.23561050821126228,-6.576347275010246e-17,1.7609076514363007,1.7980560351817554,1.4849579904545676,1.4033850951195135
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,-0.18306429655879222,0.12027256945780457,5.752428711695931e-17,-0.3033368660165969,0.3968577961051727,9.132997855929745e-17,2.031653835569494,2.0762181012945216,1.867288297104576,1.7578133542553755
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,-0.23450790228071136,0.18957080183919123,2.3329862347543086e-16,-0.42407870411990267,0.6230075524335469,-1.7633464133304245e-16,2.359698285121622,2.408876065530694,2.2844650444362093,2.1437754049380695
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,-0.2963672257326157,0.28369380007819256,2.0015195548770376e-16,-0.5800610258108082,0.9288848020558867,-2.84691590581401e-16,2.739172534188233,2.7927465688429023,2.7210444501355044,2.5446410547574967
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,-0.35564669495325785,0.40881617447880847,-1.9705791485759613e-16,-0.7644628694320661,1.33356134223915,-4.359048734505823e-18,3.1765772253085633,3.232072023223231,3.175830714315972,2.958435293149666
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,-0.41505092775402386,0.5740203459874871,2.9024681780371664e-16,-0.9890712737415116,1.8660237275596334,4.2617171290866256e-16,3.620183090753541,3.6770608559462117,3.6403494514971824,3.374332586076275
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,-0.4479488361383174,0.7879860413361168,-1.2460407454560544e-16,-1.2359348774744345,2.55496472212687,5.495421369423369e-16,4.047682497860994,4.102643347846426,4.123630200007279,3.801231550995703
full,DAMPED_P95_Q001_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,-0.4661284886408877,1.0504943975735412,1.4825442622316252e-16,-1.51662288621443,3.398982900517615,1.0328362875603829e-15,4.39806666095077,4.450743628070207,4.658799633866294,4.278484676610996
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,-0.006352906385065169,0.0006488739468687103,1.3712200566925762e-16,-0.007001780331934004,0.002406532791558329,-1.3636383417846981e-17,0.7611980989170515,0.7653596881074928,0.32142219931065275,0.31765657150158044
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,-0.02994002495342751,0.002564227778344988,4.4502717079928264e-17,-0.03250425273177259,0.009101648256957093,5.427818643510571e-17,1.0797428353888174,1.0935193713542115,0.5790548726396211,0.5711417488423787
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,-0.12090485867017667,0.007004983737737201,7.944620490574735e-17,-0.12790984240791398,0.02556100867990768,2.16866248834541e-17,1.262031095154832,1.3090558978927835,0.8367976847858396,0.8213825884343018
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,-0.30423984394232234,0.017417572762616417,3.4717982337734624e-16,-0.32165741670493914,0.062413366835384586,2.869739461124584e-17,1.4374738384620847,1.5396658339410023,1.1213737784972655,1.09319064406253
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,-0.5918005168352642,0.0478949168712114,-4.202473396375521e-17,-0.6396954337064755,0.1631486808277777,-9.813880737873668e-17,1.6251784482998382,1.7980560351817554,1.4603555752046768,1.4033850951195135
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,-0.9812961597079515,0.11677457672084143,4.3105736744102696e-16,-1.0980707364287934,0.39017977865891534,8.155341971011953e-17,1.8246603641322068,2.0762181012945216,1.865499280905101,1.7578133542553755
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,-1.4196226548855957,0.23805585137065935,6.607128039126664e-16,-1.6576785062562558,0.789266373668503,-7.26415455565288e-17,2.0935761854303365,2.408876065530694,2.320568757974193,2.1437754049380695
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,-1.789554250618154,0.42360166713038355,6.72282201778556e-16,-2.213155917748539,1.392558385377333,7.613020621786823e-17,2.451505485852653,2.7927465688429023,2.804952135587108,2.5446410547574967
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,-2.1398433390243117,0.6945134468717645,4.2056584521478657e-16,-2.834356785896076,2.2667496046559394,-4.564491146163974e-16,2.882090599595717,3.232072023223231,3.3195013162234908,2.958435293149666
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,-2.432416266988161,1.0541314029119533,1.037058738735465e-17,-3.4865476699001148,3.416959940383671,3.317827614377979e-16,3.329918958675079,3.6770608559462117,3.847477139872292,3.374332586076275
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,-2.846300167996151,1.5357590800839442,-1.490728056804362e-16,-4.382059248080095,4.948413688399268,-8.091001370353667e-17,3.7397035004973826,4.102643347846426,4.404290520922122,3.801231550995703
full,DAMPED_P95_Q010_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,-2.9870347758595246,2.2034806731437913,2.640992599488937e-16,-5.190515449003317,7.075624222385639,7.531706739764369e-16,4.101473401955451,4.450743628070207,5.03796142803622,4.278484676610996
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,1,88,annual_log_pp_squared,0.01051635138213637,0.01118979934078143,1.4659368209144562e-16,-0.0006734479586451657,0.036037589473729065,-4.267321187069083e-17,0.7721993289055196,0.7653596881074928,0.37005849117655404,0.31765657150158044
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,2,86,annual_log_pp_squared,0.051380660518681294,0.05169182350390022,8.703874184697584e-18,-0.00031116298521901957,0.16834787416822058,8.565953582755824e-17,1.1167655421106042,1.0935193713542115,0.7032430386708078,0.5711417488423787
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,3,84,annual_log_pp_squared,0.18949871361413212,0.12914521577347213,1.155438450047636e-16,0.06035349784065989,0.41818008839416415,-3.2735161307830196e-17,1.3795383493843199,1.3090558978927835,1.0453943968556545,0.8213825884343018
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,4,83,annual_log_pp_squared,0.45921627647612273,0.24689535103265547,5.280874465964577e-16,0.21232092544346684,0.7977570023280969,5.977611519892671e-17,1.682197121826501,1.5396658339410023,1.4116737535967532,1.09319064406253
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,5,82,annual_log_pp_squared,0.8539251141312614,0.39709871721300394,-2.844311845671728e-17,0.4568263969182577,1.2857176563113837,-1.8504951128339178e-16,2.021615843770719,1.7980560351817554,1.804219327441924,1.4033850951195135
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,6,81,annual_log_pp_squared,1.3490596187890553,0.566257562462187,2.2812684526055494e-16,0.7828020563268678,1.8326912965499844,2.1319965683147056e-16,2.3790210639950384,2.0762181012945216,2.218693102920843,1.7578133542553755
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,7,80,annual_log_pp_squared,1.8878685780289017,0.7580338464708021,5.652162765601432e-16,1.1298347315580997,2.4493004463156516,-6.068496399835865e-16,2.77318453715499,2.408876065530694,2.6542557211265527,2.1437754049380695
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,8,79,annual_log_pp_squared,2.346004551683116,0.9774792605148069,1.5755241696371633e-16,1.3685252911683092,3.1586959204726375,-1.1915244634834367e-16,3.185190410237184,2.7927465688429023,3.103851481309952,2.5446410547574967
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,9,78,annual_log_pp_squared,2.8471107345238997,1.2226347639196462,1.655124966480163e-16,1.624475970604255,3.955242758840452,-9.815198867344157e-16,3.646011560297939,3.232072023223231,3.5647695777699293,2.958435293149666
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,10,77,annual_log_pp_squared,3.3666432969983653,1.5085899088672658,-7.336455527962045e-16,1.8580533881310997,4.891632112687529,1.4802598180396896e-16,4.109430597458759,3.6770608559462117,4.034569681408878,3.374332586076275
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,11,76,annual_log_pp_squared,4.078688607776408,1.8158714245035867,-9.995587941959222e-16,2.2628171832728228,5.905265966758813,-2.2732866393409226e-16,4.57278591751297,4.102643347846426,4.511610274729414,3.801231550995703
full,STABLE_LOCAL_CORE_R14B,STATE_FAST_R15,12,75,annual_log_pp_squared,4.610589210075131,2.097548074575722,-2.922559875448991e-16,2.5130411354994084,6.836891911807864,3.9011618010083754e-16,4.94163010077471,4.450743628070207,5.014212105585778,4.278484676610996
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,0.01572310375156729,0.005967766510432171,4.329878420373573e-17,0.009755337241135089,0.019093584456835126,-1.7933381559268047e-17,0.7755633796999223,0.7653596881074928,0.3464091249880318,0.31765657150158044
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,2,86,annual_log_pp_squared,0.052696724725253496,0.02688349669847712,7.867777811683181e-17,0.02581322802677626,0.08733485897500036,3.752158971930212e-17,1.1173546170541218,1.0935193713542115,0.6430690135947549,0.5711417488423787
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,3,84,annual_log_pp_squared,0.173499148243713,0.06493323945542359,3.4368176294292886e-16,0.10856590878828902,0.20946844985455804,1.4896163419827627e-17,1.373727226217634,1.3090558978927835,0.9402860237383047,0.8213825884343018
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,4,83,annual_log_pp_squared,0.335378152564312,0.11592408905902798,2.930324768328977e-16,0.21945406350528363,0.3735900512636263,9.174407750819734e-17,1.6449769094943412,1.5396658339410023,1.252459913741544,1.09319064406253
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,5,82,annual_log_pp_squared,0.5676942664043306,0.21856739762808114,-2.0447524093968085e-16,0.3491268687762499,0.7008750808499307,-7.552922548909994e-17,1.9495383484450528,1.7980560351817554,1.6341250888636207,1.4033850951195135
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,6,81,annual_log_pp_squared,0.9309284316502366,0.3740375638177974,2.5651420288286677e-16,0.5568908678324387,1.1928590881218701,1.1801473721444685e-16,2.2894562751433507,2.0762181012945216,2.0694846886412095,1.7578133542553755
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,7,80,annual_log_pp_squared,1.428819588824668,0.5081021109761771,2.172957994095448e-16,0.9207174778484901,1.6149403915174887,3.8945626237851804e-16,2.6891454940020076,2.408876065530694,2.492130289197351,2.1437754049380695
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,8,79,annual_log_pp_squared,1.9575722335351147,0.6679305177363036,5.829309048915244e-16,1.2896417157988105,2.1190449293452045,1.4224732503009818e-16,3.1236205965704156,2.7927465688429023,2.9315939396346398,2.5446410547574967
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,9,78,annual_log_pp_squared,2.441995612989649,0.8455679174888076,-3.0778449422755245e-16,1.5964276955008427,2.682729646271541,-5.067950154977115e-16,3.590025790477272,3.232072023223231,3.3815778905749148,2.958435293149666
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,10,77,annual_log_pp_squared,2.5657397078690556,0.7556985698389123,1.249186589926024e-16,1.8100411380301422,2.3924268386996217,6.414562468855083e-16,4.010799950907667,3.6770608559462117,3.711946556748335,3.374332586076275
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,11,76,annual_log_pp_squared,2.7975651474793923,0.5946147851223597,1.1595328247461585e-16,2.2029503623570323,1.8760899693513828,-2.131883850739918e-17,4.43049067114557,4.102643347846426,4.040476614662753,3.801231550995703
full,TRANSMISSION_BOTH_R16,STATE_FAST_R15,12,75,annual_log_pp_squared,2.95484714739175,0.36678849723272583,5.195505083238989e-16,2.588058650159023,1.1443184449836072,2.3999610169559796e-16,4.771159816040466,4.450743628070207,4.410187022449128,4.278484676610996
full,TRANSMISSION_GOODS_R16,STATE_FAST_R15,1,88,annual_log_pp_squared,0.01283274476076186,0.004723775833594988,4.649225242087486e-17,0.00810896892716683,0.014836053532510602,-3.9596480194282395e-18,0.7736977426235393,0.7653596881074928,0.3402083934159316,0.31765657150158044
