folder,commodity,iso_year,iso_week,week_end,published,lag_days,url
04,pigs,2005,18,2005-05-08,2005-05-11,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234906.pdf
04,pigs,2005,19,2005-05-15,2005-05-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234875.pdf
01,dairy,2005,19,2005-05-15,2005-05-19,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203984.pdf
05,cattle,2005,19,2005-05-15,2005-05-19,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244750.pdf
04,pigs,2005,20,2005-05-22,2005-05-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234843.pdf
05,cattle,2005,20,2005-05-22,2005-05-25,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244718.pdf
01,dairy,2005,20,2005-05-22,2005-05-26,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203937.pdf
01,dairy,2005,21,2005-05-29,2005-06-01,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203890.pdf
05,cattle,2005,21,2005-05-29,2005-06-02,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244687.pdf
04,pigs,2005,21,2005-05-29,2005-06-02,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234796.pdf
05,cattle,2005,22,2005-06-05,2005-06-09,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244640.pdf
01,dairy,2005,22,2005-06-05,2005-06-09,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203828.pdf
04,pigs,2005,22,2005-06-05,2005-06-09,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234765.pdf
05,cattle,2005,23,2005-06-12,2005-06-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244609.pdf
01,dairy,2005,23,2005-06-12,2005-06-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203796.pdf
04,pigs,2005,23,2005-06-12,2005-06-15,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234718.pdf
05,cattle,2005,24,2005-06-19,2005-06-23,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244578.pdf
04,pigs,2005,24,2005-06-19,2005-06-23,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234671.pdf
01,dairy,2005,24,2005-06-19,2005-06-23,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203750.pdf
04,pigs,2005,25,2005-06-26,2005-06-30,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234640.pdf
05,cattle,2005,25,2005-06-26,2005-06-30,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244531.pdf
01,dairy,2005,25,2005-06-26,2005-06-30,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203703.pdf
04,pigs,2005,26,2005-07-03,2005-07-08,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234609.pdf
05,cattle,2005,26,2005-07-03,2005-07-08,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244500.pdf
04,pigs,2005,27,2005-07-10,2005-07-14,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234593.pdf
05,cattle,2005,27,2005-07-10,2005-07-14,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244468.pdf
04,pigs,2005,28,2005-07-17,2005-07-20,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234562.pdf
05,cattle,2005,28,2005-07-17,2005-07-20,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244421.pdf
01,dairy,2005,26,2005-07-03,2005-07-20,17,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203671.pdf
01,dairy,2005,28,2005-07-17,2005-07-20,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203625.pdf
01,dairy,2005,27,2005-07-10,2005-07-20,10,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203562.pdf
04,pigs,2005,29,2005-07-24,2005-07-28,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234531.pdf
05,cattle,2005,29,2005-07-24,2005-07-28,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244390.pdf
01,dairy,2005,29,2005-07-24,2005-07-29,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203093.pdf
04,pigs,2005,30,2005-07-31,2005-08-03,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234500.pdf
05,cattle,2005,30,2005-07-31,2005-08-03,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244359.pdf
01,dairy,2005,30,2005-07-31,2005-08-04,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723203046.pdf
01,dairy,2005,31,2005-08-07,2005-08-10,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723202984.pdf
04,pigs,2005,31,2005-08-07,2005-08-10,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234468.pdf
05,cattle,2005,31,2005-08-07,2005-08-10,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244328.pdf
04,pigs,2005,32,2005-08-14,2005-08-17,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234390.pdf
05,cattle,2005,32,2005-08-14,2005-08-17,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244281.pdf
01,dairy,2005,32,2005-08-14,2005-08-18,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723202921.pdf
04,pigs,2005,33,2005-08-21,2005-08-24,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234359.pdf
05,cattle,2005,33,2005-08-21,2005-08-24,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244250.pdf
01,dairy,2005,33,2005-08-21,2005-08-25,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723202859.pdf
05,cattle,2005,34,2005-08-28,2005-08-31,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244218.pdf
01,dairy,2005,34,2005-08-28,2005-08-31,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723202828.pdf
04,pigs,2005,34,2005-08-28,2005-08-31,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234328.pdf
05,cattle,2005,35,2005-09-04,2005-09-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244187.pdf
04,pigs,2005,35,2005-09-04,2005-09-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234281.pdf
01,dairy,2005,35,2005-09-04,2005-09-12,8,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723202765.pdf
05,cattle,2005,36,2005-09-11,2005-09-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244156.pdf
01,dairy,2005,36,2005-09-11,2005-09-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723202703.pdf
04,pigs,2005,36,2005-09-11,2005-09-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723234218.pdf
05,cattle,2005,37,2005-09-18,2005-09-21,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244109.pdf
01,dairy,2005,37,2005-09-18,2005-09-22,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200593.pdf
04,pigs,2005,37,2005-09-18,2005-09-22,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233750.pdf
01,dairy,2005,38,2005-09-25,2005-09-26,1,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200546.pdf
04,pigs,2005,38,2005-09-25,2005-09-28,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233718.pdf
05,cattle,2005,38,2005-09-25,2005-09-28,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244078.pdf
01,dairy,2005,39,2005-10-02,2005-10-04,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200500.pdf
04,pigs,2005,39,2005-10-02,2005-10-05,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233687.pdf
05,cattle,2005,39,2005-10-02,2005-10-05,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244046.pdf
04,pigs,2005,40,2005-10-09,2005-10-13,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233656.pdf
05,cattle,2005,40,2005-10-09,2005-10-13,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723244015.pdf
01,dairy,2005,40,2005-10-09,2005-10-13,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200468.pdf
04,pigs,2005,41,2005-10-16,2005-10-18,2,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233625.pdf
05,cattle,2005,41,2005-10-16,2005-10-19,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243984.pdf
04,pigs,2005,42,2005-10-23,2005-10-26,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233593.pdf
05,cattle,2005,42,2005-10-23,2005-10-26,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243921.pdf
01,dairy,2005,41,2005-10-16,2005-10-26,10,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200421.pdf
01,dairy,2005,42,2005-10-23,2005-10-27,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200390.pdf
01,dairy,2005,43,2005-10-30,2005-11-02,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200343.pdf
04,pigs,2005,43,2005-10-30,2005-11-02,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233562.pdf
05,cattle,2005,43,2005-10-30,2005-11-02,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243875.pdf
04,pigs,2005,44,2005-11-06,2005-11-09,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233515.pdf
05,cattle,2005,44,2005-11-06,2005-11-09,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243828.pdf
01,dairy,2005,44,2005-11-06,2005-11-10,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200296.pdf
05,cattle,2005,45,2005-11-13,2005-11-16,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243796.pdf
04,pigs,2005,45,2005-11-13,2005-11-16,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233484.pdf
01,dairy,2005,45,2005-11-13,2005-11-16,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200265.pdf
04,pigs,2005,46,2005-11-20,2005-11-23,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233453.pdf
05,cattle,2005,46,2005-11-20,2005-11-24,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243765.pdf
01,dairy,2005,46,2005-11-20,2005-11-24,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200218.pdf
01,dairy,2005,47,2005-11-27,2005-11-30,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200171.pdf
05,cattle,2005,47,2005-11-27,2005-11-30,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243734.pdf
04,pigs,2005,47,2005-11-27,2005-12-01,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233421.pdf
05,cattle,2005,48,2005-12-04,2005-12-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243687.pdf
01,dairy,2005,48,2005-12-04,2005-12-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200140.pdf
04,pigs,2005,48,2005-12-04,2005-12-07,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233390.pdf
01,dairy,2005,49,2005-12-11,2005-12-14,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200093.pdf
05,cattle,2005,49,2005-12-11,2005-12-15,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243656.pdf
04,pigs,2005,49,2005-12-11,2005-12-15,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233359.pdf
01,dairy,2005,50,2005-12-18,2005-12-21,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200062.pdf
05,cattle,2005,50,2005-12-18,2005-12-22,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243625.pdf
04,pigs,2005,50,2005-12-18,2005-12-22,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233312.pdf
04,pigs,2005,51,2005-12-25,2005-12-29,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233281.pdf
05,cattle,2005,51,2005-12-25,2005-12-29,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243578.pdf
01,dairy,2005,51,2005-12-25,2005-12-29,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723200015.pdf
04,pigs,2005,52,2006-01-01,2006-01-05,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233250.pdf
05,cattle,2005,52,2006-01-01,2006-01-05,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243546.pdf
01,dairy,2005,52,2006-01-01,2006-01-05,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723199984.pdf
04,pigs,2006,1,2006-01-08,2006-01-12,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233218.pdf
05,cattle,2006,1,2006-01-08,2006-01-12,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243515.pdf
01,dairy,2006,1,2006-01-08,2006-01-13,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723199937.pdf
01,dairy,2006,2,2006-01-15,2006-01-18,3,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723199906.pdf
04,pigs,2006,2,2006-01-15,2006-01-19,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233171.pdf
05,cattle,2006,2,2006-01-15,2006-01-19,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243484.pdf
04,pigs,2006,3,2006-01-22,2006-01-27,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233125.pdf
05,cattle,2006,3,2006-01-22,2006-01-27,5,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243453.pdf
05,cattle,2006,4,2006-01-29,2006-02-02,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F05%2F1246723243421.pdf
01,dairy,2006,4,2006-01-29,2006-02-02,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723199796.pdf
04,pigs,2006,4,2006-01-29,2006-02-02,4,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F04%2F1246723233093.pdf
01,dairy,2006,3,2006-01-22,2006-02-02,11,https://szif.gov.cz/cs/CmDocument?rid=%2Fapa_anon%2Fcs%2Fzpravy%2Ftis%2Fcenovy_servis%2F01%2F1246723199843.pdf
