model,frame,covariance,n,intercept,slope,t,p,lower,upper,r2
HARD_FULL,2024+,ordinary,31,-0.019220661242621513,0.5464754269635921,3.5405261221045974,0.0013701694279440626,0.23079699291812106,0.8621538610090631,0.3017991349415311
HARD_FULL,2024+,HC3,31,-0.019220661242621513,0.5464754269635921,1.4209750343583916,0.16598829561534187,-0.2400744524491173,1.3330253063763013,0.3017991349415311
HARD_FULL,2024+,HAC3,31,-0.019220661242621513,0.5464754269635921,4.907079975007906,3.28410117049598e-05,0.3187090674146502,0.774241786512534,0.3017991349415311
HARD_FULL,2024+,HAC6,31,-0.019220661242621513,0.5464754269635921,5.823646377181025,2.5866456154529004e-06,0.3545565380862633,0.7383943158409209,0.3017991349415311
HARD_FULL,2025+,ordinary,19,-0.03996926540785296,0.943884463635746,2.7120143896116513,0.014798996780696171,0.20958815876305092,1.6781807685084411,0.30199200947237625
HARD_FULL,2025+,HC3,19,-0.03996926540785296,0.943884463635746,3.5259368086358185,0.0025939725458596808,0.3790921110967076,1.5086768161747843,0.30199200947237625
HARD_FULL,2025+,HAC3,19,-0.03996926540785296,0.943884463635746,6.106081549178696,1.1643428308292345e-05,0.617746967925216,1.270021959346276,0.30199200947237625
HARD_FULL,2025+,HAC6,19,-0.03996926540785296,0.943884463635746,7.212092050707601,1.4533556502137468e-06,0.6677617892367096,1.2200071380347823,0.30199200947237625
LEGACY_BASE,all,ordinary,90,0.028728583295480555,0.2364233945702377,1.3945843450664122,0.166651829238542,-0.10048115872365826,0.5733279478641337,0.021622862903736606
LEGACY_BASE,all,HC3,90,0.028728583295480555,0.2364233945702377,1.1830029214950752,0.23999421204847415,-0.16073692284594882,0.6335837119864243,0.021622862903736606
LEGACY_BASE,all,HAC3,90,0.028728583295480555,0.2364233945702377,1.318751301993429,0.19067395172460946,-0.1198544078440959,0.5927011969845712,0.021622862903736606
LEGACY_BASE,all,HAC6,90,0.028728583295480555,0.2364233945702377,1.2256574804590255,0.22359767854048065,-0.1469151998544444,0.6197619889949197,0.021622862903736606
LEGACY_BASE,2024+,ordinary,31,-0.0033795286235208215,0.605194265603592,3.53209453157079,0.0014009659094347086,0.2547616143260673,0.9556269168811167,0.30079526692747127
LEGACY_BASE,2024+,HC3,31,-0.0033795286235208215,0.605194265603592,1.598848213025284,0.12069429495384171,-0.16896380717503068,1.3793523383822146,0.30079526692747127
LEGACY_BASE,2024+,HAC3,31,-0.0033795286235208215,0.605194265603592,4.981349714191391,2.6716033783044843e-05,0.3567151741366881,0.853673357070496,0.30079526692747127
LEGACY_BASE,2024+,HAC6,31,-0.0033795286235208215,0.605194265603592,6.161279130017541,1.0242603729306655e-06,0.4043007132840959,0.8060878179230881,0.30079526692747127
LEGACY_BASE,2025+,ordinary,19,-0.01417815079467828,0.8485982636293847,2.1378171471053315,0.047351831317445005,0.011115114824212013,1.6860814124345573,0.2118779142196523
LEGACY_BASE,2025+,HC3,19,-0.01417815079467828,0.8485982636293847,2.315846757799642,0.03331510942609414,0.07549623090742463,1.621700296351345,0.2118779142196523
LEGACY_BASE,2025+,HAC3,19,-0.01417815079467828,0.8485982636293847,3.6562861063997807,0.0019548436805280366,0.3589249219306424,1.338271605328127,0.2118779142196523
LEGACY_BASE,2025+,HAC6,19,-0.01417815079467828,0.8485982636293847,3.6719998645000285,0.0018892742282530328,0.36102040360916404,1.3361761236496055,0.2118779142196523
