period,gross_petrol95,gross_diesel,net_petrol95,net_diesel,vat_petrol95,vat_diesel,excise_petrol95,excise_diesel
2006-07-24,31.898098649999955,30.114939799999956,14.96505614999998,15.35689044999998,0.19,0.19,11.84,9.95
2006-07-31,31.834109919999996,30.051965759999995,14.911015039999995,15.304130879999997,0.19,0.19,11.84,9.95
2006-08-07,31.818999660000003,30.001893950000003,14.89902281,15.262048129999997,0.19,0.19,11.84,9.95
2006-08-14,31.79499085999996,30.13996537999996,14.87835851999998,15.37801537999998,0.19,0.19,11.84,9.95
2006-08-21,31.773988620000033,30.13106919000003,14.861119290000016,15.370117620000018,0.19,0.19,11.84,9.95
2006-08-28,31.618909650000017,30.041103450000016,14.730696000000009,15.294640650000009,0.19,0.19,11.84,9.95
2006-09-04,31.4070428,29.984011600000006,14.552523700000002,15.2471253,0.19,0.19,11.84,9.95
2006-09-11,31.00809229000004,29.80096392000004,14.217132230000018,15.09293093000002,0.19,0.19,11.84,9.95
2006-09-18,30.59394874000004,29.596869900000033,13.869287080000015,14.921506540000019,0.19,0.19,11.84,9.95
2006-09-25,30.00596473999998,29.28297400999998,13.37490170999999,14.657562949999988,0.19,0.19,11.84,9.95
2006-10-02,29.644126719999978,29.031125759999977,13.071036159999991,14.44611583999999,0.19,0.19,11.84,9.95
2006-10-09,29.127974400000006,28.760914560000003,12.637345920000003,14.218917120000004,0.19,0.19,11.84,9.95
2006-10-16,28.80193545999996,28.556086669999964,12.363449909999984,14.047047319999981,0.19,0.19,11.84,9.95
2006-10-23,28.54011211999999,28.427949079999987,12.143065279999997,13.939090119999996,0.19,0.19,11.84,9.95
2006-10-30,28.403865000000028,28.30804200000003,12.028905000000014,13.838202000000013,0.19,0.19,11.84,9.95
2006-11-06,28.294940930000017,28.236006520000014,11.936871470000005,13.778082990000009,0.19,0.19,11.84,9.95
2006-11-13,28.16003579999996,28.14907289999996,11.823909299999984,13.705030499999982,0.19,0.19,11.84,9.95
2006-11-20,27.985116449999975,27.992117699999977,11.676964799999991,13.57290329999999,0.19,0.19,11.84,9.95
2006-11-27,27.937093199999985,28.013922799999982,11.636599999999993,13.59098799999999,0.19,0.19,11.84,9.95
2006-12-04,27.83302178999998,27.910030039999977,11.548997259999991,13.503886689999991,0.19,0.19,11.84,9.95
2006-12-11,27.75209346000002,27.879029360000022,11.480863940000006,13.478081760000011,0.19,0.19,11.84,9.95
2006-12-18,27.695013999999983,27.824926999999978,11.432897999999993,13.43200699999999,0.19,0.19,11.84,9.95
2007-01-08,27.457945409999965,27.55997021999996,11.234065189999985,13.209862729999983,0.19,0.19,11.84,9.95
2007-01-15,27.213031800000003,27.271060650000006,11.027980350000002,12.967087950000003,0.19,0.19,11.84,9.95
2007-01-22,26.95110844999997,26.983084199999972,10.808081549999988,12.724958249999984,0.19,0.19,11.84,9.95
2007-01-29,26.759106,26.7720849,10.646648099999998,12.547492649999999,0.19,0.19,11.84,9.95
2007-02-05,26.531038820000003,26.56311614,10.45495528,12.37199722,0.19,0.19,11.84,9.95
2007-02-12,26.408134200000028,26.435028700000025,10.35211770000001,12.263892000000011,0.19,0.19,11.84,9.95
2007-02-19,26.523059200000027,26.57402880000003,10.44792320000001,12.381107200000013,0.19,0.19,11.84,9.95
2007-02-26,26.47593648000002,26.513997840000023,10.408929840000006,12.33102852000001,0.19,0.19,11.84,9.95
2007-03-05,26.752103279999968,26.681915159999967,10.640969999999987,12.472062479999984,0.19,0.19,11.84,9.95
2007-03-12,27.52301384000002,27.14801320000002,11.288705260000008,12.86353852000001,0.19,0.19,11.84,9.95
2007-03-19,27.804944659999986,27.197995359999986,11.525647759999995,12.905381019999993,0.19,0.19,11.84,9.95
2007-03-26,27.797001099999974,27.23299344999998,11.518997249999991,12.93502239999999,0.19,0.19,11.84,9.95
2007-04-02,28.04896600000003,27.261896200000027,11.730888400000012,12.959130800000013,0.19,0.19,11.84,9.95
2007-04-16,28.88689751999997,27.716925599999975,12.434866469999987,13.341986189999986,0.19,0.19,11.84,9.95
2007-04-23,29.103879960000004,27.758071440000005,12.617024940000004,13.375969020000003,0.19,0.19,11.84,9.95
2007-04-30,29.12108526999996,27.77708709999996,12.631445449999982,13.391891369999982,0.19,0.19,11.84,9.95
2007-05-07,29.93588759999996,28.228967399999963,13.315949249999981,13.77197297999998,0.19,0.19,11.84,9.95
2007-05-14,30.05599999999998,28.24104191999998,13.41728127999999,13.781913599999989,0.19,0.19,11.84,9.95
2007-05-21,30.07013952000004,28.234973280000037,13.428876840000019,13.776983880000019,0.19,0.19,11.84,9.95
2007-05-28,30.591000000000005,28.4558615,13.867070250000001,13.963092000000001,0.19,0.19,11.84,9.95
2007-06-04,30.599885970000013,28.54391940000001,13.874021550000007,14.036595570000005,0.19,0.19,11.84,9.95
2007-06-11,30.56604856000002,28.474139460000018,13.846134440000009,13.978105320000008,0.19,0.19,11.84,9.95
2007-06-18,30.513989040000002,28.43198184,13.8018774,13.942298489999999,0.19,0.19,11.84,9.95
2007-06-25,30.53096733999997,28.55402021999997,13.815942619999984,14.045112259999986,0.19,0.19,11.84,9.95
2007-07-02,30.718990889999997,28.616017229999997,13.973940989999997,14.096935349999999,0.19,0.19,11.84,9.95
2007-07-09,30.739026500000033,28.644891250000033,13.991106000000014,14.121290500000013,0.19,0.19,11.84,9.95
2007-07-16,30.789988249999986,28.709023349999985,14.033961849999992,14.174986849999993,0.19,0.19,11.84,9.95
2007-07-23,30.79806848000001,28.740898240000007,14.040743680000004,14.202001920000002,0.19,0.19,11.84,9.95
2007-07-30,30.828901250000037,28.772987250000035,14.066588250000017,14.229133250000016,0.19,0.19,11.84,9.95
2007-08-06,30.767887409999975,28.74509871999998,14.015537119999989,14.205550709999988,0.19,0.19,11.84,9.95
2007-08-13,30.708126319999977,28.716860319999977,13.964944779999989,14.182020819999991,0.19,0.19,11.84,9.95
2007-08-20,30.632878080000005,28.65710841,13.902128100000002,14.131475820000002,0.19,0.19,11.84,9.95
2007-08-27,30.51594304000001,28.58690208000001,13.803891200000002,14.072794560000002,0.19,0.19,11.84,9.95
2007-09-03,30.40407270000002,28.539944800000022,13.709654900000013,14.033117200000012,0.19,0.19,11.84,9.95
2007-09-10,30.363864000000014,28.91790000000001,13.676076000000005,14.350896000000006,0.19,0.19,11.84,9.95
2007-09-17,30.289876409999984,28.885950359999978,13.614095039999992,14.323895849999992,0.19,0.19,11.84,9.95
2007-09-24,30.229966080000008,28.943918880000012,13.562904640000006,14.372576800000006,0.19,0.19,11.84,9.95
2007-10-01,30.222955000000017,29.220021040000013,13.557508160000006,14.605053680000008,0.19,0.19,11.84,9.95
2007-10-08,30.19991957999996,29.175060329999962,13.53804677999998,14.56703297999998,0.19,0.19,11.84,9.95
2007-10-15,30.159978629999973,29.168875399999976,13.504435179999989,14.561868839999988,0.19,0.19,11.84,9.95
2007-10-22,30.141973250000028,29.28687795000003,13.489114750000013,14.660992650000015,0.19,0.19,11.84,9.95
2007-10-29,30.17498526,29.931071940000006,13.516997760000002,15.20204574,0.19,0.19,11.84,9.95
2007-11-05,30.17909049999999,29.95088199999999,13.520409499999996,15.219025249999998,0.19,0.19,11.84,9.95
2007-11-12,30.93297984999997,30.870896999999967,14.154090449999988,15.992062549999986,0.19,0.19,11.84,9.95
2007-11-19,31.17101768000004,31.83086864000004,14.35389382000002,16.798705690000023,0.19,0.19,11.84,9.95
2007-11-26,31.160080650000012,31.877917950000008,14.344969400000005,16.838129150000004,0.19,0.19,11.84,9.95
2007-12-03,31.13088460000002,32.20391998000002,14.32052182000001,17.111883360000014,0.19,0.19,11.84,9.95
2007-12-10,31.072029659999995,32.118969119999996,14.271082139999995,17.040909059999997,0.19,0.19,11.84,9.95
2007-12-17,30.95895945000004,31.945868500000042,14.17596265000002,16.89491160000002,0.19,0.19,11.84,9.95
2008-01-07,30.912017849999962,31.734016649999965,14.136340049999987,16.717112999999983,0.19,0.19,11.84,9.95
2008-01-14,31.33105045000001,31.711007300000013,14.488538400000005,16.697926700000007,0.19,0.19,11.84,9.95
2008-01-21,31.160906430000008,31.57411473000001,14.345697330000002,16.582812330000003,0.19,0.19,11.84,9.95
2008-01-28,30.92508719999996,31.47007169999996,14.147331599999985,16.49503679999998,0.19,0.19,11.84,9.95
2008-02-04,30.735106049999967,31.259911429999967,13.987943199999986,16.318923719999983,0.19,0.19,11.84,9.95
2008-02-11,30.55402349999997,31.00007699999997,13.836122999999985,16.100504999999984,0.19,0.19,11.84,9.95
2008-02-18,30.4309423,30.79708764,13.732342800000001,15.92971952,0.19,0.19,11.84,9.95
2008-02-25,31.019,31.441000000000003,14.225999999999997,16.471,0.19,0.19,11.84,9.95
2008-03-03,30.942936479999993,31.241997719999993,14.162417279999998,16.303976519999996,0.19,0.19,11.84,9.95
2008-03-10,30.801932460000017,31.09391052000002,14.04399444000001,16.17949092000001,0.19,0.19,11.84,9.95
2008-03-17,30.764905919999972,31.39308278999997,14.013022379999988,16.43091542999998,0.19,0.19,11.84,9.95
2008-03-31,30.70906019999996,31.352062499999963,13.965918749999982,16.39605194999998,0.19,0.19,11.84,9.95
2008-04-07,30.694059769999996,31.292013869999998,13.953096299999999,16.34591346,0.19,0.19,11.84,9.95
2008-04-14,30.778952799999992,31.417915599999997,14.025008999999999,16.451920399999995,0.19,0.19,11.84,9.95
2008-04-21,30.769093300000037,31.96693764000004,14.01608351000002,16.913090370000024,0.19,0.19,11.84,9.95
2008-04-28,30.799076879999976,31.895090039999978,14.04159926999999,16.852586189999986,0.19,0.19,11.84,9.95
2008-05-05,31.435112429999972,32.706048689999974,14.575908329999988,17.534026349999987,0.19,0.19,11.84,9.95
2008-05-12,31.476919999999982,32.74188499999998,14.610969499999994,17.56405149999999,0.19,0.19,11.84,9.95
2008-05-19,32.20898688000003,33.73189056000004,15.226030080000015,18.39611520000002,0.19,0.19,11.84,9.95
2008-05-26,32.538006540000005,34.65193017000001,15.503110740000002,19.168901830000003,0.19,0.19,11.84,9.95
2008-06-02,32.92097536000002,35.35099904000002,15.825008640000007,19.75705088000001,0.19,0.19,11.84,9.95
2008-06-09,32.92112313999999,35.32306492999999,15.825007229999992,19.73300078999999,0.19,0.19,11.84,9.95
2008-06-16,32.88991717000003,35.286079840000035,15.798888050000013,19.701943360000016,0.19,0.19,11.84,9.95
2008-06-23,32.86790000000003,35.25289750000004,15.779921250000015,19.67393750000002,0.19,0.19,11.84,9.95
2008-06-30,32.82205303,35.212069819999996,15.74142519,19.640045999999998,0.19,0.19,11.84,9.95
2008-07-07,32.771944500000004,35.13707100000001,15.699607500000004,19.577115000000003,0.19,0.19,11.84,9.95
2008-07-14,32.7300372,35.0820162,15.664086900000001,19.530982799999997,0.19,0.19,11.84,9.95
2008-07-21,32.629029840000015,34.958903760000005,15.578964720000005,19.427023440000006,0.19,0.19,11.84,9.95
2008-07-28,32.4379811,34.729050650000005,15.419047350000001,19.23394235,0.19,0.19,11.84,9.95
2008-08-04,32.03294976,34.17897312,15.078549420000002,18.771945840000004,0.19,0.19,11.84,9.95
2008-08-11,31.721013169999992,33.81008784999999,14.816089749999996,18.46208902999999,0.19,0.19,11.84,9.95
2008-08-18,31.39311844999999,33.339999419999984,14.540912849999994,18.067075019999994,0.19,0.19,11.84,9.95
2008-08-25,31.23504804000002,33.016882080000016,14.407916880000009,17.79491448000001,0.19,0.19,11.84,9.95
2008-09-01,31.14902875000002,32.896004750000024,14.336121800000008,17.69408760000001,0.19,0.19,11.84,9.95
2008-09-08,31.31489598000003,32.99796160000003,14.475012720000015,17.779048340000017,0.19,0.19,11.84,9.95
2008-09-15,31.19090457000004,32.75812055000004,14.370928040000017,17.578055870000018,0.19,0.19,11.84,9.95
2008-09-22,31.202885250000005,32.55806700000001,14.380960500000004,17.409836250000005,0.19,0.19,11.84,9.95
2008-09-29,30.806936299999997,32.0549019,14.048224750000001,16.98704595,0.19,0.19,11.84,9.95
2008-10-06,30.553078500000026,31.58301300000003,13.83477900000001,16.59023625000001,0.19,0.19,11.84,9.95
2008-10-13,30.414899159999987,31.278000689999985,13.718901439999994,16.334091679999993,0.19,0.19,11.84,9.95
2008-10-20,29.568932119999985,30.590109939999984,13.007961459999994,15.755921739999993,0.19,0.19,11.84,9.95
2008-10-27,29.569038239999987,30.590046759999982,13.007929759999996,15.755944959999994,0.19,0.19,11.84,9.95
2008-11-03,28.10604239999999,29.257885599999987,11.778470799999996,14.636469599999995,0.19,0.19,11.84,9.95
2008-11-10,26.976905659999975,28.57289560999997,10.82973322999999,14.060886279999986,0.19,0.19,11.84,9.95
2008-11-17,26.338932149999994,28.107947849999988,10.293609299999996,13.670128499999993,0.19,0.19,11.84,9.95
2008-11-24,25.760952869999976,27.815960549999975,9.807991199999991,13.424814869999988,0.19,0.19,11.84,9.95
2008-12-01,24.716032740000017,27.24301132000002,8.929716320000004,12.94327342000001,0.19,0.19,11.84,9.95
2008-12-08,24.39888816,26.89912304,8.66340128,12.654160799999998,0.19,0.19,11.84,9.95
2008-12-15,23.874017040000005,26.154907440000006,8.222191380000002,12.029081160000004,0.19,0.19,11.84,9.95
2009-01-05,22.63494600000001,24.252052800000012,7.181046000000004,10.429710000000005,0.19,0.19,11.84,9.95
2009-01-12,22.362906200000012,24.04797560000001,6.952571900000003,10.258411300000006,0.19,0.19,11.84,9.95
2009-01-19,23.943868199999997,25.4788914,8.28108996,11.46086004,0.19,0.19,11.84,9.95
2009-01-26,23.801005440000015,25.135892480000017,8.160906880000006,11.172647040000006,0.19,0.19,11.84,9.95
2009-02-02,24.176922119999993,25.009066679999993,8.476734239999997,11.066003519999997,0.19,0.19,11.84,9.95
2009-02-09,24.190133819999986,24.992134969999984,8.487868669999994,11.051770439999995,0.19,0.19,11.84,9.95
2009-02-16,24.904885500000034,24.985922500000033,9.088678500000013,11.046684000000013,0.19,0.19,11.84,9.95
2009-02-23,25.766932659999974,25.183971669999973,9.813034409999991,11.213108119999989,0.19,0.19,11.84,9.95
2009-03-02,25.58807785999997,25.13202693999997,9.66250813999999,11.169286799999986,0.19,0.19,11.84,9.95
2009-03-09,25.4818688,25.068098000000003,9.573390400000001,11.115426,0.19,0.19,11.84,9.95
2009-03-16,25.635009960000026,25.013045610000027,9.70211340000001,11.069374050000011,0.19,0.19,11.84,9.95
2009-03-23,25.414095600000007,24.92892180000001,9.516272400000002,10.998613800000003,0.19,0.19,11.84,9.95
2009-03-30,25.35608452000003,24.88499117000003,9.467465540000013,10.961779140000015,0.19,0.19,11.84,9.95
2009-04-06,26.12404227999999,25.618112379999992,10.113020819999997,11.577694519999996,0.19,0.19,11.84,9.95
2009-04-20,26.022927059999976,25.50499199999998,10.028000879999992,11.48264999999999,0.19,0.19,11.84,9.95
2009-04-27,26.418916599999985,25.717057999999984,10.360871279999994,11.660974439999993,0.19,0.19,11.84,9.95
2009-05-04,26.387944049999966,25.70097581999997,10.334889629999987,11.647560989999985,0.19,0.19,11.84,9.95
2009-05-11,26.314905370000005,25.606115210000002,10.273442270000002,11.567626720000002,0.19,0.19,11.84,9.95
2009-05-18,27.273997999999978,26.149011199999983,11.079464399999992,12.02381799999999,0.19,0.19,11.84,9.95
2009-05-25,27.512040809999984,26.069024169999985,11.279437759999995,11.956652299999995,0.19,0.19,11.84,9.95
2009-06-01,27.915920899999964,25.954869639999966,11.618733229999986,11.860851549999987,0.19,0.19,11.84,9.95
2009-06-08,27.872910000000026,26.111970000000028,11.582730000000012,11.992860000000011,0.19,0.19,11.84,9.95
2009-06-15,28.75396265000002,26.942061760000023,12.32312685000001,12.690284370000011,0.19,0.19,11.84,9.95
2009-06-22,29.088981810000007,27.249958890000006,12.604644360000004,12.949135920000005,0.19,0.19,11.84,9.95
2009-06-29,29.42497720000003,27.44095220000003,12.886925400000015,13.109656600000015,0.19,0.19,11.84,9.95
2009-07-06,29.199028620000004,27.233013120000003,12.696956340000002,12.934954520000003,0.19,0.19,11.84,9.95
2009-07-13,28.850996880000004,26.947048679999998,12.40442424,12.69463644,0.19,0.19,11.84,9.95
2009-07-20,28.550989999999977,26.60590535999998,12.152386539999988,12.40792435999999,0.19,0.19,11.84,9.95
2009-07-27,28.261098180000005,26.359061000000004,11.908783900000001,12.200443210000001,0.19,0.19,11.84,9.95
2009-08-03,28.553054850000017,26.701987050000014,12.153991950000007,12.488540850000007,0.19,0.19,11.84,9.95
2009-08-10,28.57601908000001,26.52306298000001,12.173426240000005,12.338279000000004,0.19,0.19,11.84,9.95
2009-08-17,29.328890400000013,27.045886500000016,12.806120250000005,12.777756750000005,0.19,0.19,11.84,9.95
2009-08-24,29.12498400000002,26.89491360000002,12.63477600000001,12.65080320000001,0.19,0.19,11.84,9.95
2009-08-31,28.964927680000027,26.835881280000024,12.500217600000012,12.60121408000001,0.19,0.19,11.84,9.95
2009-09-07,28.811890080000023,26.752969440000022,12.371875200000007,12.531430080000009,0.19,0.19,11.84,9.95
2009-09-14,28.588001400000035,26.596911300000034,12.183526650000015,12.400403250000016,0.19,0.19,11.84,9.95
2009-09-21,28.264051019999968,26.35010066999997,11.911289429999988,12.192908159999988,0.19,0.19,11.84,9.95
2009-09-28,27.933004840000002,26.06789212,11.63309136,11.95581192,0.19,0.19,11.84,9.95
2009-10-05,27.664972240000022,25.86098954000002,11.40799448000001,11.78203126000001,0.19,0.19,11.84,9.95
2009-10-12,27.460891709999988,25.73708174999999,11.236524569999997,11.677805459999997,0.19,0.19,11.84,9.95
2009-10-19,27.430083000000014,26.04903840000001,11.210544450000004,11.940002100000005,0.19,0.19,11.84,9.95
2009-10-26,27.94691979999998,26.561019399999978,11.644981499999991,12.370041499999989,0.19,0.19,11.84,9.95
2009-11-02,28.46993656000001,27.00208942000001,12.084401540000004,12.740659140000005,0.19,0.19,11.84,9.95
2009-11-09,28.738929239999997,27.179950140000003,12.31043562,12.89028888,0.19,0.19,11.84,9.95
2009-11-16,28.677066500000016,27.137027800000013,12.258320300000005,12.854233900000006,0.19,0.19,11.84,9.95
2009-11-23,28.578036759999968,27.058926439999965,12.175108399999987,12.788644959999985,0.19,0.19,11.84,9.95
2009-11-30,28.717922049999967,27.16890059999997,12.292858599999986,12.881157449999986,0.19,0.19,11.84,9.95
2009-12-07,28.567040040000034,27.04993522000003,12.165899900000015,12.781074460000017,0.19,0.19,11.84,9.95
2009-12-14,28.469009520000004,26.997024720000002,12.083657040000002,12.736528620000001,0.19,0.19,11.84,9.95
2009-12-21,28.469089169999982,26.997090929999985,12.083618789999992,12.736580759999992,0.19,0.19,11.84,9.95
2010-01-04,29.606109749999987,28.13704109999999,11.831667049999997,12.497466099999993,0.2,0.2,12.84,10.95
2010-01-11,30.348932320000035,29.018116800000037,12.450891040000014,13.231674560000016,0.2,0.2,12.84,10.95
2010-01-18,31.008031970000015,29.585949200000012,12.999902460000005,13.705118820000004,0.2,0.2,12.84,10.95
2010-01-25,30.806127849999964,29.388008129999967,12.831746519999985,13.540026049999984,0.2,0.2,12.84,10.95
2010-02-01,30.649051550000014,29.251967550000014,12.700953200000008,13.426602800000008,0.2,0.2,12.84,10.95
2010-02-08,30.51398144000002,29.05590048000002,12.588378080000009,13.26325080000001,0.2,0.2,12.84,10.95
2010-02-15,30.454062439999973,29.013031599999973,12.538424419999988,13.227477419999989,0.2,0.2,12.84,10.95
2010-02-22,30.372897499999986,28.936047499999987,12.470724999999995,13.163399999999994,0.2,0.2,12.84,10.95
