origin,model,family,field,old,verified,difference,n
2026-01,CATEGORY_RAW,POOLED,lo80,0.616719890954077,0.5872764985857057,-0.029443392368371235,60
2026-01,CATEGORY_RAW,POOLED,median,1.0137367394127905,0.9861042452141748,-0.027632494198615687,60
2026-02,CATEGORY_RAW,POOLED,lo80,-0.19325996303496434,-0.22270335540333552,-0.02944339236837118,60
2026-02,CATEGORY_RAW,POOLED,median,0.17612439122513351,0.1677712476005776,-0.008353143624555914,60
2026-03,CATEGORY_RAW,POOLED,lo80,0.2783033821553007,0.24885998978692953,-0.02944339236837118,60
2026-03,CATEGORY_RAW,POOLED,median,0.6476877364153986,0.6393345927908427,-0.008353143624555859,60
2026-04,CATEGORY_RAW,POOLED,lo80,0.22802772796932202,0.19858433560095085,-0.02944339236837118,60
2026-04,CATEGORY_RAW,POOLED,median,0.5974120822294199,0.5778522911111899,-0.01955979111823003,60
2026-05,CATEGORY_RAW,POOLED,lo80,0.06509586257969574,0.03565247021132456,-0.02944339236837118,60
2026-05,CATEGORY_RAW,POOLED,median,0.41492042572156357,0.4085420164459619,-0.006378409275601682,60
2026-06,CATEGORY_RAW,POOLED,lo80,-0.39004417630681015,-0.41948756867518133,-0.02944339236837118,60
2026-06,CATEGORY_RAW,POOLED,median,-0.04021961316494231,-0.04659802244054402,-0.00637840927560171,60
2026-07,CATEGORY_RAW,POOLED,lo80,0.24728959355034563,0.21784620118197445,-0.02944339236837118,60
2026-07,CATEGORY_RAW,POOLED,median,0.5907357474166117,0.5834733073110525,-0.007262440105559209,60
