origin,block,status,n,window_start,window_end,mean_log,level_log,phi,last_deviation,last_month,gap_months
2020-08,fuel,estimated,66,2015-02,2020-07,-0.16977197546761003,-0.16977197546761003,0.5695655423980106,4.269163510392588,2020-07,0
2020-08,administered,estimated,96,2012-08,2020-07,0.09013163878276496,0.09013163878276496,0.1171726251465825,0.07527502888758006,2020-07,0
2020-08,alcohol_tobacco,estimated,66,2015-02,2020-07,0.34366329496377807,0.34366329496377807,0.0,0.08730751094857597,2020-07,0
2020-09,core,estimated,96,2012-09,2020-08,0.14513203411684275,0.14513203411684275,0.3033323232122464,-0.06243132072412058,2020-08,0
2020-09,food,estimated,67,2015-02,2020-08,0.16904162888474228,0.16904162888474228,0.007473384452471273,0.011612776383164714,2020-08,0
2020-09,fuel,estimated,67,2015-02,2020-08,-0.16057494131333924,-0.16057494131333924,0.5567765899614062,1.009407171403696,2020-08,0
2020-09,administered,estimated,96,2012-09,2020-08,0.09013163878276496,0.09013163878276496,0.1171715229012548,-0.037468787446957384,2020-08,0
2020-09,alcohol_tobacco,estimated,67,2015-02,2020-08,0.33974990846607434,0.33974990846607434,0.0,0.19744069145521786,2020-08,0
2020-10,core,estimated,96,2012-10,2020-09,0.14198658633171776,0.14198658633171776,0.312227516856474,-0.22635845409065802,2020-09,0
2020-10,food,estimated,68,2015-02,2020-09,0.1482222390994813,0.1482222390994813,0.009136109818100504,-1.195667492940923,2020-09,0
2020-10,fuel,estimated,68,2015-02,2020-09,-0.1697218404578348,-0.1697218404578348,0.5541354798297249,-0.4211547082370295,2020-09,0
2020-10,administered,estimated,96,2012-10,2020-09,0.09221081445642636,0.09221081445642636,0.11669030418334646,0.26248339338696375,2020-09,0
2020-10,alcohol_tobacco,estimated,68,2015-02,2020-09,0.3466805635437109,0.3466805635437109,0.0,0.4256021638151983,2020-09,0
2020-11,core,estimated,96,2012-11,2020-10,0.1461407958920881,0.1461407958920881,0.2882786419997079,0.08718242482300548,2020-10,0
2020-11,food,estimated,69,2015-02,2020-10,0.1551361367896147,0.1551361367896147,0.0015933870322600795,0.15736708737154742,2020-10,0
2020-11,fuel,estimated,69,2015-02,2020-10,-0.16077037783664005,-0.16077037783664005,0.5534925876581873,0.3075449134960945,2020-10,0
2020-11,administered,estimated,96,2012-11,2020-10,0.07858035659324357,0.07858035659324357,0.10252490784989227,-1.119945952167765,2020-10,0
2020-11,alcohol_tobacco,estimated,69,2015-02,2020-10,0.32872141257404863,0.32872141257404863,0.0,-0.8050421236531784,2020-10,0
2020-12,core,estimated,96,2012-12,2020-11,0.14927049278823262,0.14927049278823262,0.2716867071529948,0.050050041729251815,2020-11,0
2020-12,food,estimated,70,2015-02,2020-11,0.15164723675576094,0.15164723675576094,0.0001606520609191533,-0.3121726941578717,2020-11,0
2020-12,fuel,estimated,70,2015-02,2020-11,-0.16327020914589652,-0.16327020914589652,0.5533310003049569,-0.04619904163959135,2020-11,0
2020-12,administered,estimated,96,2012-12,2020-11,0.07649702256546538,0.07649702256546538,0.10326881930088797,-0.12492529088173318,2020-11,0
2020-12,alcohol_tobacco,estimated,70,2015-02,2020-11,0.3286749373566223,0.3286749373566223,0.0,0.3485936786517023,2020-11,0
2021-01,core,estimated,96,2013-01,2020-12,0.1513559122368504,0.1513559122368504,0.26281999414943374,-0.14975067274597093,2020-12,0
2021-01,food,estimated,71,2015-02,2020-12,0.1318265450050987,0.1318265450050987,0.01636872986844318,-1.4136529143673975,2020-12,0
2021-01,fuel,estimated,71,2015-02,2020-12,-0.14839509247581148,-0.14839509247581148,0.5526665247499257,1.458580229955429,2020-12,0
2021-01,administered,estimated,96,2013-01,2020-12,0.07233451286402579,0.07233451286402579,0.0854689706335482,-0.10001255830217824,2020-12,0
2021-01,alcohol_tobacco,estimated,71,2015-02,2020-12,0.3297548844828426,0.3297548844828426,0.0,0.7904524851424781,2020-12,0
2021-02,core,estimated,96,2013-02,2021-01,0.15654092377200893,0.15654092377200893,0.24067763444610935,0.2737562334873145,2021-01,0
2021-02,food,estimated,72,2015-02,2021-01,0.17197412480881458,0.17197412480881458,0.0,1.3989650857413212,2021-01,0
2021-02,fuel,estimated,72,2015-02,2021-01,-0.14171211884048812,-0.14171211884048812,0.5521887048334725,0.7964006741075327,2021-01,0
2021-02,administered,estimated,96,2013-02,2021-01,0.05384290301147333,0.05384290301147333,0.09556393237424286,0.17292951532409717,2021-01,0
2021-02,alcohol_tobacco,estimated,72,2015-02,2021-01,0.3683219271634844,0.3683219271634844,0.0,0.3274779145623832,2021-01,0
2021-03,core,estimated,96,2013-03,2021-02,0.15757999285234792,0.15757999285234792,0.23121843259580957,-0.03725762980910552,2021-02,0
2021-03,food,estimated,73,2015-02,2021-02,0.1696183148799267,0.1696183148799267,0.0,-0.22322661185783355,2021-02,0
2021-03,fuel,estimated,73,2015-02,2021-02,-0.1172025867967759,-0.1172025867967759,0.5560395895795562,2.907820198836864,2021-02,0
2021-03,administered,estimated,96,2013-03,2021-02,0.05384290301147334,0.05384290301147334,0.09575940132557181,0.02539884163156566,2021-02,0
2021-03,alcohol_tobacco,estimated,73,2015-02,2021-02,0.3589720563762141,0.3589720563762141,0.0,0.06815699965128841,2021-02,0
2021-04,core,estimated,96,2013-04,2021-03,0.15757999285234792,0.15757999285234792,0.22900960149641494,-0.10007508337070259,2021-03,0
2021-04,food,estimated,74,2015-02,2021-03,0.16732617548965742,0.16732617548965742,0.0,-0.015498839303623002,2021-03,0
2021-04,fuel,estimated,74,2015-02,2021-03,-0.038377668272564586,-0.038377668272564586,0.5800495394647135,5.234007463035639,2021-03,0
2021-04,administered,estimated,96,2013-04,2021-03,0.05384290301147334,0.05384290301147334,0.09575202086689533,-0.12436601937721056,2021-03,0
2021-04,alcohol_tobacco,estimated,74,2015-02,2021-03,0.36576617222405067,0.36576617222405067,0.0,0.15560761721882027,2021-03,0
2021-05,core,estimated,96,2013-05,2021-04,0.1586190619326869,0.1586190619326869,0.21365152915411104,-0.04978836319932059,2021-04,0
2021-05,food,estimated,75,2015-02,2021-04,0.1755618511576981,0.1755618511576981,0.0,0.747372178103687,2021-04,0
2021-05,fuel,estimated,75,2015-02,2021-04,2.1908401019269756e-16,2.1908401019269756e-16,0.5787122839476377,2.6129348809473765,2021-04,0
2021-05,administered,estimated,96,2013-05,2021-04,0.052801756831177986,0.052801756831177986,0.09693624273300004,-0.07491262473186347,2021-04,0
2021-05,alcohol_tobacco,estimated,75,2015-02,2021-04,0.38255320945336974,0.38255320945336974,0.0,1.4235168870983261,2021-04,0
2021-06,core,estimated,96,2013-06,2021-05,0.16590711431793292,0.16590711431793292,0.1791382872990392,0.19966289361141595,2021-05,0
2021-06,food,estimated,76,2015-02,2021-05,0.16522519945543976,0.16522519945543976,0.0,-1.0635039825546206,2021-05,0
2021-06,fuel,estimated,76,2015-02,2021-05,0.01699503324545578,0.01699503324545578,0.5707080429043252,0.06266728720391179,2021-05,0
2021-06,administered,estimated,96,2013-06,2021-05,0.06430045195078436,0.06430045195078436,0.09386651371218604,0.18793438311422905,2021-05,0
2021-06,alcohol_tobacco,estimated,76,2015-02,2021-05,0.37751961459214123,0.37751961459214123,0.0,-0.6974830883982712,2021-05,0
2021-07,core,estimated,96,2013-07,2021-06,0.17628236609403233,0.17628236609403233,0.1729291378495651,0.5843015558904706,2021-06,0
2021-07,food,estimated,77,2015-02,2021-06,0.15966925910190463,0.15966925910190463,0.0,-0.20959061847128285,2021-06,0
2021-07,fuel,estimated,77,2015-02,2021-06,0.03712656734014626,0.03712656734014626,0.5706446806358149,0.009101983728764695,2021-06,0
2021-07,administered,estimated,96,2013-07,2021-06,0.06534159813107972,0.06534159813107972,0.09055137746181474,-0.037207680007463745,2021-06,0
2021-07,alcohol_tobacco,estimated,77,2015-02,2021-06,0.37361308110620844,0.37361308110620844,0.0,-0.23035945505888888,2021-06,0
2021-08,core,estimated,96,2013-08,2021-07,0.1897100846680715,0.1897100846680715,0.2794389055230807,0.7302247557699569,2021-07,0
2021-08,food,estimated,78,2015-02,2021-07,0.1621088405573473,0.1621088405573473,0.0,0.9478294435481662,2021-07,0
2021-08,fuel,estimated,78,2015-02,2021-07,0.07349367515290971,0.07349367515290971,0.5696580177694606,2.3896607376862895,2021-07,0
2021-08,administered,estimated,96,2013-08,2021-07,0.0716041420442337,0.0716041420442337,0.09326054672473386,0.00012450192973239085,2021-07,0
2021-08,alcohol_tobacco,estimated,78,2015-02,2021-07,0.3668553240175599,0.3668553240175599,0.0,-0.40554998104736484,2021-07,0
2021-09,core,estimated,96,2013-09,2021-08,0.20111720048760443,0.20111720048760443,0.398997002443528,0.7957163747582926,2021-08,0
2021-09,food,estimated,79,2015-02,2021-08,0.16336905889354758,0.16336905889354758,0.0,0.6850324129222396,2021-08,0
2021-09,fuel,estimated,79,2015-02,2021-08,0.08446029372520045,0.08446029372520045,0.5700618225898915,1.2786789147869602,2021-08,0
2021-09,administered,estimated,96,2013-09,2021-08,0.07264424863755611,0.07264424863755611,0.09313175195491619,0.14985019970047922,2021-08,0
2021-09,alcohol_tobacco,estimated,79,2015-02,2021-08,0.3689988555380788,0.3689988555380788,0.0,0.5596524224239596,2021-08,0
2021-10,core,estimated,96,2013-10,2021-09,0.20946727860035033,0.20946727860035033,0.4648418482964761,0.6764580445501227,2021-09,0
2021-10,food,estimated,80,2015-02,2021-09,0.14929184174615864,0.14929184174615864,0.0,-0.78214070827578,2021-09,0
2021-10,fuel,estimated,80,2015-02,2021-09,0.08807307956070183,0.08807307956070183,0.5700190037850005,0.6237204757221224,2021-09,0
2021-10,administered,estimated,96,2013-10,2021-09,0.07783442712137272,0.07783442712137272,0.09650996663230048,0.4988575213560631,2021-09,0
2021-10,alcohol_tobacco,estimated,80,2015-02,2021-09,0.37768436760017254,0.37768436760017254,0.0,0.5814223130008763,2021-09,0
2021-11,core,estimated,96,2013-11,2021-10,0.2198013580657127,0.2198013580657127,0.52259818242436,0.7560418467893827,2021-10,0
2021-11,food,estimated,81,2015-02,2021-10,0.14309782799308288,0.14309782799308288,0.0,-0.7035843353619835,2021-10,0
2021-11,fuel,estimated,81,2015-02,2021-10,0.15633660609057531,0.15633660609057531,0.5724446020929125,4.68858891524911,2021-10,0
2021-11,administered,estimated,96,2013-11,2021-10,0.09130220962018243,0.09130220962018243,0.12349402219861982,1.219821699239445,2021-10,0
2021-11,alcohol_tobacco,estimated,81,2015-02,2021-10,0.38139158156236613,0.38139158156236613,0.0,0.6575611190495654,2021-10,0
2021-12,core,estimated,96,2013-12,2021-11,0.2332825483875954,0.2332825483875954,0.5975152645874537,0.9822697617000952,2021-11,0
2021-12,food,estimated,82,2015-02,2021-11,0.15420109223747674,0.15420109223747674,0.0,0.7117038628703597,2021-11,0
2021-12,fuel,estimated,82,2015-02,2021-11,0.20700338364279805,0.20700338364279805,0.5873451167886988,3.939915992632221,2021-11,0
2021-12,administered,estimated,96,2013-12,2021-11,0.030167838423641225,0.030167838423641225,0.0,-5.160162438032842,2021-11,0
2021-12,alcohol_tobacco,estimated,82,2015-02,2021-11,0.3730727560994652,0.3730727560994652,0.0,-0.23643981881058945,2021-11,0
2022-01,core,estimated,96,2014-01,2021-12,0.24158272510548798,0.24158272510548798,0.5965275043151804,0.5474641715570056,2021-12,0
2022-01,food,estimated,83,2015-02,2021-12,0.16073192760897567,0.16073192760897567,0.0,0.4643262357647432,2021-12,0
2022-01,fuel,estimated,83,2015-02,2021-12,0.18193117293557495,0.18193117293557495,0.5597493876177975,-1.123413077343487,2021-12,0
2022-01,administered,estimated,96,2014-01,2021-12,0.03121002627112407,0.03121002627112407,0.0,-0.012468779113619047,2021-12,0
2022-01,alcohol_tobacco,estimated,83,2015-02,2021-12,0.3603849188945745,0.3603849188945745,0.0,-0.25237044544549136,2021-12,0
2022-02,core,estimated,96,2014-02,2022-01,0.25706096927606076,0.25706096927606076,0.6484237017150426,1.0761676364402075,2022-01,0
2022-02,food,estimated,84,2015-02,2022-01,0.21034476847042524,0.21034476847042524,0.0,2.3183343041480735,2022-01,0
2022-02,fuel,estimated,84,2015-02,2022-01,0.1736076764423088,0.1736076764423088,0.5586084653658561,-0.04596074370747738,2022-01,0
2022-02,administered,estimated,96,2014-02,2022-01,0.22630054221528284,0.22630054221528284,0.0,13.118897634448313,2022-01,0
2022-02,alcohol_tobacco,estimated,84,2015-02,2022-01,0.39253608178009525,0.39253608178009525,0.0,0.24169590715855405,2022-01,0
2022-03,core,estimated,96,2014-03,2022-02,0.2643127804310596,0.2643127804310596,0.6330968249478972,0.47214387549825143,2022-02,0
2022-03,food,estimated,85,2015-02,2022-02,0.22436523971422995,0.22436523971422995,0.02194511320398014,1.0304104523846112,2022-02,0
2022-03,fuel,estimated,85,2015-02,2022-02,0.21743345528534322,0.21743345528534322,0.5551713836806225,4.510293585715499,2022-02,0
2022-03,administered,estimated,96,2014-03,2022-02,0.249987507808501,0.249987507808501,0.09826139819142683,1.915153918153537,2022-02,0
2022-03,alcohol_tobacco,estimated,85,2015-02,2022-02,0.38878274425488046,0.38878274425488046,0.0,0.39840354228596786,2022-02,0
2022-04,core,estimated,96,2014-04,2022-03,0.27157904473983585,0.27157904473983585,0.6549369312420646,0.7104913856338138,2022-03,0
2022-04,food,estimated,86,2015-02,2022-03,0.23029584652657437,0.23029584652657437,0.03537125221308203,0.6276887305215322,2022-03,0
2022-04,fuel,estimated,86,2015-02,2022-03,0.44322373899897655,0.44322373899897655,0.6444840575054948,16.734524988851383,2022-03,0
2022-04,administered,estimated,96,2014-04,2022-03,0.2716145822339481,0.2716145822339481,0.11178339578821975,1.692308232360341,2022-03,0
2022-04,alcohol_tobacco,estimated,86,2015-02,2022-03,0.3995397764633537,0.3995397764633537,0.0,0.5309359822203903,2022-03,0
2022-05,core,estimated,96,2014-05,2022-04,0.28292966059839125,0.28292966059839125,0.6923642522145298,1.0033145978932319,2022-04,0
2022-05,food,estimated,87,2015-02,2022-04,0.2680480641132178,0.2680480641132178,0.07402336664013551,3.0377201101436793,2022-04,0
2022-05,fuel,estimated,87,2015-02,2022-04,0.3989994610289665,0.3989994610289665,0.3655168063959066,-3.1939950535002612,2022-04,0
2022-05,administered,estimated,96,2014-05,2022-04,0.3054345719605121,0.3054345719605121,0.1317554669590221,2.765966512299517,2022-04,0
2022-05,alcohol_tobacco,estimated,87,2015-02,2022-04,0.3815330593812817,0.3815330593812817,0.0,-1.196977407525873,2022-04,0
2022-06,core,estimated,96,2014-06,2022-05,0.29845404133024017,0.29845404133024017,0.7356877832505698,1.0044587147746258,2022-05,0
2022-06,food,estimated,88,2015-02,2022-05,0.3027235015791725,0.3027235015791725,0.19644895147109404,2.5020621356438086,2022-05,0
2022-06,fuel,estimated,88,2015-02,2022-05,0.4315970015086211,0.4315970015086211,0.3537166066050462,1.7699246216298137,2022-05,0
2022-06,administered,estimated,96,2014-06,2022-05,0.31681902043154364,0.31681902043154364,0.1404571545041367,1.0443778217219253,2022-05,0
2022-06,alcohol_tobacco,estimated,88,2015-02,2022-05,0.39045932699827757,0.39045932699827757,0.0,0.4112136295694193,2022-05,0
2022-07,core,estimated,96,2014-07,2022-06,0.3108426908239404,0.3108426908239404,0.7558813405524482,1.0285248741939435,2022-06,0
2022-07,food,estimated,89,2015-02,2022-06,0.32379493241692564,0.32379493241692564,0.25543571243358587,1.9463524273921657,2022-06,0
2022-07,fuel,estimated,89,2015-02,2022-06,0.4689816617679079,0.4689816617679079,0.35674009050698763,1.9148301961818055,2022-06,0
