block,origin,H,actual,FAST,CURRENT_CORE,GENTLE_SLOPE,FAST_FOODNORM_R24,ZERO,SEASONAL_NAIVE,SA_AR,SA_AR_TARGET
core,2020-02,6,2.2885219755112454,2.331785285080718,1.7045689343929575,2.2835834603022374,2.331785285080718,0.0,1.7285667424979878,0.9870872057936774,1.2806065337130363
core,2020-02,12,2.9811712285110987,3.9684834977793346,2.7839369752134355,3.9660495184423503,3.9684834977793346,0.0,2.556530181609121,1.4581054970633232,2.0451441529020413
core,2020-03,3,1.3961157910137372,1.4290481869470162,0.972965306253561,1.402191598437657,1.4290481869470162,0.0,0.7654419376506166,0.5700708701680254,0.6981551797422623
core,2020-03,6,1.7857557078146913,2.288493284979892,1.4188582140128416,2.2758449366423443,2.288493284979892,0.0,1.093219345280458,0.5450276535190388,0.8011962726675124
core,2020-03,12,3.081421863473663,4.823986310090992,3.1819474508761125,4.947416157676178,4.823986310090992,0.0,2.6561152520798146,1.5423549277066395,2.0546921660035857
core,2020-04,3,2.3891726112738114,0.9069141689623688,1.0356307062366796,0.9657141245869099,0.9069141689623688,0.0,1.1629250711146768,0.5827707451656732,0.71398788708249
core,2020-04,6,2.084709592651293,1.0781743214263912,1.3223502932494822,1.1948143449158704,1.0781743214263912,0.0,1.159576348378916,0.4544446847511607,0.7168789685847943
core,2020-04,12,3.181172495186205,2.5235022844117685,2.9815465822045937,2.7533123414216663,2.5235022844117685,0.0,2.556065218721461,1.42667536815962,1.951543935826887
core,2020-05,3,1.6916112376312875,0.6810470417725678,1.0114590331946114,0.7396357236342643,0.6810470417725678,0.0,1.1629250711146768,0.6158006469500202,0.7501349961078542
core,2020-05,6,1.387148219008769,0.4800375840130322,1.1105769966376648,0.5796495398947973,0.4800375840130322,0.0,1.0263318250010542,0.3501571225729524,0.6188258208886199
core,2020-05,12,2.882813248497426,1.5903007847686725,2.7821447215181525,1.7230244991505015,1.5903007847686725,0.0,2.489664153864721,1.422418494279084,1.9597558909104191
core,2020-06,3,0.3896399168009542,0.7766773313366313,0.5063658983299919,0.7413051946012067,0.7766773313366313,0.0,0.3277774076298414,0.032855549748723956,0.14539110598022859
core,2020-06,6,0.8883940679048616,1.868704067856559,1.3606697496926239,1.8293549719258149,1.868704067856559,0.0,0.8931760130498008,0.4330051420338621,0.6580762544968715
core,2020-06,12,3.28003323454071,4.3213225850457055,3.379756061852324,4.35302812568914,4.3213225850457055,0.0,2.6891986397543257,1.592611612511483,2.0427538374375027
core,2020-07,3,-0.3044630186225186,0.7387287402379707,0.4308593423979641,0.7268729697748166,0.7387287402379707,0.0,-0.0033487227357605343,-0.09015749361588737,0.00679199539362052
core,2020-07,6,0.3930983550200055,1.9008202649871568,1.3188437394896992,1.9135626446028668,1.9008202649871568,0.0,0.5952118793402862,0.30949916484015044,0.5033981428591662
core,2020-07,12,3.576037397388395,4.66572695456707,3.578959314976384,4.822333405544446,4.66572695456707,0.0,2.822177382754487,1.6307516995559195,2.018549655593951
core,2020-08,3,-0.3044630186225186,1.0392847531690115,0.3223061833588332,1.014606361125149,1.0392847531690115,0.0,-0.1365932461136225,-0.16516848397524303,-0.10237234037883004
core,2020-08,6,0.6926492529998534,2.956477830884565,1.5855287688636732,2.9733593528939597,2.956477830884565,0.0,0.9275485095818268,0.6493884672699474,0.7749807544627734
core,2020-08,12,4.5710704827052036,6.374635901673189,3.776783316186956,6.648885144326713,6.374635901673189,0.0,3.0533150124865314,1.8329736760891004,2.084158250474753
core,2020-09,3,0.49875415110390736,1.055576609546493,0.8961973227636382,1.1280456636854752,1.055576609546493,0.0,0.5653986054199593,0.3908251271368127,0.4504947071907772
core,2020-09,6,1.2956661556589715,2.2267491273760687,1.9137395089590143,2.3975626245614774,2.2267491273760687,0.0,1.4628458734410033,0.9764009383747765,1.0957400984827055
core,2020-09,12,5.574087918698934,4.189859347434391,3.5769830499196504,4.625603118354617,4.189859347434391,0.0,3.053315012486531,1.7333389666528807,1.9720172868687396
core,2020-10,3,0.6975613736425241,0.48861128500758266,0.9232097126734893,0.597255100938409,0.48861128500758266,0.0,0.5985606020760468,0.3675963906112109,0.4367023140205506
core,2020-10,6,1.0964629025349122,1.1649924976623685,1.9955305713766855,1.3704670943004182,1.1649924976623685,0.0,1.3300878054858045,0.9277344829789211,1.0659463297976004
core,2020-10,12,6.366956294249661,2.105143739621647,3.67784034540813,2.46961495332979,2.105143739621647,0.0,2.8854452399776354,1.671754637579199,1.9481783312165577
core,2020-11,3,0.997112271622372,0.9849270622127585,1.2339883043479307,1.036229220678854,0.9849270622127585,0.0,1.0641417556954493,0.8205863656966843,0.8772296604249128
core,2020-11,6,1.4956650294886575,1.61365125895726,2.091870762451544,1.7143614110673076,1.61365125895726,0.0,1.6628668147532715,1.1696522590280307,1.2829388484844881
core,2020-11,12,7.460950298083096,2.667449401852028,3.5783873287572905,2.8549324517574415,2.667449401852028,0.0,2.9186072366337217,1.7638694559895889,1.9904426349025033
core,2020-12,3,0.7969120045550643,0.790675155792174,1.0336729743992459,0.8228930859846395,0.790675155792174,0.0,0.8974472680210439,0.5907703026390096,0.6380245066788046
core,2020-12,6,2.391639166635848,1.6758600123883853,2.145989242059539,1.7376266640894418,1.6758600123883853,0.0,1.9290013697046864,1.226992584609821,1.3215009926894115
core,2020-12,12,8.257767263000783,2.6744017618209455,3.578387328757291,2.7807417884159698,2.6744017618209455,0.0,2.95193501564576,1.7963184235234348,1.9853352396826152
core,2021-01,3,0.39890152889238806,0.6091131415692962,1.0307149763136207,0.6464629690535519,0.6091131415692962,0.0,0.7315272034097579,0.5473079251130059,0.5883058708069474
core,2021-01,6,3.1829390423683894,1.4914430589979752,2.305990586133324,1.548895576607762,1.4914430589979752,0.0,2.458103133146245,1.4438138507765588,1.525809742164442
core,2021-01,12,9.24591759600055,1.914854309082382,3.4784372954489378,1.959843540993549,1.914854309082382,0.0,2.9519350156457596,1.802239191944843,1.9662309747206095
core,2021-02,3,0.4985527578662855,0.8157937433971924,0.8126063573842234,0.7982015753048937,0.8157937433971924,0.0,0.5987250590578223,0.36942049228381346,0.39486340337227954
core,2021-02,6,3.8784212297053493,2.0019686053667427,2.0023963310816164,1.9748173652346492,2.0019686053667427,0.0,2.1257665029047046,1.2168123344247803,1.267698156601712
core,2021-02,12,9.842340835167892,3.362774763348859,3.3791817041737753,3.331005402380705,3.362774763348859,0.0,3.1175802415282887,1.8993748733212388,2.001146517675103
core,2021-03,3,1.5947271620807837,0.8889008691293132,0.9602640516630437,0.8986311590307487,0.8889008691293132,0.0,1.0315541016836425,0.6335636856148146,0.6558893894622637
core,2021-03,6,4.2784217630399635,1.1957570568246874,1.3305817617053919,1.2108085930380375,1.1957570568246874,0.0,1.4225993665366314,0.7166085297160708,0.761259937410969
core,2021-03,12,10.740102475877723,2.7295861517756816,2.9811712285110987,2.739102269177548,2.7295861517756816,0.0,3.084396235914335,1.8883689754159279,1.9776717908057242
core,2021-04,3,2.7840375134760014,0.8804264492552334,1.1764071725370124,0.9007635057468641,0.8804264492552334,0.0,1.7265759297364873,0.8900303476048117,0.912356051452261
core,2021-04,6,5.270493391714749,0.8501888099786225,1.4205586480424373,0.8726788073838114,0.8501888099786225,0.0,1.5885194311479178,0.7870939001037411,0.8317453077986394
core,2021-04,12,11.929412827272941,1.9900437135680704,3.0814218634736634,1.9648985019787262,1.9900437135680704,0.0,2.984246002205381,1.8841524657360074,1.973455281125804
core,2021-05,3,3.379868471839064,0.7851894247011301,1.1549978202058218,0.7922408691307931,0.7851894247011301,0.0,1.5270414438468825,0.8442427585119645,0.8634512551183966
core,2021-05,6,5.965285268594439,0.5867760204172046,1.3048825942189475,0.5789896038922482,0.5867760204172046,0.0,1.2890682008924883,0.6288778157101228,0.6672948089229868
core,2021-05,12,12.920501217218337,1.7941348015906624,3.1811724951862046,1.6951025445051564,1.7941348015906624,0.0,2.91780081703652,1.9005385637371368,1.9773725501628654
core,2021-06,3,2.6836946009591793,0.3985981086633271,0.35774258686237487,0.3630299801298641,0.3985981086633271,0.0,0.3910452648529892,0.09083716676615328,0.0881815062168474
core,2021-06,6,5.866128096364936,1.146219429989908,1.0724638382517693,1.0748877052447807,1.146219429989908,0.0,1.022933645941073,0.6021541374967112,0.5968428163980997
core,2021-06,12,13.513388329446215,3.0121371234280656,2.8828132484974254,2.8658691784797554,3.0121371234280656,0.0,2.9842239347227983,1.9986909341502772,1.9880682919530537
core,2021-07,3,2.486455878238747,0.8778057880241836,0.2813297707647829,0.8002068315194534,0.8778057880241836,0.0,-0.1380564985885694,-0.08183827029345775,-0.1156196861710615
core,2021-07,6,6.062978553632162,2.219300925163837,1.0831422373194082,2.1066747763381524,2.219300925163837,0.0,0.6594771083820438,0.4417761893507098,0.3742133575955017
core,2021-07,12,13.611861995700163,5.422512841490032,3.2800332345407104,5.351858548114415,5.422512841490032,0.0,3.216512076336767,2.136515044911466,2.00138938140105
core,2021-08,3,2.585416796755375,1.342150015126796,0.20971071803055302,1.2657024804649355,1.342150015126796,0.0,-0.23797324295439423,-0.13793040576457577,-0.2119949773642977
core,2021-08,6,5.963919605462543,3.605677818814202,1.4344494759277557,3.535404391607446,3.605677818814202,0.0,0.958629733009631,0.7741229703139216,0.625993827114478
core,2021-08,12,13.512803047530545,7.7043961230394915,3.5760373973883954,7.867675982146405,7.7043961230394915,0.0,3.3812839046854157,2.3556543361673876,2.059396049768501
core,2021-09,3,3.1824334954057565,2.3271233772503197,1.0888101440382991,2.294340256483879,2.3271233772503197,0.0,0.6318883810880839,0.7086598078852508,0.6003738888269305
core,2021-09,6,6.461680712837762,4.702220873481844,2.330402989064716,4.74282302973149,4.702220873481844,0.0,1.5616466356687493,1.3816862970756538,1.1651144589590134
core,2021-09,12,13.61255367924309,9.075098740635848,4.571070482705204,9.548121196128514,9.075098740635848,0.0,3.647241508261299,2.6241788603904044,2.191035184157122
core,2021-10,3,3.5765226753934143,2.339766353808882,1.3365856951589525,2.376165248601788,2.339766353808882,0.0,0.7975336069706132,0.7692018895973162,0.6358657362007581
core,2021-10,6,6.658919435558195,4.6997008284632775,2.7815431630322793,4.880029388543974,4.6997008284632775,0.0,1.3292813858886023,1.3799027217987274,1.1132304150056112
core,2021-10,12,13.513788239115836,9.208757000062846,5.574087918698935,9.965837844156853,9.208757000062846,0.0,3.949204495633296,2.786709389773713,2.253364776187481
core,2021-11,3,3.378502808707168,2.8956364581757175,1.8911454826754746,2.9631393463919826,2.8956364581757175,0.0,1.196602975964025,1.2811450322239373,1.1168066404312922
core,2021-11,6,6.9552159486239,5.267833386747399,3.3471348680700466,5.523628018962659,5.267833386747399,0.0,1.6951557338303107,1.782818459953755,1.4541416763684647
core,2021-11,12,12.818996362236145,10.006524692499426,6.36695629424966,10.959726349114577,10.006524692499426,0.0,4.2141053127909895,3.0699482154401587,2.412594648269578
core,2021-12,3,3.2792472174320046,3.0754505089102766,1.9327422886199739,3.1528000986848355,3.0754505089102766,0.0,0.9297582545806653,1.345934557184431,1.1411525944261376
core,2021-12,6,7.647260233081277,6.176217523164117,3.995567743375121,6.478280972139486,6.176217523164117,0.0,2.193578430395694,2.3527101872889653,1.9431462617723785
core,2021-12,12,12.421381524272205,11.582738184692317,7.460950298083097,12.721651683563815,11.582738184692317,0.0,4.54677361692766,3.668909421943905,2.8497815709107313
core,2022-01,3,3.08239676016478,2.7530247854989716,2.0844191441460307,2.91068446900847,2.7530247854989716,0.0,0.5317477789179892,0.966369035474155,0.7366865425621838
core,2022-01,6,7.548883442068003,5.899353034532874,4.6278006429519145,6.342712975945874,5.899353034532874,0.0,2.7218067963033716,2.3169540005775167,1.8575890147535743
core,2022-01,12,11.5324867825476,10.650766366170808,8.257767263000783,11.998295838062395,10.650766366170808,0.0,4.779680060591458,3.380851792744422,2.462121821096538
core,2022-02,3,3.576713139916732,3.095480211478089,2.1375040261948985,3.226920726617431,3.095480211478089,0.0,0.4985527578662855,1.3848751149377039,1.1087578895140142
core,2022-02,6,7.548883442068002,6.712750489515119,4.892150819608906,7.137118765199618,6.712750489515119,0.0,2.688611775251668,2.9097175507215693,2.3574830998741905
core,2022-02,12,11.334074019042934,12.66912693131494,9.24591759600055,14.094836776651121,12.66912693131494,0.0,5.143136598150487,4.3646200616755495,3.260151159980792
core,2022-03,3,4.368013015649273,2.9829825315980236,2.6342342369667517,3.200740750055513,2.9829825315980236,0.0,1.2638201758150283,1.2454494038461426,0.9475767449574564
core,2022-03,6,7.150872966405326,5.437390303091797,4.783585712024109,6.0012708673130035,5.437390303091797,0.0,2.3875578599645473,1.8244137599937849,1.2286684422164131
core,2022-03,12,10.836312911667713,11.050063817782082,9.842340835167894,12.630367445302094,11.050063817782082,0.0,5.342075655804244,3.685393300116131,2.493902664561386
core,2022-04,3,4.4664866819032225,3.291916739311068,3.144759365876786,3.5059206975061215,3.291916739311068,0.0,2.1900590173853827,1.904931094669897,1.5852596428548824
core,2022-04,6,6.854868803557641,5.583192126329339,5.326993906337681,6.137649883175915,5.583192126329339,0.0,2.884823926902387,2.3415846464872816,1.7022417428572527
core,2022-04,12,9.547251928559952,11.165359046640566,10.740102475877723,12.713752006190967,11.165359046640566,0.0,5.608920377187603,4.136647874380519,2.85796206712046
core,2022-05,3,3.9721703021512704,3.6752341383586344,3.4214007288959953,3.854481412855062,3.6752341383586344,0.0,2.1900590173853827,2.314136109061675,1.960412809670994
core,2022-05,6,5.863780413612243,6.215935166880481,5.7710687889907994,6.723128866097255,6.215935166880481,0.0,2.851617883097351,2.831453560792583,2.124006962011221
core,2022-05,12,8.256911444969164,12.675574731581419,11.929412827272941,14.206160683311243,12.675574731581419,0.0,5.9738237510746135,4.939583333138019,3.524690135575294
core,2022-06,3,2.782859950756053,3.250623052180898,2.906120266971286,3.426728204150082,3.250623052180898,0.0,1.1237376841495195,1.7191447138928746,1.3188482723066468
core,2022-06,6,4.774121291190924,6.750971611787779,6.1400900679397115,7.269136827119409,6.750971611787779,0.0,2.586101630195764,3.1086906098788556,2.3080977267064005
core,2022-06,12,7.266804346698008,13.963661530312987,12.920501217218337,15.577045579047699,13.963661530312987,0.0,6.404501905590377,5.586591243145114,3.9854054768002043
core,2022-07,3,2.3883821216544185,3.2359936065763644,2.853368637513741,3.4334558995480737,3.2359936065763644,0.0,0.6947649095170046,1.6258514055777367,1.1883890155104084
core,2022-07,6,3.9836033404795965,6.941042965555777,6.2548307116187285,7.508829021545482,6.941042965555777,0.0,2.4213298018471145,3.1871136749795137,2.3121888948448572
core,2022-07,12,6.674502516385801,14.705121309839567,13.513388329446215,16.44135235375345,14.705121309839567,0.0,6.801459092407997,6.053615511227148,4.3037659509578345
core,2022-08,3,1.8916101114609736,2.8791344596044754,2.7443536225886556,3.130094151115994,2.8791344596044754,0.0,0.661558865711968,1.0954254809948007,0.6146026331349189
core,2022-08,6,3.78519057697493,6.695672143190715,6.474208652278669,7.3501545202039,6.695672143190715,0.0,2.653463880552575,2.8036561796025783,1.8420104838828144
core,2022-08,12,5.978328645505916,13.944829604774498,13.611861995700163,15.778221164361229,13.944829604774498,0.0,6.998827577530228,5.539697471672635,3.616406080233107
core,2022-09,3,1.991261340434871,3.2492066947663796,3.3678334224440754,3.526822914334039,3.2492066947663796,0.0,1.4623639460462443,1.760766373311626,1.255067772206781
core,2022-09,6,3.685439945262388,6.5835804271438985,6.839440651258562,7.26712970745422,6.5835804271438985,0.0,3.2213625172230556,3.1894665087226675,2.1780693065129766
core,2022-09,12,5.076970514969767,12.958544846542823,13.512803047530543,14.75789463801723,12.958544846542823,0.0,7.23096165623569,5.559435498117016,3.536641093697635
core,2022-10,3,1.595221218825178,3.2085721890396677,3.4300738468607967,3.4724254888336192,3.2085721890396677,0.0,1.72656489233011,1.9738935726033335,1.443169812738042
core,2022-10,6,2.692383125002314,6.379298355912283,6.8320962172308235,7.023743799854212,6.379298355912283,0.0,3.088999824172226,3.3571147165984145,2.2956671968678317
core,2022-10,12,4.183664326422234,12.684566214775444,13.612553679243092,14.359711207661508,12.684566214775444,0.0,7.632165805231765,5.9439703048269905,3.821075265365825
core,2022-11,3,1.893580465513957,3.383155787319513,3.719231110140007,3.638741684029993,3.383155787319513,0.0,1.991905014840607,2.085703157712898,1.5239463722144795
core,2022-11,6,2.3931310313569214,6.289067174429228,6.958635929155471,6.900911475486157,6.289067174429228,0.0,3.552884022493026,3.33990433286408,2.2163907618672427
core,2022-11,12,3.884412232776842,12.180553304086748,13.513788239115836,13.72962776450202,12.180553304086748,0.0,7.830381925630885,5.7172000236101,3.470172881616425
core,2022-12,3,1.6941786048275174,2.6964442154376327,3.3186394481590433,2.9646106198904874,2.6964442154376327,0.0,1.7589985711768112,1.3551160658443457,0.7777576503361733
core,2022-12,6,2.492683055507084,5.572246725051902,6.779287783217039,6.171870282700906,5.572246725051902,0.0,4.215357462212234,2.8495632405851112,1.6948464095687665
core,2022-12,12,3.485210105823097,10.490300369257303,12.818996362236147,11.877283174827085,10.490300369257303,0.0,7.963139993586083,4.904703652798196,2.5952699907655075
core,2023-01,3,1.0971619061771354,2.20230494596213,3.128100850245728,2.4527246191782472,2.20230494596213,0.0,1.3624349318421158,1.080845141592272,0.4972554179376489
core,2023-01,6,2.690899175906204,5.012589382817755,6.802391484258687,5.543056981104202,5.012589382817755,0.0,4.577497775683114,2.9480617812232413,1.780882333913995
core,2023-01,12,2.888193407172715,8.983037489598809,12.421381524272203,10.107645897629528,8.983037489598809,0.0,8.06279122255998,4.651628988751335,2.3172700941328426
core,2023-02,3,0.49955056584296453,1.910988000154245,2.776638647799487,2.1106342646397764,1.910988000154245,0.0,1.5609790076524193,1.0437067595812106,0.44457747133478
core,2023-02,6,2.193138068530986,4.508417299570125,6.176182192832955,4.919546038085314,4.508417299570125,0.0,4.577497775683114,2.824622266076812,1.6263636895839506
core,2023-02,12,2.6893861846340985,8.342210360299042,11.5324867825476,9.16323327810485,8.342210360299042,0.0,8.06279122255998,4.7161485575204605,2.3196314045347384
core,2023-03,3,0.7985044506795662,2.2800957391458585,3.123723255693897,2.4248198772753717,2.2800957391458585,0.0,2.456358891035423,1.6455772339738752,1.0308929111219691
core,2023-03,6,1.3915305697073785,4.025772692160663,5.65853254289493,4.318314822109052,4.025772692160663,0.0,4.41080328800871,2.65220127014579,1.422832624441977
core,2023-03,12,2.589535951675146,8.193138151759763,11.334074019042934,8.747334457062996,8.193138151759763,0.0,8.062791222559982,5.0148809010579045,2.5561436096502788
core,2023-04,3,1.593737269729069,2.475159613188099,3.3135957648996115,2.586638832735673,2.475159613188099,0.0,3.2150628438409985,2.0208361098386245,1.3936517703200115
core,2023-04,6,1.4912812014199206,3.8825283342391597,5.505381707547215,4.094331977490084,3.8825283342391597,0.0,4.741382101458659,2.7210867133665153,1.4667180343292898
core,2023-04,12,2.489685718716194,7.714101218020358,10.836312911667711,8.058879746318933,7.714101218020358,0.0,8.229208302072161,4.935645298846753,2.4269079407723
core,2023-05,3,1.6935875026880214,1.8304232020043034,2.949596419592189,1.952490839416176,1.8304232020043034,0.0,3.016518768030695,1.3109136273016526,0.6899605959294913
core,2023-05,6,1.4912812014199208,2.541120871425784,4.688677263300955,2.7288108121945336,2.541120871425784,0.0,4.410255971093057,1.5870526687776036,0.3451466060332805
core,2023-05,12,2.4896857187161934,5.4596982575610165,9.54725192855995,5.595551236347076,5.4596982575610165,0.0,8.229208302072163,3.775230290249241,1.291418164760595
core,2023-06,3,0.5930261190278122,0.7312365414069937,1.8087372338717902,0.8078348400596738,0.7312365414069937,0.0,1.9544443969732859,0.4363148605340333,-0.1846381708381284
core,2023-06,6,0.9925270503160134,1.8070328453986,3.865119668493395,1.8805941090760367,1.8070328453986,0.0,3.847433760347747,1.3447427499704612,0.10283668722613779
core,2023-06,12,2.09088160092064,4.362298442830827,8.256911444969164,4.188563062694302,4.362298442830827,0.0,8.030664226261857,3.705389435502792,1.2215773100141456
core,2023-07,3,-0.10245606830914811,0.6510882971795637,1.3312630149039593,0.6481794789429595,0.6510882971795637,0.0,1.526319257617661,0.5834298691763706,-0.04686547109693451
core,2023-07,6,0.19729423126651083,1.844532694298639,3.135960773079137,1.7649141602086091,1.844532694298639,0.0,3.4852934468768675,1.704198080598697,0.4436074000520864
core,2023-07,12,2.189842519437268,4.841512335156089,7.266804346698007,4.387241489930154,4.841512335156089,0.0,8.030664226261859,4.503986651522645,1.9828052904294236
core,2023-08,3,-0.20230630126810042,0.6689764084515449,1.0275083447091369,0.6157667048787627,0.6689764084515449,0.0,1.3937372030623623,0.4221116761895787,-0.2299174824380067
core,2023-08,6,0.4962481161031126,2.31222258782549,2.9852316334554416,2.1402300617861645,2.31222258782549,0.0,3.485293446876867,1.8372837139657976,0.533225396710627
core,2023-08,12,2.189842519437268,5.4292001032806105,6.6745025163858,4.826905870259061,5.4292001032806105,0.0,7.964918004301216,4.524393108190077,1.916276473679736
core,2023-09,3,0.3995009312882012,1.1504472779817845,1.491118723444466,1.0949240186999676,1.1504472779817845,0.0,1.892989363374461,0.94322121405362,0.28807173564606736
core,2023-09,6,1.1980053819677676,2.4063368084569263,3.0392081915819222,2.217326967989467,2.4063368084569263,0.0,3.8184050140634525,2.058319938542343,0.7480209817272377
core,2023-09,12,2.0891882582971237,4.82339872598469,5.978328645505917,4.149031939597149,4.82339872598469,0.0,8.031143172284533,4.2990573783370705,1.6784594647068598
core,2023-10,3,0.2997502995756589,0.914899413154215,1.2720307039298369,0.8561714587440437,0.914899413154215,0.0,1.958974189259206,0.8232187192657437,0.17435065000826683
core,2023-10,6,0.9984045172962728,1.805078309036634,2.460800350850704,1.5927738366304673,1.805078309036634,0.0,3.487826200613502,1.6629487931216522,0.36521265460669844
core,2023-10,12,2.1888394872710206,3.8993585350185276,5.0769705149697675,3.1224459398327706,3.8993585350185276,0.0,8.09785431551912,4.031091766792482,1.4356194897625745
core,2023-11,3,0.698554417371213,0.9857016316193548,1.3642903695758002,0.9150479908513326,0.9857016316193548,0.0,2.091556243814505,0.8914190270240561,0.2425509577665792
core,2023-11,6,0.9984045172962729,1.5231636758669502,2.2131021130070736,1.2708465432858076,1.5231636758669502,0.0,3.6204082551688006,1.5094475308004969,0.21171139228554298
core,2023-11,12,2.0888894539626675,2.9575055771981162,4.183664326422234,2.0461352482953346,2.9575055771981162,0.0,8.031825920911578,3.5752118621672535,0.9797395851373456
core,2023-12,3,0.7985044506795663,0.8928372210829948,1.0491019622939886,0.7717678533744571,0.8928372210829948,0.0,1.9254156506889917,1.0460051450940866,0.39088707375327514
core,2023-12,6,1.0983545506046262,1.9869799595975002,2.255085093642911,1.6442266396833798,1.9869799595975002,0.0,4.183230465914111,2.317108053491153,1.0068719108095299
core,2023-12,12,2.0888894539626675,3.449762422181042,3.884412232776841,2.399492753529957,3.449762422181042,0.0,8.064987917567667,4.325391770492828,1.704919485129581
