model,origin,h,target,yy_exante,yy_actual
FAST_CORE_SA_AR,2019-02,2,2019-04,2.7989696542345768,2.769818529130847
FAST_CORE_SA_AR,2019-02,3,2019-05,2.4289389270656407,2.9467680608364977
FAST_CORE_SA_AR,2019-02,4,2019-06,2.0947317663195983,2.7462121212121224
FAST_CORE_SA_AR,2019-02,5,2019-07,2.1360572796856414,2.9300567107750517
FAST_CORE_SA_AR,2019-02,6,2019-08,1.9586282694766946,2.9272898961284195
FAST_CORE_SA_AR,2019-02,7,2019-09,2.0440630966252047,2.6515151515151705
FAST_CORE_SA_AR,2019-02,8,2019-10,1.90428205614655,2.735849056603792
FAST_CORE_SA_AR,2019-02,9,2019-11,1.9672429475282016,3.116147308781873
FAST_CORE_SA_AR,2019-02,10,2019-12,1.9313571335647242,3.207547169811327
FAST_CORE_SA_AR,2019-02,11,2020-01,1.691734095415807,3.6414565826330487
FAST_CORE_SA_AR,2019-02,12,2020-02,1.6024303951536156,3.7278657968313063
FAST_FOOD_SA_AR,2019-02,0,2019-02,2.8136990211578414,2.6794258373205744
FAST_FOOD_SA_AR,2019-02,1,2019-03,3.0056479203729327,2.969348659003822
FAST_FOOD_SA_AR,2019-02,2,2019-04,3.050556168228079,2.769818529130847
FAST_FOOD_SA_AR,2019-02,3,2019-05,2.8187634163080135,2.9467680608364977
FAST_FOOD_SA_AR,2019-02,4,2019-06,2.6111603376512584,2.7462121212121224
FAST_FOOD_SA_AR,2019-02,5,2019-07,2.6919594181747555,2.9300567107750517
FAST_FOOD_SA_AR,2019-02,6,2019-08,2.6533499843685533,2.9272898961284195
FAST_FOOD_SA_AR,2019-02,7,2019-09,2.863789890082352,2.6515151515151705
FAST_FOOD_SA_AR,2019-02,8,2019-10,2.8157589784652792,2.735849056603792
FAST_FOOD_SA_AR,2019-02,9,2019-11,3.0056311243432954,3.116147308781873
FAST_FOOD_SA_AR,2019-02,10,2019-12,3.077871938895627,3.207547169811327
FAST_FOOD_SA_AR,2019-02,11,2020-01,2.9047182288957107,3.6414565826330487
FAST_FOOD_SA_AR,2019-02,12,2020-02,2.914113773088551,3.7278657968313063
FAST_FUEL_SA_AR,2019-02,0,2019-02,2.8136990211578414,2.6794258373205744
FAST_FUEL_SA_AR,2019-02,1,2019-03,2.991755690281805,2.969348659003822
FAST_FUEL_SA_AR,2019-02,2,2019-04,3.048770082770483,2.769818529130847
FAST_FUEL_SA_AR,2019-02,3,2019-05,2.870067816631271,2.9467680608364977
FAST_FUEL_SA_AR,2019-02,4,2019-06,2.706148432896342,2.7462121212121224
FAST_FUEL_SA_AR,2019-02,5,2019-07,2.843802007554921,2.9300567107750517
FAST_FUEL_SA_AR,2019-02,6,2019-08,2.7789377662673003,2.9272898961284195
FAST_FUEL_SA_AR,2019-02,7,2019-09,2.981918870370905,2.6515151515151705
FAST_FUEL_SA_AR,2019-02,8,2019-10,2.9350426195526103,2.735849056603792
FAST_FUEL_SA_AR,2019-02,9,2019-11,3.1181965261560682,3.116147308781873
FAST_FUEL_SA_AR,2019-02,10,2019-12,3.1618574869604434,3.207547169811327
FAST_FUEL_SA_AR,2019-02,11,2020-01,2.959804316795897,3.6414565826330487
FAST_FUEL_SA_AR,2019-02,12,2020-02,2.93301975849941,3.7278657968313063
FAST_ADMINISTERED_SA_AR,2019-02,0,2019-02,2.8136990211578414,2.6794258373205744
FAST_ADMINISTERED_SA_AR,2019-02,1,2019-03,3.0073749151547915,2.969348659003822
FAST_ADMINISTERED_SA_AR,2019-02,2,2019-04,3.038124043892642,2.769818529130847
FAST_ADMINISTERED_SA_AR,2019-02,3,2019-05,2.769203577611594,2.9467680608364977
FAST_ADMINISTERED_SA_AR,2019-02,4,2019-06,2.6036728339709283,2.7462121212121224
FAST_ADMINISTERED_SA_AR,2019-02,5,2019-07,2.769998059627453,2.9300567107750517
FAST_ADMINISTERED_SA_AR,2019-02,6,2019-08,2.740277845623288,2.9272898961284195
FAST_ADMINISTERED_SA_AR,2019-02,7,2019-09,2.937585616687185,2.6515151515151705
FAST_ADMINISTERED_SA_AR,2019-02,8,2019-10,2.8878627138143167,2.735849056603792
FAST_ADMINISTERED_SA_AR,2019-02,9,2019-11,3.097795969477291,3.116147308781873
FAST_ADMINISTERED_SA_AR,2019-02,10,2019-12,3.1958591856481706,3.207547169811327
FAST_ADMINISTERED_SA_AR,2019-02,11,2020-01,2.936523525487401,3.6414565826330487
FAST_ADMINISTERED_SA_AR,2019-02,12,2020-02,2.9584078996906777,3.7278657968313063
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,0,2019-02,2.8136990211578414,2.6794258373205744
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,1,2019-03,3.0053676526488293,2.969348659003822
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,2,2019-04,3.0318680182008984,2.769818529130847
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,3,2019-05,2.800127115290846,2.9467680608364977
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,4,2019-06,2.5952454907488347,2.7462121212121224
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,5,2019-07,2.755670832263512,2.9300567107750517
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,6,2019-08,2.71803259414096,2.9272898961284195
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,7,2019-09,2.929158323253919,2.6515151515151705
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,8,2019-10,2.881404131499023,2.735849056603792
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,9,2019-11,3.071534535683051,3.116147308781873
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,10,2019-12,3.1439014600049693,3.207547169811327
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,11,2020-01,2.970551715225113,3.6414565826330487
FAST_ALCOHOL_TOBACCO_SA_AR,2019-02,12,2020-02,2.997931855542593,3.7278657968313063
SELL_SIDE_PATH,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
SELL_SIDE_PATH,2019-03,1,2019-04,2.860898327763984,2.769818529130847
SELL_SIDE_PATH,2019-03,2,2019-05,2.5131743610604205,2.9467680608364977
SELL_SIDE_PATH,2019-03,3,2019-06,2.2594831705401766,2.7462121212121224
SELL_SIDE_PATH,2019-03,4,2019-07,2.20618795326263,2.9300567107750517
SELL_SIDE_PATH,2019-03,5,2019-08,2.0086550403097947,2.9272898961284195
SELL_SIDE_PATH,2019-03,6,2019-09,2.0687846916089327,2.6515151515151705
SELL_SIDE_PATH,2019-03,7,2019-10,1.9276733908187798,2.735849056603792
SELL_SIDE_PATH,2019-03,8,2019-11,2.0008404989410526,3.116147308781873
SELL_SIDE_PATH,2019-03,9,2019-12,1.9602284471747329,3.207547169811327
SELL_SIDE_PATH,2019-03,10,2020-01,1.6057425288626141,3.6414565826330487
SELL_SIDE_PATH,2019-03,11,2020-02,1.583940270792997,3.7278657968313063
SELL_SIDE_PATH,2019-03,12,2020-03,1.428676172915008,3.4418604651162905
SELL_SIDE_TARGET_PATH,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
SELL_SIDE_TARGET_PATH,2019-03,1,2019-04,2.9040035125468155,2.769818529130847
SELL_SIDE_TARGET_PATH,2019-03,2,2019-05,2.5990258394329024,2.9467680608364977
SELL_SIDE_TARGET_PATH,2019-03,3,2019-06,2.387965101023877,2.7462121212121224
SELL_SIDE_TARGET_PATH,2019-03,4,2019-07,2.377561683430746,2.9300567107750517
SELL_SIDE_TARGET_PATH,2019-03,5,2019-08,2.2225427149521475,2.9272898961284195
SELL_SIDE_TARGET_PATH,2019-03,6,2019-09,2.325520708453887,2.6515151515151705
SELL_SIDE_TARGET_PATH,2019-03,7,2019-10,2.2268791927082985,2.735849056603792
SELL_SIDE_TARGET_PATH,2019-03,8,2019-11,2.343070370691608,3.116147308781873
SELL_SIDE_TARGET_PATH,2019-03,9,2019-12,2.3451847453267196,3.207547169811327
SELL_SIDE_TARGET_PATH,2019-03,10,2020-01,2.031898104317587,3.6414565826330487
SELL_SIDE_TARGET_PATH,2019-03,11,2020-02,2.0527614398304737,3.7278657968313063
SELL_SIDE_TARGET_PATH,2019-03,12,2020-03,1.9394397469814115,3.4418604651162905
FAST_CORE_SA_AR,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
FAST_CORE_SA_AR,2019-03,1,2019-04,2.8505450794473184,2.769818529130847
FAST_CORE_SA_AR,2019-03,2,2019-05,2.4850290648948588,2.9467680608364977
FAST_CORE_SA_AR,2019-03,3,2019-06,2.1561842822641033,2.7462121212121224
FAST_CORE_SA_AR,2019-03,4,2019-07,2.2016634218375906,2.9300567107750517
FAST_CORE_SA_AR,2019-03,5,2019-08,2.026301756223849,2.9272898961284195
FAST_CORE_SA_AR,2019-03,6,2019-09,2.1105906182393666,2.6515151515151705
FAST_CORE_SA_AR,2019-03,7,2019-10,1.9723641709110535,2.735849056603792
FAST_CORE_SA_AR,2019-03,8,2019-11,2.0355077528561694,3.116147308781873
FAST_CORE_SA_AR,2019-03,9,2019-12,2.000294420267146,3.207547169811327
FAST_CORE_SA_AR,2019-03,10,2020-01,1.7583799380675336,3.6414565826330487
FAST_CORE_SA_AR,2019-03,11,2020-02,1.8110542796682247,3.7278657968313063
FAST_CORE_SA_AR,2019-03,12,2020-03,1.6335238707614552,3.4418604651162905
FAST_FOOD_SA_AR,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
FAST_FOOD_SA_AR,2019-03,1,2019-04,2.9488278971260713,2.769818529130847
FAST_FOOD_SA_AR,2019-03,2,2019-05,2.6900650016927217,2.9467680608364977
FAST_FOOD_SA_AR,2019-03,3,2019-06,2.457884587366198,2.7462121212121224
FAST_FOOD_SA_AR,2019-03,4,2019-07,2.513755179914522,2.9300567107750517
FAST_FOOD_SA_AR,2019-03,5,2019-08,2.450854580769313,2.9272898961284195
FAST_FOOD_SA_AR,2019-03,6,2019-09,2.634107003669653,2.6515151515151705
FAST_FOOD_SA_AR,2019-03,7,2019-10,2.5628820380545534,2.735849056603792
FAST_FOOD_SA_AR,2019-03,8,2019-11,2.728338473167461,3.116147308781873
FAST_FOOD_SA_AR,2019-03,9,2019-12,2.7772922159723876,3.207547169811327
FAST_FOOD_SA_AR,2019-03,10,2020-01,2.5788841293457474,3.6414565826330487
FAST_FOOD_SA_AR,2019-03,11,2020-02,2.677880966593918,3.7278657968313063
FAST_FOOD_SA_AR,2019-03,12,2020-03,2.631936850729064,3.4418604651162905
FAST_FUEL_SA_AR,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
FAST_FUEL_SA_AR,2019-03,1,2019-04,2.933933950855751,2.769818529130847
FAST_FUEL_SA_AR,2019-03,2,2019-05,2.7449906427185318,2.9467680608364977
FAST_FUEL_SA_AR,2019-03,3,2019-06,2.5661861480612727,2.7462121212121224
FAST_FUEL_SA_AR,2019-03,4,2019-07,2.6844128786983443,2.9300567107750517
FAST_FUEL_SA_AR,2019-03,5,2019-08,2.5975570785582103,2.9272898961284195
FAST_FUEL_SA_AR,2019-03,6,2019-09,2.774181351664466,2.6515151515151705
FAST_FUEL_SA_AR,2019-03,7,2019-10,2.7038179593721337,2.735849056603792
FAST_FUEL_SA_AR,2019-03,8,2019-11,2.8617462130398557,3.116147308781873
FAST_FUEL_SA_AR,2019-03,9,2019-12,2.880958094547459,3.207547169811327
FAST_FUEL_SA_AR,2019-03,10,2020-01,2.6522601068113594,3.6414565826330487
FAST_FUEL_SA_AR,2019-03,11,2020-02,2.7159834694797196,3.7278657968313063
FAST_FUEL_SA_AR,2019-03,12,2020-03,2.674607967783545,3.4418604651162905
FAST_ADMINISTERED_SA_AR,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
FAST_ADMINISTERED_SA_AR,2019-03,1,2019-04,2.9443123972325935,2.769818529130847
FAST_ADMINISTERED_SA_AR,2019-03,2,2019-05,2.657542090687204,2.9467680608364977
FAST_ADMINISTERED_SA_AR,2019-03,3,2019-06,2.471389342288662,2.7462121212121224
FAST_ADMINISTERED_SA_AR,2019-03,4,2019-07,2.616009452419946,2.9300567107750517
FAST_ADMINISTERED_SA_AR,2019-03,5,2019-08,2.5633047717151727,2.9272898961284195
FAST_ADMINISTERED_SA_AR,2019-03,6,2019-09,2.734746430819813,2.6515151515151705
FAST_ADMINISTERED_SA_AR,2019-03,7,2019-10,2.662111660688135,2.735849056603792
FAST_ADMINISTERED_SA_AR,2019-03,8,2019-11,2.8469672648546127,3.116147308781873
FAST_ADMINISTERED_SA_AR,2019-03,9,2019-12,2.9206058259168133,3.207547169811327
FAST_ADMINISTERED_SA_AR,2019-03,10,2020-01,2.638211126005151,3.6414565826330487
FAST_ADMINISTERED_SA_AR,2019-03,11,2020-02,2.753535872357876,3.7278657968313063
FAST_ADMINISTERED_SA_AR,2019-03,12,2020-03,2.6897325583241694,3.4418604651162905
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,0,2019-03,2.8800008017511463,2.969348659003822
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,1,2019-04,2.936781420004084,2.769818529130847
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,2,2019-05,2.684685505892095,2.9467680608364977
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,3,2019-06,2.459400615711141,2.7462121212121224
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,4,2019-07,2.5974172435025715,2.9300567107750517
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,5,2019-08,2.5361877352562465,2.9272898961284195
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,6,2019-09,2.7201599797391713,2.6515151515151705
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,7,2019-10,2.6485885246701044,2.735849056603792
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,8,2019-11,2.8133935161066015,3.116147308781873
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,9,2019-12,2.861294858061121,3.207547169811327
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,10,2020-01,2.661329133278403,3.6414565826330487
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,11,2020-02,2.7773276134303186,3.7278657968313063
FAST_ALCOHOL_TOBACCO_SA_AR,2019-03,12,2020-03,2.7183973379232986,3.4418604651162905
SELL_SIDE_PATH,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
SELL_SIDE_PATH,2019-04,1,2019-05,2.7266866821166054,2.9467680608364977
SELL_SIDE_PATH,2019-04,2,2019-06,2.4732913953327036,2.7462121212121224
SELL_SIDE_PATH,2019-04,3,2019-07,2.42000895735667,2.9300567107750517
SELL_SIDE_PATH,2019-04,4,2019-08,2.2221464193252505,2.9272898961284195
SELL_SIDE_PATH,2019-04,5,2019-09,2.2830020422444255,2.6515151515151705
SELL_SIDE_PATH,2019-04,6,2019-10,2.141330097040666,2.735849056603792
SELL_SIDE_PATH,2019-04,7,2019-11,2.2148491372297565,3.116147308781873
SELL_SIDE_PATH,2019-04,8,2019-12,2.1741576050243094,3.207547169811327
SELL_SIDE_PATH,2019-04,9,2020-01,1.8187983998299129,3.6414565826330487
SELL_SIDE_PATH,2019-04,10,2020-02,1.7966606903138334,3.7278657968313063
SELL_SIDE_PATH,2019-04,11,2020-03,1.5924459789249483,3.4418604651162905
SELL_SIDE_PATH,2019-04,12,2020-04,1.460947722635216,3.159851301115256
SELL_SIDE_TARGET_PATH,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
SELL_SIDE_TARGET_PATH,2019-04,1,2019-05,2.7695529476819836,2.9467680608364977
SELL_SIDE_TARGET_PATH,2019-04,2,2019-06,2.5588719318581097,2.7462121212121224
SELL_SIDE_TARGET_PATH,2019-04,3,2019-07,2.5484817107866817,2.9300567107750517
SELL_SIDE_TARGET_PATH,2019-04,4,2019-08,2.393194417298682,2.9272898961284195
SELL_SIDE_TARGET_PATH,2019-04,5,2019-09,2.4968525803772628,2.6515151515151705
SELL_SIDE_TARGET_PATH,2019-04,6,2019-10,2.397687808145249,2.735849056603792
SELL_SIDE_TARGET_PATH,2019-04,7,2019-11,2.5141791867906695,3.116147308781873
SELL_SIDE_TARGET_PATH,2019-04,8,2019-12,2.5162097319374648,3.207547169811327
SELL_SIDE_TARGET_PATH,2019-04,9,2020-01,2.20217721882131,3.6414565826330487
SELL_SIDE_TARGET_PATH,2019-04,10,2020-02,2.222691672421088,3.7278657968313063
SELL_SIDE_TARGET_PATH,2019-04,11,2020-03,2.0602226390395653,3.4418604651162905
SELL_SIDE_TARGET_PATH,2019-04,12,2020-04,1.9707417480332199,3.159851301115256
FAST_CORE_SA_AR,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
FAST_CORE_SA_AR,2019-04,1,2019-05,2.752518614234311,2.9467680608364977
FAST_CORE_SA_AR,2019-04,2,2019-06,2.4205041723551224,2.7462121212121224
FAST_CORE_SA_AR,2019-04,3,2019-07,2.4649774653941847,2.9300567107750517
FAST_CORE_SA_AR,2019-04,4,2019-08,2.2881245281545013,2.9272898961284195
FAST_CORE_SA_AR,2019-04,5,2019-09,2.3728249780925683,2.6515151515151705
FAST_CORE_SA_AR,2019-04,6,2019-10,2.2337495909278093,2.735849056603792
FAST_CORE_SA_AR,2019-04,7,2019-11,2.2970292999520163,3.116147308781873
FAST_CORE_SA_AR,2019-04,8,2019-12,2.2615116083154425,3.207547169811327
FAST_CORE_SA_AR,2019-04,9,2020-01,2.0195502914548054,3.6414565826330487
FAST_CORE_SA_AR,2019-04,10,2020-02,2.0721552485576504,3.7278657968313063
FAST_CORE_SA_AR,2019-04,11,2020-03,1.8317471775178003,3.4418604651162905
FAST_CORE_SA_AR,2019-04,12,2020-04,1.630562290125739,3.159851301115256
FAST_FOOD_SA_AR,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
FAST_FOOD_SA_AR,2019-04,1,2019-05,2.817330627810278,2.9467680608364977
FAST_FOOD_SA_AR,2019-04,2,2019-06,2.5391932762770164,2.7462121212121224
FAST_FOOD_SA_AR,2019-04,3,2019-07,2.550936488086638,2.9300567107750517
FAST_FOOD_SA_AR,2019-04,4,2019-08,2.4450932749226104,2.9272898961284195
FAST_FOOD_SA_AR,2019-04,5,2019-09,2.5871954641280004,2.6515151515151705
FAST_FOOD_SA_AR,2019-04,6,2019-10,2.474645870862271,2.735849056603792
FAST_FOOD_SA_AR,2019-04,7,2019-11,2.5994207664736995,3.116147308781873
FAST_FOOD_SA_AR,2019-04,8,2019-12,2.608016128951559,3.207547169811327
FAST_FOOD_SA_AR,2019-04,9,2020-01,2.3711398090504927,3.6414565826330487
FAST_FOOD_SA_AR,2019-04,10,2020-02,2.4303591706954877,3.7278657968313063
FAST_FOOD_SA_AR,2019-04,11,2020-03,2.2597087744848845,3.4418604651162905
FAST_FOOD_SA_AR,2019-04,12,2020-04,2.1336897359635487,3.159851301115256
FAST_FUEL_SA_AR,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
FAST_FUEL_SA_AR,2019-04,1,2019-05,2.837906938054656,2.9467680608364977
FAST_FUEL_SA_AR,2019-04,2,2019-06,2.61536829763417,2.7462121212121224
FAST_FUEL_SA_AR,2019-04,3,2019-07,2.691169215300021,2.9300567107750517
FAST_FUEL_SA_AR,2019-04,4,2019-08,2.5623939907664486,2.9272898961284195
FAST_FUEL_SA_AR,2019-04,5,2019-09,2.6990283571624643,2.6515151515151705
FAST_FUEL_SA_AR,2019-04,6,2019-10,2.588645606746539,2.735849056603792
FAST_FUEL_SA_AR,2019-04,7,2019-11,2.707219905503653,3.116147308781873
FAST_FUEL_SA_AR,2019-04,8,2019-12,2.68745913390771,3.207547169811327
FAST_FUEL_SA_AR,2019-04,9,2020-01,2.421796211762751,3.6414565826330487
FAST_FUEL_SA_AR,2019-04,10,2020-02,2.4472148800334503,3.7278657968313063
FAST_FUEL_SA_AR,2019-04,11,2020-03,2.290258714177733,3.4418604651162905
FAST_FUEL_SA_AR,2019-04,12,2020-04,2.1844125306255693,3.159851301115256
FAST_ADMINISTERED_SA_AR,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
FAST_ADMINISTERED_SA_AR,2019-04,1,2019-05,2.7930365444453367,2.9467680608364977
FAST_ADMINISTERED_SA_AR,2019-04,2,2019-06,2.5626560758273365,2.7462121212121224
FAST_ADMINISTERED_SA_AR,2019-04,3,2019-07,2.6641082177224598,2.9300567107750517
FAST_ADMINISTERED_SA_AR,2019-04,4,2019-08,2.568800915630276,2.9272898961284195
FAST_ADMINISTERED_SA_AR,2019-04,5,2019-09,2.6996004956714685,2.6515151515151705
FAST_ADMINISTERED_SA_AR,2019-04,6,2019-10,2.5863768325359597,2.735849056603792
FAST_ADMINISTERED_SA_AR,2019-04,7,2019-11,2.731591887663054,3.116147308781873
FAST_ADMINISTERED_SA_AR,2019-04,8,2019-12,2.7659415935947935,3.207547169811327
FAST_ADMINISTERED_SA_AR,2019-04,9,2020-01,2.445446645330916,3.6414565826330487
FAST_ADMINISTERED_SA_AR,2019-04,10,2020-02,2.5219427972883968,3.7278657968313063
FAST_ADMINISTERED_SA_AR,2019-04,11,2020-03,2.354284593332926,3.4418604651162905
FAST_ADMINISTERED_SA_AR,2019-04,12,2020-04,2.205730956028189,3.159851301115256
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,0,2019-04,3.0717675404249056,2.769818529130847
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,1,2019-05,2.824050716005066,2.9467680608364977
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,2,2019-06,2.5536894741405467,2.7462121212121224
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,3,2019-07,2.6487973834893843,2.9300567107750517
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,4,2019-08,2.5453714870966593,2.9272898961284195
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,5,2019-09,2.6893348668249875,2.6515151515151705
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,6,2019-10,2.5777035322130057,2.735849056603792
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,7,2019-11,2.703256589164237,3.116147308781873
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,8,2019-12,2.712225904054054,3.207547169811327
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,9,2020-01,2.47523515838342,3.6414565826330487
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,10,2020-02,2.5529296754994006,3.7278657968313063
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,11,2020-03,2.3753050798023403,3.4418604651162905
FAST_ALCOHOL_TOBACCO_SA_AR,2019-04,12,2020-04,2.2237381404811143,3.159851301115256
SELL_SIDE_PATH,2019-05,0,2019-05,2.5119894464748858,2.9467680608364977
SELL_SIDE_PATH,2019-05,1,2019-06,2.277365746740676,2.7462121212121224
SELL_SIDE_PATH,2019-05,2,2019-07,2.2335775740547232,2.9300567107750517
SELL_SIDE_PATH,2019-05,3,2019-08,2.0409079218899673,2.9272898961284195
SELL_SIDE_PATH,2019-05,4,2019-09,2.1040261513104994,2.6515151515151705
SELL_SIDE_PATH,2019-05,5,2019-10,1.9639602894235502,2.735849056603792
SELL_SIDE_PATH,2019-05,6,2019-11,2.0379676963705773,3.116147308781873
SELL_SIDE_PATH,2019-05,7,2019-12,1.9976625667408587,3.207547169811327
SELL_SIDE_PATH,2019-05,8,2020-01,1.6430874307091348,3.6414565826330487
SELL_SIDE_PATH,2019-05,9,2020-02,1.6211035571760468,3.7278657968313063
SELL_SIDE_PATH,2019-05,10,2020-03,1.4172817445578612,3.4418604651162905
SELL_SIDE_PATH,2019-05,11,2020-04,1.5555470675733998,3.159851301115256
SELL_SIDE_PATH,2019-05,12,2020-05,1.4623477228063075,2.862419205909517
SELL_SIDE_TARGET_PATH,2019-05,0,2019-05,2.5119894464748858,2.9467680608364977
SELL_SIDE_TARGET_PATH,2019-05,1,2019-06,2.318934187725719,2.7462121212121224
SELL_SIDE_TARGET_PATH,2019-05,2,2019-07,2.316814614513889,2.9300567107750517
SELL_SIDE_TARGET_PATH,2019-05,3,2019-08,2.165566908865245,2.9272898961284195
SELL_SIDE_TARGET_PATH,2019-05,4,2019-09,2.2702230057589463,2.6515151515151705
SELL_SIDE_TARGET_PATH,2019-05,5,2019-10,2.1714899352042454,2.735849056603792
SELL_SIDE_TARGET_PATH,2019-05,6,2019-11,2.2871936621369287,3.116147308781873
SELL_SIDE_TARGET_PATH,2019-05,7,2019-12,2.288387406487736,3.207547169811327
SELL_SIDE_TARGET_PATH,2019-05,8,2020-01,1.9740831274808561,3.6414565826330487
SELL_SIDE_TARGET_PATH,2019-05,9,2020-02,1.9935215825135393,3.7278657968313063
SELL_SIDE_TARGET_PATH,2019-05,10,2020-03,1.8303150574732467,3.4418604651162905
SELL_SIDE_TARGET_PATH,2019-05,11,2020-04,2.0106590641005186,3.159851301115256
SELL_SIDE_TARGET_PATH,2019-05,12,2020-05,1.958431311422582,2.862419205909517
FAST_CORE_SA_AR,2019-05,0,2019-05,2.5119894464748858,2.9467680608364977
FAST_CORE_SA_AR,2019-05,1,2019-06,2.2317186125658957,2.7462121212121224
FAST_CORE_SA_AR,2019-05,2,2019-07,2.2838004790203223,2.9300567107750517
